side,entry_ts,entry_utc,entry_price,exit_ts,exit_utc,exit_price,exit_reason,duration_min,realized_pnl_dollars,peak_pnl_ticks,worst_pnl_ticks,entry_pos_in_band,entry_z_1h_high,entry_z_15m_crm,entry_slope_15s_long,entry_slope_15s_short,entry_slope_15m,entry_sig_above_1h_low
LONG,1768964700,2026-01-21 03:05:00,25199.25,1768971900,2026-01-21 05:05:00,25196.25,time_stop,120.0,-6.0,103.0,-41.0,0.146,-0.708,0.601,0.594,2.333,0.354,0.194
LONG,1768973760,2026-01-21 05:36:00,25217.0,1768978080,2026-01-21 06:48:00,25199.5,hard_stop,72.0,-35.0,50.0,-70.0,0.609,-0.314,1.281,0.319,1.121,0.188,0.677
LONG,1768990080,2026-01-21 10:08:00,25157.25,1768993320,2026-01-21 11:02:00,25138.5,hard_stop,54.0,-37.5,117.0,-75.0,-0.071,-2.262,-1.605,0.678,4.388,-0.374,-0.108
LONG,1768997100,2026-01-21 12:05:00,25054.75,1768999560,2026-01-21 12:46:00,25036.0,hard_stop,41.0,-37.5,128.0,-75.0,-1.919,-6.429,-2.276,-3.65,0.192,-0.872,-2.38
LONG,1769001360,2026-01-21 13:16:00,25088.25,1769002200,2026-01-21 13:30:00,25073.25,hard_stop,14.0,-30.0,17.0,-60.0,-0.806,-2.728,-0.463,2.465,0.554,-0.347,-0.779
LONG,1769004000,2026-01-21 14:00:00,25101.75,1769004120,2026-01-21 14:02:00,25085.0,hard_stop,2.0,-33.5,0.0,-67.0,-0.475,-1.983,0.501,5.241,2.896,-0.378,-0.438
LONG,1769016240,2026-01-21 17:24:00,25217.0,1769016360,2026-01-21 17:26:00,25196.0,hard_stop,2.0,-42.0,14.0,-84.0,0.467,-0.295,-0.972,0.616,2.933,-0.238,0.621
LONG,1769018160,2026-01-21 17:56:00,25227.25,1769018460,2026-01-21 18:01:00,25201.75,hard_stop,5.0,-51.0,116.0,-102.0,0.7,-0.214,-0.867,2.765,7.375,-0.106,0.931
LONG,1769020260,2026-01-21 18:31:00,25236.5,1769020620,2026-01-21 18:37:00,25210.5,hard_stop,6.0,-52.0,49.0,-104.0,0.704,-0.166,-0.533,0.403,7.583,-0.801,1.004
LONG,1769063700,2026-01-22 06:35:00,25514.0,1769070360,2026-01-22 08:26:00,25642.75,target_1h_rail,111.0,257.5,515.0,-42.0,0.625,-0.219,-1.188,0.664,2.775,-0.529,0.386
LONG,1769094960,2026-01-22 15:16:00,25576.5,1769095020,2026-01-22 15:17:00,25543.25,hard_stop,1.0,-66.5,0.0,-133.0,-0.509,-1.163,-1.763,0.401,1.554,-0.633,-0.468
LONG,1769096820,2026-01-22 15:47:00,25654.25,1769096940,2026-01-22 15:49:00,25638.25,hard_stop,2.0,-32.0,0.0,-64.0,0.754,-0.083,-0.175,3.178,4.025,-0.212,0.693
LONG,1769113020,2026-01-22 20:17:00,25649.5,1769113500,2026-01-22 20:25:00,25629.0,hard_stop,8.0,-41.0,30.0,-82.0,0.222,-2.882,-1.554,0.346,3.146,-0.228,0.354
LONG,1769115300,2026-01-22 20:55:00,25647.5,1769119020,2026-01-22 21:57:00,25627.5,hard_stop,62.0,-40.0,56.0,-80.0,0.146,-2.975,-0.681,4.066,3.987,-0.482,0.234
LONG,1769124240,2026-01-22 23:24:00,25617.75,1769126520,2026-01-23 00:02:00,25602.5,hard_stop,38.0,-30.5,39.0,-61.0,-0.352,-3.294,-0.823,0.495,0.717,-0.61,-0.571
LONG,1769128680,2026-01-23 00:38:00,25642.0,1769135880,2026-01-23 02:38:00,25672.25,time_stop,120.0,60.5,182.0,-15.0,0.205,-1.645,0.616,0.583,2.446,0.1,0.342
LONG,1769157960,2026-01-23 08:46:00,25619.75,1769158320,2026-01-23 08:52:00,25597.25,hard_stop,6.0,-45.0,3.0,-90.0,-0.51,-2.346,-1.933,0.429,1.308,-0.468,-0.536
LONG,1769160300,2026-01-23 09:25:00,25607.25,1769160840,2026-01-23 09:34:00,25590.0,hard_stop,9.0,-34.5,15.0,-69.0,-0.489,-2.764,-1.34,0.791,3.146,-0.679,-0.499
LONG,1769162760,2026-01-23 10:06:00,25566.0,1769169960,2026-01-23 12:06:00,25608.25,time_stop,120.0,84.5,361.0,-52.0,-1.447,-3.539,-1.223,0.329,1.942,-0.819,-1.329
LONG,1769172360,2026-01-23 12:46:00,25619.75,1769174400,2026-01-23 13:20:00,25603.0,hard_stop,34.0,-33.5,62.0,-67.0,-0.455,-1.359,0.687,1.32,3.487,0.35,-0.372
LONG,1769177340,2026-01-23 14:09:00,25579.0,1769177580,2026-01-23 14:13:00,25563.5,hard_stop,4.0,-31.0,0.0,-62.0,-0.925,-1.988,-1.417,0.414,2.742,-0.012,-0.745
LONG,1769179560,2026-01-23 14:46:00,25598.5,1769181720,2026-01-23 15:22:00,25750.25,target_1h_rail,36.0,303.5,607.0,-47.0,-0.096,-1.584,-0.193,1.03,7.458,-0.094,-0.078
LONG,1769204340,2026-01-23 21:39:00,25692.0,1769382000,2026-01-25 23:00:00,25472.75,hard_stop,2961.0,-438.5,3.0,-877.0,0.73,-0.254,-1.87,0.342,1.15,-0.365,0.795
LONG,1769383860,2026-01-25 23:31:00,25528.5,1769384100,2026-01-25 23:35:00,25513.0,hard_stop,4.0,-31.0,41.0,-62.0,-1.36,-2.251,-1.878,1.855,1.804,-1.197,-1.542
LONG,1769385900,2026-01-26 00:05:00,25581.0,1769393100,2026-01-26 02:05:00,25654.5,time_stop,120.0,147.0,341.0,-57.0,-0.615,-1.708,-0.684,3.615,2.854,-1.047,-0.602
LONG,1769396520,2026-01-26 03:02:00,25624.75,1769403720,2026-01-26 05:02:00,25636.0,time_stop,120.0,22.5,126.0,0.0,-0.146,-1.241,0.169,0.603,1.738,0.281,-0.145
LONG,1769405520,2026-01-26 05:32:00,25665.75,1769412720,2026-01-26 07:32:00,25680.0,time_stop,120.0,28.5,137.0,-15.0,0.35,-0.586,2.222,1.43,3.496,0.081,0.302
LONG,1769421660,2026-01-26 10:01:00,25623.75,1769428860,2026-01-26 12:01:00,25685.25,time_stop,120.0,123.0,246.0,-20.0,0.146,-1.196,-1.795,0.698,3.838,-0.281,0.142
LONG,1769522580,2026-01-27 14:03:00,26000.5,1769523960,2026-01-27 14:26:00,25981.25,hard_stop,23.0,-38.5,27.0,-77.0,0.566,-0.492,-0.66,0.562,1.35,-0.086,1.009
LONG,1769608380,2026-01-28 13:53:00,26274.25,1769609220,2026-01-28 14:07:00,26256.0,hard_stop,14.0,-36.5,0.0,-73.0,0.739,-0.194,-0.923,0.639,2.292,-0.268,0.866
LONG,1769611440,2026-01-28 14:44:00,26285.25,1769611560,2026-01-28 14:46:00,26267.0,hard_stop,2.0,-36.5,26.0,-73.0,0.422,-0.111,0.27,0.608,8.967,-0.312,0.549
LONG,1769613840,2026-01-28 15:24:00,26237.0,1769614020,2026-01-28 15:27:00,26220.75,hard_stop,3.0,-32.5,0.0,-65.0,-0.14,-1.412,-1.37,0.759,0.888,-0.431,-0.213
LONG,1769616180,2026-01-28 16:03:00,26174.5,1769617260,2026-01-28 16:21:00,26159.5,hard_stop,18.0,-30.0,88.0,-60.0,-1.259,-3.458,-1.743,-0.974,0.562,-0.66,-1.855
LONG,1769619540,2026-01-28 16:59:00,26116.75,1769626740,2026-01-28 18:59:00,26168.0,time_stop,120.0,102.5,246.0,-13.0,-2.213,-5.032,-2.003,-0.919,1.229,-0.769,-3.261
LONG,1769628540,2026-01-28 19:29:00,26122.25,1769634000,2026-01-28 21:00:00,26079.5,hard_stop,91.0,-85.5,339.0,-171.0,-0.852,-2.531,-1.214,2.421,3.9,-0.225,-0.721
LONG,1769642700,2026-01-28 23:25:00,26231.25,1769642820,2026-01-28 23:27:00,26213.5,hard_stop,2.0,-35.5,0.0,-71.0,0.655,-0.444,0.838,1.066,5.8,0.111,0.655
LONG,1769644620,2026-01-28 23:57:00,26185.5,1769644680,2026-01-28 23:58:00,26166.0,hard_stop,1.0,-39.0,0.0,-78.0,0.463,-1.196,-0.317,1.899,0.575,0.221,0.463
LONG,1769646540,2026-01-29 00:29:00,26170.75,1769646660,2026-01-29 00:31:00,26146.75,hard_stop,2.0,-48.0,0.0,-96.0,-0.061,-1.45,-0.545,0.741,1.867,-0.29,-0.07
LONG,1769648460,2026-01-29 01:01:00,26154.75,1769649360,2026-01-29 01:16:00,26132.0,hard_stop,15.0,-45.5,22.0,-91.0,0.109,-1.534,-0.85,1.628,3.913,0.072,0.147
LONG,1769651280,2026-01-29 01:48:00,26114.75,1769658480,2026-01-29 03:48:00,26188.25,time_stop,120.0,147.0,329.0,-15.0,-0.319,-2.223,-1.152,0.812,0.783,-0.882,-0.43
LONG,1769681940,2026-01-29 10:19:00,26220.5,1769684100,2026-01-29 10:55:00,26202.25,hard_stop,36.0,-36.5,43.0,-73.0,0.612,-0.431,-1.403,0.398,0.371,-0.238,0.672
LONG,1769687340,2026-01-29 11:49:00,26195.5,1769690280,2026-01-29 12:38:00,26180.5,hard_stop,49.0,-30.0,102.0,-60.0,0.307,-0.917,-0.937,0.34,1.375,-0.383,0.362
LONG,1769692080,2026-01-29 13:08:00,26186.25,1769692500,2026-01-29 13:15:00,26171.0,hard_stop,7.0,-30.5,0.0,-61.0,-0.085,-1.21,-0.656,0.886,0.325,-0.197,-0.094
LONG,1769694300,2026-01-29 13:45:00,26199.25,1769695260,2026-01-29 14:01:00,26181.25,hard_stop,16.0,-36.0,0.0,-72.0,0.267,-0.873,0.703,2.28,1.342,-0.108,0.296
LONG,1769698200,2026-01-29 14:50:00,25975.0,1769698260,2026-01-29 14:51:00,25947.25,hard_stop,1.0,-55.5,0.0,-111.0,-4.691,-7.589,-2.652,-7.438,0.862,-1.346,-6.29
LONG,1769700060,2026-01-29 15:21:00,25801.75,1769700420,2026-01-29 15:27:00,25762.25,hard_stop,6.0,-79.0,4.0,-158.0,-5.703,-13.754,-1.838,-3.474,4.55,-2.728,-4.026
LONG,1769702280,2026-01-29 15:58:00,25580.5,1769702640,2026-01-29 16:04:00,25559.5,hard_stop,6.0,-42.0,53.0,-84.0,-8.273,-20.736,-1.971,-4.862,3.892,-2.985,-5.84
LONG,1769704800,2026-01-29 16:40:00,25709.75,1769705880,2026-01-29 16:58:00,25694.25,hard_stop,18.0,-31.0,104.0,-62.0,-4.466,-4.487,-0.689,-0.358,0.979,-2.724,-2.057
LONG,1769707680,2026-01-29 17:28:00,25847.25,1769708520,2026-01-29 17:42:00,25824.5,hard_stop,14.0,-45.5,87.0,-91.0,-2.042,-1.837,0.536,3.449,3.154,-1.946,-0.847
LONG,1769710320,2026-01-29 18:12:00,25843.25,1769710860,2026-01-29 18:21:00,25825.5,hard_stop,9.0,-35.5,40.0,-71.0,-1.567,-1.539,1.519,6.464,1.225,-0.575,-0.681
LONG,1769713740,2026-01-29 19:09:00,25865.5,1769715240,2026-01-29 19:34:00,25845.5,hard_stop,25.0,-40.0,90.0,-80.0,-0.905,-1.21,1.099,0.58,5.971,1.446,-0.419
LONG,1769717400,2026-01-29 20:10:00,25875.75,1769718480,2026-01-29 20:28:00,25860.0,hard_stop,18.0,-31.5,4.0,-63.0,-0.575,-0.998,1.026,0.633,2.963,0.762,-0.281
LONG,1769720280,2026-01-29 20:58:00,26013.5,1769720340,2026-01-29 20:59:00,25992.25,hard_stop,1.0,-42.5,0.0,-85.0,0.36,-0.307,4.244,6.966,8.575,0.472,0.175
LONG,1769722320,2026-01-29 21:32:00,26024.5,1769722380,2026-01-29 21:33:00,26007.25,hard_stop,1.0,-34.5,0.0,-69.0,0.556,-0.151,2.185,1.311,6.233,0.782,0.309
LONG,1769727780,2026-01-29 23:03:00,25969.5,1769727840,2026-01-29 23:04:00,25952.5,hard_stop,1.0,-34.0,0.0,-68.0,0.709,-0.365,0.817,1.367,0.338,0.808,0.43
LONG,1769729700,2026-01-29 23:35:00,25999.25,1769730360,2026-01-29 23:46:00,25981.75,hard_stop,11.0,-35.0,54.0,-70.0,0.597,-0.196,1.23,3.969,4.079,0.349,0.362
LONG,1769733240,2026-01-30 00:34:00,25936.0,1769734080,2026-01-30 00:48:00,25916.0,hard_stop,14.0,-40.0,17.0,-80.0,0.489,-0.486,-0.842,0.511,5.946,0.4,0.339
LONG,1769738040,2026-01-30 01:54:00,25861.25,1769738220,2026-01-30 01:57:00,25845.0,hard_stop,3.0,-32.5,0.0,-65.0,-0.006,-0.897,-1.414,1.489,2.283,-0.89,-0.004
LONG,1769740740,2026-01-30 02:39:00,25779.25,1769747940,2026-01-30 04:39:00,25888.25,time_stop,120.0,218.0,466.0,0.0,-0.22,-1.438,-1.617,0.374,5.783,-1.054,-0.21
LONG,1769749860,2026-01-30 05:11:00,25875.5,1769750160,2026-01-30 05:16:00,25854.25,hard_stop,5.0,-42.5,0.0,-85.0,0.618,-0.545,0.808,1.665,0.317,0.036,0.695
LONG,1769755140,2026-01-30 06:39:00,25805.5,1769755440,2026-01-30 06:44:00,25789.0,hard_stop,5.0,-33.0,11.0,-66.0,-0.283,-1.988,-1.535,1.106,2.833,-0.365,-0.446
LONG,1769757240,2026-01-30 07:14:00,25791.75,1769757360,2026-01-30 07:16:00,25769.25,hard_stop,2.0,-45.0,0.0,-90.0,-0.29,-2.025,-1.044,3.35,4.033,-0.535,-0.459
LONG,1769759400,2026-01-30 07:50:00,25742.5,1769759640,2026-01-30 07:54:00,25727.5,hard_stop,4.0,-30.0,0.0,-60.0,-0.966,-2.741,-1.442,-2.225,0.117,-0.797,-1.53
LONG,1769761440,2026-01-30 08:24:00,25758.5,1769761800,2026-01-30 08:30:00,25733.75,hard_stop,6.0,-49.5,22.0,-99.0,-0.709,-2.14,-0.563,3.599,3.042,-0.683,-0.988
LONG,1769763600,2026-01-30 09:00:00,25769.75,1769764080,2026-01-30 09:08:00,25753.0,hard_stop,8.0,-33.5,25.0,-67.0,-0.321,-1.69,0.315,4.172,3.079,-0.36,-0.4
LONG,1769765880,2026-01-30 09:38:00,25716.75,1769766300,2026-01-30 09:45:00,25682.75,hard_stop,7.0,-68.0,0.0,-136.0,-0.958,-2.307,-1.032,0.6,0.65,-0.435,-1.195
LONG,1769768160,2026-01-30 10:16:00,25733.0,1769775360,2026-01-30 12:16:00,25874.5,time_stop,120.0,283.0,681.0,-40.0,-0.665,-1.882,0.124,0.425,4.442,-0.296,-0.706
LONG,1769780700,2026-01-30 13:45:00,25827.25,1769784000,2026-01-30 14:40:00,25927.5,target_1h_rail,55.0,200.5,401.0,-54.0,0.582,-0.562,-0.4,0.629,1.879,0.379,0.867
LONG,1769790720,2026-01-30 16:32:00,25811.75,1769790780,2026-01-30 16:33:00,25792.5,hard_stop,1.0,-38.5,0.0,-77.0,0.411,-0.889,-0.914,1.31,7.408,-0.236,0.683
LONG,1769793660,2026-01-30 17:21:00,25737.5,1769794500,2026-01-30 17:35:00,25715.0,hard_stop,14.0,-45.0,196.0,-90.0,-0.362,-2.196,-1.565,0.456,1.133,-0.732,-0.703
LONG,1769796600,2026-01-30 18:10:00,25677.25,1769796900,2026-01-30 18:15:00,25650.5,hard_stop,5.0,-53.5,8.0,-107.0,-0.353,-3.025,-1.747,-1.34,1.092,-0.818,-0.762
LONG,1769798760,2026-01-30 18:46:00,25644.75,1769803560,2026-01-30 20:06:00,25625.5,hard_stop,80.0,-38.5,497.0,-77.0,-0.907,-3.586,-1.345,0.489,1.983,-1.497,-1.956
LONG,1769805360,2026-01-30 20:36:00,25635.75,1769805420,2026-01-30 20:37:00,25600.75,hard_stop,1.0,-70.0,0.0,-140.0,-0.727,-3.256,-0.865,3.648,6.567,-1.035,-1.237
LONG,1769807940,2026-01-30 21:19:00,25648.75,1769809260,2026-01-30 21:41:00,25633.75,hard_stop,22.0,-30.0,100.0,-60.0,-0.42,-2.689,-0.436,0.499,1.088,-0.133,-0.645
LONG,1769986800,2026-02-01 23:00:00,25524.0,1769986860,2026-02-01 23:01:00,25471.75,hard_stop,1.0,-104.5,0.0,-209.0,-0.502,-3.882,-3.254,0.81,0.558,-0.569,-0.729
LONG,1769988720,2026-02-01 23:32:00,25479.75,1769995860,2026-02-02 01:31:00,25461.25,hard_stop,119.0,-37.0,650.0,-74.0,-2.186,-4.438,-1.553,-0.68,1.438,-1.565,-3.175
LONG,1769997840,2026-02-02 02:04:00,25444.75,1769998140,2026-02-02 02:09:00,25427.5,hard_stop,5.0,-34.5,6.0,-69.0,-1.311,-2.734,-1.015,-0.68,4.042,-1.286,-1.363
LONG,1770000060,2026-02-02 02:41:00,25428.0,1770000300,2026-02-02 02:45:00,25404.25,hard_stop,4.0,-47.5,31.0,-95.0,-1.284,-2.874,-1.144,0.379,4.321,-0.078,-1.335
LONG,1770002520,2026-02-02 03:22:00,25342.75,1770003240,2026-02-02 03:34:00,25320.25,hard_stop,12.0,-45.0,72.0,-90.0,-1.603,-2.702,-1.358,-2.792,0.421,-1.35,-1.552
LONG,1770005520,2026-02-02 04:12:00,25231.75,1770012720,2026-02-02 06:12:00,25215.25,hard_stop,120.0,-33.0,558.0,-66.0,-2.032,-2.835,-2.184,-3.79,1.008,-1.8,-1.849
LONG,1770014580,2026-02-02 06:43:00,25215.75,1770014940,2026-02-02 06:49:00,25196.0,hard_stop,6.0,-39.5,39.0,-79.0,-1.675,-2.275,-1.484,-3.696,0.854,-0.475,-1.485
LONG,1770017100,2026-02-02 07:25:00,25292.5,1770024300,2026-02-02 09:25:00,25441.25,time_stop,120.0,297.5,645.0,-57.0,-0.813,-1.461,0.36,0.685,4.262,0.133,-0.709
LONG,1770029760,2026-02-02 10:56:00,25404.25,1770036960,2026-02-02 12:56:00,25496.25,time_stop,120.0,184.0,480.0,-24.0,0.573,-0.472,-0.227,0.521,1.867,0.612,0.591
LONG,1770116100,2026-02-03 10:55:00,25957.75,1770116940,2026-02-03 11:09:00,25942.75,hard_stop,14.0,-30.0,26.0,-60.0,0.468,-0.801,-1.19,0.476,0.533,-0.331,0.589
LONG,1770119040,2026-02-03 11:44:00,25952.75,1770120060,2026-02-03 12:01:00,25931.75,hard_stop,17.0,-42.0,31.0,-84.0,0.152,-1.947,-1.131,0.42,2.092,-0.315,0.25
LONG,1770121860,2026-02-03 12:31:00,25985.25,1770126660,2026-02-03 13:51:00,25967.5,hard_stop,80.0,-35.5,63.0,-71.0,0.778,-0.344,1.73,1.509,3.037,0.121,1.538
LONG,1770130140,2026-02-03 14:49:00,25799.0,1770130200,2026-02-03 14:50:00,25770.0,hard_stop,1.0,-58.0,0.0,-116.0,-3.505,-8.784,-2.345,-7.668,1.867,-1.112,-7.068
LONG,1770132000,2026-02-03 15:20:00,25599.25,1770132060,2026-02-03 15:21:00,25574.25,hard_stop,1.0,-50.0,0.0,-100.0,-4.854,-19.652,-1.887,-2.051,3.529,-2.299,-3.684
LONG,1770133860,2026-02-03 15:51:00,25600.75,1770133920,2026-02-03 15:52:00,25567.75,hard_stop,1.0,-66.0,0.0,-132.0,-4.851,-19.578,-1.089,3.962,12.183,-2.554,-3.682
LONG,1770136200,2026-02-03 16:30:00,25496.5,1770137460,2026-02-03 16:51:00,25472.75,hard_stop,21.0,-47.5,115.0,-95.0,-4.432,-4.59,-1.088,-3.96,0.354,-2.749,-2.279
LONG,1770139260,2026-02-03 17:21:00,25443.25,1770139740,2026-02-03 17:29:00,25415.25,hard_stop,8.0,-56.0,87.0,-112.0,-4.448,-3.446,-1.027,-5.711,2.363,-2.983,-2.073
LONG,1770141600,2026-02-03 18:00:00,25387.5,1770141840,2026-02-03 18:04:00,25371.5,hard_stop,4.0,-32.0,0.0,-64.0,-3.879,-2.693,-1.299,1.431,0.858,-1.356,-1.64
LONG,1770144060,2026-02-03 18:41:00,25306.0,1770144120,2026-02-03 18:42:00,25283.5,hard_stop,1.0,-45.0,0.0,-90.0,-4.744,-3.123,-1.596,-1.64,1.338,-1.199,-2.005
LONG,1770145920,2026-02-03 19:12:00,25296.75,1770147000,2026-02-03 19:30:00,25275.25,hard_stop,18.0,-43.0,237.0,-86.0,-4.349,-2.408,-1.112,-2.18,1.621,-2.062,-1.767
LONG,1770148800,2026-02-03 20:00:00,25316.5,1770148860,2026-02-03 20:01:00,25293.25,hard_stop,1.0,-46.5,0.0,-93.0,-2.981,-1.827,-0.286,4.991,11.613,-0.972,-1.185
LONG,1770150660,2026-02-03 20:31:00,25366.75,1770159600,2026-02-03 23:00:00,25383.5,time_stop,149.0,33.5,407.0,0.0,-2.74,-1.634,1.335,2.499,3.475,-0.471,-1.089
LONG,1770162540,2026-02-03 23:49:00,25414.25,1770163260,2026-02-04 00:01:00,25394.75,hard_stop,12.0,-39.0,74.0,-78.0,-1.217,-1.094,0.434,0.717,1.129,0.731,-0.559
LONG,1770165480,2026-02-04 00:38:00,25414.75,1770166080,2026-02-04 00:48:00,25394.25,hard_stop,10.0,-41.0,16.0,-82.0,-0.676,-0.944,-0.113,0.44,1.846,0.424,-0.34
LONG,1770167880,2026-02-04 01:18:00,25446.25,1770169140,2026-02-04 01:39:00,25427.25,hard_stop,21.0,-38.0,23.0,-76.0,-0.219,-0.682,2.086,1.495,3.167,-0.056,-0.127
LONG,1770170940,2026-02-04 02:09:00,25471.25,1770171120,2026-02-04 02:12:00,25456.0,hard_stop,3.0,-30.5,0.0,-61.0,0.264,-0.448,2.654,3.229,3.758,0.097,0.187
LONG,1770174780,2026-02-04 03:13:00,25426.5,1770175200,2026-02-04 03:20:00,25408.75,hard_stop,7.0,-35.5,0.0,-71.0,0.279,-0.586,0.232,0.509,3.213,-0.079,0.369
LONG,1770177540,2026-02-04 03:59:00,25433.25,1770179220,2026-02-04 04:27:00,25417.0,hard_stop,28.0,-32.5,19.0,-65.0,0.353,-0.545,0.327,0.38,1.767,0.169,0.467
LONG,1770182460,2026-02-04 05:21:00,25434.75,1770183060,2026-02-04 05:31:00,25418.0,hard_stop,10.0,-33.5,0.0,-67.0,0.68,-0.456,1.101,0.341,1.379,-0.188,0.994
LONG,1770194640,2026-02-04 08:44:00,25450.75,1770195000,2026-02-04 08:50:00,25433.25,hard_stop,6.0,-35.0,11.0,-70.0,0.66,-0.092,-0.615,0.494,1.546,-0.099,0.748
LONG,1770197580,2026-02-04 09:33:00,25395.25,1770197820,2026-02-04 09:37:00,25377.25,hard_stop,4.0,-36.0,0.0,-72.0,-0.1,-2.697,-1.548,0.316,2.567,-0.411,-0.157
LONG,1770199620,2026-02-04 10:07:00,25434.0,1770206820,2026-02-04 12:07:00,25450.0,time_stop,120.0,32.0,213.0,-51.0,0.332,-1.186,-0.218,3.726,5.504,-0.378,0.699
LONG,1770211140,2026-02-04 13:19:00,25393.75,1770212700,2026-02-04 13:45:00,25374.75,hard_stop,26.0,-38.0,22.0,-76.0,-0.164,-3.239,-1.847,0.428,3.396,-0.174,-0.365
LONG,1770214620,2026-02-04 14:17:00,25338.5,1770215400,2026-02-04 14:30:00,25309.75,hard_stop,13.0,-57.5,188.0,-115.0,-0.855,-4.519,-1.867,0.565,1.35,-0.532,-1.643
LONG,1770217680,2026-02-04 15:08:00,25214.25,1770218340,2026-02-04 15:19:00,25193.75,hard_stop,11.0,-41.0,102.0,-82.0,-2.89,-6.686,-2.462,-9.625,7.367,-1.526,-3.06
LONG,1770220560,2026-02-04 15:56:00,25143.0,1770220860,2026-02-04 16:01:00,25117.5,hard_stop,5.0,-51.0,141.0,-102.0,-2.858,-8.602,-2.24,-4.781,0.842,-1.135,-3.026
LONG,1770222660,2026-02-04 16:31:00,25099.75,1770222780,2026-02-04 16:33:00,25071.5,hard_stop,2.0,-56.5,1.0,-113.0,-2.698,-5.97,-1.545,5.036,3.787,-1.458,-2.218
LONG,1770224580,2026-02-04 17:03:00,25040.25,1770224820,2026-02-04 17:07:00,25014.25,hard_stop,4.0,-52.0,18.0,-104.0,-2.775,-3.881,-1.262,7.204,3.558,-1.792,-1.804
LONG,1770227100,2026-02-04 17:45:00,24827.5,1770227280,2026-02-04 17:48:00,24806.0,hard_stop,3.0,-43.0,45.0,-86.0,-4.671,-6.013,-1.979,-7.056,0.238,-2.682,-3.036
LONG,1770229080,2026-02-04 18:18:00,24835.5,1770236280,2026-02-04 20:18:00,25041.0,time_stop,120.0,411.0,1099.0,-18.0,-3.349,-3.84,-1.367,-2.12,2.171,-2.038,-1.899
LONG,1770239460,2026-02-04 21:11:00,25025.75,1770239760,2026-02-04 21:16:00,25001.5,hard_stop,5.0,-48.5,103.0,-97.0,-0.846,-1.366,0.552,0.485,17.904,0.688,-0.518
LONG,1770247260,2026-02-04 23:21:00,25089.0,1770247440,2026-02-04 23:24:00,25070.25,hard_stop,3.0,-37.5,0.0,-75.0,-0.049,-0.942,0.599,0.36,0.583,0.915,-0.033
LONG,1770249240,2026-02-04 23:54:00,25085.0,1770249360,2026-02-04 23:56:00,25043.25,hard_stop,2.0,-83.5,0.0,-167.0,-0.013,-0.964,0.285,1.391,1.796,0.29,-0.009
LONG,1770251160,2026-02-05 00:26:00,25105.75,1770257220,2026-02-05 02:07:00,25076.25,hard_stop,101.0,-59.0,248.0,-118.0,0.183,-0.729,0.87,2.704,3.146,0.106,0.136
LONG,1770259020,2026-02-05 02:37:00,25065.75,1770259620,2026-02-05 02:47:00,25042.25,hard_stop,10.0,-47.0,47.0,-94.0,0.396,-0.855,-0.788,2.951,2.279,-0.194,0.422
LONG,1770261720,2026-02-05 03:22:00,25026.0,1770262080,2026-02-05 03:28:00,25005.5,hard_stop,6.0,-41.0,0.0,-82.0,0.15,-1.185,-0.937,0.376,1.325,-0.336,0.219
LONG,1770264240,2026-02-05 04:04:00,24957.0,1770264960,2026-02-05 04:16:00,24942.0,hard_stop,12.0,-30.0,39.0,-60.0,0.101,-1.98,-1.316,0.79,5.037,-0.89,0.167
LONG,1770266760,2026-02-05 04:46:00,25018.0,1770267660,2026-02-05 05:01:00,24996.75,hard_stop,15.0,-42.5,23.0,-85.0,0.31,-1.265,0.155,3.744,6.571,-0.725,0.516
LONG,1770269460,2026-02-05 05:31:00,24995.75,1770276660,2026-02-05 07:31:00,25084.25,time_stop,120.0,177.0,358.0,-23.0,0.373,-1.569,0.071,1.869,5.808,-0.322,0.672
LONG,1770278700,2026-02-05 08:05:00,25079.25,1770281400,2026-02-05 08:50:00,25047.0,hard_stop,45.0,-64.5,154.0,-129.0,0.761,-0.505,1.37,0.589,4.862,0.199,1.397
LONG,1770283200,2026-02-05 09:20:00,25019.0,1770290400,2026-02-05 11:20:00,25046.0,time_stop,120.0,54.0,296.0,-24.0,0.133,-1.709,-1.136,0.5,0.508,-0.144,0.257
LONG,1770292260,2026-02-05 11:51:00,25013.75,1770293880,2026-02-05 12:18:00,24997.5,hard_stop,27.0,-32.5,158.0,-65.0,0.218,-1.868,-0.792,0.556,1.404,-0.41,0.411
LONG,1770295980,2026-02-05 12:53:00,24780.5,1770296100,2026-02-05 12:55:00,24740.0,hard_stop,2.0,-81.0,1.0,-162.0,-2.503,-7.078,-2.774,-8.638,1.379,-1.35,-4.871
LONG,1770298380,2026-02-05 13:33:00,24829.75,1770298920,2026-02-05 13:42:00,24810.25,hard_stop,9.0,-39.0,96.0,-78.0,-1.431,-5.998,-0.975,-0.659,1.121,-1.626,-1.783
LONG,1770301680,2026-02-05 14:28:00,24766.5,1770301800,2026-02-05 14:30:00,24714.0,hard_stop,2.0,-105.0,17.0,-210.0,-1.556,-4.278,-0.966,-1.56,0.867,-1.511,-1.85
LONG,1770304740,2026-02-05 15:19:00,24639.0,1770304800,2026-02-05 15:20:00,24618.75,hard_stop,1.0,-40.5,0.0,-81.0,-2.296,-5.846,-1.688,-7.204,3.767,-2.671,-2.327
