**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

side,entry_ts,entry_utc,entry_price,exit_ts,exit_utc,exit_price,exit_reason,duration_min,realized_pnl_dollars,peak_pnl_ticks,worst_pnl_ticks,entry_pos_in_band,entry_z_1h_high,entry_z_15m_crm,entry_slope_15s,entry_slope_15m,entry_sig_above_1h_low
SHORT,1751558460,2025-07-03 16:01:00,23087.5,1751562180,2025-07-03 17:03:00,23045.25,crossed_15m_mean,62.0,84.5,181.0,-17.0,4.339,1.895,0.986,-1.029,1.06,2.979
LONG,1751607960,2025-07-04 05:46:00,23006.75,1751609100,2025-07-04 06:05:00,22988.5,hard_stop,19.0,-36.5,5.0,-73.0,-0.097,-1.439,-0.155,0.601,-0.029,-0.107
LONG,1751614260,2025-07-04 07:31:00,22967.25,1751615880,2025-07-04 07:58:00,22947.5,hard_stop,27.0,-39.5,20.0,-79.0,-1.362,-2.482,-1.901,0.629,-0.2,-2.15
LONG,1751620080,2025-07-04 09:08:00,22939.75,1751620620,2025-07-04 09:17:00,22911.0,hard_stop,9.0,-57.5,0.0,-115.0,-1.795,-3.05,-1.256,0.769,-0.433,-1.651
LONG,1751623260,2025-07-04 10:01:00,22948.5,1751624700,2025-07-04 10:25:00,22933.0,hard_stop,24.0,-31.0,0.0,-62.0,-1.282,-2.106,-0.018,0.441,-0.218,-1.027
LONG,1751627160,2025-07-04 11:06:00,22903.25,1751634360,2025-07-04 13:06:00,22919.0,time_stop,120.0,31.5,120.0,0.0,-1.667,-3.025,-2.012,0.786,-0.231,-1.196
LONG,1751636700,2025-07-04 13:45:00,22926.0,1751643900,2025-07-04 15:45:00,22928.0,time_stop,120.0,4.0,68.0,-58.0,-0.955,-1.638,0.69,0.449,-0.004,-0.715
SHORT,1751839620,2025-07-06 22:07:00,23013.5,1751846820,2025-07-07 00:07:00,22997.5,time_stop,120.0,32.0,203.0,0.0,1.908,1.813,7.154,9.618,-0.106,2.251
SHORT,1751848620,2025-07-07 00:37:00,22976.25,1751850000,2025-07-07 01:00:00,22966.25,crossed_15m_mean,23.0,20.0,40.0,-22.0,1.459,0.463,0.104,0.134,0.276,2.887
SHORT,1751861400,2025-07-07 04:10:00,22981.25,1751863500,2025-07-07 04:45:00,22947.5,crossed_15m_mean,35.0,67.5,135.0,0.0,1.391,0.506,2.008,0.879,0.028,2.289
LONG,1751869860,2025-07-07 06:31:00,22932.75,1751875800,2025-07-07 08:10:00,22915.5,hard_stop,99.0,-34.5,65.0,-69.0,0.066,-1.256,-1.132,0.585,-0.121,0.118
LONG,1751879460,2025-07-07 09:11:00,22921.5,1751886660,2025-07-07 11:11:00,22957.5,time_stop,120.0,72.0,265.0,-12.0,-0.274,-1.862,-0.931,0.429,-0.204,-0.568
SHORT,1751890380,2025-07-07 12:13:00,22987.25,1751892660,2025-07-07 12:51:00,22962.0,crossed_15m_mean,38.0,50.5,101.0,-54.0,1.463,0.915,1.161,0.926,0.381,2.864
LONG,1751896080,2025-07-07 13:48:00,22949.75,1751896860,2025-07-07 14:01:00,22925.25,hard_stop,13.0,-49.0,84.0,-98.0,0.179,-1.174,-0.868,1.077,-0.156,0.419
LONG,1751901000,2025-07-07 15:10:00,22904.75,1751905200,2025-07-07 16:20:00,22879.75,hard_stop,70.0,-50.0,208.0,-100.0,-0.52,-3.591,-1.461,0.821,-0.479,-1.036
LONG,1751908200,2025-07-07 17:10:00,22890.75,1751909160,2025-07-07 17:26:00,22871.0,hard_stop,16.0,-39.5,68.0,-79.0,-0.782,-3.833,-0.949,0.505,-0.418,-1.184
LONG,1751911080,2025-07-07 17:58:00,22874.0,1751912100,2025-07-07 18:15:00,22859.0,hard_stop,17.0,-30.0,18.0,-60.0,-0.914,-4.691,-0.988,0.5,-0.326,-1.383
LONG,1751917020,2025-07-07 19:37:00,22855.25,1751920800,2025-07-07 20:40:00,22839.0,hard_stop,63.0,-32.5,119.0,-65.0,-0.557,-3.162,-0.234,0.412,-0.256,-0.668
LONG,1751927640,2025-07-07 22:34:00,22837.0,1751934840,2025-07-08 00:34:00,22879.0,time_stop,120.0,84.0,184.0,-14.0,-0.766,-2.637,-0.695,0.874,0.19,-0.92
SHORT,1751943660,2025-07-08 03:01:00,22936.5,1751950860,2025-07-08 05:01:00,22910.25,time_stop,120.0,52.5,115.0,0.0,1.32,0.664,1.585,0.038,0.347,2.521
SHORT,1751955900,2025-07-08 06:25:00,22932.75,1751957820,2025-07-08 06:57:00,22949.5,hard_stop,32.0,-33.5,28.0,-67.0,1.705,0.872,1.46,0.56,0.09,2.064
SHORT,1751961600,2025-07-08 08:00:00,22953.0,1751965260,2025-07-08 09:01:00,22932.25,crossed_15m_mean,61.0,41.5,83.0,0.0,2.148,1.047,1.343,1.414,0.299,2.292
SHORT,1751975280,2025-07-08 11:48:00,22948.0,1751976120,2025-07-08 12:02:00,22926.0,crossed_15m_mean,14.0,44.0,88.0,-1.0,1.427,0.422,0.671,1.015,0.082,2.025
LONG,1751982600,2025-07-08 13:50:00,22906.25,1751983140,2025-07-08 13:59:00,22881.25,hard_stop,9.0,-50.0,62.0,-100.0,-0.023,-2.761,-2.421,0.558,-0.25,-0.057
LONG,1751985240,2025-07-08 14:34:00,22922.5,1751986140,2025-07-08 14:49:00,22899.75,hard_stop,15.0,-45.5,67.0,-91.0,-0.446,-2.142,-0.029,1.065,-0.394,-1.103
LONG,1751988900,2025-07-08 15:35:00,22881.75,1751996100,2025-07-08 17:35:00,22899.75,time_stop,120.0,36.0,305.0,-2.0,-0.595,-5.439,-0.915,0.569,-0.426,-1.039
LONG,1752002580,2025-07-08 19:23:00,22884.5,1752012000,2025-07-08 22:00:00,22915.75,time_stop,157.0,62.5,125.0,-41.0,-0.152,-4.481,-1.565,0.58,-0.215,-0.289
LONG,1752021900,2025-07-09 00:45:00,22880.5,1752024660,2025-07-09 01:31:00,22860.25,hard_stop,46.0,-40.5,40.0,-81.0,-0.166,-2.759,-1.267,0.452,-0.136,-0.346
LONG,1752031800,2025-07-09 03:30:00,22882.0,1752039000,2025-07-09 05:30:00,22871.25,time_stop,120.0,-21.5,49.0,-45.0,0.109,-1.855,-0.165,0.425,0.064,0.276
LONG,1752042000,2025-07-09 06:20:00,22859.5,1752049200,2025-07-09 08:20:00,22883.25,time_stop,120.0,47.5,170.0,-8.0,-0.601,-2.734,-1.832,0.531,-0.124,-1.422
SHORT,1752052980,2025-07-09 09:23:00,22930.5,1752060180,2025-07-09 11:23:00,22940.0,time_stop,120.0,-19.0,70.0,-43.0,1.722,2.524,3.578,2.925,0.293,3.109
SHORT,1752062040,2025-07-09 11:54:00,22942.25,1752066600,2025-07-09 13:10:00,22957.5,hard_stop,76.0,-30.5,39.0,-61.0,2.239,2.046,1.288,1.079,0.247,3.944
SHORT,1752069360,2025-07-09 13:56:00,23078.0,1752069600,2025-07-09 14:00:00,23103.5,hard_stop,4.0,-51.0,5.0,-102.0,6.521,6.562,3.588,2.853,0.735,8.029
SHORT,1752071400,2025-07-09 14:30:00,23026.5,1752074160,2025-07-09 15:16:00,22925.0,crossed_15m_mean,46.0,203.0,406.0,0.0,4.14,1.665,0.613,-2.462,0.626,6.358
SHORT,1752076200,2025-07-09 15:50:00,22976.0,1752079560,2025-07-09 16:46:00,22993.75,hard_stop,56.0,-35.5,115.0,-71.0,1.629,0.369,-0.4,1.108,0.219,3.075
SHORT,1752081720,2025-07-09 17:22:00,22980.5,1752082500,2025-07-09 17:35:00,22995.5,hard_stop,13.0,-30.0,13.0,-60.0,1.303,0.201,0.204,-0.394,-0.653,2.767
SHORT,1752085020,2025-07-09 18:17:00,23002.75,1752085380,2025-07-09 18:23:00,23021.75,hard_stop,6.0,-38.0,0.0,-76.0,1.637,0.4,1.439,2.089,0.418,3.254
SHORT,1752087600,2025-07-09 19:00:00,23038.5,1752091980,2025-07-09 20:13:00,23057.75,hard_stop,73.0,-38.5,52.0,-77.0,1.729,0.758,2.105,2.072,0.465,3.577
SHORT,1752093840,2025-07-09 20:44:00,23039.5,1752099120,2025-07-09 22:12:00,23056.25,hard_stop,88.0,-33.5,17.0,-67.0,1.654,0.609,0.613,0.324,0.318,2.743
SHORT,1752100920,2025-07-09 22:42:00,23056.75,1752103980,2025-07-09 23:33:00,23038.75,crossed_15m_mean,51.0,36.0,72.0,-10.0,1.695,0.731,1.213,-0.015,0.233,2.521
LONG,1752122160,2025-07-10 04:36:00,22996.5,1752128520,2025-07-10 06:22:00,22981.5,hard_stop,106.0,-30.0,18.0,-60.0,0.12,-1.312,-0.584,0.518,-0.064,0.129
LONG,1752130740,2025-07-10 06:59:00,22992.25,1752137940,2025-07-10 08:59:00,23045.25,time_stop,120.0,106.0,213.0,-26.0,-0.252,-1.515,0.071,0.412,-0.031,-0.328
SHORT,1752144240,2025-07-10 10:44:00,23043.5,1752146760,2025-07-10 11:26:00,23058.75,hard_stop,42.0,-30.5,15.0,-61.0,1.51,0.676,1.311,0.41,0.144,2.211
SHORT,1752148560,2025-07-10 11:56:00,23072.0,1752154320,2025-07-10 13:32:00,23044.0,crossed_15m_mean,96.0,56.0,134.0,-30.0,2.681,2.062,1.987,0.399,0.165,4.235
LONG,1752156900,2025-07-10 14:15:00,22954.5,1752157260,2025-07-10 14:21:00,22938.5,hard_stop,6.0,-32.0,38.0,-64.0,-1.42,-2.577,-1.954,0.726,-0.619,-1.999
LONG,1752161040,2025-07-10 15:24:00,22980.0,1752168240,2025-07-10 17:24:00,23009.0,time_stop,120.0,58.0,178.0,-53.0,-0.585,-1.548,-0.434,0.518,-0.615,-0.652
LONG,1752194340,2025-07-11 00:39:00,22881.75,1752194640,2025-07-11 00:44:00,22862.25,hard_stop,5.0,-39.0,0.0,-78.0,-1.71,-5.86,-2.852,0.476,-0.76,-2.201
LONG,1752196440,2025-07-11 01:14:00,22902.75,1752203640,2025-07-11 03:14:00,22955.5,time_stop,120.0,105.5,233.0,0.0,-1.044,-5.39,-1.219,1.03,-0.706,-1.238
LONG,1752207420,2025-07-11 04:17:00,22971.5,1752213300,2025-07-11 05:55:00,22953.0,hard_stop,98.0,-37.0,6.0,-74.0,0.197,-1.139,1.35,0.488,0.375,0.189
LONG,1752215220,2025-07-11 06:27:00,22965.0,1752215760,2025-07-11 06:36:00,22947.5,hard_stop,9.0,-35.0,11.0,-70.0,0.137,-1.032,0.043,0.951,-0.014,0.114
LONG,1752219180,2025-07-11 07:33:00,22937.25,1752219900,2025-07-11 07:45:00,22917.5,hard_stop,12.0,-39.5,0.0,-79.0,-0.511,-1.54,-1.143,0.87,-0.219,-0.412
LONG,1752222420,2025-07-11 08:27:00,22890.25,1752227820,2025-07-11 09:57:00,22866.25,hard_stop,90.0,-48.0,87.0,-96.0,-1.013,-2.582,-1.842,0.585,-0.426,-0.915
LONG,1752230940,2025-07-11 10:49:00,22880.25,1752231300,2025-07-11 10:55:00,22860.0,hard_stop,6.0,-40.5,0.0,-81.0,-0.818,-2.07,-0.653,0.606,-0.296,-0.747
LONG,1752233280,2025-07-11 11:28:00,22905.0,1752236640,2025-07-11 12:24:00,22886.0,hard_stop,56.0,-38.0,70.0,-76.0,-0.214,-1.241,1.458,0.526,0.04,-0.207
SHORT,1752244200,2025-07-11 14:30:00,22990.0,1752247140,2025-07-11 15:19:00,22936.0,back_in_band,49.0,108.0,297.0,-59.0,2.11,1.485,1.893,1.695,0.476,2.497
SHORT,1752248940,2025-07-11 15:49:00,22986.5,1752253080,2025-07-11 16:58:00,23005.25,hard_stop,69.0,-37.5,90.0,-75.0,1.946,1.034,0.978,3.089,0.589,2.378
SHORT,1752254880,2025-07-11 17:28:00,23013.25,1752260280,2025-07-11 18:58:00,22979.0,crossed_15m_mean,90.0,68.5,184.0,0.0,1.861,1.369,1.358,-0.349,0.162,2.884
LONG,1752445560,2025-07-13 22:26:00,22843.25,1752452760,2025-07-14 00:26:00,22870.25,time_stop,120.0,54.0,164.0,-9.0,-1.167,-2.714,-2.441,0.711,-0.951,-1.631
LONG,1752456120,2025-07-14 01:22:00,22854.5,1752463320,2025-07-14 03:22:00,22863.25,time_stop,120.0,17.5,66.0,-42.0,-0.746,-1.948,-0.543,0.624,0.079,-0.84
LONG,1752471360,2025-07-14 05:36:00,22863.75,1752471960,2025-07-14 05:46:00,22847.75,hard_stop,10.0,-32.0,0.0,-64.0,-0.487,-1.001,-0.676,0.436,-0.022,-0.358
LONG,1752474000,2025-07-14 06:20:00,22830.75,1752477420,2025-07-14 07:17:00,22813.75,hard_stop,57.0,-34.0,54.0,-68.0,-1.207,-1.397,-1.866,0.459,-0.217,-0.914
SHORT,1752487380,2025-07-14 10:03:00,22890.75,1752490860,2025-07-14 11:01:00,22875.5,crossed_15m_mean,58.0,30.5,76.0,-8.0,1.48,0.769,0.667,-0.162,0.321,2.347
SHORT,1752493680,2025-07-14 11:48:00,22893.25,1752499320,2025-07-14 13:22:00,22908.25,hard_stop,94.0,-30.0,49.0,-60.0,1.392,0.819,0.579,2.056,0.129,2.102
SHORT,1752501420,2025-07-14 13:57:00,22907.5,1752501720,2025-07-14 14:02:00,22927.25,hard_stop,5.0,-39.5,3.0,-79.0,2.183,1.261,0.622,5.516,-0.172,2.958
SHORT,1752503520,2025-07-14 14:32:00,22934.0,1752504120,2025-07-14 14:42:00,22952.25,hard_stop,10.0,-36.5,25.0,-73.0,2.094,1.258,1.046,-2.546,0.378,3.655
SHORT,1752505920,2025-07-14 15:12:00,23002.25,1752509340,2025-07-14 16:09:00,23025.0,hard_stop,57.0,-45.5,25.0,-91.0,3.167,2.328,2.253,1.779,0.583,5.275
SHORT,1752511140,2025-07-14 16:39:00,23011.0,1752511260,2025-07-14 16:41:00,23027.0,hard_stop,2.0,-32.0,0.0,-64.0,2.903,1.781,0.734,-0.625,0.403,3.025
SHORT,1752513780,2025-07-14 17:23:00,23053.25,1752520980,2025-07-14 19:23:00,23039.25,time_stop,120.0,28.0,60.0,-45.0,3.558,1.967,1.533,1.128,0.601,2.992
SHORT,1752544680,2025-07-15 01:58:00,23145.5,1752551880,2025-07-15 03:58:00,23093.75,time_stop,120.0,103.5,412.0,-53.0,4.081,2.843,6.291,8.656,0.397,2.843
SHORT,1752553680,2025-07-15 04:28:00,23100.75,1752554220,2025-07-15 04:37:00,23117.0,hard_stop,9.0,-32.5,0.0,-65.0,1.621,0.636,0.585,0.566,0.525,4.112
SHORT,1752556680,2025-07-15 05:18:00,23140.25,1752557100,2025-07-15 05:25:00,23155.5,hard_stop,7.0,-30.5,0.0,-61.0,2.239,1.221,1.967,1.294,0.097,4.148
SHORT,1752558960,2025-07-15 05:56:00,23152.0,1752565440,2025-07-15 07:44:00,23168.0,hard_stop,108.0,-32.0,78.0,-64.0,2.453,1.442,1.416,0.214,0.456,4.544
SHORT,1752568320,2025-07-15 08:32:00,23163.25,1752575280,2025-07-15 10:28:00,23178.75,hard_stop,116.0,-31.0,43.0,-62.0,2.28,0.945,1.208,1.867,0.026,2.273
LONG,1752592080,2025-07-15 15:08:00,23137.0,1752598560,2025-07-15 16:56:00,23105.5,hard_stop,108.0,-63.0,168.0,-126.0,-0.071,-1.07,-0.919,0.542,-0.375,-0.111
LONG,1752601440,2025-07-15 17:44:00,23140.5,1752605700,2025-07-15 18:55:00,23125.25,hard_stop,71.0,-30.5,147.0,-61.0,0.197,-2.371,0.268,1.686,-0.329,0.456
LONG,1752608520,2025-07-15 19:42:00,23112.0,1752609060,2025-07-15 19:51:00,23092.0,hard_stop,9.0,-40.0,0.0,-80.0,-0.38,-4.56,-0.534,0.724,-0.315,-0.865
LONG,1752616860,2025-07-15 22:01:00,23029.0,1752617400,2025-07-15 22:10:00,23011.5,hard_stop,9.0,-35.0,4.0,-70.0,-1.209,-3.322,-0.944,0.456,-0.844,-1.871
LONG,1752619620,2025-07-15 22:47:00,22997.0,1752626820,2025-07-16 00:47:00,23002.5,time_stop,120.0,11.0,88.0,-56.0,-1.605,-4.061,-1.122,0.488,-0.871,-2.483
LONG,1752630120,2025-07-16 01:42:00,23024.0,1752633900,2025-07-16 02:45:00,23008.25,hard_stop,63.0,-31.5,28.0,-63.0,-0.542,-1.394,1.76,0.544,0.012,-0.674
LONG,1752642180,2025-07-16 05:03:00,23009.0,1752647400,2025-07-16 06:30:00,22990.0,hard_stop,87.0,-38.0,49.0,-76.0,0.095,-1.013,-2.182,0.964,-0.057,0.111
LONG,1752650340,2025-07-16 07:19:00,22972.75,1752657540,2025-07-16 09:19:00,22989.25,time_stop,120.0,33.0,163.0,0.0,-0.875,-1.576,-1.348,0.872,-0.401,-1.095
LONG,1752659580,2025-07-16 09:53:00,23000.75,1752666780,2025-07-16 11:53:00,23014.25,time_stop,120.0,27.0,81.0,-30.0,0.187,-1.458,1.089,0.55,0.04,0.303
SHORT,1752669660,2025-07-16 12:41:00,23060.5,1752670080,2025-07-16 12:48:00,23077.5,hard_stop,7.0,-34.0,0.0,-68.0,2.455,2.629,4.253,4.226,0.236,3.591
SHORT,1752671880,2025-07-16 13:18:00,23069.75,1752673740,2025-07-16 13:49:00,22997.0,crossed_15m_mean,31.0,145.5,291.0,-28.0,2.088,1.835,1.564,0.414,0.378,3.188
LONG,1752675780,2025-07-16 14:23:00,22999.5,1752677640,2025-07-16 14:54:00,22976.5,hard_stop,31.0,-46.0,126.0,-92.0,0.157,-1.07,-0.748,0.946,-0.192,0.276
LONG,1752679920,2025-07-16 15:32:00,22928.25,1752680040,2025-07-16 15:34:00,22897.0,hard_stop,2.0,-62.5,0.0,-125.0,-0.432,-3.459,-2.276,0.538,-0.253,-0.807
SHORT,1752686100,2025-07-16 17:15:00,23051.25,1752692100,2025-07-16 18:55:00,23066.25,hard_stop,100.0,-30.0,121.0,-60.0,1.336,0.553,1.5,1.48,0.449,2.155
SHORT,1752694320,2025-07-16 19:32:00,23068.25,1752694740,2025-07-16 19:39:00,23086.0,hard_stop,7.0,-35.5,1.0,-71.0,1.387,0.822,1.012,0.575,0.494,2.048
SHORT,1752731760,2025-07-17 05:56:00,23087.5,1752732360,2025-07-17 06:06:00,23123.0,hard_stop,10.0,-71.0,10.0,-142.0,1.945,1.48,3.325,1.849,0.288,2.73
SHORT,1752734160,2025-07-17 06:36:00,23141.0,1752741360,2025-07-17 08:36:00,23094.75,time_stop,120.0,92.5,202.0,-34.0,3.159,3.538,2.204,0.917,0.599,7.647
SHORT,1752743280,2025-07-17 09:08:00,23115.0,1752749280,2025-07-17 10:48:00,23097.75,crossed_15m_mean,100.0,34.5,69.0,-37.0,2.015,0.911,-0.245,0.169,0.093,2.195
SHORT,1752757200,2025-07-17 13:00:00,23143.5,1752759180,2025-07-17 13:33:00,23074.25,crossed_15m_mean,33.0,138.5,277.0,-50.0,2.264,1.053,2.243,1.661,0.207,2.432
SHORT,1752761220,2025-07-17 14:07:00,23169.0,1752763680,2025-07-17 14:48:00,23186.25,hard_stop,41.0,-34.5,177.0,-69.0,2.563,1.403,2.417,2.06,0.333,3.341
SHORT,1752765480,2025-07-17 15:18:00,23220.5,1752766800,2025-07-17 15:40:00,23239.75,hard_stop,22.0,-38.5,12.0,-77.0,3.439,2.183,1.842,0.912,0.832,5.195
SHORT,1752768900,2025-07-17 16:15:00,23254.25,1752769500,2025-07-17 16:25:00,23272.75,hard_stop,10.0,-37.0,31.0,-74.0,3.419,2.158,1.244,0.684,0.671,4.087
SHORT,1752771300,2025-07-17 16:55:00,23257.0,1752775080,2025-07-17 17:58:00,23272.25,hard_stop,63.0,-30.5,34.0,-61.0,3.457,2.209,1.02,0.803,0.722,4.133
SHORT,1752777300,2025-07-17 18:35:00,23251.0,1752778980,2025-07-17 19:03:00,23271.0,hard_stop,28.0,-40.0,6.0,-80.0,2.678,1.228,-0.463,0.42,0.15,2.029
SHORT,1752816060,2025-07-18 05:21:00,23293.75,1752819660,2025-07-18 06:21:00,23309.5,hard_stop,60.0,-31.5,12.0,-63.0,1.513,2.044,2.892,1.019,0.142,3.033
SHORT,1752821820,2025-07-18 06:57:00,23285.25,1752822720,2025-07-18 07:12:00,23276.75,crossed_15m_mean,15.0,17.0,34.0,-26.0,1.28,0.309,-0.273,0.02,0.057,2.293
LONG,1752835500,2025-07-18 10:45:00,23261.25,1752842700,2025-07-18 12:45:00,23263.5,time_stop,120.0,4.5,43.0,-32.0,-0.146,-2.031,-1.845,0.485,-0.089,-0.302
SHORT,1752845820,2025-07-18 13:37:00,23273.25,1752846000,2025-07-18 13:40:00,23273.5,back_in_band,3.0,-0.5,49.0,-6.0,1.149,-1.073,0.468,1.769,0.226,2.341
LONG,1752849600,2025-07-18 14:40:00,23206.75,1752851040,2025-07-18 15:04:00,23190.5,hard_stop,24.0,-32.5,83.0,-65.0,-2.17,-5.594,-2.031,0.666,-0.372,-5.074
LONG,1752853740,2025-07-18 15:49:00,23246.5,1752854820,2025-07-18 16:07:00,23230.75,hard_stop,18.0,-31.5,16.0,-63.0,-0.668,-2.984,0.183,0.498,-0.178,-0.872
LONG,1752857040,2025-07-18 16:44:00,23207.75,1752857280,2025-07-18 16:48:00,23191.5,hard_stop,4.0,-32.5,19.0,-65.0,-1.26,-4.342,-0.768,0.462,-0.54,-1.437
LONG,1752861780,2025-07-18 18:03:00,23212.75,1752868980,2025-07-18 20:03:00,23221.0,time_stop,120.0,16.5,66.0,-57.0,-0.664,-2.434,0.056,0.446,-0.036,-0.704
LONG,1752871140,2025-07-18 20:39:00,23225.0,1753048800,2025-07-20 22:00:00,23218.5,time_stop,2961.0,-13.0,15.0,-26.0,0.089,-1.383,1.279,0.478,0.068,0.101
SHORT,1753060920,2025-07-21 01:22:00,23274.0,1753066140,2025-07-21 02:49:00,23255.5,crossed_15m_mean,87.0,37.0,74.0,-6.0,1.429,0.622,2.23,0.758,0.307,2.106
