scheme,n_taken,n_skipped,total_pnl_usd,total_capital_units,pnl_per_leg,pnl_per_unit_capital,mean_size,per_day_total
flat,1827,0,128002.16666666667,1827.0,70.0613939062215,70.0613939062215,1.0,4000.0677083333335
gbm_linear,1827,0,143949.0321298498,1952.2914359193437,78.78983696215096,73.73337273390409,1.0685776879689894,4498.407254057806
gbm_clipped,1827,0,143949.0321298498,1952.2914359193437,78.78983696215096,73.73337273390409,1.0685776879689894,4498.407254057806
gbm_quantile,1827,0,168260.31666666668,2174.9,92.09650611202336,77.36462212822046,1.1904214559386974,5258.134895833334
gbm_ev,1827,0,184994.41964674904,2418.1891739006232,101.25583998180024,76.50121902925676,1.3235846600441288,5781.0756139609075
hand_aggressive,1528,299,148038.73333333334,1921.1999999999998,81.0283160007298,77.05534735234923,1.0515599343185549,4626.210416666667
