SL,TP,daily_cap,amp_min,n_days,mean_per_day,median_per_day,min_day,max_day,pos_days,days_over_200,pct_days_over_200,total_usd
,200.0,500.0,1.2,31,817.3902412916256,554.2864139313338,-548.3511132811406,3716.052004377491,25,22,70.96774193548387,25339.097480040393
,200.0,500.0,1.5,31,817.3902412916256,554.2864139313338,-548.3511132811406,3716.052004377491,25,22,70.96774193548387,25339.097480040393
80.0,200.0,,0.0,31,734.6980707704196,505.31930100095775,-1391.7843235163084,3365.1804511309865,25,22,70.96774193548387,22775.640193883006
80.0,200.0,,1.0,31,734.6980707704196,505.31930100095775,-1391.7843235163084,3365.1804511309865,25,22,70.96774193548387,22775.640193883006
80.0,200.0,,1.2,31,734.6980707704196,505.31930100095775,-1391.7843235163084,3365.1804511309865,25,22,70.96774193548387,22775.640193883006
80.0,200.0,,1.5,31,734.6980707704196,505.31930100095775,-1391.7843235163084,3365.1804511309865,25,22,70.96774193548387,22775.640193883006
60.0,200.0,,0.0,31,680.4442099699257,505.31930100095775,-1388.113236355072,3365.1804511309865,24,22,70.96774193548387,21093.770509067697
60.0,200.0,,1.0,31,680.4442099699257,505.31930100095775,-1388.113236355072,3365.1804511309865,24,22,70.96774193548387,21093.770509067697
60.0,200.0,,1.2,31,680.4442099699257,505.31930100095775,-1388.113236355072,3365.1804511309865,24,22,70.96774193548387,21093.770509067697
60.0,200.0,,1.5,31,680.4442099699257,505.31930100095775,-1388.113236355072,3365.1804511309865,24,22,70.96774193548387,21093.770509067697
60.0,120.0,,0.0,31,608.2576370273447,569.7313917283718,-1129.9750068358733,3018.6079054644606,25,22,70.96774193548387,18855.986747847684
60.0,120.0,,1.0,31,608.2576370273447,569.7313917283718,-1129.9750068358733,3018.6079054644606,25,22,70.96774193548387,18855.986747847684
60.0,120.0,,1.2,31,608.2576370273447,569.7313917283718,-1129.9750068358733,3018.6079054644606,25,22,70.96774193548387,18855.986747847684
60.0,120.0,,1.5,31,608.2576370273447,569.7313917283718,-1129.9750068358733,3018.6079054644606,25,22,70.96774193548387,18855.986747847684
,120.0,,0.0,31,776.2776225938078,632.0139297049672,-696.5181564399062,3168.3548020216626,26,21,67.74193548387096,24064.606300408042
,120.0,,1.0,31,776.2776225938078,632.0139297049672,-696.5181564399062,3168.3548020216626,26,21,67.74193548387096,24064.606300408042
,120.0,,1.2,31,776.2776225938078,632.0139297049672,-696.5181564399062,3168.3548020216626,26,21,67.74193548387096,24064.606300408042
,120.0,,1.5,31,776.2776225938078,632.0139297049672,-696.5181564399062,3168.3548020216626,26,21,67.74193548387096,24064.606300408042
80.0,,500.0,0.0,31,748.0376179978126,422.11610849968554,-592.9061435186438,4019.298226265874,22,21,67.74193548387096,23189.16615793219
80.0,,500.0,1.0,31,748.0376179978126,422.11610849968554,-592.9061435186438,4019.298226265874,22,21,67.74193548387096,23189.16615793219
80.0,,500.0,1.2,31,748.0376179978126,422.11610849968554,-592.9061435186438,4019.298226265874,22,21,67.74193548387096,23189.16615793219
80.0,,500.0,1.5,31,748.0376179978126,422.11610849968554,-592.9061435186438,4019.298226265874,22,21,67.74193548387096,23189.16615793219
60.0,,500.0,0.0,31,712.993634157926,422.11610849968554,-551.4866019869571,4019.298226265874,22,21,67.74193548387096,22102.802658895704
60.0,,500.0,1.0,31,712.993634157926,422.11610849968554,-551.4866019869571,4019.298226265874,22,21,67.74193548387096,22102.802658895704
60.0,,500.0,1.2,31,712.993634157926,422.11610849968554,-551.4866019869571,4019.298226265874,22,21,67.74193548387096,22102.802658895704
60.0,,500.0,1.5,31,712.993634157926,422.11610849968554,-551.4866019869571,4019.298226265874,22,21,67.74193548387096,22102.802658895704
60.0,120.0,500.0,0.0,31,594.0663369897087,333.8112091761642,-650.517269436268,3018.6079054644606,24,21,67.74193548387096,18416.05644668097
60.0,120.0,500.0,1.0,31,594.0663369897087,333.8112091761642,-650.517269436268,3018.6079054644606,24,21,67.74193548387096,18416.05644668097
60.0,120.0,500.0,1.2,31,594.0663369897087,333.8112091761642,-650.517269436268,3018.6079054644606,24,21,67.74193548387096,18416.05644668097
60.0,120.0,500.0,1.5,31,594.0663369897087,333.8112091761642,-650.517269436268,3018.6079054644606,24,21,67.74193548387096,18416.05644668097
,120.0,500.0,0.0,31,732.1257844399981,569.7313917283718,-538.8988267437157,3168.3548020216626,25,20,64.51612903225806,22695.89931763994
,120.0,500.0,1.0,31,732.1257844399981,569.7313917283718,-538.8988267437157,3168.3548020216626,25,20,64.51612903225806,22695.89931763994
,120.0,500.0,1.2,31,732.1257844399981,569.7313917283718,-538.8988267437157,3168.3548020216626,25,20,64.51612903225806,22695.89931763994
,120.0,500.0,1.5,31,732.1257844399981,569.7313917283718,-538.8988267437157,3168.3548020216626,25,20,64.51612903225806,22695.89931763994
80.0,200.0,500.0,0.0,31,695.2773591510924,452.33993462770763,-538.8988267437157,3365.1804511309865,23,20,64.51612903225806,21553.598133683863
80.0,200.0,500.0,1.0,31,695.2773591510924,452.33993462770763,-538.8988267437157,3365.1804511309865,23,20,64.51612903225806,21553.598133683863
80.0,200.0,500.0,1.2,31,695.2773591510924,452.33993462770763,-538.8988267437157,3365.1804511309865,23,20,64.51612903225806,21553.598133683863
80.0,200.0,500.0,1.5,31,695.2773591510924,452.33993462770763,-538.8988267437157,3365.1804511309865,23,20,64.51612903225806,21553.598133683863
80.0,120.0,,0.0,31,646.4756775167824,569.7313917283718,-1193.7352881052666,3099.517553644119,24,20,64.51612903225806,20040.746003020256
80.0,120.0,,1.0,31,646.4756775167824,569.7313917283718,-1193.7352881052666,3099.517553644119,24,20,64.51612903225806,20040.746003020256
80.0,120.0,,1.2,31,646.4756775167824,569.7313917283718,-1193.7352881052666,3099.517553644119,24,20,64.51612903225806,20040.746003020256
80.0,120.0,,1.5,31,646.4756775167824,569.7313917283718,-1193.7352881052666,3099.517553644119,24,20,64.51612903225806,20040.746003020256
60.0,200.0,500.0,0.0,31,638.7144756560066,412.90914151111133,-562.2455051975882,3365.1804511309865,22,20,64.51612903225806,19800.148745336202
60.0,200.0,500.0,1.0,31,638.7144756560066,412.90914151111133,-562.2455051975882,3365.1804511309865,22,20,64.51612903225806,19800.148745336202
60.0,200.0,500.0,1.2,31,638.7144756560066,412.90914151111133,-562.2455051975882,3365.1804511309865,22,20,64.51612903225806,19800.148745336202
60.0,200.0,500.0,1.5,31,638.7144756560066,412.90914151111133,-562.2455051975882,3365.1804511309865,22,20,64.51612903225806,19800.148745336202
,80.0,,0.0,31,631.3397733323376,480.45580269026925,-248.22937733546271,2839.058684650432,25,20,64.51612903225806,19571.532973302466
,80.0,,1.0,31,631.3397733323376,480.45580269026925,-248.22937733546271,2839.058684650432,25,20,64.51612903225806,19571.532973302466
,80.0,,1.2,31,631.3397733323376,480.45580269026925,-248.22937733546271,2839.058684650432,25,20,64.51612903225806,19571.532973302466
,80.0,,1.5,31,631.3397733323376,480.45580269026925,-248.22937733546271,2839.058684650432,25,20,64.51612903225806,19571.532973302466
60.0,120.0,300.0,0.0,31,585.6146800094447,333.8112091761642,-469.79654559862564,3018.6079054644606,22,20,64.51612903225806,18154.055080292786
60.0,120.0,300.0,1.0,31,585.6146800094447,333.8112091761642,-469.79654559862564,3018.6079054644606,22,20,64.51612903225806,18154.055080292786
60.0,120.0,300.0,1.2,31,585.6146800094447,333.8112091761642,-469.79654559862564,3018.6079054644606,22,20,64.51612903225806,18154.055080292786
60.0,120.0,300.0,1.5,31,585.6146800094447,333.8112091761642,-469.79654559862564,3018.6079054644606,22,20,64.51612903225806,18154.055080292786
,60.0,,0.0,31,561.3562033484602,406.1197608967417,-318.94159741657495,2356.6800765794783,26,20,64.51612903225806,17402.042303802267
,60.0,,1.0,31,561.3562033484602,406.1197608967417,-318.94159741657495,2356.6800765794783,26,20,64.51612903225806,17402.042303802267
,60.0,,1.2,31,561.3562033484602,406.1197608967417,-318.94159741657495,2356.6800765794783,26,20,64.51612903225806,17402.042303802267
,60.0,,1.5,31,561.3562033484602,406.1197608967417,-318.94159741657495,2356.6800765794783,26,20,64.51612903225806,17402.042303802267
,60.0,500.0,0.0,31,554.6214292181246,406.1197608967417,-505.40858876095206,2356.6800765794783,26,20,64.51612903225806,17193.264305761862
,60.0,500.0,1.0,31,554.6214292181246,406.1197608967417,-505.40858876095206,2356.6800765794783,26,20,64.51612903225806,17193.264305761862
,60.0,500.0,1.2,31,554.6214292181246,406.1197608967417,-505.40858876095206,2356.6800765794783,26,20,64.51612903225806,17193.264305761862
,60.0,500.0,1.5,31,554.6214292181246,406.1197608967417,-505.40858876095206,2356.6800765794783,26,20,64.51612903225806,17193.264305761862
,,300.0,0.0,31,806.714641403022,422.11610849968554,-381.0043245974819,4575.049624332992,21,19,61.29032258064516,25008.153883493684
,,300.0,1.0,31,806.714641403022,422.11610849968554,-381.0043245974819,4575.049624332992,21,19,61.29032258064516,25008.153883493684
,,300.0,1.2,31,806.714641403022,422.11610849968554,-381.0043245974819,4575.049624332992,21,19,61.29032258064516,25008.153883493684
,,300.0,1.5,31,806.714641403022,422.11610849968554,-381.0043245974819,4575.049624332992,21,19,61.29032258064516,25008.153883493684
,200.0,300.0,0.0,31,744.205826811934,412.90914151111133,-393.06835145043533,3716.052004377491,21,19,61.29032258064516,23070.380631169955
,200.0,300.0,1.0,31,744.205826811934,412.90914151111133,-393.06835145043533,3716.052004377491,21,19,61.29032258064516,23070.380631169955
,200.0,300.0,1.2,31,744.205826811934,412.90914151111133,-393.06835145043533,3716.052004377491,21,19,61.29032258064516,23070.380631169955
,200.0,300.0,1.5,31,744.205826811934,412.90914151111133,-393.06835145043533,3716.052004377491,21,19,61.29032258064516,23070.380631169955
,80.0,500.0,0.0,31,580.6123966587277,385.7385313285897,-538.8988267437157,2839.058684650432,24,19,61.29032258064516,17998.984296420556
,80.0,500.0,1.0,31,580.6123966587277,385.7385313285897,-538.8988267437157,2839.058684650432,24,19,61.29032258064516,17998.984296420556
,80.0,500.0,1.2,31,580.6123966587277,385.7385313285897,-538.8988267437157,2839.058684650432,24,19,61.29032258064516,17998.984296420556
,80.0,500.0,1.5,31,580.6123966587277,385.7385313285897,-538.8988267437157,2839.058684650432,24,19,61.29032258064516,17998.984296420556
80.0,80.0,,0.0,31,520.2010250672355,339.1233290074625,-765.9750590681505,2839.058684650432,22,19,61.29032258064516,16126.2317770843
80.0,80.0,,1.0,31,520.2010250672355,339.1233290074625,-765.9750590681505,2839.058684650432,22,19,61.29032258064516,16126.2317770843
80.0,80.0,,1.2,31,520.2010250672355,339.1233290074625,-765.9750590681505,2839.058684650432,22,19,61.29032258064516,16126.2317770843
80.0,80.0,,1.5,31,520.2010250672355,339.1233290074625,-765.9750590681505,2839.058684650432,22,19,61.29032258064516,16126.2317770843
60.0,60.0,500.0,0.0,31,444.75526479136647,361.00855952926304,-567.4006126688932,2297.095013485231,24,19,61.29032258064516,13787.41320853236
60.0,60.0,500.0,1.0,31,444.75526479136647,361.00855952926304,-567.4006126688932,2297.095013485231,24,19,61.29032258064516,13787.41320853236
60.0,60.0,500.0,1.2,31,444.75526479136647,361.00855952926304,-567.4006126688932,2297.095013485231,24,19,61.29032258064516,13787.41320853236
60.0,60.0,500.0,1.5,31,444.75526479136647,361.00855952926304,-567.4006126688932,2297.095013485231,24,19,61.29032258064516,13787.41320853236
60.0,60.0,,0.0,31,421.4571525948275,361.00855952926304,-1122.2246747440597,2297.095013485231,24,19,61.29032258064516,13065.171730439653
60.0,60.0,,1.0,31,421.4571525948275,361.00855952926304,-1122.2246747440597,2297.095013485231,24,19,61.29032258064516,13065.171730439653
60.0,60.0,,1.2,31,421.4571525948275,361.00855952926304,-1122.2246747440597,2297.095013485231,24,19,61.29032258064516,13065.171730439653
60.0,60.0,,1.5,31,421.4571525948275,361.00855952926304,-1122.2246747440597,2297.095013485231,24,19,61.29032258064516,13065.171730439653
40.0,200.0,,0.0,31,408.57269492434887,385.46881168417394,-1565.4450549874148,2747.314480284004,24,19,61.29032258064516,12665.753542654815
40.0,200.0,,1.0,31,408.57269492434887,385.46881168417394,-1565.4450549874148,2747.314480284004,24,19,61.29032258064516,12665.753542654815
40.0,200.0,,1.2,31,408.57269492434887,385.46881168417394,-1565.4450549874148,2747.314480284004,24,19,61.29032258064516,12665.753542654815
40.0,200.0,,1.5,31,408.57269492434887,385.46881168417394,-1565.4450549874148,2747.314480284004,24,19,61.29032258064516,12665.753542654815
80.0,,300.0,0.0,31,704.6151479616905,355.39422357526826,-526.0363300908256,4019.298226265874,19,18,58.06451612903226,21843.069586812406
80.0,,300.0,1.0,31,704.6151479616905,355.39422357526826,-526.0363300908256,4019.298226265874,19,18,58.06451612903226,21843.069586812406
80.0,,300.0,1.2,31,704.6151479616905,355.39422357526826,-526.0363300908256,4019.298226265874,19,18,58.06451612903226,21843.069586812406
80.0,,300.0,1.5,31,704.6151479616905,355.39422357526826,-526.0363300908256,4019.298226265874,19,18,58.06451612903226,21843.069586812406
60.0,,300.0,0.0,31,659.1116174306306,355.39422357526826,-472.17583871409414,4019.298226265874,19,18,58.06451612903226,20432.46014034955
60.0,,300.0,1.0,31,659.1116174306306,355.39422357526826,-472.17583871409414,4019.298226265874,19,18,58.06451612903226,20432.46014034955
60.0,,300.0,1.2,31,659.1116174306306,355.39422357526826,-472.17583871409414,4019.298226265874,19,18,58.06451612903226,20432.46014034955
60.0,,300.0,1.5,31,659.1116174306306,355.39422357526826,-472.17583871409414,4019.298226265874,19,18,58.06451612903226,20432.46014034955
80.0,200.0,300.0,0.0,31,639.563126468453,355.39422357526826,-526.0363300908256,3365.1804511309865,19,18,58.06451612903226,19826.456920522043
80.0,200.0,300.0,1.0,31,639.563126468453,355.39422357526826,-526.0363300908256,3365.1804511309865,19,18,58.06451612903226,19826.456920522043
80.0,200.0,300.0,1.2,31,639.563126468453,355.39422357526826,-526.0363300908256,3365.1804511309865,19,18,58.06451612903226,19826.456920522043
80.0,200.0,300.0,1.5,31,639.563126468453,355.39422357526826,-526.0363300908256,3365.1804511309865,19,18,58.06451612903226,19826.456920522043
,120.0,300.0,0.0,31,636.6425501577974,333.8112091761642,-483.8623364381191,3168.3548020216626,21,18,58.06451612903226,19735.919054891718
,120.0,300.0,1.0,31,636.6425501577974,333.8112091761642,-483.8623364381191,3168.3548020216626,21,18,58.06451612903226,19735.919054891718
,120.0,300.0,1.2,31,636.6425501577974,333.8112091761642,-483.8623364381191,3168.3548020216626,21,18,58.06451612903226,19735.919054891718
,120.0,300.0,1.5,31,636.6425501577974,333.8112091761642,-483.8623364381191,3168.3548020216626,21,18,58.06451612903226,19735.919054891718
60.0,200.0,300.0,0.0,31,609.7341727385506,355.39422357526826,-472.17583871409414,3365.1804511309865,20,18,58.06451612903226,18901.759354895068
60.0,200.0,300.0,1.0,31,609.7341727385506,355.39422357526826,-472.17583871409414,3365.1804511309865,20,18,58.06451612903226,18901.759354895068
60.0,200.0,300.0,1.2,31,609.7341727385506,355.39422357526826,-472.17583871409414,3365.1804511309865,20,18,58.06451612903226,18901.759354895068
60.0,200.0,300.0,1.5,31,609.7341727385506,355.39422357526826,-472.17583871409414,3365.1804511309865,20,18,58.06451612903226,18901.759354895068
80.0,120.0,500.0,0.0,31,586.2653803625718,333.8112091761642,-650.517269436268,3099.517553644119,22,18,58.06451612903226,18174.226791239726
80.0,120.0,500.0,1.0,31,586.2653803625718,333.8112091761642,-650.517269436268,3099.517553644119,22,18,58.06451612903226,18174.226791239726
80.0,120.0,500.0,1.2,31,586.2653803625718,333.8112091761642,-650.517269436268,3099.517553644119,22,18,58.06451612903226,18174.226791239726
80.0,120.0,500.0,1.5,31,586.2653803625718,333.8112091761642,-650.517269436268,3099.517553644119,22,18,58.06451612903226,18174.226791239726
,60.0,300.0,0.0,31,489.1276774345257,389.70831305940624,-339.0675850952813,2356.6800765794783,23,18,58.06451612903226,15162.958000470297
,60.0,300.0,1.0,31,489.1276774345257,389.70831305940624,-339.0675850952813,2356.6800765794783,23,18,58.06451612903226,15162.958000470297
,60.0,300.0,1.2,31,489.1276774345257,389.70831305940624,-339.0675850952813,2356.6800765794783,23,18,58.06451612903226,15162.958000470297
,60.0,300.0,1.5,31,489.1276774345257,389.70831305940624,-339.0675850952813,2356.6800765794783,23,18,58.06451612903226,15162.958000470297
80.0,80.0,500.0,0.0,31,488.41304448391963,312.0894729176396,-538.8988267437157,2839.058684650432,21,18,58.06451612903226,15140.804379001509
80.0,80.0,500.0,1.0,31,488.41304448391963,312.0894729176396,-538.8988267437157,2839.058684650432,21,18,58.06451612903226,15140.804379001509
80.0,80.0,500.0,1.2,31,488.41304448391963,312.0894729176396,-538.8988267437157,2839.058684650432,21,18,58.06451612903226,15140.804379001509
80.0,80.0,500.0,1.5,31,488.41304448391963,312.0894729176396,-538.8988267437157,2839.058684650432,21,18,58.06451612903226,15140.804379001509
60.0,80.0,,0.0,31,467.5074310323705,421.3148536933333,-896.6601110310852,2839.058684650432,22,18,58.06451612903226,14492.730362003485
60.0,80.0,,1.0,31,467.5074310323705,421.3148536933333,-896.6601110310852,2839.058684650432,22,18,58.06451612903226,14492.730362003485
60.0,80.0,,1.2,31,467.5074310323705,421.3148536933333,-896.6601110310852,2839.058684650432,22,18,58.06451612903226,14492.730362003485
60.0,80.0,,1.5,31,467.5074310323705,421.3148536933333,-896.6601110310852,2839.058684650432,22,18,58.06451612903226,14492.730362003485
80.0,60.0,,0.0,31,460.61559803749316,361.00855952926304,-771.1498881631949,2297.095013485231,23,18,58.06451612903226,14279.083539162288
80.0,60.0,,1.0,31,460.61559803749316,361.00855952926304,-771.1498881631949,2297.095013485231,23,18,58.06451612903226,14279.083539162288
80.0,60.0,,1.2,31,460.61559803749316,361.00855952926304,-771.1498881631949,2297.095013485231,23,18,58.06451612903226,14279.083539162288
80.0,60.0,,1.5,31,460.61559803749316,361.00855952926304,-771.1498881631949,2297.095013485231,23,18,58.06451612903226,14279.083539162288
80.0,60.0,500.0,0.0,31,450.49331026284966,361.00855952926304,-514.3468178007587,2297.095013485231,22,18,58.06451612903226,13965.29261814834
80.0,60.0,500.0,1.0,31,450.49331026284966,361.00855952926304,-514.3468178007587,2297.095013485231,22,18,58.06451612903226,13965.29261814834
80.0,60.0,500.0,1.2,31,450.49331026284966,361.00855952926304,-514.3468178007587,2297.095013485231,22,18,58.06451612903226,13965.29261814834
80.0,60.0,500.0,1.5,31,450.49331026284966,361.00855952926304,-514.3468178007587,2297.095013485231,22,18,58.06451612903226,13965.29261814834
,40.0,,0.0,31,436.20674025393856,325.4050876132767,-529.1302110471778,2165.811715388545,24,18,58.06451612903226,13522.408947872096
,40.0,,1.0,31,436.20674025393856,325.4050876132767,-529.1302110471778,2165.811715388545,24,18,58.06451612903226,13522.408947872096
,40.0,,1.2,31,436.20674025393856,325.4050876132767,-529.1302110471778,2165.811715388545,24,18,58.06451612903226,13522.408947872096
,40.0,,1.5,31,436.20674025393856,325.4050876132767,-529.1302110471778,2165.811715388545,24,18,58.06451612903226,13522.408947872096
,40.0,500.0,0.0,31,435.9829410734487,325.4050876132767,-506.0642132096466,2165.811715388545,24,18,58.06451612903226,13515.47117327691
,40.0,500.0,1.0,31,435.9829410734487,325.4050876132767,-506.0642132096466,2165.811715388545,24,18,58.06451612903226,13515.47117327691
,40.0,500.0,1.2,31,435.9829410734487,325.4050876132767,-506.0642132096466,2165.811715388545,24,18,58.06451612903226,13515.47117327691
,40.0,500.0,1.5,31,435.9829410734487,325.4050876132767,-506.0642132096466,2165.811715388545,24,18,58.06451612903226,13515.47117327691
40.0,,,0.0,31,432.02285043062744,385.46881168417394,-1236.0206117703196,3401.4322554188925,23,18,58.06451612903226,13392.708363349451
40.0,,,1.0,31,432.02285043062744,385.46881168417394,-1236.0206117703196,3401.4322554188925,23,18,58.06451612903226,13392.708363349451
40.0,,,1.2,31,432.02285043062744,385.46881168417394,-1236.0206117703196,3401.4322554188925,23,18,58.06451612903226,13392.708363349451
40.0,,,1.5,31,432.02285043062744,385.46881168417394,-1236.0206117703196,3401.4322554188925,23,18,58.06451612903226,13392.708363349451
,40.0,300.0,0.0,31,431.03754408443865,325.4050876132767,-328.7196419015204,2165.811715388545,23,18,58.06451612903226,13362.163866617599
,40.0,300.0,1.0,31,431.03754408443865,325.4050876132767,-328.7196419015204,2165.811715388545,23,18,58.06451612903226,13362.163866617599
,40.0,300.0,1.2,31,431.03754408443865,325.4050876132767,-328.7196419015204,2165.811715388545,23,18,58.06451612903226,13362.163866617599
,40.0,300.0,1.5,31,431.03754408443865,325.4050876132767,-328.7196419015204,2165.811715388545,23,18,58.06451612903226,13362.163866617599
80.0,120.0,300.0,0.0,31,527.8393106869405,332.3781334852023,-523.6570369753571,3099.517553644119,19,17,54.83870967741935,16363.018631295157
80.0,120.0,300.0,1.0,31,527.8393106869405,332.3781334852023,-523.6570369753571,3099.517553644119,19,17,54.83870967741935,16363.018631295157
80.0,120.0,300.0,1.2,31,527.8393106869405,332.3781334852023,-523.6570369753571,3099.517553644119,19,17,54.83870967741935,16363.018631295157
80.0,120.0,300.0,1.5,31,527.8393106869405,332.3781334852023,-523.6570369753571,3099.517553644119,19,17,54.83870967741935,16363.018631295157
,80.0,300.0,0.0,31,508.51144196635397,312.0894729176396,-363.5393272408728,2839.058684650432,21,17,54.83870967741935,15763.854700956974
,80.0,300.0,1.0,31,508.51144196635397,312.0894729176396,-363.5393272408728,2839.058684650432,21,17,54.83870967741935,15763.854700956974
,80.0,300.0,1.2,31,508.51144196635397,312.0894729176396,-363.5393272408728,2839.058684650432,21,17,54.83870967741935,15763.854700956974
,80.0,300.0,1.5,31,508.51144196635397,312.0894729176396,-363.5393272408728,2839.058684650432,21,17,54.83870967741935,15763.854700956974
60.0,80.0,500.0,0.0,31,442.9922938047986,296.344039691643,-565.4239020062914,2839.058684650432,21,17,54.83870967741935,13732.761107948756
60.0,80.0,500.0,1.0,31,442.9922938047986,296.344039691643,-565.4239020062914,2839.058684650432,21,17,54.83870967741935,13732.761107948756
60.0,80.0,500.0,1.2,31,442.9922938047986,296.344039691643,-565.4239020062914,2839.058684650432,21,17,54.83870967741935,13732.761107948756
60.0,80.0,500.0,1.5,31,442.9922938047986,296.344039691643,-565.4239020062914,2839.058684650432,21,17,54.83870967741935,13732.761107948756
60.0,60.0,300.0,0.0,31,393.5346311881296,265.20969817564423,-458.56864651373616,2297.095013485231,21,17,54.83870967741935,12199.573566832018
60.0,60.0,300.0,1.0,31,393.5346311881296,265.20969817564423,-458.56864651373616,2297.095013485231,21,17,54.83870967741935,12199.573566832018
60.0,60.0,300.0,1.2,31,393.5346311881296,265.20969817564423,-458.56864651373616,2297.095013485231,21,17,54.83870967741935,12199.573566832018
60.0,60.0,300.0,1.5,31,393.5346311881296,265.20969817564423,-458.56864651373616,2297.095013485231,21,17,54.83870967741935,12199.573566832018
80.0,40.0,500.0,0.0,31,356.88618589801143,242.15556700643882,-527.7009026030893,2000.8881797826136,21,17,54.83870967741935,11063.471762838355
80.0,40.0,500.0,1.0,31,356.88618589801143,242.15556700643882,-527.7009026030893,2000.8881797826136,21,17,54.83870967741935,11063.471762838355
80.0,40.0,500.0,1.2,31,356.88618589801143,242.15556700643882,-527.7009026030893,2000.8881797826136,21,17,54.83870967741935,11063.471762838355
80.0,40.0,500.0,1.5,31,356.88618589801143,242.15556700643882,-527.7009026030893,2000.8881797826136,21,17,54.83870967741935,11063.471762838355
40.0,120.0,,0.0,31,353.5337238185838,333.8112091761642,-1501.2478057234098,2427.560322872983,24,17,54.83870967741935,10959.545438376097
40.0,120.0,,1.0,31,353.5337238185838,333.8112091761642,-1501.2478057234098,2427.560322872983,24,17,54.83870967741935,10959.545438376097
40.0,120.0,,1.2,31,353.5337238185838,333.8112091761642,-1501.2478057234098,2427.560322872983,24,17,54.83870967741935,10959.545438376097
40.0,120.0,,1.5,31,353.5337238185838,333.8112091761642,-1501.2478057234098,2427.560322872983,24,17,54.83870967741935,10959.545438376097
40.0,200.0,500.0,0.0,31,349.684462353099,300.4423564764192,-582.2110848208775,2747.314480284004,22,17,54.83870967741935,10840.218332946068
40.0,200.0,500.0,1.0,31,349.684462353099,300.4423564764192,-582.2110848208775,2747.314480284004,22,17,54.83870967741935,10840.218332946068
40.0,200.0,500.0,1.2,31,349.684462353099,300.4423564764192,-582.2110848208775,2747.314480284004,22,17,54.83870967741935,10840.218332946068
40.0,200.0,500.0,1.5,31,349.684462353099,300.4423564764192,-582.2110848208775,2747.314480284004,22,17,54.83870967741935,10840.218332946068
80.0,40.0,,0.0,31,344.9584604451888,242.15556700643882,-907.5111223845366,2000.8881797826136,21,17,54.83870967741935,10693.712273800853
80.0,40.0,,1.0,31,344.9584604451888,242.15556700643882,-907.5111223845366,2000.8881797826136,21,17,54.83870967741935,10693.712273800853
