**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

realistic_pnl_usd,size_flat,size_gbm_ev,size_gbm_quantile,size_hand_aggressive
18.0,1.0,1.7706204984835905,2.0,1.2
-58.0,1.0,1.4343172195402083,1.5,2.0
-56.5,1.0,1.5896218786438578,1.5,1.2
27.5,1.0,1.3799354133294464,1.5,1.2
43.0,1.0,1.374945969547042,1.5,2.0
-50.0,1.0,2.1361898735489735,2.0,1.2
66.5,1.0,1.6344123971545788,1.5,1.2
-42.0,1.0,1.2850006123930826,1.5,1.2
55.5,1.0,1.2017640445051567,1.5,0.8
-61.5,1.0,1.070203987497587,0.8,2.0
-25.5,1.0,1.037459076815137,0.8,1.2
303.5,1.0,0.8619475916460597,0.5,0.8
10.5,1.0,1.1065606823580256,0.8,1.2
-41.0,1.0,1.1345704612584675,0.8,1.2
54.5,1.0,1.1030936009974304,0.8,2.0
-61.0,1.0,0.9038589317342383,0.5,1.2
-62.5,1.0,0.9085416393991586,0.5,0.8
42.5,1.0,1.0545832520501484,0.8,2.0
-53.5,1.0,1.1636397242722891,0.8,1.2
-52.5,1.0,0.7840455954857191,0.5,0.0
36.5,1.0,0.8222375055842222,0.5,0.0
152.0,1.0,1.0085323745563053,0.8,0.8
125.5,1.0,1.6771364034311151,1.5,2.0
466.5,1.0,1.6670905602656054,1.5,1.2
-26.5,1.0,1.166134624824704,0.8,1.2
-21.0,1.0,1.2959876576063016,1.5,1.2
-42.5,1.0,1.1747096489536881,1.5,1.2
31.5,1.0,1.0677400517630362,0.8,1.2
-60.5,1.0,1.145758880464872,0.8,2.0
-58.5,1.0,1.0670429343052583,0.8,0.8
-67.5,1.0,1.095221730112065,0.8,1.2
-59.5,1.0,0.9841560341619684,0.8,0.8
-60.0,1.0,1.156612282065887,0.8,2.0
140.0,1.0,0.8337218689023573,0.5,0.0
-37.0,1.0,0.816448071356072,0.5,0.8
84.5,1.0,0.9798786601602512,0.8,0.8
30.0,1.0,0.7607962700484594,0.5,0.8
2.0,1.0,0.8355133406165147,0.5,0.8
-4.5,1.0,0.9948115806337441,0.8,0.0
-13.5,1.0,0.7543787997691247,0.5,0.8
-4.0,1.0,1.0367772151434878,0.8,0.8
-33.5,1.0,1.0717582093766178,0.8,0.8
41.0,1.0,0.9336725385860001,0.8,0.0
-37.0,1.0,0.9110611690810182,0.5,0.0
-45.0,1.0,1.0373770605931885,0.8,0.8
-19.0,1.0,1.0409284965003383,0.8,0.0
92.0,1.0,0.8249120031245958,0.5,0.0
-43.0,1.0,1.052982705792346,0.8,0.8
-24.0,1.0,0.9231034749728719,0.5,0.0
-27.0,1.0,1.050014467963738,0.8,0.8
11.0,1.0,1.0992967610385649,0.8,0.8
-29.5,1.0,1.0963185697599127,0.8,0.8
20.0,1.0,0.9261757089408775,0.5,0.8
-35.5,1.0,1.0309022932613265,0.8,2.0
-18.5,1.0,1.0086727772695698,0.8,0.0
47.5,1.0,1.0670242920596986,0.8,0.8
-42.0,1.0,0.9292763680287446,0.8,0.8
4.0,1.0,1.0814581823862253,0.8,0.0
-5.0,1.0,0.8739585335565718,0.5,0.8
-42.5,1.0,0.9937980352615665,0.8,0.8
-5.5,1.0,1.1145600513841134,0.8,0.8
-14.5,1.0,1.06365708861505,0.8,0.8
-33.5,1.0,1.01885217994595,0.8,2.0
81.0,1.0,0.9596818597660015,0.8,2.0
189.0,1.0,1.7183038891612554,1.5,2.0
389.5,1.0,2.0692489138878765,2.0,2.0
27.5,1.0,1.7496861450373582,2.0,1.2
81.5,1.0,1.9195665046540946,2.0,1.2
-19.5,1.0,2.0274753328455035,2.0,1.2
43.0,1.0,1.528105250755731,1.5,1.2
44.0,1.0,1.445928172420083,1.5,0.8
545.5,1.0,1.4597617942385495,1.5,1.2
166.5,1.0,2.431127545176698,2.0,2.0
81.5,1.0,2.3028610218718875,2.0,2.0
160.0,1.0,2.676211213517871,2.0,1.2
136.5,1.0,2.7227718938597776,2.0,2.0
78.0,1.0,1.8732160277664311,2.0,1.2
119.0,1.0,2.249752550418958,2.0,2.0
80.0,1.0,1.9929446311213423,2.0,1.2
64.5,1.0,2.189842435378855,2.0,2.0
28.0,1.0,1.9455672260875527,2.0,2.0
58.0,1.0,1.6236474718257514,1.5,1.2
10.5,1.0,1.5853451445280684,1.5,0.8
3.0,1.0,1.7118520317022288,1.5,1.2
53.5,1.0,1.5821264358084894,1.5,1.2
36.5,1.0,1.6243760007302521,1.5,2.0
-4.0,1.0,1.592141772592023,1.5,2.0
-18.5,1.0,1.4805821424452565,1.5,1.2
30.5,1.0,1.4552645151876664,1.5,1.2
-13.0,1.0,1.497224552892539,1.5,2.0
34.0,1.0,1.3298322976437857,1.5,1.2
-4.0,1.0,1.412298977211242,1.5,2.0
-25.5,1.0,1.2931773303764373,1.5,0.8
31.0,1.0,1.368111440203394,1.5,1.2
36.5,1.0,1.2473321483939896,1.5,1.2
95.0,1.0,1.4986076109366735,1.5,2.0
-22.0,1.0,1.6068718048927586,1.5,1.2
-28.5,1.0,1.4650602475033994,1.5,1.2
30.5,1.0,1.4063585492157706,1.5,2.0
74.5,1.0,1.2086487758901838,1.5,0.8
130.0,1.0,1.1356114907047306,0.8,0.0
72.5,1.0,1.0653177968591994,0.8,1.2
-5.0,1.0,1.4524273461454311,1.5,0.8
29.0,1.0,1.193228746493992,1.5,2.0
-41.5,1.0,1.279017702437061,1.5,2.0
5.0,1.0,0.9310550063954084,0.8,0.0
6.5,1.0,1.00580201550382,0.8,2.0
-31.5,1.0,0.944102895923012,0.8,0.8
-36.5,1.0,0.8845277666309188,0.5,0.8
94.5,1.0,1.027871784633104,0.8,0.8
-27.5,1.0,1.4227616332595558,1.5,0.8
-17.5,1.0,0.9384008539771937,0.8,0.8
5.5,1.0,0.8291089674761816,0.5,0.8
-13.5,1.0,1.0237861980757024,0.8,2.0
-42.5,1.0,0.8088303786369715,0.5,0.8
-0.5,1.0,0.7535749891320878,0.5,0.8
110.5,1.0,1.1088511856055878,0.8,1.2
-0.5,1.0,0.8324052614304318,0.5,0.8
-27.5,1.0,0.8775518130364495,0.5,0.8
-53.0,1.0,0.7020420159179657,0.5,0.0
-33.0,1.0,0.788828442136216,0.5,0.0
-43.0,1.0,0.9461478984400167,0.8,0.8
-29.5,1.0,1.0569150820301703,0.8,0.8
-17.5,1.0,0.8525777279918474,0.5,0.8
-19.0,1.0,0.900092797570069,0.5,0.0
60.0,1.0,1.6110170362954355,1.5,1.2
54.0,1.0,1.801967941194933,2.0,2.0
-54.5,1.0,1.2935793096761974,1.5,1.2
-10.5,1.0,1.3010829437924225,1.5,0.8
-24.0,1.0,1.2533479845113087,1.5,0.8
-36.0,1.0,1.5514328023450097,1.5,1.2
-64.5,1.0,1.4209785939547297,1.5,2.0
245.5,1.0,1.3668259010291233,1.5,2.0
-25.5,1.0,1.1804977620615764,1.5,0.8
144.0,1.0,0.9828349011858526,0.8,2.0
235.5,1.0,1.084998679879852,0.8,1.2
112.0,1.0,1.86883792476858,2.0,2.0
-41.0,1.0,0.8178663302740901,0.5,0.8
-6.5,1.0,0.8821523865369503,0.5,0.0
-13.0,1.0,1.0198143785180624,0.8,0.8
4.0,1.0,0.8939227343903831,0.5,0.8
-34.0,1.0,1.0924976880124815,0.8,0.0
233.0,1.0,0.9286220501671489,0.8,0.8
5.0,1.0,0.8993163369215293,0.5,0.8
-71.5,1.0,0.7950093203793167,0.5,0.8
19.5,1.0,0.7542647818287969,0.5,0.0
-39.0,1.0,1.7239460647394051,1.5,0.8
-39.0,1.0,1.2619316938766474,1.5,1.2
-25.5,1.0,1.0336583007233489,0.8,0.0
-8.5,1.0,1.0778057250952626,0.8,0.8
-63.5,1.0,0.9691495016481517,0.8,1.2
-25.0,1.0,1.1662991407505334,0.8,2.0
55.0,1.0,1.1666999953374262,0.8,2.0
104.0,1.0,2.21049327825728,2.0,1.2
173.0,1.0,2.9769933807203905,2.0,2.0
-58.0,1.0,2.1387678743031273,2.0,1.2
-27.5,1.0,2.040211107853599,2.0,1.2
180.0,1.0,2.661921832032136,2.0,1.2
86.5,1.0,2.2723359041320856,2.0,2.0
58.5,1.0,1.542645222144849,1.5,1.2
-30.0,1.0,2.734165882685442,2.0,2.0
-2.0,1.0,1.8907307718150625,2.0,1.2
12.5,1.0,1.6071577390017784,1.5,2.0
32.0,1.0,1.5583859224298022,1.5,1.2
20.0,1.0,1.195560841514418,1.5,1.2
-36.5,1.0,1.0159618854220498,0.8,1.2
-11.0,1.0,1.091005266844399,0.8,1.2
107.0,1.0,0.8777758875814472,0.5,0.8
92.5,1.0,1.9900421615489399,2.0,1.2
21.0,1.0,1.7273539140597696,1.5,1.2
91.5,1.0,1.3649229899241315,1.5,1.2
-65.5,1.0,1.2223598535049143,1.5,1.2
-45.5,1.0,1.1555126475667907,0.8,1.2
-64.5,1.0,1.1000222939518824,0.8,1.2
-38.5,1.0,0.8376951723608714,0.5,0.8
58.5,1.0,0.9680220114265226,0.8,0.8
18.0,1.0,1.2279389708762882,1.5,0.8
80.5,1.0,1.0711016102689466,0.8,2.0
-66.0,1.0,1.0468737681809461,0.8,0.8
97.0,1.0,0.9797644250414226,0.8,0.0
79.5,1.0,1.3839908805133896,1.5,0.8
-20.0,1.0,0.9016116929320237,0.5,0.8
-55.5,1.0,0.9224828226769977,0.5,0.0
138.0,1.0,1.0987992312687576,0.8,0.8
22.5,1.0,1.9376080785228402,2.0,2.0
68.0,1.0,1.433697760065478,1.5,0.8
-59.0,1.0,1.094424885586586,0.8,0.8
-32.5,1.0,1.0002115465965002,0.8,0.8
-59.5,1.0,1.2414792661904208,1.5,0.8
12.0,1.0,0.9703807290126805,0.8,0.0
54.0,1.0,1.1172194244232831,0.8,0.8
58.5,1.0,1.8472197229716678,2.0,1.2
18.5,1.0,1.1684074080280307,0.8,1.2
-42.0,1.0,2.2338598406561614,2.0,2.0
188.5,1.0,1.184642317389402,1.5,1.2
6.5,1.0,1.2918895604960725,1.5,1.2
28.0,1.0,1.140271823807549,0.8,1.2
-40.0,1.0,1.856827243289744,2.0,2.0
-46.0,1.0,1.112356843282981,0.8,0.8
-0.5,1.0,1.6829582142440342,1.5,2.0
-40.0,1.0,1.3373444131792436,1.5,1.2
86.0,1.0,1.2111490680156463,1.5,1.2
9.0,1.0,1.1068926725659844,0.8,1.2
-54.5,1.0,0.9731388847241482,0.8,1.2
9.0,1.0,1.2299667496112048,1.5,0.8
-44.5,1.0,1.3104991076019705,1.5,1.2
-47.0,1.0,1.3664084679036361,1.5,2.0
48.5,1.0,1.1830564667513994,1.5,1.2
59.0,1.0,1.2104525264611738,1.5,1.2
-16.5,1.0,1.9523350652112201,2.0,1.2
87.0,1.0,2.2198152696633455,2.0,1.2
-22.0,1.0,1.7153792689820047,1.5,1.2
280.5,1.0,2.255857290440807,2.0,1.2
120.5,1.0,2.382245189828479,2.0,1.2
-31.0,1.0,1.8643892634700383,2.0,2.0
-53.5,1.0,1.4466200799970763,1.5,2.0
5.5,1.0,2.224813422802313,2.0,1.2
-80.0,1.0,1.6820922407691326,1.5,2.0
199.5,1.0,2.0373484930900005,2.0,1.2
149.0,1.0,1.7805767340655687,2.0,1.2
-28.0,1.0,2.7476500854636905,2.0,1.2
-11.0,1.0,1.8633288084480975,2.0,2.0
-41.0,1.0,1.388272835051776,1.5,2.0
253.0,1.0,1.5501270815780224,1.5,1.2
52.0,1.0,2.6910985175257656,2.0,1.2
15.0,1.0,1.8135825412813014,2.0,2.0
-56.0,1.0,1.7641741061946936,2.0,1.2
-13.0,1.0,1.1114375472943916,0.8,2.0
-43.0,1.0,1.067194694460932,0.8,2.0
-48.5,1.0,1.8158751021013915,2.0,1.2
-2.0,1.0,1.244501845229446,1.5,2.0
105.5,1.0,1.0871601059350962,0.8,1.2
-7.5,1.0,2.0656504969960903,2.0,2.0
-59.0,1.0,1.6508359855768489,1.5,2.0
220.0,1.0,1.1183652258740833,0.8,1.2
-32.5,1.0,1.4344734107453587,1.5,2.0
-51.5,1.0,1.592841858423116,1.5,1.2
293.0,1.0,1.4971010180771334,1.5,2.0
71.0,1.0,2.892946177874976,2.0,1.2
159.5,1.0,1.620830011655137,1.5,1.2
-31.0,1.0,2.6815991667047365,2.0,2.0
106.5,1.0,2.415548916507776,2.0,2.0
-57.0,1.0,1.6386890120872901,1.5,2.0
-48.5,1.0,1.6188336724045085,1.5,2.0
-45.0,1.0,1.5967926564062762,1.5,1.2
-39.5,1.0,1.111869289857597,0.8,2.0
-60.0,1.0,1.0943272011089888,0.8,1.2
17.0,1.0,0.9622045997664501,0.8,0.0
-66.0,1.0,1.2456250429764886,1.5,1.2
406.0,1.0,0.972671537082038,0.8,0.8
-21.5,1.0,1.6616992067621568,1.5,1.2
62.5,1.0,0.901673938089425,0.5,0.0
475.0,1.0,1.955343038244035,2.0,1.2
171.0,1.0,2.2663588919805386,2.0,1.2
-1.0,1.0,2.0445483275983,2.0,2.0
300.5,1.0,1.7577087888019491,2.0,2.0
-7.5,1.0,1.667403830653433,1.5,1.2
207.0,1.0,1.707631126565432,1.5,2.0
9.0,1.0,1.4438853911158316,1.5,2.0
16.5,1.0,0.9212513562839182,0.5,0.8
-18.0,1.0,1.046636228264643,0.8,1.2
-56.5,1.0,1.1745741517961346,1.5,1.2
-26.0,1.0,1.0550460468268774,0.8,1.2
57.5,1.0,1.09037534308441,0.8,1.2
-67.5,1.0,0.8900607800795479,0.5,0.0
-61.0,1.0,0.8007357096539895,0.5,0.8
-16.0,1.0,1.0591626629032507,0.8,0.8
11.0,1.0,0.8777103256237053,0.5,0.8
-67.0,1.0,0.6568952380714406,0.5,0.8
-24.5,1.0,0.6559568654084273,0.5,0.8
-61.5,1.0,0.823541899100197,0.5,0.0
-23.0,1.0,0.7152402820000905,0.5,0.0
-63.5,1.0,0.7725672198341722,0.5,0.0
-8.0,1.0,0.9520974717302768,0.8,0.0
-19.66666666666424,1.0,1.2325338004041022,1.5,0.8
14.0,1.0,0.942197603657215,0.8,0.8
16.0,1.0,0.8419124833431291,0.5,0.0
-21.0,1.0,0.9829448851959186,0.8,0.0
94.0,1.0,0.9723993710869159,0.8,0.8
12.5,1.0,1.0875958852830747,0.8,2.0
-30.5,1.0,0.8770067025133237,0.5,0.8
-29.0,1.0,0.9712394031335396,0.8,0.0
-3.5,1.0,0.9535717264843488,0.8,0.0
4.5,1.0,0.9060592024354617,0.5,0.0
-48.0,1.0,0.7279617229508908,0.5,0.0
-43.0,1.0,0.9987545233156956,0.8,0.0
6.0,1.0,1.0190266792145626,0.8,0.0
-38.5,1.0,1.0885162445678804,0.8,0.0
3.5,1.0,1.0359331920408934,0.8,0.8
100.0,1.0,1.0325658638111386,0.8,0.0
-7.0,1.0,2.212163024648438,2.0,2.0
-42.0,1.0,1.099861913709892,0.8,0.0
27.0,1.0,0.9631859840996582,0.8,0.8
3.5,1.0,0.8569058055012317,0.5,0.0
23.0,1.0,0.9721470653887165,0.8,0.8
133.5,1.0,2.0814275820647077,2.0,1.2
-3.0,1.0,2.5779075935632205,2.0,0.8
78.5,1.0,2.342896072542666,2.0,0.8
39.0,1.0,2.392903014855942,2.0,0.8
49.0,1.0,2.510814517517956,2.0,0.8
-37.5,1.0,2.5837413623006715,2.0,2.0
-46.5,1.0,2.4920728817262154,2.0,0.8
-31.5,1.0,2.4223743424610347,2.0,2.0
-10.0,1.0,2.277695684258544,2.0,1.2
-36.5,1.0,2.1011915506793972,2.0,1.2
19.0,1.0,1.8027156164890892,2.0,1.2
-38.0,1.0,2.111737921366899,2.0,1.2
13.0,1.0,1.8620785561724862,2.0,1.2
-28.5,1.0,1.7144623937393293,1.5,2.0
85.0,1.0,1.9522569681156572,2.0,2.0
90.5,1.0,2.082186011683457,2.0,2.0
13.0,1.0,2.107548492514973,2.0,2.0
14.0,1.0,1.9406778000206804,2.0,2.0
-42.5,1.0,1.7656406524916668,2.0,1.2
118.5,1.0,1.630315391345118,1.5,1.2
4.5,1.0,1.49029284624649,1.5,0.8
89.0,1.0,1.3230351090103576,1.5,1.2
53.0,1.0,0.9524848480226591,0.8,0.8
22.0,1.0,1.0616110122255327,0.8,0.8
92.5,1.0,1.0595321727983107,0.8,0.0
-36.5,1.0,2.2180547302961573,2.0,2.0
155.0,1.0,1.8600395431110504,2.0,0.8
34.5,1.0,1.2183675813739483,1.5,2.0
12.5,1.0,1.1334548312322807,0.8,0.8
17.5,1.0,1.0399247568312604,0.8,2.0
-53.5,1.0,1.4150462862982347,1.5,0.8
116.5,1.0,1.077929118185509,0.8,1.2
14.5,1.0,1.2391944461049365,1.5,0.8
-40.0,1.0,0.8349825856548134,0.5,0.8
0.0,1.0,0.9367947315845981,0.8,0.8
-31.0,1.0,1.0640154094222924,0.8,0.8
-50.0,1.0,0.8643380244563739,0.5,0.8
-34.0,1.0,0.9005870493959027,0.5,0.0
1.0,1.0,0.943621920161898,0.8,0.0
-35.0,1.0,0.796870275092515,0.5,0.8
7.5,1.0,1.0941974269898855,0.8,0.0
36.5,1.0,0.7976306340172354,0.5,0.8
1.0,1.0,0.7991072817600591,0.5,0.8
-1.5,1.0,0.9018514020689066,0.5,2.0
-54.5,1.0,0.9210657898348886,0.5,0.0
-33.5,1.0,0.9162151993173568,0.5,0.0
14.5,1.0,0.9206684876415439,0.5,0.0
-40.0,1.0,0.8754053164996791,0.5,0.0
23.5,1.0,1.1573796749037024,0.8,0.0
-27.0,1.0,0.9246641926872179,0.5,0.8
-9.0,1.0,0.9471210832481916,0.8,0.8
23.5,1.0,1.0329139514395007,0.8,0.8
-2.0,1.0,0.9600524885329338,0.8,0.8
18.5,1.0,0.9905952479047033,0.8,0.8
-33.5,1.0,0.8965336346493942,0.5,0.8
-15.0,1.0,0.9569776269553483,0.8,0.8
-35.5,1.0,0.9449334805409746,0.8,0.8
-29.5,1.0,0.919999873576608,0.5,0.8
-31.0,1.0,0.9593104835445048,0.8,0.0
-36.5,1.0,0.9656587918015078,0.8,0.8
11.5,1.0,0.8632385479625073,0.5,0.8
37.0,1.0,0.9415774612680208,0.8,0.8
-43.5,1.0,1.0547583945596815,0.8,0.8
-8.0,1.0,1.0181078615333852,0.8,0.8
-31.0,1.0,0.8794375234371312,0.5,0.8
-41.5,1.0,0.8223222119777551,0.5,0.8
-20.0,1.0,0.9466636353792206,0.8,0.8
-45.5,1.0,0.8993483465116925,0.5,0.0
-18.0,1.0,1.812302394801058,2.0,1.2
-31.5,1.0,1.0664624546575654,0.8,0.8
-38.5,1.0,0.9106795615976158,0.5,0.8
52.0,1.0,0.9425715907593575,0.8,0.8
29.0,1.0,1.564408981962893,1.5,1.2
85.5,1.0,2.386299023465223,2.0,2.0
125.0,1.0,2.2858864866286472,2.0,2.0
-10.5,1.0,1.8655267451943538,2.0,1.2
-31.0,1.0,1.7932439977143568,2.0,1.2
2.0,1.0,2.1600734137208724,2.0,1.2
62.5,1.0,1.8243587348437722,2.0,1.2
-23.5,1.0,1.6755092981447675,1.5,2.0
14.5,1.0,1.6160766471863504,1.5,1.2
78.5,1.0,1.7985445243274354,2.0,1.2
-14.0,1.0,1.9146854578892363,2.0,1.2
93.0,1.0,1.4726094210682699,1.5,1.2
28.5,1.0,1.391359888506512,1.5,1.2
120.5,1.0,1.7095904089334013,1.5,0.8
24.5,1.0,2.7998809156151676,2.0,2.0
77.5,1.0,2.592732190957289,2.0,1.2
-30.5,1.0,1.875051326144625,2.0,2.0
143.5,1.0,1.4843163413301634,1.5,1.2
2.5,1.0,1.9389632319905328,2.0,1.2
-17.0,1.0,1.5827496630322915,1.5,2.0
-9.0,1.0,1.7495673001848369,2.0,1.2
-3.5,1.0,1.7986073609405948,2.0,1.2
79.0,1.0,1.3868302612219563,1.5,1.2
12.0,1.0,1.0455549088975866,0.8,1.2
-31.5,1.0,1.277696399671235,1.5,2.0
49.5,1.0,1.3332635041626175,1.5,0.8
39.0,1.0,1.0896698696663556,0.8,0.8
42.5,1.0,1.2401333480257146,1.5,1.2
115.0,1.0,1.4037408594256031,1.5,0.8
-13.5,1.0,1.4609983455030897,1.5,1.2
-27.5,1.0,1.4867955437255596,1.5,1.2
-22.0,1.0,1.4468155600219057,1.5,2.0
1.5,1.0,1.3271282253700778,1.5,1.2
-39.5,1.0,1.1084289603021915,0.8,2.0
-35.0,1.0,1.048066587139914,0.8,1.2
2.5,1.0,1.0646966924235581,0.8,2.0
-27.5,1.0,0.9658089592530879,0.8,0.8
55.0,1.0,1.0655054070266132,0.8,2.0
-29.0,1.0,0.9792533838676434,0.8,0.8
20.5,1.0,1.0106605258899317,0.8,0.0
-42.0,1.0,1.0539652939631514,0.8,0.8
-7.5,1.0,1.095002969990421,0.8,0.8
20.5,1.0,0.949069978577175,0.8,0.8
-10.5,1.0,0.8703765289586949,0.5,2.0
-25.5,1.0,0.8177808326201697,0.5,0.0
-21.5,1.0,0.9997813519860659,0.8,2.0
4.5,1.0,0.8216499181862928,0.5,0.8
-39.5,1.0,1.0097130017840148,0.8,0.8
-0.5,1.0,0.8670674790645552,0.5,0.0
2.0,1.0,0.6851441532615841,0.5,2.0
-24.0,1.0,0.8502388641958591,0.5,0.0
100.0,1.0,0.6766840737743145,0.5,0.8
5.0,1.0,0.7886182332183962,0.5,0.8
9.5,1.0,0.6985628853418073,0.5,0.8
-26.5,1.0,0.6360845127034214,0.5,0.0
-42.0,1.0,0.8087466216205792,0.5,0.0
-26.0,1.0,0.9497203207760974,0.8,0.0
-21.0,1.0,0.7888721253161572,0.5,0.8
-24.0,1.0,0.8250933504364601,0.5,0.8
26.0,1.0,1.0074251021946123,0.8,0.0
-9.5,1.0,0.8943403448397047,0.5,2.0
-5.0,1.0,0.9518973911945796,0.8,2.0
35.0,1.0,0.9305418071826188,0.8,1.2
16.0,1.0,1.5993725230760485,1.5,2.0
17.0,1.0,1.1871122451985463,1.5,1.2
-24.5,1.0,0.9556592244371431,0.8,0.8
12.0,1.0,0.9575253338809608,0.8,0.8
-20.0,1.0,0.9332229057336996,0.8,0.8
1.0,1.0,1.0253640462095994,0.8,1.2
-25.5,1.0,0.8379842569378559,0.5,2.0
-9.0,1.0,0.9370011947627879,0.8,0.8
6.5,1.0,0.8590830910437048,0.5,2.0
-2.5,1.0,0.8694368466462972,0.5,2.0
-29.0,1.0,0.9984629238098728,0.8,1.2
74.0,1.0,0.9030910084506716,0.5,0.8
40.0,1.0,1.5859514471773588,1.5,1.2
-26.5,1.0,1.2616119048825905,1.5,1.2
-33.0,1.0,1.3277851083175163,1.5,1.2
-17.0,1.0,1.1855880847420281,1.5,1.2
-11.5,1.0,0.8931547352412419,0.5,1.2
-21.0,1.0,1.0801500714994048,0.8,1.2
-16.0,1.0,0.8616281852878798,0.5,1.2
58.5,1.0,1.1698926894365584,0.8,1.2
67.0,1.0,1.7264179609592727,1.5,2.0
41.5,1.0,2.0867370699309116,2.0,1.2
29.5,1.0,1.8828132388005843,2.0,1.2
7.0,1.0,1.6613377491528216,1.5,2.0
75.0,1.0,1.8171510455199504,2.0,1.2
135.5,1.0,1.6889787758736343,1.5,1.2
-7.5,1.0,1.8847124794571206,2.0,1.2
25.5,1.0,1.7830111788024796,2.0,1.2
-3.5,1.0,1.8171952344579627,2.0,2.0
0.0,1.0,1.772436119825763,2.0,2.0
-18.5,1.0,1.7516072884217397,2.0,2.0
50.0,1.0,1.602577983543925,1.5,1.2
133.5,1.0,1.4355943880817685,1.5,2.0
-30.5,1.0,1.6767646848975928,1.5,2.0
66.0,1.0,1.8283822099693094,2.0,2.0
43.0,1.0,1.8690014569882063,2.0,1.2
-23.5,1.0,1.3320357878628788,1.5,1.2
-32.0,1.0,1.443684911107216,1.5,2.0
71.5,1.0,1.3598937494323917,1.5,1.2
15.0,1.0,1.2187434772149746,1.5,1.2
11.5,1.0,1.759057830106431,2.0,1.2
-21.5,1.0,1.281216410161528,1.5,1.2
-21.0,1.0,0.9214719270636824,0.5,1.2
-20.0,1.0,0.9524938394829516,0.8,2.0
-11.5,1.0,1.0454054700670543,0.8,1.2
-21.5,1.0,1.0299158256406709,0.8,1.2
-34.5,1.0,1.1386284205196215,0.8,1.2
23.5,1.0,0.9190796791626306,0.5,1.2
0.5,1.0,1.1305931624656842,0.8,1.2
9.5,1.0,1.2570760691767249,1.5,1.2
11.0,1.0,1.1018207597350367,0.8,1.2
50.0,1.0,1.111520774754315,0.8,1.2
11.0,1.0,0.9986242952321516,0.8,0.8
-19.0,1.0,0.9377473431021948,0.8,1.2
-27.0,1.0,1.1391784874147777,0.8,1.2
36.5,1.0,2.4737936184753986,2.0,2.0
39.5,1.0,1.4440298733588874,1.5,2.0
12.0,1.0,1.1925304419368365,1.5,1.2
-42.5,1.0,1.2767830324480909,1.5,0.8
-8.5,1.0,0.9721809550058622,0.8,0.8
-5.5,1.0,1.510991155708393,1.5,2.0
-18.5,1.0,1.1578472146231573,0.8,0.8
-27.0,1.0,1.0509400552840593,0.8,0.0
-15.5,1.0,0.9269929471391221,0.5,0.0
-38.0,1.0,0.9010547211918056,0.5,0.0
-19.0,1.0,0.8421985119861501,0.5,0.0
42.5,1.0,0.8957312750669473,0.5,0.8
-9.0,1.0,1.0789987938774126,0.8,0.8
30.5,1.0,0.9672726182871156,0.8,0.8
-40.5,1.0,0.9292842638975194,0.8,0.8
109.0,1.0,0.9286148207979013,0.5,0.8
-37.0,1.0,0.9776047250721271,0.8,0.0
-29.0,1.0,0.8447477326879032,0.5,0.0
-23.5,1.0,0.8283343970011159,0.5,0.8
-15.0,1.0,0.9144383994020451,0.5,0.0
-12.0,1.0,0.8165241008376203,0.5,0.8
-24.5,1.0,0.978590118459473,0.8,0.0
-18.0,1.0,0.8362195471452658,0.5,0.0
-41.5,1.0,0.7724312092550716,0.5,0.0
-30.5,1.0,0.8928060360944643,0.5,0.0
-3.5,1.0,0.856816814094187,0.5,0.0
-11.5,1.0,0.9477979263201088,0.8,0.0
-21.0,1.0,0.8619134095927241,0.5,0.8
-35.0,1.0,0.9093135018127156,0.5,0.0
22.5,1.0,0.8499897859187904,0.5,0.8
6.0,1.0,0.8198253245749751,0.5,0.8
-8.5,1.0,0.9030661525485404,0.5,0.8
-32.0,1.0,1.0129272908902154,0.8,0.0
-34.0,1.0,0.9614733194670015,0.8,0.0
-24.0,1.0,0.9681519321956742,0.8,0.0
4.5,1.0,0.8891927263040076,0.5,0.0
-16.0,1.0,1.127931128198433,0.8,0.0
-29.0,1.0,0.9010859290104887,0.5,0.8
2.5,1.0,0.8531152884458617,0.5,0.0
11.0,1.0,0.8006434372547617,0.5,0.8
-21.0,1.0,0.9822602052201743,0.8,0.8
-11.0,1.0,0.86552640888074,0.5,0.0
-13.5,1.0,0.8423065899265039,0.5,0.8
106.0,1.0,0.8137797176281718,0.5,0.0
110.0,1.0,1.0524661343727506,0.8,0.8
-17.5,1.0,0.9099102760602658,0.5,1.2
44.5,1.0,0.9270642251909658,0.5,0.8
144.5,1.0,0.9588083551436246,0.8,1.2
-21.5,1.0,0.9397520133091746,0.8,0.0
93.0,1.0,0.9714122126975067,0.8,0.8
57.5,1.0,1.2172225869108928,1.5,1.2
12.5,1.0,2.1925454611992334,2.0,1.2
42.5,1.0,2.1409535651494918,2.0,1.2
205.5,1.0,2.6003739479829227,2.0,1.2
21.0,1.0,2.893413531248188,2.0,1.2
77.5,1.0,2.7684866369078374,2.0,1.2
0.5,1.0,2.714737871932602,2.0,2.0
-3.5,1.0,2.5162654102042286,2.0,1.2
85.5,1.0,1.7159354504317665,1.5,1.2
32.5,1.0,1.6393314897993734,1.5,1.2
42.5,1.0,1.4075802933227974,1.5,1.2
-4.5,1.0,1.5440900943609908,1.5,1.2
-2.0,1.0,1.7195906836343666,1.5,1.2
13.0,1.0,1.5306251157405648,1.5,0.8
