**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

realistic_pnl_usd,size_flat,size_gbm_ev,size_gbm_quantile,size_hand_aggressive
-14.5,1.0,1.2707722885531139,1.5,2.0
49.5,1.0,1.2923186851507102,1.5,1.2
36.5,1.0,1.483542866783853,1.5,2.0
20.0,1.0,1.5307114256490668,1.5,0.8
-4.5,1.0,1.625098525059911,1.5,2.0
-20.5,1.0,1.2895119136610589,1.5,1.2
-2.5,1.0,1.1298289920632887,0.8,0.8
25.0,1.0,1.1781869258553246,1.5,2.0
52.5,1.0,1.2159723212474836,1.5,0.8
37.5,1.0,0.949913034321511,0.8,0.8
-26.0,1.0,1.2629404186221893,1.5,2.0
29.5,1.0,1.1969641037693997,1.5,2.0
-19.0,1.0,1.3353577320182102,1.5,1.2
63.5,1.0,1.3539661121927469,1.5,1.2
39.5,1.0,1.8681465093424054,2.0,1.2
113.0,1.0,1.8559837106477604,2.0,2.0
22.5,1.0,1.6269083306253806,1.5,2.0
3.0,1.0,1.3801403942668733,1.5,1.2
-21.5,1.0,0.950311455330819,0.8,0.8
20.5,1.0,0.8810693781953183,0.5,0.8
-25.5,1.0,0.9437927421562584,0.8,0.8
-26.5,1.0,0.7821213987561362,0.5,0.0
2.0,1.0,0.8959594540552975,0.5,0.8
-12.5,1.0,0.8911089622829189,0.5,2.0
-6.5,1.0,0.8939741964948977,0.5,0.8
47.5,1.0,0.8508633801343093,0.5,0.8
-21.0,1.0,0.7949155046058927,0.5,0.8
35.0,1.0,0.7892296510035737,0.5,0.8
-11.0,1.0,0.8778278292369202,0.5,0.8
119.0,1.0,0.8235972796565523,0.5,0.0
-34.0,1.0,1.2792941102737596,1.5,0.8
-16.5,1.0,1.3183407253056463,1.5,0.0
-34.0,1.0,1.1943770635170647,1.5,0.8
33.0,1.0,0.8527800155896892,0.5,0.0
-27.0,1.0,0.7841067280932257,0.5,0.8
-30.0,1.0,0.7445331650434253,0.5,0.0
-34.0,1.0,0.8364518398036216,0.5,0.0
13.0,1.0,0.8250425845632128,0.5,0.0
-17.5,1.0,0.8510800559670182,0.5,0.0
-26.5,1.0,0.8410326682918505,0.5,0.8
42.5,1.0,0.8090177152509148,0.5,0.8
-12.5,1.0,0.9077953033775765,0.5,0.8
-25.0,1.0,0.796621194297964,0.5,0.0
2.0,1.0,0.843050277199032,0.5,0.0
-9.5,1.0,0.8388390341808711,0.5,0.0
-23.5,1.0,0.9690976732404555,0.8,0.0
-23.0,1.0,0.749601261433865,0.5,0.0
-15.0,1.0,0.7900276192632267,0.5,0.0
-34.5,1.0,0.8069383777361305,0.5,0.0
-35.5,1.0,0.7634712699227486,0.5,0.0
-18.0,1.0,0.8581446547287244,0.5,0.0
-16.5,1.0,0.8910846944221174,0.5,0.0
3.5,1.0,0.8690416224111916,0.5,0.0
-7.0,1.0,0.8119666243282024,0.5,0.0
34.5,1.0,0.9433644035979891,0.8,0.0
-16.5,1.0,0.9554824582492085,0.8,0.8
-8.5,1.0,0.9272848072037176,0.5,0.0
-4.0,1.0,0.825275255819848,0.5,0.0
60.0,1.0,0.9270526785977982,0.5,0.8
18.5,1.0,0.8958191126907113,0.5,0.8
-14.0,1.0,0.9286352928450716,0.8,0.0
-6.0,1.0,0.8427908242132247,0.5,0.0
-39.0,1.0,0.90028401159408,0.5,0.8
-34.0,1.0,0.8632525572500542,0.5,0.0
77.0,1.0,0.9752958207294382,0.8,0.0
-2.0,1.0,1.0559652739011347,0.8,0.8
27.5,1.0,0.9962244928575823,0.8,0.0
11.0,1.0,1.710629631234759,1.5,1.2
-27.5,1.0,0.9894801544818064,0.8,0.8
-20.0,1.0,1.0889992498503185,0.8,0.8
-28.5,1.0,1.0298779864131293,0.8,0.8
-19.5,1.0,0.9017731213859808,0.5,0.0
112.5,1.0,1.3383216396507884,1.5,0.8
10.5,1.0,1.9090220372969,2.0,1.2
38.5,1.0,2.061486804275924,2.0,2.0
-8.5,1.0,1.7657445008727897,2.0,2.0
-21.5,1.0,1.7410294769555952,2.0,1.2
15.5,1.0,1.8885698122091252,2.0,2.0
129.0,1.0,1.5233415484652064,1.5,1.2
-4.0,1.0,1.6295695599118574,1.5,0.8
-10.0,1.0,1.4899010572078306,1.5,0.8
27.5,1.0,1.3614036284180129,1.5,2.0
201.0,1.0,1.5344944980957136,1.5,1.2
-23.0,1.0,0.8138765722860613,0.5,0.8
41.0,1.0,1.040209887923234,0.8,0.8
-22.5,1.0,0.931995486319495,0.8,0.8
-12.5,1.0,0.9948252958211596,0.8,0.8
-11.5,1.0,0.8630783605815946,0.5,0.0
31.5,1.0,0.8734548534146498,0.5,0.0
-35.0,1.0,0.9918671337620353,0.8,0.8
-15.5,1.0,1.0086317601646955,0.8,0.0
94.0,1.0,0.895123344061189,0.5,0.0
19.5,1.0,1.097989636686684,0.8,0.8
-7.5,1.0,0.9989072842768083,0.8,0.0
116.0,1.0,0.8809224156970845,0.5,0.8
-15.0,1.0,0.8165911057138755,0.5,0.8
-14.5,1.0,1.3115602052208977,1.5,0.8
-12.5,1.0,0.9878972918684377,0.8,0.8
12.5,1.0,1.0863732417721619,0.8,0.8
-24.5,1.0,1.0667934516830773,0.8,0.8
-19.5,1.0,1.2333038458762413,1.5,0.8
-40.0,1.0,0.8207801880594683,0.5,0.8
-37.5,1.0,0.9314274697472178,0.8,0.0
-28.5,1.0,0.8605603613230333,0.5,0.0
-0.5,1.0,0.8302457271177994,0.5,0.8
-32.5,1.0,0.924748105595995,0.5,0.8
12.0,1.0,0.6868308184595551,0.5,0.0
-11.0,1.0,0.810955716280799,0.5,0.8
-41.0,1.0,0.7815200199001484,0.5,0.0
-38.0,1.0,0.7943298802943362,0.5,0.0
16.0,1.0,1.1570927415057817,0.8,0.0
35.0,1.0,0.7906088113570244,0.5,0.8
50.5,1.0,0.6408010587467043,0.5,0.8
29.5,1.0,0.9869175484316242,0.8,0.0
-39.0,1.0,0.9862125302518105,0.8,0.8
36.0,1.0,1.0819664951628822,0.8,0.8
-26.0,1.0,0.6532365244546039,0.5,0.0
-34.5,1.0,0.7899041546891408,0.5,0.8
12.0,1.0,0.7711127819942538,0.5,0.0
51.5,1.0,0.895504881485931,0.5,0.8
-32.5,1.0,0.8357807680684288,0.5,0.8
34.5,1.0,0.8521500413989078,0.5,0.8
46.0,1.0,1.1337829193248687,0.8,0.8
-26.0,1.0,0.7981229790087079,0.5,0.8
-23.5,1.0,0.8685785288279835,0.5,0.8
-38.5,1.0,0.9823390062871473,0.8,1.2
5.5,1.0,0.8989316103999268,0.5,0.0
48.0,1.0,1.6035735431680531,1.5,1.2
15.5,1.0,1.0493571945904003,0.8,0.8
-22.5,1.0,0.9116123209790974,0.5,0.0
73.5,1.0,0.9532051289382257,0.8,0.0
4.5,1.0,1.9882953480785024,2.0,1.2
107.0,1.0,2.161509777391044,2.0,2.0
-24.0,1.0,1.8586177448074968,2.0,2.0
22.5,1.0,1.6652137959347333,1.5,2.0
-5.0,1.0,1.391274458050633,1.5,0.8
81.0,1.0,1.5958527882977291,1.5,1.2
2.0,1.0,1.6386461761485953,1.5,1.2
61.0,1.0,1.9696618299780773,2.0,2.0
-28.5,1.0,1.4166935741536069,1.5,1.2
44.0,1.0,1.615504747822043,1.5,1.2
-13.5,1.0,1.0050049761662767,0.8,0.8
20.0,1.0,1.3807628016968723,1.5,2.0
-19.0,1.0,1.3691599858670376,1.5,1.2
53.5,1.0,0.9849584730685099,0.8,0.8
50.0,1.0,1.1639104850597666,0.8,0.8
-29.5,1.0,1.4721767935403824,1.5,1.2
88.5,1.0,1.4887995649630295,1.5,1.2
1.0,1.0,1.541827468860932,1.5,1.2
35.5,1.0,1.417284014128954,1.5,1.2
75.0,1.0,1.4186862842747643,1.5,1.2
-39.5,1.0,1.3290122701664888,1.5,1.2
26.5,1.0,1.0434777013489893,0.8,0.8
4.5,1.0,0.9238810005031195,0.5,0.8
-6.0,1.0,0.9234900527300844,0.5,1.2
-8.0,1.0,1.0653509686900913,0.8,0.8
87.0,1.0,1.0362453964068021,0.8,0.8
-25.0,1.0,1.0610450854976237,0.8,0.8
34.0,1.0,0.8807903255446174,0.5,0.8
-32.5,1.0,0.9355830948690376,0.8,0.0
24.0,1.0,1.0961298123296683,0.8,0.8
-33.5,1.0,0.922626422488805,0.5,0.8
-7.5,1.0,0.9962772749342022,0.8,1.2
-32.0,1.0,1.0557870196025578,0.8,0.8
29.5,1.0,0.8849242945185571,0.5,0.8
-19.0,1.0,1.1262729756905023,0.8,2.0
-12.0,1.0,0.8819363185404319,0.5,0.8
-37.0,1.0,1.0347957624800412,0.8,0.8
-4.0,1.0,1.0465936841569747,0.8,0.8
6.0,1.0,0.9737727332949542,0.8,0.8
84.5,1.0,0.8112365068706766,0.5,0.8
-28.0,1.0,0.7202401813771186,0.5,0.8
-18.5,1.0,0.8123544676801302,0.5,0.0
-38.0,1.0,0.9674939539004896,0.8,0.0
4.0,1.0,0.8108119267858589,0.5,0.0
-42.0,1.0,0.7640584986336578,0.5,0.8
-29.0,1.0,0.7132818980341067,0.5,0.0
-38.0,1.0,0.6991667377683541,0.5,0.0
-8.5,1.0,0.7032792103823009,0.5,0.0
-28.0,1.0,0.8622936577164328,0.5,1.2
-40.0,1.0,0.7440804693688723,0.5,0.0
-38.5,1.0,0.7969933285900721,0.5,0.0
-35.0,1.0,0.8164373591748657,0.5,0.0
9.0,1.0,0.7380341824983885,0.5,0.0
60.0,1.0,0.8060977114405683,0.5,0.0
-36.0,1.0,0.7788703396770704,0.5,0.8
-37.5,1.0,0.7838514633043614,0.5,0.8
-38.0,1.0,0.800305720411594,0.5,0.0
-37.0,1.0,0.7911103999078009,0.5,0.0
-25.5,1.0,0.8315313148583541,0.5,0.0
68.0,1.0,0.9493772185688141,0.8,0.0
11.5,1.0,0.8186172409665888,0.5,0.8
-34.0,1.0,0.688756387358638,0.5,0.0
-22.0,1.0,0.8960005686467085,0.5,0.8
113.0,1.0,0.9288646230108422,0.8,0.0
34.5,1.0,0.9228718821212496,0.5,2.0
-1.0,1.0,1.0080704851942066,0.8,0.8
-14.0,1.0,0.8936596645228947,0.5,0.8
-43.5,1.0,0.9525664187696818,0.8,0.8
-24.0,1.0,1.048829832473582,0.8,0.0
-34.0,1.0,0.9150699974830763,0.5,0.8
-37.0,1.0,1.1535076745637736,0.8,1.2
-19.5,1.0,0.9473836009014762,0.8,0.8
-11.5,1.0,0.9756649152619639,0.8,2.0
-36.0,1.0,1.0291308390758185,0.8,0.0
2.0,1.0,0.986275408145894,0.8,1.2
85.0,1.0,2.1754178252708347,2.0,1.2
9.0,1.0,2.578170808895603,2.0,2.0
166.5,1.0,2.6273410427673864,2.0,2.0
92.5,1.0,2.3467264728792028,2.0,2.0
52.5,1.0,2.297684994032274,2.0,1.2
64.5,1.0,2.4324237606238284,2.0,1.2
-45.5,1.0,1.8028022118744502,2.0,1.2
32.5,1.0,1.8383658642389822,2.0,2.0
-11.5,1.0,1.7919297410591182,2.0,1.2
133.5,1.0,2.2312053848432187,2.0,1.2
-40.0,1.0,1.8175727032875626,2.0,1.2
-12.5,1.0,1.6899271849671145,1.5,1.2
13.0,1.0,1.9808061664565382,2.0,1.2
52.0,1.0,1.6790742573029034,1.5,1.2
40.0,1.0,1.8526402050076158,2.0,2.0
-25.5,1.0,2.0419219813517118,2.0,1.2
-22.5,1.0,1.9424684058321326,2.0,1.2
55.5,1.0,1.6647391799524485,1.5,1.2
-42.5,1.0,1.3092990896593242,1.5,2.0
-10.5,1.0,1.202846574436132,1.5,1.2
83.0,1.0,1.0812460664298,0.8,2.0
78.0,1.0,1.9281949732752395,2.0,2.0
-25.0,1.0,2.1458529541291798,2.0,2.0
-9.0,1.0,1.6673709488476876,1.5,1.2
62.5,1.0,1.2742560306752022,1.5,1.2
-22.0,1.0,1.4085882218341985,1.5,2.0
5.5,1.0,1.2539331208130635,1.5,2.0
46.0,1.0,1.7427962987231354,2.0,2.0
-16.0,1.0,1.2897942250741976,1.5,1.2
10.5,1.0,1.3272523528629652,1.5,0.8
44.5,1.0,1.0606701546497934,0.8,0.8
-4.5,1.0,1.4676247561787754,1.5,1.2
71.5,1.0,1.5573469247596203,1.5,1.2
-16.5,1.0,1.5501127104648469,1.5,1.2
57.0,1.0,1.4734827583213344,1.5,1.2
110.0,1.0,1.2532672264715052,1.5,2.0
-14.5,1.0,1.183731768499868,1.5,1.2
14.0,1.0,1.068778312462078,0.8,1.2
-16.5,1.0,1.0872021808436485,0.8,1.2
-27.5,1.0,0.9759239479243373,0.8,1.2
-39.0,1.0,0.9898273609491965,0.8,1.2
37.5,1.0,0.9337516237338441,0.8,0.8
36.5,1.0,1.308006118969152,1.5,1.2
16.0,1.0,1.1131734965161364,0.8,1.2
-18.5,1.0,0.9779321384286985,0.8,0.0
1.5,1.0,0.8838877093116893,0.5,0.0
4.5,1.0,0.7543302615319203,0.5,0.0
-38.0,1.0,0.9526942408116814,0.8,1.2
-26.0,1.0,0.7023225421358867,0.5,0.0
-15.0,1.0,0.9170673924328614,0.5,0.0
-2.5,1.0,0.7869493027042465,0.5,0.0
-6.0,1.0,0.7734012825272916,0.5,0.8
-24.0,1.0,0.9587302421883357,0.8,0.0
-31.5,1.0,0.9479888634388047,0.8,0.0
-13.0,1.0,0.8359387587044882,0.5,0.0
-39.0,1.0,0.8252661806597188,0.5,0.8
25.5,1.0,0.8621860098806429,0.5,0.0
-34.5,1.0,0.8195829236619481,0.5,0.0
-32.5,1.0,0.8607586924528603,0.5,0.0
-38.0,1.0,0.8982251503300891,0.5,0.0
0.0,1.0,0.9158973213445698,0.5,0.0
5.0,1.0,0.9900592206790293,0.8,0.0
105.0,1.0,0.8209889667560606,0.5,0.8
-22.5,1.0,0.9761658185369948,0.8,0.0
44.5,1.0,0.8161253321405721,0.5,0.8
9.5,1.0,1.571918514102467,1.5,2.0
182.0,1.0,0.8381685964906027,0.5,0.8
-7.0,1.0,1.9141672495313666,2.0,1.2
-4.0,1.0,1.735737833513173,1.5,1.2
15.0,1.0,1.7784291842026292,2.0,2.0
136.0,1.0,1.6174454467705623,1.5,1.2
247.5,1.0,1.9688887776172894,2.0,2.0
79.5,1.0,2.702258100842799,2.0,2.0
-4.5,1.0,2.584571360181599,2.0,2.0
-3.0,1.0,2.330251413592102,2.0,1.2
77.0,1.0,2.233829581972179,2.0,1.2
29.5,1.0,2.2836496426722435,2.0,1.2
44.5,1.0,2.1571349005659135,2.0,2.0
80.5,1.0,2.314761400042549,2.0,1.2
30.0,1.0,1.4542498156228314,1.5,1.2
188.5,1.0,1.5558063783730902,1.5,1.2
-6.5,1.0,1.6338710249605914,1.5,1.2
27.5,1.0,1.6785259988326535,1.5,2.0
4.0,1.0,1.2078720716618645,1.5,2.0
-8.0,1.0,1.4824660704930448,1.5,2.0
-2.0,1.0,1.0240089222991395,0.8,1.2
63.0,1.0,1.5333117320061924,1.5,2.0
38.0,1.0,1.0931076902336048,0.8,1.2
-4.0,1.0,1.2568606427997917,1.5,2.0
46.5,1.0,1.2959723620519443,1.5,2.0
67.5,1.0,1.1976816381821132,1.5,1.2
3.5,1.0,0.9723669918548978,0.8,2.0
39.0,1.0,1.045495061200715,0.8,2.0
-32.5,1.0,1.0083614037325934,0.8,2.0
-31.5,1.0,0.9434474087534064,0.8,2.0
-18.5,1.0,0.8822882203149935,0.5,2.0
-30.5,1.0,0.9760443412383759,0.8,0.8
-31.0,1.0,0.98398145149483,0.8,0.8
-6.0,1.0,1.3727888426795012,1.5,2.0
56.5,1.0,1.2673008263252075,1.5,0.8
2.0,1.0,1.5283345754853723,1.5,2.0
89.5,1.0,2.6627727774101873,2.0,1.2
3.5,1.0,2.1234206137635874,2.0,1.2
-5.5,1.0,1.753171963091079,2.0,2.0
59.0,1.0,1.3804408206042629,1.5,1.2
59.0,1.0,1.181321499313695,1.5,2.0
-16.0,1.0,1.0322181937898414,0.8,1.2
-9.5,1.0,1.0782340517290439,0.8,0.8
29.5,1.0,1.025202418673111,0.8,2.0
-11.0,1.0,1.3300087245203898,1.5,1.2
-9.0,1.0,1.2952221189114184,1.5,1.2
-24.0,1.0,1.130008631077966,0.8,0.8
-27.0,1.0,1.2058434963830038,1.5,1.2
7.5,1.0,0.9243608038284381,0.5,1.2
-20.5,1.0,1.1579916173849645,0.8,1.2
3.5,1.0,0.954920581964819,0.8,1.2
-4.0,1.0,0.9858199613063467,0.8,1.2
-37.5,1.0,1.0233164487886608,0.8,1.2
-3.5,1.0,0.9228339156002352,0.5,0.8
-37.0,1.0,1.0586380550125885,0.8,1.2
-5.0,1.0,0.993795594934761,0.8,0.8
-1.5,1.0,0.981480470064378,0.8,1.2
31.5,1.0,1.0399067532959307,0.8,1.2
-16.0,1.0,0.8384068919536123,0.5,0.8
106.5,1.0,1.5369202436095444,1.5,1.2
-29.5,1.0,1.3039137524926279,1.5,1.2
39.5,1.0,1.0695379404541687,0.8,1.2
-41.5,1.0,1.0117287518586306,0.8,0.8
-54.5,1.0,0.9322115901393757,0.8,0.0
-42.5,1.0,1.041654032073156,0.8,0.8
85.5,1.0,1.1488374930799758,0.8,0.8
81.5,1.0,0.8982835103591948,0.5,0.0
-32.5,1.0,1.129232535371195,0.8,0.8
-4.0,1.0,0.9707971764707557,0.8,0.0
-2.5,1.0,1.5853979486579282,1.5,0.8
-21.5,1.0,0.9517925164676622,0.8,0.8
-32.5,1.0,0.8224685605882764,0.5,0.8
26.0,1.0,0.979393005864712,0.8,0.8
123.5,1.0,0.9689249580782207,0.8,2.0
-10.0,1.0,0.8881771296579091,0.5,0.8
-22.0,1.0,0.8098860605875708,0.5,0.8
-37.0,1.0,0.8681796328011926,0.5,0.8
-1.0,1.0,0.757482431092174,0.5,0.8
17.5,1.0,1.0572762888841591,0.8,0.8
-20.0,1.0,0.9478017569066228,0.8,0.8
-21.0,1.0,0.9490680190790557,0.8,0.8
4.0,1.0,0.9077235718081686,0.5,0.8
-31.0,1.0,0.9578364753124193,0.8,0.8
-30.0,1.0,1.0986357054589764,0.8,0.0
-39.5,1.0,1.121779237503468,0.8,0.0
70.0,1.0,0.8919741200181828,0.5,0.0
-15.0,1.0,1.2391600380157968,1.5,1.2
-26.0,1.0,1.0912798754646027,0.8,0.8
52.5,1.0,2.0225550805787726,2.0,0.8
34.0,1.0,1.039231623743368,0.8,0.0
59.0,1.0,1.655667901837501,1.5,1.2
-8.5,1.0,1.8743162523194639,2.0,1.2
71.0,1.0,2.4253658520448225,2.0,1.2
-12.5,1.0,2.3507681835739493,2.0,1.2
24.5,1.0,2.1343615585552325,2.0,0.8
48.5,1.0,1.921467058802492,2.0,2.0
20.5,1.0,1.8695776814114358,2.0,2.0
3.5,1.0,2.0440566127772026,2.0,2.0
49.5,1.0,1.8439896966640532,2.0,1.2
31.0,1.0,1.5479120245592184,1.5,1.2
47.5,1.0,1.4298127151167956,1.5,0.8
-18.0,1.0,1.8576896666895464,2.0,1.2
34.0,1.0,1.5115934088315903,1.5,1.2
-6.5,1.0,1.4475228498794066,1.5,0.8
222.5,1.0,1.91000071893215,2.0,0.8
49.0,1.0,1.5350917477104122,1.5,2.0
4.5,1.0,1.538401279798157,1.5,2.0
86.5,1.0,1.7359695588848094,1.5,1.2
35.5,1.0,1.8417286645330924,2.0,1.2
-0.5,1.0,1.285323672654234,1.5,1.2
5.0,1.0,1.2572019501286373,1.5,2.0
-21.5,1.0,1.2847692055287974,1.5,1.2
-3.5,1.0,1.1656752135002475,0.8,0.8
-13.0,1.0,1.2414393004320199,1.5,2.0
-20.5,1.0,1.3764357419747193,1.5,0.8
11.5,1.0,1.1678162535539283,0.8,0.8
-11.5,1.0,1.2278773457622671,1.5,0.8
-2.0,1.0,1.3069274374261077,1.5,2.0
-37.5,1.0,1.1508794282849406,0.8,1.2
-13.5,1.0,1.3412325745486564,1.5,2.0
-17.5,1.0,1.1003027629120714,0.8,0.8
-30.5,1.0,1.0876304706100033,0.8,0.8
-8.0,1.0,1.2354590799795369,1.5,0.8
36.0,1.0,1.004067979354494,0.8,0.8
-11.0,1.0,1.092515814031895,0.8,0.8
7.5,1.0,1.266550064579195,1.5,0.8
-26.5,1.0,1.0317311221522982,0.8,0.8
0.5,1.0,1.1310534429365844,0.8,0.0
-9.5,1.0,1.041705353369168,0.8,0.8
1.0,1.0,1.1122061134869825,0.8,0.0
-3.5,1.0,1.036922054943521,0.8,0.8
10.0,1.0,1.1190727969116825,0.8,0.8
-37.0,1.0,1.0973011679587503,0.8,0.8
71.5,1.0,0.93903296369435,0.8,0.0
18.5,1.0,1.1845811161114304,1.5,0.8
40.5,1.0,0.7613690519498961,0.5,0.8
-27.5,1.0,1.0409254324275232,0.8,0.8
-35.5,1.0,0.7883684465588252,0.5,0.0
-31.0,1.0,0.667979347036876,0.5,0.0
-28.5,1.0,0.8227447124976284,0.5,0.0
-7.0,1.0,0.8578441835933761,0.5,0.8
24.0,1.0,0.7051187551540483,0.5,0.0
-28.0,1.0,1.0322222897558904,0.8,0.0
-35.0,1.0,0.8401422881557266,0.5,0.0
16.0,1.0,0.9105277920614097,0.5,0.8
28.5,1.0,0.8010904271649377,0.5,0.8
-26.5,1.0,0.8313298333528354,0.5,0.0
13.0,1.0,0.8298272088281387,0.5,0.0
-3.5,1.0,0.9039882734967697,0.5,0.8
5.5,1.0,0.8749943789211789,0.5,0.0
42.5,1.0,1.0054675931427242,0.8,2.0
25.0,1.0,0.8923001062485447,0.5,0.0
39.5,1.0,0.944463132734652,0.8,0.0
-34.0,1.0,0.8987987038654353,0.5,0.8
15.0,1.0,0.7889166829913534,0.5,0.0
-5.0,1.0,0.8358235604224453,0.5,0.8
29.0,1.0,1.0995285100353578,0.8,0.0
9.0,1.0,0.9964681427293356,0.8,0.8
-38.0,1.0,0.860434695205111,0.5,0.8
35.5,1.0,0.8905847721440976,0.5,0.0
19.5,1.0,1.0591869120267718,0.8,0.8
-24.5,1.0,1.1009522104634533,0.8,0.0
-15.0,1.0,1.8544864969623664,2.0,2.0
7.0,1.0,1.1608260924761686,0.8,0.8
-34.5,1.0,1.1611336644923584,0.8,0.8
-45.0,1.0,0.9431611900097647,0.8,0.0
8.5,1.0,1.1408483363337494,0.8,0.8
142.0,1.0,1.9038427310159474,2.0,0.8
4.5,1.0,2.230339151761572,2.0,2.0
-17.5,1.0,2.0484101793307876,2.0,1.2
23.0,1.0,2.297687410823388,2.0,1.2
-10.0,1.0,2.0157103940228,2.0,2.0
98.5,1.0,1.8855023776767905,2.0,1.2
-5.0,1.0,1.977546220069938,2.0,2.0
32.0,1.0,1.7284111898705867,1.5,2.0
-14.0,1.0,1.8644701148416916,2.0,2.0
-12.5,1.0,1.3514434076467943,1.5,1.2
53.5,1.0,1.4455970930774127,1.5,1.2
10.0,1.0,1.5203445182007895,1.5,1.2
72.5,1.0,1.784465064892749,2.0,1.2
-10.0,1.0,1.9950326503311544,2.0,2.0
181.5,1.0,1.676492283089745,1.5,1.2
143.0,1.0,2.5822974098145535,2.0,1.2
-14.0,1.0,1.844206077949801,2.0,1.2
10.0,1.0,1.9833196440991285,2.0,1.2
81.5,1.0,1.833066335488288,2.0,1.2
24.5,1.0,1.6340117024017204,1.5,1.2
46.5,1.0,1.9225517683795021,2.0,1.2
54.5,1.0,1.7167885519691009,1.5,2.0
13.5,1.0,1.6447891992236032,1.5,2.0
39.0,1.0,1.3807995777006186,1.5,1.2
2.0,1.0,1.8134884970000233,2.0,2.0
-25.5,1.0,1.6821994555835045,1.5,2.0
8.0,1.0,1.5202266829430626,1.5,1.2
-12.5,1.0,1.5320041981231176,1.5,1.2
30.5,1.0,1.3997447068737903,1.5,2.0
17.5,1.0,1.2900208662599857,1.5,2.0
80.0,1.0,1.2472443642173263,1.5,0.8
4.5,1.0,1.7766114225728695,2.0,1.2
23.0,1.0,1.3648092500261377,1.5,2.0
6.0,1.0,1.40127504990518,1.5,1.2
42.0,1.0,1.3481017205379628,1.5,0.8
-18.0,1.0,2.5338688183198173,2.0,1.2
6.0,1.0,2.2384839578648816,2.0,1.2
-1.0,1.0,2.292302810537341,2.0,2.0
30.5,1.0,1.8983732322042823,2.0,1.2
23.5,1.0,1.895807622663527,2.0,1.2
-17.0,1.0,1.4090036571864575,1.5,2.0
164.5,1.0,1.304598379967782,1.5,1.2
66.5,1.0,2.1965667110588774,2.0,1.2
-7.5,1.0,1.810857312863508,2.0,2.0
29.5,1.0,1.7762174735145697,2.0,1.2
32.0,1.0,1.5336763126785788,1.5,1.2
-13.5,1.0,1.2619576422172698,1.5,0.8
-9.5,1.0,1.1615587540035381,0.8,1.2
52.5,1.0,1.543638956577107,1.5,0.8
-28.5,1.0,1.3394151193531627,1.5,0.8
-26.0,1.0,1.4488666510621764,1.5,1.2
7.5,1.0,1.208707352088286,1.5,0.8
-13.0,1.0,1.106657798998203,0.8,0.8
-40.5,1.0,1.2577715751321823,1.5,0.8
-5.5,1.0,1.105562981205888,0.8,0.0
-44.0,1.0,1.1281337997403327,0.8,0.8
65.0,1.0,1.5864188941085433,1.5,0.8
47.0,1.0,1.7264657963408774,1.5,1.2
28.0,1.0,0.8748962815990207,0.5,2.0
42.0,1.0,1.417920320691921,1.5,1.2
390.0,1.0,1.1497918623467074,0.8,1.2
88.5,1.0,2.5236560645979202,2.0,2.0
14.0,1.0,2.1186136450858295,2.0,1.2
18.0,1.0,1.6254647336697925,1.5,1.2
13.0,1.0,1.5455799414783864,1.5,2.0
314.0,1.0,1.2169956887503814,1.5,0.8
32.0,1.0,2.0657867617202568,2.0,1.2
3.0,1.0,1.4978197196290184,1.5,2.0
33.5,1.0,1.1032178503337824,0.8,1.2
-18.5,1.0,1.2687851590178876,1.5,0.8
8.5,1.0,1.3294927766123439,1.5,0.0
5.5,1.0,1.0470127347575793,0.8,0.8
-40.5,1.0,1.100891172939587,0.8,0.0
20.0,1.0,1.192067995358947,1.5,0.8
-17.5,1.0,0.8288907982282667,0.5,0.8
95.0,1.0,0.7246193343145082,0.5,0.0
-18.5,1.0,0.8046162077548451,0.5,0.0
-29.0,1.0,0.7010807320614851,0.5,0.0
-28.5,1.0,0.7164779736149474,0.5,0.0
1.0,1.0,0.7312866092108667,0.5,0.0
-25.5,1.0,0.7940167721489022,0.5,0.0
-21.0,1.0,0.897439542344515,0.5,0.8
-12.5,1.0,0.8454247474181511,0.5,0.0
-27.0,1.0,0.6719575078014577,0.5,0.0
41.5,1.0,0.8179153615472847,0.5,0.0
102.5,1.0,0.9060340905937494,0.5,0.0
-2.5,1.0,0.9583031572776102,0.8,0.0
-29.5,1.0,0.7992083056895258,0.5,0.0
3.0,1.0,0.8268328947466117,0.5,0.0
-35.0,1.0,0.8124676726038071,0.5,0.0
73.0,1.0,1.0081600136835225,0.8,1.2
70.5,1.0,1.0361852606310422,0.8,0.0
-8.0,1.0,0.7949082437664261,0.5,0.0
-28.0,1.0,1.2541442839817627,1.5,1.2
-24.0,1.0,0.9752743893602414,0.8,0.8
-7.5,1.0,0.8905439376869089,0.5,1.2
-9.5,1.0,0.92415752006093,0.5,0.8
87.0,1.0,0.9042198854469887,0.5,0.0
67.5,1.0,1.165238528752465,0.8,1.2
-37.5,1.0,1.0045375247759227,0.8,0.8
-19.0,1.0,1.6502484263637043,1.5,0.8
22.5,1.0,1.0218632019939728,0.8,0.8
39.5,1.0,1.1648918744701615,0.8,1.2
23.5,1.0,2.0193332656619916,2.0,2.0
15.5,1.0,1.3428348562674635,1.5,1.2
51.0,1.0,1.475502397090029,1.5,2.0
-4.0,1.0,1.6678447514030963,1.5,2.0
190.0,1.0,1.7135140955884314,1.5,1.2
-6.5,1.0,1.7747307756728392,2.0,1.2
18.0,1.0,1.7495373067273285,2.0,1.2
-34.5,1.0,1.347069497355915,1.5,2.0
