day,pivot_ts,pivot_dir_new,pivot_price,atr_pts,r_price,r_trigger_ts,r_trigger_price,imminent_ts,imminent_price,edge_pts,edge_usd,leadtime_s,imminent_before_rtrig
2026_04_21,1776783269,SHORT,26796.0,3.75,15.0,1776783339,26779.75,1776783119.0,26789.25,9.5,19.0,220.0,True
2026_04_21,1776783929,LONG,26664.75,3.75,15.0,1776783969,26679.75,1776783299.0,26794.5,-114.75,-229.5,670.0,True
2026_04_21,1776784529,SHORT,26769.25,3.75,15.0,1776784594,26749.5,1776783959.0,26676.0,-73.5,-147.0,635.0,True
2026_04_21,1776784709,LONG,26747.25,3.75,15.0,1776784744,26765.5,1776784559.0,26760.0,5.5,11.0,185.0,True
2026_04_21,1776784949,SHORT,26785.25,3.75,15.0,1776784999,26768.5,1776784739.0,26760.5,-8.0,-16.0,260.0,True
2026_04_21,1776785369,LONG,26711.5,3.75,15.0,1776785404,26733.75,1776785039.0,26757.5,-23.75,-47.5,365.0,True
2026_04_21,1776785609,SHORT,26756.75,3.75,15.0,1776785619,26739.0,1776785399.0,26723.25,-15.75,-31.5,220.0,True
2026_04_21,1776785789,LONG,26695.0,3.75,15.0,1776785824,26712.5,1776785639.0,26740.5,-28.0,-56.0,185.0,True
2026_04_21,1776786509,SHORT,26756.75,3.75,15.0,1776786604,26731.5,1776785819.0,26702.25,-29.25,-58.5,785.0,True
2026_04_21,1776786809,LONG,26717.0,3.75,15.0,1776786959,26732.25,1776786539.0,26753.25,-21.0,-42.0,420.0,True
2026_04_21,1776787289,SHORT,26769.5,3.75,15.0,1776787394,26754.5,1776786839.0,26720.25,-34.25,-68.5,555.0,True
2026_04_21,1776787529,LONG,26735.5,3.75,15.0,1776787614,26751.25,1776787319.0,26756.25,-5.0,-10.0,295.0,True
2026_04_21,1776787769,SHORT,26758.25,3.75,15.0,1776787834,26741.0,1776787559.0,26736.75,-4.25,-8.5,275.0,True
2026_04_21,1776788069,LONG,26721.25,3.75,15.0,1776788104,26738.5,1776787799.0,26755.5,-17.0,-34.0,305.0,True
2026_04_21,1776788309,SHORT,26752.5,3.75,15.0,1776788434,26730.5,1776788159.0,26731.5,1.0,2.0,275.0,True
2026_04_21,1776788969,LONG,26703.25,3.75,15.0,1776789039,26720.5,1776788639.0,26720.75,-0.25,-0.5,400.0,True
2026_04_21,1776789329,SHORT,26745.0,3.75,15.0,1776789384,26727.5,1776789059.0,26719.25,-8.25,-16.5,325.0,True
2026_04_21,1776789869,LONG,26672.0,3.75,15.0,1776789909,26692.75,1776789539.0,26706.5,-13.75,-27.5,370.0,True
2026_04_21,1776790109,SHORT,26714.0,3.75,15.0,1776790304,26699.0,1776789899.0,26681.25,-17.75,-35.5,405.0,True
2026_04_21,1776790769,LONG,26669.5,3.75,15.0,1776790839,26684.75,1776790199.0,26712.5,-27.75,-55.5,640.0,True
2026_04_21,1776791009,SHORT,26705.5,3.75,15.0,1776791104,26670.25,,,,,,False
2026_04_21,1776791189,LONG,26646.0,3.75,15.0,1776791299,26662.75,,,,,,False
2026_04_21,1776791369,SHORT,26673.5,3.75,15.0,1776791434,26639.25,,,,,,False
2026_04_21,1776791549,LONG,26620.0,3.75,15.0,1776791554,26638.5,,,,,,False
2026_04_21,1776791789,SHORT,26652.5,3.75,15.0,1776791884,26631.5,1776791579.0,26634.0,2.5,5.0,305.0,True
2026_04_21,1776792029,LONG,26602.0,3.75,15.0,1776792069,26617.75,1776791819.0,26647.5,-29.75,-59.5,250.0,True
2026_04_21,1776792329,SHORT,26646.75,3.75,15.0,1776792439,26631.5,1776792059.0,26614.5,-17.0,-34.0,380.0,True
2026_04_21,1776792509,LONG,26622.25,3.75,15.0,1776792604,26638.5,1776792359.0,26643.0,-4.5,-9.0,245.0,True
2026_04_21,1776793409,SHORT,26765.0,3.75,15.0,1776793414,26724.25,1776792539.0,26628.0,-96.25,-192.5,875.0,True
2026_04_21,1776793649,LONG,26696.5,3.75,15.0,1776793719,26711.75,1776793619.0,26709.0,2.75,5.5,100.0,True
2026_04_21,1776793949,SHORT,26726.0,3.75,15.0,1776794029,26706.5,1776793679.0,26700.5,-6.0,-12.0,350.0,True
2026_04_21,1776794189,LONG,26678.25,3.75,15.0,1776794239,26694.75,1776794159.0,26687.5,7.25,14.5,80.0,True
2026_04_21,1776794609,SHORT,26727.5,3.75,15.0,1776794704,26710.75,1776794219.0,26687.75,-23.0,-46.0,485.0,True
2026_04_21,1776795089,LONG,26701.25,3.75,15.0,1776795129,26718.0,,,,,,False
2026_04_21,1776795389,SHORT,26729.5,3.75,15.0,1776795394,26696.5,,,,,,False
2026_04_21,1776795749,LONG,26671.25,3.75,15.0,1776795799,26689.5,,,,,,False
2026_04_21,1776795929,SHORT,26690.0,3.75,15.0,1776796079,26674.75,,,,,,False
2026_04_21,1776796169,LONG,26670.0,3.75,15.0,1776796209,26685.75,,,,,,False
2026_04_21,1776796469,SHORT,26706.75,3.75,15.0,1776796629,26690.25,,,,,,False
2026_04_21,1776796709,LONG,26680.0,3.75,15.0,1776796899,26696.5,,,,,,False
2026_04_21,1776796889,SHORT,26696.5,3.75,15.0,1776797259,26680.25,,,,,,False
2026_04_21,1776797429,LONG,26666.25,3.75,15.0,1776797679,26698.5,,,,,,False
2026_04_21,1776797669,SHORT,26738.5,3.75,15.0,1776797674,26673.0,,,,,,False
2026_04_21,1776797909,LONG,26707.25,3.75,15.0,1776797979,26724.75,,,,,,False
2026_04_21,1776798809,SHORT,26767.75,3.75,15.0,1776798874,26739.25,1776798119.0,26730.75,-8.5,-17.0,755.0,True
2026_04_21,1776799049,LONG,26729.5,3.75,15.0,1776799259,26744.75,,,,,,False
2026_04_21,1776799889,SHORT,26786.25,3.75,15.0,1776800024,26771.25,,,,,,False
2026_04_21,1776800669,LONG,26554.5,3.75,15.0,1776800694,26573.0,1776800639.0,26583.5,-10.5,-21.0,55.0,True
2026_04_21,1776801029,SHORT,26631.75,3.75,15.0,1776801044,26616.25,1776800699.0,26573.75,-42.5,-85.0,345.0,True
2026_04_21,1776801209,LONG,26593.5,3.75,15.0,1776801249,26610.5,1776801059.0,26617.5,-7.0,-14.0,190.0,True
2026_04_21,1776801569,SHORT,26642.0,3.75,15.0,1776801634,26619.75,1776801239.0,26601.25,-18.5,-37.0,395.0,True
2026_04_21,1776802109,LONG,26602.5,3.75,15.0,1776802179,26643.75,1776801599.0,26641.0,2.75,5.5,580.0,True
2026_04_21,1776802349,SHORT,26792.5,3.75,15.0,1776802364,26774.5,1776802259.0,26760.25,-14.25,-28.5,105.0,True
2026_04_21,1776802529,LONG,26736.75,3.75,15.0,1776802579,26753.25,1776802379.0,26765.0,-11.75,-23.5,200.0,True
2026_04_21,1776803069,SHORT,26771.0,3.75,15.0,1776803174,26753.75,1776802559.0,26740.0,-13.75,-27.5,615.0,True
2026_04_21,1776803549,LONG,26721.25,3.75,15.0,1776803589,26736.75,,,,,,False
2026_04_21,1776803789,SHORT,26745.0,3.75,15.0,1776804079,26726.5,,,,,,False
2026_04_21,1776804449,LONG,26707.75,3.75,15.0,1776804539,26723.25,,,,,,False
2026_04_21,1776804929,SHORT,26743.5,3.75,15.0,1776805174,26728.0,,,,,,False
2026_04_21,1776809669,SHORT,26759.25,3.75,15.0,1776811919,26743.5,,,,,,False
2026_04_21,1776812309,LONG,26735.0,3.75,15.0,1776812569,26751.5,,,,,,False
2026_04_21,1776817889,SHORT,26817.0,3.75,15.0,1776818909,26801.5,,,,,,False
2026_04_21,1776819089,LONG,26793.25,3.75,15.0,1776819834,26810.0,,,,,,False
2026_04_21,1776819929,SHORT,26812.5,3.75,15.0,1776820744,26796.0,,,,,,False
2026_04_21,1776820889,LONG,26793.75,3.75,15.0,1776821509,26808.75,,,,,,False
2026_04_21,1776821849,SHORT,26830.25,3.75,15.0,1776822239,26815.25,,,,,,False
2026_04_21,1776822389,LONG,26809.25,3.75,15.0,1776822739,26824.5,,,,,,False
2026_04_21,1776824999,SHORT,26831.75,3.75,15.0,1776825854,26816.75,,,,,,False
2026_04_21,1776828029,LONG,26805.0,3.75,15.0,1776828659,26821.25,,,,,,False
2026_04_21,1776828749,SHORT,26824.75,3.75,15.0,1776829124,26809.5,,,,,,False
2026_04_21,1776834029,LONG,26771.0,3.75,15.0,1776834489,26786.75,,,,,,False
2026_04_21,1776835529,SHORT,26855.25,3.75,15.0,1776835569,26837.5,,,,,,False
2026_04_21,1776836429,LONG,26822.25,3.75,15.0,1776836619,26839.25,,,,,,False
2026_04_21,1776836789,SHORT,26841.75,3.75,15.0,1776837609,26826.5,,,,,,False
2026_04_21,1776838649,LONG,26803.25,3.75,15.0,1776839209,26818.75,,,,,,False
2026_04_22,1776841259,LONG,26834.75,5.375,21.5,1776843829,26861.25,,,,,,False
2026_04_22,1776843869,SHORT,26863.25,5.375,21.5,1776844874,26837.75,,,,,,False
2026_04_22,1776847229,LONG,26780.75,5.375,21.5,1776847439,26803.25,,,,,,False
2026_04_22,1776851189,SHORT,26862.0,5.375,21.5,1776851594,26840.5,,,,,,False
2026_04_22,1776851729,LONG,26808.5,5.375,21.5,1776852009,26830.0,,,,,,False
2026_04_22,1776852089,SHORT,26840.5,5.375,21.5,1776852184,26817.0,,,,,,False
2026_04_22,1776852809,LONG,26806.5,5.375,21.5,1776853219,26828.25,,,,,,False
2026_04_22,1776854189,SHORT,26848.75,5.375,21.5,1776854534,26827.0,,,,,,False
2026_04_22,1776858269,LONG,26807.5,5.375,21.5,1776858544,26829.75,,,,,,False
2026_04_22,1776860069,SHORT,26898.5,5.375,21.5,1776860884,26876.5,,,,,,False
2026_04_22,1776862949,LONG,26818.75,5.375,21.5,1776863369,26846.0,,,,,,False
2026_04_22,1776863369,SHORT,26864.0,5.375,21.5,1776863389,26840.0,,,,,,False
2026_04_22,1776863849,LONG,26827.5,5.375,21.5,1776863944,26850.25,,,,,,False
2026_04_22,1776864509,SHORT,26885.5,5.375,21.5,1776864609,26860.0,,,,,,False
2026_04_22,1776864869,LONG,26817.5,5.375,21.5,1776865044,26839.0,,,,,,False
2026_04_22,1776865649,SHORT,26875.25,5.375,21.5,1776865704,26849.25,,,,,,False
2026_04_22,1776865889,LONG,26817.75,5.375,21.5,1776865949,26843.75,,,,,,False
2026_04_22,1776866489,SHORT,26897.75,5.375,21.5,1776866719,26874.25,,,,,,False
2026_04_22,1776866789,LONG,26853.75,5.375,21.5,1776866814,26878.0,,,,,,False
2026_04_22,1776868229,SHORT,26994.75,5.375,21.5,1776868349,26970.75,,,,,,False
2026_04_22,1776868529,LONG,26946.25,5.375,21.5,1776868579,26970.5,,,,,,False
2026_04_22,1776868829,SHORT,27004.75,5.375,21.5,1776868924,26982.0,,,,,,False
2026_04_22,1776869009,LONG,26963.5,5.375,21.5,1776869314,26986.25,,,,,,False
2026_04_22,1776869429,SHORT,26988.0,5.375,21.5,1776869529,26965.75,,,,,,False
2026_04_22,1776869789,LONG,26952.75,5.375,21.5,1776870014,26975.0,,,,,,False
2026_04_22,1776870029,SHORT,26975.0,5.375,21.5,1776870054,26951.75,,,,,,False
2026_04_22,1776870269,LONG,26942.5,5.375,21.5,1776870424,26967.75,,,,,,False
2026_04_22,1776871469,SHORT,27005.25,5.375,21.5,1776871629,26981.5,,,,,,False
2026_04_22,1776871649,LONG,26980.75,5.375,21.5,1776871754,27004.0,,,,,,False
2026_04_22,1776871829,SHORT,27005.25,5.375,21.5,1776872184,26982.0,,,,,,False
2026_04_22,1776872189,LONG,26980.5,5.375,21.5,1776872479,27002.5,,,,,,False
2026_04_22,1776872549,SHORT,27004.0,5.375,21.5,1776872599,26982.5,,,,,,False
2026_04_22,1776872729,LONG,26970.25,5.375,21.5,1776872889,26993.25,,,,,,False
2026_04_22,1776873389,SHORT,27002.75,5.375,21.5,1776873529,26981.25,,,,,,False
2026_04_22,1776873689,LONG,26968.25,5.375,21.5,1776873849,26992.5,,,,,,False
2026_04_22,1776874529,SHORT,27002.0,5.375,21.5,1776874764,26979.25,,,,,,False
2026_04_22,1776874769,LONG,26974.0,5.375,21.5,1776875059,26995.75,,,,,,False
2026_04_22,1776875069,SHORT,26995.75,5.375,21.5,1776875389,26973.0,,,,,,False
2026_04_22,1776875429,LONG,26960.25,5.375,21.5,1776875534,26982.75,,,,,,False
2026_04_22,1776876149,SHORT,26990.0,5.375,21.5,1776876184,26961.5,,,,,,False
2026_04_22,1776877109,LONG,26959.75,5.375,21.5,1776877289,26989.25,,,,,,False
2026_04_22,1776877949,SHORT,27032.0,5.375,21.5,1776878349,27007.5,,,,,,False
2026_04_22,1776878369,LONG,27007.5,5.375,21.5,1776878474,27032.0,,,,,,False
2026_04_22,1776878609,SHORT,27049.5,5.375,21.5,1776878949,27027.25,,,,,,False
2026_04_22,1776880049,LONG,27022.5,5.375,21.5,1776880329,27044.25,,,,,,False
2026_04_22,1776880349,SHORT,27046.75,5.375,21.5,1776880809,27025.25,,,,,,False
2026_04_22,1776882209,LONG,26993.25,5.375,21.5,1776882829,27018.0,,,,,,False
2026_04_22,1776884009,SHORT,27039.75,5.375,21.5,1776884209,27017.25,,,,,,False
2026_04_22,1776884489,LONG,26982.0,5.375,21.5,1776884799,27003.75,,,,,,False
2026_04_22,1776888509,SHORT,27133.5,5.375,21.5,1776888784,27110.25,,,,,,False
2026_04_22,1776895259,LONG,27069.5,5.375,21.5,1776895264,27092.5,,,,,,False
2026_04_22,1776900269,SHORT,27099.0,5.375,21.5,1776902704,27077.5,,,,,,False
2026_04_22,1776903389,LONG,26854.5,5.375,21.5,1776903429,26882.25,,,,,,False
2026_04_22,1776903629,SHORT,27040.75,5.375,21.5,1776903634,27004.75,,,,,,False
2026_04_22,1776903809,LONG,27000.0,5.375,21.5,1776903934,27029.0,,,,,,False
2026_04_22,1776904229,SHORT,27068.75,5.375,21.5,1776904344,27046.25,1776903959.0,27026.25,-20.0,-40.0,385.0,True
2026_04_22,1776904829,LONG,27037.0,5.375,21.5,1776905204,27059.0,1776904259.0,27062.75,-3.75,-7.5,945.0,True
2026_04_22,1776905249,SHORT,27065.0,5.375,21.5,1776905319,27042.25,,,,,,False
2026_04_22,1776910529,LONG,26951.0,5.375,21.5,1776910564,26974.5,,,,,,False
2026_04_22,1776910949,SHORT,26992.75,5.375,21.5,1776911319,26970.75,,,,,,False
2026_04_22,1776911489,LONG,26954.25,5.375,21.5,1776911764,26977.0,,,,,,False
2026_04_22,1776911789,SHORT,26980.0,5.375,21.5,1776911874,26958.25,,,,,,False
2026_04_22,1776911969,LONG,26948.5,5.375,21.5,1776912779,26970.25,,,,,,False
2026_04_22,1776912809,SHORT,26972.0,5.375,21.5,1776912964,26950.25,,,,,,False
2026_04_22,1776915629,LONG,26867.75,5.375,21.5,1776915974,26890.0,,,,,,False
2026_04_22,1776920609,SHORT,26966.25,5.375,21.5,1776921404,26944.25,,,,,,False
2026_04_22,1776921929,LONG,26939.75,5.375,21.5,1776922269,26961.5,,,,,,False
2026_04_23,1776927659,SHORT,26992.5,5.125,20.5,1776929904,26971.75,,,,,,False
2026_04_23,1776929909,LONG,26971.75,5.125,20.5,1776930269,26993.5,,,,,,False
2026_04_23,1776930569,SHORT,27013.0,5.125,20.5,1776931029,26992.0,,,,,,False
2026_04_23,1776931769,LONG,26956.0,5.125,20.5,1776932289,26978.75,,,,,,False
2026_04_23,1776932909,SHORT,26990.75,5.125,20.5,1776933034,26968.25,,,,,,False
2026_04_23,1776935309,LONG,26892.0,5.125,20.5,1776935594,26912.5,,,,,,False
2026_04_23,1776936749,SHORT,26960.5,5.125,20.5,1776938404,26936.75,,,,,,False
2026_04_23,1776939209,LONG,26916.75,5.125,20.5,1776939639,26938.0,,,,,,False
2026_04_23,1776940529,SHORT,26980.25,5.125,20.5,1776940759,26959.75,,,,,,False
2026_04_23,1776941429,LONG,26947.5,5.125,20.5,1776941704,26969.75,,,,,,False
2026_04_23,1776942629,SHORT,26994.75,5.125,20.5,1776943044,26974.25,,,,,,False
2026_04_23,1776944069,LONG,26945.75,5.125,20.5,1776944239,26971.0,,,,,,False
2026_04_23,1776946289,SHORT,27078.75,5.125,20.5,1776946504,27058.0,,,,,,False
2026_04_23,1776947009,LONG,27021.0,5.125,20.5,1776947484,27042.25,,,,,,False
2026_04_23,1776947609,SHORT,27049.25,5.125,20.5,1776947929,27025.0,,,,,,False
2026_04_23,1776948389,LONG,26975.75,5.125,20.5,1776948404,26997.5,,,,,,False
2026_04_23,1776949649,SHORT,27028.75,5.125,20.5,1776950084,26987.5,1776948539.0,26996.75,9.25,18.5,1545.0,True
2026_04_23,1776950069,LONG,26987.5,5.125,20.5,1776950074,27015.75,,,,,,False
2026_04_23,1776950549,SHORT,27026.25,5.125,20.5,1776950774,27002.75,,,,,,False
2026_04_23,1776951029,LONG,26972.75,5.125,20.5,1776951059,26993.75,,,,,,False
2026_04_23,1776952109,SHORT,27100.25,5.125,20.5,1776952164,27075.0,1776951179.0,27002.75,-72.25,-144.5,985.0,True
2026_04_23,1776952949,LONG,26976.25,5.125,20.5,1776952954,27001.25,1776952139.0,27089.25,-88.0,-176.0,815.0,True
2026_04_23,1776953369,SHORT,27027.5,5.125,20.5,1776953434,27004.25,1776952979.0,27007.0,2.75,5.5,455.0,True
2026_04_23,1776953669,LONG,26981.0,5.125,20.5,1776953729,27009.5,1776953399.0,27026.75,-17.25,-34.5,330.0,True
2026_04_23,1776953909,SHORT,27022.75,5.125,20.5,1776953939,27000.5,1776953699.0,26989.75,-10.75,-21.5,240.0,True
2026_04_23,1776954149,LONG,26990.5,5.125,20.5,1776954234,27011.0,1776953999.0,26990.5,20.5,41.0,235.0,True
2026_04_23,1776955049,SHORT,27057.25,5.125,20.5,1776955109,27036.75,1776954239.0,27015.5,-21.25,-42.5,870.0,True
2026_04_23,1776955349,LONG,27005.0,5.125,20.5,1776955434,27027.25,,,,,,False
2026_04_23,1776957869,SHORT,27148.5,5.125,20.5,1776958204,27126.75,,,,,,False
2026_04_23,1776958229,LONG,27124.0,5.125,20.5,1776958314,27145.5,,,,,,False
2026_04_23,1776958409,SHORT,27153.25,5.125,20.5,1776958639,27131.25,,,,,,False
2026_04_23,1776959669,LONG,27061.5,5.125,20.5,1776959734,27083.5,1776959279.0,27100.25,-16.75,-33.5,455.0,True
2026_04_23,1776960029,SHORT,27099.0,5.125,20.5,1776960184,27076.5,1776959699.0,27063.5,-13.0,-26.0,485.0,True
2026_04_23,1776960329,LONG,27042.25,5.125,20.5,1776960484,27064.25,,,,,,False
2026_04_23,1776960989,SHORT,27090.0,5.125,20.5,1776961274,27068.5,,,,,,False
2026_04_23,1776961289,LONG,27068.0,5.125,20.5,1776961484,27090.0,,,,,,False
2026_04_23,1776962189,SHORT,27117.75,5.125,20.5,1776962269,27097.0,,,,,,False
2026_04_23,1776964949,LONG,26861.5,5.125,20.5,1776964994,26884.25,1776964199.0,26954.25,-70.0,-140.0,795.0,True
2026_04_23,1776965189,SHORT,26927.0,5.125,20.5,1776965244,26905.5,1776964979.0,26874.75,-30.75,-61.5,265.0,True
2026_04_23,1776965489,LONG,26857.25,5.125,20.5,1776965539,26883.75,1776965219.0,26918.25,-34.5,-69.0,320.0,True
2026_04_23,1776965729,SHORT,26946.25,5.125,20.5,1776965744,26921.75,1776965519.0,26874.5,-47.25,-94.5,225.0,True
2026_04_23,1776966389,LONG,26687.75,5.125,20.5,1776966394,26718.75,1776965759.0,26923.25,-204.5,-409.0,635.0,True
2026_04_23,1776967349,SHORT,26932.75,5.125,20.5,1776967354,26905.75,1776966419.0,26692.5,-213.25,-426.5,935.0,True
2026_04_23,1776967529,LONG,26906.5,5.125,20.5,1776967584,26928.75,1776967379.0,26917.5,11.25,22.5,205.0,True
2026_04_23,1776967889,SHORT,26938.0,5.125,20.5,1776967919,26914.25,1776967559.0,26922.25,8.0,16.0,360.0,True
2026_04_23,1776968309,LONG,26907.75,5.125,20.5,1776968319,26934.75,1776967919.0,26914.25,20.5,41.0,400.0,True
2026_04_23,1776969389,SHORT,26981.25,5.125,20.5,1776969534,26960.75,1776968339.0,26921.75,-39.0,-78.0,1195.0,True
2026_04_23,1776969809,LONG,26924.25,5.125,20.5,1776969869,26945.25,,,,,,False
2026_04_23,1776970049,SHORT,26945.75,5.125,20.5,1776970169,26923.75,1776970079.0,26936.0,12.25,24.5,90.0,True
2026_04_23,1776970229,LONG,26898.5,5.125,20.5,1776970369,26919.25,1776970079.0,26936.0,-16.75,-33.5,290.0,True
2026_04_23,1776970409,SHORT,26920.5,5.125,20.5,1776970584,26896.75,1776970259.0,26909.5,12.75,25.5,325.0,True
2026_04_23,1776970769,LONG,26846.5,5.125,20.5,1776970814,26868.0,1776970739.0,26884.75,-16.75,-33.5,75.0,True
2026_04_23,1776971369,SHORT,26902.0,5.125,20.5,1776971554,26881.0,1776970799.0,26861.75,-19.25,-38.5,755.0,True
2026_04_23,1776971549,LONG,26881.0,5.125,20.5,1776971689,26904.0,,,,,,False
2026_04_23,1776972749,SHORT,26934.75,5.125,20.5,1776972844,26910.75,,,,,,False
2026_04_23,1776973109,LONG,26860.5,5.125,20.5,1776973129,26882.0,,,,,,False
2026_04_23,1776973289,SHORT,26894.75,5.125,20.5,1776973419,26872.0,,,,,,False
2026_04_23,1776973469,LONG,26867.75,5.125,20.5,1776973749,26890.0,1776973499.0,26868.5,21.5,43.0,250.0,True
2026_04_23,1776974729,SHORT,26987.0,5.125,20.5,1776974909,26966.25,1776973499.0,26868.5,-97.75,-195.5,1410.0,True
2026_04_23,1776975449,LONG,26919.5,5.125,20.5,1776975554,26940.75,,,,,,False
2026_04_23,1776975929,SHORT,26969.5,5.125,20.5,1776977449,26948.5,,,,,,False
2026_04_23,1776982409,SHORT,27044.25,5.125,20.5,1776984069,27023.25,,,,,,False
2026_04_23,1776984149,LONG,27022.75,5.125,20.5,1776984509,27047.25,,,,,,False
2026_04_23,1776990629,SHORT,27135.5,5.125,20.5,1776991324,27113.75,,,,,,False
2026_04_23,1776992009,LONG,27107.5,5.125,20.5,1776992594,27128.0,,,,,,False
2026_04_23,1776992609,SHORT,27128.0,5.125,20.5,1776994329,27104.5,,,,,,False
2026_04_23,1776994589,LONG,27101.5,5.125,20.5,1776995284,27124.0,,,,,,False
2026_04_23,1776995309,SHORT,27125.25,5.125,20.5,1776996544,27104.75,,,,,,False
2026_04_23,1777001549,LONG,27024.5,5.125,20.5,1777002649,27045.5,,,,,,False
2026_04_23,1777002749,SHORT,27049.0,5.125,20.5,1777003204,27027.0,,,,,,False
2026_04_23,1777003289,LONG,27019.75,5.125,20.5,1777003749,27042.0,,,,,,False
2026_04_23,1777003949,SHORT,27046.0,5.125,20.5,1777004634,27024.75,,,,,,False
2026_04_23,1777004789,LONG,27020.25,5.125,20.5,1777005909,27040.75,,,,,,False
2026_04_23,1777006109,SHORT,27056.25,5.125,20.5,1777007424,27035.75,,,,,,False
2026_04_23,1777007549,LONG,27032.25,5.125,20.5,1777007724,27053.75,,,,,,False
2026_04_23,1777010669,SHORT,27098.5,5.125,20.5,1777011919,27078.0,,,,,,False
2026_04_24,1777014059,LONG,27075.25,4.75,19.0,1777014184,27097.0,,,,,,False
2026_04_24,1777015649,SHORT,27113.75,4.75,19.0,1777015999,27093.75,,,,,,False
2026_04_24,1777016429,LONG,27080.75,4.75,19.0,1777017399,27100.0,,,,,,False
2026_04_24,1777017569,SHORT,27111.0,4.75,19.0,1777017834,27091.5,,,,,,False
2026_04_24,1777017869,LONG,27073.75,4.75,19.0,1777018259,27093.75,,,,,,False
2026_04_24,1777018889,SHORT,27149.75,4.75,19.0,1777018939,27130.75,,,,,,False
2026_04_24,1777020329,LONG,27082.0,4.75,19.0,1777020529,27103.75,,,,,,False
2026_04_24,1777020569,SHORT,27105.5,4.75,19.0,1777020799,27086.25,,,,,,False
2026_04_24,1777021349,LONG,27083.25,4.75,19.0,1777022019,27102.25,,,,,,False
2026_04_24,1777022129,SHORT,27106.75,4.75,19.0,1777022564,27077.75,,,,,,False
2026_04_24,1777022549,LONG,27075.0,4.75,19.0,1777022554,27097.75,,,,,,False
2026_04_24,1777024049,SHORT,27120.0,4.75,19.0,1777024439,27101.0,,,,,,False
2026_04_24,1777024709,LONG,27100.0,4.75,19.0,1777024999,27119.5,,,,,,False
2026_04_24,1777027049,SHORT,27191.0,4.75,19.0,1777027534,27172.0,,,,,,False
2026_04_24,1777027529,LONG,27170.0,4.75,19.0,1777028674,27191.0,,,,,,False
2026_04_24,1777029089,SHORT,27306.25,4.75,19.0,1777029164,27286.0,,,,,,False
2026_04_24,1777029689,LONG,27266.25,4.75,19.0,1777029704,27304.5,,,,,,False
2026_04_24,1777030229,SHORT,27361.75,4.75,19.0,1777030259,27341.75,,,,,,False
2026_04_24,1777031849,LONG,27267.0,4.75,19.0,1777032009,27286.5,,,,,,False
2026_04_24,1777033109,SHORT,27311.75,4.75,19.0,1777033154,27290.5,,,,,,False
2026_04_24,1777033349,LONG,27271.0,4.75,19.0,1777033424,27291.75,,,,,,False
2026_04_24,1777033589,SHORT,27302.5,4.75,19.0,1777033834,27282.75,,,,,,False
2026_04_24,1777034249,LONG,27238.5,4.75,19.0,1777034514,27258.0,,,,,,False
2026_04_24,1777034549,SHORT,27260.0,4.75,19.0,1777034659,27238.0,,,,,,False
2026_04_24,1777035269,LONG,27204.75,4.75,19.0,1777035329,27223.75,,,,,,False
2026_04_24,1777036829,SHORT,27265.5,4.75,19.0,1777037019,27246.0,,,,,,False
2026_04_24,1777037429,LONG,27183.0,4.75,19.0,1777037479,27208.5,,,,,,False
2026_04_24,1777037669,SHORT,27240.5,4.75,19.0,1777037699,27220.5,,,,,,False
2026_04_24,1777037909,LONG,27205.0,4.75,19.0,1777037914,27224.75,,,,,,False
2026_04_24,1777038149,SHORT,27257.75,4.75,19.0,1777038179,27237.75,,,,,,False
2026_04_24,1777038449,LONG,27208.0,4.75,19.0,1777038499,27230.25,,,,,,False
2026_04_24,1777038629,SHORT,27238.75,4.75,19.0,1777038659,27219.75,,,,,,False
2026_04_24,1777038989,LONG,27132.0,4.75,19.0,1777039019,27155.0,,,,,,False
2026_04_24,1777039289,SHORT,27219.5,4.75,19.0,1777039309,27196.5,,,,,,False
2026_04_24,1777039469,LONG,27158.75,4.75,19.0,1777039479,27187.5,,,,,,False
2026_04_24,1777040009,SHORT,27265.0,4.75,19.0,1777040029,27245.25,,,,,,False
2026_04_24,1777040489,LONG,27218.75,4.75,19.0,1777040544,27238.5,,,,,,False
2026_04_24,1777040669,SHORT,27240.5,4.75,19.0,1777040749,27220.0,,,,,,False
2026_04_24,1777041209,LONG,27174.5,4.75,19.0,1777041264,27193.75,,,,,,False
2026_04_24,1777041989,SHORT,27278.0,4.75,19.0,1777042044,27257.75,,,,,,False
2026_04_24,1777042289,LONG,27249.75,4.75,19.0,1777042304,27268.75,,,,,,False
2026_04_24,1777043729,SHORT,27320.75,4.75,19.0,1777044004,27299.0,,,,,,False
2026_04_24,1777044029,LONG,27297.0,4.75,19.0,1777044124,27317.0,,,,,,False
2026_04_24,1777044209,SHORT,27331.75,4.75,19.0,1777044349,27310.75,,,,,,False
2026_04_24,1777044389,LONG,27307.25,4.75,19.0,1777044524,27326.25,,,,,,False
2026_04_24,1777044689,SHORT,27343.5,4.75,19.0,1777044909,27323.5,,,,,,False
2026_04_24,1777045169,LONG,27308.75,4.75,19.0,1777045294,27329.75,,,,,,False
2026_04_24,1777045529,SHORT,27410.0,4.75,19.0,1777045534,27370.0,,,,,,False
2026_04_24,1777045709,LONG,27365.25,4.75,19.0,1777045804,27385.0,,,,,,False
2026_04_24,1777045949,SHORT,27409.0,4.75,19.0,1777046034,27390.0,,,,,,False
2026_04_24,1777046609,LONG,27373.75,4.75,19.0,1777046684,27394.5,,,,,,False
