day,pivot_ts,pivot_dir_new,pivot_price,atr_pts,r_price,r_trigger_ts,r_trigger_price,imminent_ts,imminent_price,edge_pts,edge_usd,leadtime_s,imminent_before_rtrig
2026_04_15,1776305849,LONG,26440.5,4.25,17.0,1776307404,26457.5,,,,,,False
2026_04_15,1776307409,SHORT,26458.75,4.25,17.0,1776308014,26441.0,,,,,,False
2026_04_15,1776308039,LONG,26441.0,4.25,17.0,1776308704,26458.0,,,,,,False
2026_04_15,1776308729,SHORT,26460.5,4.25,17.0,1776310374,26443.25,,,,,,False
2026_04_15,1776316229,LONG,26417.0,4.25,17.0,1776316774,26434.0,,,,,,False
2026_04_15,1776320249,SHORT,26484.0,4.25,17.0,1776320424,26467.0,,,,,,False
2026_04_15,1776320429,LONG,26465.0,4.25,17.0,1776321069,26482.5,,,,,,False
2026_04_15,1776321089,SHORT,26483.25,4.25,17.0,1776321609,26465.25,,,,,,False
2026_04_15,1776321629,LONG,26465.25,4.25,17.0,1776322164,26482.75,,,,,,False
2026_04_16,1776322859,SHORT,26477.75,4.5,18.0,1776323264,26459.75,,,,,,False
2026_04_16,1776323549,LONG,26457.25,4.5,18.0,1776324169,26476.25,,,,,,False
2026_04_16,1776325229,SHORT,26485.5,4.5,18.0,1776325844,26467.25,,,,,,False
2026_04_16,1776328589,LONG,26412.25,4.5,18.0,1776329074,26431.25,,,,,,False
2026_04_16,1776330809,SHORT,26457.75,4.5,18.0,1776332894,26439.0,,,,,,False
2026_04_16,1776332969,LONG,26435.75,4.5,18.0,1776333519,26453.75,,,,,,False
2026_04_16,1776333929,SHORT,26464.5,4.5,18.0,1776334599,26446.0,,,,,,False
2026_04_16,1776336449,LONG,26365.75,4.5,18.0,1776336554,26386.0,,,,,,False
2026_04_16,1776337889,SHORT,26422.25,4.5,18.0,1776338584,26404.25,,,,,,False
2026_04_16,1776338849,LONG,26383.75,4.5,18.0,1776339009,26402.25,,,,,,False
2026_04_16,1776339269,SHORT,26420.0,4.5,18.0,1776339754,26401.25,,,,,,False
2026_04_16,1776339749,LONG,26401.25,4.5,18.0,1776340224,26423.75,,,,,,False
2026_04_16,1776340949,SHORT,26429.5,4.5,18.0,1776341259,26409.0,,,,,,False
2026_04_16,1776341309,LONG,26407.5,4.5,18.0,1776342574,26425.75,,,,,,False
2026_04_16,1776342869,SHORT,26429.25,4.5,18.0,1776343134,26411.25,,,,,,False
2026_04_16,1776344069,LONG,26394.25,4.5,18.0,1776344484,26413.25,,,,,,False
2026_04_16,1776344909,SHORT,26427.5,4.5,18.0,1776345174,26409.5,,,,,,False
2026_04_16,1776345809,LONG,26400.75,4.5,18.0,1776345954,26418.75,,,,,,False
2026_04_16,1776346229,SHORT,26440.75,4.5,18.0,1776346234,26401.25,,,,,,False
2026_04_16,1776346649,LONG,26359.25,4.5,18.0,1776346674,26386.25,1776346379.0,26391.0,-4.75,-9.5,295.0,True
2026_04_16,1776346829,SHORT,26400.0,4.5,18.0,1776346909,26353.5,1776346679.0,26389.5,36.0,72.0,230.0,True
2026_04_16,1776347729,LONG,26277.75,4.5,18.0,1776347759,26305.75,1776346859.0,26400.0,-94.25,-188.5,900.0,True
2026_04_16,1776348749,SHORT,26381.25,4.5,18.0,1776348844,26358.5,1776347759.0,26305.75,-52.75,-105.5,1085.0,True
2026_04_16,1776349409,LONG,26313.0,4.5,18.0,1776349479,26331.75,1776348779.0,26374.75,-43.0,-86.0,700.0,True
2026_04_16,1776350249,SHORT,26385.75,4.5,18.0,1776350449,26363.75,1776349979.0,26358.0,-5.75,-11.5,470.0,True
2026_04_16,1776350429,LONG,26363.75,4.5,18.0,1776350594,26382.25,,,,,,False
2026_04_16,1776351089,SHORT,26420.25,4.5,18.0,1776351154,26398.75,,,,,,False
2026_04_16,1776351389,LONG,26387.0,4.5,18.0,1776351424,26405.75,,,,,,False
2026_04_16,1776352529,SHORT,26492.75,4.5,18.0,1776352764,26474.0,,,,,,False
2026_04_16,1776352769,LONG,26470.5,4.5,18.0,1776352924,26490.25,,,,,,False
2026_04_16,1776353309,SHORT,26503.25,4.5,18.0,1776353369,26464.75,,,,,,False
2026_04_16,1776353549,LONG,26468.25,4.5,18.0,1776353674,26486.25,,,,,,False
2026_04_16,1776353849,SHORT,26539.25,4.5,18.0,1776353884,26517.25,,,,,,False
2026_04_16,1776354149,LONG,26480.25,4.5,18.0,1776354209,26499.75,,,,,,False
2026_04_16,1776354389,SHORT,26506.5,4.5,18.0,1776354514,26488.0,,,,,,False
2026_04_16,1776354569,LONG,26474.5,4.5,18.0,1776354639,26493.0,1776354599.0,26483.75,9.25,18.5,40.0,True
2026_04_16,1776355229,SHORT,26546.5,4.5,18.0,1776355599,26528.25,1776354599.0,26483.75,-44.5,-89.0,1000.0,True
2026_04_16,1776355589,LONG,26528.25,4.5,18.0,1776355914,26547.0,,,,,,False
2026_04_16,1776356369,SHORT,26562.0,4.5,18.0,1776356489,26543.75,1776356339.0,26559.0,15.25,30.5,150.0,True
2026_04_16,1776357209,LONG,26436.75,4.5,18.0,1776357214,26478.75,1776356639.0,26525.25,-46.5,-93.0,575.0,True
2026_04_16,1776357629,SHORT,26514.75,4.5,18.0,1776357704,26493.0,1776357239.0,26442.5,-50.5,-101.0,465.0,True
2026_04_16,1776357809,LONG,26483.5,4.5,18.0,1776357919,26503.0,1776357659.0,26510.25,-7.25,-14.5,260.0,True
2026_04_16,1776358289,SHORT,26518.0,4.5,18.0,1776358364,26495.5,1776357839.0,26487.0,-8.5,-17.0,525.0,True
2026_04_16,1776359189,LONG,26445.25,4.5,18.0,1776359304,26463.75,1776358439.0,26489.25,-25.5,-51.0,865.0,True
2026_04_16,1776359429,SHORT,26476.25,4.5,18.0,1776359654,26456.25,,,,,,False
2026_04_16,1776359729,LONG,26433.75,4.5,18.0,1776360204,26455.25,1776359759.0,26438.0,17.25,34.5,445.0,True
2026_04_16,1776360749,SHORT,26496.0,4.5,18.0,1776360894,26478.0,1776359759.0,26438.0,-40.0,-80.0,1135.0,True
2026_04_16,1776361109,LONG,26465.0,4.5,18.0,1776361169,26483.5,,,,,,False
2026_04_16,1776361709,SHORT,26509.25,4.5,18.0,1776361924,26491.0,,,,,,False
2026_04_16,1776362309,LONG,26438.25,4.5,18.0,1776362349,26458.0,,,,,,False
2026_04_16,1776362549,SHORT,26468.75,4.5,18.0,1776362614,26450.75,,,,,,False
2026_04_16,1776363089,LONG,26394.0,4.5,18.0,1776363134,26414.0,1776362879.0,26421.25,-7.25,-14.5,255.0,True
2026_04_16,1776363329,SHORT,26424.75,4.5,18.0,1776363389,26406.75,1776363119.0,26407.5,0.75,1.5,270.0,True
2026_04_16,1776364109,LONG,26357.25,4.5,18.0,1776364209,26380.25,,,,,,False
2026_04_16,1776365249,SHORT,26451.25,4.5,18.0,1776365364,26433.0,,,,,,False
2026_04_16,1776365789,LONG,26419.5,4.5,18.0,1776365999,26438.0,,,,,,False
2026_04_16,1776366149,SHORT,26465.5,4.5,18.0,1776366419,26444.75,,,,,,False
2026_04_16,1776366749,LONG,26434.75,4.5,18.0,1776366924,26453.0,,,,,,False
2026_04_16,1776367169,SHORT,26460.0,4.5,18.0,1776367814,26440.5,,,,,,False
2026_04_16,1776367829,LONG,26440.5,4.5,18.0,1776367929,26462.25,,,,,,False
2026_04_16,1776369569,SHORT,26498.25,4.5,18.0,1776369609,26479.0,,,,,,False
2026_04_16,1776370049,LONG,26441.0,4.5,18.0,1776370354,26460.0,,,,,,False
2026_04_16,1776382829,SHORT,26488.0,4.5,18.0,1776384324,26466.25,,,,,,False
2026_04_16,1776384929,LONG,26456.75,4.5,18.0,1776385144,26476.25,,,,,,False
2026_04_16,1776388889,SHORT,26497.0,4.5,18.0,1776391689,26479.0,,,,,,False
2026_04_16,1776392729,LONG,26455.75,4.5,18.0,1776393114,26473.75,,,,,,False
2026_04_16,1776393629,SHORT,26475.75,4.5,18.0,1776395269,26457.75,,,,,,False
2026_04_16,1776397109,LONG,26449.75,4.5,18.0,1776398814,26468.5,,,,,,False
2026_04_16,1776400169,SHORT,26481.25,4.5,18.0,1776401854,26462.75,,,,,,False
2026_04_16,1776402269,LONG,26443.5,4.5,18.0,1776404274,26461.5,,,,,,False
2026_04_16,1776406049,SHORT,26479.5,4.5,18.0,1776407199,26461.25,,,,,,False
2026_04_17,1776409259,LONG,26462.0,4.125,16.5,1776409624,26485.5,,,,,,False
2026_04_17,1776410009,SHORT,26486.0,4.125,16.5,1776410464,26467.25,,,,,,False
2026_04_17,1776410489,LONG,26464.0,4.125,16.5,1776411289,26481.0,,,,,,False
2026_04_17,1776413069,SHORT,26493.75,4.125,16.5,1776413594,26477.25,,,,,,False
2026_04_17,1776413609,LONG,26477.25,4.125,16.5,1776414034,26495.75,,,,,,False
2026_04_17,1776416909,SHORT,26526.0,4.125,16.5,1776417504,26508.25,,,,,,False
2026_04_17,1776417569,LONG,26507.25,4.125,16.5,1776418104,26524.0,,,,,,False
2026_04_17,1776418169,SHORT,26527.25,4.125,16.5,1776418364,26510.75,,,,,,False
2026_04_17,1776418409,LONG,26509.0,4.125,16.5,1776419489,26525.75,,,,,,False
2026_04_17,1776420809,SHORT,26545.75,4.125,16.5,1776421149,26529.25,,,,,,False
2026_04_17,1776422549,LONG,26506.5,4.125,16.5,1776423084,26523.0,,,,,,False
2026_04_17,1776428009,SHORT,26595.0,4.125,16.5,1776428534,26577.25,,,,,,False
2026_04_17,1776428609,LONG,26570.25,4.125,16.5,1776428694,26590.0,,,,,,False
2026_04_17,1776429029,SHORT,26644.75,4.125,16.5,1776429164,26628.25,,,,,,False
2026_04_17,1776429929,LONG,26603.75,4.125,16.5,1776429959,26633.75,,,,,,False
2026_04_17,1776430229,SHORT,26730.75,4.125,16.5,1776430264,26712.75,,,,,,False
2026_04_17,1776430589,LONG,26705.0,4.125,16.5,1776430719,26722.0,,,,,,False
2026_04_17,1776430769,SHORT,26744.25,4.125,16.5,1776430819,26727.75,,,,,,False
2026_04_17,1776431009,LONG,26702.5,4.125,16.5,1776431054,26720.0,,,,,,False
2026_04_17,1776431489,SHORT,26806.5,4.125,16.5,1776431559,26790.0,,,,,,False
2026_04_17,1776432809,LONG,26634.5,4.125,16.5,1776432849,26658.25,1776432479.0,26686.25,-28.0,-56.0,370.0,True
2026_04_17,1776433049,SHORT,26716.25,4.125,16.5,1776433094,26692.5,1776432839.0,26639.5,-53.0,-106.0,255.0,True
2026_04_17,1776433409,LONG,26682.5,4.125,16.5,1776433419,26700.25,1776433079.0,26713.75,-13.5,-27.0,340.0,True
2026_04_17,1776433589,SHORT,26712.25,4.125,16.5,1776433614,26678.5,1776433439.0,26698.5,20.0,40.0,175.0,True
2026_04_17,1776433769,LONG,26685.0,4.125,16.5,1776433809,26702.5,1776433679.0,26659.5,43.0,86.0,130.0,True
2026_04_17,1776433949,SHORT,26730.0,4.125,16.5,1776434049,26709.0,1776433799.0,26698.75,-10.25,-20.5,250.0,True
2026_04_17,1776434189,LONG,26691.75,4.125,16.5,1776434214,26710.5,1776433979.0,26723.25,-12.75,-25.5,235.0,True
2026_04_17,1776435029,SHORT,26775.25,4.125,16.5,1776435094,26758.75,1776434219.0,26704.5,-54.25,-108.5,875.0,True
2026_04_17,1776436049,LONG,26724.25,4.125,16.5,1776436099,26740.75,1776435659.0,26741.25,-0.5,-1.0,440.0,True
2026_04_17,1776437429,SHORT,26854.5,4.125,16.5,1776437449,26834.75,1776436439.0,26795.5,-39.25,-78.5,1010.0,True
2026_04_17,1776437729,LONG,26804.5,4.125,16.5,1776437734,26821.5,,,,,,False
2026_04_17,1776438449,SHORT,26854.75,4.125,16.5,1776438664,26835.75,,,,,,False
2026_04_17,1776438869,LONG,26815.5,4.125,16.5,1776438924,26837.75,,,,,,False
2026_04_17,1776439049,SHORT,26847.25,4.125,16.5,1776439119,26830.75,,,,,,False
2026_04_17,1776439229,LONG,26808.75,4.125,16.5,1776439299,26828.0,,,,,,False
2026_04_17,1776440189,SHORT,26876.25,4.125,16.5,1776440264,26851.75,,,,,,False
2026_04_17,1776440669,LONG,26817.5,4.125,16.5,1776440754,26834.25,,,,,,False
2026_04_17,1776441089,SHORT,26851.5,4.125,16.5,1776441169,26833.75,,,,,,False
2026_04_17,1776441629,LONG,26792.25,4.125,16.5,1776441684,26811.5,,,,,,False
2026_04_17,1776442109,SHORT,26862.0,4.125,16.5,1776442164,26845.5,,,,,,False
2026_04_17,1776442649,LONG,26824.25,4.125,16.5,1776442729,26845.0,,,,,,False
2026_04_17,1776443849,SHORT,26881.0,4.125,16.5,1776444119,26863.0,,,,,,False
2026_04_17,1776444149,LONG,26861.25,4.125,16.5,1776444329,26877.75,,,,,,False
2026_04_17,1776444389,SHORT,26881.5,4.125,16.5,1776444784,26864.25,,,,,,False
2026_04_17,1776445049,LONG,26854.75,4.125,16.5,1776445384,26872.5,,,,,,False
2026_04_17,1776445469,SHORT,26876.25,4.125,16.5,1776445699,26858.75,,,,,,False
2026_04_17,1776445709,LONG,26823.25,4.125,16.5,1776445714,26856.25,,,,,,False
2026_04_17,1776446129,SHORT,26846.5,4.125,16.5,1776446264,26829.25,,,,,,False
2026_04_17,1776446489,LONG,26782.25,4.125,16.5,1776446534,26799.25,,,,,,False
2026_04_17,1776446669,SHORT,26817.75,4.125,16.5,1776446674,26761.0,,,,,,False
2026_04_17,1776446849,LONG,26756.75,4.125,16.5,1776446854,26773.25,,,,,,False
2026_04_17,1776447089,SHORT,26794.5,4.125,16.5,1776447124,26775.75,,,,,,False
2026_04_17,1776447389,LONG,26761.25,4.125,16.5,1776447429,26780.75,,,,,,False
2026_04_17,1776448049,SHORT,26827.0,4.125,16.5,1776448729,26810.0,,,,,,False
2026_04_17,1776449669,LONG,26761.5,4.125,16.5,1776449739,26778.0,,,,,,False
2026_04_17,1776449909,SHORT,26791.0,4.125,16.5,1776449994,26772.5,,,,,,False
2026_04_17,1776450149,LONG,26757.25,4.125,16.5,1776450224,26777.0,,,,,,False
2026_04_17,1776450389,SHORT,26809.25,4.125,16.5,1776450489,26790.75,,,,,,False
2026_04_17,1776450569,LONG,26782.75,4.125,16.5,1776450644,26799.5,,,,,,False
2026_04_17,1776451109,SHORT,26814.25,4.125,16.5,1776451339,26795.5,,,,,,False
2026_04_17,1776451409,LONG,26790.25,4.125,16.5,1776451499,26806.75,,,,,,False
2026_04_17,1776451649,SHORT,26812.75,4.125,16.5,1776451809,26796.0,,,,,,False
2026_04_17,1776452069,LONG,26773.0,4.125,16.5,1776452159,26790.75,,,,,,False
2026_04_17,1776452309,SHORT,26796.5,4.125,16.5,1776452754,26774.5,,,,,,False
2026_04_17,1776453269,LONG,26758.75,4.125,16.5,1776453324,26777.5,,,,,,False
2026_04_17,1776453929,SHORT,26792.75,4.125,16.5,1776454149,26775.5,,,,,,False
2026_04_17,1776454169,LONG,26775.5,4.125,16.5,1776454269,26793.5,,,,,,False
2026_04_17,1776454469,SHORT,26809.75,4.125,16.5,1776454624,26792.5,,,,,,False
2026_04_17,1776454649,LONG,26792.25,4.125,16.5,1776454709,26809.25,,,,,,False
2026_04_17,1776454949,SHORT,26827.75,4.125,16.5,1776455149,26811.25,,,,,,False
2026_04_17,1776455609,LONG,26792.5,4.125,16.5,1776455659,26810.5,,,,,,False
2026_04_17,1776456989,SHORT,26844.75,4.125,16.5,1776457259,26827.25,,,,,,False
2026_04_17,1776457289,LONG,26816.75,4.125,16.5,1776458239,26833.75,,,,,,False
2026_04_19,1776636059,LONG,26541.25,6.375,25.5,1776636104,26566.75,,,,,,False
2026_04_19,1776636629,SHORT,26648.5,6.375,25.5,1776636769,26618.0,,,,,,False
2026_04_19,1776636929,LONG,26608.25,6.375,25.5,1776637324,26633.75,,,,,,False
2026_04_19,1776640229,SHORT,26682.0,6.375,25.5,1776640419,26654.75,,,,,,False
2026_04_19,1776642329,LONG,26637.75,6.375,25.5,1776642789,26664.5,,,,,,False
2026_04_19,1776642809,SHORT,26664.5,6.375,25.5,1776643229,26638.0,,,,,,False
2026_04_19,1776643649,LONG,26617.25,6.375,25.5,1776644159,26643.75,,,,,,False
2026_04_19,1776650189,SHORT,26714.0,6.375,25.5,1776653269,26688.0,,,,,,False
2026_04_19,1776663869,LONG,26614.75,6.375,25.5,1776664809,26640.5,,,,,,False
2026_04_20,1776668459,LONG,26699.75,4.125,16.5,1776669699,26717.25,,,,,,False
2026_04_20,1776669749,SHORT,26719.5,4.125,16.5,1776669884,26703.0,,,,,,False
2026_04_20,1776670229,LONG,26651.0,4.125,16.5,1776670239,26670.75,,,,,,False
2026_04_20,1776670529,SHORT,26677.0,4.125,16.5,1776670579,26657.25,,,,,,False
2026_04_20,1776671189,LONG,26651.75,4.125,16.5,1776671954,26668.25,,,,,,False
2026_04_20,1776672029,SHORT,26672.75,4.125,16.5,1776672144,26653.75,,,,,,False
2026_04_20,1776672449,LONG,26620.25,4.125,16.5,1776672654,26637.25,,,,,,False
2026_04_20,1776675989,SHORT,26718.0,4.125,16.5,1776676149,26700.5,,,,,,False
2026_04_20,1776676709,LONG,26686.5,4.125,16.5,1776676914,26705.0,,,,,,False
2026_04_20,1776677489,SHORT,26711.5,4.125,16.5,1776678759,26695.0,,,,,,False
2026_04_20,1776679229,LONG,26692.0,4.125,16.5,1776679509,26708.75,,,,,,False
2026_04_20,1776679829,SHORT,26727.5,4.125,16.5,1776680674,26710.75,,,,,,False
2026_04_20,1776683069,LONG,26682.25,4.125,16.5,1776683294,26699.75,,,,,,False
2026_04_20,1776683729,SHORT,26708.5,4.125,16.5,1776684069,26691.0,,,,,,False
2026_04_20,1776684629,LONG,26683.0,4.125,16.5,1776684769,26701.75,,,,,,False
2026_04_20,1776685649,SHORT,26721.5,4.125,16.5,1776685999,26704.75,,,,,,False
2026_04_20,1776686129,LONG,26701.0,4.125,16.5,1776686664,26722.0,,,,,,False
2026_04_20,1776686669,SHORT,26722.0,4.125,16.5,1776687344,26704.0,,,,,,False
2026_04_20,1776687329,LONG,26703.5,4.125,16.5,1776687424,26720.0,,,,,,False
2026_04_20,1776689489,SHORT,26774.5,4.125,16.5,1776689554,26757.25,,,,,,False
2026_04_20,1776689789,LONG,26746.0,4.125,16.5,1776690184,26763.25,,,,,,False
2026_04_20,1776690509,SHORT,26802.5,4.125,16.5,1776690514,26740.25,,,,,,False
2026_04_20,1776691229,LONG,26763.5,4.125,16.5,1776691379,26786.25,,,,,,False
2026_04_20,1776691829,SHORT,26818.75,4.125,16.5,1776691859,26800.0,,,,,,False
2026_04_20,1776692009,LONG,26783.0,4.125,16.5,1776692074,26802.25,,,,,,False
2026_04_20,1776692249,SHORT,26807.5,4.125,16.5,1776692259,26788.0,,,,,,False
2026_04_20,1776692429,LONG,26736.25,4.125,16.5,1776692479,26760.75,,,,,,False
2026_04_20,1776692909,SHORT,26766.0,4.125,16.5,1776692919,26745.75,,,,,,False
2026_04_20,1776693089,LONG,26731.5,4.125,16.5,1776693134,26749.0,,,,,,False
2026_04_20,1776693389,SHORT,26803.25,4.125,16.5,1776693519,26786.0,,,,,,False
2026_04_20,1776693809,LONG,26742.75,4.125,16.5,1776693829,26761.0,,,,,,False
2026_04_20,1776694409,SHORT,26780.5,4.125,16.5,1776694419,26763.0,,,,,,False
2026_04_20,1776694769,LONG,26719.75,4.125,16.5,1776694809,26746.0,1776694739.0,26721.75,24.25,48.5,70.0,True
2026_04_20,1776695189,SHORT,26772.25,4.125,16.5,1776695259,26754.5,1776694799.0,26733.5,-21.0,-42.0,460.0,True
2026_04_20,1776695669,LONG,26712.5,4.125,16.5,1776695694,26729.5,,,,,,False
2026_04_20,1776695969,SHORT,26739.5,4.125,16.5,1776696024,26722.75,,,,,,False
2026_04_20,1776696389,LONG,26686.5,4.125,16.5,1776696424,26703.25,,,,,,False
2026_04_20,1776696629,SHORT,26719.25,4.125,16.5,1776696634,26698.0,,,,,,False
2026_04_20,1776697649,LONG,26569.75,4.125,16.5,1776697709,26586.75,1776697199.0,26637.75,-51.0,-102.0,510.0,True
2026_04_20,1776697889,SHORT,26635.25,4.125,16.5,1776697934,26613.75,1776697679.0,26574.25,-39.5,-79.0,255.0,True
2026_04_20,1776698189,LONG,26608.5,4.125,16.5,1776698289,26625.75,1776698039.0,26607.0,18.75,37.5,250.0,True
2026_04_20,1776698969,SHORT,26702.75,4.125,16.5,1776698974,26678.25,1776698219.0,26614.25,-64.0,-128.0,755.0,True
2026_04_20,1776699449,LONG,26649.0,4.125,16.5,1776699514,26665.5,1776698999.0,26702.75,-37.25,-74.5,515.0,True
2026_04_20,1776699689,SHORT,26684.75,4.125,16.5,1776699769,26667.5,1776699479.0,26660.0,-7.5,-15.0,290.0,True
2026_04_20,1776699929,LONG,26646.25,4.125,16.5,1776699999,26664.0,1776699719.0,26679.5,-15.5,-31.0,280.0,True
2026_04_20,1776700109,SHORT,26671.5,4.125,16.5,1776700179,26654.0,1776699959.0,26654.25,0.25,0.5,220.0,True
2026_04_20,1776700289,LONG,26635.75,4.125,16.5,1776700419,26652.75,1776700199.0,26654.75,-2.0,-4.0,220.0,True
2026_04_20,1776700829,SHORT,26666.0,4.125,16.5,1776700884,26647.75,1776700319.0,26642.75,-5.0,-10.0,565.0,True
2026_04_20,1776701069,LONG,26640.25,4.125,16.5,1776701144,26659.0,1776701039.0,26644.75,14.25,28.5,105.0,True
2026_04_20,1776701609,SHORT,26682.0,4.125,16.5,1776701779,26665.5,1776701399.0,26665.5,0.0,0.0,380.0,True
2026_04_20,1776701849,LONG,26651.75,4.125,16.5,1776701944,26668.75,,,,,,False
2026_04_20,1776702089,SHORT,26686.75,4.125,16.5,1776702184,26669.5,,,,,,False
2026_04_20,1776702389,LONG,26666.75,4.125,16.5,1776702624,26684.0,,,,,,False
2026_04_20,1776702869,SHORT,26696.0,4.125,16.5,1776703024,26677.25,,,,,,False
2026_04_20,1776703109,LONG,26668.75,4.125,16.5,1776703269,26685.25,,,,,,False
2026_04_20,1776703289,SHORT,26694.5,4.125,16.5,1776703854,26674.0,,,,,,False
2026_04_20,1776704549,LONG,26662.5,4.125,16.5,1776704579,26683.5,,,,,,False
2026_04_20,1776705869,SHORT,26716.5,4.125,16.5,1776706174,26699.5,,,,,,False
2026_04_20,1776706349,LONG,26686.0,4.125,16.5,1776706629,26703.75,,,,,,False
2026_04_20,1776707669,SHORT,26726.5,4.125,16.5,1776707824,26709.75,,,,,,False
2026_04_20,1776708149,LONG,26703.75,4.125,16.5,1776708359,26721.0,,,,,,False
2026_04_20,1776709649,SHORT,26741.75,4.125,16.5,1776709924,26722.5,,,,,,False
2026_04_20,1776710429,LONG,26710.5,4.125,16.5,1776710559,26727.25,,,,,,False
2026_04_20,1776711329,SHORT,26747.0,4.125,16.5,1776711544,26729.75,,,,,,False
2026_04_20,1776714749,LONG,26709.75,4.125,16.5,1776714854,26730.75,,,,,,False
2026_04_20,1776715409,SHORT,26752.0,4.125,16.5,1776716139,26735.5,,,,,,False
2026_04_20,1776717029,LONG,26734.5,4.125,16.5,1776717119,26751.75,,,,,,False
2026_04_20,1776717449,SHORT,26806.25,4.125,16.5,1776717844,26788.5,,,,,,False
2026_04_20,1776722459,LONG,26761.0,4.125,16.5,1776722464,26782.5,,,,,,False
2026_04_20,1776722789,SHORT,26817.25,4.125,16.5,1776723494,26799.5,,,,,,False
2026_04_20,1776724229,LONG,26795.0,4.125,16.5,1776725439,26811.5,,,,,,False
2026_04_20,1776725669,SHORT,26813.25,4.125,16.5,1776727424,26795.0,,,,,,False
2026_04_20,1776729389,LONG,26792.5,4.125,16.5,1776729944,26810.0,,,,,,False
2026_04_20,1776730229,SHORT,26818.5,4.125,16.5,1776731164,26799.75,,,,,,False
2026_04_20,1776731969,LONG,26786.0,4.125,16.5,1776732169,26802.75,,,,,,False
2026_04_20,1776732449,SHORT,26834.0,4.125,16.5,1776732454,26814.25,,,,,,False
2026_04_20,1776734129,LONG,26812.25,4.125,16.5,1776734969,26829.25,,,,,,False
2026_04_20,1776735029,SHORT,26837.0,4.125,16.5,1776735794,26820.5,,,,,,False
2026_04_20,1776741809,LONG,26793.0,4.125,16.5,1776743389,26809.5,,,,,,False
2026_04_20,1776749309,SHORT,26843.25,4.125,16.5,1776750309,26826.5,,,,,,False
2026_04_20,1776750749,LONG,26820.25,4.125,16.5,1776751644,26837.25,,,,,,False
2026_04_21,1776754859,SHORT,26845.75,3.75,15.0,1776754959,26829.5,,,,,,False
2026_04_21,1776756929,LONG,26806.25,3.75,15.0,1776757384,26823.25,,,,,,False
2026_04_21,1776757829,SHORT,26837.5,3.75,15.0,1776757994,26822.25,,,,,,False
2026_04_21,1776758849,LONG,26799.75,3.75,15.0,1776759694,26815.75,,,,,,False
2026_04_21,1776761309,SHORT,26854.0,3.75,15.0,1776761774,26839.0,,,,,,False
2026_04_21,1776762509,LONG,26806.25,3.75,15.0,1776763079,26821.25,,,,,,False
2026_04_21,1776766169,SHORT,26859.0,3.75,15.0,1776767209,26844.0,,,,,,False
2026_04_21,1776767249,LONG,26841.75,3.75,15.0,1776767834,26857.0,,,,,,False
2026_04_21,1776768989,SHORT,26882.25,3.75,15.0,1776769769,26856.5,,,,,,False
2026_04_21,1776770129,LONG,26850.5,3.75,15.0,1776770424,26865.75,,,,,,False
2026_04_21,1776771629,SHORT,26899.5,3.75,15.0,1776771879,26883.5,,,,,,False
2026_04_21,1776773069,LONG,26862.0,3.75,15.0,1776773374,26877.0,,,,,,False
2026_04_21,1776773369,SHORT,26879.75,3.75,15.0,1776773504,26863.75,,,,,,False
2026_04_21,1776774029,LONG,26829.0,3.75,15.0,1776774114,26844.25,,,,,,False
2026_04_21,1776774869,SHORT,26871.75,3.75,15.0,1776775069,26852.5,,,,,,False
2026_04_21,1776775109,LONG,26825.75,3.75,15.0,1776775314,26841.0,,,,,,False
2026_04_21,1776775349,SHORT,26843.0,3.75,15.0,1776775399,26827.75,,,,,,False
2026_04_21,1776776909,LONG,26802.25,3.75,15.0,1776777079,26817.5,,,,,,False
2026_04_21,1776777389,SHORT,26817.25,3.75,15.0,1776777874,26801.75,,,,,,False
2026_04_21,1776777869,LONG,26800.75,3.75,15.0,1776777944,26816.75,,,,,,False
2026_04_21,1776778229,SHORT,26838.0,3.75,15.0,1776778234,26787.25,,,,,,False
2026_04_21,1776778529,LONG,26730.75,3.75,15.0,1776778559,26748.0,,,,,,False
2026_04_21,1776778709,SHORT,26756.0,3.75,15.0,1776778744,26739.0,,,,,,False
2026_04_21,1776778889,LONG,26740.25,3.75,15.0,1776778964,26757.0,1776778859.0,26753.5,3.5,7.0,105.0,True
2026_04_21,1776779309,SHORT,26787.5,3.75,15.0,1776779384,26772.5,1776778919.0,26746.0,-26.5,-53.0,465.0,True
2026_04_21,1776779489,LONG,26770.75,3.75,15.0,1776779559,26789.25,,,,,,False
2026_04_21,1776780029,SHORT,26853.0,3.75,15.0,1776780139,26837.5,1776780059.0,26844.75,7.25,14.5,80.0,True
2026_04_21,1776780269,LONG,26822.5,3.75,15.0,1776780344,26841.25,1776780059.0,26844.75,-3.5,-7.0,285.0,True
2026_04_21,1776780689,SHORT,26876.5,3.75,15.0,1776780794,26857.25,1776780299.0,26826.75,-30.5,-61.0,495.0,True
2026_04_21,1776780869,LONG,26854.5,3.75,15.0,1776780944,26870.5,1776780719.0,26873.75,-3.25,-6.5,225.0,True
2026_04_21,1776781049,SHORT,26875.25,3.75,15.0,1776781124,26860.25,,,,,,False
2026_04_21,1776781469,LONG,26815.5,3.75,15.0,1776781479,26831.0,,,,,,False
2026_04_21,1776781829,SHORT,26853.5,3.75,15.0,1776781949,26837.5,,,,,,False
2026_04_21,1776783089,LONG,26779.25,3.75,15.0,1776783164,26796.25,1776782819.0,26805.75,-9.5,-19.0,345.0,True
