entry_ts,entry_price,leg_dir,r_price,actual_peak_price,leg_end_ts,baseline_exit_ts,baseline_exit_price,baseline_exit_idx,composite_exit_ts,composite_exit_price,composite_exit_idx,composite_exit_zone,edge_pts,edge_usd,day,atr_pts
1773990119,24495.833333333332,LONG,33.0,24614.5,1773994529,1773994529,24614.25,882,1773990149,24487.0,6,AT_PIVOT,-127.25,-254.5,2026_03_20,8.25
1773994529,24614.5,SHORT,33.0,24558.0,1773995429,1773995429,24560.0,180,1773995369,24575.5,168,IMMINENT,-15.5,-31.0,2026_03_20,8.25
1773995429,24558.0,LONG,33.0,24602.25,1773995729,1773995729,24594.75,60,1773995594,24563.0,33,WATCH,-31.75,-63.5,2026_03_20,8.25
1773995729,24602.5,SHORT,33.0,24545.5,1773997529,1773997529,24549.5,360,1773997309,24564.0,316,NEAR_3m,-14.5,-29.0,2026_03_20,8.25
1773997529,24540.5,LONG,33.0,24584.25,1773997829,1773997829,24577.75,60,1773997554,24541.75,5,NEAR_PIVOT,-36.0,-72.0,2026_03_20,8.25
1773997829,24584.25,SHORT,33.0,24323.75,1774001429,1774001429,24323.75,720,1773997899,24576.75,14,NEAR_PIVOT,-253.0,-506.0,2026_03_20,8.25
1774001429,24321.25,LONG,33.0,24429.5,1774003349,1774003349,24425.5,384,1774001599,24347.0,34,NEAR_PIVOT,-78.5,-157.0,2026_03_20,8.25
1774003349,24429.5,SHORT,33.0,24402.5,1774003889,1774003889,24404.0,108,1774003379,24427.75,6,NEAR_PIVOT,-23.75,-47.5,2026_03_20,8.25
1774003889,24396.25,LONG,33.0,24466.5,1774005749,1774005749,24463.75,372,1774004059,24404.75,34,NEAR_PIVOT,-59.0,-118.0,2026_03_20,8.25
1774005749,24466.5,SHORT,33.0,24412.75,1774007489,1774007489,24412.75,348,1774005954,24454.0,41,NEAR_PIVOT,-41.25,-82.5,2026_03_20,8.25
1774007489,24410.5,LONG,33.0,24458.5,1774008029,1774008029,24456.0,108,1774007569,24416.25,16,NEAR_PIVOT,-39.75,-79.5,2026_03_20,8.25
1774008029,24465.0,SHORT,33.0,24436.25,1774008269,1774008269,24445.75,48,1774008164,24445.25,27,NEAR_PIVOT,0.5,1.0,2026_03_20,8.25
1774008269,24432.0,LONG,33.0,24497.25,1774008629,1774008629,24494.25,72,1774008289,24433.5,4,NEAR_PIVOT,-60.75,-121.5,2026_03_20,8.25
1774008629,24497.25,SHORT,33.0,24445.0,1774009049,1774009049,24448.75,84,1774009049,24448.75,84,IMMINENT,0.0,0.0,2026_03_20,8.25
1774009049,24445.0,LONG,33.0,24496.0,1774009769,1774009769,24495.0,144,1774009134,24454.5,17,NEAR_PIVOT,-40.5,-81.0,2026_03_20,8.25
1774009769,24496.0,SHORT,33.0,24445.5,1774010549,1774010549,24445.5,156,1774010039,24474.25,54,NEAR_PIVOT,-28.75,-57.5,2026_03_20,8.25
1774010549,24443.5,LONG,33.0,24508.25,1774011749,1774011749,24497.75,240,1774010824,24472.0,55,NEAR_PIVOT,-25.75,-51.5,2026_03_20,8.25
1774011749,24508.25,SHORT,33.0,24460.75,1774012349,1774012349,24462.75,120,1774012044,24478.75,59,IMMINENT,-16.0,-32.0,2026_03_20,8.25
1774012349,24459.5,LONG,33.0,24517.5,1774013129,1774013129,24515.25,156,1774013129,24515.25,156,WATCH,0.0,0.0,2026_03_20,8.25
1774013129,24526.5,SHORT,33.0,24386.0,1774013669,1774013669,24389.75,108,1774013159,24526.5,6,NEAR_PIVOT,-136.75,-273.5,2026_03_20,8.25
1774013669,24386.0,LONG,33.0,24463.5,1774014329,1774013899,24387.75,46,1774013704,24388.0,7,NEAR_PIVOT,0.25,0.5,2026_03_20,8.25
1774014329,24465.0,SHORT,33.0,24276.5,1774015289,1774015289,24278.5,192,1774014354,24465.0,5,NEAR_PIVOT,-186.5,-373.0,2026_03_20,8.25
1774015289,24265.75,LONG,33.0,24325.5,1774015649,1774015649,24315.5,72,1774015299,24272.25,2,NEAR_PIVOT,-43.25,-86.5,2026_03_20,8.25
1774015649,24325.5,SHORT,33.0,24243.5,1774016069,1774015804,24303.75,31,1774015674,24303.5,5,NEAR_PIVOT,0.25,0.5,2026_03_20,8.25
1774016069,24241.0,LONG,33.0,24295.0,1774016249,1774016249,24286.5,36,1774016149,24266.75,16,NEAR_PIVOT,-19.75,-39.5,2026_03_20,8.25
1774016249,24292.75,SHORT,33.0,24254.0,1774016609,1774016609,24269.0,72,1774016254,24294.75,1,NEAR_PIVOT,-25.75,-51.5,2026_03_20,8.25
1774016609,24254.0,LONG,33.0,24326.25,1774017389,1774017389,24322.5,156,1774016654,24268.75,9,NEAR_PIVOT,-53.75,-107.5,2026_03_20,8.25
1774017389,24326.25,SHORT,33.0,24238.25,1774018469,1774017799,24299.5,82,1774017439,24295.0,10,AT_PIVOT,4.5,9.0,2026_03_20,8.25
1774018469,24232.5,LONG,33.0,24306.0,1774018829,1774018829,24306.0,72,1774018484,24232.5,3,NEAR_PIVOT,-73.5,-147.0,2026_03_20,8.25
1774018829,24316.0,SHORT,33.0,24238.75,1774019309,1774019119,24278.25,58,1774018849,24314.5,4,NEAR_PIVOT,-36.25,-72.5,2026_03_20,8.25
1774019309,24238.75,LONG,33.0,24306.25,1774019669,1774019669,24305.25,72,1774019464,24270.0,31,NEAR_PIVOT,-35.25,-70.5,2026_03_20,8.25
1774019669,24310.0,SHORT,33.0,24251.25,1774020149,1774020149,24257.0,96,1774019744,24308.25,15,NEAR_PIVOT,-51.25,-102.5,2026_03_20,8.25
1774020149,24251.25,LONG,33.0,24348.75,1774022669,1774020249,24298.25,20,1774020229,24321.0,16,NEAR_3m,22.75,45.5,2026_03_20,8.25
1774022669,24353.25,SHORT,33.0,24312.5,1774022969,1774022969,24319.5,60,1774022754,24339.25,17,NEAR_PIVOT,-19.75,-39.5,2026_03_20,8.25
1774022969,24312.5,LONG,33.0,24350.25,1774023629,1774023629,24350.25,132,1774023164,24340.75,39,IMMINENT,-9.5,-19.0,2026_03_20,8.25
1774023629,24355.0,SHORT,33.0,24237.0,1774025549,1774025549,24237.75,384,1774023769,24344.25,28,NEAR_PIVOT,-106.5,-213.0,2026_03_20,8.25
1774025549,24237.0,LONG,33.0,24299.0,1774025849,1774025849,24295.5,60,1774025679,24259.5,26,NEAR_PIVOT,-36.0,-72.0,2026_03_20,8.25
1774025849,24299.0,SHORT,33.0,24251.25,1774026329,1774026329,24258.25,96,1774025934,24289.0,17,NEAR_PIVOT,-30.75,-61.5,2026_03_20,8.25
1774026329,24229.25,LONG,33.0,24269.5,1774026509,1774026509,24267.0,36,1774026339,24237.0,2,NEAR_5m,-30.0,-60.0,2026_03_20,8.25
1774026509,24281.5,SHORT,33.0,24169.75,1774028249,1774028249,24173.0,348,1774026529,24277.75,4,NEAR_PIVOT,-104.75,-209.5,2026_03_20,8.25
1774028249,24169.75,LONG,33.0,24202.25,1774028429,1774028429,24202.25,36,1774028324,24176.5,15,NEAR_PIVOT,-25.75,-51.5,2026_03_20,8.25
1774028429,24209.0,SHORT,33.0,24176.75,1774028849,1774028849,24176.75,84,1774028569,24191.75,28,NEAR_PIVOT,-15.0,-30.0,2026_03_20,8.25
1774028849,24171.25,LONG,33.0,24217.75,1774029629,1774029629,24217.75,156,1774028979,24176.75,26,NEAR_PIVOT,-41.0,-82.0,2026_03_20,8.25
1774029629,24219.0,SHORT,33.0,24117.5,1774031069,1774031069,24124.25,288,1774029774,24208.25,29,NEAR_PIVOT,-84.0,-168.0,2026_03_20,8.25
1774031069,24116.75,LONG,33.0,24155.0,1774031309,1774031309,24143.25,48,1774031089,24116.75,4,NEAR_PIVOT,-26.5,-53.0,2026_03_20,8.25
1774031309,24155.0,SHORT,33.0,24076.5,1774033049,1774033049,24080.0,348,1774031399,24147.0,18,NEAR_PIVOT,-67.0,-134.0,2026_03_20,8.25
1774033049,24074.25,LONG,33.0,24116.0,1774033349,1774033349,24113.25,60,1774033189,24091.75,28,NEAR_PIVOT,-21.5,-43.0,2026_03_20,8.25
1774033349,24118.0,SHORT,33.0,23974.5,1774035509,1774035509,23974.5,432,1774033614,24082.75,53,IMMINENT,-108.25,-216.5,2026_03_20,8.25
1774035509,23974.5,LONG,33.0,24045.0,1774035869,1774035869,24045.0,72,1774035739,24022.0,46,IMMINENT,-23.0,-46.0,2026_03_20,8.25
1774035869,24054.75,SHORT,33.0,24030.25,1774036169,1774036169,24030.5,60,1774035884,24053.0,3,NEAR_PIVOT,-22.5,-45.0,2026_03_20,8.25
1774216859,23930.0,LONG,46.0,24015.5,1774217369,1774217369,24008.5,102,1774216884,23955.25,5,NEAR_PIVOT,-53.25,-106.5,2026_03_22,11.5
1774217369,24016.75,SHORT,46.0,23958.75,1774217609,1774217609,23976.5,48,1774217439,23993.75,14,NEAR_PIVOT,-17.25,-34.5,2026_03_22,11.5
1774217609,23958.75,LONG,46.0,24091.75,1774218689,1774218689,24087.25,216,1774217659,23970.0,10,NEAR_PIVOT,-117.25,-234.5,2026_03_22,11.5
1774218689,24092.5,SHORT,46.0,24025.25,1774219409,1774219409,24025.25,144,1774218844,24068.25,31,IMMINENT,-43.0,-86.0,2026_03_22,11.5
1774219409,24025.25,LONG,46.0,24082.5,1774221329,1774221329,24082.0,384,1774219979,24058.0,114,NEAR_PIVOT,-24.0,-48.0,2026_03_22,11.5
1774221329,24082.75,SHORT,46.0,23981.75,1774223669,1774223669,23981.75,468,1774221759,24046.5,86,NEAR_PIVOT,-64.75,-129.5,2026_03_22,11.5
1774223669,23976.5,LONG,46.0,24024.0,1774224029,1774224029,24024.0,72,1774223839,23992.25,34,NEAR_PIVOT,-31.75,-63.5,2026_03_22,11.5
1774224029,24025.25,SHORT,46.0,23995.25,1774224329,1774224329,23995.25,60,1774224079,24017.0,10,NEAR_PIVOT,-21.75,-43.5,2026_03_22,11.5
1774224329,23973.75,LONG,46.0,24089.0,1774225409,1774225409,24086.5,216,1774224359,23973.75,6,NEAR_PIVOT,-112.75,-225.5,2026_03_22,11.5
1774225409,24089.0,SHORT,46.0,23938.0,1774227689,1774227689,23957.75,456,1774226134,24006.75,145,NEAR_PIVOT,-49.0,-98.0,2026_03_22,11.5
1774227689,23938.0,LONG,46.0,24070.25,1774229909,1774229909,24070.25,444,1774227749,23943.0,12,NEAR_PIVOT,-127.25,-254.5,2026_03_22,11.5
1774229909,24071.25,SHORT,46.0,23946.25,1774238669,1774238669,23947.5,1752,1774230014,24068.5,21,NEAR_PIVOT,-121.0,-242.0,2026_03_22,11.5
1774238669,23946.25,LONG,46.0,24033.25,1774242449,1774242449,24033.25,756,1774239544,23972.5,175,NEAR_PIVOT,-60.75,-121.5,2026_03_22,11.5
1774242449,24033.25,SHORT,46.0,23942.5,1774244009,1774244009,23944.5,312,1774244009,23944.5,312,NEAR_PIVOT,0.0,0.0,2026_03_22,11.5
1774244009,23940.25,LONG,46.0,24002.25,1774244309,1774244309,23995.0,60,1774244309,23995.0,60,IMMINENT,0.0,0.0,2026_03_22,11.5
1774249259,23856.25,LONG,37.0,23906.0,1774249889,1774249889,23903.5,126,1774249379,23837.75,24,IMMINENT,-65.75,-131.5,2026_03_23,9.25
1774249889,23913.5,SHORT,37.0,23777.0,1774250909,1774250909,23777.0,204,1774250049,23896.5,32,NEAR_PIVOT,-119.5,-239.0,2026_03_23,9.25
1774250909,23777.0,LONG,37.0,23876.5,1774252109,1774252109,23876.5,240,1774250974,23794.75,13,NEAR_PIVOT,-81.75,-163.5,2026_03_23,9.25
1774252109,23878.25,SHORT,37.0,23823.75,1774252709,1774252709,23828.75,120,1774252709,23828.75,120,WATCH,0.0,0.0,2026_03_23,9.25
1774252709,23823.75,LONG,37.0,23923.0,1774253669,1774253669,23918.75,192,1774252854,23870.25,29,NEAR_PIVOT,-48.5,-97.0,2026_03_23,9.25
1774253669,23923.0,SHORT,37.0,23883.75,1774253969,1774253969,23894.75,60,1774253759,23918.0,18,NEAR_PIVOT,-23.25,-46.5,2026_03_23,9.25
1774253969,23883.75,LONG,37.0,23951.75,1774256069,1774256069,23948.25,420,1774254029,23904.75,12,NEAR_PIVOT,-43.5,-87.0,2026_03_23,9.25
1774256069,23951.75,SHORT,37.0,23903.25,1774256609,1774256609,23903.25,108,1774256214,23928.25,29,NEAR_PIVOT,-25.0,-50.0,2026_03_23,9.25
1774256609,23898.0,LONG,37.0,23968.75,1774257749,1774257749,23967.25,228,1774256699,23914.5,18,NEAR_PIVOT,-52.75,-105.5,2026_03_23,9.25
1774257749,23968.75,SHORT,37.0,23846.25,1774258649,1774258649,23846.25,180,1774257964,23928.25,43,IMMINENT,-82.0,-164.0,2026_03_23,9.25
1774258649,23846.25,LONG,37.0,23928.25,1774260749,1774260749,23919.75,420,1774258729,23853.5,16,NEAR_3m,-66.25,-132.5,2026_03_23,9.25
1774260749,23928.25,SHORT,37.0,23845.25,1774261709,1774261709,23850.75,192,1774261079,23896.0,66,NEAR_PIVOT,-45.25,-90.5,2026_03_23,9.25
1774261709,23845.25,LONG,37.0,23886.0,1774262249,1774262249,23880.5,108,1774261804,23851.25,19,NEAR_PIVOT,-29.25,-58.5,2026_03_23,9.25
1774262249,23886.0,SHORT,37.0,23820.75,1774262969,1774262969,23820.75,144,1774262499,23843.75,50,NEAR_PIVOT,-23.0,-46.0,2026_03_23,9.25
1774262969,23816.5,LONG,37.0,24681.25,1774264169,1774263069,23879.5,20,1774263049,23902.5,16,NEAR_PIVOT,23.0,46.0,2026_03_23,9.25
1774264169,24719.25,SHORT,37.0,24570.75,1774264349,1774264179,24719.25,2,1774264174,24697.25,1,NEAR_PIVOT,22.0,44.0,2026_03_23,9.25
1774264349,24596.25,LONG,37.0,24754.0,1774264529,1774264529,24729.75,36,1774264409,24731.75,12,NEAR_PIVOT,2.0,4.0,2026_03_23,9.25
1774264529,24713.0,SHORT,37.0,24515.5,1774265069,1774264629,24648.75,20,1774264539,24712.25,2,NEAR_PIVOT,-63.5,-127.0,2026_03_23,9.25
1774265069,24515.5,LONG,37.0,24679.25,1774265669,1774265214,24576.5,29,1774265119,24576.75,10,NEAR_PIVOT,0.25,0.5,2026_03_23,9.25
1774265669,24690.5,SHORT,37.0,24424.0,1774266449,1774266204,24578.0,107,1774265674,24690.5,1,NEAR_PIVOT,-112.5,-225.0,2026_03_23,9.25
1774266449,24424.0,LONG,37.0,24496.75,1774266869,1774266619,24445.75,34,1774266464,24474.0,3,NEAR_PIVOT,28.25,56.5,2026_03_23,9.25
1774266869,24493.5,SHORT,37.0,24349.5,1774267289,1774267289,24376.75,84,1774266879,24488.5,2,NEAR_PIVOT,-111.75,-223.5,2026_03_23,9.25
1774267289,24349.5,LONG,37.0,24449.75,1774267769,1774267559,24402.5,54,1774267304,24378.5,3,NEAR_PIVOT,-24.0,-48.0,2026_03_23,9.25
1774267769,24477.75,SHORT,37.0,24399.75,1774268129,1774268129,24412.25,72,1774267774,24454.75,1,NEAR_PIVOT,-42.5,-85.0,2026_03_23,9.25
1774268129,24399.75,LONG,37.0,24506.75,1774268369,1774268369,24506.75,48,1774268199,24431.75,14,NEAR_PIVOT,-75.0,-150.0,2026_03_23,9.25
1774268369,24521.5,SHORT,37.0,24458.75,1774269029,1774269029,24461.75,132,1774268394,24518.25,5,NEAR_PIVOT,-56.5,-113.0,2026_03_23,9.25
1774269029,24458.75,LONG,37.0,24508.75,1774269449,1774269329,24463.25,60,1774269064,24481.5,7,NEAR_PIVOT,18.25,36.5,2026_03_23,9.25
1774269449,24508.75,SHORT,37.0,24456.0,1774269629,1774269629,24463.0,36,1774269464,24499.25,3,NEAR_PIVOT,-36.25,-72.5,2026_03_23,9.25
1774269629,24459.5,LONG,37.0,24608.5,1774270349,1774269699,24506.5,14,1774269694,24528.75,13,NEAR_PIVOT,22.25,44.5,2026_03_23,9.25
1774270349,24619.75,SHORT,37.0,24578.75,1774270589,1774270589,24600.5,48,1774270359,24606.25,2,NEAR_PIVOT,-5.75,-11.5,2026_03_23,9.25
1774270589,24581.25,LONG,37.0,24633.75,1774270829,1774270829,24621.0,48,1774270599,24593.0,2,NEAR_PIVOT,-28.0,-56.0,2026_03_23,9.25
1774270829,24642.5,SHORT,37.0,24563.25,1774271129,1774271129,24564.5,60,1774270839,24632.25,2,NEAR_PIVOT,-67.75,-135.5,2026_03_23,9.25
1774271129,24541.25,LONG,37.0,24585.75,1774271429,1774271429,24579.5,60,1774271139,24555.25,2,NEAR_PIVOT,-24.25,-48.5,2026_03_23,9.25
1774271429,24585.75,SHORT,37.0,24440.75,1774272629,1774272629,24444.5,240,1774271519,24571.0,18,NEAR_PIVOT,-126.5,-253.0,2026_03_23,9.25
1774272629,24437.25,LONG,37.0,24556.0,1774273349,1774272759,24465.75,26,1774272659,24471.75,6,NEAR_PIVOT,6.0,12.0,2026_03_23,9.25
1774273349,24562.0,SHORT,37.0,24492.0,1774273529,1774273529,24507.5,36,1774273364,24558.75,3,NEAR_PIVOT,-51.25,-102.5,2026_03_23,9.25
1774273529,24513.75,LONG,37.0,24601.5,1774274009,1774273909,24545.0,76,1774273569,24534.25,8,NEAR_PIVOT,-10.75,-21.5,2026_03_23,9.25
1774274009,24604.75,SHORT,37.0,24547.25,1774274249,1774274249,24557.25,48,1774274079,24599.75,14,NEAR_PIVOT,-42.5,-85.0,2026_03_23,9.25
1774274249,24547.25,LONG,37.0,24600.0,1774274549,1774274549,24591.25,60,1774274299,24574.75,10,NEAR_PIVOT,-16.5,-33.0,2026_03_23,9.25
1774274549,24609.75,SHORT,37.0,24534.0,1774274789,1774274789,24548.75,48,1774274579,24609.75,6,NEAR_PIVOT,-61.0,-122.0,2026_03_23,9.25
1774274789,24537.5,LONG,37.0,24684.5,1774275869,1774275274,24583.5,97,1774274819,24537.5,6,NEAR_PIVOT,-46.0,-92.0,2026_03_23,9.25
1774275869,24686.5,SHORT,37.0,24614.0,1774276229,1774276229,24616.5,72,1774275879,24686.5,2,NEAR_PIVOT,-70.0,-140.0,2026_03_23,9.25
1774276229,24613.0,LONG,37.0,24643.25,1774276409,1774276409,24639.0,36,1774276259,24613.0,6,NEAR_PIVOT,-26.0,-52.0,2026_03_23,9.25
1774276409,24654.0,SHORT,37.0,24585.0,1774277129,1774277129,24585.0,144,1774276424,24649.5,3,NEAR_PIVOT,-64.5,-129.0,2026_03_23,9.25
1774277129,24581.5,LONG,37.0,24644.5,1774277309,1774277309,24630.0,36,1774277164,24597.0,7,NEAR_PIVOT,-33.0,-66.0,2026_03_23,9.25
1774277309,24633.75,SHORT,37.0,24591.0,1774277789,1774277789,24592.25,96,1774277364,24630.0,11,NEAR_PIVOT,-37.75,-75.5,2026_03_23,9.25
1774277789,24591.0,LONG,37.0,24681.5,1774278629,1774278629,24677.75,168,1774277824,24605.25,7,NEAR_PIVOT,-72.5,-145.0,2026_03_23,9.25
1774278629,24684.5,SHORT,37.0,24609.75,1774279289,1774279289,24611.75,132,1774278894,24664.75,53,IMMINENT,-53.0,-106.0,2026_03_23,9.25
1774279289,24609.75,LONG,37.0,24654.5,1774279469,1774279469,24648.5,36,1774279409,24637.75,24,NEAR_PIVOT,-10.75,-21.5,2026_03_23,9.25
1774279469,24657.25,SHORT,37.0,24392.0,1774281509,1774281509,24398.75,408,1774279489,24657.25,4,NEAR_PIVOT,-258.5,-517.0,2026_03_23,9.25
1774281509,24373.25,LONG,37.0,24463.5,1774282349,1774282349,24463.5,168,1774281524,24386.75,3,NEAR_PIVOT,-76.75,-153.5,2026_03_23,9.25
1774282349,24463.5,SHORT,37.0,24325.0,1774283369,1774283369,24325.0,204,1774282424,24450.25,15,NEAR_PIVOT,-125.25,-250.5,2026_03_23,9.25
1774283369,24309.75,LONG,37.0,24422.0,1774284629,1774284629,24416.5,252,1774283379,24309.75,2,NEAR_5m,-106.75,-213.5,2026_03_23,9.25
1774284629,24422.25,SHORT,37.0,24344.75,1774285589,1774285589,24352.0,192,1774284749,24400.0,24,WIDE_ZONE,-48.0,-96.0,2026_03_23,9.25
1774285589,24344.75,LONG,37.0,24385.0,1774285769,1774285769,24385.0,36,1774285684,24364.0,19,NEAR_PIVOT,-21.0,-42.0,2026_03_23,9.25
1774285769,24391.5,SHORT,37.0,24329.0,1774286429,1774286429,24333.5,132,1774286204,24337.0,87,IMMINENT,-3.5,-7.0,2026_03_23,9.25
1774286429,24313.5,LONG,37.0,24470.5,1774287449,1774287449,24466.75,204,1774286459,24315.5,6,NEAR_5m,-151.25,-302.5,2026_03_23,9.25
1774287449,24470.5,SHORT,37.0,24394.75,1774288049,1774288049,24398.25,120,1774287599,24450.0,30,NEAR_3m,-51.75,-103.5,2026_03_23,9.25
1774288049,24394.75,LONG,37.0,24484.75,1774289069,1774289069,24476.25,204,1774288309,24424.5,52,IMMINENT,-51.75,-103.5,2026_03_23,9.25
1774289069,24484.75,SHORT,37.0,24439.75,1774289249,1774289249,24439.75,36,1774289249,24439.75,36,WATCH,0.0,0.0,2026_03_23,9.25
1774289249,24422.0,LONG,37.0,24533.5,1774291049,1774291049,24530.75,360,1774289279,24424.5,6,NEAR_PIVOT,-106.25,-212.5,2026_03_23,9.25
1774291049,24533.75,SHORT,37.0,24469.25,1774293989,1774293989,24469.25,588,1774291259,24507.5,42,NEAR_PIVOT,-38.25,-76.5,2026_03_23,9.25
1774293989,24460.75,LONG,37.0,24512.5,1774295189,1774295189,24511.5,240,1774294174,24476.5,37,NEAR_PIVOT,-35.0,-70.0,2026_03_23,9.25
1774295189,24512.5,SHORT,37.0,24368.5,1774296089,1774296089,24368.5,180,1774295334,24492.5,29,NEAR_PIVOT,-124.0,-248.0,2026_03_23,9.25
1774296089,24361.25,LONG,37.0,24429.75,1774298489,1774298489,24427.5,479,1774296099,24363.75,2,NEAR_PIVOT,-63.75,-127.5,2026_03_23,9.25
1774298489,24432.0,SHORT,37.0,24384.75,1774303589,1774303589,24389.75,295,1774303259,24400.25,229,NEAR_PIVOT,-10.5,-21.0,2026_03_23,9.25
1774303589,24380.0,LONG,37.0,24486.0,1774306709,1774306709,24486.0,620,1774303739,24417.75,30,NEAR_PIVOT,-68.25,-136.5,2026_03_23,9.25
1774306709,24489.75,SHORT,37.0,24303.5,1774311629,1774311629,24312.0,981,1774309619,24447.25,579,NEAR_PIVOT,-135.25,-270.5,2026_03_23,9.25
1774311629,24303.5,LONG,37.0,24397.75,1774312229,1774312229,24394.25,120,1774312014,24381.5,77,NEAR_PIVOT,-12.75,-25.5,2026_03_23,9.25
1774312229,24399.5,SHORT,37.0,24275.5,1774312769,1774312769,24275.5,108,1774312394,24372.75,33,NEAR_PIVOT,-97.25,-194.5,2026_03_23,9.25
1774312769,24271.25,LONG,37.0,24338.25,1774313609,1774313609,24335.5,168,1774312799,24311.25,6,NEAR_PIVOT,-24.25,-48.5,2026_03_23,9.25
1774313609,24338.5,SHORT,37.0,24282.0,1774314389,1774314389,24286.25,156,1774313999,24324.25,78,NEAR_PIVOT,-38.0,-76.0,2026_03_23,9.25
1774314389,24259.0,LONG,37.0,24287.5,1774314629,1774314629,24284.0,48,1774314399,24271.5,2,NEAR_PIVOT,-12.5,-25.0,2026_03_23,9.25
1774314629,24299.5,SHORT,37.0,24265.5,1774315049,1774315049,24271.75,84,1774314804,24293.25,35,NEAR_PIVOT,-21.5,-43.0,2026_03_23,9.25
1774315049,24258.75,LONG,37.0,24313.25,1774315709,1774315709,24313.25,132,1774315064,24260.5,3,NEAR_PIVOT,-52.75,-105.5,2026_03_23,9.25
1774315709,24314.75,SHORT,37.0,24233.5,1774318289,1774318289,24236.75,516,1774316409,24272.75,140,NEAR_PIVOT,-36.0,-72.0,2026_03_23,9.25
1774318289,24223.75,LONG,37.0,24293.0,1774319129,1774319129,24290.75,168,1774318319,24223.75,6,NEAR_PIVOT,-67.0,-134.0,2026_03_23,9.25
1774319129,24293.25,SHORT,37.0,24237.0,1774321769,1774321769,24242.75,528,1774319269,24270.5,28,NEAR_PIVOT,-27.75,-55.5,2026_03_23,9.25
1774321769,24236.5,LONG,37.0,24280.75,1774322969,1774322969,24274.75,240,1774322969,24274.75,240,CLEAR,0.0,0.0,2026_03_23,9.25
1774322969,24280.75,SHORT,37.0,24238.75,1774323329,1774323329,24239.5,72,1774323169,24248.75,40,NEAR_PIVOT,-9.25,-18.5,2026_03_23,9.25
1774323329,24231.5,LONG,37.0,24303.25,1774325489,1774325489,24302.5,432,1774325219,24289.0,378,NEAR_PIVOT,-13.5,-27.0,2026_03_23,9.25
1774325489,24303.25,SHORT,37.0,24207.0,1774329029,1774329029,24210.25,705,1774328579,24245.0,615,NEAR_PIVOT,-34.75,-69.5,2026_03_23,9.25
1774329029,24205.5,LONG,37.0,24250.5,1774329509,1774329509,24250.5,96,1774329509,24250.5,96,CLEAR,0.0,0.0,2026_03_23,9.25
1774329509,24303.0,SHORT,37.0,24215.5,1774330109,1774329539,24303.0,6,1774329539,24303.0,6,WATCH,0.0,0.0,2026_03_23,9.25
1774335659,24372.5,LONG,33.5,24505.25,1774336649,1774336649,24493.25,198,1774335799,24397.5,28,NEAR_PIVOT,-95.75,-191.5,2026_03_24,8.375
1774336649,24505.25,SHORT,33.5,24435.75,1774337729,1774337729,24437.5,216,1774336769,24482.75,24,NEAR_PIVOT,-45.25,-90.5,2026_03_24,8.375
1774337729,24435.5,LONG,33.5,24489.75,1774339649,1774339649,24484.5,384,1774338794,24461.75,213,NEAR_PIVOT,-22.75,-45.5,2026_03_24,8.375
1774339649,24489.75,SHORT,33.5,24384.0,1774341029,1774341029,24384.0,276,1774340194,24489.0,109,WATCH,-105.0,-210.0,2026_03_24,8.375
1774341029,24384.0,LONG,33.5,24420.75,1774341449,1774341449,24409.5,84,1774341109,24397.25,16,NEAR_PIVOT,-12.25,-24.5,2026_03_24,8.375
1774341449,24420.75,SHORT,33.5,24364.0,1774342709,1774342709,24370.0,252,1774341459,24420.75,2,NEAR_PIVOT,-50.75,-101.5,2026_03_24,8.375
1774342709,24364.0,LONG,33.5,24399.0,1774343069,1774343069,24399.0,72,1774342819,24369.0,22,NEAR_5m,-30.0,-60.0,2026_03_24,8.375
1774343069,24399.0,SHORT,33.5,24311.25,1774343669,1774343669,24311.25,120,1774343284,24364.5,43,NEAR_PIVOT,-53.25,-106.5,2026_03_24,8.375
1774343669,24305.0,LONG,33.5,24428.25,1774346309,1774346309,24425.0,528,1774343754,24314.75,17,NEAR_PIVOT,-110.25,-220.5,2026_03_24,8.375
1774346309,24428.25,SHORT,33.5,24378.75,1774346549,1774346549,24378.75,48,1774346549,24378.75,48,NEAR_PIVOT,0.0,0.0,2026_03_24,8.375
1774346549,24376.5,LONG,33.5,24432.25,1774346909,1774346909,24428.5,72,1774346824,24408.0,55,IMMINENT,-20.5,-41.0,2026_03_24,8.375
1774346909,24432.25,SHORT,33.5,24380.5,1774348469,1774348469,24384.5,312,1774346999,24426.25,18,NEAR_PIVOT,-41.75,-83.5,2026_03_24,8.375
1774348469,24370.25,LONG,33.5,24420.25,1774349129,1774349129,24419.0,132,1774348489,24370.25,4,NEAR_PIVOT,-48.75,-97.5,2026_03_24,8.375
1774349129,24428.25,SHORT,33.5,24383.5,1774350089,1774350089,24408.75,192,1774349144,24426.5,3,NEAR_PIVOT,-17.75,-35.5,2026_03_24,8.375
1774350089,24376.0,LONG,33.5,24422.75,1774350689,1774350689,24416.0,120,1774350119,24376.0,6,NEAR_PIVOT,-40.0,-80.0,2026_03_24,8.375
1774350689,24423.0,SHORT,33.5,24367.25,1774352609,1774351199,24400.75,102,1774351039,24379.25,70,NEAR_PIVOT,21.5,43.0,2026_03_24,8.375
1774352609,24366.5,LONG,33.5,24415.0,1774352969,1774352969,24403.0,72,1774352959,24406.75,70,IMMINENT,3.75,7.5,2026_03_24,8.375
