**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

side,entry_ts,entry_utc,entry_price,exit_ts,exit_utc,exit_price,exit_reason,duration_min,realized_pnl_dollars,peak_pnl_ticks,worst_pnl_ticks,entry_pos_in_band,entry_z_1h_high,entry_z_15m_crm,entry_slope_15s,entry_slope_15m,entry_sig_above_1h_low
SHORT,1767736320,2026-01-06 21:52:00,25828.0,1767743520,2026-01-06 23:52:00,25825.0,time_stop,120.0,6.0,49.0,-47.0,2.644,1.216,1.641,0.605,0.238,2.039
LONG,1767765840,2026-01-07 06:04:00,25787.0,1767768120,2026-01-07 06:42:00,25770.75,hard_stop,38.0,-32.5,46.0,-65.0,-0.008,-1.757,-0.545,0.409,-0.129,-0.007
LONG,1767773580,2026-01-07 08:13:00,25774.75,1767776280,2026-01-07 08:58:00,25759.75,hard_stop,45.0,-30.0,48.0,-60.0,-0.862,-2.159,-0.426,0.779,-0.111,-1.197
LONG,1767779400,2026-01-07 09:50:00,25750.25,1767781680,2026-01-07 10:28:00,25734.5,hard_stop,38.0,-31.5,40.0,-63.0,-1.435,-2.916,-1.106,0.52,-0.114,-1.717
LONG,1767783660,2026-01-07 11:01:00,25738.0,1767790860,2026-01-07 13:01:00,25756.25,time_stop,120.0,36.5,176.0,-24.0,-1.588,-2.239,-1.014,0.42,-0.151,-1.35
SHORT,1767799200,2026-01-07 15:20:00,25840.75,1767799440,2026-01-07 15:24:00,25858.5,hard_stop,4.0,-35.5,0.0,-71.0,2.164,1.428,1.172,-1.691,0.482,3.658
SHORT,1767801420,2026-01-07 15:57:00,25903.25,1767801600,2026-01-07 16:00:00,25918.25,hard_stop,3.0,-30.0,0.0,-60.0,4.026,3.357,2.154,4.697,0.485,6.805
SHORT,1767803880,2026-01-07 16:38:00,25901.0,1767804060,2026-01-07 16:41:00,25917.5,hard_stop,3.0,-33.0,0.0,-66.0,3.381,2.132,1.084,0.676,0.669,6.142
SHORT,1767805920,2026-01-07 17:12:00,25976.25,1767807780,2026-01-07 17:43:00,25992.0,hard_stop,31.0,-31.5,13.0,-63.0,4.434,2.376,1.772,1.396,1.008,5.155
SHORT,1767809580,2026-01-07 18:13:00,25959.0,1767811800,2026-01-07 18:50:00,25974.75,hard_stop,37.0,-31.5,115.0,-63.0,3.497,1.485,0.594,-0.915,0.633,2.507
LONG,1767846540,2026-01-08 04:29:00,25783.5,1767849240,2026-01-08 05:14:00,25760.25,hard_stop,45.0,-46.5,3.0,-93.0,-0.957,-1.639,-0.816,0.542,-0.21,-0.879
LONG,1767856380,2026-01-08 07:13:00,25711.25,1767863580,2026-01-08 09:13:00,25785.5,time_stop,120.0,148.5,363.0,0.0,-1.986,-1.953,-0.785,0.7,-0.396,-1.426
LONG,1767866340,2026-01-08 09:59:00,25769.5,1767866880,2026-01-08 10:08:00,25753.75,hard_stop,9.0,-31.5,0.0,-63.0,-0.13,-1.19,0.222,0.455,0.332,-0.131
LONG,1767869880,2026-01-08 10:58:00,25771.75,1767873780,2026-01-08 12:03:00,25754.5,hard_stop,65.0,-34.5,51.0,-69.0,0.075,-1.213,0.102,0.427,-0.04,0.071
LONG,1767887160,2026-01-08 15:46:00,25667.75,1767887460,2026-01-08 15:51:00,25642.75,hard_stop,5.0,-50.0,0.0,-100.0,-0.623,-6.103,-0.907,0.559,-0.417,-0.785
LONG,1767890580,2026-01-08 16:43:00,25647.0,1767893160,2026-01-08 17:26:00,25632.0,hard_stop,43.0,-30.0,122.0,-60.0,-1.066,-4.579,-0.712,0.434,-0.997,-1.197
LONG,1767896520,2026-01-08 18:22:00,25642.75,1767898680,2026-01-08 18:58:00,25627.0,hard_stop,36.0,-31.5,121.0,-63.0,-0.365,-2.764,-0.666,0.462,-0.278,-0.419
LONG,1767901980,2026-01-08 19:53:00,25641.25,1767902100,2026-01-08 19:55:00,25622.75,hard_stop,2.0,-37.0,0.0,-74.0,-0.605,-2.391,-0.211,0.699,-0.158,-0.668
LONG,1767904020,2026-01-08 20:27:00,25674.5,1767913200,2026-01-08 23:00:00,25718.5,time_stop,153.0,88.0,266.0,-16.0,-0.219,-1.334,1.45,0.457,0.021,-0.216
SHORT,1767954540,2026-01-09 10:29:00,25730.0,1767957900,2026-01-09 11:25:00,25745.5,hard_stop,56.0,-31.0,29.0,-62.0,1.787,1.441,1.962,0.843,0.194,5.194
SHORT,1767960660,2026-01-09 12:11:00,25737.75,1767962220,2026-01-09 12:37:00,25717.5,crossed_15m_mean,26.0,40.5,81.0,-13.0,2.103,1.267,0.593,0.362,0.367,2.915
SHORT,1767964020,2026-01-09 13:07:00,25744.5,1767965640,2026-01-09 13:34:00,25781.5,hard_stop,27.0,-74.0,70.0,-148.0,1.779,1.197,0.712,-0.091,0.151,2.259
SHORT,1767968340,2026-01-09 14:19:00,25734.0,1767968520,2026-01-09 14:22:00,25708.25,crossed_15m_mean,3.0,51.5,103.0,0.0,1.965,0.341,-0.804,-4.385,0.231,2.867
SHORT,1767975420,2026-01-09 16:17:00,25880.75,1767977340,2026-01-09 16:49:00,25896.5,hard_stop,32.0,-31.5,101.0,-63.0,2.891,2.147,1.896,3.919,0.829,6.185
SHORT,1767979140,2026-01-09 17:19:00,25886.75,1767979380,2026-01-09 17:23:00,25907.75,hard_stop,4.0,-42.0,0.0,-84.0,2.705,1.575,0.923,-1.819,0.804,4.207
SHORT,1767981240,2026-01-09 17:54:00,25922.5,1767983700,2026-01-09 18:35:00,25940.75,hard_stop,41.0,-36.5,140.0,-73.0,2.986,2.047,1.104,1.212,0.879,4.643
SHORT,1767986700,2026-01-09 19:25:00,25959.75,1767990060,2026-01-09 20:21:00,25980.5,hard_stop,56.0,-41.5,25.0,-83.0,2.784,1.566,1.572,0.75,0.35,2.652
LONG,1768182240,2026-01-12 01:44:00,25769.25,1768183740,2026-01-12 02:09:00,25754.0,hard_stop,25.0,-30.5,55.0,-61.0,-0.598,-1.83,-1.477,0.833,-0.983,-0.493
LONG,1768188120,2026-01-12 03:22:00,25747.0,1768189620,2026-01-12 03:47:00,25715.5,hard_stop,25.0,-63.0,19.0,-126.0,-0.671,-2.239,-0.752,0.432,-0.646,-0.557
LONG,1768194660,2026-01-12 05:11:00,25729.75,1768195020,2026-01-12 05:17:00,25712.75,hard_stop,6.0,-34.0,0.0,-68.0,-1.471,-1.706,-0.988,0.621,-0.286,-1.006
LONG,1768200420,2026-01-12 06:47:00,25717.5,1768205880,2026-01-12 08:18:00,25696.0,hard_stop,91.0,-43.0,128.0,-86.0,-1.676,-1.543,0.054,0.516,-0.178,-0.978
LONG,1768207980,2026-01-12 08:53:00,25665.75,1768215180,2026-01-12 10:53:00,25713.0,time_stop,120.0,94.5,220.0,-23.0,-2.581,-1.634,-1.795,0.635,-0.215,-1.324
SHORT,1768228920,2026-01-12 14:42:00,25876.25,1768229400,2026-01-12 14:50:00,25905.0,hard_stop,8.0,-57.5,114.0,-115.0,3.764,6.726,11.401,11.117,0.151,5.991
SHORT,1768231800,2026-01-12 15:30:00,25903.0,1768233720,2026-01-12 16:02:00,25918.75,hard_stop,32.0,-31.5,124.0,-63.0,3.772,2.644,1.422,2.168,1.068,7.985
SHORT,1768236540,2026-01-12 16:49:00,25942.0,1768236840,2026-01-12 16:54:00,25961.5,hard_stop,5.0,-39.0,0.0,-78.0,3.641,2.265,0.903,-1.291,1.044,4.01
SHORT,1768238760,2026-01-12 17:26:00,25953.75,1768240080,2026-01-12 17:48:00,25969.5,hard_stop,22.0,-31.5,51.0,-63.0,3.641,1.744,0.78,-0.504,1.267,3.011
SHORT,1768243140,2026-01-12 18:39:00,25984.25,1768246200,2026-01-12 19:30:00,26001.5,hard_stop,51.0,-34.5,75.0,-69.0,3.763,1.639,1.112,-0.828,0.385,2.411
LONG,1768273920,2026-01-13 03:12:00,25886.0,1768275240,2026-01-13 03:34:00,25870.75,hard_stop,22.0,-30.5,23.0,-61.0,-0.212,-1.502,0.805,0.491,-0.097,-0.192
LONG,1768279980,2026-01-13 04:53:00,25889.25,1768287180,2026-01-13 06:53:00,25928.25,time_stop,120.0,78.0,170.0,-45.0,-0.45,-1.295,1.333,0.539,0.111,-0.495
LONG,1768300080,2026-01-13 10:28:00,25882.0,1768307280,2026-01-13 12:28:00,25914.5,time_stop,120.0,65.0,130.0,-41.0,0.008,-1.372,-2.164,0.521,-0.254,0.011
SHORT,1768311420,2026-01-13 13:37:00,25999.75,1768315200,2026-01-13 14:40:00,26021.5,hard_stop,63.0,-43.5,211.0,-87.0,4.341,5.261,7.285,12.659,0.174,8.107
LONG,1768319820,2026-01-13 15:57:00,25878.5,1768323360,2026-01-13 16:56:00,26024.25,target_2sigma,59.0,291.5,583.0,0.0,-0.31,-1.104,-0.903,3.494,-0.458,-0.78
LONG,1768329300,2026-01-13 18:35:00,25898.5,1768329660,2026-01-13 18:41:00,25878.0,hard_stop,6.0,-41.0,0.0,-82.0,0.052,-1.191,-0.432,0.408,0.175,0.137
LONG,1768331880,2026-01-13 19:18:00,25847.25,1768336020,2026-01-13 20:27:00,25830.5,hard_stop,69.0,-33.5,150.0,-67.0,-0.382,-2.043,-1.106,0.624,-0.406,-1.001
LONG,1768369200,2026-01-14 05:40:00,25870.75,1768369680,2026-01-14 05:48:00,25855.5,hard_stop,8.0,-30.5,0.0,-61.0,0.106,-1.401,-1.467,0.504,-0.167,0.252
LONG,1768372320,2026-01-14 06:32:00,25854.5,1768379520,2026-01-14 08:32:00,25854.75,time_stop,120.0,0.5,67.0,-51.0,-0.145,-1.916,-1.085,0.677,-0.364,-0.287
LONG,1768389300,2026-01-14 11:15:00,25740.25,1768392060,2026-01-14 12:01:00,25704.25,hard_stop,46.0,-72.0,94.0,-144.0,-2.702,-5.819,-1.488,0.634,-0.685,-2.447
LONG,1768396680,2026-01-14 13:18:00,25778.75,1768397580,2026-01-14 13:33:00,25761.5,hard_stop,15.0,-34.5,85.0,-69.0,-1.003,-1.847,1.345,0.551,-0.375,-0.709
LONG,1768400460,2026-01-14 14:21:00,25746.0,1768401060,2026-01-14 14:31:00,25684.75,hard_stop,10.0,-122.5,91.0,-245.0,-1.018,-2.314,-0.931,0.596,0.051,-0.737
LONG,1768405380,2026-01-14 15:43:00,25557.5,1768405560,2026-01-14 15:46:00,25525.0,hard_stop,3.0,-65.0,3.0,-130.0,-2.585,-5.666,-2.212,0.73,-0.899,-1.849
LONG,1768407660,2026-01-14 16:21:00,25534.5,1768408920,2026-01-14 16:42:00,25517.75,hard_stop,21.0,-33.5,201.0,-67.0,-2.896,-4.69,-1.126,0.662,-1.481,-1.933
LONG,1768412760,2026-01-14 17:46:00,25502.5,1768413000,2026-01-14 17:50:00,25443.0,hard_stop,4.0,-119.0,0.0,-238.0,-2.626,-3.424,-0.529,0.855,-0.853,-1.652
LONG,1768415460,2026-01-14 18:31:00,25473.25,1768415520,2026-01-14 18:32:00,25449.25,hard_stop,1.0,-48.0,0.0,-96.0,-1.997,-2.524,-0.741,0.558,-0.644,-1.199
LONG,1768418340,2026-01-14 19:19:00,25514.25,1768420800,2026-01-14 20:00:00,25474.0,hard_stop,41.0,-80.5,61.0,-161.0,-1.386,-1.719,0.593,0.419,0.007,-0.848
LONG,1768423500,2026-01-14 20:45:00,25574.25,1768431600,2026-01-14 23:00:00,25585.25,time_stop,135.0,22.0,320.0,-46.0,0.012,-1.017,1.572,1.841,0.599,0.008
SHORT,1768460760,2026-01-15 07:06:00,25690.0,1768464480,2026-01-15 08:08:00,25711.25,hard_stop,62.0,-42.5,57.0,-85.0,1.991,1.281,1.164,-1.721,0.66,2.553
SHORT,1768467600,2026-01-15 09:00:00,25738.0,1768467780,2026-01-15 09:03:00,25755.0,hard_stop,3.0,-34.0,12.0,-68.0,2.133,1.78,1.443,0.917,0.643,2.703
SHORT,1768470240,2026-01-15 09:44:00,25827.75,1768475580,2026-01-15 11:13:00,25845.0,hard_stop,89.0,-34.5,108.0,-69.0,3.421,3.708,2.857,1.944,0.581,4.335
SHORT,1768478400,2026-01-15 12:00:00,25837.75,1768480620,2026-01-15 12:37:00,25816.25,crossed_15m_mean,37.0,43.0,86.0,-19.0,3.426,1.429,0.858,-0.003,0.574,2.133
SHORT,1768486260,2026-01-15 14:11:00,25905.25,1768486920,2026-01-15 14:22:00,25927.0,hard_stop,11.0,-43.5,31.0,-87.0,3.834,1.463,2.331,1.777,0.422,2.135
LONG,1768506180,2026-01-15 19:43:00,25785.25,1768506900,2026-01-15 19:55:00,25761.5,hard_stop,12.0,-47.5,43.0,-95.0,-0.087,-1.049,-2.735,0.879,-0.585,-0.092
LONG,1768509480,2026-01-15 20:38:00,25699.0,1768518000,2026-01-15 23:00:00,25721.0,time_stop,142.0,44.0,91.0,-25.0,-1.159,-3.035,-2.045,0.449,-0.899,-1.582
LONG,1768522680,2026-01-16 00:18:00,25741.25,1768529880,2026-01-16 02:18:00,25787.0,time_stop,120.0,91.5,183.0,0.0,-0.663,-1.621,1.519,0.585,-0.067,-0.748
SHORT,1768562880,2026-01-16 11:28:00,25867.25,1768566180,2026-01-16 12:23:00,25826.5,crossed_15m_mean,55.0,81.5,163.0,-2.0,2.645,1.599,2.006,0.505,0.19,2.556
SHORT,1768574700,2026-01-16 14:45:00,25833.75,1768575000,2026-01-16 14:50:00,25817.5,crossed_15m_mean,5.0,32.5,65.0,-7.0,1.191,-0.025,0.045,-2.354,-0.172,2.571
LONG,1768578840,2026-01-16 15:54:00,25655.0,1768586040,2026-01-16 17:54:00,25678.25,time_stop,120.0,46.5,373.0,-9.0,-3.708,-7.181,-1.648,1.129,-1.24,-6.863
LONG,1768591980,2026-01-16 19:33:00,25702.25,1768597140,2026-01-16 20:59:00,25684.75,hard_stop,86.0,-35.0,108.0,-70.0,-0.766,-1.985,-0.098,0.494,-0.199,-0.674
LONG,1768600260,2026-01-16 21:51:00,25683.5,1768777200,2026-01-18 23:00:00,25453.5,hard_stop,2949.0,-460.0,5.0,-920.0,-0.507,-1.826,-0.994,0.408,-0.201,-0.475
LONG,1768780620,2026-01-18 23:57:00,25456.75,1768781100,2026-01-19 00:05:00,25440.75,hard_stop,8.0,-32.0,41.0,-64.0,-3.536,-4.836,-1.506,0.556,-1.488,-3.448
LONG,1768783200,2026-01-19 00:40:00,25433.75,1768784640,2026-01-19 01:04:00,25417.0,hard_stop,24.0,-33.5,50.0,-67.0,-3.153,-3.616,-0.949,0.909,-1.8,-2.37
LONG,1768788900,2026-01-19 02:15:00,25410.75,1768792920,2026-01-19 03:22:00,25392.75,hard_stop,67.0,-36.0,34.0,-72.0,-2.185,-2.111,-0.623,0.501,-0.129,-1.401
LONG,1768797060,2026-01-19 04:31:00,25388.75,1768804260,2026-01-19 06:31:00,25412.0,time_stop,120.0,46.5,110.0,-50.0,-1.923,-1.619,-0.718,0.68,-0.112,-1.097
LONG,1768807140,2026-01-19 07:19:00,25369.0,1768807980,2026-01-19 07:33:00,25351.5,hard_stop,14.0,-35.0,39.0,-70.0,-1.586,-1.16,-2.139,0.57,0.019,-0.691
LONG,1768809780,2026-01-19 08:03:00,25366.25,1768810080,2026-01-19 08:08:00,25350.75,hard_stop,5.0,-31.0,0.0,-62.0,-1.419,-1.044,-0.706,1.767,-0.151,-0.634
LONG,1768817460,2026-01-19 10:11:00,25287.25,1768819500,2026-01-19 10:45:00,25269.25,hard_stop,34.0,-36.0,94.0,-72.0,-1.436,-1.843,-1.628,0.812,-0.579,-1.004
LONG,1768824840,2026-01-19 12:14:00,25292.5,1768832040,2026-01-19 14:14:00,25308.5,time_stop,120.0,32.0,212.0,-24.0,-0.811,-2.371,-0.185,0.811,-0.557,-0.973
LONG,1768835580,2026-01-19 15:13:00,25321.25,1768836000,2026-01-19 15:20:00,25303.75,hard_stop,7.0,-35.0,17.0,-70.0,0.19,-1.397,0.585,0.581,0.144,0.237
LONG,1768837980,2026-01-19 15:53:00,25308.0,1768845180,2026-01-19 17:53:00,25401.75,time_stop,120.0,187.5,414.0,0.0,0.182,-1.733,-0.071,0.806,-0.097,0.227
SHORT,1768863600,2026-01-19 23:00:00,25403.5,1768867560,2026-01-20 00:06:00,25362.75,crossed_15m_mean,66.0,81.5,163.0,0.0,1.505,0.914,1.13,-0.056,0.453,2.186
SHORT,1768870200,2026-01-20 00:50:00,25388.5,1768872060,2026-01-20 01:21:00,25407.0,hard_stop,31.0,-37.0,109.0,-74.0,1.434,0.55,0.259,2.42,0.157,2.191
SHORT,1768873920,2026-01-20 01:52:00,25419.25,1768881120,2026-01-20 03:52:00,25412.25,time_stop,120.0,14.0,102.0,-58.0,1.811,1.332,1.382,0.739,0.049,2.814
LONG,1768891560,2026-01-20 06:46:00,25276.25,1768896120,2026-01-20 08:02:00,25251.0,hard_stop,76.0,-50.5,166.0,-101.0,-0.845,-3.476,-2.535,0.662,-0.638,-0.97
LONG,1768898940,2026-01-20 08:49:00,25219.25,1768899480,2026-01-20 08:58:00,25199.75,hard_stop,9.0,-39.0,4.0,-78.0,-2.193,-5.039,-1.486,1.314,-1.021,-2.624
LONG,1768902420,2026-01-20 09:47:00,25121.5,1768902540,2026-01-20 09:49:00,25104.0,hard_stop,2.0,-35.0,0.0,-70.0,-3.205,-5.984,-1.802,0.624,-0.921,-2.994
LONG,1768907040,2026-01-20 11:04:00,25208.0,1768907340,2026-01-20 11:09:00,25192.75,hard_stop,5.0,-30.5,0.0,-61.0,-1.267,-1.874,0.616,0.786,-0.601,-0.851
LONG,1768909980,2026-01-20 11:53:00,25209.75,1768917180,2026-01-20 13:53:00,25217.0,time_stop,120.0,14.5,283.0,-50.0,-1.28,-1.853,1.297,0.43,-0.043,-0.86
SHORT,1768925760,2026-01-20 16:16:00,25393.75,1768926900,2026-01-20 16:35:00,25411.25,hard_stop,19.0,-35.0,197.0,-70.0,1.87,0.943,1.344,2.231,0.962,2.148
SHORT,1768928700,2026-01-20 17:05:00,25384.0,1768928760,2026-01-20 17:06:00,25399.5,hard_stop,1.0,-31.0,0.0,-62.0,1.71,0.781,0.731,3.533,1.036,2.183
LONG,1768935720,2026-01-20 19:02:00,25212.25,1768936140,2026-01-20 19:09:00,25197.25,hard_stop,7.0,-30.0,0.0,-60.0,0.093,-1.306,-1.43,0.465,-0.911,0.158
LONG,1768938120,2026-01-20 19:42:00,25159.0,1768939620,2026-01-20 20:07:00,25142.25,hard_stop,25.0,-33.5,55.0,-67.0,-0.359,-1.993,-1.559,0.541,-1.344,-0.612
LONG,1768945740,2026-01-20 21:49:00,25139.0,1768952940,2026-01-20 23:49:00,25123.25,hard_stop,120.0,-31.5,140.0,-63.0,-0.424,-1.731,-0.507,0.52,-0.426,-0.667
LONG,1768955160,2026-01-21 00:26:00,25153.0,1768962360,2026-01-21 02:26:00,25184.5,time_stop,120.0,63.0,251.0,0.0,-0.345,-1.373,0.688,0.74,0.111,-0.515
SHORT,1768980360,2026-01-21 07:26:00,25242.75,1768982520,2026-01-21 08:02:00,25206.0,crossed_15m_mean,36.0,73.5,147.0,0.0,1.468,0.743,2.427,1.459,0.204,2.581
LONG,1768999920,2026-01-21 12:52:00,25067.5,1769002560,2026-01-21 13:36:00,25048.5,hard_stop,44.0,-38.0,175.0,-76.0,-1.801,-5.915,-1.058,0.403,-0.678,-2.233
SHORT,1769008140,2026-01-21 15:09:00,25315.75,1769008500,2026-01-21 15:15:00,25335.25,hard_stop,6.0,-39.0,55.0,-78.0,2.42,1.67,2.23,2.159,1.54,2.85
SHORT,1769011020,2026-01-21 15:57:00,25474.0,1769011920,2026-01-21 16:12:00,25492.0,hard_stop,15.0,-36.0,77.0,-72.0,4.337,4.155,1.974,1.774,2.215,5.107
SHORT,1769025120,2026-01-21 19:52:00,25599.25,1769025300,2026-01-21 19:55:00,25615.0,hard_stop,3.0,-31.5,0.0,-63.0,3.71,2.635,2.918,9.794,1.461,5.773
SHORT,1769027100,2026-01-21 20:25:00,25528.25,1769036400,2026-01-21 23:00:00,25547.5,hard_stop,155.0,-38.5,296.0,-77.0,2.561,1.386,1.135,-5.505,2.412,4.723
SHORT,1769038860,2026-01-21 23:41:00,25533.75,1769039460,2026-01-21 23:51:00,25557.75,hard_stop,10.0,-48.0,4.0,-96.0,2.034,0.888,0.029,-2.465,0.708,2.273
SHORT,1769072220,2026-01-22 08:57:00,25687.5,1769073060,2026-01-22 09:11:00,25704.5,hard_stop,14.0,-34.0,34.0,-68.0,2.109,2.833,2.088,2.915,0.683,2.126
SHORT,1769074860,2026-01-22 09:41:00,25704.75,1769082000,2026-01-22 11:40:00,25678.0,crossed_15m_mean,119.0,53.5,127.0,-30.0,2.497,2.348,1.373,0.756,1.132,3.935
SHORT,1769089980,2026-01-22 13:53:00,25720.0,1769090280,2026-01-22 13:58:00,25736.25,hard_stop,5.0,-32.5,0.0,-65.0,2.606,1.295,3.657,2.371,0.022,2.042
LONG,1769094960,2026-01-22 15:16:00,25576.5,1769095020,2026-01-22 15:17:00,25543.25,hard_stop,1.0,-66.5,0.0,-133.0,-0.509,-1.163,-1.763,0.401,-0.633,-0.468
LONG,1769114820,2026-01-22 20:47:00,25622.75,1769122800,2026-01-22 23:00:00,25580.5,hard_stop,133.0,-84.5,155.0,-169.0,-0.228,-4.134,-1.364,1.15,-0.482,-0.364
