**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

tf,c1,c2,regime_2d,n,pearson
1h,bar_range,z_se_w,UP_CHOPPY,3924,0.1649507907120065
1h,bar_range,z_se_w,DOWN_SMOOTH,4662,-0.38206237682614835
1h,bar_range,z_se_w,DOWN_CHOPPY,2988,-0.2851933474761017
1h,bar_range,z_se_w,FLAT_SMOOTH,9750,-0.11074747431710763
1h,bar_range,z_se_w,FLAT_CHOPPY,18315,-0.09132959274472947
1h,bar_range,hurst_w,UP_SMOOTH,7146,0.07063123905057653
1h,bar_range,hurst_w,UP_CHOPPY,3924,0.19762228643178434
1h,bar_range,hurst_w,DOWN_SMOOTH,4662,0.1789382503814158
1h,bar_range,hurst_w,DOWN_CHOPPY,2988,-0.17108695118456604
1h,bar_range,hurst_w,FLAT_SMOOTH,9882,0.14164963788503687
1h,bar_range,hurst_w,FLAT_CHOPPY,18315,0.1251679907213388
1h,bar_range,reversion_prob_w,UP_SMOOTH,7146,-0.4269540797389978
1h,bar_range,reversion_prob_w,UP_CHOPPY,3924,-0.1804879991260181
1h,bar_range,reversion_prob_w,DOWN_SMOOTH,4662,-0.4544405084905734
1h,bar_range,reversion_prob_w,DOWN_CHOPPY,2988,-0.45685799237115976
1h,bar_range,reversion_prob_w,FLAT_SMOOTH,9750,-0.4035798502972812
1h,bar_range,reversion_prob_w,FLAT_CHOPPY,18315,-0.4043512459152428
1h,body,vwap_w,UP_SMOOTH,7146,-0.14259932879208456
1h,body,vwap_w,UP_CHOPPY,3924,-0.1398683968194829
1h,body,vwap_w,DOWN_SMOOTH,4662,0.10285914660130972
1h,body,vwap_w,DOWN_CHOPPY,2988,0.05684702307179327
1h,body,vwap_w,FLAT_SMOOTH,9750,0.022629212056573374
1h,body,vwap_w,FLAT_CHOPPY,18315,0.020490463789764456
1h,body,vol_velocity_w,UP_SMOOTH,7146,0.2388818832951943
1h,body,vol_velocity_w,UP_CHOPPY,3924,0.19298778398543712
1h,body,vol_velocity_w,DOWN_SMOOTH,4662,-0.3480349373372135
1h,body,vol_velocity_w,DOWN_CHOPPY,2988,-0.13638302711364583
1h,body,vol_velocity_w,FLAT_SMOOTH,9738,-0.06313376229193425
1h,body,vol_velocity_w,FLAT_CHOPPY,18315,-0.05552082561110689
1h,body,vol_mean_w,UP_SMOOTH,7146,0.12083104748610786
1h,body,vol_mean_w,UP_CHOPPY,3924,0.06648924287513527
1h,body,vol_mean_w,DOWN_SMOOTH,4662,-0.10205814944180817
1h,body,vol_mean_w,DOWN_CHOPPY,2988,-0.05758367518826437
1h,body,vol_mean_w,FLAT_SMOOTH,9750,-0.006679862521526992
1h,body,vol_mean_w,FLAT_CHOPPY,18315,0.012620073344240203
1h,body,z_se_w,UP_SMOOTH,7146,0.46675557089426156
1h,body,z_se_w,UP_CHOPPY,3924,0.49782114662824756
1h,body,z_se_w,DOWN_SMOOTH,4662,0.5846577685494121
1h,body,z_se_w,DOWN_CHOPPY,2988,0.678936841478742
1h,body,z_se_w,FLAT_SMOOTH,9750,0.5881396535239437
1h,body,z_se_w,FLAT_CHOPPY,18315,0.6194433827610205
1h,body,hurst_w,UP_SMOOTH,7146,0.01206095022054476
1h,body,hurst_w,UP_CHOPPY,3924,0.040233984267302195
1h,body,hurst_w,DOWN_SMOOTH,4662,-0.05781511513575495
1h,body,hurst_w,DOWN_CHOPPY,2988,0.01462893933950015
1h,body,hurst_w,FLAT_SMOOTH,9882,-0.0118523013331073
1h,body,hurst_w,FLAT_CHOPPY,18315,-0.02238813703890793
1h,body,reversion_prob_w,UP_SMOOTH,7146,-0.40164402762721874
1h,body,reversion_prob_w,UP_CHOPPY,3924,-0.17156967587637367
1h,body,reversion_prob_w,DOWN_SMOOTH,4662,0.5346692406904939
1h,body,reversion_prob_w,DOWN_CHOPPY,2988,0.3100511819881826
1h,body,reversion_prob_w,FLAT_SMOOTH,9750,0.23690674500635078
1h,body,reversion_prob_w,FLAT_CHOPPY,18315,0.20930518167825304
1h,vwap_w,vol_velocity_w,UP_SMOOTH,7146,-0.05995940242072912
1h,vwap_w,vol_velocity_w,UP_CHOPPY,3924,-0.0030961666642224275
1h,vwap_w,vol_velocity_w,DOWN_SMOOTH,4662,0.060767999149461495
1h,vwap_w,vol_velocity_w,DOWN_CHOPPY,2988,0.053880918285856526
1h,vwap_w,vol_velocity_w,FLAT_SMOOTH,9738,0.02033887343520883
1h,vwap_w,vol_velocity_w,FLAT_CHOPPY,18315,-0.009230662602759739
1h,vwap_w,vol_mean_w,UP_SMOOTH,7146,-0.25989253259944656
1h,vwap_w,vol_mean_w,UP_CHOPPY,3924,-0.46670500358964184
1h,vwap_w,vol_mean_w,DOWN_SMOOTH,4662,-0.4415540808021773
1h,vwap_w,vol_mean_w,DOWN_CHOPPY,2988,-0.25925639699156955
1h,vwap_w,vol_mean_w,FLAT_SMOOTH,9750,-0.3946490041685087
1h,vwap_w,vol_mean_w,FLAT_CHOPPY,18315,-0.3707777805751939
1h,vwap_w,z_se_w,UP_SMOOTH,7146,-0.04286848489289071
1h,vwap_w,z_se_w,UP_CHOPPY,3924,-0.01187143168096149
1h,vwap_w,z_se_w,DOWN_SMOOTH,4662,-0.03784694983835389
1h,vwap_w,z_se_w,DOWN_CHOPPY,2988,-0.04061766691989358
1h,vwap_w,z_se_w,FLAT_SMOOTH,9750,0.02186552791404397
1h,vwap_w,z_se_w,FLAT_CHOPPY,18315,-0.005180711552559014
1h,vwap_w,hurst_w,UP_SMOOTH,7146,-0.1224926535816562
1h,vwap_w,hurst_w,UP_CHOPPY,3924,-0.306042801068969
1h,vwap_w,hurst_w,DOWN_SMOOTH,4662,-0.037663162153388205
1h,vwap_w,hurst_w,DOWN_CHOPPY,2988,0.15027111862346293
1h,vwap_w,hurst_w,FLAT_SMOOTH,9750,-0.24036954945861208
1h,vwap_w,hurst_w,FLAT_CHOPPY,18315,-0.1345556108547962
1h,vwap_w,reversion_prob_w,UP_SMOOTH,7146,0.03268271675467784
1h,vwap_w,reversion_prob_w,UP_CHOPPY,3924,0.007213892208368823
1h,vwap_w,reversion_prob_w,DOWN_SMOOTH,4662,-0.07828057181237051
1h,vwap_w,reversion_prob_w,DOWN_CHOPPY,2988,-0.0386679120451171
1h,vwap_w,reversion_prob_w,FLAT_SMOOTH,9750,0.03132240265819029
1h,vwap_w,reversion_prob_w,FLAT_CHOPPY,18315,-0.028103452509545556
1h,vol_velocity_w,vol_mean_w,UP_SMOOTH,7146,0.12789490504494908
1h,vol_velocity_w,vol_mean_w,UP_CHOPPY,3924,0.16529857748873814
1h,vol_velocity_w,vol_mean_w,DOWN_SMOOTH,4662,0.11531983303813634
1h,vol_velocity_w,vol_mean_w,DOWN_CHOPPY,2988,0.15702460806790441
1h,vol_velocity_w,vol_mean_w,FLAT_SMOOTH,9738,0.0415000245376727
1h,vol_velocity_w,vol_mean_w,FLAT_CHOPPY,18315,0.13295589133386979
1h,vol_velocity_w,z_se_w,UP_SMOOTH,7146,0.3470167137413634
1h,vol_velocity_w,z_se_w,UP_CHOPPY,3924,0.142682059602907
1h,vol_velocity_w,z_se_w,DOWN_SMOOTH,4662,-0.38307719264502244
1h,vol_velocity_w,z_se_w,DOWN_CHOPPY,2988,-0.20081007761848915
1h,vol_velocity_w,z_se_w,FLAT_SMOOTH,9738,0.0050611727141979725
1h,vol_velocity_w,z_se_w,FLAT_CHOPPY,18315,-0.03204124198278984
1h,vol_velocity_w,hurst_w,UP_SMOOTH,7146,-0.04771666894694016
1h,vol_velocity_w,hurst_w,UP_CHOPPY,3924,-0.10577406802056977
1h,vol_velocity_w,hurst_w,DOWN_SMOOTH,4662,0.025793525766556535
1h,vol_velocity_w,hurst_w,DOWN_CHOPPY,2988,-0.02107266892289034
1h,vol_velocity_w,hurst_w,FLAT_SMOOTH,9738,0.0044118627476325434
1h,vol_velocity_w,hurst_w,FLAT_CHOPPY,18315,-0.000635562543877224
1h,vol_velocity_w,reversion_prob_w,UP_SMOOTH,7146,-0.2620285589491069
1h,vol_velocity_w,reversion_prob_w,UP_CHOPPY,3924,-0.2687014530895949
1h,vol_velocity_w,reversion_prob_w,DOWN_SMOOTH,4662,-0.36022039191308575
1h,vol_velocity_w,reversion_prob_w,DOWN_CHOPPY,2988,-0.2153827234257858
1h,vol_velocity_w,reversion_prob_w,FLAT_SMOOTH,9738,-0.27425991180997394
1h,vol_velocity_w,reversion_prob_w,FLAT_CHOPPY,18315,-0.28262840611460055
1h,vol_mean_w,z_se_w,UP_SMOOTH,7146,-0.0897318997775239
1h,vol_mean_w,z_se_w,UP_CHOPPY,3924,-0.20148123848515573
1h,vol_mean_w,z_se_w,DOWN_SMOOTH,4662,0.09247207366062539
1h,vol_mean_w,z_se_w,DOWN_CHOPPY,2988,0.11694775549674798
1h,vol_mean_w,z_se_w,FLAT_SMOOTH,9750,0.051722856783004666
1h,vol_mean_w,z_se_w,FLAT_CHOPPY,18315,0.04407873593499898
1h,vol_mean_w,hurst_w,UP_SMOOTH,7146,0.05701565404871843
1h,vol_mean_w,hurst_w,UP_CHOPPY,3924,0.41941744786142066
1h,vol_mean_w,hurst_w,DOWN_SMOOTH,4662,0.1353131846087995
1h,vol_mean_w,hurst_w,DOWN_CHOPPY,2988,0.01310844341249537
1h,vol_mean_w,hurst_w,FLAT_SMOOTH,9750,0.023083620714594473
1h,vol_mean_w,hurst_w,FLAT_CHOPPY,18315,0.06383734323041189
1h,vol_mean_w,reversion_prob_w,UP_SMOOTH,7146,0.07811790537221076
1h,vol_mean_w,reversion_prob_w,UP_CHOPPY,3924,0.14091859133219606
1h,vol_mean_w,reversion_prob_w,DOWN_SMOOTH,4662,0.14448453807639675
1h,vol_mean_w,reversion_prob_w,DOWN_CHOPPY,2988,0.11788116414427911
1h,vol_mean_w,reversion_prob_w,FLAT_SMOOTH,9750,0.08539057332283362
1h,vol_mean_w,reversion_prob_w,FLAT_CHOPPY,18315,0.11354281126093607
1h,z_se_w,hurst_w,UP_SMOOTH,7146,-0.04454859570297721
1h,z_se_w,hurst_w,UP_CHOPPY,3924,0.027019572168763398
1h,z_se_w,hurst_w,DOWN_SMOOTH,4662,0.051753083042907516
1h,z_se_w,hurst_w,DOWN_CHOPPY,2988,0.025305800185529328
1h,z_se_w,hurst_w,FLAT_SMOOTH,9750,-0.04424591335548998
1h,z_se_w,hurst_w,FLAT_CHOPPY,18315,-0.024635642052940044
1h,z_se_w,reversion_prob_w,UP_SMOOTH,7146,-0.34326730219382956
1h,z_se_w,reversion_prob_w,UP_CHOPPY,3924,-0.2083165350650801
1h,z_se_w,reversion_prob_w,DOWN_SMOOTH,4662,0.4749286609023198
1h,z_se_w,reversion_prob_w,DOWN_CHOPPY,2988,0.3565179817569644
1h,z_se_w,reversion_prob_w,FLAT_SMOOTH,9750,0.16898519499734554
1h,z_se_w,reversion_prob_w,FLAT_CHOPPY,18315,0.13303043031591735
1h,hurst_w,reversion_prob_w,UP_SMOOTH,7146,0.05809494527045053
1h,hurst_w,reversion_prob_w,UP_CHOPPY,3924,0.06290717419495073
1h,hurst_w,reversion_prob_w,DOWN_SMOOTH,4662,0.10843180630146237
1h,hurst_w,reversion_prob_w,DOWN_CHOPPY,2988,0.157846757782143
1h,hurst_w,reversion_prob_w,FLAT_SMOOTH,9750,0.0378882050873671
1h,hurst_w,reversion_prob_w,FLAT_CHOPPY,18315,0.05006968849074878
