tf,X,Y,Z,r_min,r_max,lift,sign_flip
1m,z_se_w,reversion_prob_w,vol_mean_w,0.02755616158008657,0.07634279763588112,0.048786636055794544,False
15m,vol_mean_w,hurst_w,vol_velocity_w,-0.02690912179463565,0.02177585485510337,0.04868497664973902,False
5m,body,vwap_w,reversion_prob_w,-0.026681402168731234,0.021910118390728584,0.04859152055945982,False
1m,body,vol_mean_w,vwap_w,-0.021352153989827257,0.027197065713568853,0.04854921970339611,False
1m,bar_range,hurst_w,vwap_w,-0.007826934528316117,0.04056066630921796,0.04838760083753407,False
15m,z_se_w,hurst_w,vol_mean_w,-0.0035952564211673647,0.044699785249303466,0.04829504167047083,False
5s,body,z_se_w,hurst_w,0.43659953181007655,0.4846425769574267,0.04804304514735014,False
1m,hurst_w,reversion_prob_w,bar_range,0.06118368058478362,0.10902829161313278,0.04784461102834916,False
1m,hurst_w,reversion_prob_w,body,0.07977933133311801,0.12723092544705214,0.047451594113934126,False
15m,body,vwap_w,bar_range,-0.03008466197480531,0.01734903809201048,0.04743370006681579,False
5m,bar_range,z_se_w,hurst_w,-0.021933975621773433,0.025037681264862725,0.046971656886636154,False
1h,vol_velocity_w,reversion_prob_w,vwap_w,-0.3121552876399701,-0.2652516602997914,0.046903627340178666,False
15m,vwap_w,z_se_w,reversion_prob_w,-0.030940677909570655,0.015944699996906304,0.046885377906476955,False
15m,vol_mean_w,reversion_prob_w,hurst_w,0.015030679846818076,0.06190051614776919,0.04686983630095111,False
15m,vwap_w,vol_velocity_w,reversion_prob_w,-0.02143950737507848,0.025314794855914,0.04675430223099248,False
5m,z_se_w,reversion_prob_w,hurst_w,0.011956908431102004,0.05833866945682144,0.046381761025719434,False
15m,vol_velocity_w,z_se_w,vol_mean_w,-0.038659792667551804,0.007102043372287266,0.04576183603983907,False
1m,z_se_w,reversion_prob_w,hurst_w,0.029788748741692905,0.07551043988348882,0.04572169114179592,False
15m,z_se_w,hurst_w,reversion_prob_w,-0.009379740018328156,0.036219146857940136,0.04559888687626829,False
5m,vwap_w,reversion_prob_w,vol_velocity_w,-0.03233683340426875,0.013227686163998342,0.0455645195682671,False
1m,vol_mean_w,reversion_prob_w,hurst_w,-0.012655340429380631,0.03290809285341068,0.04556343328279131,False
5s,vol_mean_w,hurst_w,vwap_w,0.030318917735030558,0.07587613240049994,0.04555721466546938,False
5s,hurst_w,reversion_prob_w,z_se_w,-0.015366870871357631,0.030073865677923493,0.04544073654928112,False
1m,vwap_w,vol_mean_w,body,-0.14620789982551247,-0.1007893172522869,0.04541858257322556,False
1m,vol_velocity_w,hurst_w,bar_range,-0.06586853413351837,-0.020468280431576374,0.04540025370194199,False
15m,bar_range,vwap_w,z_se_w,-0.44086350143194386,-0.39547019045724013,0.04539331097470373,False
15m,body,vol_mean_w,reversion_prob_w,-0.024174409120609402,0.021099021996446116,0.04527343111705552,False
1m,vol_velocity_w,hurst_w,z_se_w,-0.05111536629009513,-0.006025641240929922,0.04508972504916521,False
5s,vol_velocity_w,z_se_w,vwap_w,-0.0274467574290133,0.01760126320749136,0.04504802063650466,False
1m,vwap_w,vol_mean_w,hurst_w,-0.20925443920495657,-0.1643161607944181,0.04493827841053846,False
5s,bar_range,hurst_w,vwap_w,0.04182665653826731,0.08662133214030884,0.044794675602041534,False
15m,vol_mean_w,z_se_w,hurst_w,-0.01138360982738661,0.03332578185795837,0.044709391685344976,False
1m,vol_velocity_w,z_se_w,bar_range,-0.03232840737387563,0.01212235936359437,0.04445076673747,False
5s,body,vol_mean_w,bar_range,-0.02957902813084879,0.014864979200467438,0.04444400733131623,False
5s,vwap_w,hurst_w,vol_velocity_w,-0.050795483361000836,-0.006352974248863777,0.04444250911213706,False
5m,vwap_w,hurst_w,bar_range,-0.026569437565968287,0.01786487767548462,0.04443431524145291,False
1h,vwap_w,reversion_prob_w,hurst_w,-0.030532819660804046,0.013844551723452376,0.044377371384256424,False
5s,hurst_w,reversion_prob_w,body,0.05987263883685835,0.10423368148074785,0.0443610426438895,False
5s,vol_velocity_w,hurst_w,reversion_prob_w,-0.02449195955511313,0.019737522454967578,0.04422948201008071,False
1m,hurst_w,reversion_prob_w,z_se_w,0.002347525984845012,0.046383888877161716,0.0440363628923167,False
15m,body,vwap_w,vol_velocity_w,-0.01985664743262969,0.024111753584799903,0.04396840101742959,False
5s,bar_range,hurst_w,vol_mean_w,0.007058071787543752,0.05091372316187007,0.043855651374326315,False
5s,hurst_w,reversion_prob_w,bar_range,0.06370175174222438,0.10744545480647855,0.043743703064254166,False
15m,vwap_w,z_se_w,vol_mean_w,-0.02835257170125822,0.015337593530142987,0.04369016523140121,False
5m,vwap_w,z_se_w,hurst_w,-0.025886513918455447,0.017564050101706228,0.043450564020161675,False
15m,bar_range,vol_velocity_w,hurst_w,0.34419880318862295,0.38746320246191074,0.04326439927328779,False
5s,body,vwap_w,reversion_prob_w,-0.019686500610861454,0.023520421091058688,0.04320692170192014,False
5m,bar_range,hurst_w,vol_mean_w,-0.022040783264519203,0.02114757501782351,0.043188358282342715,False
1m,vwap_w,vol_velocity_w,vol_mean_w,-0.021312228813326662,0.021442277656465992,0.042754506469792654,False
5m,vol_velocity_w,z_se_w,hurst_w,-0.02184368215333448,0.020816839519768968,0.04266052167310345,False
1m,body,reversion_prob_w,bar_range,0.0018416663708468793,0.04442246281325921,0.04258079644241233,False
5m,vol_mean_w,reversion_prob_w,z_se_w,-0.014210028833566984,0.028348918057015983,0.04255894689058297,False
5m,vol_mean_w,hurst_w,z_se_w,0.03878010445387262,0.08114528778202623,0.04236518332815361,False
1h,vwap_w,z_se_w,reversion_prob_w,-0.023083331869458743,0.01916030895992696,0.042243640829385705,False
1m,bar_range,z_se_w,vwap_w,-0.04506592773245853,-0.002883846111043089,0.04218208162141544,False
5m,z_se_w,reversion_prob_w,vol_mean_w,0.006409686769446307,0.04851182390452349,0.04210213713507718,False
1m,bar_range,z_se_w,reversion_prob_w,-0.02134350625374459,0.0205832704156986,0.041926776669443194,False
15m,body,vol_mean_w,bar_range,-0.011733609999409797,0.029971205234557412,0.04170481523396721,False
15m,hurst_w,reversion_prob_w,vol_velocity_w,0.041813097254737204,0.08304459153434184,0.04123149427960463,False
5s,bar_range,vol_mean_w,reversion_prob_w,0.5494223103783628,0.590616560228309,0.04119424984994624,False
1m,vwap_w,hurst_w,vol_velocity_w,-0.046014054087723105,-0.0051197468394973515,0.04089430724822575,False
1m,vol_velocity_w,hurst_w,reversion_prob_w,-0.050279168035993096,-0.009434774446660306,0.04084439358933279,False
1m,z_se_w,hurst_w,bar_range,-0.029307488100762787,0.011138403919751332,0.040445892020514115,False
1m,bar_range,vwap_w,body,-0.3895641135171597,-0.3493903071197011,0.0401738063974586,False
1m,vwap_w,hurst_w,vol_mean_w,-0.04083748622310658,-0.00070842379701947,0.04012906242608711,False
15m,vwap_w,vol_mean_w,hurst_w,-0.2469975797095805,-0.20735349854392934,0.03964408116565116,False
1m,vwap_w,z_se_w,bar_range,-0.02865013272470775,0.01090345637731387,0.03955358910202162,False
15m,body,hurst_w,vwap_w,-0.010245092724211634,0.02915547645829348,0.03940056918250511,False
15m,vol_mean_w,z_se_w,reversion_prob_w,-0.01701356263352617,0.022367389155042293,0.03938095178856846,False
1m,vol_mean_w,hurst_w,reversion_prob_w,0.018147000674934743,0.05746095966795314,0.0393139589930184,False
1m,vol_mean_w,hurst_w,z_se_w,0.01608944873513256,0.05534049122063407,0.039251042485501514,False
5m,body,vwap_w,vol_velocity_w,-0.021351099770135724,0.01786309575658532,0.03921419552672105,False
5m,bar_range,z_se_w,vol_mean_w,-0.04204194029785342,-0.002912441367004376,0.03912949893084905,False
15m,vol_velocity_w,hurst_w,body,-0.024611655680406856,0.014510791366266453,0.03912244704667331,False
5s,vol_mean_w,hurst_w,z_se_w,0.028683522138022628,0.06777585547808979,0.03909233334006716,False
5m,vol_velocity_w,hurst_w,vwap_w,-0.04432617179076682,-0.005324820872906356,0.03900135091786046,False
5s,vol_velocity_w,hurst_w,z_se_w,-0.019940610505833626,0.018978846969243613,0.03891945747507724,False
1m,z_se_w,reversion_prob_w,vwap_w,0.028297943459496037,0.06707318822983266,0.03877524477033662,False
15m,vwap_w,hurst_w,reversion_prob_w,-0.01959249221441177,0.019100473937240275,0.03869296615165205,False
1m,z_se_w,hurst_w,reversion_prob_w,-0.034386405318261724,0.004278031799437126,0.03866443711769885,False
15m,z_se_w,reversion_prob_w,vol_mean_w,0.04422654152052954,0.08280121933193223,0.03857467781140269,False
1h,vol_velocity_w,vol_mean_w,vwap_w,0.10748548170955963,0.14602765138576135,0.03854216967620172,False
15m,vol_mean_w,reversion_prob_w,vwap_w,0.013104556698230534,0.05155311716416086,0.03844856046593033,False
15m,body,hurst_w,vol_mean_w,-0.016845464990691877,0.021555873510163564,0.03840133850085544,False
1m,vwap_w,hurst_w,z_se_w,-0.045474745624747785,-0.0071299858678103975,0.03834475975693739,False
15m,vol_mean_w,reversion_prob_w,z_se_w,0.008817394213322961,0.047114919852360354,0.03829752563903739,False
5s,bar_range,reversion_prob_w,hurst_w,-0.19653093142677633,-0.1585774172469634,0.037953514179812936,False
5m,bar_range,z_se_w,vol_velocity_w,-0.017854675544905125,0.019862702807822288,0.03771737835272741,False
15m,vwap_w,reversion_prob_w,vol_mean_w,-0.008900183054046298,0.028758905861309872,0.03765908891535617,False
1m,vol_velocity_w,z_se_w,reversion_prob_w,-0.025312568809637257,0.012089069053708674,0.03740163786334593,False
5s,body,vol_mean_w,reversion_prob_w,-0.051097883807096574,-0.013800164891251427,0.03729771891584514,False
5m,vwap_w,vol_velocity_w,hurst_w,-0.011738597418865142,0.025524178053662628,0.03726277547252777,False
1m,body,hurst_w,reversion_prob_w,-0.019733086385800194,0.01738484569473894,0.03711793208053914,False
5s,vol_mean_w,hurst_w,bar_range,0.00827574100940052,0.04533007816374641,0.03705433715434589,False
15m,bar_range,hurst_w,vol_velocity_w,-0.01711492863603549,0.019892546343365763,0.03700747497940125,False
5s,vwap_w,z_se_w,reversion_prob_w,-0.027988065114159768,0.008990707102254506,0.036978772216414275,False
1m,vwap_w,vol_velocity_w,reversion_prob_w,-0.01457790571661982,0.02239033678852848,0.0369682425051483,False
15m,bar_range,z_se_w,vol_mean_w,-0.05366662974095617,-0.01680857917459845,0.03685805056635772,False
5s,vwap_w,reversion_prob_w,vol_mean_w,-0.013837206433759762,0.022985811284748765,0.03682301771850853,False
5s,vol_velocity_w,hurst_w,bar_range,-0.03696166481147339,-0.0004508899057773221,0.03651077490569606,False
5s,vwap_w,reversion_prob_w,hurst_w,-0.015736709395533455,0.02072854550494811,0.03646525490048157,False
1m,vol_velocity_w,z_se_w,hurst_w,-0.026488563007688506,0.009829860943871177,0.03631842395155968,False
5m,vwap_w,vol_mean_w,hurst_w,-0.21280286074396065,-0.17656052216821855,0.036242338575742106,False
5m,vol_mean_w,z_se_w,hurst_w,-0.007446108901485003,0.028766723360144936,0.03621283226162994,False
5m,body,vol_velocity_w,bar_range,-0.026447120546694087,0.009647504097372927,0.036094624644067014,False
5s,bar_range,z_se_w,vol_mean_w,-0.023457685157187262,0.012606778886308618,0.03606446404349588,False
15m,body,vol_velocity_w,bar_range,-0.023946480098759323,0.011693891361905856,0.03564037146066518,False
5s,vol_velocity_w,hurst_w,vol_mean_w,-0.03648396463456241,-0.0009037114677237708,0.03558025316683864,False
15m,body,reversion_prob_w,bar_range,0.014776442373240965,0.05015463800195888,0.03537819562871791,False
15m,vwap_w,reversion_prob_w,hurst_w,-0.022923147481949728,0.012308361649708818,0.035231509131658546,False
5s,vol_mean_w,reversion_prob_w,body,0.049424180930369564,0.0846026501852603,0.03517846925489073,False
5m,vwap_w,hurst_w,reversion_prob_w,-0.03453962876107035,0.0006176110847486354,0.035157239845818984,False
1m,vwap_w,hurst_w,body,-0.044258293709472284,-0.009112246987595923,0.035146046721876364,False
5m,vol_mean_w,hurst_w,reversion_prob_w,0.0354094166097167,0.07053148445872032,0.03512206784900362,False
5m,body,reversion_prob_w,vol_velocity_w,-0.003139475739024601,0.031964659327395846,0.03510413506642045,False
5s,body,vwap_w,vol_velocity_w,-0.015686661553449683,0.019323494599921706,0.035010156153371386,False
15m,body,vol_velocity_w,reversion_prob_w,-0.041638161116772494,-0.006850720517944495,0.034787440598828,False
15m,vol_mean_w,z_se_w,vwap_w,-0.003764032567537437,0.03102126581989924,0.03478529838743668,False
1m,hurst_w,reversion_prob_w,vol_mean_w,0.06145780793906114,0.09609435160995494,0.034636543670893805,False
5s,body,hurst_w,vol_velocity_w,-0.020631617219148957,0.013912633127033908,0.034544250346182866,False
15m,vwap_w,reversion_prob_w,z_se_w,-0.03201537398926729,0.0024892858457135855,0.034504659834980876,False
15m,hurst_w,reversion_prob_w,vwap_w,0.04971942705084334,0.08421985509036335,0.03450042803952001,False
1m,vol_mean_w,hurst_w,body,0.013622549384834818,0.048008484721884154,0.03438593533704934,False
5s,hurst_w,reversion_prob_w,vol_velocity_w,0.05430082419184293,0.08867348146421963,0.034372657272376705,False
5m,vwap_w,vol_mean_w,body,-0.13748707495438128,-0.10315630228490522,0.03433077266947607,False
1m,vwap_w,vol_velocity_w,z_se_w,-0.013395575615116116,0.020888336164639264,0.03428391177975538,False
5s,vol_velocity_w,reversion_prob_w,vwap_w,-0.08198756620300025,-0.04801439056714432,0.03397317563585593,False
5m,z_se_w,hurst_w,vol_mean_w,-0.009437751485961994,0.02448664509117457,0.03392439657713656,False
5s,bar_range,z_se_w,reversion_prob_w,-0.023117000407281346,0.01068885920005296,0.03380585960733431,False
5s,bar_range,vol_mean_w,hurst_w,0.5420400081321252,0.5757641195970702,0.03372411146494503,False
1h,vwap_w,vol_velocity_w,body,0.08165400743750191,0.11526859125239917,0.033614583814897264,False
1m,vwap_w,reversion_prob_w,bar_range,-0.08633521286329263,-0.05281914263418078,0.03351607022911185,False
5s,body,vwap_w,hurst_w,-0.010907952273383219,0.022572926715593463,0.033480878988976684,False
5s,z_se_w,hurst_w,vol_mean_w,-0.021509853998854588,0.01196852992832418,0.033478383927178765,False
5m,vwap_w,vol_velocity_w,vol_mean_w,-0.010992429767150792,0.0224552353952975,0.03344766516244829,False
5s,vwap_w,z_se_w,vol_mean_w,-0.02020244816188883,0.013172332828741501,0.033374780990630334,False
15m,vwap_w,vol_velocity_w,z_se_w,-0.016706433983279884,0.016664013032216523,0.03337044701549641,False
1m,vwap_w,z_se_w,reversion_prob_w,-0.013896146084450294,0.01938466921567905,0.03328081530012934,False
5s,vwap_w,vol_velocity_w,reversion_prob_w,-0.013054746429983558,0.01982634800823142,0.03288109443821498,False
1m,vwap_w,z_se_w,vol_velocity_w,-0.015451105393204852,0.016982621891343978,0.03243372728454883,False
5s,z_se_w,reversion_prob_w,vol_mean_w,0.00793768890765167,0.040034234372523174,0.032096545464871507,False
5s,vwap_w,hurst_w,z_se_w,-0.048121754536380464,-0.016166115327653722,0.03195563920872674,False
5s,vol_velocity_w,z_se_w,reversion_prob_w,-0.016621566397706643,0.015316088337818758,0.0319376547355254,False
5s,body,hurst_w,vwap_w,-0.02254372863703145,0.009326007130515627,0.03186973576754708,False
5m,vol_velocity_w,z_se_w,vwap_w,-0.015545470067476341,0.01628374485111685,0.03182921491859319,False
5m,z_se_w,reversion_prob_w,vwap_w,0.01786107991325219,0.04940703083974863,0.03154595092649644,False
1m,vol_mean_w,z_se_w,vol_velocity_w,-0.009706371223724773,0.021837123406262243,0.03154349462998701,False
5s,vol_mean_w,hurst_w,reversion_prob_w,0.035078927848333094,0.06642654067271866,0.03134761282438557,False
1m,vol_velocity_w,hurst_w,vol_mean_w,-0.06357031909821403,-0.032556208017992465,0.03101411108022157,False
1m,vwap_w,vol_mean_w,vol_velocity_w,-0.17006367994064697,-0.13908216332501575,0.030981516615631227,False
5m,body,reversion_prob_w,bar_range,0.008623019867629816,0.03926983256191255,0.03064681269428273,False
5s,hurst_w,reversion_prob_w,vol_mean_w,0.06183380570131703,0.09245070726410964,0.030616901562792613,False
5m,hurst_w,reversion_prob_w,bar_range,0.07568369610254294,0.10629171036533365,0.03060801426279071,False
5s,vwap_w,reversion_prob_w,z_se_w,-0.01675555615170806,0.013636328434457735,0.030391884586165797,False
5m,z_se_w,reversion_prob_w,vol_velocity_w,0.018043388567986186,0.04842967311010831,0.030386284542122124,False
15m,vwap_w,hurst_w,bar_range,-0.020246447950320684,0.010016578191137207,0.030263026141457892,False
5m,vwap_w,reversion_prob_w,z_se_w,-0.015546013614804824,0.014608850859267136,0.03015486447407196,False
5s,vol_mean_w,reversion_prob_w,vol_velocity_w,-0.005097796745721544,0.02498820828262974,0.030086005028351286,False
5s,vol_mean_w,z_se_w,hurst_w,-0.02483878290899851,0.005201446005097986,0.030040228914096495,False
1m,bar_range,z_se_w,vol_velocity_w,-0.029225009409041956,0.0008088038107176402,0.030033813219759595,False
15m,vwap_w,z_se_w,vol_velocity_w,-0.019443851368176737,0.01037835929485798,0.02982221066303472,False
1m,bar_range,z_se_w,vol_mean_w,-0.04142539262415805,-0.011668848259275642,0.02975654436488241,False
5m,vol_velocity_w,z_se_w,vol_mean_w,-0.017446242509392938,0.01229539277876161,0.029741635288154548,False
15m,vwap_w,hurst_w,z_se_w,-0.01529230451642544,0.014427337744885384,0.029719642261310825,False
5s,vol_mean_w,z_se_w,vwap_w,-0.016452691836395344,0.013250296283730863,0.029702988120126207,False
5m,body,hurst_w,reversion_prob_w,-0.013657325935078875,0.015774663260407818,0.029431989195486695,False
15m,vwap_w,vol_velocity_w,vol_mean_w,-0.014664249517757705,0.014703635317868136,0.029367884835625843,False
5s,vol_velocity_w,hurst_w,body,-0.020115409205826867,0.008952001040615026,0.029067410246441893,False
5s,vol_velocity_w,z_se_w,hurst_w,-0.024359272741815586,0.004353665170945214,0.0287129379127608,False
5s,z_se_w,reversion_prob_w,vol_velocity_w,0.0072210310854882625,0.035902259949991605,0.028681228864503343,False
1m,vol_velocity_w,hurst_w,body,-0.05539635399634455,-0.027035521406318812,0.02836083259002574,False
1m,vol_mean_w,reversion_prob_w,z_se_w,-0.003861168995027576,0.0244736024605491,0.028334771455576675,False
5m,vwap_w,reversion_prob_w,vol_mean_w,-0.0111902107847165,0.017072571259341487,0.028262782044057987,False
5m,z_se_w,hurst_w,vol_velocity_w,-0.008094701260569461,0.020131625624814815,0.028226326885384276,False
5s,vol_mean_w,hurst_w,vol_velocity_w,0.036217339953462185,0.06440320820591501,0.028185868252452825,False
5m,body,vol_mean_w,bar_range,0.011505207940634452,0.03939316969099862,0.027887961750364166,False
5s,z_se_w,reversion_prob_w,vwap_w,0.013004600380189578,0.04084712585884481,0.027842525478655233,False
5s,vwap_w,vol_velocity_w,body,0.006748736967081893,0.034476511057506466,0.027727774090424574,False
5s,bar_range,vwap_w,z_se_w,-0.3474762521673052,-0.31993255570066614,0.027543696466639067,False
5m,bar_range,z_se_w,reversion_prob_w,-0.011989556036533714,0.015506234903575103,0.027495790940108816,False
1m,bar_range,hurst_w,vol_mean_w,-0.01171980755345657,0.015558163987764929,0.027277971541221496,False
5s,body,reversion_prob_w,vol_velocity_w,0.01242505811989542,0.03968566711676816,0.02726060899687274,False
1m,body,vwap_w,hurst_w,-0.00805117266551846,0.01909903109393633,0.02715020375945479,False
15m,body,vol_mean_w,vwap_w,-0.02118619488648369,0.005880357377326857,0.027066552263810547,False
5s,body,reversion_prob_w,hurst_w,0.018054599392210297,0.04505124450069001,0.02699664510847971,False
1m,z_se_w,hurst_w,vol_mean_w,-0.015850753172473735,0.01113736098820747,0.026988114160681205,False
5s,vol_velocity_w,z_se_w,bar_range,-0.015071776676820777,0.011715225425752339,0.026787002102573114,False
5m,vol_velocity_w,z_se_w,reversion_prob_w,-0.006219539150391874,0.020518447973753524,0.0267379871241454,False
5m,vwap_w,hurst_w,body,-0.02695306259513353,-0.00027470724511775575,0.026678355350015774,False
15m,vwap_w,vol_mean_w,reversion_prob_w,-0.23753177468219866,-0.21085677422195456,0.026675000460244097,False
5s,vwap_w,z_se_w,vol_velocity_w,-0.01518919944005675,0.011360405517419396,0.026549604957476144,False
5s,z_se_w,reversion_prob_w,hurst_w,0.011575396518662922,0.038073807152567654,0.026498410633904734,False
5s,vwap_w,vol_velocity_w,z_se_w,-0.0062156073703579905,0.020267232538860192,0.02648283990921818,False
5s,body,hurst_w,vol_mean_w,-0.01803904404571205,0.00835329289196035,0.0263923369376724,False
5m,bar_range,vwap_w,body,-0.3713970438203747,-0.34505492178809133,0.026342122032283366,False
1m,body,vol_mean_w,bar_range,-0.01292104815733055,0.013400679742198489,0.026321727899529038,False
5s,bar_range,hurst_w,vol_velocity_w,0.04419664846478025,0.07045639458055733,0.026259746115777083,False
5s,vwap_w,hurst_w,reversion_prob_w,-0.044604550643302675,-0.018927657039765372,0.025676893603537303,False
5m,vwap_w,z_se_w,reversion_prob_w,-0.018899085121170587,0.006744311398818217,0.025643396519988804,False
1m,vol_mean_w,z_se_w,hurst_w,-0.009366324005837812,0.016245244986469846,0.025611568992307657,False
15m,vwap_w,hurst_w,body,-0.008536882012814459,0.017065029569792445,0.025601911582606905,False
5m,vol_mean_w,z_se_w,vol_velocity_w,0.0020014165919476586,0.027453977678338733,0.025452561086391073,False
5m,bar_range,hurst_w,z_se_w,0.031980910967274456,0.057366976455684955,0.0253860654884105,False
5m,body,vwap_w,vol_mean_w,-0.009101162631384201,0.016248514670866427,0.02534967730225063,False
1m,vwap_w,reversion_prob_w,hurst_w,-0.0030404035913367913,0.021862329501893773,0.024902733093230565,False
5m,vol_velocity_w,vol_mean_w,vwap_w,0.04139356717673546,0.06607425538352442,0.02468068820678896,False
1m,bar_range,hurst_w,body,0.017299497306528442,0.04190095265750011,0.024601455350971666,False
5s,vwap_w,vol_velocity_w,hurst_w,-0.0008275180606049555,0.023732684612904727,0.024560202673509682,False
1m,vol_velocity_w,z_se_w,vwap_w,-0.028532373760234736,-0.004003787486602103,0.024528586273632632,False
5m,body,vol_mean_w,vwap_w,-0.014813654491735903,0.009539491851045124,0.024353146342781025,False
5s,vwap_w,reversion_prob_w,vol_velocity_w,-0.008765962427421201,0.015418670543477573,0.024184632970898776,False
5m,vol_mean_w,hurst_w,body,0.04084950618924737,0.0649207826293095,0.024071276440062135,False
5m,body,vwap_w,bar_range,-0.016993418442474553,0.0069021083891265805,0.023895526831601135,False
1m,vwap_w,vol_velocity_w,body,0.019114866939017924,0.04294827102256974,0.023833404083551817,False
1m,body,hurst_w,bar_range,-0.008861989728972511,0.014804968933361785,0.023666958662334297,False
5m,hurst_w,reversion_prob_w,vol_velocity_w,0.05225286371584257,0.0758373363258418,0.023584472609999234,False
1m,bar_range,z_se_w,hurst_w,-0.025113693700479396,-0.0017362030814730444,0.02337749061900635,False
1m,body,vwap_w,vol_velocity_w,-0.01574340932784539,0.00760744880335811,0.0233508581312035,False
1m,vol_mean_w,z_se_w,reversion_prob_w,0.0015829630721167938,0.02439348299216924,0.022810519920052445,False
5s,body,vwap_w,bar_range,-0.01103423618454486,0.011644596253445834,0.022678832437990695,False
5m,vol_mean_w,reversion_prob_w,vwap_w,0.0018814863352965654,0.024537198210882412,0.022655711875585845,False
1m,vwap_w,z_se_w,vol_mean_w,-0.012407048862455817,0.010099186298149935,0.02250623516060575,False
5m,vol_velocity_w,reversion_prob_w,vwap_w,-0.18943539962762007,-0.16698205877975655,0.022453340847863518,False
1m,vol_velocity_w,z_se_w,vol_mean_w,-0.028909628709189696,-0.0065184239969839405,0.022391204712205758,False
5s,body,reversion_prob_w,vol_mean_w,0.022065440401928926,0.04432261050077898,0.022257170098850053,False
5m,body,hurst_w,vol_velocity_w,-0.005762422363168214,0.01637760597235892,0.022140028335527133,False
5s,vol_velocity_w,hurst_w,vwap_w,-0.006147241608361679,0.015924419921122597,0.022071661529484275,False
1m,body,vwap_w,reversion_prob_w,-0.0067087330212609484,0.015290675224161984,0.021999408245422934,False
5m,vwap_w,hurst_w,z_se_w,-0.03350381295683525,-0.01155285927242545,0.021950953684409802,False
5s,vwap_w,z_se_w,hurst_w,-0.014239811712266064,0.007522330880148338,0.0217621425924144,False
1m,body,vol_velocity_w,reversion_prob_w,-0.03196583511544482,-0.010370128207694998,0.02159570690774982,False
5m,body,vol_velocity_w,vol_mean_w,-0.04259049252822216,-0.021038180843812978,0.021552311684409183,False
1m,body,hurst_w,vol_mean_w,-0.010663148471066397,0.01074399798187325,0.021407146452939646,False
1h,body,hurst_w,reversion_prob_w,-0.026407408489573608,-0.0050264147503629696,0.021380993739210638,False
1m,vol_velocity_w,vol_mean_w,vwap_w,0.06257470090887551,0.08380840449471365,0.021233703585838135,False
1m,vwap_w,reversion_prob_w,vol_mean_w,-0.004732732798846807,0.01644379037512951,0.02117652317397632,False
1m,vwap_w,vol_mean_w,z_se_w,-0.19520859364869836,-0.17405445736068112,0.02115413628801724,False
1m,body,vwap_w,bar_range,-0.015606501415135449,0.00540141741487498,0.02100791883001043,False
5m,vwap_w,vol_mean_w,reversion_prob_w,-0.20586743238547148,-0.18510194879889746,0.020765483586574013,False
15m,body,hurst_w,bar_range,-0.0029010991555432843,0.01781321890778318,0.020714318063326465,False
5m,vol_mean_w,reversion_prob_w,hurst_w,0.001574399495317343,0.02225875094432982,0.020684351449012477,False
1m,z_se_w,hurst_w,vol_velocity_w,-0.017648164411456203,0.0028666085284256653,0.020514772939881867,False
5s,vol_mean_w,z_se_w,reversion_prob_w,-0.010505257980137182,0.009755756370549531,0.020261014350686713,False
5s,body,hurst_w,reversion_prob_w,-0.022880011711748898,-0.002650512285345679,0.02022949942640322,False
1m,vol_mean_w,z_se_w,vwap_w,-0.0071090557670080295,0.013090981871807692,0.02020003763881572,False
5s,z_se_w,hurst_w,vwap_w,-0.011370439656013274,0.008748866380446498,0.020119306036459773,False
15m,bar_range,z_se_w,reversion_prob_w,-0.012437871076725058,0.0073373148025450245,0.01977518587927008,False
5m,body,hurst_w,vwap_w,-0.009739679348220188,0.009866812919921319,0.019606492268141505,False
5m,hurst_w,reversion_prob_w,vwap_w,0.05917400194715486,0.07869195191639698,0.019517949969242124,False
1m,vwap_w,hurst_w,reversion_prob_w,-0.04032650738145588,-0.020893192083082348,0.01943331529837353,False
1m,vol_velocity_w,hurst_w,vwap_w,-0.043400308353555704,-0.023993443720405433,0.01940686463315027,False
5s,bar_range,z_se_w,vwap_w,-0.017128611210442825,0.0022492155946195,0.019377826805062323,False
5s,bar_range,vwap_w,reversion_prob_w,-0.34814407597635205,-0.32877246166263524,0.019371614313716812,False
5s,vol_velocity_w,z_se_w,vol_mean_w,-0.018532422101456895,0.0007955948907197364,0.019328016992176632,False
5s,body,vwap_w,vol_mean_w,-0.010896919998378222,0.008401948995116055,0.019298868993494277,False
5m,vwap_w,z_se_w,vol_mean_w,-0.015730152561509853,0.003385393892901452,0.019115546454411304,False
5m,hurst_w,reversion_prob_w,vol_mean_w,0.06195530075771629,0.08104244518667951,0.01908714442896322,False
5m,vwap_w,hurst_w,vol_velocity_w,-0.02909505599349201,-0.010085963655306906,0.019009092338185103,False
5s,vwap_w,vol_mean_w,reversion_prob_w,-0.0989265153703084,-0.07995396380880704,0.018972551561501363,False
5m,z_se_w,hurst_w,bar_range,0.0003987980231848415,0.01933821419993368,0.01893941617674884,False
5s,vol_mean_w,reversion_prob_w,hurst_w,-0.027390318372746702,-0.008629241183245385,0.01876107718950132,False
5m,z_se_w,hurst_w,vwap_w,-0.005519971548415294,0.013145603437821061,0.018665574986236354,False
5s,hurst_w,reversion_prob_w,vwap_w,0.06523621851686968,0.08372135591130118,0.0184851373944315,False
5s,z_se_w,hurst_w,bar_range,-0.01290225323506586,0.005169005030994717,0.018071258266060576,False
