tf,X,Y,Z,r_min,r_max,lift,sign_flip
1m,vol_mean_w,reversion_prob_w,body,0.008377085780423366,0.12875293562447404,0.12037584984405067,False
1h,vol_mean_w,hurst_w,reversion_prob_w,0.0070098102736842,0.12723092443984146,0.12022111416615726,False
5s,vol_velocity_w,z_se_w,body,-0.05933368183636644,0.060730893657134535,0.12006457549350097,True
1h,vwap_w,vol_velocity_w,hurst_w,-0.07906090788196998,0.04097329557171083,0.12003420345368082,False
15m,bar_range,reversion_prob_w,vwap_w,-0.42356091076145286,-0.30354495433584866,0.1200159564256042,False
15m,bar_range,body,vol_velocity_w,-0.06128205284761123,0.05872754288165054,0.12000959572926176,True
1m,body,z_se_w,vol_velocity_w,0.4085341397434939,0.5283044808722909,0.11977034112879698,False
1m,body,z_se_w,vol_mean_w,0.49874765576567115,0.6184968647506544,0.1197492089849832,False
5s,bar_range,vol_velocity_w,vol_mean_w,0.18651820056123367,0.3056683749098525,0.11915017434861883,False
1m,body,reversion_prob_w,hurst_w,-0.02601363017922184,0.0927474182879151,0.11876104846713695,False
1h,bar_range,vol_velocity_w,reversion_prob_w,0.4069298188237926,0.5254809089288335,0.11855109010504089,False
5s,vol_velocity_w,vol_mean_w,vwap_w,0.6045066434578681,0.7224740265636627,0.11796738310579458,False
5m,bar_range,vol_mean_w,z_se_w,0.5640233792368142,0.6819375196938919,0.11791414045707771,False
1m,bar_range,vol_velocity_w,vwap_w,0.2645220057620414,0.3822052044848519,0.11768319872281052,False
1h,body,hurst_w,bar_range,-0.05751248001891662,0.05998556954874169,0.11749804956765832,True
15m,bar_range,vol_velocity_w,body,0.24827859143296332,0.3655944477233618,0.11731585629039848,False
5s,bar_range,reversion_prob_w,vol_mean_w,-0.3360499564215861,-0.21952815065701875,0.11652180576456733,False
15m,bar_range,vwap_w,vol_velocity_w,-0.5232880394625975,-0.4076581907245607,0.11562984873803678,False
5m,body,hurst_w,z_se_w,-0.06198678149401723,0.053412137749434256,0.11539891924345148,True
5s,vol_velocity_w,vol_mean_w,hurst_w,0.5863355429028095,0.7006747206618432,0.11433917775903368,False
1h,body,vwap_w,vol_mean_w,-0.07683143773689023,0.03740250638283761,0.11423394411972784,False
5s,body,vol_mean_w,vwap_w,-0.08745050406301605,0.026570892098835855,0.1140213961618519,False
1m,bar_range,reversion_prob_w,hurst_w,-0.26250365257456776,-0.14873906632872733,0.11376458624584043,False
1h,hurst_w,reversion_prob_w,z_se_w,-0.016503131456603357,0.09711542441778505,0.1136185558743884,False
15m,bar_range,z_se_w,vwap_w,-0.09960033678784802,0.013341976960734026,0.11294231374858205,False
15m,bar_range,body,vol_mean_w,-0.05905950054729362,0.053564693729320705,0.11262419427661433,True
1h,body,vol_mean_w,vol_velocity_w,-0.03178936470635838,0.07927602594196803,0.1110653906483264,False
1m,body,reversion_prob_w,vwap_w,0.002304368233686973,0.11262098962893018,0.1103166213952432,False
1h,bar_range,z_se_w,reversion_prob_w,-0.05866542111206211,0.05162078251043263,0.11028620362249475,True
5m,bar_range,reversion_prob_w,vol_velocity_w,-0.2113560507710388,-0.1010714844233544,0.11028456634768441,False
15m,body,z_se_w,vol_mean_w,0.5610733806877307,0.6711718134403478,0.1100984327526171,False
15m,bar_range,vol_mean_w,reversion_prob_w,0.5011670710316264,0.6112263931241405,0.11005932209251412,False
1m,bar_range,body,vwap_w,-0.09566730583111047,0.013707250768927981,0.10937455660003845,False
1h,vwap_w,vol_mean_w,z_se_w,-0.41685280270006336,-0.30766730143352033,0.10918550126654303,False
1h,z_se_w,hurst_w,bar_range,-0.08879899561312704,0.01843339300757898,0.10723238862070603,False
1m,bar_range,vol_mean_w,hurst_w,0.5475909729708199,0.654163590006976,0.10657261703615606,False
1h,bar_range,vwap_w,vol_velocity_w,-0.5707511053130375,-0.4642026630921351,0.10654844222090243,False
1h,bar_range,vol_velocity_w,body,0.4254332727070296,0.5311012043985023,0.1056679316914727,False
5m,vol_velocity_w,reversion_prob_w,vol_mean_w,-0.32032529080467675,-0.2152120976872083,0.10511319311746845,False
1h,body,vwap_w,hurst_w,-0.0697204812651746,0.03536603254663435,0.10508651381180895,False
1h,vwap_w,hurst_w,body,-0.15997893768886595,-0.05548083792316732,0.10449809976569863,False
5m,bar_range,vol_velocity_w,hurst_w,0.2542335420522152,0.3586702115828583,0.10443666953064307,False
1m,bar_range,reversion_prob_w,vwap_w,-0.30243442282122257,-0.19830750363799224,0.10412691918323033,False
1h,vol_velocity_w,vol_mean_w,z_se_w,0.10510057994089732,0.20912533312155288,0.10402475318065556,False
5m,body,z_se_w,vol_mean_w,0.6102279792142857,0.7142345838545903,0.10400660464030453,False
1h,vwap_w,reversion_prob_w,vol_mean_w,-0.0232929646052851,0.08023313935507644,0.10352610396036153,False
15m,bar_range,vol_mean_w,hurst_w,0.487954253769274,0.5908229820027207,0.10286872823344667,False
15m,vol_velocity_w,reversion_prob_w,bar_range,-0.19179954653434533,-0.08956719589045666,0.10223235064388868,False
1m,vol_velocity_w,reversion_prob_w,vol_mean_w,-0.3489499085254125,-0.24681104080032912,0.1021388677250834,False
15m,vol_velocity_w,reversion_prob_w,hurst_w,-0.25483885878930623,-0.1528934992123416,0.10194535957696463,False
1h,vwap_w,reversion_prob_w,body,-0.18765404412253106,-0.08648895141411721,0.10116509270841385,False
15m,bar_range,vwap_w,hurst_w,-0.46421949669525575,-0.3633336298212081,0.10088586687404766,False
1h,vwap_w,z_se_w,hurst_w,-0.06830927250221754,0.03166786567874976,0.09997713818096729,False
5s,bar_range,vol_velocity_w,hurst_w,0.17898797642658834,0.27879633644949237,0.09980836002290402,False
15m,bar_range,vol_mean_w,vwap_w,0.46037143952861787,0.5600884014763234,0.09971696194770557,False
1h,bar_range,vol_mean_w,body,0.22051501778427693,0.32011796471519244,0.09960294693091551,False
1m,z_se_w,hurst_w,body,-0.044758051258136616,0.054079748494979984,0.0988377997531166,False
1h,vol_mean_w,hurst_w,z_se_w,0.02570366984029365,0.12447984504295406,0.09877617520266041,False
5s,body,vol_velocity_w,reversion_prob_w,-0.0943354114572272,0.004297061647364884,0.09863247310459208,False
1h,vwap_w,vol_mean_w,body,-0.3710649294115743,-0.27260991040802773,0.09845501900354658,False
1h,vwap_w,vol_mean_w,reversion_prob_w,-0.42273143684578735,-0.3254381179158018,0.09729331892998555,False
15m,hurst_w,reversion_prob_w,body,0.03267093290429356,0.12895459142730056,0.09628365852300699,False
1m,bar_range,body,vol_velocity_w,-0.09445890575760585,0.0015335009661871341,0.09599240672379299,False
15m,body,vol_velocity_w,hurst_w,-0.08589120119168561,0.009910368674480972,0.09580156986616659,False
1h,bar_range,vol_mean_w,z_se_w,0.32698036163033006,0.422761819620262,0.09578145798993193,False
5m,bar_range,vol_mean_w,hurst_w,0.561684058827668,0.656758922023971,0.09507486319630298,False
5m,vol_mean_w,hurst_w,vwap_w,0.016734124179321515,0.11107446217772189,0.09434033799840037,False
1h,hurst_w,reversion_prob_w,vwap_w,0.012304958420131708,0.10627868781297214,0.09397372939284043,False
1h,bar_range,vol_velocity_w,hurst_w,0.4831771385517629,0.5768634716589818,0.09368633310721886,False
1h,z_se_w,reversion_prob_w,hurst_w,0.045048921079201505,0.13820472590090874,0.09315580482170724,False
1h,vwap_w,hurst_w,z_se_w,-0.1780799779339034,-0.08503125319051813,0.09304872474338527,False
1m,body,z_se_w,vwap_w,0.44011028620344556,0.5325780526711082,0.0924677664676627,False
5s,body,vol_velocity_w,hurst_w,-0.0894954538056149,0.0029207124105275046,0.0924161662161424,False
1h,body,vwap_w,vol_velocity_w,-0.04828803053578645,0.04412512607538284,0.09241315661116929,False
5s,vwap_w,reversion_prob_w,bar_range,-0.10023050396245003,-0.008322835662492704,0.09190766829995733,False
15m,vol_mean_w,z_se_w,bar_range,-0.018787758386706842,0.073113397906666,0.09190115629337284,False
5s,bar_range,body,reversion_prob_w,-0.08469552709784534,0.006822519490678518,0.09151804658852386,False
1h,vol_velocity_w,hurst_w,body,-0.08919830598532967,0.0018364888268543452,0.09103479481218402,False
1m,bar_range,body,vol_mean_w,-0.09207138292002233,-0.0012391078736025993,0.09083227504641973,False
1h,bar_range,vwap_w,body,-0.4210454268225462,-0.33116507190574096,0.08988035491680524,False
1h,hurst_w,reversion_prob_w,vol_mean_w,0.022428886900466096,0.11219209410765091,0.08976320720718481,False
15m,vol_mean_w,hurst_w,z_se_w,-0.07970946814006462,0.009925447570812594,0.08963491571087721,False
15m,bar_range,vwap_w,reversion_prob_w,-0.47661149686156457,-0.38713600730037573,0.08947548956118884,False
1h,bar_range,vwap_w,reversion_prob_w,-0.5207256144297202,-0.43132585647081007,0.08939975795891014,False
1h,vol_mean_w,reversion_prob_w,vwap_w,0.06538902090912467,0.15399422934759138,0.08860520843846671,False
1m,vwap_w,hurst_w,bar_range,-0.04856739176524935,0.039647861067822,0.08821525283307136,False
15m,z_se_w,reversion_prob_w,vol_velocity_w,0.017248344057189897,0.10509572980142114,0.08784738574423123,False
1m,vol_velocity_w,reversion_prob_w,vwap_w,-0.25499731159342554,-0.16741533312024653,0.087581978473179,False
5m,body,reversion_prob_w,vwap_w,0.0010770629550079665,0.08847471119038383,0.08739764823537587,False
1h,z_se_w,hurst_w,vwap_w,-0.08048125947877922,0.006793375338529753,0.08727463481730897,False
15m,body,vol_velocity_w,vwap_w,-0.09304063416774874,-0.005884781580460702,0.08715585258728804,False
1h,bar_range,z_se_w,vol_mean_w,-0.09615801504092113,-0.00904598789912267,0.08711202714179846,False
15m,z_se_w,hurst_w,body,-0.03489758272703128,0.052008570469126436,0.08690615319615771,False
5s,bar_range,vol_mean_w,vwap_w,0.5623188548040675,0.649052934139378,0.08673407933531052,False
1h,vol_velocity_w,reversion_prob_w,hurst_w,-0.33353463225219393,-0.2470548847120321,0.08647974754016183,False
15m,bar_range,reversion_prob_w,hurst_w,-0.32128609008326936,-0.23510859029265355,0.08617749979061581,False
5m,body,vol_velocity_w,hurst_w,-0.07429502820751896,0.01179404754198674,0.0860890757495057,False
15m,z_se_w,reversion_prob_w,vwap_w,0.01256323039899371,0.09855822676313482,0.08599499636414111,False
1h,z_se_w,reversion_prob_w,vwap_w,0.05774909966786376,0.14342785678381242,0.08567875711594866,False
1m,body,vol_velocity_w,hurst_w,-0.06423682137332822,0.021386849673873724,0.08562367104720194,False
5s,body,vol_mean_w,vol_velocity_w,-0.058922785586693865,0.026113830555438904,0.08503661614213277,False
5s,vwap_w,reversion_prob_w,body,-0.10120458936770715,-0.01637417987999658,0.08483040948771058,False
5m,body,vol_velocity_w,reversion_prob_w,-0.07264335623556942,0.012033435295130016,0.08467679153069943,False
15m,vwap_w,reversion_prob_w,vol_velocity_w,-0.04855581950888697,0.03588416635774747,0.08443998586663444,False
1h,body,vol_velocity_w,bar_range,-0.04155982503812282,0.04273962260182388,0.0842994476399467,False
1h,vol_mean_w,hurst_w,body,0.02492137534940454,0.10884261210165604,0.0839212367522515,False
5s,bar_range,vol_mean_w,z_se_w,0.5346237742367925,0.6184800504775533,0.08385627624076075,False
1m,z_se_w,reversion_prob_w,bar_range,0.0038309467392417147,0.08758198896720547,0.08375104222796376,False
5m,bar_range,vol_mean_w,vwap_w,0.5872338228964448,0.6708977791152683,0.0836639562188235,False
1h,vwap_w,hurst_w,reversion_prob_w,-0.18093733293506123,-0.09833167849337886,0.08260565444168237,False
1h,bar_range,vwap_w,z_se_w,-0.5082873154737503,-0.4257225272120658,0.08256478826168445,False
1h,vwap_w,reversion_prob_w,z_se_w,-0.03481148293737706,0.04765648278555703,0.08246796572293409,False
1h,body,vol_mean_w,vwap_w,-0.0566833690708383,0.025642666242065116,0.08232603531290342,False
5s,vwap_w,hurst_w,bar_range,-0.05109474661523426,0.031098581967211433,0.0821933285824457,False
1m,vol_mean_w,hurst_w,vol_velocity_w,-0.02281132226008351,0.05865511184972732,0.08146643410981083,False
1h,bar_range,hurst_w,reversion_prob_w,0.10319422172569953,0.183931412784549,0.08073719105884947,False
1h,z_se_w,hurst_w,vol_velocity_w,-0.051619339794903116,0.02844051855937253,0.08005985835427565,False
1h,vol_mean_w,z_se_w,reversion_prob_w,-0.010367910402993416,0.06902251208236769,0.0793904224853611,False
5s,vol_velocity_w,reversion_prob_w,body,-0.07878027621817985,8.615920288593994e-05,0.07886643542106579,False
5m,bar_range,vwap_w,vol_velocity_w,-0.4778980419198687,-0.3991130065037189,0.07878503541614978,False
1h,vol_mean_w,hurst_w,bar_range,0.005444030974565341,0.08416252186581825,0.0787184908912529,False
5m,bar_range,vwap_w,reversion_prob_w,-0.45014903550304647,-0.37153583408131263,0.07861320142173384,False
1m,bar_range,reversion_prob_w,vol_velocity_w,-0.15649551973093279,-0.0782137763983577,0.07828174333257508,False
1h,hurst_w,reversion_prob_w,vol_velocity_w,0.026485872262043422,0.10400915743170251,0.07752328516965909,False
5m,bar_range,vwap_w,z_se_w,-0.45154488068594,-0.3741695311052307,0.0773753495807093,False
1h,vol_mean_w,z_se_w,vol_velocity_w,-0.011708306578227213,0.06538798256685846,0.07709628914508568,False
1h,bar_range,vol_mean_w,reversion_prob_w,0.34873843024214946,0.425817960844536,0.07707953060238654,False
15m,vol_velocity_w,z_se_w,hurst_w,-0.05697320273388558,0.019999690070453977,0.07697289280433955,False
1h,body,vol_mean_w,hurst_w,-0.04872450469878026,0.027979137694707175,0.07670364239348743,False
15m,bar_range,z_se_w,vol_velocity_w,-0.05379414211389608,0.022762846063577074,0.07655698817747315,False
5m,body,vol_mean_w,hurst_w,-0.03690353390422653,0.03963249298407307,0.07653602688829961,False
1h,hurst_w,reversion_prob_w,bar_range,0.07768251583338719,0.15400176840891097,0.07631925257552379,False
15m,bar_range,hurst_w,z_se_w,-0.04408462490766532,0.03195034666268796,0.07603497157035327,False
5s,vwap_w,vol_velocity_w,bar_range,0.0048647435219830865,0.0806586765251915,0.07579393300320841,False
15m,bar_range,hurst_w,reversion_prob_w,-0.03947576832843965,0.03604920837971934,0.075524976708159,False
1h,body,z_se_w,vwap_w,0.579233186429616,0.654680706519887,0.075447520090271,False
15m,vwap_w,vol_velocity_w,body,0.019395981880303996,0.09388559299370516,0.07448961111340116,False
5s,z_se_w,reversion_prob_w,bar_range,-0.004853535307138991,0.06955768858143181,0.0744112238885708,False
5m,vol_mean_w,z_se_w,bar_range,-0.02914540615569604,0.045177927842860933,0.07432333399855698,False
1h,vol_velocity_w,z_se_w,vwap_w,-0.034872947828259115,0.03902074802977911,0.07389369585803823,False
15m,vol_velocity_w,hurst_w,vol_mean_w,-0.07876317742130794,-0.004943997183202936,0.073819180238105,False
15m,vol_mean_w,hurst_w,bar_range,-0.058051156699899964,0.01572294503432543,0.0737741017342254,False
1h,body,vwap_w,reversion_prob_w,-0.03535203122787514,0.037199497961287,0.07255152918916213,False
5m,body,z_se_w,vwap_w,0.5434080183774243,0.6158071342173029,0.07239911583987868,False
1m,z_se_w,reversion_prob_w,vol_velocity_w,0.008731106324703274,0.08110341916730861,0.07237231284260534,False
15m,vol_mean_w,hurst_w,reversion_prob_w,-0.07082540395622586,0.001183650670991257,0.07200905462721711,False
1m,vwap_w,reversion_prob_w,body,-0.07858942215143361,-0.007267108287772736,0.07132231386366088,False
15m,vol_velocity_w,hurst_w,vwap_w,-0.053216162463699035,0.017748842760983173,0.07096500522468221,False
5m,vwap_w,reversion_prob_w,bar_range,-0.12688452232796665,-0.05630269056795992,0.07058183176000674,False
1m,vol_mean_w,hurst_w,vwap_w,-0.005010052756317962,0.06543543055107648,0.07044548330739445,False
1m,bar_range,vwap_w,reversion_prob_w,-0.4231316592543017,-0.3527060789720873,0.0704255802822144,False
15m,body,z_se_w,vwap_w,0.5390005684815522,0.6092079470420564,0.07020737856050419,False
15m,body,vol_mean_w,vol_velocity_w,-0.015085396943503871,0.054911582695253223,0.06999697963875709,False
1h,vwap_w,vol_mean_w,hurst_w,-0.3804810308399197,-0.310591384827251,0.06988964601266867,False
15m,body,z_se_w,hurst_w,0.4998228994969808,0.569409115540563,0.06958621604358217,False
1m,vwap_w,reversion_prob_w,vol_velocity_w,-0.0400578429901398,0.02870855535550033,0.06876639834564013,False
15m,z_se_w,hurst_w,vol_velocity_w,-0.02132263283833022,0.04693597780390718,0.0682586106422374,False
1m,vol_mean_w,z_se_w,bar_range,-0.0188050302406683,0.049221927157001334,0.06802695739766963,False
5s,bar_range,body,hurst_w,-0.08272044021212631,-0.014789340906272957,0.06793109930585335,False
5m,vol_velocity_w,hurst_w,reversion_prob_w,-0.06543421677988437,0.0023706358694721187,0.06780485264935648,False
5m,bar_range,reversion_prob_w,vwap_w,-0.27412792332891356,-0.2067171866042524,0.06741073672466116,False
1m,body,vol_velocity_w,vwap_w,-0.07293144516290367,-0.00555651332893768,0.06737493183396599,False
5m,vol_velocity_w,hurst_w,bar_range,-0.06731306254895318,-2.0485109717840036e-05,0.06729257743923533,False
1h,body,vol_velocity_w,vwap_w,-0.06779794433621007,-0.0006797326511351859,0.06711821168507488,False
1h,bar_range,hurst_w,vol_velocity_w,0.12184348675297796,0.18862695230801158,0.06678346555503362,False
1m,body,z_se_w,hurst_w,0.4133946023287987,0.47989045910092504,0.06649585677212633,False
5s,bar_range,reversion_prob_w,vwap_w,-0.21993749101298754,-0.1535840027723021,0.06635348824068543,False
1h,body,hurst_w,vwap_w,-0.02231070487578382,0.04390786031496514,0.06621856519074895,False
5m,body,vol_mean_w,reversion_prob_w,-0.02206621289841164,0.04380847022975712,0.06587468312816876,False
1h,bar_range,hurst_w,z_se_w,0.1034705182533777,0.1692135719640866,0.06574305371070889,False
5m,vol_velocity_w,z_se_w,bar_range,-0.027613660898032986,0.037978531064788164,0.06559219196282115,False
15m,vwap_w,hurst_w,vol_velocity_w,-0.025344500214471107,0.040115307964404566,0.06545980817887567,False
15m,vwap_w,z_se_w,bar_range,-0.04682829756736852,0.018533562984596557,0.06536186055196508,False
5s,bar_range,reversion_prob_w,vol_velocity_w,-0.16562054237320542,-0.10077993774900082,0.0648406046242046,False
1m,body,reversion_prob_w,vol_mean_w,0.02974513091469791,0.09432148700388698,0.06457635608918907,False
5m,vwap_w,vol_velocity_w,reversion_prob_w,-0.030076285157069987,0.03449180696932576,0.06456809212639575,False
1m,vol_mean_w,hurst_w,bar_range,-0.010635165858825445,0.053694730130412434,0.06432989598923788,False
5s,vwap_w,hurst_w,vol_mean_w,-0.05838772055880124,0.005391019925781983,0.06377874048458322,False
1m,vol_velocity_w,reversion_prob_w,hurst_w,-0.2276773678097588,-0.16400404885172487,0.06367331895803394,False
5m,bar_range,reversion_prob_w,hurst_w,-0.2397314133769298,-0.17651172977446505,0.06321968360246474,False
5m,body,reversion_prob_w,hurst_w,-0.009368265001933166,0.0538411826456545,0.06320944764758767,False
1h,hurst_w,reversion_prob_w,body,0.08780582211988984,0.1509508071107692,0.06314498499087935,False
15m,vol_velocity_w,vol_mean_w,vwap_w,0.02512974372698419,0.08825263249897282,0.06312288877198863,False
15m,vol_velocity_w,reversion_prob_w,vwap_w,-0.25691429678593763,-0.19393180158148832,0.06298249520444932,False
1h,vol_velocity_w,hurst_w,z_se_w,-0.023025003450073994,0.039367167420690886,0.06239217087076488,False
1h,bar_range,hurst_w,body,0.05672583877478096,0.11899089035471261,0.062265051579931646,False
5s,body,z_se_w,vwap_w,0.46301085551841514,0.5251763450568783,0.062165489538463126,False
1h,vwap_w,vol_velocity_w,vol_mean_w,0.00029495768239243606,0.062446443922311516,0.06215148623991908,False
1m,bar_range,vwap_w,vol_velocity_w,-0.4524373436716198,-0.39039821997752067,0.06203912369409914,False
5m,vol_velocity_w,hurst_w,vol_mean_w,-0.062470398385851986,-0.000593911593369342,0.06187648679248264,False
15m,vwap_w,vol_velocity_w,hurst_w,-0.035890249704131724,0.025878004075452703,0.06176825377958443,False
15m,vwap_w,vol_mean_w,body,-0.16889618532181142,-0.10739372644125418,0.061502458880557234,False
5s,body,vol_velocity_w,vol_mean_w,-0.06366103374755476,-0.002195162639977621,0.06146587110757714,False
1h,body,hurst_w,vol_velocity_w,-0.024776777165439114,0.03660738507648936,0.061384162241928476,False
15m,vol_velocity_w,z_se_w,vwap_w,-0.04996351083571417,0.011303651671384968,0.061267162507099134,False
15m,vol_velocity_w,hurst_w,z_se_w,-0.04031780094712923,0.02085051392761574,0.06116831487474497,False
15m,body,reversion_prob_w,vol_mean_w,0.027024838324719327,0.08818529790230924,0.06116045957758991,False
5s,vwap_w,vol_mean_w,vol_velocity_w,-0.10101724785479048,-0.040261969564011464,0.060755278290779015,False
5m,vol_velocity_w,hurst_w,z_se_w,-0.06105935543380059,-0.00039575039982051594,0.06066360503398007,False
5m,vwap_w,hurst_w,vol_mean_w,-0.02813994247018759,0.0324725221006248,0.06061246457081239,False
15m,vol_velocity_w,z_se_w,reversion_prob_w,-0.02292773936709326,0.03756409985447698,0.06049183922157024,False
15m,z_se_w,hurst_w,vwap_w,-0.0119278971581999,0.04856092564716469,0.060488822805364585,False
15m,body,hurst_w,reversion_prob_w,-0.03460002599188531,0.025527421762001214,0.06012744775388652,False
5m,bar_range,z_se_w,vwap_w,-0.050459129917842974,0.009616597199216686,0.06007572711705966,False
15m,hurst_w,reversion_prob_w,z_se_w,-0.0007261720809019284,0.059285064385031644,0.06001123646593357,False
5m,bar_range,hurst_w,body,0.006922194923947356,0.06666459838304452,0.05974240345909716,False
5s,vol_velocity_w,reversion_prob_w,bar_range,-0.08796323613532916,-0.028374478913333792,0.05958875722199537,False
5m,vol_mean_w,hurst_w,bar_range,-0.0031420888605930455,0.056376750844439195,0.05951883970503224,False
1h,vol_velocity_w,hurst_w,vol_mean_w,-0.04854478123858815,0.010950113240492028,0.05949489447908018,False
15m,body,vwap_w,hurst_w,-0.03403467163336738,0.025395514454140573,0.059430186087507955,False
15m,bar_range,z_se_w,hurst_w,-0.04178714494314573,0.01763056553958851,0.05941771048273424,False
15m,z_se_w,hurst_w,bar_range,-0.01063059716376465,0.048715435913948016,0.05934603307771266,False
15m,vwap_w,z_se_w,hurst_w,-0.03515622724928052,0.024042729281463546,0.059198956530744064,False
15m,vol_velocity_w,z_se_w,bar_range,-0.032210519164983825,0.02696200665272072,0.05917252581770455,False
15m,vol_mean_w,z_se_w,vol_velocity_w,-0.017357439442946012,0.04176119991624429,0.0591186393591903,False
5m,vwap_w,vol_velocity_w,z_se_w,-0.02935579136267773,0.029710768025385907,0.05906655938806364,False
15m,hurst_w,reversion_prob_w,vol_mean_w,0.050360905433218896,0.10935998305747836,0.05899907762425947,False
5s,body,vol_velocity_w,bar_range,-0.054847581483961114,0.004053283411960497,0.05890086489592161,False
5m,bar_range,hurst_w,reversion_prob_w,0.026752236529835608,0.08533954349772246,0.05858730696788686,False
1m,body,vol_mean_w,vol_velocity_w,-0.05441081400593933,0.004008566025868738,0.05841938003180806,False
5s,bar_range,hurst_w,reversion_prob_w,0.038043744064894094,0.09640192310917967,0.05835817904428557,False
5m,body,vol_mean_w,vol_velocity_w,-0.003957706170203618,0.05401534600418348,0.0579730521743871,False
5m,vol_velocity_w,hurst_w,body,-0.061445276501591296,-0.003932088156511579,0.057513188345079715,False
1h,vol_mean_w,z_se_w,hurst_w,-0.015462860924427372,0.04195886524533669,0.05742172616976406,False
1m,vwap_w,vol_velocity_w,hurst_w,-0.0328920102006677,0.024432681976464258,0.05732469217713196,False
5s,vwap_w,hurst_w,body,-0.043481871086841976,0.013784533248872825,0.0572664043357148,False
1h,body,hurst_w,vol_mean_w,-0.03149171345217603,0.02576671854322693,0.05725843199540296,False
5s,bar_range,hurst_w,z_se_w,0.03277251580011639,0.08989338836097768,0.05712087256086129,False
5s,body,reversion_prob_w,vwap_w,0.007520540679015216,0.06461967017534889,0.057099129496333674,False
15m,z_se_w,reversion_prob_w,bar_range,0.014324652807299937,0.0706509885941877,0.05632633578688776,False
1h,vol_velocity_w,hurst_w,bar_range,-0.1268157372691723,-0.07094803761730434,0.05586769965186797,False
15m,body,vwap_w,reversion_prob_w,-0.03242088207133213,0.02332249707135105,0.05574337914268318,False
15m,bar_range,vwap_w,body,-0.39521753217989497,-0.3395655623722938,0.055651969807601176,False
15m,bar_range,hurst_w,body,-0.046951714937410606,0.008693905780625193,0.0556456207180358,False
5m,vwap_w,vol_mean_w,vol_velocity_w,-0.19087903094607692,-0.13526404845884346,0.055614982487233455,False
5m,hurst_w,reversion_prob_w,body,0.06512125960024893,0.12063091752135309,0.055509657921104155,False
15m,body,vol_mean_w,hurst_w,-0.017718696111650122,0.03775086315591957,0.05546955926756969,False
1m,body,reversion_prob_w,vol_velocity_w,-0.005322469213506046,0.049469718351548696,0.054792187565054745,False
5m,vwap_w,vol_velocity_w,body,0.012075015409875543,0.06678751998412297,0.05471250457424742,False
5s,body,vol_mean_w,hurst_w,-0.04983045236605559,0.004858005263314831,0.05468845762937043,False
5m,bar_range,hurst_w,vol_velocity_w,0.016776307063363374,0.07071340509612933,0.05393709803276596,False
15m,hurst_w,reversion_prob_w,bar_range,0.03575073368361131,0.0896720675496256,0.05392133386601429,False
1m,body,vol_velocity_w,bar_range,-0.029046999237968267,0.0246077147019941,0.053654713939962365,False
5m,body,vwap_w,hurst_w,-0.04130921936724916,0.012024679165978717,0.05333389853322788,False
15m,vol_mean_w,hurst_w,body,-0.0501763494887989,0.002890401659751725,0.053066751148550625,False
15m,body,reversion_prob_w,vol_velocity_w,0.005065389651461936,0.05793420306201444,0.0528688134105525,False
5m,body,z_se_w,hurst_w,0.515114804970357,0.5675194047055423,0.0524045997351853,False
5m,hurst_w,reversion_prob_w,z_se_w,-0.01814337769976308,0.03424180850415809,0.05238518620392117,False
15m,body,hurst_w,vol_velocity_w,-0.028708067600427097,0.023587593680958956,0.052295661281386054,False
5m,z_se_w,reversion_prob_w,bar_range,0.0023198526673691776,0.05436263910741771,0.05204278644004853,False
1m,bar_range,hurst_w,reversion_prob_w,0.013168996481348654,0.06503269323134933,0.051863696750000673,False
15m,body,vol_velocity_w,vol_mean_w,-0.06234049709820789,-0.010601854035240776,0.05173864306296711,False
5m,vol_velocity_w,reversion_prob_w,hurst_w,-0.20073555420472272,-0.1490610002498691,0.051674553954853625,False
5s,vol_mean_w,reversion_prob_w,z_se_w,-0.037632261395768384,0.01397493851421747,0.05160719990998586,False
1m,bar_range,vwap_w,z_se_w,-0.41852572967497664,-0.3674066253902195,0.05111910428475713,False
5m,body,reversion_prob_w,vol_mean_w,0.01435503704370089,0.06510735967893277,0.050752322635231883,False
1m,body,vol_mean_w,hurst_w,-0.03520239591009333,0.015166892655074366,0.050369288565167696,False
1m,bar_range,hurst_w,z_se_w,-0.002872655561815187,0.04743832530737892,0.050310980869194104,False
5m,bar_range,hurst_w,vwap_w,0.014085566125902288,0.06438306177319014,0.05029749564728785,False
15m,vwap_w,vol_mean_w,z_se_w,-0.23866530826957646,-0.18865593879097925,0.050009369478597215,False
15m,vol_velocity_w,vol_mean_w,hurst_w,0.03866302764775071,0.0886368007949038,0.04997377314715309,False
5s,body,reversion_prob_w,bar_range,0.0021074491650169263,0.052016385534743234,0.049908936369726306,False
5s,bar_range,vwap_w,hurst_w,-0.35867905684793,-0.30884208737290614,0.04983696947502386,False
15m,vol_velocity_w,hurst_w,bar_range,-0.037939545333424626,0.011885299150891687,0.049824844484316316,False
1m,body,vol_mean_w,reversion_prob_w,-0.035520202471985125,0.014105589496991809,0.049625791968976936,False
1m,bar_range,hurst_w,vol_velocity_w,-0.0008726329182468369,0.04856263634454312,0.04943526926278996,False
15m,vol_velocity_w,hurst_w,reversion_prob_w,-0.035271876215645044,0.013988901227678286,0.04926077744332333,False
5s,vwap_w,vol_velocity_w,vol_mean_w,0.005478513346584047,0.054500964350247705,0.04902245100366366,False
