STANDALONE RESEARCH REPORT (FULL 16D)
Data: DATA/ATLAS, Base TF: 15m
Context: 21d, Analysis: 0d
Regimes: 496, Data points: 27335
======================================================================
  STANDALONE RESEARCH
  Data: DATA/ATLAS
  Base TF: 15m
  Context: 21d warmup, 0d analysis
  Mode: FULL (16D fractal)
======================================================================

--- STEP 1: Loading base TF data (15m) ---
  15m: 28,685 bars loaded

--- STEP 2: Price I-MR Chart ---
  Price I-MR: 28685 bars, warmup=1334, analysis=27351
  Center=21384.36, MR_bar=17.77, UCL_MR=58.05, UCL_I=21431.62, LCL_I=21337.10

--- STEP 3: Regime Detection ---
  Regimes: 1551 raw -> 496 after merge (min_bars=8)
    R0:   87 bars, price=21930.8, vol=7.87, dir=SHORT, chg=-3.2
    R1:   97 bars, price=21988.7, vol=11.79, dir=SHORT, chg=-134.0
    R2:   35 bars, price=21517.4, vol=23.45, dir=SHORT, chg=-334.2
    R3:   17 bars, price=21117.1, vol=46.24, dir=SHORT, chg=-284.0
    R4:   15 bars, price=21187.7, vol=40.30, dir=LONG, chg=+330.5
    R5:   14 bars, price=21204.9, vol=34.29, dir=SHORT, chg=-139.5
    R6:   22 bars, price=21270.9, vol=26.94, dir=LONG, chg=+67.0
    R7:   61 bars, price=21332.4, vol=25.50, dir=LONG, chg=+234.5
    R8:   48 bars, price=21570.9, vol=11.35, dir=LONG, chg=+45.8
    R9:   34 bars, price=21651.2, vol=13.12, dir=SHORT, chg=-57.2
    R10:   23 bars, price=21494.8, vol=30.13, dir=LONG, chg=+4.0
    R11:   78 bars, price=21621.5, vol=19.08, dir=SHORT, chg=-32.2
    R12:   16 bars, price=21591.9, vol=30.36, dir=SHORT, chg=-67.5
    R13:   89 bars, price=21772.2, vol=15.83, dir=LONG, chg=+38.0
    R14:    8 bars, price=21566.9, vol=22.44, dir=LONG, chg=+2.8
    R15:   36 bars, price=21066.7, vol=30.85, dir=LONG, chg=+57.8
    R16:   30 bars, price=21214.5, vol=29.65, dir=LONG, chg=+166.5
    R17:   23 bars, price=21431.8, vol=24.09, dir=SHORT, chg=-11.5
    R18:   27 bars, price=21510.4, vol=15.02, dir=SHORT, chg=-58.0
    R19:   40 bars, price=21402.4, vol=18.89, dir=LONG, chg=+253.8
    R20:    9 bars, price=21652.7, vol=23.78, dir=LONG, chg=+23.5
    R21:   57 bars, price=21580.5, vol=13.90, dir=SHORT, chg=-26.5
    R22:   49 bars, price=21581.7, vol=14.55, dir=LONG, chg=+238.2
    R23:   92 bars, price=21785.1, vol=12.19, dir=LONG, chg=+48.8
    R24:   69 bars, price=21863.1, vol=9.20, dir=LONG, chg=+33.2
    R25:   12 bars, price=21679.0, vol=38.62, dir=SHORT, chg=-67.0
    R26:  170 bars, price=21742.0, vol=11.10, dir=SHORT, chg=-9.8
    R27:   10 bars, price=21818.5, vol=25.25, dir=LONG, chg=+1.2
    R28:   85 bars, price=21778.2, vol=14.60, dir=SHORT, chg=-137.2
    R29:   93 bars, price=21844.0, vol=15.56, dir=LONG, chg=+276.5
    R30:  259 bars, price=22187.5, vol=9.23, dir=LONG, chg=+147.2
    R31:   22 bars, price=22171.0, vol=16.02, dir=LONG, chg=+29.0
    R32:  165 bars, price=22215.4, vol=11.62, dir=SHORT, chg=-250.0
    R33:   91 bars, price=22134.3, vol=12.92, dir=SHORT, chg=-115.8
    R34:   14 bars, price=21896.9, vol=22.91, dir=SHORT, chg=-232.0
    R35:   11 bars, price=21681.9, vol=17.66, dir=SHORT, chg=-19.5
    R36:   69 bars, price=21749.2, vol=15.04, dir=SHORT, chg=-216.2
    R37:   18 bars, price=21592.5, vol=22.67, dir=SHORT, chg=-81.0
    R38:   41 bars, price=21422.8, vol=13.61, dir=SHORT, chg=-103.5
    R39:   46 bars, price=21277.3, vol=33.73, dir=SHORT, chg=-266.5
    R40:   73 bars, price=21258.1, vol=11.53, dir=LONG, chg=+29.8
    R41:   20 bars, price=21273.8, vol=36.99, dir=SHORT, chg=-148.2
    R42:    9 bars, price=21184.4, vol=29.31, dir=LONG, chg=+179.0
    R43:   71 bars, price=21237.4, vol=24.16, dir=SHORT, chg=-142.5
    R44:   13 bars, price=20999.4, vol=39.52, dir=SHORT, chg=-171.8
    R45:   60 bars, price=20634.6, vol=16.20, dir=SHORT, chg=-81.2
    R46:   44 bars, price=20708.4, vol=42.76, dir=LONG, chg=+365.8
    R47:   33 bars, price=20940.4, vol=16.65, dir=LONG, chg=+71.0
    R48:   50 bars, price=20902.0, vol=41.43, dir=SHORT, chg=-565.0
    R49:   37 bars, price=20528.1, vol=21.08, dir=LONG, chg=+86.5
    R50:   46 bars, price=20388.5, vol=37.79, dir=SHORT, chg=-121.0
    R51:   10 bars, price=20555.4, vol=56.60, dir=SHORT, chg=-57.5
    R52:   20 bars, price=20528.0, vol=25.39, dir=SHORT, chg=-2.2
    R53:   21 bars, price=20541.4, vol=17.39, dir=SHORT, chg=-15.8
    R54:   14 bars, price=20569.3, vol=23.98, dir=SHORT, chg=-51.8
    R55:   33 bars, price=20460.6, vol=47.40, dir=LONG, chg=+158.8
    R56:   97 bars, price=20447.0, vol=25.51, dir=SHORT, chg=-585.2
    R57:   84 bars, price=20132.1, vol=26.19, dir=SHORT, chg=-29.8
    R58:   11 bars, price=20210.0, vol=29.23, dir=SHORT, chg=-45.0
    R59:   42 bars, price=20089.7, vol=20.81, dir=LONG, chg=+8.8
    R60:   25 bars, price=19913.7, vol=29.21, dir=SHORT, chg=-365.2
    R61:   25 bars, price=19492.8, vol=30.12, dir=SHORT, chg=-82.0
    R62:   16 bars, price=19303.4, vol=33.36, dir=SHORT, chg=-141.5
    R63:   24 bars, price=19452.8, vol=23.91, dir=LONG, chg=+139.5
    R64:   44 bars, price=19468.5, vol=44.04, dir=LONG, chg=+87.8
    R65:   50 bars, price=19458.7, vol=18.45, dir=SHORT, chg=-124.0
    R66:   38 bars, price=19594.6, vol=33.68, dir=LONG, chg=+24.2
    R67:   20 bars, price=19624.5, vol=20.86, dir=LONG, chg=+82.5
    R68:   80 bars, price=19680.3, vol=29.27, dir=SHORT, chg=-437.2
    R69:   71 bars, price=19629.4, vol=16.86, dir=LONG, chg=+235.5
    R70:  112 bars, price=19872.9, vol=19.50, dir=LONG, chg=+305.0
    R71:   67 bars, price=19983.1, vol=11.33, dir=SHORT, chg=-141.8
    R72:   10 bars, price=19677.3, vol=35.15, dir=SHORT, chg=-53.2
    R73:   88 bars, price=19741.4, vol=17.56, dir=LONG, chg=+73.8
    R74:   18 bars, price=19898.3, vol=41.65, dir=LONG, chg=+94.2
    R75:   55 bars, price=20036.4, vol=15.78, dir=SHORT, chg=-189.0
    R76:   15 bars, price=19833.8, vol=29.42, dir=LONG, chg=+143.0
    R77:   13 bars, price=19985.8, vol=33.77, dir=SHORT, chg=-76.2
    R78:   56 bars, price=19877.1, vol=16.58, dir=LONG, chg=+21.5
    R79:   17 bars, price=19802.4, vol=20.53, dir=LONG, chg=+4.8
    R80:   17 bars, price=19730.5, vol=34.59, dir=LONG, chg=+129.5
    R81:   12 bars, price=19854.9, vol=26.52, dir=SHORT, chg=-45.2
    R82:  252 bars, price=20339.9, vol=10.13, dir=LONG, chg=+492.5
    R83:    8 bars, price=20291.2, vol=32.41, dir=SHORT, chg=-65.2
    R84:  108 bars, price=20092.7, vol=20.35, dir=SHORT, chg=-126.5
    R85:   40 bars, price=19982.4, vol=11.24, dir=SHORT, chg=-11.5
    R86:   36 bars, price=19858.6, vol=24.66, dir=SHORT, chg=-320.2
    R87:   21 bars, price=19464.0, vol=20.75, dir=SHORT, chg=-181.2
    R88:    8 bars, price=19282.1, vol=26.44, dir=SHORT, chg=-35.2
    R89:   84 bars, price=19231.8, vol=26.96, dir=LONG, chg=+217.2
    R90:   48 bars, price=19383.4, vol=14.62, dir=LONG, chg=+145.0
    R91:   32 bars, price=19448.3, vol=30.66, dir=LONG, chg=+83.2
    R92:   81 bars, price=19541.4, vol=20.85, dir=LONG, chg=+142.5
    R93:   23 bars, price=19670.2, vol=83.33, dir=SHORT, chg=-543.2
    R94:    9 bars, price=18913.5, vol=49.83, dir=LONG, chg=+32.0
    R95:   38 bars, price=19086.7, vol=24.14, dir=LONG, chg=+86.5
    R96:   42 bars, price=18893.2, vol=42.02, dir=SHORT, chg=-344.0
    R97:   32 bars, price=18625.9, vol=19.08, dir=SHORT, chg=-116.0
    R98:  155 bars, price=17480.6, vol=88.29, dir=SHORT, chg=-956.8
    R99:   11 bars, price=17764.6, vol=30.95, dir=LONG, chg=+101.5
    R100:   17 bars, price=17793.6, vol=28.06, dir=LONG, chg=+66.5
    R101:  151 bars, price=17517.0, vol=72.68, dir=LONG, chg=+1490.8
    R102:  118 bars, price=18781.6, vol=52.31, dir=SHORT, chg=-855.5
    R103:   63 bars, price=18574.6, vol=55.08, dir=LONG, chg=+234.8
    R104:    8 bars, price=18825.2, vol=24.38, dir=SHORT, chg=-25.5
    R105:   89 bars, price=19046.1, vol=33.61, dir=SHORT, chg=-128.8
    R106:   39 bars, price=18890.0, vol=18.17, dir=LONG, chg=+79.5
    R107:   30 bars, price=18980.8, vol=29.31, dir=SHORT, chg=-25.5
    R108:    9 bars, price=19046.0, vol=34.11, dir=SHORT, chg=-11.5
    R109:   17 bars, price=18954.5, vol=25.57, dir=SHORT, chg=-26.0
    R110:   29 bars, price=18699.4, vol=20.24, dir=SHORT, chg=-112.2
    R111:   13 bars, price=18561.6, vol=33.90, dir=LONG, chg=+127.2
    R112:   45 bars, price=18575.8, vol=41.11, dir=SHORT, chg=-577.8
    R113:   42 bars, price=18479.3, vol=20.87, dir=LONG, chg=+193.5
    R114:   38 bars, price=18490.9, vol=33.31, dir=SHORT, chg=-254.8
    R115:    8 bars, price=18443.7, vol=34.75, dir=LONG, chg=+39.0
    R116:    9 bars, price=18404.2, vol=31.03, dir=LONG, chg=+7.8
    R117:   18 bars, price=18301.8, vol=26.33, dir=LONG, chg=+5.5
    R118:   35 bars, price=18199.2, vol=14.12, dir=SHORT, chg=-44.5
    R119:   10 bars, price=18110.7, vol=22.82, dir=SHORT, chg=-28.2
    R120:   12 bars, price=17886.9, vol=34.88, dir=SHORT, chg=-130.8
    R121:   11 bars, price=17745.2, vol=28.20, dir=SHORT, chg=-16.8
    R122:   13 bars, price=17900.0, vol=23.38, dir=LONG, chg=+71.8
    R123:   13 bars, price=18018.7, vol=18.88, dir=LONG, chg=+25.0
    R124:   15 bars, price=17997.8, vol=14.58, dir=LONG, chg=+82.2
    R125:   27 bars, price=18097.8, vol=18.82, dir=LONG, chg=+5.5
    R126:   30 bars, price=18342.0, vol=41.45, dir=LONG, chg=+148.0
    R127:   14 bars, price=18728.1, vol=46.36, dir=LONG, chg=+17.2
    R128:   55 bars, price=18824.8, vol=20.77, dir=LONG, chg=+417.0
    R129:   20 bars, price=18864.9, vol=32.33, dir=SHORT, chg=-117.2
    R130:   53 bars, price=18758.4, vol=20.02, dir=SHORT, chg=-169.0
    R131:   13 bars, price=18816.9, vol=33.88, dir=LONG, chg=+174.0
    R132:   54 bars, price=19317.7, vol=23.13, dir=LONG, chg=+434.0
    R133:   11 bars, price=19428.4, vol=17.68, dir=LONG, chg=+35.8
    R134:   18 bars, price=19364.3, vol=26.76, dir=SHORT, chg=-84.5
    R135:   11 bars, price=19278.6, vol=34.75, dir=LONG, chg=+148.8
    R136:   13 bars, price=19397.1, vol=41.79, dir=LONG, chg=+277.0
    R137:   14 bars, price=19503.6, vol=25.09, dir=LONG, chg=+93.8
    R138:   72 bars, price=19463.4, vol=18.87, dir=SHORT, chg=-132.2
    R139:   60 bars, price=19500.6, vol=17.11, dir=LONG, chg=+320.0
    R140:   25 bars, price=19522.5, vol=25.78, dir=LONG, chg=+26.0
    R141:   10 bars, price=19560.7, vol=36.75, dir=LONG, chg=+80.5
    R142:   81 bars, price=19542.1, vol=19.52, dir=SHORT, chg=-373.0
    R143:   13 bars, price=19381.4, vol=41.04, dir=LONG, chg=+112.0
    R144:   12 bars, price=19527.4, vol=54.15, dir=LONG, chg=+311.8
    R145:   79 bars, price=19955.1, vol=17.81, dir=LONG, chg=+101.0
    R146:   14 bars, price=19968.1, vol=34.96, dir=SHORT, chg=-172.0
    R147:   11 bars, price=19791.5, vol=14.55, dir=LONG, chg=+11.5
    R148:   49 bars, price=19937.4, vol=13.58, dir=LONG, chg=+79.2
    R149:  199 bars, price=20032.9, vol=17.76, dir=SHORT, chg=-33.8
    R150:   14 bars, price=19905.4, vol=27.82, dir=LONG, chg=+55.5
    R151:   61 bars, price=20001.8, vol=21.16, dir=LONG, chg=+120.0
    R152:   11 bars, price=19931.5, vol=23.59, dir=LONG, chg=+34.5
    R153:   19 bars, price=19837.4, vol=44.78, dir=SHORT, chg=-68.5
    R154:   17 bars, price=19956.1, vol=27.68, dir=SHORT, chg=-53.5
    R155:   59 bars, price=20159.9, vol=18.83, dir=LONG, chg=+145.8
    R156:   16 bars, price=20291.9, vol=29.23, dir=LONG, chg=+28.5
    R157:   78 bars, price=20178.5, vol=15.45, dir=SHORT, chg=-85.8
    R158:   20 bars, price=20129.0, vol=16.01, dir=LONG, chg=+36.0
    R159:   38 bars, price=20528.9, vol=29.05, dir=LONG, chg=+452.2
    R160:   27 bars, price=20889.8, vol=23.93, dir=SHORT, chg=-9.8
    R161:   22 bars, price=20851.5, vol=21.75, dir=LONG, chg=+131.5
    R162:   69 bars, price=20899.3, vol=12.58, dir=LONG, chg=+174.8
    R163:  205 bars, price=21326.8, vol=14.08, dir=LONG, chg=+183.0
    R164:   74 bars, price=21415.3, vol=13.21, dir=LONG, chg=+6.5
    R165:   24 bars, price=21453.6, vol=14.02, dir=LONG, chg=+105.0
    R166:   65 bars, price=21241.0, vol=22.50, dir=SHORT, chg=-44.0
    R167:   23 bars, price=21460.9, vol=22.46, dir=LONG, chg=+42.0
    R168:   86 bars, price=21454.9, vol=13.64, dir=SHORT, chg=-89.0
    R169:   11 bars, price=21391.2, vol=26.89, dir=LONG, chg=+70.0
    R170:   68 bars, price=21354.1, vol=16.24, dir=LONG, chg=+99.8
    R171:   15 bars, price=21408.9, vol=38.32, dir=SHORT, chg=-251.5
    R172:   72 bars, price=21167.5, vol=17.15, dir=SHORT, chg=-18.5
    R173:   14 bars, price=21246.2, vol=30.66, dir=SHORT, chg=-85.2
    R174:    9 bars, price=21296.4, vol=16.75, dir=LONG, chg=+58.2
    R175:   70 bars, price=21128.6, vol=22.41, dir=SHORT, chg=-375.2
    R176:   28 bars, price=20990.0, vol=28.28, dir=SHORT, chg=-17.5
    R177:  231 bars, price=21324.5, vol=12.81, dir=LONG, chg=+441.0
    R178:   26 bars, price=21456.5, vol=16.62, dir=SHORT, chg=-85.5
    R179:   74 bars, price=21705.8, vol=24.15, dir=SHORT, chg=-6.0
    R180:   10 bars, price=21412.4, vol=30.77, dir=LONG, chg=+45.8
    R181:   91 bars, price=21341.2, vol=21.16, dir=SHORT, chg=-154.5
    R182:   49 bars, price=21285.4, vol=14.88, dir=LONG, chg=+28.2
    R183:   26 bars, price=21252.7, vol=24.42, dir=LONG, chg=+250.5
    R184:  109 bars, price=21504.8, vol=14.01, dir=LONG, chg=+400.5
    R185:   69 bars, price=21704.8, vol=11.12, dir=LONG, chg=+106.8
    R186:  100 bars, price=21758.7, vol=12.41, dir=LONG, chg=+45.0
    R187:   11 bars, price=21848.7, vol=39.25, dir=SHORT, chg=-114.0
    R188:    8 bars, price=21728.5, vol=29.44, dir=SHORT, chg=-70.8
    R189:   66 bars, price=21618.2, vol=12.11, dir=LONG, chg=+63.8
    R190:   98 bars, price=21779.1, vol=12.29, dir=LONG, chg=+15.2
    R191:   41 bars, price=21843.6, vol=10.95, dir=LONG, chg=+29.5
    R192:   16 bars, price=21939.4, vol=11.23, dir=SHORT, chg=-21.5
    R193:  121 bars, price=21888.9, vol=13.07, dir=LONG, chg=+171.5
    R194:   22 bars, price=22001.8, vol=23.80, dir=SHORT, chg=-131.8
    R195:   20 bars, price=21865.9, vol=20.71, dir=LONG, chg=+3.0
    R196:   56 bars, price=22030.6, vol=18.87, dir=LONG, chg=+28.2
