tf,X,Y,Z,r_min,r_max,lift,n_bins,sign_flip
1m,vwap_w,SE_low_w,bar_range,-0.2668908302092575,-0.08359557788228245,0.18329525232697508,5,False
15m,vol_velocity_1b,SE_high_w,z_high_w,-0.14975123039214122,0.03350929389021472,0.18326052428235595,5,False
5m,price_velocity_w,z_low_w,bar_range,-0.11129037012890768,0.07196186739160418,0.18325223752051184,5,True
5m,bar_range,SE_low_w,price_accel_w,0.4994666133388345,0.6827082404599453,0.18324162712111075,5,False
5s,vol_mean_w,z_high_w,price_velocity_1b,-0.100764513694135,0.0824690187253418,0.18323353241947682,5,True
5m,price_accel_1b,SE_high_w,vol_velocity_1b,-0.06222121985855455,0.12099074588383121,0.18321196574238577,5,True
1h,price_velocity_1b,vol_accel_w,price_sigma_w,-0.15255071354192073,0.030612626113164555,0.1831633396550853,5,False
1h,z_se_w,swing_noise_w,price_velocity_w,-0.09102991900104163,0.092121410153063,0.18315132915410462,5,True
5s,bar_range,z_low_w,price_velocity_w,-0.19683277727005508,-0.013695532911823799,0.18313724435823128,5,False
5s,bar_range,vol_sigma_w,SE_high_w,0.32143696408218186,0.5045072013376319,0.18307023725545007,5,False
15m,vol_velocity_w,z_se_w,z_high_w,-0.11495658243533327,0.06810569492064167,0.18306227735597494,5,True
5m,price_sigma_w,vol_mean_w,vol_velocity_1b,0.39904188575677557,0.582095246273446,0.18305336051667043,5,False
1h,body,vol_accel_w,bar_range,-0.06901496662936399,0.11402547430122863,0.18304044093059263,5,True
5s,vol_velocity_1b,price_velocity_w,vol_velocity_w,-0.1747557978068831,0.008252523143587926,0.18300832095047104,5,False
5m,z_low_w,swing_noise_w,body,-0.06213556750073579,0.12086579339519787,0.18300136089593366,5,True
5s,price_accel_1b,price_velocity_w,reversion_prob_w,-0.048178816066567695,0.13480211675850584,0.18298093282507355,5,False
5s,bar_range,swing_noise_w,price_mean_w,0.5779620364028071,0.7609187689211893,0.18295673251838218,5,False
15m,vol_mean_w,z_se_w,price_accel_1b,-0.06360651232898934,0.11934640925823876,0.1829529215872281,5,True
5s,vol_accel_w,price_sigma_w,bar_range,-0.16825699436226946,0.014602918167606619,0.18285991252987607,5,False
15m,price_sigma_w,z_se_w,price_accel_w,-0.08262665129123402,0.10020328973287189,0.1828299410241059,5,True
5s,price_velocity_1b,price_accel_1b,vol_velocity_1b,0.6148952233404099,0.7977157042378652,0.18282048089745528,5,False
15m,vol_velocity_1b,z_low_w,SE_low_w,-0.2551904998607662,-0.07239664740304237,0.18279385245772384,5,False
1m,vol_velocity_w,swing_noise_w,price_velocity_w,-0.18163420949946785,0.0011471921463764786,0.18278140164584433,5,False
15m,price_sigma_w,swing_noise_w,price_accel_w,0.5923772411847572,0.775113580449744,0.18273633926498678,5,False
1h,price_accel_1b,vol_accel_1b,SE_low_w,-0.1755488092692343,0.007183698083413107,0.1827325073526474,5,False
1h,vol_velocity_w,vol_mean_w,reversion_prob_w,0.09886884043420693,0.281596672513864,0.18272783207965707,5,False
5m,price_velocity_1b,SE_high_w,vol_accel_w,-0.011041268207053062,0.17168080161967642,0.18272206982672948,5,False
15m,bar_range,reversion_prob_w,price_sigma_w,-0.484763906024197,-0.30205320747289577,0.18271069855130123,5,False
1h,vol_accel_1b,price_mean_w,vol_sigma_w,-0.12579083002527125,0.05690426352542396,0.18269509355069521,5,True
1h,price_mean_w,price_sigma_w,SE_high_w,-0.27412182474626395,-0.09144240015687469,0.18267942458938927,5,False
1h,price_accel_w,price_sigma_w,vol_velocity_1b,-0.04776084900288062,0.13489024420546988,0.1826510932083505,5,False
1h,price_velocity_1b,body,vol_velocity_w,0.8167355784440363,0.9993580091364292,0.18262243069239292,5,False
1h,price_sigma_w,vwap_w,vol_velocity_1b,-0.4760487303275293,-0.2934273026597203,0.18262142766780903,5,False
1h,vol_accel_1b,vol_mean_w,vol_velocity_w,-0.07938536009628608,0.10316148940977,0.1825468495060561,5,True
1h,price_mean_w,SE_high_w,vol_accel_w,-0.5420912568548619,-0.3595487104046956,0.18254254645016632,5,False
1h,vol_accel_1b,price_velocity_w,SE_low_w,-0.10892804395136614,0.07358350476120588,0.18251154871257202,5,True
1h,z_se_w,SE_high_w,SE_low_w,0.0065500405301244955,0.1890549804761226,0.1825049399459981,5,False
5s,price_accel_1b,z_high_w,price_velocity_w,-0.11877244748710929,0.06370200630842335,0.18247445379553262,5,True
1h,vol_velocity_w,z_se_w,vol_accel_1b,-0.11503617278956305,0.06743302646896897,0.182469199258532,5,True
15m,bar_range,price_velocity_w,vol_sigma_w,-0.15760922352415813,0.024810433898352795,0.18241965742251093,5,False
15m,body,z_se_w,vol_accel_1b,0.4648786685390126,0.647288714255548,0.1824100457165354,5,False
5s,price_sigma_w,z_se_w,price_accel_1b,-0.08999279724422568,0.0924120565591279,0.18240485380335358,5,True
15m,price_mean_w,vol_mean_w,vwap_w,-0.19569139597224577,-0.013342729509476757,0.182348666462769,5,False
5s,vwap_w,SE_low_w,vol_sigma_w,-0.4895428622905424,-0.30719973826715574,0.18234312402338665,5,False
1m,vol_velocity_1b,z_high_w,SE_low_w,0.046938527423974,0.22927959096498174,0.18234106354100774,5,False
1h,price_accel_w,price_mean_w,bar_range,-0.11803375261185933,0.06430020696891557,0.18233395958077492,5,True
5m,z_low_w,SE_high_w,z_se_w,-0.06010892737038827,0.12220768456688104,0.1823166119372693,5,True
5s,price_mean_w,SE_low_w,vol_sigma_w,-0.48948423949790676,-0.30717887488592077,0.182305364611986,5,False
1h,vol_sigma_w,SE_high_w,vol_velocity_1b,0.3022015328323791,0.48447939865272704,0.18227786582034794,5,False
1h,vol_accel_1b,price_mean_w,price_accel_1b,-0.11117976732891861,0.07109729230164828,0.1822770596305669,5,True
1m,bar_range,price_velocity_w,vwap_w,-0.1528141349192005,0.029398527362781996,0.18221266228198252,5,False
1h,price_mean_w,SE_low_w,vol_accel_w,-0.5251770284206738,-0.34302301954623793,0.1821540088744359,5,False
5s,z_low_w,SE_low_w,z_high_w,-0.07895949729212363,0.10319302443773785,0.1821525217298615,5,True
1m,vol_velocity_1b,SE_low_w,z_se_w,-0.1255850710490094,0.05656688762258616,0.18215195867159556,5,True
5s,price_accel_w,reversion_prob_w,SE_high_w,-0.03735156956993736,0.14477104130609275,0.1821226108760301,5,False
5m,vol_accel_1b,vol_sigma_w,body,-0.14161293795249585,0.040507526080652514,0.18212046403314835,5,False
5m,vol_sigma_w,z_se_w,price_accel_w,-0.07744423433120286,0.10465265609191973,0.1820968904231226,5,True
1h,price_velocity_1b,vol_mean_w,reversion_prob_w,-0.11049441418029014,0.07157404795113709,0.18206846213142724,5,True
15m,vol_velocity_w,vol_accel_w,z_high_w,0.22277184013545087,0.40482890694544943,0.18205706680999856,5,False
5s,vol_sigma_w,swing_noise_w,price_accel_w,0.24198563730724493,0.4240343607449457,0.1820487234377008,5,False
5s,price_accel_1b,z_high_w,body,-0.23540825510757551,-0.05340923472910772,0.1819990203784678,4,False
1h,price_accel_1b,reversion_prob_w,vol_velocity_w,-0.05648580460498171,0.1255047853546783,0.18199058995966,5,True
5s,price_accel_1b,z_low_w,price_velocity_1b,-0.4389256596237578,-0.25698515088756485,0.18194050873619294,5,False
5s,price_accel_1b,SE_low_w,reversion_prob_w,-0.10287995340841834,0.07905346427205864,0.181933417680477,5,True
5m,bar_range,vol_mean_w,price_accel_w,0.5066216934267571,0.688527542178118,0.18190584875136084,5,False
15m,price_velocity_1b,SE_low_w,vol_velocity_1b,-0.07450739464341954,0.10734847335335228,0.18185586799677184,5,True
5m,SE_high_w,reversion_prob_w,bar_range,0.04421384817593616,0.2260474762501058,0.18183362807416964,5,False
15m,price_sigma_w,z_low_w,price_velocity_w,-0.04432810476913756,0.1374963206632515,0.18182442543238905,5,False
5m,price_sigma_w,vol_mean_w,swing_noise_w,0.253209671193583,0.43502609724508295,0.18181642605149995,5,False
1m,price_mean_w,SE_low_w,bar_range,-0.26678543351902867,-0.08497537224591625,0.18181006127311242,5,False
1h,vol_sigma_w,SE_low_w,vol_accel_w,0.3303490575613041,0.5121557486581605,0.18180669109685638,5,False
1h,body,z_se_w,price_sigma_w,0.5431490460355444,0.7249404344738694,0.18179138843832499,5,False
1m,vol_velocity_w,SE_high_w,hurst_w,-0.03985596156299503,0.14192549126386667,0.1817814528268617,5,False
1h,price_mean_w,vol_sigma_w,vol_accel_w,-0.3563479227341399,-0.1746025468349039,0.181745375899236,5,False
5m,bar_range,SE_high_w,z_high_w,0.5662148002045437,0.7478845373843465,0.18166973717980273,5,False
1m,vol_sigma_w,SE_low_w,price_accel_1b,0.4675322648962556,0.6491602719943975,0.18162800709814192,5,False
5m,z_se_w,SE_low_w,price_accel_w,-0.0893043515778261,0.0923002330353435,0.18160458461316958,5,True
1m,price_accel_1b,SE_high_w,price_velocity_w,-0.11341003611387661,0.06819416736408421,0.1816042034779608,5,True
5s,bar_range,SE_low_w,z_high_w,0.6259118020006588,0.8074993186249029,0.1815875166242441,5,False
5s,price_velocity_w,reversion_prob_w,z_se_w,-0.08491270932327889,0.09662829658534292,0.18154100590862182,5,True
5s,SE_low_w,swing_noise_w,vol_mean_w,0.5689648329869735,0.7505005607621431,0.18153572777516958,5,False
5m,price_velocity_1b,z_high_w,vol_mean_w,0.20567516695589325,0.3871905057701033,0.18151533881421003,5,False
15m,price_accel_w,vol_accel_w,vol_velocity_w,-0.19740575433134236,-0.015913859911884057,0.1814918944194583,5,False
1h,price_velocity_1b,vol_accel_1b,vol_sigma_w,-0.16686840501238598,0.014619543705232987,0.18148794871761897,5,False
1h,z_low_w,swing_noise_w,vol_velocity_w,-0.07759171594274458,0.10386889277519523,0.18146060871793981,5,True
15m,price_accel_w,z_se_w,vol_mean_w,0.27618310533349655,0.45763971204295184,0.1814566067094553,5,False
5m,price_velocity_1b,price_velocity_w,reversion_prob_w,0.26760571884008416,0.4490559333151066,0.18145021447502246,5,False
1m,vol_accel_1b,vol_accel_w,price_velocity_1b,0.440994762829044,0.6223481812793535,0.18135341845030956,5,False
1h,vol_accel_1b,price_accel_w,vol_mean_w,-0.14933142346062783,0.032015265435567514,0.18134668889619535,5,False
5m,bar_range,vol_mean_w,body,0.5000256888469319,0.6813614323984006,0.18133574355146875,5,False
1h,price_velocity_w,hurst_w,SE_low_w,-0.12681156177450395,0.05442151815646055,0.1812330799309645,5,True
1m,price_mean_w,vol_sigma_w,price_velocity_w,-0.1079435523382042,0.07326998056566689,0.1812135329038711,5,True
5s,price_accel_1b,vol_velocity_1b,price_velocity_w,-0.1327642730402284,0.04843788167120107,0.18120215471142948,5,False
1h,vol_accel_1b,price_velocity_w,price_velocity_1b,-0.07331720935310809,0.10786346771006734,0.18118067706317542,5,True
1h,price_accel_w,swing_noise_w,vwap_w,-0.10129234680901458,0.07988306168876846,0.18117540849778305,5,True
15m,vol_accel_1b,reversion_prob_w,price_accel_w,-0.1570785994453714,0.024077175396145952,0.18115577484151735,5,False
5s,bar_range,swing_noise_w,vwap_w,0.5798091905367759,0.7609124189023775,0.18110322836560155,5,False
1m,price_mean_w,swing_noise_w,SE_low_w,-0.3213626080681899,-0.14028541755718074,0.18107719051100915,5,False
1m,price_sigma_w,vol_sigma_w,body,0.4340144465876128,0.6150913950258984,0.1810769484382856,5,False
5m,vol_accel_1b,vol_sigma_w,price_accel_w,-0.14485027294389358,0.036220558636597774,0.18107083158049136,5,False
5s,price_mean_w,swing_noise_w,vol_sigma_w,-0.5361161519909092,-0.35505683152435674,0.1810593204665525,5,False
5s,vwap_w,swing_noise_w,vol_sigma_w,-0.5361186912648662,-0.35506045546287396,0.18105823580199226,5,False
1m,price_velocity_1b,price_accel_w,price_accel_1b,0.5136354929935901,0.6946869075040214,0.18105141451043127,5,False
1m,vol_velocity_w,reversion_prob_w,vol_accel_w,-0.2567829646937126,-0.07573968697071083,0.18104327772300177,5,False
1m,vol_velocity_1b,price_sigma_w,bar_range,-0.28488399479024523,-0.10390365963654284,0.18098033515370238,5,False
5m,bar_range,SE_high_w,vol_velocity_1b,0.5336263679634404,0.7146007425193407,0.18097437455590026,5,False
1h,vol_velocity_1b,price_sigma_w,SE_high_w,-0.0990933615168022,0.08186924783133354,0.18096260934813574,5,True
1h,vol_accel_1b,vol_accel_w,z_high_w,0.384897869126881,0.5658540538346009,0.18095618470771985,5,False
5s,vol_velocity_1b,price_accel_w,SE_low_w,-0.055263956895161635,0.12568689949192283,0.18095085638708447,5,True
1h,price_accel_w,reversion_prob_w,vol_accel_1b,-0.05260000326828555,0.12834195089040917,0.18094195415869474,5,True
1m,vol_velocity_1b,SE_high_w,price_velocity_1b,-0.22088088435331293,-0.03994280586833018,0.18093807848498275,5,False
1h,vol_sigma_w,vwap_w,vol_accel_w,-0.3612017266804578,-0.1802924183763267,0.1809093083041311,5,False
15m,price_accel_1b,z_low_w,SE_high_w,-0.1456768405806007,0.03520366277630905,0.18088050335690975,5,False
5s,bar_range,vol_velocity_w,reversion_prob_w,0.1662930559872868,0.3471702583403919,0.1808772023531051,5,False
5m,price_velocity_w,price_sigma_w,SE_high_w,-0.08336224534794444,0.09750169203421877,0.18086393738216322,5,True
15m,vwap_w,SE_high_w,vol_accel_w,-0.4690606246382233,-0.2882074739235944,0.18085315071462887,5,False
1m,vwap_w,swing_noise_w,SE_low_w,-0.32106831127371516,-0.14021527171271356,0.1808530395610016,5,False
1m,vol_accel_1b,vol_mean_w,body,-0.14383484009008135,0.0369347881946908,0.18076962828477217,5,False
15m,vol_velocity_w,vol_sigma_w,price_accel_w,0.27590995723638556,0.4566741240941882,0.18076416685780267,5,False
1h,price_accel_1b,price_velocity_w,vol_velocity_w,-0.1125943440769714,0.06814294855954,0.1807372926365114,5,True
15m,bar_range,reversion_prob_w,z_high_w,-0.3519924707885543,-0.17128345495314876,0.18070901583540552,5,False
5s,bar_range,reversion_prob_w,z_low_w,-0.23557048088179589,-0.054872722677671085,0.18069775820412481,5,False
15m,price_velocity_1b,price_sigma_w,vol_velocity_w,-0.04341679076153846,0.13727175984798198,0.18068855060952044,5,False
1h,vol_accel_1b,price_mean_w,price_accel_w,-0.08723620209368602,0.09344381397653967,0.18068001607022569,5,True
5s,bar_range,vol_mean_w,vol_accel_w,0.45328218150847766,0.6339228685935314,0.18064068708505376,5,False
5m,price_mean_w,price_sigma_w,swing_noise_w,-0.23682344913650313,-0.056211550418212373,0.18061189871829075,5,False
15m,price_accel_1b,price_mean_w,price_accel_w,-0.08133901908595252,0.0992706133808316,0.18060963246678413,5,True
5s,vol_sigma_w,swing_noise_w,vol_mean_w,-0.06549893616255292,0.1150944513078911,0.180593387470444,5,True
1h,price_velocity_1b,reversion_prob_w,vol_velocity_1b,-0.03779615480414615,0.14279170101214486,0.180587855816291,5,False
5s,price_accel_w,price_sigma_w,vol_velocity_w,-0.14375560457343342,0.03679084661547615,0.18054645118890958,5,False
5m,vol_velocity_w,vol_sigma_w,hurst_w,0.23940716017640173,0.4199422719546071,0.18053511177820536,5,False
1m,price_sigma_w,vwap_w,bar_range,-0.2579225506742033,-0.07739359383909639,0.1805289568351069,5,False
5s,body,price_velocity_w,z_high_w,0.2103092492292104,0.3908376953080084,0.18052844607879798,5,False
5s,vol_velocity_1b,swing_noise_w,bar_range,-0.21216471674683704,-0.03165562489077209,0.18050909185606495,5,False
1h,vol_accel_1b,bar_range,price_velocity_w,-0.023769582852000044,0.15672243857075588,0.18049202142275592,5,False
5m,vol_accel_1b,z_se_w,z_low_w,-0.034075658153729295,0.14638889633458066,0.18046455448830995,5,False
15m,vol_accel_1b,z_high_w,price_accel_w,0.015698792700855908,0.19613970814982265,0.18044091544896673,5,False
1m,vol_mean_w,SE_high_w,vol_velocity_w,0.47066907391969043,0.6511092880490807,0.18044021412939032,5,False
5m,body,z_se_w,bar_range,0.5789096035280332,0.7592976923569797,0.18038808882894652,5,False
5m,bar_range,SE_low_w,price_velocity_1b,0.5100253855699026,0.690386083601215,0.18036069803131238,5,False
15m,z_low_w,SE_low_w,bar_range,0.025182542617012377,0.20548928634834893,0.18030674373133654,5,False
15m,bar_range,vol_velocity_w,vol_sigma_w,0.20985041660655152,0.39014293851313603,0.1802925219065845,5,False
5s,z_se_w,z_high_w,price_velocity_1b,0.6805553120684791,0.8608298773142653,0.18027456524578622,5,False
5m,vol_mean_w,reversion_prob_w,body,0.004189995369158036,0.18445752767151646,0.18026753230235842,5,False
1h,price_accel_w,vol_mean_w,price_mean_w,-0.0880616261350784,0.09220218606983402,0.18026381220491242,5,True
1h,price_velocity_1b,z_se_w,SE_high_w,0.5338650878990582,0.7141177678719274,0.1802526799728692,5,False
15m,z_high_w,SE_low_w,z_low_w,-0.1749772027038579,0.005220989808572506,0.18019819251243038,5,False
1m,vol_velocity_w,price_sigma_w,body,-0.02408345707552524,0.15610744552373335,0.18019090259925857,5,False
15m,vol_velocity_w,SE_low_w,z_se_w,0.01038967743327924,0.19058043085029255,0.18019075341701332,5,False
1m,vol_velocity_w,SE_low_w,z_low_w,0.01498238092379418,0.1951668389637311,0.18018445803993693,5,False
1h,z_high_w,z_low_w,vol_velocity_1b,0.6783951208220732,0.8585618464682521,0.18016672564617886,5,False
1m,price_velocity_w,z_high_w,vol_accel_1b,-0.12052118913801425,0.059635729686302,0.18015691882431625,5,True
1h,vol_velocity_w,z_se_w,vol_accel_w,-0.07955693998410018,0.10054760347649926,0.18010454346059945,5,True
1h,price_accel_w,price_sigma_w,price_velocity_w,-0.018930179036256545,0.16117010970017678,0.18010028873643333,5,False
1h,z_low_w,SE_high_w,vol_sigma_w,0.02768897971459002,0.2077810025850181,0.18009202287042808,5,False
1m,vol_sigma_w,vwap_w,price_velocity_w,-0.10804219007266597,0.07203547985095766,0.18007766992362362,5,True
5s,z_se_w,z_high_w,body,0.6982278091033508,0.8782927073075911,0.18006489820424032,4,False
1h,price_velocity_1b,price_accel_1b,price_mean_w,0.6058663854989846,0.7858945343171961,0.1800281488182115,5,False
15m,bar_range,swing_noise_w,price_velocity_w,0.3335372936922216,0.513556362847889,0.18001906915566734,5,False
1h,body,vol_sigma_w,bar_range,-0.08488131966894995,0.09513110095797483,0.1800124206269248,5,True
15m,price_velocity_1b,z_se_w,vol_velocity_1b,0.4391557367811467,0.6191654325560967,0.18000969577494996,5,False
5m,vol_accel_1b,vol_accel_w,vol_mean_w,0.4808718459570446,0.6608783455144719,0.1800064995574273,5,False
1h,price_accel_w,reversion_prob_w,hurst_w,-0.03772992402287068,0.14225925826401334,0.17998918228688401,5,False
15m,price_velocity_w,vol_sigma_w,vwap_w,-0.12953448249068342,0.0504507146755617,0.17998519716624511,5,True
15m,SE_low_w,swing_noise_w,price_accel_w,0.5770791687539407,0.7570587090294586,0.17997954027551788,5,False
15m,vol_velocity_w,vol_mean_w,vol_accel_w,-0.013725605313693243,0.16624865016684887,0.1799742554805421,5,False
1h,price_sigma_w,reversion_prob_w,price_velocity_1b,-0.020412393434009093,0.159551456919884,0.17996385035389312,5,False
15m,z_se_w,reversion_prob_w,hurst_w,-0.05851613858384269,0.1214433340833262,0.17995947266716888,5,True
15m,body,z_low_w,bar_range,0.214661701344176,0.3946040482449686,0.17994234690079258,5,False
5m,SE_low_w,reversion_prob_w,bar_range,0.04626719920706396,0.22619618417959408,0.17992898497253013,5,False
5m,vol_velocity_1b,SE_high_w,z_low_w,-0.1373795055214208,0.0425448982780679,0.1799244037994887,5,False
1h,bar_range,price_accel_w,vol_mean_w,-0.09295977455402585,0.08693980893146977,0.17989958348549562,5,True
1h,z_high_w,swing_noise_w,price_velocity_1b,-0.13230814313405723,0.04754282438606755,0.17985096752012478,5,False
15m,SE_high_w,swing_noise_w,price_velocity_w,0.5295461544488131,0.7093833669611108,0.17983721251229767,5,False
1m,vol_velocity_1b,swing_noise_w,price_velocity_1b,-0.2150422662611081,-0.035213643705276465,0.17982862255583162,5,False
5s,price_velocity_1b,z_low_w,price_velocity_w,0.28653813677272927,0.4663345299025979,0.17979639312986861,5,False
5m,price_velocity_1b,SE_low_w,vol_accel_1b,-0.07493749918138505,0.10482300452805075,0.1797605037094358,5,True
5s,bar_range,vol_velocity_w,z_se_w,0.16343297029429002,0.3431740945715451,0.17974112427725505,5,False
15m,bar_range,body,vol_sigma_w,-0.09414511425815023,0.08559443133458321,0.17973954559273342,5,True
5s,vol_accel_w,SE_low_w,z_se_w,-0.016795079046722533,0.162934242797354,0.17972932184407653,5,False
5s,bar_range,vol_mean_w,vol_velocity_1b,0.447891259813907,0.6276190796796552,0.17972781986574826,5,False
1h,bar_range,vol_velocity_w,swing_noise_w,0.4730784687159903,0.6527777939999005,0.17969932528391025,5,False
5m,price_accel_1b,SE_low_w,vol_accel_1b,-0.07822865232927213,0.10145525254937862,0.17968390487865077,5,True
5m,price_velocity_w,z_high_w,vol_accel_1b,-0.10296210698281173,0.07667172896941848,0.1796338359522302,5,True
1h,price_accel_1b,vol_sigma_w,z_high_w,-0.06929204194597371,0.1103352213452569,0.17962726329123063,5,True
1h,vol_velocity_1b,body,bar_range,-0.10138315934472085,0.07823404806061866,0.1796172074053395,5,True
1h,price_sigma_w,vwap_w,SE_high_w,-0.27793379055277306,-0.09832621177136149,0.1796075787814116,5,False
5s,vol_mean_w,SE_low_w,swing_noise_w,0.11386533689855803,0.29346691120848095,0.1796015743099229,5,False
15m,z_low_w,swing_noise_w,price_velocity_w,-0.07870081704991219,0.10088788959666617,0.17958870664657836,5,True
1h,vol_accel_1b,reversion_prob_w,price_velocity_w,-0.21058163409397473,-0.031011701586210826,0.1795699325077639,5,False
1h,price_velocity_w,vol_mean_w,vol_sigma_w,-0.16009373960796525,0.019469528639361723,0.17956326824732696,5,False
15m,z_low_w,hurst_w,body,-0.0915261960459594,0.08803544798846306,0.17956164403442246,5,True
5m,vol_mean_w,SE_low_w,vol_accel_w,0.39916210541836006,0.5787067823273316,0.17954467690897158,5,False
1h,z_low_w,SE_low_w,price_sigma_w,-0.07368629374788972,0.10584004070504816,0.17952633445293786,5,True
1m,vol_accel_1b,z_low_w,z_se_w,-0.17631559878988154,0.0031667667051967505,0.1794823654950783,5,False
15m,price_velocity_1b,price_velocity_w,vol_accel_1b,0.19956331508694802,0.3790447594907069,0.17948144440375885,5,False
5m,price_velocity_1b,swing_noise_w,hurst_w,-0.055899751403552314,0.1235732518091866,0.1794730032127389,5,True
1m,price_velocity_w,price_accel_w,vol_velocity_w,0.005907618523349286,0.18536766185951406,0.17946004333616478,5,False
1m,vol_velocity_1b,bar_range,SE_high_w,0.25300317802625255,0.43237555261217253,0.17937237458591998,5,False
5s,price_velocity_1b,bar_range,vol_velocity_w,-0.13547396442254261,0.04387152371669557,0.17934548813923817,5,False
5m,vol_sigma_w,SE_low_w,price_accel_1b,0.3976642500087476,0.5769836625571214,0.1793194125483738,5,False
15m,vol_velocity_w,SE_low_w,z_low_w,0.015312790501538144,0.19460846010050015,0.179295669598962,5,False
5m,vol_velocity_w,swing_noise_w,z_se_w,-0.15177478420104015,0.02750890387039032,0.17928368807143047,5,False
1m,vol_velocity_w,swing_noise_w,body,-0.17556992049521575,0.0036951315245104853,0.17926505201972623,5,False
1m,price_sigma_w,vol_sigma_w,vol_velocity_w,0.42670211487030285,0.6059649591622662,0.17926284429196337,5,False
5m,SE_low_w,reversion_prob_w,price_velocity_1b,-0.0008106424728016743,0.1784334419996704,0.1792440844724721,5,False
1h,price_accel_1b,z_low_w,vol_mean_w,-0.13421721641085138,0.04501349173028759,0.17923070814113898,5,False
5s,vol_accel_1b,bar_range,price_accel_w,0.08940594579770299,0.26862569093573513,0.17921974513803213,5,False
1m,body,price_accel_w,z_low_w,0.5895603389479971,0.7686992551116206,0.17913891616362354,5,False
1m,price_velocity_w,price_accel_w,z_low_w,0.04892858659142492,0.22806534565049055,0.17913675905906562,5,False
5m,vol_accel_1b,vol_mean_w,z_high_w,-0.12822377498822077,0.050911448641542255,0.17913522362976303,5,True
1m,price_accel_w,SE_low_w,reversion_prob_w,-0.1015957132076751,0.07750829303318761,0.1791040062408627,5,True
5s,vol_sigma_w,SE_high_w,price_accel_w,0.2712908805434377,0.45038540846739844,0.17909452792396074,5,False
1m,vol_velocity_1b,vol_sigma_w,SE_high_w,-0.030290388875682025,0.14880119634882802,0.17909158522451005,5,False
15m,vol_accel_1b,bar_range,z_low_w,-0.026638667087604637,0.1524226278253883,0.17906129491299294,5,False
15m,price_mean_w,hurst_w,swing_noise_w,-0.07543290450023621,0.10362520866702252,0.17905811316725873,5,True
1h,vol_accel_1b,z_high_w,vol_sigma_w,0.06234335664266871,0.24138681948566149,0.17904346284299277,5,False
1h,price_accel_1b,bar_range,vol_mean_w,-0.0933576389371388,0.08568519595328604,0.17904283489042483,5,True
1h,price_accel_1b,vol_velocity_1b,SE_low_w,-0.14830856376010865,0.030720576519958128,0.17902914028006678,5,False
1h,price_mean_w,SE_low_w,z_se_w,-0.5313678408190894,-0.3523721976977134,0.178995643121376,5,False
15m,price_velocity_w,vol_sigma_w,price_mean_w,-0.12830785518525892,0.050687682121022565,0.17899553730628148,5,True
15m,price_accel_w,price_sigma_w,vol_accel_w,-0.035894383171657315,0.14309885954907337,0.1789932427207307,5,False
5m,vol_mean_w,swing_noise_w,vwap_w,0.49308441143251647,0.6720272507568161,0.17894283932429966,5,False
15m,price_velocity_w,vol_mean_w,bar_range,-0.042271784710166835,0.13665566039003418,0.17892744510020103,5,False
1h,price_velocity_1b,vol_velocity_w,hurst_w,-0.12329866381610366,0.055626298036292286,0.17892496185239595,5,True
1h,z_se_w,reversion_prob_w,price_mean_w,0.019410037229269424,0.1983088681367523,0.17889883090748288,5,False
5m,bar_range,vol_mean_w,price_velocity_1b,0.500368625894251,0.6792607148798004,0.17889208898554942,5,False
5m,price_accel_1b,vol_accel_1b,SE_high_w,-0.1818437271940973,-0.0029641813319161887,0.1788795458621811,5,False
5m,price_velocity_1b,price_accel_1b,z_high_w,0.6486658124205662,0.8275418322203743,0.17887601979980805,5,False
15m,price_mean_w,SE_low_w,SE_high_w,-0.1957767880910978,-0.016969871189904336,0.17880691690119346,5,False
15m,z_low_w,hurst_w,price_velocity_1b,-0.0903259773392494,0.08846980780387968,0.17879578514312908,5,True
1h,price_accel_w,swing_noise_w,price_velocity_w,-0.14233071422747326,0.03645208494318934,0.1787827991706626,5,False
1m,vol_velocity_1b,body,SE_high_w,-0.17100190036638413,0.007692401951651997,0.17869430231803612,5,False
1m,price_sigma_w,vol_sigma_w,swing_noise_w,0.1960430127047414,0.3747258210005535,0.17868280829581212,5,False
15m,vwap_w,hurst_w,swing_noise_w,-0.0753858582291041,0.10328264979768306,0.17866850802678716,5,True
1m,vol_sigma_w,swing_noise_w,vwap_w,0.526697105472405,0.7053370982743636,0.17863999280195864,5,False
5m,price_sigma_w,vwap_w,swing_noise_w,-0.23531564437204283,-0.056682607955369904,0.17863303641667294,5,False
1h,z_se_w,SE_low_w,vol_sigma_w,-0.10263068806117451,0.07600161620160199,0.1786323042627765,5,True
5m,bar_range,SE_low_w,body,0.5106657290582446,0.6892956086742827,0.17862987961603816,5,False
5m,price_velocity_1b,SE_high_w,SE_low_w,0.10770352730129769,0.28631730141839395,0.17861377411709628,5,False
1m,z_low_w,hurst_w,body,-0.09291228975804708,0.08566592122472019,0.17857821098276727,5,True
5s,price_accel_1b,z_low_w,vol_velocity_w,-0.11508077504106623,0.06349609728452302,0.17857687232558925,5,True
15m,price_velocity_1b,swing_noise_w,vol_mean_w,-0.017297407808325657,0.16126993568054535,0.178567343488871,5,False
1h,price_velocity_w,vol_mean_w,price_mean_w,-0.22523998764994743,-0.04668682415884899,0.17855316349109845,5,False
5m,price_sigma_w,reversion_prob_w,bar_range,0.009918572896004493,0.1884542602093481,0.17853568731334363,5,False
