tf,X,Y,Z,r_min,r_max,lift,n_bins,sign_flip
1h,price_velocity_1b,price_mean_w,z_se_w,-0.29157591173052055,0.3129710284993434,0.604546940229864,5,True
5s,price_accel_w,price_sigma_w,price_velocity_1b,-0.32924778757830164,0.2749071161879812,0.6041549037662828,5,True
5s,body,vol_sigma_w,price_velocity_1b,-0.31179539357289976,0.29235058903069466,0.6041459826035944,5,True
1h,price_accel_1b,price_velocity_w,reversion_prob_w,-0.24611054905412766,0.35798006184951076,0.6040906109036384,5,True
15m,price_accel_1b,vol_accel_1b,z_low_w,-0.3290391753059106,0.2731728027903017,0.6022119780962123,5,True
1h,price_accel_1b,price_velocity_w,vol_velocity_1b,-0.2615437426714493,0.3405068887023696,0.602050631373819,5,True
1h,body,vol_accel_w,z_se_w,-0.3526633411753127,0.24906761896050428,0.601730960135817,5,True
5m,price_velocity_1b,swing_noise_w,z_low_w,-0.32237057179158357,0.278886881066084,0.6012574528576675,5,True
15m,price_velocity_w,SE_high_w,price_mean_w,-0.0701806645536576,0.5307123630881057,0.6008930276417632,5,True
5s,body,reversion_prob_w,price_accel_w,-0.2778469019999202,0.32223647575232084,0.600083377752241,5,True
15m,price_velocity_1b,vol_velocity_w,z_se_w,-0.33901753131751555,0.26086376636951264,0.5998812976870282,5,True
15m,vol_velocity_1b,body,price_accel_1b,-0.3881369330715597,0.21127007932845474,0.5994070124000145,5,True
5s,vol_accel_1b,bar_range,vol_velocity_1b,-0.24495196736489866,0.3543324838923397,0.5992844512572384,5,True
1h,price_mean_w,vol_sigma_w,vol_mean_w,-0.23349365797644506,0.3655725820286468,0.5990662400050919,5,True
1h,price_velocity_1b,vwap_w,z_se_w,-0.28135583736052394,0.31732358678924144,0.5986794241497654,5,True
1m,price_accel_w,SE_high_w,price_velocity_1b,-0.28934943554553655,0.3091288318641322,0.5984782674096687,5,True
1m,price_velocity_w,SE_high_w,vwap_w,-0.1421304234740567,0.4560244785163148,0.5981549019903715,5,True
15m,body,z_high_w,z_se_w,-0.41273027678548724,0.18508451610394483,0.5978147928894321,5,True
15m,price_velocity_w,price_sigma_w,z_high_w,-0.18930895871978437,0.4082009881703397,0.597509946890124,5,True
5m,price_accel_w,SE_high_w,z_high_w,-0.2176607310151673,0.3797745669577494,0.5974352979729167,5,True
1h,price_accel_1b,z_se_w,vol_velocity_1b,-0.11342922196311844,0.48325823470861756,0.596687456671736,5,True
15m,price_accel_1b,SE_high_w,price_velocity_1b,-0.31576645384170987,0.28069463186533006,0.5964610857070399,5,True
5s,price_accel_w,swing_noise_w,price_velocity_1b,-0.28454112112693075,0.31173851872017244,0.5962796398471032,5,True
1h,price_velocity_1b,vol_accel_w,price_accel_1b,-0.36321273945418026,0.2327453150415737,0.5959580544957539,5,True
1h,price_velocity_w,SE_low_w,z_se_w,-0.21827716457861845,0.3771898928032719,0.5954670573818903,5,True
5m,price_velocity_1b,vol_velocity_1b,price_accel_w,-0.34577963763415515,0.24960694076258705,0.5953865783967422,5,True
5m,price_accel_1b,SE_low_w,body,-0.3040095418991882,0.2909503317303668,0.5949598736295549,5,True
1h,vol_accel_1b,z_low_w,price_accel_1b,-0.39581992978737596,0.1990278422503841,0.5948477720377601,5,True
1h,price_velocity_1b,SE_high_w,z_high_w,-0.1992768290234351,0.39534895432504635,0.5946257833484815,5,True
1m,price_velocity_1b,vol_accel_w,z_low_w,-0.3174186923617183,0.277050973194829,0.5944696655565473,5,True
5m,vol_accel_1b,vol_mean_w,vol_velocity_1b,-0.19170598107535392,0.40274376887596464,0.5944497499513186,5,True
5m,price_velocity_1b,vol_velocity_1b,price_velocity_w,-0.3423534185997163,0.2518784231949813,0.5942318417946977,5,True
15m,vol_velocity_1b,body,z_high_w,-0.38770151285297505,0.20639339172264598,0.594094904575621,5,True
1m,price_accel_w,SE_high_w,body,-0.28792892298462147,0.3060464858820464,0.5939754088666679,5,True
1h,price_accel_1b,vol_accel_w,z_se_w,-0.336769885402605,0.257198600471116,0.593968485873721,5,True
1m,body,vol_accel_w,z_low_w,-0.31732847290881355,0.2759906657468792,0.5933191386556927,5,True
1h,vol_velocity_1b,reversion_prob_w,vol_accel_w,-0.4708835071363918,0.12142200941608253,0.5923055165524743,5,True
1m,vol_accel_1b,vol_velocity_w,vol_velocity_1b,-0.15589942003340662,0.4359964736421386,0.5918958936755452,5,True
15m,body,vol_velocity_w,price_velocity_1b,-0.32434631319953033,0.2671740932783241,0.5915204064778544,5,True
1h,vol_mean_w,SE_high_w,vol_sigma_w,-0.08211225786025714,0.5091393390895828,0.5912515969498399,5,True
1h,price_velocity_w,swing_noise_w,vwap_w,-0.2786547312128054,0.31256798020530535,0.5912227114181108,5,True
1h,price_velocity_1b,bar_range,SE_high_w,-0.42475572056410155,0.1659588968338825,0.590714617397984,5,True
5m,body,vol_sigma_w,price_accel_w,-0.3136305845292819,0.2769588609641532,0.5905894454934351,5,True
1h,bar_range,z_high_w,price_velocity_w,-0.21518070942647993,0.3745969980586504,0.5897777074851303,5,True
1m,vol_accel_1b,bar_range,vol_velocity_1b,-0.21572430850973573,0.3734183959123326,0.5891427044220683,5,True
5s,price_accel_1b,body,price_velocity_1b,-0.06758308322391493,0.521543267574567,0.589126350798482,5,True
1h,vol_accel_w,z_se_w,price_velocity_1b,-0.328241463075571,0.2607527906645413,0.5889942537401123,5,True
5m,price_accel_w,SE_low_w,z_low_w,-0.38713825101013893,0.2017146499562026,0.5888529009663416,5,True
5m,price_accel_1b,SE_high_w,price_velocity_1b,-0.2749643838266201,0.3135272060598992,0.5884915898865193,5,True
1h,price_velocity_w,z_se_w,bar_range,-0.35808082698475746,0.23031115498237598,0.5883919819671335,5,True
1h,z_high_w,reversion_prob_w,price_velocity_w,-0.4266387115828545,0.16129726521648638,0.5879359767993408,5,True
15m,price_velocity_w,SE_high_w,z_se_w,-0.15922315527014602,0.4286556646650103,0.5878788199351563,5,True
1h,vol_accel_w,z_se_w,body,-0.32969269990340266,0.2580125948511527,0.5877052947545554,5,True
15m,vol_accel_1b,bar_range,vol_velocity_1b,-0.2607610572970817,0.3257698919073869,0.5865309492044686,5,True
1m,body,swing_noise_w,price_accel_1b,-0.3355021859857352,0.25045257192815634,0.5859547579138915,5,True
5s,body,SE_high_w,price_accel_1b,-0.24137014686585717,0.34454598973332723,0.5859161365991844,5,True
1m,vol_accel_1b,z_se_w,price_accel_1b,-0.3070642621590894,0.2785757980168671,0.5856400601759565,5,True
5m,price_velocity_1b,swing_noise_w,price_accel_1b,-0.28331101555506016,0.30211640716218274,0.5854274227172429,5,True
5m,body,swing_noise_w,z_low_w,-0.3166937222536918,0.2680681836753766,0.5847619059290684,5,True
1m,price_velocity_w,SE_high_w,price_mean_w,-0.1357048258012875,0.44899113505637395,0.5846959608576614,5,True
1h,body,vol_accel_w,price_accel_w,-0.28323760322022573,0.301442070148245,0.5846796733684707,5,True
5m,vol_velocity_1b,price_accel_w,z_se_w,-0.3229123965489221,0.26144330261944937,0.5843556991683715,5,True
5s,price_accel_w,price_sigma_w,body,-0.32518718444526923,0.25876411721249915,0.5839513016577684,4,True
5m,vol_velocity_1b,vol_mean_w,vol_accel_1b,-0.4668148923213363,0.11607243275945961,0.582887325080796,5,True
5s,vol_velocity_1b,bar_range,vol_accel_1b,-0.2040678350594897,0.37878871919798235,0.5828565542574721,5,True
15m,price_velocity_w,swing_noise_w,vol_sigma_w,-0.10710380358270183,0.4755862496062162,0.5826900531889181,5,True
5s,price_velocity_1b,SE_low_w,price_accel_1b,-0.34254266099783964,0.24007954533838588,0.5826222063362255,5,True
1h,vol_velocity_1b,body,price_accel_w,-0.3155738946551508,0.2667602539884132,0.582334148643564,5,True
1h,price_velocity_1b,SE_low_w,body,-0.29848237214176665,0.2830376109326472,0.5815199830744138,5,True
15m,price_accel_w,SE_high_w,body,-0.24091636904011293,0.3402745022341867,0.5811908712742997,5,True
5m,body,SE_high_w,z_low_w,-0.28809016982049873,0.2929658625142392,0.5810560323347379,5,True
5m,price_accel_1b,price_sigma_w,price_velocity_1b,-0.2816877126233996,0.2992450897873103,0.5809328024107099,5,True
5m,body,swing_noise_w,price_accel_1b,-0.2813363323408117,0.2994680558350391,0.5808043881758508,5,True
15m,price_velocity_w,price_sigma_w,vol_velocity_1b,-0.16942062504238156,0.4111071182823225,0.580527743324704,5,True
1m,body,z_low_w,z_se_w,-0.4318639263560426,0.14826385877973486,0.5801277851357775,5,True
1m,price_velocity_1b,z_low_w,z_se_w,-0.43213397049703134,0.1479354164158812,0.5800693869129125,5,True
1m,price_velocity_1b,swing_noise_w,price_accel_1b,-0.3321775186902817,0.2475680827545164,0.5797456014447981,5,True
5m,price_accel_w,price_sigma_w,z_high_w,-0.25277043652548675,0.32657860917422854,0.5793490456997152,5,True
15m,price_velocity_1b,vol_velocity_1b,price_accel_1b,-0.3810458258336049,0.19823500114556816,0.579280826979173,5,True
1h,price_velocity_1b,vol_velocity_1b,price_velocity_w,-0.3006717946214859,0.2784258705161673,0.5790976651376532,5,True
15m,price_accel_w,reversion_prob_w,price_velocity_w,-0.26982011825121666,0.30916718103687185,0.5789872992880885,5,True
1m,vol_velocity_1b,z_se_w,price_accel_1b,-0.3221304102221907,0.2562487255534308,0.5783791357756215,5,True
5s,body,swing_noise_w,z_low_w,-0.3016065954039299,0.27669645580983093,0.5783030512137608,5,True
5s,price_velocity_1b,vol_sigma_w,z_se_w,-0.31709986137774543,0.2606029384289742,0.5777027998067197,5,True
5m,price_velocity_1b,vol_accel_w,z_se_w,-0.3170615870221041,0.260629652968865,0.577691239990969,5,True
5s,price_velocity_w,SE_high_w,z_high_w,-0.3201985076694818,0.2574846443144954,0.5776831519839772,5,True
5m,price_accel_1b,vol_velocity_1b,z_low_w,-0.29497536584845624,0.28207239048110905,0.5770477563295653,5,True
15m,vol_velocity_1b,bar_range,vol_accel_1b,-0.16951854596857224,0.407424232717245,0.5769427786858172,5,True
1h,vol_mean_w,vwap_w,vol_sigma_w,-0.5032477438592836,0.07140176290238365,0.5746495067616673,5,True
1h,vol_velocity_1b,body,price_velocity_1b,-0.30991863289745775,0.2646495031465604,0.5745681360440181,5,True
1h,body,price_sigma_w,price_velocity_1b,-0.2200439738037597,0.35432389485023275,0.5743678686539925,5,True
15m,price_accel_w,reversion_prob_w,price_accel_1b,-0.2873459590273813,0.2864949359002655,0.5738408949276468,5,True
1h,price_velocity_1b,SE_high_w,body,-0.1715513830900696,0.40215258418805006,0.5737039672781197,5,True
5s,price_accel_w,swing_noise_w,body,-0.2757667238056538,0.2977466444594146,0.5735133682650684,4,True
1h,vol_accel_1b,z_high_w,price_accel_1b,-0.19706681783586935,0.3760596114507258,0.5731264292865952,5,True
1m,price_accel_w,SE_low_w,price_velocity_1b,-0.3085628705068294,0.2645551157625771,0.5731179862694065,5,True
1h,price_mean_w,vol_mean_w,vol_sigma_w,-0.5027489283646304,0.06990480584653058,0.572653734211161,5,True
5s,body,SE_high_w,price_accel_w,-0.24514124144698687,0.3273770134526254,0.5725182548996123,5,True
5s,price_velocity_1b,bar_range,price_velocity_w,-0.3221927116360347,0.25013652680566134,0.572329238441696,5,True
1m,vol_velocity_1b,price_accel_w,z_se_w,-0.3139426282065139,0.25810591016417694,0.5720485383706908,5,True
5m,price_accel_1b,price_sigma_w,body,-0.27907328822315225,0.29262677850202307,0.5717000667251753,5,True
5m,bar_range,price_accel_w,price_velocity_w,-0.2815725697895454,0.29000611326183906,0.5715786830513845,5,True
5s,body,reversion_prob_w,price_accel_1b,-0.2624513525832058,0.3086804606500284,0.5711318132332341,5,True
15m,price_velocity_1b,SE_high_w,z_high_w,-0.22787604027956487,0.34315830592078855,0.5710343462003534,5,True
5s,vol_velocity_1b,body,z_se_w,-0.32717913863649795,0.24385377606702777,0.5710329147035257,5,True
15m,price_velocity_w,price_sigma_w,z_low_w,-0.15095319434570229,0.4196614557556468,0.570614650101349,5,True
5m,price_velocity_w,vol_velocity_w,z_high_w,-0.3706765538246349,0.19978953657595747,0.5704660904005924,5,True
15m,price_accel_1b,vol_velocity_w,price_accel_w,-0.2731549117109274,0.2970841612083176,0.570239072919245,5,True
15m,price_velocity_1b,vol_velocity_1b,z_high_w,-0.3777207532000413,0.1921204537324053,0.5698412069324466,5,True
5m,vol_velocity_1b,body,z_low_w,-0.30316253462754805,0.2666080467957768,0.5697705814233249,5,True
15m,price_accel_w,SE_low_w,body,-0.2948856437583078,0.27470693320762063,0.5695925769659285,5,True
1m,price_accel_w,SE_low_w,body,-0.3091101072188696,0.2604303686712849,0.5695404758901546,5,True
5s,price_accel_w,SE_low_w,price_velocity_1b,-0.30966734914103583,0.2597078116066703,0.5693751607477061,5,True
5s,price_velocity_1b,vwap_w,z_se_w,-0.2846993343615694,0.28445265179676626,0.5691519861583356,5,True
5s,price_velocity_1b,price_mean_w,z_se_w,-0.284838759064479,0.2841996207825685,0.5690383798470475,5,True
1h,price_velocity_w,price_sigma_w,SE_high_w,-0.30929412500557435,0.25961943892251643,0.5689135639280908,5,True
1h,price_accel_1b,bar_range,vol_velocity_1b,-0.33407493884439254,0.234673208906623,0.5687481477510156,5,True
1h,price_velocity_w,z_se_w,vol_velocity_1b,-0.28852664389406596,0.2800760119189197,0.5686026558129856,5,True
5m,bar_range,vol_accel_w,vol_velocity_1b,-0.19197859958484315,0.3765405291030688,0.5685191286879119,5,True
15m,price_accel_1b,bar_range,z_low_w,-0.19961385950966679,0.3688537012287429,0.5684675607384096,5,True
1h,price_accel_1b,z_low_w,vol_velocity_1b,-0.3830877828522224,0.1838302634520472,0.5669180463042696,5,True
1h,price_accel_1b,z_high_w,vol_accel_1b,-0.35405350330229257,0.21281415251598962,0.5668676558182821,5,True
1h,price_velocity_1b,price_sigma_w,body,-0.2278845943651394,0.33897828752802406,0.5668628818931635,5,True
15m,price_velocity_1b,SE_low_w,z_high_w,-0.35330628308456474,0.21352100233036325,0.566827285414928,5,True
15m,price_accel_1b,SE_low_w,price_velocity_1b,-0.2945920451743783,0.27129708367190647,0.5658891288462848,5,True
1h,body,price_sigma_w,z_se_w,-0.20891990586651155,0.35693675575810097,0.5658566616246126,5,True
1h,price_velocity_w,SE_low_w,z_high_w,-0.24673235073821084,0.3190183415767048,0.5657506923149156,5,True
1m,price_velocity_1b,reversion_prob_w,price_accel_w,-0.27478055549744757,0.29042326484774966,0.5652038203451972,5,True
5m,body,vol_velocity_w,price_velocity_1b,-0.29249258929771177,0.2724348874613989,0.5649274767591106,5,True
1h,price_accel_w,vol_velocity_w,z_se_w,-0.33333503224340527,0.23126647294676622,0.5646015051901715,5,True
5s,price_velocity_1b,SE_high_w,price_accel_w,-0.2577502462845343,0.3066495136745507,0.564399759959085,5,True
15m,vol_velocity_w,vol_accel_w,vol_mean_w,-0.06307365114048696,0.5013079125794272,0.5643815637199141,5,True
1h,price_velocity_w,price_sigma_w,z_high_w,-0.2250425345410567,0.339333562351211,0.5643760968922676,5,True
5s,price_accel_w,SE_high_w,price_velocity_1b,-0.2626319702676427,0.30172859291226484,0.5643605631799076,5,True
1h,price_accel_1b,SE_high_w,bar_range,-0.2865623321161502,0.27748246632811613,0.5640447984442662,5,True
5m,vol_velocity_1b,vol_sigma_w,z_se_w,-0.26014911448955674,0.3034347414819857,0.5635838559715425,5,True
1h,vol_velocity_1b,vol_velocity_w,reversion_prob_w,-0.11253338482377988,0.4505401329279893,0.5630735177517692,5,True
15m,body,vol_sigma_w,price_accel_w,-0.2912631904983397,0.2715825799307763,0.562845770429116,5,True
15m,vol_accel_w,vol_sigma_w,vol_velocity_1b,-0.28114159034602076,0.2816632364122887,0.5628048267583095,5,True
1m,body,reversion_prob_w,price_accel_w,-0.27341693502033315,0.28917703480759044,0.5625939698279236,5,True
1h,price_velocity_w,z_high_w,bar_range,-0.32508990273470895,0.2372436113124847,0.5623335140471937,5,True
1m,vol_accel_1b,z_low_w,price_accel_1b,-0.3448260018584746,0.2172357478906449,0.5620617497491195,5,True
1m,price_accel_w,price_sigma_w,price_velocity_1b,-0.2875721797164484,0.2742129671156344,0.5617851468320828,5,True
5m,price_accel_1b,swing_noise_w,price_velocity_1b,-0.29828696069958166,0.2632485990951696,0.5615355597947513,5,True
1h,body,SE_high_w,z_se_w,-0.14419319307247333,0.41660874897778677,0.5608019420502601,5,True
1m,price_accel_w,price_sigma_w,body,-0.2888131092988568,0.2715761997725191,0.5603893090713759,5,True
15m,price_velocity_1b,price_sigma_w,z_high_w,-0.27722476186361217,0.28282329733863876,0.560048059202251,5,True
5s,body,swing_noise_w,price_accel_w,-0.28658706030926073,0.2721370788311936,0.5587241391404543,5,True
5m,vol_velocity_1b,body,price_velocity_1b,-0.30981016512070014,0.2488176797148694,0.5586278448355695,5,True
5s,body,z_low_w,z_se_w,-0.392450688273047,0.16609732299304766,0.5585480112660947,5,True
5s,price_velocity_1b,SE_high_w,z_high_w,-0.20751611153646302,0.3506862560949975,0.5582023676314605,5,True
5s,price_velocity_1b,price_sigma_w,price_accel_1b,-0.3080755642583266,0.25004021476219884,0.5581157790205254,5,True
5s,body,price_sigma_w,z_low_w,-0.31764315475863475,0.24032962428185814,0.5579727790404929,5,True
15m,price_accel_1b,vol_velocity_1b,z_low_w,-0.30638873576451975,0.25141896496030314,0.5578077007248229,5,True
1m,price_velocity_1b,z_high_w,z_se_w,-0.44543478035890993,0.11233588479515122,0.5577706651540612,5,True
1h,price_accel_1b,bar_range,z_low_w,-0.2789742118153714,0.2787569893442471,0.5577312011596185,5,True
15m,price_velocity_1b,price_mean_w,z_se_w,-0.2663532118951708,0.29118950153044487,0.5575427134256157,5,True
15m,price_velocity_w,SE_low_w,vol_accel_1b,-0.1887698631879928,0.3687100895925534,0.5574799527805462,5,True
5m,price_accel_1b,swing_noise_w,body,-0.29478309098887406,0.26265640561330134,0.5574394966021754,5,True
5m,price_velocity_1b,swing_noise_w,price_accel_w,-0.2687400883806592,0.2882427440565628,0.556982832437222,5,True
1h,body,SE_high_w,price_velocity_1b,-0.15768981054492504,0.39871979691839515,0.5564096074633202,5,True
5m,price_velocity_1b,SE_low_w,vol_mean_w,-0.14499129692810872,0.41138083434919376,0.5563721312773025,5,True
1m,price_accel_w,vol_sigma_w,z_se_w,-0.259302280869266,0.2969734402656523,0.5562757211349183,5,True
1m,body,z_high_w,z_se_w,-0.44494459532205227,0.11100511109954826,0.5559497064216006,5,True
5m,price_velocity_1b,price_mean_w,z_se_w,-0.27763740369479256,0.2779704874186736,0.5556078911134661,5,True
5s,price_velocity_1b,SE_high_w,price_accel_1b,-0.24388203933348926,0.3115660468433261,0.5554480861768154,5,True
5m,price_velocity_1b,vwap_w,z_se_w,-0.27473252142265653,0.2803469250404117,0.5550794464630682,5,True
15m,price_velocity_1b,vwap_w,z_se_w,-0.2613649987956854,0.2936916698617536,0.555056668657439,5,True
1h,price_accel_1b,price_accel_w,body,-0.0741151065375323,0.4807874170145275,0.5549025235520598,5,True
5m,price_accel_w,swing_noise_w,price_velocity_1b,-0.2727727974422232,0.2821229185252353,0.5548957159674586,5,True
1h,price_velocity_1b,swing_noise_w,z_high_w,-0.28959811165290156,0.26482747490780134,0.5544255865607028,5,True
1h,vol_velocity_1b,bar_range,reversion_prob_w,-0.13104254015569886,0.4233130932054203,0.5543556333611191,5,True
1m,vol_accel_1b,z_high_w,price_accel_1b,-0.22993557314015878,0.32370407983278676,0.5536396529729455,5,True
1h,price_velocity_1b,vol_accel_w,z_se_w,-0.3280100797406499,0.22537848835123844,0.5533885680918883,5,True
5s,vol_velocity_1b,bar_range,vol_accel_w,-0.19136169543510673,0.36168469360628963,0.5530463890413964,5,True
1h,vol_velocity_1b,body,z_high_w,-0.36546409182116074,0.1874886371079143,0.552952728929075,5,True
1h,price_velocity_1b,SE_low_w,z_low_w,-0.30803868988748584,0.2446554448178458,0.5526941347053316,5,True
1m,price_velocity_w,SE_low_w,vol_sigma_w,-0.06706076653640873,0.48560494449074815,0.5526657110271569,5,True
1h,vol_accel_w,z_se_w,price_accel_w,-0.3148799290798254,0.23737453565594255,0.552254464735768,5,True
15m,price_accel_w,price_sigma_w,price_velocity_1b,-0.25589246990646447,0.29635237808947634,0.5522448479959408,5,True
1h,vol_velocity_1b,z_se_w,price_accel_w,-0.35772804560528415,0.19445953092627,0.5521875765315541,5,True
5m,vol_accel_1b,z_se_w,price_accel_1b,-0.29444538458062414,0.2573031969482597,0.5517485815288838,5,True
1h,price_accel_1b,z_se_w,vol_accel_w,-0.11062473853268667,0.44101155655191554,0.5516362950846022,5,True
5m,body,vol_accel_w,price_accel_w,-0.2971745236983538,0.2538469971463786,0.5510215208447324,5,True
1m,price_velocity_1b,vol_accel_1b,z_se_w,-0.3077180424760182,0.24296357470268223,0.5506816171787005,5,True
5s,price_velocity_1b,z_low_w,z_se_w,-0.3425271545909729,0.20791997871970622,0.5504471333106791,5,True
5m,body,swing_noise_w,price_accel_w,-0.2654961875015778,0.2846590448164233,0.550155232318001,5,True
1h,price_accel_1b,SE_low_w,bar_range,-0.29301749101195085,0.2570594130368305,0.5500769040487814,5,True
1m,vol_accel_1b,body,z_se_w,-0.30783699459318137,0.2421382037135484,0.5499751983067298,5,True
15m,price_velocity_1b,vol_velocity_w,body,-0.28801758494780144,0.2616978941386601,0.5497154790864616,5,True
5s,price_velocity_1b,swing_noise_w,z_low_w,-0.3105917241881481,0.23880589336986155,0.5493976175580096,5,True
1h,price_velocity_1b,vol_accel_1b,price_accel_1b,-0.2984711943199921,0.2504375960979213,0.5489087904179134,5,True
1h,price_velocity_1b,vol_velocity_1b,body,-0.28221847723338,0.26662953864600664,0.5488480158793867,5,True
15m,vol_accel_1b,z_se_w,price_accel_1b,-0.26013934679917594,0.28810539783640504,0.5482447446355809,5,True
1h,price_accel_1b,reversion_prob_w,SE_low_w,-0.28863199616431695,0.2593922765085477,0.5480242726728646,5,True
1m,price_velocity_1b,vol_accel_1b,z_low_w,-0.3033527569987447,0.24413287925196053,0.5474856362507052,5,True
5s,price_accel_1b,swing_noise_w,price_velocity_1b,-0.23708783278545997,0.310390176905054,0.547478009690514,5,True
5s,price_velocity_1b,SE_high_w,z_low_w,-0.2561172180966711,0.2911741587078238,0.5472913768044949,5,True
5m,vol_accel_w,vol_sigma_w,vol_accel_1b,-0.33296484741803534,0.2137802534922721,0.5467451009103075,5,True
1m,vol_accel_1b,body,z_low_w,-0.3037876666299462,0.24235689468003643,0.5461445613099827,5,True
1h,bar_range,vol_accel_w,vol_velocity_1b,-0.14509160496032628,0.40099829052315045,0.5460898954834768,5,True
5m,vol_accel_w,vol_sigma_w,reversion_prob_w,-0.22003448756871877,0.32593052939894934,0.5459650169676681,5,True
1m,price_velocity_1b,vol_accel_w,price_accel_w,-0.28861114088784845,0.25728358579236127,0.5458947266802097,5,True
1h,price_accel_1b,price_velocity_w,vol_accel_w,-0.24348201623692706,0.30219312978434587,0.545675146021273,5,True
1h,body,SE_low_w,z_se_w,-0.3325138144350292,0.2131435049664085,0.5456573194014377,5,True
15m,price_accel_1b,z_low_w,vol_velocity_1b,-0.3479728677936644,0.19726080918613992,0.5452336769798043,5,True
1m,body,vol_accel_w,price_accel_w,-0.2886186147721059,0.2565477897802541,0.54516640455236,5,True
5s,price_velocity_w,SE_low_w,z_high_w,-0.4203993955544971,0.12445751072513013,0.5448569062796272,5,True
15m,price_accel_1b,SE_high_w,bar_range,-0.26335719589499507,0.2814893035606762,0.5448464994556712,5,True
5m,price_accel_w,swing_noise_w,body,-0.2701034363642762,0.27451397278974143,0.5446174091540177,5,True
1h,price_velocity_1b,vol_accel_w,price_accel_w,-0.26295092464345443,0.28166600770674455,0.544616932350199,5,True
1h,vol_mean_w,swing_noise_w,vol_sigma_w,-0.05700164246994237,0.4875558682463962,0.5445575107163385,5,True
5m,body,SE_high_w,price_accel_1b,-0.20804388647915648,0.33644804580804466,0.5444919322872012,5,True
1h,price_velocity_1b,bar_range,SE_low_w,-0.15669940850408537,0.3877847688636101,0.5444841773676954,5,True
5m,body,z_low_w,z_se_w,-0.3694288255098514,0.1746861175172432,0.5441149430270946,5,True
5m,price_velocity_w,price_sigma_w,z_se_w,-0.1977720619306129,0.34604320117596526,0.5438152631065781,5,True
1h,vol_velocity_1b,body,z_low_w,-0.25768058223593593,0.28583526887330785,0.5435158511092437,5,True
15m,price_accel_1b,z_low_w,z_se_w,-0.4722115103609424,0.07121028212265831,0.5434217924836007,5,True
5m,price_accel_1b,vol_accel_1b,price_velocity_w,-0.31576248050723277,0.22757846118660255,0.5433409416938353,5,True
1m,price_velocity_1b,vol_velocity_1b,price_accel_w,-0.2919111862241466,0.2514113439935231,0.5433225302176696,5,True
1m,vol_velocity_1b,body,price_accel_w,-0.2923245769330163,0.250844995452868,0.5431695723858843,5,True
5m,price_accel_w,reversion_prob_w,z_se_w,-0.26888798364484445,0.27414438848921163,0.5430323721340561,5,True
5s,body,vol_accel_w,z_se_w,-0.312975328563165,0.22932946203789928,0.5423047906010643,5,True
5m,price_velocity_1b,vol_velocity_1b,z_low_w,-0.30049265643183803,0.24076652433983264,0.5412591807716707,5,True
5s,price_accel_w,SE_low_w,body,-0.2961498348104344,0.24506022848420422,0.5412100632946386,4,True
5m,price_velocity_1b,z_low_w,z_se_w,-0.3665216674963805,0.1746723350089543,0.5411940025053348,5,True
1h,price_accel_1b,z_high_w,z_se_w,-0.48623689656930036,0.05452664817928136,0.5407635447485817,5,True
15m,price_velocity_w,price_sigma_w,vol_accel_1b,-0.10553598966561474,0.4339596417052583,0.5394956313708731,5,True
1h,price_velocity_1b,vol_velocity_1b,price_accel_w,-0.29196704942877116,0.24731553433142855,0.5392825837601998,5,True
5s,body,SE_high_w,z_low_w,-0.22553925112560547,0.31359334372756015,0.5391325948531656,5,True
5m,price_velocity_1b,vol_sigma_w,price_accel_w,-0.2937764016581081,0.24526208267702634,0.5390384843351345,5,True
15m,price_velocity_1b,SE_high_w,price_accel_1b,-0.17641844456642075,0.3626165610430816,0.5390350056095023,5,True
1h,z_se_w,reversion_prob_w,SE_high_w,-0.18260292628200625,0.3561421172361158,0.538745043518122,5,True
1m,vol_velocity_1b,z_se_w,price_velocity_1b,-0.29457347183680266,0.24408722418277595,0.5386606960195786,5,True
1m,vol_velocity_1b,z_se_w,body,-0.2938090023343901,0.24456200871628436,0.5383710110506745,5,True
15m,price_accel_1b,SE_high_w,body,-0.292824879419312,0.24538887298766693,0.538213752406979,5,True
15m,price_velocity_w,SE_low_w,vol_velocity_1b,-0.20244603947512513,0.3355262895633774,0.5379723290385026,5,True
15m,price_accel_1b,SE_low_w,bar_range,-0.26982595912850166,0.26813543139563334,0.5379613905241349,5,True
1h,vol_accel_1b,vol_mean_w,vol_accel_w,-0.16318415791580476,0.37454093077670286,0.5377250886925076,5,True
1h,price_velocity_1b,price_mean_w,body,-0.3114849665968837,0.22603123077415813,0.5375161973710418,5,True
5s,vol_accel_1b,bar_range,vol_accel_w,-0.18636408671163254,0.3506451768359115,0.5370092635475441,5,True
5m,body,SE_low_w,price_accel_1b,-0.3079572240946805,0.22897429445147485,0.5369315185461554,5,True
5m,price_velocity_w,vol_velocity_w,z_low_w,-0.3564279258808379,0.17991233914396662,0.5363402650248045,5,True
5m,price_accel_1b,vol_accel_w,z_high_w,-0.28127694427504896,0.25501816606711347,0.5362951103421625,5,True
15m,price_velocity_w,swing_noise_w,z_se_w,-0.17464760374138777,0.3615126068669058,0.5361602106082936,5,True
15m,price_accel_1b,price_sigma_w,price_velocity_1b,-0.26876578299090415,0.2671674141328824,0.5359331971237866,5,True
1h,price_velocity_1b,vol_velocity_1b,z_high_w,-0.36304737286482647,0.17284413596877965,0.5358915088336061,5,True
1h,vol_accel_w,vol_mean_w,vol_sigma_w,-0.41462556106664183,0.12124764826108185,0.5358732093277236,5,True
