day,entry_tier,dir,entry_price,pnl,peak,held,exit_reason,timestamp
2025_01_02,RIDE_AGAINST,long,21186.75,-90.5,0.0,108,mean_reached,1735849860.0
2025_01_02,RIDE_AGAINST,long,21185.25,-0.5,0.0,19,ride_1h_flipped,1735855080.0
2025_01_02,RIDE_AGAINST,short,21167.5,-10.0,6.5,90,mean_reached,1735859100.0
2025_01_02,RIDE_AGAINST,short,21157.5,-5.5,11.0,45,mean_reached,1735860300.0
2025_01_02,RIDE_AGAINST,short,21153.5,-13.5,3.0,34,mean_reached,1735860360.0
2025_01_02,RIDE_AGAINST,short,21145.25,-12.0,0.0,10,mean_reached,1735861680.0
2025_01_03,RIDE_AGAINST,long,21184.75,31.5,42.5,77,mean_reached,1735862820.0
2025_01_03,RIDE_AGAINST,short,21217.75,1.0,23.0,59,mean_reached,1735868580.0
2025_01_03,RIDE_AGAINST,short,21217.0,-0.5,21.5,47,mean_reached,1735868640.0
2025_01_03,RIDE_AGAINST,short,21206.25,-22.0,0.0,35,mean_reached,1735868700.0
2025_01_03,RIDE_AGAINST,short,21231.25,-9.0,0.0,104,mean_reached,1735879260.0
2025_01_03,RIDE_AGAINST,short,21229.0,8.0,10.0,32,ride_1h_flipped,1735880220.0
2025_01_03,RIDE_AGAINST,short,21225.75,1.5,3.5,22,ride_1h_flipped,1735880280.0
2025_01_03,RIDE_AGAINST,short,21224.0,-2.0,0.0,11,ride_1h_flipped,1735880340.0
2025_01_03,RIDE_AGAINST,long,21235.25,1.0,6.0,48,mean_reached,1735884960.0
2025_01_03,RIDE_AGAINST,long,21253.75,-15.0,1.5,130,mean_reached,1735885920.0
2025_01_03,RIDE_AGAINST,long,21230.5,-4.5,18.0,77,mean_reached,1735888500.0
2025_01_03,RIDE_AGAINST,long,21232.0,-7.5,15.0,65,mean_reached,1735888560.0
2025_01_03,RIDE_AGAINST,long,21234.75,-13.0,9.5,54,mean_reached,1735888620.0
2025_01_03,RIDE_AGAINST,long,21239.5,-22.5,0.0,42,mean_reached,1735888680.0
2025_01_03,RIDE_AGAINST,short,21257.75,76.0,76.0,235,mean_reached,1735892220.0
2025_01_03,RIDE_AGAINST,short,21252.5,65.5,65.5,200,mean_reached,1735892400.0
2025_01_03,RIDE_AGAINST,long,21250.25,22.5,32.0,72,mean_reached,1735895100.0
2025_01_03,RIDE_AGAINST,long,21256.75,9.5,19.0,60,mean_reached,1735895160.0
2025_01_03,RIDE_AGAINST,short,21264.25,14.0,20.0,90,mean_reached,1735898400.0
2025_01_03,RIDE_AGAINST,short,21260.75,7.0,13.0,78,mean_reached,1735898460.0
2025_01_03,RIDE_AGAINST,short,21256.25,-2.0,4.0,66,mean_reached,1735898520.0
2025_01_03,RIDE_AGAINST,short,21250.25,0.0,15.0,58,mean_reached,1735899720.0
2025_01_03,RIDE_AGAINST,short,21249.0,-2.5,12.5,47,mean_reached,1735899780.0
2025_01_03,RIDE_AGAINST,short,21242.75,-15.0,0.0,12,mean_reached,1735899960.0
2025_01_03,RIDE_AGAINST,short,21238.5,4.5,12.5,62,mean_reached,1735901400.0
2025_01_03,RIDE_AGAINST,short,21238.0,3.5,11.5,55,mean_reached,1735901460.0
2025_01_03,RIDE_AGAINST,long,21234.25,23.5,28.5,188,mean_reached,1735902960.0
2025_01_03,RIDE_AGAINST,short,21234.75,13.5,23.0,106,mean_reached,1735905600.0
2025_01_03,RIDE_AGAINST,short,21228.5,1.0,10.5,59,mean_reached,1735905840.0
2025_01_03,RIDE_AGAINST,short,21223.25,-9.5,0.0,47,mean_reached,1735905900.0
2025_01_03,RIDE_AGAINST,short,21256.25,9.5,17.0,117,mean_reached,1735909920.0
2025_01_03,RIDE_AGAINST,short,21261.25,10.0,24.5,120,mean_reached,1735911540.0
2025_01_03,RIDE_AGAINST,short,21260.0,7.5,22.0,108,mean_reached,1735911600.0
2025_01_03,RIDE_AGAINST,long,21236.5,43.5,44.0,131,mean_reached,1735912920.0
2025_01_03,RIDE_AGAINST,long,21251.25,14.0,14.5,83,mean_reached,1735913160.0
2025_01_03,RIDE_AGAINST,long,21326.5,11.0,59.5,36,giveback,1735914660.0
2025_01_03,RIDE_AGAINST,long,21339.0,-14.0,34.5,24,giveback,1735914720.0
2025_01_03,RIDE_AGAINST,long,21356.25,-48.5,0.0,12,mean_reached,1735914780.0
2025_01_03,RIDE_AGAINST,long,21412.75,7.0,7.0,48,mean_reached,1735915140.0
2025_01_03,RIDE_AGAINST,short,21377.5,166.0,214.0,132,mean_reached,1735917060.0
2025_01_03,RIDE_AGAINST,short,21366.75,144.5,192.5,120,mean_reached,1735917120.0
2025_01_03,RIDE_AGAINST,long,21401.25,-40.0,0.0,24,mean_reached,1735920180.0
2025_01_03,RIDE_AGAINST,long,21473.25,-15.0,0.0,36,mean_reached,1735926780.0
2025_01_03,RIDE_AGAINST,long,21495.25,5.0,39.0,60,giveback,1735928880.0
2025_01_03,RIDE_AGAINST,long,21503.25,13.5,23.0,72,mean_reached,1735928940.0
2025_01_03,RIDE_AGAINST,long,21506.25,7.5,17.0,60,mean_reached,1735929000.0
2025_01_03,RIDE_AGAINST,long,21514.75,-9.5,0.0,48,mean_reached,1735929060.0
2025_01_03,RIDE_AGAINST,short,21509.25,-29.0,1.5,204,mean_reached,1735934460.0
2025_01_03,RIDE_AGAINST,short,21482.25,-22.5,0.0,24,mean_reached,1735937400.0
2025_01_05,RIDE_AGAINST,long,21523.0,2.5,11.5,82,mean_reached,1736120400.0
2025_01_05,RIDE_AGAINST,long,21527.5,-6.5,2.5,71,mean_reached,1736120460.0
2025_01_06,RIDE_AGAINST,short,21520.5,45.0,51.5,110,mean_reached,1736122260.0
2025_01_06,RIDE_AGAINST,short,21513.25,30.5,37.0,99,mean_reached,1736122320.0
2025_01_06,RIDE_AGAINST,long,21522.75,8.5,10.5,142,mean_reached,1736139480.0
2025_01_06,RIDE_AGAINST,long,21525.25,3.5,5.5,128,mean_reached,1736139600.0
2025_01_06,RIDE_AGAINST,long,21533.0,14.0,14.0,81,mean_reached,1736140860.0
2025_01_06,RIDE_AGAINST,long,21550.75,-0.5,0.0,33,mean_reached,1736141460.0
2025_01_06,RIDE_AGAINST,long,21541.0,-4.0,3.0,95,mean_reached,1736142660.0
2025_01_06,RIDE_AGAINST,long,21537.0,-1.5,1.0,81,mean_reached,1736143980.0
2025_01_06,RIDE_AGAINST,long,21548.0,-3.5,0.0,19,mean_reached,1736145180.0
2025_01_06,RIDE_AGAINST,long,21559.5,-2.5,3.0,43,mean_reached,1736147580.0
2025_01_06,RIDE_AGAINST,long,21579.0,30.5,30.5,130,mean_reached,1736150640.0
2025_01_06,RIDE_AGAINST,long,21577.75,33.0,33.0,118,mean_reached,1736150700.0
2025_01_06,RIDE_AGAINST,long,21613.75,15.0,15.0,106,mean_reached,1736153220.0
2025_01_06,RIDE_AGAINST,long,21676.75,7.0,26.0,84,mean_reached,1736161500.0
2025_01_06,RIDE_AGAINST,long,21724.25,28.5,28.5,132,mean_reached,1736162760.0
2025_01_06,RIDE_AGAINST,long,21727.75,20.0,28.5,120,mean_reached,1736169780.0
2025_01_06,RIDE_AGAINST,long,21731.0,13.5,22.0,108,mean_reached,1736169840.0
2025_01_06,RIDE_AGAINST,long,21742.0,-8.5,0.0,48,mean_reached,1736170140.0
2025_01_06,RIDE_AGAINST,long,21734.5,6.0,35.0,204,giveback,1736171220.0
2025_01_06,RIDE_AGAINST,long,21852.5,7.0,15.0,72,mean_reached,1736176440.0
2025_01_06,RIDE_AGAINST,long,21883.5,-19.0,1.5,36,mean_reached,1736178300.0
2025_01_06,RIDE_AGAINST,short,21867.5,-5.0,0.0,108,mean_reached,1736180220.0
2025_01_06,RIDE_AGAINST,short,21838.5,-26.0,0.0,24,mean_reached,1736182800.0
2025_01_06,RIDE_AGAINST,short,21807.0,28.0,57.0,48,giveback,1736185140.0
2025_01_06,RIDE_AGAINST,short,21799.25,12.5,41.5,36,giveback,1736185200.0
2025_01_06,RIDE_AGAINST,short,21789.0,-1.0,21.0,60,mean_reached,1736185260.0
2025_01_06,RIDE_AGAINST,short,21778.5,-22.0,0.0,48,mean_reached,1736185320.0
2025_01_06,RIDE_AGAINST,short,21756.0,-42.5,0.0,36,mean_reached,1736186460.0
2025_01_06,RIDE_AGAINST,short,21765.0,-5.5,2.0,96,mean_reached,1736188320.0
2025_01_06,RIDE_AGAINST,short,21677.25,-59.0,0.0,192,mean_reached,1736190060.0
2025_01_06,RIDE_AGAINST,short,21702.0,-4.5,13.5,60,mean_reached,1736191860.0
2025_01_06,RIDE_AGAINST,short,21695.25,-18.0,0.0,48,mean_reached,1736191920.0
2025_01_06,RIDE_AGAINST,long,21710.5,28.5,35.5,72,mean_reached,1736194920.0
2025_01_06,RIDE_AGAINST,long,21715.5,18.5,25.5,60,mean_reached,1736194980.0
2025_01_06,RIDE_AGAINST,long,21726.25,-3.0,4.0,48,mean_reached,1736195040.0
2025_01_06,RIDE_AGAINST,long,21730.5,-18.5,18.5,72,mean_reached,1736196660.0
2025_01_07,RIDE_AGAINST,short,21771.75,20.5,33.0,56,mean_reached,1736211240.0
2025_01_07,RIDE_AGAINST,long,21765.5,1.0,2.0,31,mean_reached,1736214660.0
2025_01_07,RIDE_AGAINST,short,21772.5,32.5,32.5,135,mean_reached,1736217060.0
2025_01_07,RIDE_AGAINST,short,21760.0,7.5,7.5,48,mean_reached,1736217600.0
2025_01_07,RIDE_AGAINST,short,21735.5,-10.0,0.0,34,mean_reached,1736218260.0
2025_01_07,RIDE_AGAINST,long,21745.5,6.0,13.5,52,mean_reached,1736220720.0
2025_01_07,RIDE_AGAINST,long,21749.75,-2.5,5.0,40,mean_reached,1736220780.0
2025_01_07,RIDE_AGAINST,long,21742.0,8.5,10.5,61,ride_1h_flipped,1736221980.0
2025_01_07,RIDE_AGAINST,short,21739.0,6.5,8.5,126,mean_reached,1736222520.0
2025_01_07,RIDE_AGAINST,short,21732.75,14.5,20.5,85,mean_reached,1736224380.0
2025_01_07,RIDE_AGAINST,short,21732.5,14.0,20.0,73,mean_reached,1736224440.0
2025_01_07,RIDE_AGAINST,short,21712.5,-11.0,0.0,42,mean_reached,1736226420.0
2025_01_07,RIDE_AGAINST,short,21700.25,36.0,51.5,70,mean_reached,1736227200.0
2025_01_07,RIDE_AGAINST,short,21685.25,-17.5,0.0,29,mean_reached,1736228580.0
2025_01_07,RIDE_AGAINST,short,21705.0,-6.0,10.5,51,mean_reached,1736230200.0
2025_01_07,RIDE_AGAINST,short,21699.75,-16.5,0.0,40,mean_reached,1736230260.0
2025_01_07,RIDE_AGAINST,short,21700.0,6.0,22.5,143,mean_reached,1736231700.0
2025_01_07,RIDE_AGAINST,short,21688.75,-16.5,0.0,93,mean_reached,1736232000.0
2025_01_07,RIDE_AGAINST,long,21699.5,37.5,38.0,90,mean_reached,1736233320.0
2025_01_07,RIDE_AGAINST,long,21708.5,19.5,20.0,79,mean_reached,1736233380.0
2025_01_07,RIDE_AGAINST,long,21721.0,66.0,89.0,309,mean_reached,1736238660.0
