day,entry_tier,dir,entry_price,pnl,peak,held,exit_reason,timestamp
2025_02_07,FREIGHT_TRAIN,short,21654.0,12.0,12.0,12,freight_decel,1738943580.0
2025_04_01,FREIGHT_TRAIN,short,19350.5,21.0,21.0,12,freight_decel,1743465600.0
2025_04_02,FREIGHT_TRAIN,short,19767.0,734.0,734.0,36,freight_decel,1743625560.0
2025_04_02,FREIGHT_TRAIN,short,18958.0,29.5,88.5,72,giveback,1743631320.0
2025_04_07,FREIGHT_TRAIN,long,16999.75,4.0,4.0,12,freight_decel,1744020120.0
2025_04_07,FREIGHT_TRAIN,long,17553.5,570.5,570.5,24,freight_decel,1744035000.0
2025_04_07,FREIGHT_TRAIN,short,17291.5,85.5,85.5,12,freight_decel,1744038840.0
2025_04_08,FREIGHT_TRAIN,long,17105.25,47.0,47.0,12,freight_decel,1744141800.0
2025_04_09,FREIGHT_TRAIN,long,17659.0,-69.0,69.0,48,giveback,1744218120.0
2025_04_09,FREIGHT_TRAIN,short,18916.75,73.0,205.5,48,giveback,1744224120.0
2025_04_10,FREIGHT_TRAIN,long,18938.0,68.5,68.5,11,freight_decel,1744288200.0
2025_04_10,FREIGHT_TRAIN,long,18431.25,-199.5,0.0,12,hard_stop,1744304520.0
2025_04_10,FREIGHT_TRAIN,long,18427.25,39.0,39.0,12,freight_decel,1744314600.0
2025_11_21,FREIGHT_TRAIN,long,24495.75,30.0,30.0,12,freight_decel,1763750880.0
