day,entry_tier,dir,entry_price,pnl,peak,held,exit_reason,timestamp
2025_01_02,REGIME_FLIP,long,21378.5,-28.0,0.0,12,regime_vr_rising,1735808460.0
2025_01_03,REGIME_FLIP,long,21251.5,0.0,0.0,1,regime_z_collapsed,1735875960.0
2025_01_03,REGIME_FLIP,short,21249.25,6.0,6.0,9,regime_vr_rising,1735876260.0
2025_01_03,REGIME_FLIP,short,21246.5,8.5,8.5,9,regime_vr_rising,1735890900.0
2025_01_03,REGIME_FLIP,short,21242.25,0.0,0.0,1,regime_vr_rising,1735890960.0
2025_01_03,REGIME_FLIP,long,21223.0,21.5,25.5,164,regime_z_collapsed,1735893840.0
2025_01_03,REGIME_FLIP,long,21233.25,1.0,5.0,24,regime_z_collapsed,1735894560.0
2025_01_03,REGIME_FLIP,long,21295.5,0.0,0.0,1,regime_vr_rising,1735914480.0
2025_01_03,REGIME_FLIP,short,21455.75,0.0,0.0,1,regime_vr_rising,1735922340.0
2025_01_03,REGIME_FLIP,short,21459.25,0.0,0.0,1,regime_vr_rising,1735922400.0
2025_01_03,REGIME_FLIP,short,21463.5,-23.0,0.0,12,regime_z_collapsed,1735922460.0
2025_01_03,REGIME_FLIP,short,21475.0,0.0,0.0,1,regime_z_collapsed,1735922520.0
2025_01_03,REGIME_FLIP,short,21476.5,0.0,0.0,1,regime_z_collapsed,1735922580.0
2025_01_03,REGIME_FLIP,short,21472.75,-9.5,0.0,12,regime_ride_failing,1735922640.0
2025_01_03,REGIME_FLIP,short,21473.0,-9.0,0.0,12,regime_ride_failing,1735922820.0
2025_01_03,REGIME_FLIP,short,21459.25,23.0,23.0,12,regime_vr_rising,1735924680.0
2025_01_03,REGIME_FLIP,long,21455.75,0.0,0.0,1,regime_vr_rising,1735924860.0
2025_01_03,REGIME_FLIP,long,21459.25,0.0,0.0,1,regime_vr_rising,1735924920.0
2025_01_03,REGIME_FLIP,long,21462.75,0.0,0.0,1,regime_vr_rising,1735924980.0
2025_01_03,REGIME_FLIP,long,21522.5,0.0,0.0,1,regime_vr_rising,1735936140.0
2025_01_03,REGIME_FLIP,short,21512.5,0.0,0.0,1,regime_vr_rising,1735936200.0
2025_01_06,REGIME_FLIP,long,21568.0,22.0,22.0,10,regime_vr_rising,1736150580.0
2025_01_06,REGIME_FLIP,short,21830.5,0.0,0.0,1,regime_z_collapsed,1736174940.0
2025_01_06,REGIME_FLIP,short,21712.25,26.5,34.0,36,regime_vr_rising,1736191800.0
2025_01_06,REGIME_FLIP,short,21702.0,6.0,13.5,24,regime_vr_rising,1736191860.0
2025_01_06,REGIME_FLIP,short,21776.0,0.0,0.0,1,regime_z_collapsed,1736199420.0
2025_01_06,REGIME_FLIP,short,21776.0,0.0,0.0,1,regime_z_collapsed,1736199480.0
2025_01_06,REGIME_FLIP,long,21777.5,-1.5,0.0,10,regime_z_collapsed,1736199540.0
2025_01_06,REGIME_FLIP,long,21776.75,0.0,0.0,1,regime_z_collapsed,1736199600.0
2025_01_06,REGIME_FLIP,long,21778.75,-5.0,0.0,12,regime_ride_failing,1736199720.0
2025_01_06,REGIME_FLIP,long,21777.75,0.0,0.0,1,regime_z_collapsed,1736199840.0
2025_01_06,REGIME_FLIP,short,21782.0,-2.0,0.0,8,regime_z_collapsed,1736200440.0
2025_01_06,REGIME_FLIP,short,21783.0,0.0,0.0,1,regime_z_collapsed,1736200500.0
2025_01_07,REGIME_FLIP,long,21751.0,1.0,8.0,62,regime_z_collapsed,1736213640.0
2025_01_07,REGIME_FLIP,long,21724.25,-3.0,0.0,12,regime_ride_failing,1736226180.0
2025_01_07,REGIME_FLIP,long,21728.5,0.0,0.0,1,regime_vr_rising,1736251380.0
2025_01_07,REGIME_FLIP,short,21384.75,-9.5,0.0,12,regime_ride_failing,1736284500.0
2025_01_07,REGIME_FLIP,short,21389.5,-6.5,0.0,12,regime_z_collapsed,1736284560.0
2025_01_07,REGIME_FLIP,short,21392.75,0.0,0.0,1,regime_z_collapsed,1736284620.0
2025_01_07,REGIME_FLIP,short,21393.75,0.0,0.0,1,regime_z_collapsed,1736284680.0
2025_01_08,REGIME_FLIP,short,21411.5,-10.0,8.0,82,regime_vr_rising,1736314140.0
2025_01_08,REGIME_FLIP,short,21418.25,0.0,0.0,1,regime_vr_rising,1736328780.0
2025_01_08,REGIME_FLIP,long,21419.25,0.0,0.0,1,regime_vr_rising,1736328960.0
2025_01_08,REGIME_FLIP,long,21422.0,-3.0,0.0,12,regime_ride_failing,1736329260.0
2025_01_08,REGIME_FLIP,long,21420.5,-4.0,3.0,22,regime_z_collapsed,1736329320.0
2025_01_08,REGIME_FLIP,long,21417.5,0.0,0.0,1,regime_vr_rising,1736329620.0
2025_01_08,REGIME_FLIP,long,21420.25,0.0,0.0,1,regime_vr_rising,1736329980.0
2025_01_08,REGIME_FLIP,long,21268.0,32.0,32.0,12,regime_vr_rising,1736359020.0
2025_01_08,REGIME_FLIP,long,21281.25,74.5,74.5,12,regime_vr_rising,1736359260.0
2025_01_08,REGIME_FLIP,long,21339.5,0.0,0.0,1,regime_z_collapsed,1736359860.0
2025_01_08,REGIME_FLIP,short,21349.25,0.0,0.0,1,regime_z_collapsed,1736360160.0
2025_01_08,REGIME_FLIP,short,21351.75,0.0,0.0,1,regime_z_collapsed,1736360220.0
2025_01_08,REGIME_FLIP,short,21355.5,0.0,0.0,1,regime_z_collapsed,1736360280.0
2025_01_08,REGIME_FLIP,short,21357.5,0.0,0.0,1,regime_z_collapsed,1736360340.0
2025_01_08,REGIME_FLIP,short,21353.75,-61.0,12.5,108,regime_z_collapsed,1736360400.0
2025_01_09,REGIME_FLIP,long,21305.25,-1.5,7.0,68,regime_vr_rising,1736397600.0
2025_01_09,REGIME_FLIP,short,21253.5,0.0,0.0,1,regime_z_collapsed,1736408880.0
2025_01_10,REGIME_FLIP,long,21070.25,0.0,0.0,1,regime_vr_rising,1736523540.0
2025_01_10,REGIME_FLIP,short,21063.5,-32.0,0.0,12,regime_vr_rising,1736523600.0
2025_01_10,REGIME_FLIP,long,21079.5,0.0,0.0,1,regime_vr_rising,1736523660.0
2025_01_10,REGIME_FLIP,short,21060.0,-105.0,11.5,72,regime_vr_rising,1736523720.0
2025_01_10,REGIME_FLIP,short,21054.25,-116.5,0.0,60,regime_vr_rising,1736523780.0
2025_01_10,REGIME_FLIP,short,21068.0,0.0,0.0,1,regime_vr_rising,1736524200.0
2025_01_10,REGIME_FLIP,long,21140.0,0.0,0.0,1,regime_vr_rising,1736535180.0
2025_01_10,REGIME_FLIP,long,21138.0,0.0,0.0,1,regime_vr_rising,1736535240.0
2025_01_10,REGIME_FLIP,long,21143.75,0.0,0.0,1,regime_vr_rising,1736535300.0
2025_01_13,REGIME_FLIP,long,20893.0,-6.0,0.0,12,regime_ride_failing,1736745960.0
2025_01_13,REGIME_FLIP,short,20890.0,20.0,20.0,7,regime_vr_rising,1736746020.0
2025_01_13,REGIME_FLIP,long,20894.5,0.0,0.0,1,regime_vr_rising,1736748060.0
2025_01_13,REGIME_FLIP,short,20922.25,0.0,0.0,1,regime_vr_rising,1736749260.0
2025_01_13,REGIME_FLIP,short,20923.75,0.0,0.0,1,regime_z_collapsed,1736749320.0
