day,ts,i,is_flush,open_px,v_low,v_peak,flush_pt,rec_frac,mod,low_break,peak_reclaim,first,close_frac
2024_01_09,1704813600,980,False,16669.0,16660.75,16746.75,8.25,10.424242424242424,620.0,False,True,PEAK_RECLAIM,1.9883720930232558
2024_01_17,1705504800,980,False,16825.0,16713.5,16756.25,111.5,0.3834080717488789,620.0,False,True,PEAK_RECLAIM,3.6315789473684212
2024_01_24,1706109600,980,False,17692.75,17637.25,17713.25,55.5,1.3693693693693694,620.0,True,True,PEAK_RECLAIM,-0.16447368421052633
2024_02_01,1706800800,980,False,17307.25,17294.0,17357.75,13.25,4.811320754716981,620.0,True,True,PEAK_RECLAIM,2.2901960784313724
2024_02_09,1707492000,980,False,17909.0,17875.25,17967.25,33.75,2.725925925925926,620.0,False,True,PEAK_RECLAIM,1.7798913043478262
2024_02_16,1708096800,980,False,17926.75,17861.0,17872.5,65.75,0.17490494296577946,620.0,True,True,LOW_BREAK,-9.934782608695652
2024_02_26,1708960800,980,False,18017.0,17966.0,18025.5,51.0,1.1666666666666667,620.0,False,True,PEAK_RECLAIM,0.18907563025210083
2024_03_04,1709565600,980,False,18330.0,18287.75,18328.75,42.25,0.9704142011834319,620.0,True,True,LOW_BREAK,-0.7195121951219512
2024_03_11,1710165000,950,True,18224.75,18154.5,18249.0,70.25,1.3451957295373667,590.0,True,True,LOW_BREAK,0.6428571428571429
2024_03_18,1710771600,980,False,18284.5,18277.5,18361.5,7.0,12.0,620.0,True,True,PEAK_RECLAIM,-0.5744047619047619
2024_03_26,1711462800,980,False,18568.75,18550.0,18609.25,18.75,3.16,620.0,True,False,LOW_BREAK,-1.6793248945147679
2024_04_04,1712240400,980,False,18541.5,18526.0,18541.0,15.5,0.967741935483871,620.0,True,True,LOW_BREAK,-30.016666666666666
2024_04_11,1712845200,980,False,18265.25,18222.5,18274.0,42.75,1.2046783625730995,620.0,True,True,LOW_BREAK,5.033980582524272
2024_04_18,1713448200,950,True,17673.0,17551.0,17647.0,122.0,0.7868852459016393,590.0,True,True,PEAK_RECLAIM,-0.0625
2024_04_26,1714141200,980,False,17697.25,17668.25,17840.5,29.0,5.939655172413793,620.0,False,True,PEAK_RECLAIM,0.9927431059506531
2024_05_03,1714746000,980,False,17958.0,17919.25,18050.0,38.75,3.3741935483870966,620.0,True,False,LOW_BREAK,0.6290630975143403
2024_05_13,1715609820,977,True,18332.25,18252.25,18304.0,80.0,0.646875,617.0,True,True,PEAK_RECLAIM,0.8357487922705314
2024_05_20,1716214800,980,False,18643.75,18635.25,18754.25,8.5,14.0,620.0,False,True,PEAK_RECLAIM,1.1029411764705883
2024_05_27,1716819600,980,False,18879.25,18877.25,18911.25,2.0,17.0,620.0,True,True,LOW_BREAK,2.1691176470588234
2024_06_03,1717424400,980,False,18712.75,18698.25,18755.5,14.5,3.9482758620689653,620.0,True,False,LOW_BREAK,-0.7947598253275109
2024_06_11,1718115600,980,False,19058.0,19003.5,19073.0,54.5,1.275229357798165,620.0,False,True,PEAK_RECLAIM,3.4388489208633093
2024_06_18,1718720400,980,False,20191.75,20174.0,20213.0,17.75,2.1971830985915495,620.0,True,True,LOW_BREAK,0.6730769230769231
2024_06_25,1719325200,980,False,19830.25,19792.25,19897.75,38.0,2.776315789473684,620.0,False,True,PEAK_RECLAIM,1.6587677725118484
2024_07_02,1719930000,980,False,19982.0,19976.5,20096.5,5.5,21.818181818181817,620.0,False,True,PEAK_RECLAIM,2.33125
2024_07_09,1720534800,980,False,20723.0,20719.25,20771.75,3.75,14.0,620.0,True,False,LOW_BREAK,-0.7571428571428571
2024_07_16,1721139600,980,False,20649.25,20600.5,20635.5,48.75,0.717948717948718,620.0,True,False,LOW_BREAK,-0.02142857142857143
2024_07_24,1721830800,980,False,19640.0,19521.25,19561.25,118.75,0.3368421052631579,620.0,True,False,LOW_BREAK,-7.9125
2024_07_31,1722433800,950,True,19371.0,19310.5,19412.0,60.5,1.677685950413223,590.0,False,True,PEAK_RECLAIM,1.8275862068965518
2024_08_07,1723040400,980,False,18453.5,18438.75,18558.5,14.75,8.11864406779661,620.0,True,False,LOW_BREAK,-3.895615866388309
2024_08_20,1724163600,980,False,19817.75,19816.75,19924.75,1.0,108.0,620.0,True,False,LOW_BREAK,-0.046296296296296294
2024_08_29,1724941200,980,False,19497.5,19478.0,19685.25,19.5,10.628205128205128,620.0,True,True,PEAK_RECLAIM,-0.4089264173703257
2024_09_05,1725546000,980,False,18886.5,18884.75,19122.75,1.75,136.0,620.0,True,True,PEAK_RECLAIM,0.38130252100840334
2024_09_12,1726150800,980,False,19259.5,19199.75,19345.5,59.75,2.4393305439330546,620.0,False,True,PEAK_RECLAIM,1.7289879931389365
2024_09_20,1726842000,980,False,20035.0,20030.25,20082.5,4.75,11.0,620.0,True,True,LOW_BREAK,0.05263157894736842
2024_09_30,1727706000,980,False,20179.0,20168.5,20264.0,10.5,9.095238095238095,620.0,True,True,LOW_BREAK,1.0654450261780104
2024_10_07,1728310800,980,False,20137.0,20100.5,20177.25,36.5,2.1027397260273974,620.0,True,True,PEAK_RECLAIM,-1.3224755700325732
2024_10_14,1728915600,980,False,20551.0,20540.75,20680.0,10.25,13.585365853658537,620.0,True,False,LOW_BREAK,0.5798922800718133
2024_10_22,1729606800,980,False,20402.75,20368.75,20519.5,34.0,4.4338235294117645,620.0,False,True,PEAK_RECLAIM,1.1376451077943615
2024_10_29,1730209800,950,True,20511.0,20432.0,20517.0,79.0,1.0759493670886076,590.0,False,True,PEAK_RECLAIM,3.097058823529412
2024_11_05,1730820000,980,False,20152.25,20147.0,20324.5,5.25,33.80952380952381,620.0,False,True,PEAK_RECLAIM,1.0943661971830987
2024_11_12,1731424800,980,False,21214.5,21181.5,21252.25,33.0,2.143939393939394,620.0,True,False,LOW_BREAK,0.053003533568904596
2024_11_20,1732116000,980,False,20753.0,20636.25,20672.25,116.75,0.3083511777301927,620.0,True,True,LOW_BREAK,3.2152777777777777
2024_11_28,1732807200,980,False,20874.5,20873.75,20898.5,0.75,33.0,620.0,False,True,PEAK_RECLAIM,0.6363636363636364
2024_12_05,1733412000,980,False,21535.25,21515.0,21537.5,20.25,1.1111111111111112,620.0,True,True,LOW_BREAK,-1.7666666666666666
2024_12_12,1734016800,980,False,21693.75,21655.75,21692.5,38.0,0.9671052631578947,620.0,True,True,PEAK_RECLAIM,-0.3401360544217687
2024_12_19,1734619800,950,True,21677.0,21568.0,21673.5,109.0,0.9678899082568807,590.0,True,False,LOW_BREAK,-1.8127962085308056
2024_12_30,1735570200,950,True,21408.5,21296.0,21365.5,112.5,0.6177777777777778,590.0,True,True,LOW_BREAK,1.669064748201439
2025_01_10,1736522400,920,False,21193.25,21010.0,21070.0,183.25,0.3274215552523875,620.0,True,True,LOW_BREAK,0.1
2025_01_20,1737386400,920,False,21723.5,21713.25,21780.0,10.25,6.512195121951219,620.0,True,False,LOW_BREAK,-0.49063670411985016
2025_01_28,1738075920,892,True,21302.5,21160.75,21263.5,141.75,0.7248677248677249,592.0,False,True,PEAK_RECLAIM,4.041362530413625
2025_02_04,1738682400,920,False,21421.75,21405.0,21663.5,16.75,15.432835820895523,620.0,False,True,PEAK_RECLAIM,1.0174081237911026
2025_02_12,1739373600,920,False,21550.5,21535.75,21701.0,14.75,11.203389830508474,620.0,False,True,PEAK_RECLAIM,1.6096822995461422
2025_02_19,1739978400,920,False,22207.5,22154.5,22192.25,53.0,0.7122641509433962,620.0,True,True,LOW_BREAK,2.443708609271523
2025_02_26,1740583200,920,False,21238.5,21188.5,21364.25,50.0,3.515,620.0,True,True,PEAK_RECLAIM,0.01991465149359886
2025_03_05,1741186200,890,True,20421.25,20313.0,20455.75,108.25,1.3187066974595842,590.0,True,True,LOW_BREAK,2.416812609457093
