day,ts,i,dir,peak_i,peak_ts,peak_px,mfe_pt,give_frac,stalled,mod,race,resolve_s,sym_race,sym_resolve_s,net_60m
2024_01_08,1704744520,14733,1,14613,1704743920,16792.25,31.75,0.5905511811023622,False,908.6666666666666,GIVEBACK_50,185,CONT,620.0,
2024_01_11,1705004545,14721,1,14601,1705003945,16953.75,25.0,1.05,False,922.4166666666666,NEW_EXTREME,185,CONT,200.0,
2024_01_25,1706207435,13540,1,13420,1706206835,17634.0,19.0,1.118421052631579,False,810.5833333333334,GIVEBACK_50,5,AGAINST,175.0,-44.25
2024_02_20,1708447695,12496,-1,12376,1708447095,17533.25,8.0,2.71875,False,708.25,GIVEBACK_50,5,CONT,190.0,54.75
2024_03_07,1709839765,14548,1,14428,1709839165,18344.75,11.0,1.0,False,869.4166666666666,NEW_EXTREME,80,CONT,485.0,-33.75
2024_03_25,1711378225,11570,1,11450,1711377625,18521.5,12.0,1.625,False,650.4166666666666,GIVEBACK_50,5,AGAINST,190.0,34.0
2024_04_05,1712326745,11543,-1,11423,1712326145,18184.5,8.5,7.794117647058823,False,619.0833333333334,GIVEBACK_50,5,CONT,285.0,-42.75
2024_04_16,1713293940,14987,-1,14867,1713293340,17895.75,18.75,2.5866666666666664,False,899.0,GIVEBACK_50,5,AGAINST,45.0,59.75
2024_04_23,1713900860,15213,1,15093,1713900260,17631.75,10.75,1.1627906976744187,False,934.3333333333334,GIVEBACK_50,5,AGAINST,725.0,
2024_04_29,1714403730,12071,-1,11951,1714403130,17860.0,28.25,0.9203539823008849,False,675.5,GIVEBACK_50,5,CONT,505.0,-19.75
2024_05_15,1715783000,10788,-1,10668,1715782400,18505.5,17.5,1.7571428571428571,False,623.3333333333334,GIVEBACK_50,5,CONT,175.0,-63.0
2024_05_23,1716491830,14932,-1,14812,1716491230,18629.0,18.25,1.4794520547945205,False,917.1666666666666,GIVEBACK_50,5,CONT,235.0,
2024_05_28,1716923605,14549,-1,14429,1716923005,18866.25,10.75,1.558139534883721,False,913.4166666666666,GIVEBACK_50,15,AGAINST,40.0,
2024_06_04,1717522980,13489,-1,13369,1717522380,18618.5,27.0,0.6574074074074074,False,823.0,NEW_EXTREME,115,AGAINST,705.0,-107.5
2024_06_24,1719236410,10853,-1,10733,1719235810,19913.5,10.25,4.951219512195122,False,580.1666666666666,GIVEBACK_50,5,CONT,45.0,12.25
2024_06_27,1719496535,11063,1,10943,1719495935,20088.5,29.5,2.516949152542373,False,595.5833333333334,GIVEBACK_50,5,CONT,190.0,-9.75
2024_06_28,1719601875,14622,1,14502,1719601275,20010.75,8.25,1.9090909090909092,False,911.25,GIVEBACK_50,5,CONT,520.0,
2024_07_11,1720716395,12248,1,12128,1720715795,20538.5,20.75,2.0481927710843375,False,766.5833333333334,GIVEBACK_50,5,AGAINST,40.0,-87.75
2024_07_19,1721406120,12597,1,12477,1721405520,19806.75,14.5,3.586206896551724,False,742.0,GIVEBACK_50,5,CONT,15.0,-81.25
2024_07_29,1722264975,11936,1,11816,1722264375,19315.25,19.5,4.269230769230769,False,656.25,GIVEBACK_50,5,CONT,10.0,10.75
2024_08_02,1722624925,15054,-1,14934,1722624325,18511.0,23.75,2.031578947368421,False,895.4166666666666,GIVEBACK_50,5,CONT,45.0,-0.0
2024_08_09,1723215465,12181,-1,12061,1723214865,18495.5,15.5,4.048387096774194,False,657.75,GIVEBACK_50,5,CONT,20.0,71.25
2024_08_19,1724082685,12649,-1,12529,1724082085,19651.5,8.25,2.121212121212121,False,711.4166666666666,GIVEBACK_50,5,AGAINST,70.0,-20.25
2024_08_27,1724772310,12131,1,12011,1724771710,19679.25,11.0,3.2954545454545454,False,685.1666666666666,GIVEBACK_50,5,AGAINST,30.0,-18.25
2024_08_30,1725039540,13772,-1,13652,1725038940,19463.75,12.75,1.8235294117647058,False,819.0,GIVEBACK_50,5,CONT,35.0,-22.75
2024_09_04,1725473710,14532,-1,14412,1725473110,18988.5,18.5,1.7702702702702702,False,855.1666666666666,GIVEBACK_50,5,CONT,115.0,87.25
2024_09_19,1726770345,14559,-1,14439,1726769745,20126.5,45.5,0.5604395604395604,False,865.75,GIVEBACK_50,170,AGAINST,170.0,30.25
2024_09_25,1727279975,12603,1,12483,1727279375,20211.0,9.75,2.9743589743589745,False,719.5833333333334,GIVEBACK_50,30,AGAINST,180.0,-28.75
2024_09_30,1727722095,14874,-1,14754,1727721495,20141.25,10.75,2.813953488372093,False,888.25,GIVEBACK_50,5,CONT,225.0,-52.5
2024_10_11,1728658200,11502,1,11382,1728657600,20475.25,13.75,4.945454545454545,False,650.0,GIVEBACK_50,5,AGAINST,60.0,14.75
2024_10_24,1729788300,13148,1,13028,1729787700,20355.5,8.75,2.6,False,765.0,GIVEBACK_50,5,CONT,90.0,39.0
2024_11_01,1730482425,13846,1,13726,1730481825,20243.75,34.0,1.5588235294117647,False,813.75,GIVEBACK_50,5,AGAINST,110.0,-27.75
2024_11_07,1731007055,14408,-1,14288,1731006455,21183.25,8.75,2.1142857142857143,False,857.5833333333334,GIVEBACK_50,5,CONT,85.0,-46.0
2024_11_15,1731682515,11364,-1,11244,1731681915,20691.75,10.75,4.837209302325581,False,595.25,GIVEBACK_50,5,CONT,175.0,150.5
2024_12_02,1733170480,14910,-1,14790,1733169880,21204.0,15.75,1.3015873015873016,False,914.6666666666666,GIVEBACK_50,5,AGAINST,805.0,
2024_12_12,1734018725,10992,-1,10872,1734018125,21699.25,23.25,0.9247311827956989,False,652.0833333333334,GIVEBACK_50,5,CONT,110.0,31.0
2024_12_19,1734628600,13090,1,12970,1734628000,21557.25,20.25,2.074074074074074,False,736.6666666666666,GIVEBACK_50,5,AGAINST,155.0,-2.75
2024_12_30,1735576455,12392,-1,12272,1735575855,21381.25,41.25,0.7636363636363637,False,694.25,GIVEBACK_50,5,AGAINST,25.0,-108.75
2025_01_07,1736264550,9848,1,9728,1736263950,21521.5,34.0,2.8308823529411766,False,642.5,GIVEBACK_50,5,CONT,50.0,90.25
2025_01_13,1736792020,12058,1,11938,1736791420,20899.75,19.0,1.5,False,793.6666666666666,GIVEBACK_50,10,AGAINST,90.0,-29.0
2025_01_15,1736968420,11241,1,11121,1736967820,21395.5,18.5,0.5,False,853.6666666666666,NEW_EXTREME,5,AGAINST,565.0,37.0
2025_01_24,1737740545,11227,1,11107,1737739945,21985.75,15.0,1.0666666666666667,False,762.4166666666666,GIVEBACK_50,5,CONT,180.0,-64.75
2025_01_29,1738169385,10126,-1,10006,1738168785,21471.5,42.0,0.9047619047619048,False,709.75,GIVEBACK_50,5,CONT,65.0,-0.25
2025_02_03,1738610475,13535,-1,13415,1738609875,21480.0,8.5,4.382352941176471,False,861.25,GIVEBACK_50,5,CONT,55.0,17.0
2025_02_07,1738941745,8867,-1,8747,1738941145,21703.0,58.25,1.0429184549356223,False,622.4166666666666,GIVEBACK_50,5,CONT,25.0,67.5
2025_02_11,1739299620,11448,1,11328,1739299020,21820.25,57.0,0.06578947368421052,True,827.0,NEW_EXTREME,5,AGAINST,185.0,10.75
2025_02_21,1740162815,11045,1,10925,1740162215,21825.5,21.75,2.3448275862068964,False,813.5833333333334,GIVEBACK_50,5,CONT,60.0,-74.5
2025_03_03,1741033715,13979,1,13859,1741033115,20469.5,8.25,12.090909090909092,False,928.5833333333334,GIVEBACK_50,5,CONT,10.0,
2025_03_07,1741359070,9421,-1,9301,1741358470,20126.75,26.0,3.269230769230769,False,591.1666666666666,GIVEBACK_50,5,CONT,25.0,193.75
2025_03_11,1741711540,11633,1,11513,1741710940,19430.25,21.75,4.103448275862069,False,765.6666666666666,GIVEBACK_50,5,AGAINST,10.0,-85.75
2025_03_17,1742226665,9598,-1,9478,1742226065,19642.25,17.25,2.391304347826087,False,711.0833333333334,GIVEBACK_50,5,AGAINST,45.0,1.5
2025_04_01,1743527520,11479,1,11359,1743526920,19578.25,12.5,3.68,False,792.0,GIVEBACK_50,5,AGAINST,50.0,-138.25
2025_04_04,1743780660,10849,1,10729,1743780060,18117.5,71.25,2.5228070175438595,False,691.0,GIVEBACK_50,5,CONT,50.0,-192.75
2025_04_08,1744119855,9466,1,9346,1744119255,18196.5,40.0,3.125,False,584.25,GIVEBACK_50,5,AGAINST,30.0,108.25
2025_04_10,1744309885,13120,-1,13000,1744309285,18464.75,19.75,8.354430379746836,False,871.4166666666666,GIVEBACK_50,5,AGAINST,20.0,154.0
2025_04_21,1745262780,12286,-1,12166,1745262180,17737.5,15.5,2.370967741935484,False,913.0,GIVEBACK_50,5,CONT,40.0,
2025_05_05,1746462690,10745,-1,10625,1746462090,20123.25,8.0,2.15625,False,751.5,GIVEBACK_50,5,CONT,25.0,-10.25
2025_05_08,1746722590,11299,-1,11179,1746721990,20283.75,13.0,1.9423076923076923,False,763.1666666666666,GIVEBACK_50,5,AGAINST,20.0,26.5
2025_05_14,1747235670,9954,-1,9834,1747235070,21305.25,58.0,0.7543103448275862,False,674.5,GIVEBACK_50,5,AGAINST,380.0,-43.25
2025_05_19,1747666870,10269,1,10149,1747666270,21415.75,37.0,0.8040540540540541,False,661.1666666666666,GIVEBACK_50,300,CONT,265.0,33.0
2025_05_23,1748008175,8685,1,8565,1748007575,20932.0,21.5,3.9767441860465116,False,589.5833333333334,GIVEBACK_50,5,AGAINST,5.0,105.0
2025_05_29,1748526470,9323,1,9203,1748525870,21589.0,9.25,8.567567567567568,False,587.8333333333334,GIVEBACK_50,5,AGAINST,35.0,-48.25
2025_06_03,1748979360,12476,-1,12356,1748978760,21698.25,10.75,1.5813953488372092,False,936.0,GIVEBACK_50,5,CONT,300.0,
2025_06_10,1749579085,11829,-1,11709,1749578485,21827.5,22.0,1.5,False,851.4166666666666,GIVEBACK_50,5,AGAINST,195.0,-131.75
2025_07_01,1751385755,9852,1,9732,1751385155,22671.75,36.5,0.7465753424657534,False,722.5833333333334,GIVEBACK_50,5,AGAINST,150.0,57.5
2025_07_17,1752760535,8399,-1,8279,1752759935,23120.25,8.0,4.5,False,595.5833333333334,GIVEBACK_50,5,AGAINST,95.0,-43.5
2025_07_25,1753464620,10555,-1,10435,1753464020,23434.5,15.75,1.0,False,810.3333333333334,GIVEBACK_50,5,CONT,1385.0,-7.0
2025_08_05,1754414460,10605,1,10485,1754413860,23191.0,16.75,1.1940298507462686,False,801.0,NEW_EXTREME,20,CONT,225.0,9.5
2025_08_08,1754676090,10978,-1,10859,1754675490,23689.5,8.75,2.9714285714285715,False,841.5,GIVEBACK_50,5,CONT,780.0,6.0
2025_08_19,1755620175,9797,1,9677,1755619575,23553.75,8.75,4.057142857142857,False,736.25,GIVEBACK_50,5,CONT,155.0,-74.75
2025_08_28,1756392045,9054,-1,8934,1756391445,23630.5,9.5,6.552631578947368,False,640.75,GIVEBACK_50,5,CONT,20.0,-9.25
2025_09_10,1757529870,11294,1,11174,1757529270,23878.5,25.5,0.7156862745098039,False,884.5,GIVEBACK_50,5,AGAINST,140.0,-10.0
2025_10_01,1759344805,12232,-1,12112,1759344205,25022.75,8.75,1.1142857142857143,False,893.4166666666666,GIVEBACK_50,5,CONT,110.0,8.25
2025_10_10,1760120135,11378,-1,11258,1760119535,24652.75,12.25,4.142857142857143,False,855.5833333333334,GIVEBACK_50,5,AGAINST,90.0,121.5
2025_10_16,1760640625,12356,-1,12236,1760640025,24701.75,9.75,9.76923076923077,False,890.4166666666666,GIVEBACK_50,5,AGAINST,25.0,-50.5
2025_10_22,1761159085,12126,-1,12006,1761158485,24897.25,34.75,1.3669064748201438,False,891.4166666666666,GIVEBACK_50,35,AGAINST,35.0,-119.75
2025_10_30,1761842575,11442,1,11322,1761841975,26074.75,8.25,4.393939393939394,False,762.9166666666666,GIVEBACK_50,5,CONT,90.0,-15.25
2025_11_04,1762287195,14058,-1,13938,1762286595,25592.25,22.0,1.125,False,913.25,GIVEBACK_50,5,AGAINST,45.0,
2025_11_13,1763060890,12803,1,12683,1763060290,25074.0,25.25,1.9405940594059405,False,848.1666666666666,GIVEBACK_50,5,CONT,85.0,14.75
2025_11_19,1763563900,10109,-1,9989,1763563300,24687.5,12.5,7.36,False,591.6666666666666,GIVEBACK_50,5,AGAINST,20.0,-50.5
2025_11_21,1763757040,14419,1,14299,1763756440,24486.25,13.25,8.79245283018868,False,930.6666666666666,GIVEBACK_50,5,AGAINST,55.0,
2025_11_28,1764348735,3413,-1,3293,1764348135,25387.0,32.25,1.124031007751938,False,712.25,GIVEBACK_50,5,CONT,530.0,-8.0
2025_12_05,1764953940,10120,-1,10000,1764953340,25687.75,9.0,8.0,False,719.0,GIVEBACK_50,5,CONT,35.0,25.75
2025_12_12,1765552755,8907,-1,8787,1765552155,25414.0,52.5,1.061904761904762,False,619.25,GIVEBACK_50,35,CONT,120.0,251.5
2025_12_15,1765818501,9325,-1,9205,1765817901,25146.25,12.0,2.5625,False,728.35,GIVEBACK_50,5,AGAINST,35.0,4.0
