day,ts,i,chain_n,step_high,step_low,step_depth,chain_head_high,chain_descent,defense_pt,defense_lag_s,mod,race,resolve_s,defense_hold,sym_race,sym_resolve_s,net_30m
2025_02_03,1738598825,11205,1,21411.5,21399.5,12.0,21411.5,12.0,3.0,0,667.0833333333334,NEW_LOW,10,False,CONT,30,30.5
2025_02_12,1739383670,10625,2,21808.75,21793.75,15.0,21826.5,32.75,2.0,15,787.8333333333334,NEW_LOW,10,False,AGAINST,260,7.5
2025_02_19,1739980155,9263,1,22207.0,22197.25,9.75,22207.0,9.75,2.5,0,649.25,NEW_LOW,60,False,CONT,200,14.25
2025_02_27,1740685065,13107,2,20854.0,20836.75,17.25,20862.0,25.25,7.5,0,877.75,STAIR_BREAK,20,False,CONT,105,-75.5
2025_03_04,1741106620,11316,1,20259.25,20243.75,15.5,20259.25,15.5,2.0,5,703.6666666666666,NEW_LOW,15,False,AGAINST,50,53.75
2025_03_05,1741201895,13037,2,20684.75,20674.25,10.5,20685.0,10.75,3.0,0,851.5833333333334,NEW_LOW,15,False,AGAINST,90,-21.25
2025_03_10,1741616415,9465,4,19697.75,19679.25,18.5,19745.25,66.0,3.5,0,620.25,NEW_LOW,25,False,CONT,35,-72.25
2025_03_12,1741801110,11355,4,19701.75,19672.25,29.5,19716.75,44.5,3.75,0,818.5,NEW_LOW,15,False,AGAINST,50,-110.25
2025_03_14,1741967545,10612,4,19663.25,19650.5,12.75,19700.0,49.5,4.5,5,712.4166666666666,NEW_LOW,60,False,AGAINST,135,-8.75
2025_03_19,1742402740,8479,5,19673.0,19664.5,8.5,19705.5,41.0,2.0,10,765.6666666666666,NEW_LOW,25,False,CONT,320,-53.5
2025_04_03,1743699550,11829,2,18871.25,18862.25,9.0,18884.0,21.75,3.25,0,779.1666666666666,STAIR_BREAK,10,True,AGAINST,10,-29.5
2025_04_09,1744213770,11289,1,17407.25,17381.5,25.75,17407.25,25.75,2.0,0,709.5,NEW_LOW,10,False,CONT,35,86.25
2025_04_11,1744388225,11454,1,18622.0,18606.0,16.0,18622.0,16.0,4.5,5,737.0833333333334,STAIR_BREAK,30,False,AGAINST,30,124.5
2025_04_17,1744913180,12146,1,18497.5,18486.0,11.5,18497.5,11.5,2.0,5,846.3333333333334,NEW_LOW,5,False,AGAINST,140,1.25
2025_04_23,1745435000,13069,2,18851.5,18835.0,16.5,18883.25,48.25,2.25,0,903.3333333333334,NEW_LOW,35,False,CONT,55,-41.75
2025_04_28,1745857990,10417,1,19314.5,19304.25,10.25,19314.5,10.25,4.0,5,753.1666666666666,NEW_LOW,25,False,CONT,75,8.75
2025_04_30,1746026400,9903,1,19411.75,19398.25,13.5,19411.75,13.5,6.75,0,680.0,NEW_LOW,35,False,AGAINST,65,36.5
2025_05_05,1746454515,9110,3,20063.0,20047.25,15.75,20078.75,31.5,3.0,0,615.25,NEW_LOW,5,False,AGAINST,25,33.25
2025_05_19,1747662640,9423,2,21372.0,21363.0,9.0,21372.25,9.25,2.0,0,590.6666666666666,NEW_LOW,5,False,CONT,50,78.75
2025_05_22,1747935360,11196,1,21276.5,21263.0,13.5,21276.5,13.5,3.5,5,816.0,NEW_LOW,40,False,CONT,90,21.25
2025_06_03,1748960400,8684,1,21626.25,21616.75,9.5,21626.25,9.5,4.75,5,620.0,STAIR_BREAK,25,False,CONT,45,6.5
2025_06_12,1749738075,8442,3,21921.0,21908.5,12.5,21923.5,15.0,2.0,0,621.25,STAIR_BREAK,30,False,AGAINST,30,27.5
2025_07_02,1751463125,8094,2,22671.75,22651.25,20.5,22670.5,19.25,6.25,0,572.0833333333334,STAIR_BREAK,30,True,AGAINST,15,61.25
2025_07_22,1753198050,9414,7,23215.5,23205.25,10.25,23226.0,20.75,3.5,10,687.5,NEW_LOW,165,False,AGAINST,360,-0.75
2025_07_30,1753885790,8231,2,23515.5,23501.25,14.25,23521.25,20.0,2.25,15,629.8333333333334,STAIR_BREAK,30,True,AGAINST,30,13.0
2025_08_06,1754497845,10716,3,23368.75,23357.5,11.25,23385.0,27.5,3.5,10,750.75,NEW_LOW,45,False,AGAINST,295,21.5
2025_08_19,1755621795,10121,2,23501.75,23492.75,9.0,23538.75,46.0,4.0,5,763.25,NEW_LOW,10,False,CONT,15,-36.0
2025_09_02,1756825305,9580,1,23179.0,23167.25,11.75,23179.0,11.75,2.75,5,661.75,NEW_LOW,5,False,CONT,30,-72.0
2025_09_05,1757098275,11548,1,23658.0,23643.5,14.5,23658.0,14.5,3.25,0,891.25,NEW_LOW,35,False,CONT,230,23.25
2025_09_17,1758136745,7839,2,24239.0,24206.0,33.0,24256.5,50.5,8.25,0,919.0833333333334,NEW_LOW,5,False,CONT,25,29.0
2025_10_10,1760106170,8585,2,25340.75,25327.5,13.25,25353.5,26.0,4.25,0,622.8333333333334,STAIR_BREAK,90,True,AGAINST,150,7.0
2025_10_13,1760365555,9826,8,24822.5,24797.75,24.75,24903.75,106.0,4.75,5,625.9166666666666,NEW_LOW,5,False,AGAINST,10,-31.75
2025_10_17,1760714130,10400,3,24757.0,24744.25,12.75,24852.75,108.5,3.75,5,675.5,NEW_LOW,15,False,AGAINST,60,34.75
2025_10_23,1761231020,9468,1,25197.25,25187.0,10.25,25197.25,10.25,3.25,5,650.3333333333334,NEW_LOW,15,False,CONT,50,-36.25
2025_10_31,1761925810,10102,5,26075.0,26056.0,19.0,26139.25,83.25,13.0,5,710.1666666666666,STAIR_BREAK,5,True,AGAINST,5,-110.75
2025_11_10,1762792725,11240,5,25491.75,25482.0,9.75,25514.25,32.25,3.5,0,698.75,STAIR_BREAK,15,False,CONT,95,65.25
2025_11_14,1763147615,13425,7,25155.25,25140.75,14.5,25181.0,40.25,4.25,5,853.5833333333334,NEW_LOW,15,False,AGAINST,90,61.0
2025_11_18,1763489565,12862,1,24781.25,24765.0,16.25,24781.25,16.25,2.5,0,792.75,STAIR_BREAK,25,False,AGAINST,25,5.25
2025_11_21,1763741470,11305,1,24062.75,24049.25,13.5,24062.75,13.5,10.75,5,671.1666666666666,NEW_LOW,10,False,CONT,10,162.75
2025_11_26,1764180970,11918,1,25338.75,25320.75,18.0,25338.75,18.0,2.0,0,796.1666666666666,NEW_LOW,5,False,CONT,250,-20.0
2025_12_03,1764786240,11407,4,25625.75,25613.75,12.0,25637.5,23.75,2.25,10,804.0,NEW_LOW,15,False,AGAINST,200,33.25
2025_12_11,1765471420,11152,1,25579.0,25566.0,13.0,25579.0,13.0,2.25,0,703.6666666666666,NEW_LOW,25,False,AGAINST,150,-2.25
2025_12_18,1766074160,4193,2,25159.5,25150.25,9.25,25160.25,10.0,6.25,10,669.3333333333334,STAIR_BREAK,40,False,AGAINST,135,7.5
2026_01_08,1767882975,8902,7,25716.0,25701.0,15.0,25797.75,96.75,10.0,5,576.25,NEW_LOW,10,False,AGAINST,70,-66.0
2026_01_14,1768401005,8556,1,25744.0,25713.5,30.5,25744.0,30.5,17.75,5,570.0833333333334,STAIR_BREAK,10,False,AGAINST,10,-169.0
2026_01_21,1769006895,9752,1,25234.75,25212.25,22.5,25234.75,22.5,5.25,0,588.25,NEW_LOW,10,False,AGAINST,80,124.0
2026_01_26,1769455140,12690,1,25912.5,25901.75,10.75,25912.5,10.75,2.0,5,859.0,NEW_LOW,95,False,CONT,150,-12.5
2026_01_30,1769784635,10113,1,25926.75,25908.0,18.75,25926.75,18.75,6.75,0,590.5833333333334,NEW_LOW,15,False,CONT,20,-8.75
2026_02_02,1770051050,11879,4,25859.75,25849.25,10.5,25898.5,49.25,4.0,5,710.8333333333334,STAIR_BREAK,25,True,AGAINST,70,58.5
2026_02_04,1770235615,13262,5,25075.25,25062.25,13.0,25114.75,52.5,8.25,5,906.9166666666666,NEW_LOW,50,False,AGAINST,165,-1.5
2026_02_06,1770389960,10385,3,24871.25,24851.5,19.75,24894.5,43.0,6.25,0,599.3333333333334,NEW_LOW,35,False,CONT,40,38.25
2026_02_13,1770994330,10689,1,24737.25,24705.0,32.25,24737.25,32.25,5.5,0,592.1666666666666,NEW_LOW,5,False,CONT,5,61.25
2026_02_17,1771359470,14594,2,24816.75,24805.5,11.25,24815.25,9.75,4.25,5,917.8333333333334,NEW_LOW,20,False,CONT,75,-44.0
2026_02_20,1771607165,12198,9,25071.0,25061.25,9.75,25129.75,68.5,3.25,5,726.0833333333334,NEW_LOW,5,False,CONT,105,-122.75
2026_02_27,1772219230,13680,1,24958.25,24947.5,10.75,24958.25,10.75,2.5,5,847.1666666666666,NEW_LOW,10,False,CONT,35,-39.0
2026_03_05,1772724235,11087,1,25067.25,25054.25,13.0,25067.25,13.0,2.0,0,623.9166666666666,NEW_LOW,5,False,CONT,10,28.0
2026_03_09,1773064280,9976,3,24360.25,24342.0,18.25,24407.5,65.5,7.25,0,591.3333333333334,NEW_LOW,5,False,CONT,10,18.75
2026_03_12,1773322255,9722,3,24790.5,24776.5,14.0,24799.0,22.5,4.25,0,570.9166666666666,STAIR_BREAK,5,False,CONT,25,-81.75
2026_03_19,1773931305,7969,1,24293.75,24268.0,25.75,24293.75,25.75,4.75,0,641.75,NEW_LOW,15,False,CONT,70,41.0
