day,ts,i,is_flush,open_px,v_low,v_peak,flush_pt,rec_frac,mod,low_break,peak_reclaim,first,close_frac
2024_01_02,1704208800,980,False,16862.0,16736.0,16788.75,126.0,0.41865079365079366,620.0,True,False,LOW_BREAK,-0.2843601895734597
2024_01_10,1704900000,980,False,16840.0,16839.5,16874.0,0.5,69.0,620.0,True,True,LOW_BREAK,2.9565217391304346
2024_01_18,1705591200,980,False,16996.75,16995.5,17054.75,1.25,47.4,620.0,True,True,PEAK_RECLAIM,1.9156118143459915
2024_01_25,1706196000,980,False,17722.5,17672.25,17720.5,50.25,0.9601990049751243,620.0,True,True,PEAK_RECLAIM,-0.7150259067357513
2024_02_02,1706887200,980,False,17508.25,17465.75,17624.0,42.5,3.723529411764706,620.0,False,True,PEAK_RECLAIM,1.6666666666666667
2024_02_12,1707751200,980,False,18029.5,18007.25,18051.0,22.25,1.9662921348314606,620.0,True,True,PEAK_RECLAIM,-1.0
2024_02_20,1708442400,980,False,17661.75,17559.5,17601.0,102.25,0.4058679706601467,620.0,True,True,LOW_BREAK,1.2710843373493976
2024_02_27,1709045820,957,True,18018.25,17938.0,17995.25,80.25,0.7133956386292835,597.0,True,True,PEAK_RECLAIM,1.388646288209607
2024_03_05,1709652000,980,False,18133.75,18023.0,18084.0,110.75,0.5507900677200903,620.0,True,False,LOW_BREAK,-1.4959016393442623
2024_03_12,1710251700,955,True,18311.25,18174.0,18259.75,137.25,0.6247723132969034,595.0,False,True,PEAK_RECLAIM,3.5189504373177845
2024_03_19,1710856860,961,True,18143.5,18053.25,18109.0,90.25,0.6177285318559557,601.0,False,True,PEAK_RECLAIM,3.8878923766816142
2024_03_28,1711635600,980,False,18500.0,18457.0,18539.25,43.0,1.9127906976744187,620.0,True,False,LOW_BREAK,0.06990881458966565
2024_04_05,1712326800,980,False,18138.25,18102.5,18253.25,35.75,4.216783216783217,620.0,False,True,PEAK_RECLAIM,1.265339966832504
2024_04_12,1712931600,980,False,18296.75,18280.75,18343.25,16.0,3.90625,620.0,True,False,LOW_BREAK,-1.588
2024_04_19,1713534600,950,True,17494.5,17432.75,17516.25,61.75,1.3522267206477734,590.0,True,False,LOW_BREAK,-3.0
2024_04_29,1714399200,960,True,17921.5,17831.75,17887.75,89.75,0.6239554317548747,600.0,True,True,PEAK_RECLAIM,1.3125
2024_05_07,1715091600,980,False,18211.25,18197.25,18236.25,14.0,2.7857142857142856,620.0,True,True,LOW_BREAK,-0.02564102564102564
2024_05_14,1715696400,980,False,18274.0,18265.25,18327.0,8.75,7.057142857142857,620.0,False,True,PEAK_RECLAIM,2.3643724696356276
2024_05_21,1716301200,980,False,18686.25,18678.0,18725.0,8.25,5.696969696969697,620.0,False,True,PEAK_RECLAIM,2.606382978723404
2024_05_28,1716904980,963,True,18920.25,18838.75,18889.0,81.5,0.6165644171779141,603.0,True,True,PEAK_RECLAIM,2.074626865671642
2024_06_05,1717597200,980,False,18849.0,18813.5,18862.25,35.5,1.3732394366197183,620.0,False,True,PEAK_RECLAIM,5.410256410256411
2024_06_12,1718202000,980,False,19401.75,19374.5,19524.25,27.25,5.495412844036697,620.0,False,True,PEAK_RECLAIM,0.7829716193656093
2024_06_19,1718806800,980,False,20242.75,20235.25,20247.5,7.5,1.6333333333333333,620.0,True,True,LOW_BREAK,-0.3673469387755102
2024_06_26,1719411600,980,False,19929.0,19918.5,20016.75,10.5,9.357142857142858,620.0,True,True,PEAK_RECLAIM,0.8804071246819338
2024_07_03,1720016400,980,False,20216.25,20216.0,20296.5,0.25,322.0,620.0,False,True,PEAK_RECLAIM,2.5217391304347827
2024_07_10,1720621200,980,False,20758.0,20721.5,20795.75,36.5,2.0342465753424657,620.0,True,True,LOW_BREAK,2.31986531986532
2024_07_17,1721226000,980,False,20260.0,20206.5,20249.25,53.5,0.7990654205607477,620.0,True,False,LOW_BREAK,-5.005847953216374
2024_07_25,1721917200,980,False,19217.25,19105.0,19147.5,112.25,0.37861915367483295,620.0,True,True,LOW_BREAK,-2.676470588235294
2024_08_01,1722522000,980,False,19525.25,19505.0,19681.75,20.25,8.728395061728396,620.0,True,False,LOW_BREAK,-2.6987270155586986
2024_08_08,1723125240,954,True,18225.25,18071.0,18179.0,154.25,0.700162074554295,594.0,False,True,PEAK_RECLAIM,4.148148148148148
2024_08_21,1724250000,980,False,19842.0,19813.25,19915.0,28.75,3.5391304347826087,620.0,True,True,PEAK_RECLAIM,0.9115479115479116
2024_08_30,1725027600,980,False,19559.25,19513.0,19628.0,46.25,2.4864864864864864,620.0,True,True,LOW_BREAK,0.8456521739130435
2024_09_06,1725630600,950,True,18929.75,18766.25,18884.5,163.5,0.7232415902140673,590.0,True,False,LOW_BREAK,-2.604651162790698
2024_09_13,1726237200,980,False,19409.25,19396.0,19520.0,13.25,9.358490566037736,620.0,False,True,PEAK_RECLAIM,1.0584677419354838
2024_09_23,1727101200,980,False,20076.5,20031.75,20106.0,44.75,1.6592178770949721,620.0,True,True,PEAK_RECLAIM,0.6026936026936027
2024_10_01,1727792400,980,False,20252.0,20029.5,20079.5,222.5,0.2247191011235955,620.0,True,True,LOW_BREAK,-1.02
2024_10_08,1728397200,980,False,20103.25,20069.5,20202.75,33.75,3.948148148148148,620.0,False,True,PEAK_RECLAIM,1.7298311444652907
2024_10_15,1729002000,980,False,20631.75,20605.75,20659.25,26.0,2.0576923076923075,620.0,True,False,LOW_BREAK,-4.897196261682243
