day,ts,i,is_flush,open_px,v_low,v_peak,flush_pt,rec_frac,mod,low_break,peak_reclaim,first,close_frac
2024_07_08,1720448400,980,False,20632.0,20600.75,20654.0,31.25,1.704,620.0,True,True,LOW_BREAK,1.2300469483568075
2024_07_15,1721053200,980,False,20610.0,20581.5,20678.25,28.5,3.3947368421052633,620.0,True,True,PEAK_RECLAIM,0.12403100775193798
2024_07_22,1721656200,950,True,19955.0,19882.25,20026.75,72.75,1.986254295532646,590.0,True,True,LOW_BREAK,0.801038062283737
2024_07_30,1722349200,980,False,19287.25,19230.25,19266.5,57.0,0.6359649122807017,620.0,True,False,LOW_BREAK,-8.027586206896551
2024_08_06,1722952200,950,True,18077.25,17961.25,18082.0,116.0,1.040948275862069,590.0,False,True,PEAK_RECLAIM,1.7391304347826086
2024_08_19,1724077200,980,False,19604.75,19545.0,19625.5,59.75,1.3472803347280335,620.0,True,True,LOW_BREAK,3.9161490683229814
2024_08_28,1724854800,980,False,19625.5,19546.25,19576.5,79.25,0.38170347003154576,620.0,True,True,LOW_BREAK,-4.12396694214876
2024_09_04,1725459600,980,False,18878.0,18860.0,19001.5,18.0,7.861111111111111,620.0,False,True,PEAK_RECLAIM,0.6872791519434629
2024_09_11,1726064400,980,False,18902.75,18782.5,18835.25,120.25,0.4386694386694387,620.0,True,True,LOW_BREAK,8.962085308056873
2024_09_19,1726755600,980,False,20052.5,20003.75,20092.0,48.75,1.8102564102564103,620.0,False,True,PEAK_RECLAIM,0.8838526912181303
2024_09_27,1727445000,950,True,20377.0,20310.25,20362.25,66.75,0.7790262172284644,590.0,True,True,PEAK_RECLAIM,-1.6778846153846154
2024_10_04,1728051600,980,False,20227.5,20186.25,20239.0,41.25,1.2787878787878788,620.0,True,True,LOW_BREAK,0.7772511848341233
2024_10_11,1728656400,980,False,20340.5,20313.25,20455.0,27.25,5.201834862385321,620.0,False,True,PEAK_RECLAIM,0.9576719576719577
2024_10_21,1729520400,980,False,20427.75,20423.0,20554.25,4.75,27.63157894736842,620.0,True,False,LOW_BREAK,0.7428571428571429
2024_10_28,1730124540,969,True,20625.25,20548.25,20594.75,77.0,0.6038961038961039,609.0,True,True,PEAK_RECLAIM,-1.0376344086021505
2024_11_04,1730731800,950,True,20120.25,20013.25,20136.0,107.0,1.147196261682243,590.0,False,True,PEAK_RECLAIM,0.5906313645621182
2024_11_11,1731338400,980,False,21282.75,21190.5,21218.75,92.25,0.3062330623306233,620.0,True,True,LOW_BREAK,1.0442477876106195
2024_11_18,1731943200,980,False,20557.0,20510.5,20619.75,46.5,2.349462365591398,620.0,False,True,PEAK_RECLAIM,1.105263157894737
2024_11_27,1732720800,980,False,20936.25,20852.75,20899.75,83.5,0.562874251497006,620.0,True,False,LOW_BREAK,-0.7659574468085106
2024_12_04,1733325600,980,False,21418.0,21388.25,21466.75,29.75,2.638655462184874,620.0,False,True,PEAK_RECLAIM,1.8980891719745223
2024_12_11,1733930400,980,False,21590.25,21573.0,21736.25,17.25,9.46376811594203,620.0,False,True,PEAK_RECLAIM,1.33843797856049
2024_12_18,1734533400,950,True,22280.5,22211.25,22276.25,69.25,0.9386281588447654,590.0,True,True,PEAK_RECLAIM,-10.992307692307692
2024_12_27,1735312800,980,False,21845.75,21675.75,21746.25,170.0,0.4147058823529412,620.0,True,False,LOW_BREAK,0.38652482269503546
2025_01_08,1736347800,890,True,21355.75,21289.75,21381.75,66.0,1.393939393939394,590.0,True,True,PEAK_RECLAIM,0.7663043478260869
2025_01_16,1737040800,920,False,21495.0,21369.5,21426.5,125.5,0.4541832669322709,620.0,True,True,LOW_BREAK,-2.1315789473684212
2025_01_24,1737732000,920,False,22044.25,22000.0,22078.0,44.25,1.7627118644067796,620.0,True,False,LOW_BREAK,-1.1730769230769231
2025_02_03,1738596000,920,False,21215.5,21177.75,21314.75,37.75,3.629139072847682,620.0,True,True,LOW_BREAK,1.6715328467153285
2025_02_11,1739287200,920,False,21706.25,21700.25,21819.0,6.0,19.791666666666668,620.0,False,True,PEAK_RECLAIM,0.7578947368421053
2025_02_18,1739890680,898,True,22257.75,22172.0,22224.5,85.75,0.6122448979591837,598.0,True,True,LOW_BREAK,1.2714285714285714
2025_02_25,1740496800,920,False,21391.25,21277.75,21307.75,113.5,0.2643171806167401,620.0,True,False,LOW_BREAK,-4.25
2025_03_04,1741099800,890,True,20342.5,20258.5,20430.0,84.0,2.0416666666666665,590.0,True,True,LOW_BREAK,0.8090379008746356
2025_03_12,1741787400,830,True,19696.5,19636.25,19700.25,60.25,1.062240663900415,590.0,True,True,PEAK_RECLAIM,-0.421875
2025_03_19,1742392200,830,True,19585.0,19503.25,19594.0,81.75,1.110091743119266,590.0,False,True,PEAK_RECLAIM,2.7107438016528924
2025_04_07,1744033800,830,True,16928.0,16673.5,16991.75,254.5,1.2504911591355599,590.0,False,True,PEAK_RECLAIM,2.786331500392773
2025_04_14,1744639380,843,True,19232.75,18987.0,19154.25,245.75,0.6805696846388606,603.0,True,True,PEAK_RECLAIM,-0.2750373692077728
2025_04_22,1745331600,860,False,18152.25,18100.25,18305.75,52.0,3.951923076923077,620.0,False,True,PEAK_RECLAIM,1.3600973236009732
2025_05_01,1746107400,830,True,19971.5,19888.5,19984.0,83.0,1.1506024096385543,590.0,True,True,PEAK_RECLAIM,-0.11518324607329843
2025_05_08,1746712920,842,True,20162.5,20061.0,20124.75,101.5,0.6280788177339901,602.0,True,True,LOW_BREAK,1.4392156862745098
2025_05_15,1747318800,860,False,21302.75,21248.25,21347.0,54.5,1.811926605504587,620.0,False,True,PEAK_RECLAIM,1.731645569620253
2025_05_22,1747923600,860,False,21171.0,21113.75,21330.25,57.25,3.7816593886462884,620.0,False,True,PEAK_RECLAIM,0.3233256351039261
2025_05_29,1748528400,860,False,21674.25,21486.75,21557.75,187.5,0.37866666666666665,620.0,True,False,LOW_BREAK,-1.056338028169014
2025_06_09,1749478800,860,False,21798.0,21750.25,21861.5,47.75,2.329842931937173,620.0,False,True,PEAK_RECLAIM,0.6134831460674157
2025_06_16,1750083600,860,False,21793.5,21792.25,21968.0,1.25,140.6,620.0,False,True,PEAK_RECLAIM,0.8890469416785206
2025_07_02,1751466000,860,False,22654.25,22650.75,22765.0,3.5,32.642857142857146,620.0,False,True,PEAK_RECLAIM,1.698030634573304
2025_07_10,1752157200,860,False,23072.25,22988.75,23010.5,83.5,0.26047904191616766,620.0,True,True,LOW_BREAK,1.206896551724138
2025_07_18,1752848400,860,False,23300.5,23257.25,23297.75,43.25,0.9364161849710982,620.0,True,False,LOW_BREAK,-0.7530864197530864
2025_07_25,1753453200,860,False,23360.5,23330.25,23416.0,30.25,2.834710743801653,620.0,False,True,PEAK_RECLAIM,1.0787172011661808
2025_08_01,1754058000,860,False,23088.25,22865.25,22963.25,223.0,0.43946188340807174,620.0,True,True,PEAK_RECLAIM,0.15816326530612246
2025_08_08,1754662800,860,False,23541.75,23530.0,23678.75,11.75,12.659574468085106,620.0,False,True,PEAK_RECLAIM,1.2352941176470589
2025_08_15,1755266640,844,True,23909.25,23776.75,23859.0,132.5,0.620754716981132,604.0,True,True,PEAK_RECLAIM,0.3525835866261398
2025_08_22,1755872400,860,False,23264.75,23206.25,23633.5,58.5,7.303418803418803,620.0,False,True,PEAK_RECLAIM,0.839672322995904
2025_08_29,1756477200,860,False,23652.0,23537.5,23575.75,114.5,0.33406113537117904,620.0,True,False,LOW_BREAK,-1.6797385620915033
2025_09_05,1757082000,860,False,23874.5,23821.5,23893.75,53.0,1.3632075471698113,620.0,True,False,LOW_BREAK,-1.8131487889273357
2025_09_15,1757946000,860,False,24177.75,24172.0,24265.5,5.75,16.26086956521739,620.0,False,True,PEAK_RECLAIM,1.4919786096256684
2025_10_02,1759414800,860,False,25164.75,25025.25,25088.75,139.5,0.4551971326164875,620.0,True,True,PEAK_RECLAIM,1.3070866141732282
2025_10_10,1760106000,860,False,25313.25,25293.75,25388.0,19.5,4.833333333333333,620.0,True,False,LOW_BREAK,-9.453580901856764
2025_10_20,1760970000,860,False,25118.75,25114.75,25253.0,4.0,34.5625,620.0,False,True,PEAK_RECLAIM,1.3381555153707052
2025_10_27,1761574800,860,False,25815.75,25796.25,25876.75,19.5,4.128205128205129,620.0,False,True,PEAK_RECLAIM,2.046583850931677
2025_11_03,1762183200,920,False,26235.75,26150.0,26166.75,85.75,0.19533527696793002,620.0,True,False,LOW_BREAK,-2.373134328358209
2025_11_11,1762874400,920,False,25605.25,25577.5,25635.5,27.75,2.09009009009009,620.0,True,True,LOW_BREAK,1.2025862068965518
2025_11_18,1763479200,920,False,24718.25,24615.5,24680.0,102.75,0.6277372262773723,620.0,True,True,LOW_BREAK,-0.4728682170542636
2025_11_25,1764082500,895,True,24856.75,24625.0,24776.5,231.75,0.6537216828478964,595.0,False,True,PEAK_RECLAIM,2.9983498349834985
2025_12_03,1764775200,920,False,25495.0,25451.5,25574.25,43.5,2.82183908045977,620.0,False,True,PEAK_RECLAIM,1.6761710794297353
2025_12_10,1765378200,890,True,25647.25,25567.0,25673.0,80.25,1.320872274143302,590.0,True,True,LOW_BREAK,2.2004716981132075
2025_12_17,1765983480,898,True,25181.25,25010.5,25115.0,170.75,0.6120058565153733,598.0,True,False,LOW_BREAK,-3.334928229665072
2026_01_07,1767799200,920,False,25790.5,25770.75,25880.0,19.75,5.531645569620253,620.0,False,True,PEAK_RECLAIM,0.585812356979405
2026_01_14,1768403700,915,True,25740.0,25614.0,25690.75,126.0,0.6091269841269841,615.0,True,True,PEAK_RECLAIM,0.2964169381107492
2026_01_21,1769007000,890,True,25196.5,25128.5,25254.0,68.0,1.8455882352941178,590.0,False,True,PEAK_RECLAIM,2.733067729083665
2026_01_28,1769613600,920,False,26253.25,26213.5,26305.25,39.75,2.308176100628931,620.0,True,False,LOW_BREAK,-0.6866485013623979
2026_02_04,1770216600,890,True,25385.0,25230.0,25386.25,155.0,1.0080645161290323,590.0,True,False,LOW_BREAK,-1.4848
2026_02_11,1770821400,890,True,25418.5,25339.0,25436.25,79.5,1.2232704402515724,590.0,True,False,LOW_BREAK,-0.6246786632390745
2026_02_18,1771428000,920,False,24808.75,24752.0,25074.75,56.75,5.687224669603524,620.0,False,True,PEAK_RECLAIM,0.6367157242447715
2026_02_25,1772032800,920,False,25160.25,25156.75,25361.0,3.5,58.357142857142854,620.0,False,True,PEAK_RECLAIM,1.1126070991432069
2026_03_04,1772637600,920,False,24852.75,24813.5,25052.75,39.25,6.095541401273885,620.0,False,True,PEAK_RECLAIM,1.2810867293625914
2026_03_12,1773323400,830,True,24775.75,24676.5,24767.0,99.25,0.9118387909319899,590.0,True,False,LOW_BREAK,-1.3342541436464088
2026_03_19,1773928200,830,True,24214.0,24113.75,24278.5,100.25,1.6433915211970074,590.0,False,True,PEAK_RECLAIM,1.494688922610015
