**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

date,mean_rolling_corr,regime_2d,pair,tf
2025-12-17,-0.42432490909336734,DOWN_CHOPPY,price_velocity_w__price_sigma_w,15m
2025-12-18,0.19989928118025693,UP_CHOPPY,price_velocity_w__price_sigma_w,15m
2025-12-19,0.5171723535010155,FLAT_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-01-01,0.809138189614154,UP_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-01-02,0.024051273596860313,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-01-04,0.36343121285380203,FLAT_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-01-05,0.34413460940973256,UP_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-01-06,-0.07494294079511397,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-01-07,-0.04679449167759192,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-01-08,-0.06911377527825563,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-01-09,0.5631221571091155,UP_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-01-11,-0.581062065202668,DOWN_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-01-12,-0.13364982558980115,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-01-13,-0.01913683001357015,FLAT_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-01-14,-0.2989212490763227,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-01-15,0.1150207445244818,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-01-16,-0.1814209686633585,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-01-18,-0.7277570520206175,DOWN_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-01-19,-0.008069206431216653,FLAT_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-01-20,-0.17672392714205845,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-01-21,0.21186076240289506,UP_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-01-22,0.0638695143597446,UP_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-01-23,0.008128605031978372,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-01-25,-0.3261528639593494,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-01-26,0.20930263457966436,UP_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-01-27,0.674652726032682,UP_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-01-28,-0.0671404312985655,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-01-29,-0.3633539262049519,DOWN_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-01-30,-0.14245352137694653,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-02-01,-0.4159759340370531,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-02-02,0.5084390540151101,UP_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-02-03,-0.20872126112031647,DOWN_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-02-04,-0.5097386704541413,DOWN_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-02-05,-0.2039731503013726,DOWN_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-02-06,0.7339495542969359,UP_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-02-08,0.606879797760749,FLAT_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-02-09,0.21910742402591096,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-02-10,-0.04884103586202231,FLAT_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-02-11,-0.18464127570487,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-02-12,-0.32380760138115044,DOWN_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-02-13,-0.04273420242513518,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-02-15,-0.21352513589239527,UP_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-02-16,-0.2192801762271849,DOWN_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-02-17,0.20148710726008254,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-02-18,0.31456760100923886,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-02-19,-0.06311145285144912,FLAT_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-02-20,0.29816560822447097,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-02-22,-0.6199093433700917,DOWN_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-02-23,0.14317562777420698,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-02-24,0.35318941218637384,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-02-25,0.20234175969028498,UP_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-02-26,-0.07432478206862346,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-02-27,-0.03300139535293439,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-03-01,-0.4876981481328675,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-03-02,0.020306721742921946,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-03-03,-0.21011445858939193,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-03-04,0.30745925147237374,UP_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-03-05,0.16826218656087305,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-03-06,-0.36771570334798176,DOWN_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-03-08,-0.7508830790887899,DOWN_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-03-09,0.6779664998683201,UP_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-03-10,0.21098539015236978,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-03-11,-0.40330237835851146,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-03-12,-0.1183583609100028,DOWN_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-03-13,-0.4516221615887683,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-03-15,0.43512696368307546,UP_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-03-16,0.17399232106143528,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-03-17,0.4008206341409762,UP_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-03-18,-0.35445786244410954,DOWN_SMOOTH,price_velocity_w__price_sigma_w,15m
2026-03-19,0.06914188980046143,FLAT_CHOPPY,price_velocity_w__price_sigma_w,15m
2026-03-20,-0.5551859030037419,DOWN_SMOOTH,price_velocity_w__price_sigma_w,15m
2025-12-17,-0.43542530787176353,DOWN_CHOPPY,price_velocity_w__price_sigma_w,1h
2025-12-18,0.5209682807938075,UP_CHOPPY,price_velocity_w__price_sigma_w,1h
2025-12-19,0.4420813931916773,FLAT_SMOOTH,price_velocity_w__price_sigma_w,1h
2026-01-01,0.47993920522522804,UP_SMOOTH,price_velocity_w__price_sigma_w,1h
2026-01-02,-0.30941706402291186,FLAT_CHOPPY,price_velocity_w__price_sigma_w,1h
2026-01-04,-0.3772263181333914,FLAT_SMOOTH,price_velocity_w__price_sigma_w,1h
2026-01-05,0.23108548644454063,UP_CHOPPY,price_velocity_w__price_sigma_w,1h
