ts,5m_vel_w,15m_vel_w,1h_vel_w,4h_vel_w,1D_vel_w,1h_mean_slope,4h_mean_slope,1h_vwap_slope,4h_vwap_slope,1h_z_se,4h_z_se
1770854525,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854530,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854535,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854540,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854545,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854550,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854555,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854560,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854565,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854570,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854575,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854580,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854587,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854590,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854595,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854600,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854605,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854610,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854615,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854620,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854625,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854630,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854635,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854640,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854645,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854650,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854655,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854660,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854665,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854670,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854675,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854680,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854685,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854690,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854695,-2.0,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854700,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854705,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854710,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854716,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854721,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854725,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854730,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854735,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854740,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854745,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854750,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854755,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854760,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854765,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854770,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854775,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854780,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854785,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854790,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854795,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854801,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854806,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854810,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854815,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854820,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854825,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854830,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854836,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854840,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854845,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854850,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854855,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854860,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854865,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854870,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854875,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854880,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854887,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854890,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854896,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854900,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854906,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854910,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854916,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854920,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854925,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854930,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854935,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854940,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854945,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854950,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854955,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854960,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854965,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854970,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854975,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854980,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854985,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854990,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770854995,-2.5833333333333335,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855000,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855006,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855010,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855015,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855020,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855025,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855030,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855035,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855040,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855046,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855050,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855055,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855060,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855065,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855070,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855075,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855080,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855085,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855090,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855095,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855102,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855105,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855110,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855116,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855120,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855126,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855130,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855135,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855141,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855146,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855150,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855155,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855160,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855165,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855170,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855175,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855180,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855185,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855190,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855195,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855201,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855205,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855210,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855216,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855220,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855226,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855231,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855235,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855240,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855245,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855250,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855255,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855260,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855265,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855270,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855275,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855280,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855288,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855292,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855296,-3.611111111111111,-6.166666666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855300,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855305,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855310,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855315,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855320,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855325,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855330,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855335,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855342,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855345,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855351,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855355,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855360,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855365,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855370,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855375,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855380,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855385,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855390,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855396,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855400,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855405,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855410,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855415,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
1770855420,-0.8055555555555556,-6.354166666666667,2.2916666666666665,7.069444444444445,180.0,,,,,-0.48531517827219894,-0.7833414165502846
