ts,day,depth,pattern,micro_z,macro_z,gate,gate1_dist,gate3_conv,oracle_label,oracle_dir,oracle_pnl,template_id,tier,pattern_dna,trade_direction,trade_result,trade_pnl,exit_reason,exit_signal_reason,exit_conviction,exit_wave_maturity
1770006600,2026_02,4,ROCHE_SNAP,2.03,0.0,gate1,0.0,0.0,MEGA,SHORT,103.0,,,,,,0.0,,,0.0,0.0
1770006600,2026_02,4,ROCHE_SNAP,2.03,0.0,gate1,0.0,0.0,MEGA,SHORT,103.0,,,,,,0.0,,,0.0,0.0
1770006600,2026_02,4,ROCHE_SNAP,2.03,0.0,gate1,0.0,0.0,MEGA,SHORT,103.0,,,,,,0.0,,,0.0,0.0
1770006600,2026_02,4,ROCHE_SNAP,2.03,0.0,gate1,0.0,0.0,MEGA,SHORT,103.0,,,,,,0.0,,,0.0,0.0
1770013500,2026_02,5,STRUCTURAL_DRIVE,2.69,0.0,score_loser,0.0,0.0,MEGA,SHORT,359.5,981216,3,,,,0.0,,,0.0,0.0
1770013500,2026_02,5,ROCHE_SNAP,2.69,0.0,gate4_confidence,5.0,0.0,MEGA,SHORT,359.5,981216,3,,,,0.0,,,0.0,0.0
1770013500,2026_02,5,STRUCTURAL_DRIVE,2.69,0.0,score_loser,0.0,0.0,MEGA,SHORT,359.5,981216,3,,,,0.0,,,0.0,0.0
1770013500,2026_02,5,ROCHE_SNAP,2.69,0.0,gate4_confidence,5.0,0.0,MEGA,SHORT,359.5,981216,3,,,,0.0,,,0.0,0.0
1770013500,2026_02,5,STRUCTURAL_DRIVE,2.69,0.0,score_loser,0.0,0.0,MEGA,SHORT,359.5,981216,3,,,,0.0,,,0.0,0.0
1770013500,2026_02,5,ROCHE_SNAP,2.69,0.0,gate4_confidence,5.0,0.0,MEGA,SHORT,359.5,981216,3,,,,0.0,,,0.0,0.0
1770013500,2026_02,5,STRUCTURAL_DRIVE,2.69,0.0,score_loser,0.0,0.0,MEGA,SHORT,359.5,981216,3,,,,0.0,,,0.0,0.0
1770013500,2026_02,5,ROCHE_SNAP,2.69,0.0,gate4_confidence,5.0,0.0,MEGA,SHORT,359.5,981216,3,,,,0.0,,,0.0,0.0
1770015300,2026_02,5,ROCHE_SNAP,2.03,0.0,gate4_confidence,5.0,0.0,MEGA,SHORT,462.0,981216,3,,,,0.0,,,0.0,0.0
1770015300,2026_02,5,ROCHE_SNAP,2.03,0.0,gate4_confidence,5.0,0.0,MEGA,SHORT,462.0,981216,3,,,,0.0,,,0.0,0.0
1770015300,2026_02,5,ROCHE_SNAP,2.03,0.0,gate4_confidence,5.0,0.0,MEGA,SHORT,462.0,981216,3,,,,0.0,,,0.0,0.0
1770015300,2026_02,5,ROCHE_SNAP,2.03,0.0,gate4_confidence,5.0,0.0,MEGA,SHORT,462.0,981216,3,,,,0.0,,,0.0,0.0
1770015600,2026_02,5,STRUCTURAL_DRIVE,2.2,0.0,score_loser,0.0,0.0,MEGA,SHORT,432.0,981216,3,,,,0.0,,,0.0,0.0
1770015600,2026_02,5,ROCHE_SNAP,2.2,0.0,gate4_confidence,5.0,0.0,MEGA,SHORT,432.0,981216,3,,,,0.0,,,0.0,0.0
1770015600,2026_02,5,STRUCTURAL_DRIVE,2.2,0.0,score_loser,0.0,0.0,MEGA,SHORT,432.0,981216,3,,,,0.0,,,0.0,0.0
1770015600,2026_02,5,ROCHE_SNAP,2.2,0.0,gate4_confidence,5.0,0.0,MEGA,SHORT,432.0,981216,3,,,,0.0,,,0.0,0.0
1770015600,2026_02,5,STRUCTURAL_DRIVE,2.2,0.0,score_loser,0.0,0.0,MEGA,SHORT,432.0,981216,3,,,,0.0,,,0.0,0.0
1770015600,2026_02,5,ROCHE_SNAP,2.2,0.0,gate4_confidence,5.0,0.0,MEGA,SHORT,432.0,981216,3,,,,0.0,,,0.0,0.0
1770015600,2026_02,5,STRUCTURAL_DRIVE,2.2,0.0,score_loser,0.0,0.0,MEGA,SHORT,432.0,981216,3,,,,0.0,,,0.0,0.0
1770015600,2026_02,5,ROCHE_SNAP,2.2,0.0,gate4_confidence,5.0,0.0,MEGA,SHORT,432.0,981216,3,,,,0.0,,,0.0,0.0
1770018300,2026_02,4,ROCHE_SNAP,2.02,0.0,gate1,0.0,0.0,MEGA,LONG,285.5,,,,,,0.0,,,0.0,0.0
1770018300,2026_02,5,STRUCTURAL_DRIVE,3.02,0.0,score_loser,0.0,0.0,MEGA,LONG,317.0,388276,3,,,,0.0,,,0.0,0.0
1770018300,2026_02,5,ROCHE_SNAP,3.02,0.0,gate4_confidence,5.0,0.0,MEGA,LONG,317.0,388276,3,,,,0.0,,,0.0,0.0
1770018300,2026_02,4,ROCHE_SNAP,2.02,0.0,gate1,0.0,0.0,MEGA,LONG,285.5,,,,,,0.0,,,0.0,0.0
1770018300,2026_02,5,STRUCTURAL_DRIVE,3.02,0.0,score_loser,0.0,0.0,MEGA,LONG,317.0,388276,3,,,,0.0,,,0.0,0.0
1770018300,2026_02,5,ROCHE_SNAP,3.02,0.0,gate4_confidence,5.0,0.0,MEGA,LONG,317.0,388276,3,,,,0.0,,,0.0,0.0
