feature,regime_2d,n,mean,std,median,p10,p90
L1_15s_price_accel_1b,UP_CHOPPY,3924,0.08301478083588175,6.722934245742918,0.0,-4.174999999999997,4.25
L1_15s_price_accel_1b,UP_SMOOTH,7146,-0.16666666666666666,5.080117392559285,0.0,-4.0,3.75
L1_15s_vol_velocity_1b,DOWN_CHOPPY,2988,4.140227576974565,207.98172630050897,-2.0,-73.0,50.30000000000018
L1_15s_vol_velocity_1b,DOWN_SMOOTH,4662,3.185971685971686,227.3679947909468,-1.0,-64.0,50.0
L1_15s_vol_velocity_1b,FLAT_CHOPPY,18315,4.103630903630903,179.1058975442727,-1.0,-58.0,45.0
L1_15s_vol_velocity_1b,FLAT_SMOOTH,9893,3.023956332760538,136.5900820624523,-1.0,-43.0,35.0
L1_15s_vol_velocity_1b,UP_CHOPPY,3924,7.502293577981652,197.61888781863934,-1.0,-55.0,51.0
L1_15s_vol_velocity_1b,UP_SMOOTH,7146,5.827176042541282,216.11029360268205,-1.0,-50.0,42.0
L1_15s_vol_accel_1b,DOWN_CHOPPY,2988,0.7965194109772423,213.20466635812744,3.0,-109.0,102.30000000000018
L1_15s_vol_accel_1b,DOWN_SMOOTH,4662,1.2619047619047619,246.2518274051649,3.0,-94.0,102.0
L1_15s_vol_accel_1b,FLAT_CHOPPY,18315,3.73005733005733,206.15804715420256,3.0,-85.0,96.0
L1_15s_vol_accel_1b,FLAT_SMOOTH,9893,3.662488628323057,153.96516929880886,3.0,-64.0,73.0
L1_15s_vol_accel_1b,UP_CHOPPY,3924,6.603211009174312,205.10476001190585,5.0,-79.0,97.0
L1_15s_vol_accel_1b,UP_SMOOTH,7146,3.7653232577665827,224.14133907119916,3.0,-75.0,85.0
L1_15s_bar_range,DOWN_CHOPPY,2988,3.768908969210174,3.6350128280664213,2.75,0.5,8.25
L1_15s_bar_range,DOWN_SMOOTH,4662,4.068318318318318,4.705275119358647,2.5,0.75,9.0
L1_15s_bar_range,FLAT_CHOPPY,18315,3.6316407316407315,4.262050919268952,2.25,0.5,8.25
L1_15s_bar_range,FLAT_SMOOTH,9893,2.6835894066511674,2.8755063943373225,1.75,0.5,5.75
L1_15s_bar_range,UP_CHOPPY,3924,3.819954128440367,5.564551155942635,2.25,0.5,8.0
L1_15s_bar_range,UP_SMOOTH,7146,3.1344458438287153,4.662674977991786,2.0,0.25,6.5
L1_15s_body,DOWN_CHOPPY,2988,-0.09370816599732262,3.1462649014512483,0.0,-3.0,2.75
L1_15s_body,DOWN_SMOOTH,4662,-0.10054697554697554,3.8699923829140794,0.0,-3.25,3.0
L1_15s_body,FLAT_CHOPPY,18315,-0.005937755937755937,3.3246711381356664,0.0,-2.75,2.75
L1_15s_body,FLAT_SMOOTH,9893,-0.0009602749418780956,2.448460153787561,0.0,-2.25,2.25
L1_15s_body,UP_CHOPPY,3924,0.011531600407747197,3.598896497790001,0.0,-2.5,2.75
L1_15s_body,UP_SMOOTH,7146,0.015708088441085923,3.335230841779885,0.0,-2.25,2.25
L1_5s_price_velocity_1b,DOWN_CHOPPY,2988,-0.09630187416331995,1.886275527369255,0.0,-2.0,1.75
L1_5s_price_velocity_1b,DOWN_SMOOTH,4662,-0.08998283998283998,2.439484357439598,0.0,-2.0,1.75
L1_5s_price_velocity_1b,FLAT_CHOPPY,18315,-0.03232323232323232,2.072167898461372,0.0,-2.0,1.75
L1_5s_price_velocity_1b,FLAT_SMOOTH,9893,-0.0053320529667441625,1.5167311015310518,0.0,-1.5,1.5
L1_5s_price_velocity_1b,UP_CHOPPY,3924,0.015035677879714576,2.4238130003927862,0.0,-1.5,1.75
L1_5s_price_velocity_1b,UP_SMOOTH,7146,0.028897285194514413,2.0083636429014513,0.0,-1.5,1.5
L1_5s_price_accel_1b,DOWN_CHOPPY,2988,-0.08709839357429719,2.8734114193454796,0.0,-3.0,2.75
L1_5s_price_accel_1b,DOWN_SMOOTH,4662,-0.07882882882882883,3.5119682400923837,0.0,-3.0,3.0
L1_5s_price_accel_1b,FLAT_CHOPPY,18315,-0.04318864318864319,3.1685681398988983,0.0,-3.0,2.75
L1_5s_price_accel_1b,FLAT_SMOOTH,9893,-0.005610027292024664,2.258001534631191,0.0,-2.25,2.25
L1_5s_price_accel_1b,UP_CHOPPY,3924,-0.007581549439347604,3.328184623074183,0.0,-2.5,2.5
L1_5s_price_accel_1b,UP_SMOOTH,7146,0.0378533445284075,3.102782350785792,0.0,-2.25,2.25
L1_5s_vol_velocity_1b,DOWN_CHOPPY,2988,7.241967871485944,116.31944928067907,0.0,-23.0,26.0
L1_5s_vol_velocity_1b,DOWN_SMOOTH,4662,6.547190047190047,112.94129792563542,0.0,-23.0,26.0
L1_5s_vol_velocity_1b,FLAT_CHOPPY,18315,4.992246792246792,94.47889614112138,0.0,-21.0,23.0
L1_5s_vol_velocity_1b,FLAT_SMOOTH,9893,3.975336096229657,72.62288551139204,0.0,-15.0,19.0
L1_5s_vol_velocity_1b,UP_CHOPPY,3924,6.444699286442406,103.07695562772396,0.0,-22.0,22.0
L1_5s_vol_velocity_1b,UP_SMOOTH,7146,6.179401063532046,124.30698923562291,0.0,-19.0,20.0
L1_5s_vol_accel_1b,DOWN_CHOPPY,2988,6.625167336010709,119.33390933614685,2.0,-40.0,46.0
L1_5s_vol_accel_1b,DOWN_SMOOTH,4662,5.883097383097383,113.40316718800922,2.0,-38.0,46.0
L1_5s_vol_accel_1b,FLAT_CHOPPY,18315,3.9307125307125306,103.32827754590173,1.0,-35.0,41.0
L1_5s_vol_accel_1b,FLAT_SMOOTH,9893,3.1729505711108863,79.48370416517913,1.0,-27.0,32.0
L1_5s_vol_accel_1b,UP_CHOPPY,3924,6.315239551478084,108.53424645356712,2.0,-37.0,39.0
L1_5s_vol_accel_1b,UP_SMOOTH,7146,4.564371676462357,123.50562688599368,1.0,-32.0,35.0
L1_5s_bar_range,DOWN_CHOPPY,2988,1.9308902275769746,2.207635336062553,1.25,0.0,4.5
L1_5s_bar_range,DOWN_SMOOTH,4662,2.103978978978979,2.9147918115069937,1.25,0.0,5.0
L1_5s_bar_range,FLAT_CHOPPY,18315,1.8512421512421513,2.5684094402150834,1.0,0.0,4.5
L1_5s_bar_range,FLAT_SMOOTH,9893,1.3366521783078944,1.7721086244826492,0.75,0.0,3.25
L1_5s_bar_range,UP_CHOPPY,3924,2.0004459734964324,3.6386650273312076,1.0,0.0,4.5
L1_5s_bar_range,UP_SMOOTH,7146,1.5971522530086761,2.6752824889813165,1.0,0.0,3.5
L1_5s_body,DOWN_CHOPPY,2988,-0.07312583668005354,1.730433394771769,0.0,-1.75,1.5
L1_5s_body,DOWN_SMOOTH,4662,-0.060274560274560275,2.2721147502797288,0.0,-1.75,1.5
L1_5s_body,FLAT_CHOPPY,18315,-0.03048048048048048,1.8742374485451654,0.0,-1.5,1.5
L1_5s_body,FLAT_SMOOTH,9893,-0.007202062064085717,1.3810151066280667,0.0,-1.25,1.25
L1_5s_body,UP_CHOPPY,3924,0.0031855249745158,2.361176727686277,0.0,-1.5,1.5
L1_5s_body,UP_SMOOTH,7146,0.045689896445563954,1.825494258015527,0.0,-1.25,1.25
L2_1D_price_velocity_w,DOWN_CHOPPY,2988,-2.8377510040160634,125.47363424142608,-13.7,-124.75,74.75
L2_1D_price_velocity_w,DOWN_SMOOTH,4482,-33.36184738955823,134.6192797029134,-13.2,-197.1,94.6
L2_1D_price_velocity_w,FLAT_CHOPPY,18039,4.595764731969618,111.83656544419135,24.3,-142.2,131.8
L2_1D_price_velocity_w,FLAT_SMOOTH,9402,67.61148691767707,105.54323928077152,49.7,-50.45,249.6
L2_1D_price_velocity_w,UP_CHOPPY,3924,-17.06697247706421,150.49675276334116,5.2,-197.1,94.6
L2_1D_price_velocity_w,UP_SMOOTH,6978,4.822055030094579,112.42008144780877,22.05,-134.45,116.8
L2_1D_price_accel_w,DOWN_CHOPPY,2988,-13.643775100401603,113.72128206591789,4.15,-106.3,113.1
L2_1D_price_accel_w,DOWN_SMOOTH,4386,-20.995827633378937,64.16570381341818,-34.9,-95.65,56.25
L2_1D_price_accel_w,FLAT_CHOPPY,17859,2.2816227112380316,95.97521122510743,-3.95,-64.75,112.4
L2_1D_price_accel_w,FLAT_SMOOTH,9402,-3.0714741544352253,73.29711350483342,-1.35,-80.85,94.95
L2_1D_price_accel_w,UP_CHOPPY,3924,0.11422018348623987,58.61618530611121,-7.4,-78.0,76.65
L2_1D_price_accel_w,UP_SMOOTH,6978,20.535941530524504,82.5618089317921,7.8,-69.0,103.8
L2_1D_vol_velocity_w,DOWN_CHOPPY,2988,-15652.657028112444,204462.18615412456,2537.2,-233409.4,241036.2
L2_1D_vol_velocity_w,DOWN_SMOOTH,4482,-25420.55287817939,213426.25029370797,-31294.0,-337649.0,178433.0
L2_1D_vol_velocity_w,FLAT_CHOPPY,18039,-25948.595354509678,149477.6431528982,-11438.0,-208666.2,138306.4
L2_1D_vol_velocity_w,FLAT_SMOOTH,9402,-117357.77932354818,170715.27414919753,-85687.4,-323167.2,31525.0
L2_1D_vol_velocity_w,UP_CHOPPY,3924,-54027.38165137615,160971.03520610597,-1542.4,-249108.4,115094.6
L2_1D_vol_velocity_w,UP_SMOOTH,6978,-61524.127773000866,146122.35532789843,-48831.2,-240396.2,93323.6
L2_1D_vol_accel_w,DOWN_CHOPPY,2988,43432.089959839344,213194.51134738073,50752.4,-187953.4,240290.8
L2_1D_vol_accel_w,DOWN_SMOOTH,4386,-103461.86238030095,377678.6789086828,50647.6,-811839.4,310490.8
L2_1D_vol_accel_w,FLAT_CHOPPY,17859,8650.150153983983,219052.05585770015,30827.4,-187953.4,256414.2
L2_1D_vol_accel_w,FLAT_SMOOTH,9402,-134970.78455647736,352013.6330459185,-18802.2,-684182.2,255227.8
L2_1D_vol_accel_w,UP_CHOPPY,3924,-52772.5229357798,317637.5331343323,68707.4,-532305.4,247566.0
L2_1D_vol_accel_w,UP_SMOOTH,6978,-92838.58022355975,243139.72559293275,-42288.2,-460425.0,182635.8
L2_1D_price_mean_w,DOWN_CHOPPY,2988,21580.247389558233,1738.6726906963145,21448.55,19264.25,23638.75
L2_1D_price_mean_w,DOWN_SMOOTH,4662,21672.27882882883,1318.3796865424918,21448.25,19799.9,23541.95
L2_1D_price_mean_w,FLAT_CHOPPY,18135,21620.899636062863,1539.0658482888457,21719.45,19622.95,23555.2
L2_1D_price_mean_w,FLAT_SMOOTH,9402,21346.310784939375,1749.9227887106706,21659.4,18666.15,23572.6
L2_1D_price_mean_w,UP_CHOPPY,3924,21778.86467889908,1442.104079563001,21493.4,20151.7,23504.15
L2_1D_price_mean_w,UP_SMOOTH,6978,21716.28766122098,1843.3885527625134,21775.65,18469.65,23620.65
L2_1D_price_sigma_w,DOWN_CHOPPY,2988,229.99953654669162,93.83545752507011,209.28698896491392,126.93829701866966,347.6115558349578
L2_1D_price_sigma_w,DOWN_SMOOTH,4662,228.13715908134617,187.44478242649967,220.35706818706768,63.12472772218507,468.5417203942462
L2_1D_price_sigma_w,FLAT_CHOPPY,18135,208.6811799907219,193.56824104388224,147.6875290943687,64.5724883367522,421.7023757936396
L2_1D_price_sigma_w,FLAT_SMOOTH,9402,216.10744340998167,170.26464144372127,167.43306498419003,71.68564186781059,408.2223429088614
L2_1D_price_sigma_w,UP_CHOPPY,3924,224.50019127970305,250.08744276958805,176.19437065354842,71.33613214914304,390.54295538391165
L2_1D_price_sigma_w,UP_SMOOTH,6978,228.12163194639763,159.43246939166218,189.70590726174026,79.7316985269974,363.14931502069504
L2_1D_vol_mean_w,DOWN_CHOPPY,2988,1361096.6602409638,379709.0268805441,1221155.8,917356.8,1995525.2
L2_1D_vol_mean_w,DOWN_SMOOTH,4662,1209614.8368082368,421026.3095671153,1054920.4,808300.8,2011316.4
L2_1D_vol_mean_w,FLAT_CHOPPY,18135,1171845.571998897,494271.67180491355,1051259.0,653572.0,2015144.4
L2_1D_vol_mean_w,FLAT_SMOOTH,9402,1199967.931716656,394869.20786732127,1101118.2,819801.2,1633690.6
L2_1D_vol_mean_w,UP_CHOPPY,3924,1209556.0305810398,328170.1646160781,1101118.2,971027.6,1649373.4
L2_1D_vol_mean_w,UP_SMOOTH,6978,1237963.094411006,373648.3122068703,1210999.4,877345.2,1530528.2
L2_1D_vol_sigma_w,DOWN_CHOPPY,2988,850259.8337387148,246292.81967611768,840044.5342192877,493481.15019035933,1168565.2890013463
L2_1D_vol_sigma_w,DOWN_SMOOTH,4662,724401.7314963163,236349.36591965493,631681.9442253356,485490.0811707691,1097448.715208278
L2_1D_vol_sigma_w,FLAT_CHOPPY,18135,720673.5992242409,239702.34059755082,641558.9327265266,495040.3227445215,1102634.710188646
L2_1D_vol_sigma_w,FLAT_SMOOTH,9402,668747.9661866083,199608.03644351353,631345.0874070376,491210.6285213096,893432.2158917822
L2_1D_vol_sigma_w,UP_CHOPPY,3924,701268.1450798425,165787.67496960555,670690.6459616832,543880.9104912583,952538.1797278784
L2_1D_vol_sigma_w,UP_SMOOTH,6978,721790.1883613265,214764.23083609692,713890.4065343643,468382.8853021852,992699.6156247368
L2_1D_vwap_w,DOWN_CHOPPY,2988,21537.460030450544,1765.1366548188148,21462.168364042303,19068.58565892311,23542.172227389987
L2_1D_vwap_w,DOWN_SMOOTH,4662,21676.094624484813,1328.3218998175403,21449.22093341074,19803.178705556766,23554.57052624494
L2_1D_vwap_w,FLAT_CHOPPY,18135,21632.775974134416,1529.5353825885754,21710.93994522763,19639.96535681047,23561.566654048856
L2_1D_vwap_w,FLAT_SMOOTH,9402,21347.435171265308,1749.8869325935639,21660.670981483723,18605.587514355222,23581.559486987353
L2_1D_vwap_w,UP_CHOPPY,3924,21789.002529356254,1409.481416039245,21469.662309248706,20078.108033863715,23492.506168310767
L2_1D_vwap_w,UP_SMOOTH,6978,21716.138596123947,1819.6411676119337,21756.338241917645,18534.6690781653,23585.444149434672
L2_4h_price_velocity_w,DOWN_CHOPPY,2988,-2.395424289751599,24.442520436156713,3.0277777777777777,-34.27777777777778,29.444444444444443
L2_4h_price_velocity_w,DOWN_SMOOTH,4662,-13.770904833404833,32.46221210013798,-7.222222222222222,-46.236111111111114,15.25
L2_4h_price_velocity_w,FLAT_CHOPPY,18087,0.9148198829116059,26.440134602516657,2.8194444444444446,-33.75,28.430555555555557
L2_4h_price_velocity_w,FLAT_SMOOTH,9402,11.621735328180764,27.333705589024625,9.694444444444445,-23.34722222222222,38.02777777777778
L2_4h_price_velocity_w,UP_CHOPPY,3924,-1.7694670970664854,36.61316673704859,8.416666666666666,-30.680555555555557,23.26388888888889
L2_4h_price_velocity_w,UP_SMOOTH,6978,11.01928680615267,28.55931433951846,10.75,-26.40277777777778,36.56944444444444
L2_4h_price_accel_w,DOWN_CHOPPY,2988,-0.8230421686746991,8.611503511639343,-0.06944444444444445,-10.527777777777779,10.5
L2_4h_price_accel_w,DOWN_SMOOTH,4662,-4.370561037227704,8.705411895895304,-2.5694444444444446,-13.708333333333334,3.7916666666666665
L2_4h_price_accel_w,FLAT_CHOPPY,18039,-0.4823068536689027,9.709481718712901,-0.16666666666666666,-9.875,9.694444444444445
L2_4h_price_accel_w,FLAT_SMOOTH,9402,-1.4583289016521306,11.987781216116039,-0.3472222222222222,-8.319444444444445,6.583333333333333
L2_4h_price_accel_w,UP_CHOPPY,3924,2.790541114509004,9.254353583476009,1.9027777777777777,-5.416666666666667,13.680555555555555
L2_4h_price_accel_w,UP_SMOOTH,6978,4.76318628387631,12.894894292368413,1.125,-4.138888888888889,18.52777777777778
L2_4h_vol_velocity_w,DOWN_CHOPPY,2988,-854.2305332440884,18274.690028223406,-179.88888888888889,-19108.333333333332,17575.11111111111
L2_4h_vol_velocity_w,DOWN_SMOOTH,4662,2984.8764717098043,10527.101293123511,1443.5,-3189.1111111111113,15245.222222222223
L2_4h_vol_velocity_w,FLAT_CHOPPY,18087,543.7385691380549,15065.732454388359,156.22222222222223,-13354.222222222223,16029.0
L2_4h_vol_velocity_w,FLAT_SMOOTH,9402,-2583.6529698172967,12001.361912061539,-542.6111111111111,-15442.777777777777,5680.111111111111
L2_4h_vol_velocity_w,UP_CHOPPY,3924,-915.7490089477859,13555.438633815695,-554.9444444444445,-21926.444444444445,16416.11111111111
L2_4h_vol_velocity_w,UP_SMOOTH,6978,-2485.693982675711,14089.016567152921,-801.7222222222222,-18120.11111111111,8454.111111111111
L2_4h_vol_accel_w,DOWN_CHOPPY,2988,-150.63572809757548,21389.453871715432,-1046.0,-32100.333333333332,38449.22222222222
L2_4h_vol_accel_w,DOWN_SMOOTH,4662,691.1964345297679,12910.233082275357,288.3888888888889,-18406.055555555555,14010.666666666666
L2_4h_vol_accel_w,FLAT_CHOPPY,18039,-131.38203337213815,19303.6549677625,-421.72222222222223,-23828.722222222223,23071.88888888889
L2_4h_vol_accel_w,FLAT_SMOOTH,9402,-315.85989387600785,16453.32646604239,96.16666666666667,-27180.5,19145.055555555555
L2_4h_vol_accel_w,UP_CHOPPY,3924,-600.6811926605507,20342.410842741032,-708.2777777777778,-25766.944444444445,25094.944444444445
L2_4h_vol_accel_w,UP_SMOOTH,6978,-643.238193051177,18464.24525621012,-359.55555555555554,-22456.11111111111,19901.444444444445
L2_4h_price_mean_w,DOWN_CHOPPY,2988,21559.765934106796,1750.405959812842,21364.069444444445,19243.833333333332,23614.291666666668
L2_4h_price_mean_w,DOWN_SMOOTH,4662,21685.606555960723,1328.881926296546,21498.055555555555,19865.291666666668,23577.958333333332
L2_4h_price_mean_w,FLAT_CHOPPY,18135,21637.156262445238,1551.7776397049358,21755.791666666668,19556.527777777777,23559.444444444445
L2_4h_price_mean_w,FLAT_SMOOTH,9402,21390.81600989151,1746.624227300266,21692.25,18759.13888888889,23598.86111111111
L2_4h_price_mean_w,UP_CHOPPY,3924,21789.874918592137,1455.2921512858659,21542.86111111111,20309.055555555555,23476.01388888889
L2_4h_price_mean_w,UP_SMOOTH,6978,21722.497563771853,1858.999993383517,21804.916666666668,18543.583333333332,23665.13888888889
L2_4h_price_sigma_w,DOWN_CHOPPY,2988,167.91650878591906,69.77952668578088,166.53592482265185,93.08512272930305,244.94423468327471
L2_4h_price_sigma_w,DOWN_SMOOTH,4662,183.1818881455445,135.00162041541046,150.7447443235633,67.63765919350307,270.2503215823424
L2_4h_price_sigma_w,FLAT_CHOPPY,18135,176.1817126136309,151.22570337626988,134.9371010576041,65.44848420679672,336.0910073728961
L2_4h_price_sigma_w,FLAT_SMOOTH,9402,162.69752883611008,104.17081730781277,131.5151802913216,64.56573289585648,311.59084219722587
L2_4h_price_sigma_w,UP_CHOPPY,3924,196.6381025674323,197.72384779814118,140.21890055741207,72.5031045086946,293.9698099856625
L2_4h_price_sigma_w,UP_SMOOTH,6978,189.3904654833565,125.81622285578617,145.0439982829641,71.87244880382764,377.49047649546236
L2_4h_vol_mean_w,DOWN_CHOPPY,2988,273041.874497992,74195.37955705044,264423.1666666667,189075.88888888888,400022.44444444444
L2_4h_vol_mean_w,DOWN_SMOOTH,4662,259000.81791315126,92116.87292947734,232103.05555555556,158366.55555555556,410088.55555555556
L2_4h_vol_mean_w,FLAT_CHOPPY,18135,237057.42224979322,105416.06614510353,218520.44444444444,112514.61111111111,417065.22222222225
L2_4h_vol_mean_w,FLAT_SMOOTH,9402,233134.79211869815,78212.89370697371,220535.88888888888,146209.83333333334,332640.55555555556
L2_4h_vol_mean_w,UP_CHOPPY,3924,243398.28665477404,81608.35169076739,212304.27777777778,188721.66666666666,361243.0
L2_4h_vol_mean_w,UP_SMOOTH,6978,245734.76685455878,84275.83417892814,247001.44444444444,154918.44444444444,318979.27777777775
L2_4h_vol_sigma_w,DOWN_CHOPPY,2988,288499.1681327087,60783.128494028446,273000.6582060345,218476.82392182315,372208.1961061771
L2_4h_vol_sigma_w,DOWN_SMOOTH,4662,261052.9456369432,82033.27041847011,246849.4625851257,162326.24930258136,401229.19067348127
L2_4h_vol_sigma_w,FLAT_CHOPPY,18135,249535.6206083669,92832.39269130662,238469.02808889752,163276.10959902895,376307.1656326219
L2_4h_vol_sigma_w,FLAT_SMOOTH,9402,245770.39503356494,69245.87229133953,234792.55876897174,169331.2185732641,331797.57469971717
L2_4h_vol_sigma_w,UP_CHOPPY,3924,254642.2620559057,56105.65127390339,238469.02808889752,208139.22984080206,336014.76472493523
L2_4h_vol_sigma_w,UP_SMOOTH,6978,257509.86641697967,74749.5809158259,257620.28747049862,181900.9865863431,320547.79693279846
L2_4h_vwap_w,DOWN_CHOPPY,2988,21543.204937965285,1746.7832921838508,21400.681712428403,19307.702338715993,23605.41596973408
L2_4h_vwap_w,DOWN_SMOOTH,4662,21656.26979811605,1325.5677348196039,21462.221926693554,19851.07395778202,23541.25284942579
L2_4h_vwap_w,FLAT_CHOPPY,18135,21637.722213266356,1561.6064883570943,21749.95477139333,19529.204644077585,23562.771095884473
L2_4h_vwap_w,FLAT_SMOOTH,9402,21379.82618731678,1752.8594455091056,21698.392857480623,18655.754767380786,23587.86702680496
L2_4h_vwap_w,UP_CHOPPY,3924,21785.877535930224,1455.604227234576,21553.151784759775,20343.70951658714,23529.402892081096
L2_4h_vwap_w,UP_SMOOTH,6978,21720.707437762903,1845.3223037048438,21828.489840376547,18612.208236945073,23661.81413810468
L2_1h_price_velocity_w,DOWN_CHOPPY,2988,-8.293751394466756,13.428977584098364,-7.416666666666667,-26.020833333333332,8.333333333333334
L2_1h_price_velocity_w,DOWN_SMOOTH,4662,-16.130943443443446,24.291073568675507,-11.145833333333334,-41.979166666666664,8.083333333333334
L2_1h_price_velocity_w,FLAT_CHOPPY,18315,-0.9119778869778872,15.855633744676481,-0.4375,-16.25,14.375
L2_1h_price_velocity_w,FLAT_SMOOTH,9738,1.013803313479838,15.933164187669107,0.8958333333333334,-13.729166666666666,13.5
L2_1h_price_velocity_w,UP_CHOPPY,3924,9.521858010533467,19.489247521168647,7.541666666666667,-5.208333333333333,28.583333333333332
L2_1h_price_velocity_w,UP_SMOOTH,7146,14.706409179960817,24.910270559619555,10.9375,-3.2708333333333335,31.145833333333332
L2_1h_price_accel_w,DOWN_CHOPPY,2988,-0.5296254462293618,7.179507578472192,-0.2708333333333333,-9.208333333333334,7.291666666666667
L2_1h_price_accel_w,DOWN_SMOOTH,4662,-1.3859439796939799,8.674595601499657,-0.7916666666666666,-10.229166666666666,6.875
L2_1h_price_accel_w,FLAT_CHOPPY,18315,-0.06948994448994443,8.259251169897581,0.14583333333333334,-7.75,8.020833333333334
L2_1h_price_accel_w,FLAT_SMOOTH,9726,-0.12966104599355677,6.440326235463767,-0.1875,-6.041666666666667,5.270833333333333
L2_1h_price_accel_w,UP_CHOPPY,3924,0.8092560737342847,9.281155834575111,0.125,-6.833333333333333,7.666666666666667
L2_1h_price_accel_w,UP_SMOOTH,7146,1.059459254594645,8.102494297815417,0.4166666666666667,-5.875,7.979166666666667
L2_1h_vol_velocity_w,DOWN_CHOPPY,2988,968.6076249442216,11436.586530668621,40.0,-14482.666666666666,16789.083333333332
L2_1h_vol_velocity_w,DOWN_SMOOTH,4662,-154.19358644358627,13059.366479225328,128.91666666666666,-17026.799999999996,17287.083333333332
L2_1h_vol_velocity_w,FLAT_CHOPPY,18315,524.6843070343072,11265.103324069643,76.41666666666667,-14056.916666666666,15444.833333333334
L2_1h_vol_velocity_w,FLAT_SMOOTH,9738,-899.3490706510577,9599.403820635327,-177.33333333333334,-13723.166666666666,11346.916666666666
L2_1h_vol_velocity_w,UP_CHOPPY,3924,-89.520790859667,11022.114572657862,-347.6666666666667,-13577.583333333334,13882.25
L2_1h_vol_velocity_w,UP_SMOOTH,7146,-383.8969236869111,10014.269633104794,-111.91666666666667,-12731.083333333334,12445.916666666666
L2_1h_vol_accel_w,DOWN_CHOPPY,2988,238.80920905845616,6092.406541972173,195.33333333333334,-6650.75,7876.0
L2_1h_vol_accel_w,DOWN_SMOOTH,4662,-187.3403045903046,8015.600143522828,114.25,-11035.666666666666,8530.5
L2_1h_vol_accel_w,FLAT_CHOPPY,18315,37.96489216489219,6487.444363337718,-49.916666666666664,-7367.0,7473.5
L2_1h_vol_accel_w,FLAT_SMOOTH,9726,-202.0912416889437,5658.299931655569,-101.83333333333333,-6646.791666666666,5684.75
L2_1h_vol_accel_w,UP_CHOPPY,3924,162.06305215766227,7179.55377693531,-127.16666666666667,-7507.0,7515.833333333333
L2_1h_vol_accel_w,UP_SMOOTH,7146,91.59216111577578,6150.41112436731,-7.0,-7267.833333333333,6499.75
L2_1h_price_mean_w,DOWN_CHOPPY,2988,21552.988363174925,1808.7483693922084,21454.854166666668,18940.854166666668,23731.833333333332
L2_1h_price_mean_w,DOWN_SMOOTH,4662,21582.940015908764,1464.2200248183767,21585.520833333332,19633.3125,23603.604166666668
L2_1h_price_mean_w,FLAT_CHOPPY,18315,21646.670295295295,1563.3961964338025,21688.0625,19487.041666666668,23589.854166666668
L2_1h_price_mean_w,FLAT_SMOOTH,9750,21469.123732905988,1694.8137387388063,21755.4375,18928.166666666668,23715.645833333332
L2_1h_price_mean_w,UP_CHOPPY,3924,21757.79063137105,1627.2878773880343,21562.458333333332,20624.270833333332,23506.5625
L2_1h_price_mean_w,UP_SMOOTH,7146,21797.62429156171,1802.5366425061954,21715.791666666668,19081.020833333332,23757.791666666668
L2_1h_price_sigma_w,DOWN_CHOPPY,2988,67.06588152411565,40.22982929272981,57.38781876342961,22.476713539019702,127.98612762184956
L2_1h_price_sigma_w,DOWN_SMOOTH,4662,98.37152757718401,86.60566577321507,76.15708447118702,23.605772197930868,195.11109888750798
L2_1h_price_sigma_w,FLAT_CHOPPY,18315,68.44898188329128,56.67642626011685,56.33759173433173,22.526247316892757,122.3847014602526
L2_1h_price_sigma_w,FLAT_SMOOTH,9750,57.5300150013101,61.322231513561064,39.15954158273175,19.857255753517556,117.97649194443422
L2_1h_price_sigma_w,UP_CHOPPY,3924,72.56554208973066,63.37483864421592,51.35819602792162,22.275000850253363,151.06062367975036
L2_1h_price_sigma_w,UP_SMOOTH,7146,84.94988689806685,112.21868323262741,55.339187407105904,18.30869556613287,167.58437918770136
L2_1h_vol_mean_w,DOWN_CHOPPY,2988,67551.39351851851,44555.13199541923,58801.583333333336,17982.083333333332,130767.75
L2_1h_vol_mean_w,DOWN_SMOOTH,4662,80304.81106106105,53307.16886599153,75452.16666666667,16195.333333333334,151826.0
L2_1h_vol_mean_w,FLAT_CHOPPY,18315,65569.05477750477,47802.56769513832,57187.416666666664,13246.616666666669,132957.08333333334
L2_1h_vol_mean_w,FLAT_SMOOTH,9750,59326.908017094014,41434.53808080196,53014.416666666664,14720.0,121588.41666666667
L2_1h_vol_mean_w,UP_CHOPPY,3924,66038.35389058784,42042.67696583841,62234.083333333336,20287.583333333332,111448.66666666667
L2_1h_vol_mean_w,UP_SMOOTH,7146,60413.52937540815,39956.252759041585,55923.833333333336,15261.916666666666,115298.25
L2_1h_vol_sigma_w,DOWN_CHOPPY,2988,61373.45666139518,39598.14131333101,57904.64566122061,7261.294280552736,111681.66541179226
L2_1h_vol_sigma_w,DOWN_SMOOTH,4662,71798.64220182342,45464.955090468335,70585.07992143348,6958.422500608144,134647.4982371197
L2_1h_vol_sigma_w,FLAT_CHOPPY,18315,59165.30660336669,41438.69561660682,61048.802039967595,6374.2096527310505,110678.77433320951
L2_1h_vol_sigma_w,FLAT_SMOOTH,9750,52149.31891478288,35374.92718024137,56326.56623708396,6399.191967811959,101597.20951235309
L2_1h_vol_sigma_w,UP_CHOPPY,3924,60292.20642311503,40095.753957575995,59578.355521417034,8497.129192565659,109288.91821639141
L2_1h_vol_sigma_w,UP_SMOOTH,7146,55217.2346128031,36451.33387570335,56819.533042357136,7249.357808026024,102061.26999221713
