**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

feature,n_transitions,pre_mean,post_mean,delta_mean,abs_delta_mean
L1_15m_vol_accel_1b,162,-63.117541152263385,-40.777006172839506,22.340534979423865,573.8703703703703
L1_15m_bar_range,162,25.46347736625514,33.66962448559671,8.206147119341566,10.486496913580247
L1_15m_body,162,0.1804269547325104,0.8543595679012346,0.6739326131687242,7.937564300411524
L1_5m_price_velocity_1b,162,-0.029642489711934148,0.40644290123456783,0.43608539094650184,3.2505144032921813
L1_5m_price_accel_1b,162,-0.05523405349794237,-0.09587191358024694,-0.04063786008230454,1.2425411522633745
L1_5m_vol_velocity_1b,162,-40.31507201646091,15.640946502057615,55.95601851851852,131.92463991769546
L1_5m_vol_accel_1b,162,-13.49562757201646,-0.7368827160493818,12.75874485596708,116.15380658436214
L1_5m_bar_range,162,14.70801183127572,19.05896347736626,4.350951646090535,5.518389917695473
L1_5m_body,162,-0.03761574074074072,0.12789351851851846,0.16550925925925936,2.9179526748971196
L1_1m_price_velocity_1b,162,0.1309156378600823,-0.05999228395061726,-0.19090792181069957,1.057934670781893
L1_1m_price_accel_1b,162,0.1270576131687243,-0.20904063786008228,-0.3360982510288066,1.4047710905349795
L1_1m_vol_velocity_1b,162,32.155092592592595,-7.924382716049381,-40.079475308641975,77.89223251028807
L1_1m_vol_accel_1b,162,42.81430041152263,15.26466049382716,-27.549639917695476,108.48688271604938
L1_1m_bar_range,162,6.041152263374486,7.598186728395062,1.557034465020576,2.229616769547325
L1_1m_body,162,0.1286008230452675,-0.04938271604938273,-0.17798353909465017,1.0432098765432098
L1_15s_price_velocity_1b,162,0.06616512345679011,-0.048804012345679,-0.11496913580246913,0.5936213991769547
L1_15s_price_accel_1b,162,-0.034079218106995886,-0.06333590534979422,-0.029256687242798323,0.9766589506172839
L1_15s_vol_velocity_1b,162,15.812757201646093,-1.056069958847737,-16.868827160493826,21.303497942386834
L1_15s_vol_accel_1b,162,7.246399176954732,-0.7150205761316871,-7.96141975308642,16.719650205761315
L1_15s_bar_range,162,2.281571502057613,2.9489454732510287,0.6673739711934156,1.0398019547325101
L1_15s_body,162,0.07548868312757202,-0.02816358024691358,-0.1036522633744856,0.5528549382716049
L1_5s_price_velocity_1b,162,-0.01549639917695474,-0.009323559670781892,0.006172839506172839,0.34503600823045266
L1_5s_price_accel_1b,162,-0.07053755144032921,0.0012217078189300458,0.07175925925925926,0.561985596707819
L1_5s_vol_velocity_1b,162,10.852623456790123,0.8425925925925926,-10.010030864197532,13.081018518518519
L1_5s_vol_accel_1b,162,9.323559670781892,0.5614711934156378,-8.762088477366255,12.541923868312757
L1_5s_bar_range,162,1.0877057613168724,1.3891460905349795,0.301440329218107,0.5859053497942386
L1_5s_body,162,0.017489711934156382,-0.007973251028806586,-0.02546296296296297,0.28793724279835387
L2_1D_price_velocity_w,158,12.24398734177215,13.311234177215194,1.0672468354430376,9.053955696202529
L2_1D_price_accel_w,157,-1.769426751592355,2.0966560509554157,3.866082802547771,11.247611464968152
L2_1D_vol_velocity_w,158,-56638.058227848094,-17807.790506329115,38830.26772151898,43248.601898734174
L2_1D_vol_accel_w,157,-49805.99872611465,-17123.44267515923,32682.556050955413,45248.52292993631
L2_1D_price_mean_w,159,21626.074213836477,21630.35471698113,4.280503144654171,18.875157232704368
L2_1D_price_sigma_w,159,218.4899911317572,216.4138305934617,-2.0761605382954724,12.718960999447837
L2_1D_vol_mean_w,159,1191180.7421383648,1233245.0100628932,42064.267924528314,42233.51572327045
L2_1D_vol_sigma_w,159,713155.3264696131,651745.1948821427,-61410.13158747036,61645.28932737375
L2_1D_vwap_w,159,21632.50848151406,21632.05568931881,-0.4527921952489718,10.204430454977635
L2_4h_price_velocity_w,159,2.484749883531331,2.7042496505939915,0.21949976706266067,3.184602841835546
L2_4h_price_accel_w,158,-0.192939082278481,0.23804866971401778,0.430987751992499,5.291827824660103
L2_4h_vol_velocity_w,159,39.60490915443739,-1045.4393343815516,-1085.044243535989,2687.509390286513
L2_4h_vol_accel_w,158,-21.649173699015613,-973.5909663619315,-951.941792662916,4906.375542076887
L2_4h_price_mean_w,159,21646.208187747496,21648.16637549499,1.9581877474958684,15.822385278360029
L2_4h_price_sigma_w,159,174.27926891374784,174.23821301255643,-0.04105590119144167,8.98119127485368
L2_4h_vol_mean_w,159,246361.07012869793,245192.15065222455,-1168.919476473327,2331.7835575355225
L2_4h_vol_sigma_w,159,254437.7560319359,254228.3181632969,-209.43786863899632,1568.61169390063
L2_4h_vwap_w,159,21635.071996063147,21637.02842159127,1.956425528115899,8.540133752489902
L2_1h_price_velocity_w,162,0.7695419667352544,0.5757083762002744,-0.19383359053497962,7.1039201817558295
L2_1h_price_accel_w,162,0.1734503600823045,0.12939386145404674,-0.044056498628257675,5.208419067215364
L2_1h_vol_velocity_w,162,-7378.644075788751,-5830.362182784637,1548.281893004115,4619.037637174211
L2_1h_vol_accel_w,162,4201.556691529492,388.4699717078189,-3813.086719821674,4280.368098422497
L2_1h_price_mean_w,162,21658.868623542523,21659.89127872085,1.022655178326058,25.047260802469022
L2_1h_price_sigma_w,162,74.09022208974865,64.89375732506252,-9.196464764686134,17.6221670970438
L2_1h_vol_mean_w,162,58340.89861968451,46277.30514831962,-12063.593471364882,14123.476358882031
L2_1h_vol_sigma_w,162,55986.92917013739,45769.97575865345,-10216.953411483943,10419.035474998293
L2_1h_vwap_w,162,21656.889495510928,21658.55930067348,1.6698051625509474,33.83354431052186
L2_15m_price_velocity_w,162,-0.14388288751714684,0.7889874828532236,0.9328703703703703,4.7594735939643344
L2_15m_price_accel_w,162,0.02989433299039781,0.1754704646776406,0.14557613168724282,1.0083054698216736
L2_15m_vol_velocity_w,162,-121.32463134430726,-57.35258058984908,63.97205075445817,400.43844307270234
L2_15m_vol_accel_w,162,-2.2746699245541797,11.167716906721541,13.44238683127572,95.38112997256516
L2_15m_price_mean_w,162,21661.729193458505,21664.209415723595,2.480222265089056,28.16011338305905
L2_15m_price_sigma_w,162,19.83100584337033,30.947103956821586,11.116098113451251,15.48855938583241
L2_15m_vol_mean_w,162,7862.3255958504815,7206.844242969821,-655.4813528806584,3491.7004029492455
L2_15m_vol_sigma_w,162,2865.467516422444,4465.558972369062,1600.0914559466169,1815.0262103075772
L2_15m_vwap_w,162,21660.532986514034,21666.47339483769,5.940408323653735,34.10913397608754
L2_5m_price_velocity_w,162,0.023212448559670744,0.4924125514403291,0.46920010288065855,2.951638946044811
L2_5m_price_accel_w,162,-0.006987311385459536,-0.004443872885230905,0.00254343850022863,0.24619913122999537
L2_5m_vol_velocity_w,162,-35.6640374942844,20.78509373571102,56.44913122999543,90.57355967078188
L2_5m_vol_accel_w,162,-1.4310128029263824,-1.5703303612254231,-0.13931755829904025,16.90257773205304
L2_5m_price_mean_w,162,21661.348108139002,21669.356202846364,8.008094707361293,46.16983167581182
L2_5m_price_sigma_w,162,10.333191640125294,16.27884179534142,5.945650155216125,7.116253074210332
L2_5m_vol_mean_w,162,2526.1604080932784,2271.3439357567445,-254.81647233653393,1800.54561042524
L2_5m_vol_sigma_w,162,1102.4727308574636,1015.1857355971894,-87.28699526027405,781.8795728373715
L2_5m_vwap_w,162,21661.131739511322,21669.626860626526,8.495121115206272,48.900417758915104
L2_1m_price_velocity_w,162,0.004711076817558301,0.09628772290809329,0.09157664609053497,0.6210776748971194
L2_1m_price_accel_w,162,-0.004338134430727022,-0.0029706790123456782,0.0013674554183813433,0.03875600137174211
L2_1m_vol_velocity_w,162,-1.2176611796982166,0.5682270233196159,1.7858882030178325,4.230641289437585
L2_1m_vol_accel_w,162,0.3574931412894377,-0.08424211248285329,-0.4417352537722911,2.1741426611796983
L2_1m_price_mean_w,162,21661.373512517148,21670.822436556926,9.448924039780549,49.98134002057614
L2_1m_price_sigma_w,162,5.975415787048216,8.49238534183932,2.516969554791106,2.9048814418744597
L2_1m_vol_mean_w,162,481.8336419753086,465.51884430727023,-16.314797668038416,320.80766460905346
L2_1m_vol_sigma_w,162,249.66156616704546,242.86043196093576,-6.8011342061097215,137.65493429240124
L2_1m_vwap_w,162,21661.299822894063,21670.80529338283,9.505470488767475,50.905639005655395
L2_15s_price_velocity_w,162,0.005476251714677643,0.0028560099451303174,-0.0026202417695473275,0.1766385888203018
L2_15s_price_accel_w,162,0.0029578189300411505,-0.0030274777091906712,-0.005985296639231823,0.07195751886145405
L2_15s_vol_velocity_w,162,2.3892746913580245,-0.23759002057613174,-2.626864711934157,2.994491598079561
L2_15s_vol_accel_w,162,1.5183899176954734,-0.04501028806584365,-1.5634002057613168,2.0036008230452675
L2_15s_price_mean_w,162,21661.355892061045,21671.325140389235,9.969248328189174,51.42120520404675
L2_15s_price_sigma_w,162,2.6700651044042987,3.348671255698812,0.6786061512945136,0.9869566565278466
L2_15s_vol_mean_w,162,43.082175925925924,31.957368827160494,-11.12480709876543,35.479916838134436
L2_15s_vol_sigma_w,162,30.445663162828573,21.680799057369086,-8.76486410545949,21.17535965638217
L2_15s_vwap_w,162,21661.32120270456,21671.29294987336,9.971747168801139,51.509447759584155
L2_5s_price_velocity_w,162,0.017939814814814815,-0.004365283493369916,-0.02230509830818473,0.11478337905807043
L2_5s_price_accel_w,162,-0.0052583447645176045,0.0005215477823502518,0.005779892546867853,0.05559127800640147
L2_5s_vol_velocity_w,162,1.4841392318244169,-0.07967535436671237,-1.5638145861911297,1.9240683584819387
L2_5s_vol_accel_w,162,1.0413808870598993,0.15837905807041613,-0.8830018289894832,1.4199817101051668
L2_5s_price_mean_w,162,21661.395397519427,21671.39945558985,10.004058070416306,51.61043952903512
L2_5s_price_sigma_w,162,1.4433037583507287,1.6879734742456765,0.24466971589494774,0.43307425958559825
L2_5s_vol_mean_w,162,18.18804298125286,10.514431870141747,-7.673611111111111,14.30884202103338
L2_5s_vol_sigma_w,162,14.705590336116282,8.92740335118003,-5.778186984936251,10.69407411459445
L2_5s_vwap_w,162,21661.387959972235,21671.371645255225,9.983685282989258,51.65279722943034
L3_1D_z_se_w,159,-0.04210759183793376,-0.02157986040944545,0.02052773142848831,0.10108925937370687
L3_1D_z_high_w,159,0.023725019193006736,0.001712149024582251,-0.022012870168424487,0.12156392705844958
L3_1D_z_low_w,159,0.027481919389623317,-0.03945694445206114,-0.06693886384168446,0.12035755476802819
L3_1D_SE_high_w,159,130.14376775062186,133.55690564733706,3.4131378967152317,8.410739385639461
L3_1D_SE_low_w,159,153.55280425309525,153.38442561260393,-0.16837864049133286,9.0004254588
L3_1D_hurst_w,162,0.6140573272665047,0.6126935769596971,-0.0013637503068076472,0.008103334638151294
L3_1D_reversion_prob_w,159,0.9813280296212882,0.9816240734867007,0.0002960438654125301,0.001748077763412908
L3_1D_swing_noise_w,136,9665.220588235294,9673.441176470587,8.220588235294118,30.176470588235293
L3_4h_z_se_w,159,-0.12505313201591722,-0.11680771573331539,0.008245416282601887,0.3223173789463702
L3_4h_z_high_w,159,-0.2135856200714232,-0.267948773895232,-0.054363153823808706,0.34596121926776435
L3_4h_z_low_w,159,-0.005957241953908172,0.0718025284543999,0.07775977040830805,0.3528287173890646
L3_4h_SE_high_w,159,118.18854866902588,119.55208224889977,1.3635335798738586,5.8686329504044945
L3_4h_SE_low_w,159,131.57300824968786,132.2893564698352,0.7163482201473599,5.262864113020283
L3_4h_hurst_w,162,0.5619406750998123,0.5597165204532478,-0.002224154646564407,0.019038632680223884
L3_4h_reversion_prob_w,159,0.9322185577440836,0.9587145636037134,0.02649600585962983,0.03834746210400786
L3_4h_swing_noise_w,157,3965.579617834395,3958.346072186836,-7.233545647558385,48.552016985138
L3_1h_z_se_w,162,-0.05390051900250247,-0.01290067392719528,0.0409998450753072,0.7169146665724231
L3_1h_z_high_w,162,0.005981757913964289,0.23073059715385902,0.2247488392398948,0.7248792707746035
L3_1h_z_low_w,162,-0.16089513999696667,-0.28151059275789325,-0.12061545276092653,0.6932248287125008
L3_1h_SE_high_w,162,45.50558337157318,43.724157092499865,-1.7814262790733248,11.050305185410007
L3_1h_SE_low_w,162,52.62921911155381,49.70452326105831,-2.924695850495501,12.036356261016822
L3_1h_hurst_w,162,0.574745809200693,0.5802918955875868,0.005546086386893829,0.05634012744578357
L3_1h_reversion_prob_w,162,0.9691421356224308,0.9565500324109436,-0.012592103211487227,0.028274020871365657
L3_1h_swing_noise_w,162,1926.2924382716049,1944.9619341563784,18.669495884773667,109.82587448559671
L3_15m_z_se_w,162,0.010105086080808475,0.04629238057634474,0.036187294495536294,0.785850192081178
L3_15m_z_high_w,162,0.03699214947407858,0.04808327589532344,0.011091126421244856,0.8291962083393256
L3_15m_z_low_w,162,-0.04067527256577029,0.0547910182880289,0.0954662908537992,0.803164383476182
L3_15m_SE_high_w,162,12.21061102781257,19.489577995031286,7.278966967218717,9.121432206976053
L3_15m_SE_low_w,162,13.1400895574073,20.26277367701108,7.122684119603776,8.755580519155549
L3_15m_hurst_w,162,0.6098101781960799,0.602209930279052,-0.007600247917027901,0.07246889995879124
L3_15m_reversion_prob_w,162,0.9577318333183255,0.9557018862766486,-0.0020299470416769976,0.020137410812653557
L3_15m_swing_noise_w,162,701.7759773662552,704.3194444444445,2.5434670781893014,230.2250514403292
L3_5m_z_se_w,162,-0.0035940051319737856,-0.02457840569080107,-0.020984400558827287,0.16987212563075413
L3_5m_z_high_w,162,0.017252405681653288,-0.0035591958868053837,-0.02081160156845867,0.18894882742233743
L3_5m_z_low_w,162,-0.019263233629677388,-0.04263423585730211,-0.023371002227624723,0.1741828633667659
L3_5m_SE_high_w,162,6.720239484795677,10.225818829618925,3.505579344823249,4.18905861718985
L3_5m_SE_low_w,162,6.964047387324058,10.816078678401544,3.8520312910774854,4.6013766885447165
L3_5m_hurst_w,162,0.6081317749511087,0.624721189660062,0.01658941470895341,0.08092653598772515
L3_5m_reversion_prob_w,162,0.9690871685892539,0.9685236065780927,-0.0005635620111613122,0.005648544918009113
L3_5m_swing_noise_w,162,309.13966049382714,465.8060699588478,156.6664094650206,198.5408950617284
L3_1m_z_se_w,162,0.004479212253042011,-0.018913513515858352,-0.023392725768900363,0.14014988600768644
L3_1m_z_high_w,162,-0.011359956573728597,-0.021841438565046098,-0.0104814819913175,0.1477683572081466
L3_1m_z_low_w,162,0.010434175393520408,0.008819926276970156,-0.0016142491165502485,0.14860587749110868
L3_1m_SE_high_w,162,3.879573820472968,5.461345540676229,1.5817717202032613,1.8873015261405335
L3_1m_SE_low_w,162,3.9829324590871096,5.576107184167452,1.5931747250803425,1.9112805909586306
L3_1m_hurst_w,162,0.5849437014078482,0.5952812491114728,0.010337547703624626,0.09556921716566001
L3_1m_reversion_prob_w,162,0.958478040958716,0.959722897995102,0.001244857036385997,0.010991319834709518
L3_1m_swing_noise_w,162,144.14429012345678,205.7337962962963,61.589506172839506,72.46707818930042
L3_15s_z_se_w,162,0.016465453753500153,-0.02142379983460382,-0.037889253588103966,0.22877075425171908
L3_15s_z_high_w,162,0.028371540245716392,-0.009122221721453484,-0.03749376196716988,0.22398875738335655
L3_15s_z_low_w,162,0.011157876974537106,-0.021776563662320756,-0.03293444063685786,0.23044750399389333
L3_15s_SE_high_w,162,1.7825405625193305,2.228667445103775,0.44612688258444494,0.6443139758800497
L3_15s_SE_low_w,162,1.8117240299907322,2.2751192054264107,0.4633951754356788,0.6299009047417304
L3_15s_hurst_w,162,0.5816586466698088,0.5871457614523815,0.005487114782572864,0.048258941841056974
L3_15s_reversion_prob_w,162,0.9643367857221378,0.9652231221004635,0.0008863363783256951,0.0086291365253311
L3_15s_swing_noise_w,162,70.8832304526749,94.16435185185185,23.281121399176957,28.331532921810698
L3_5s_z_se_w,162,-0.03424347733104874,-0.013540695348445441,0.0207027819826033,0.21940756858076976
L3_5s_z_high_w,162,-0.002265980077087092,0.024410404460182323,0.026676384537269414,0.23419779148066625
L3_5s_z_low_w,162,-0.05384750047884244,-0.0410682788124523,0.01277922166639014,0.21828655060628396
L3_5s_SE_high_w,162,0.9948635877186278,1.1534909369260946,0.15862734920746677,0.26663545391383564
L3_5s_SE_low_w,162,1.0000135592072177,1.1728728406732083,0.17285928146599072,0.26683541519360876
L3_5s_hurst_w,162,0.5862297736511114,0.5892416361334422,0.0030118624823306916,0.034047163409660304
L3_5s_reversion_prob_w,162,0.9713636295770604,0.9712809944730232,-8.263510403711873e-05,0.005259593305130394
L3_5s_swing_noise_w,162,42.089506172839506,51.47865226337449,9.389146090534979,13.807355967078191
