**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

feature,regime_a,regime_b,pair,cohen_d,abs_d
L1_5m_vol_velocity_1b,FLAT_SMOOTH,UP_CHOPPY,FLAT_SMOOTH__vs__UP_CHOPPY,0.0028972793375976274,0.0028972793375976274
L1_5m_vol_velocity_1b,FLAT_SMOOTH,UP_SMOOTH,FLAT_SMOOTH__vs__UP_SMOOTH,0.003078366922113818,0.003078366922113818
L1_5m_vol_velocity_1b,UP_CHOPPY,UP_SMOOTH,UP_CHOPPY__vs__UP_SMOOTH,3.2361796719712804e-05,3.2361796719712804e-05
L1_5m_vol_accel_1b,DOWN_CHOPPY,DOWN_SMOOTH,DOWN_CHOPPY__vs__DOWN_SMOOTH,0.0014612882996410516,0.0014612882996410516
L1_5m_vol_accel_1b,DOWN_CHOPPY,FLAT_CHOPPY,DOWN_CHOPPY__vs__FLAT_CHOPPY,0.0008120878697978383,0.0008120878697978383
L1_5m_vol_accel_1b,DOWN_CHOPPY,FLAT_SMOOTH,DOWN_CHOPPY__vs__FLAT_SMOOTH,-0.0009979475803242246,0.0009979475803242246
L1_5m_vol_accel_1b,DOWN_CHOPPY,UP_CHOPPY,DOWN_CHOPPY__vs__UP_CHOPPY,0.0008929012691672685,0.0008929012691672685
L1_5m_vol_accel_1b,DOWN_CHOPPY,UP_SMOOTH,DOWN_CHOPPY__vs__UP_SMOOTH,0.0013044535917622823,0.0013044535917622823
L1_5m_vol_accel_1b,DOWN_SMOOTH,FLAT_CHOPPY,DOWN_SMOOTH__vs__FLAT_CHOPPY,-0.0006803966369948209,0.0006803966369948209
L1_5m_vol_accel_1b,DOWN_SMOOTH,FLAT_SMOOTH,DOWN_SMOOTH__vs__FLAT_SMOOTH,-0.0027028814912203594,0.0027028814912203594
L1_5m_vol_accel_1b,DOWN_SMOOTH,UP_CHOPPY,DOWN_SMOOTH__vs__UP_CHOPPY,-0.0005559826971093707,0.0005559826971093707
L1_5m_vol_accel_1b,DOWN_SMOOTH,UP_SMOOTH,DOWN_SMOOTH__vs__UP_SMOOTH,-0.00033231468408059697,0.00033231468408059697
L1_5m_vol_accel_1b,FLAT_CHOPPY,FLAT_SMOOTH,FLAT_CHOPPY__vs__FLAT_SMOOTH,-0.00177092601049251,0.00177092601049251
L1_5m_vol_accel_1b,FLAT_CHOPPY,UP_CHOPPY,FLAT_CHOPPY__vs__UP_CHOPPY,0.00010549925554293265,0.00010549925554293265
L1_5m_vol_accel_1b,FLAT_CHOPPY,UP_SMOOTH,FLAT_CHOPPY__vs__UP_SMOOTH,0.00038784401253341385,0.00038784401253341385
L1_5m_vol_accel_1b,FLAT_SMOOTH,UP_CHOPPY,FLAT_SMOOTH__vs__UP_CHOPPY,0.0020456793926319347,0.0020456793926319347
L1_5m_vol_accel_1b,FLAT_SMOOTH,UP_SMOOTH,FLAT_SMOOTH__vs__UP_SMOOTH,0.002491848507891053,0.002491848507891053
L1_5m_vol_accel_1b,UP_CHOPPY,UP_SMOOTH,UP_CHOPPY__vs__UP_SMOOTH,0.00028643135053410524,0.00028643135053410524
L1_5m_bar_range,DOWN_CHOPPY,DOWN_SMOOTH,DOWN_CHOPPY__vs__DOWN_SMOOTH,-0.0861028788829628,0.0861028788829628
L1_5m_bar_range,DOWN_CHOPPY,FLAT_CHOPPY,DOWN_CHOPPY__vs__FLAT_CHOPPY,0.020598250990625667,0.020598250990625667
L1_5m_bar_range,DOWN_CHOPPY,FLAT_SMOOTH,DOWN_CHOPPY__vs__FLAT_SMOOTH,0.3813430964499265,0.3813430964499265
L1_5m_bar_range,DOWN_CHOPPY,UP_CHOPPY,DOWN_CHOPPY__vs__UP_CHOPPY,0.008777636020817034,0.008777636020817034
L1_5m_bar_range,DOWN_CHOPPY,UP_SMOOTH,DOWN_CHOPPY__vs__UP_SMOOTH,0.16872297651721757,0.16872297651721757
L1_5m_bar_range,DOWN_SMOOTH,FLAT_CHOPPY,DOWN_SMOOTH__vs__FLAT_CHOPPY,0.1043196585101805,0.1043196585101805
L1_5m_bar_range,DOWN_SMOOTH,FLAT_SMOOTH,DOWN_SMOOTH__vs__FLAT_SMOOTH,0.42596261821524517,0.42596261821524517
L1_5m_bar_range,DOWN_SMOOTH,UP_CHOPPY,DOWN_SMOOTH__vs__UP_CHOPPY,0.07519179912579069,0.07519179912579069
L1_5m_bar_range,DOWN_SMOOTH,UP_SMOOTH,DOWN_SMOOTH__vs__UP_SMOOTH,0.2353084260943916,0.2353084260943916
L1_5m_bar_range,FLAT_CHOPPY,FLAT_SMOOTH,FLAT_CHOPPY__vs__FLAT_SMOOTH,0.2776216334811482,0.2776216334811482
L1_5m_bar_range,FLAT_CHOPPY,UP_CHOPPY,FLAT_CHOPPY__vs__UP_CHOPPY,-0.008334938697910056,0.008334938697910056
L1_5m_bar_range,FLAT_CHOPPY,UP_SMOOTH,FLAT_CHOPPY__vs__UP_SMOOTH,0.14756961059377982,0.14756961059377982
L1_5m_bar_range,FLAT_SMOOTH,UP_CHOPPY,FLAT_SMOOTH__vs__UP_CHOPPY,-0.2650710386519654,0.2650710386519654
L1_5m_bar_range,FLAT_SMOOTH,UP_SMOOTH,FLAT_SMOOTH__vs__UP_SMOOTH,-0.11260688035637861,0.11260688035637861
L1_5m_bar_range,UP_CHOPPY,UP_SMOOTH,UP_CHOPPY__vs__UP_SMOOTH,0.1288812886831756,0.1288812886831756
L1_5m_body,DOWN_CHOPPY,DOWN_SMOOTH,DOWN_CHOPPY__vs__DOWN_SMOOTH,0.039662065470156514,0.039662065470156514
L1_5m_body,DOWN_CHOPPY,FLAT_CHOPPY,DOWN_CHOPPY__vs__FLAT_CHOPPY,-0.04993073891533882,0.04993073891533882
L1_5m_body,DOWN_CHOPPY,FLAT_SMOOTH,DOWN_CHOPPY__vs__FLAT_SMOOTH,-0.0641609513163502,0.0641609513163502
L1_5m_body,DOWN_CHOPPY,UP_CHOPPY,DOWN_CHOPPY__vs__UP_CHOPPY,-0.08799025494084285,0.08799025494084285
L1_5m_body,DOWN_CHOPPY,UP_SMOOTH,DOWN_CHOPPY__vs__UP_SMOOTH,-0.14044282089784876,0.14044282089784876
L1_5m_body,DOWN_SMOOTH,FLAT_CHOPPY,DOWN_SMOOTH__vs__FLAT_CHOPPY,-0.08881108660229901,0.08881108660229901
L1_5m_body,DOWN_SMOOTH,FLAT_SMOOTH,DOWN_SMOOTH__vs__FLAT_SMOOTH,-0.1053604797344438,0.1053604797344438
L1_5m_body,DOWN_SMOOTH,UP_CHOPPY,DOWN_SMOOTH__vs__UP_CHOPPY,-0.1183665778646434,0.1183665778646434
L1_5m_body,DOWN_SMOOTH,UP_SMOOTH,DOWN_SMOOTH__vs__UP_SMOOTH,-0.1701258714273285,0.1701258714273285
L1_5m_body,FLAT_CHOPPY,FLAT_SMOOTH,FLAT_CHOPPY__vs__FLAT_SMOOTH,0.0017208479619591093,0.0017208479619591093
L1_5m_body,FLAT_CHOPPY,UP_CHOPPY,FLAT_CHOPPY__vs__UP_CHOPPY,-0.05089355144861796,0.05089355144861796
L1_5m_body,FLAT_CHOPPY,UP_SMOOTH,FLAT_CHOPPY__vs__UP_SMOOTH,-0.08404804822012044,0.08404804822012044
L1_5m_body,FLAT_SMOOTH,UP_CHOPPY,FLAT_SMOOTH__vs__UP_CHOPPY,-0.060853751407744856,0.060853751407744856
L1_5m_body,FLAT_SMOOTH,UP_SMOOTH,FLAT_SMOOTH__vs__UP_SMOOTH,-0.10487388875161317,0.10487388875161317
L1_5m_body,UP_CHOPPY,UP_SMOOTH,UP_CHOPPY__vs__UP_SMOOTH,-0.025825618696922372,0.025825618696922372
L1_1m_price_velocity_1b,DOWN_CHOPPY,DOWN_SMOOTH,DOWN_CHOPPY__vs__DOWN_SMOOTH,0.03675263830613378,0.03675263830613378
L1_1m_price_velocity_1b,DOWN_CHOPPY,FLAT_CHOPPY,DOWN_CHOPPY__vs__FLAT_CHOPPY,-0.0245096175106768,0.0245096175106768
L1_1m_price_velocity_1b,DOWN_CHOPPY,FLAT_SMOOTH,DOWN_CHOPPY__vs__FLAT_SMOOTH,-0.036057447330674015,0.036057447330674015
L1_1m_price_velocity_1b,DOWN_CHOPPY,UP_CHOPPY,DOWN_CHOPPY__vs__UP_CHOPPY,-0.03274868190569577,0.03274868190569577
L1_1m_price_velocity_1b,DOWN_CHOPPY,UP_SMOOTH,DOWN_CHOPPY__vs__UP_SMOOTH,-0.07672079300517637,0.07672079300517637
L1_1m_price_velocity_1b,DOWN_SMOOTH,FLAT_CHOPPY,DOWN_SMOOTH__vs__FLAT_CHOPPY,-0.062241002847678376,0.062241002847678376
L1_1m_price_velocity_1b,DOWN_SMOOTH,FLAT_SMOOTH,DOWN_SMOOTH__vs__FLAT_SMOOTH,-0.07733568038491985,0.07733568038491985
L1_1m_price_velocity_1b,DOWN_SMOOTH,UP_CHOPPY,DOWN_SMOOTH__vs__UP_CHOPPY,-0.06324790681753048,0.06324790681753048
L1_1m_price_velocity_1b,DOWN_SMOOTH,UP_SMOOTH,DOWN_SMOOTH__vs__UP_SMOOTH,-0.10774500363876706,0.10774500363876706
L1_1m_price_velocity_1b,FLAT_CHOPPY,FLAT_SMOOTH,FLAT_CHOPPY__vs__FLAT_SMOOTH,-0.004132442198451049,0.004132442198451049
L1_1m_price_velocity_1b,FLAT_CHOPPY,UP_CHOPPY,FLAT_CHOPPY__vs__UP_CHOPPY,-0.014360866670463969,0.014360866670463969
L1_1m_price_velocity_1b,FLAT_CHOPPY,UP_SMOOTH,FLAT_CHOPPY__vs__UP_SMOOTH,-0.0580229076914853,0.0580229076914853
L1_1m_price_velocity_1b,FLAT_SMOOTH,UP_CHOPPY,FLAT_SMOOTH__vs__UP_CHOPPY,-0.01229559988195771,0.01229559988195771
L1_1m_price_velocity_1b,FLAT_SMOOTH,UP_SMOOTH,FLAT_SMOOTH__vs__UP_SMOOTH,-0.06133715020045995,0.06133715020045995
L1_1m_price_velocity_1b,UP_CHOPPY,UP_SMOOTH,UP_CHOPPY__vs__UP_SMOOTH,-0.03649450766950278,0.03649450766950278
L1_1m_price_accel_1b,DOWN_CHOPPY,DOWN_SMOOTH,DOWN_CHOPPY__vs__DOWN_SMOOTH,-0.0006160039717537255,0.0006160039717537255
L1_1m_price_accel_1b,DOWN_CHOPPY,FLAT_CHOPPY,DOWN_CHOPPY__vs__FLAT_CHOPPY,-0.020276480123299957,0.020276480123299957
L1_1m_price_accel_1b,DOWN_CHOPPY,FLAT_SMOOTH,DOWN_CHOPPY__vs__FLAT_SMOOTH,-0.017582115043469685,0.017582115043469685
L1_1m_price_accel_1b,DOWN_CHOPPY,UP_CHOPPY,DOWN_CHOPPY__vs__UP_CHOPPY,0.003090449995269001,0.003090449995269001
L1_1m_price_accel_1b,DOWN_CHOPPY,UP_SMOOTH,DOWN_CHOPPY__vs__UP_SMOOTH,-0.04223670288142067,0.04223670288142067
L1_1m_price_accel_1b,DOWN_SMOOTH,FLAT_CHOPPY,DOWN_SMOOTH__vs__FLAT_CHOPPY,-0.018783825729011907,0.018783825729011907
L1_1m_price_accel_1b,DOWN_SMOOTH,FLAT_SMOOTH,DOWN_SMOOTH__vs__FLAT_SMOOTH,-0.014633178271126392,0.014633178271126392
L1_1m_price_accel_1b,DOWN_SMOOTH,UP_CHOPPY,DOWN_SMOOTH__vs__UP_CHOPPY,0.0034879840098335103,0.0034879840098335103
L1_1m_price_accel_1b,DOWN_SMOOTH,UP_SMOOTH,DOWN_SMOOTH__vs__UP_SMOOTH,-0.03911187047519404,0.03911187047519404
L1_1m_price_accel_1b,FLAT_CHOPPY,FLAT_SMOOTH,FLAT_CHOPPY__vs__FLAT_SMOOTH,0.0071814124100959345,0.0071814124100959345
L1_1m_price_accel_1b,FLAT_CHOPPY,UP_CHOPPY,FLAT_CHOPPY__vs__UP_CHOPPY,0.02215201022682889,0.02215201022682889
L1_1m_price_accel_1b,FLAT_CHOPPY,UP_SMOOTH,FLAT_CHOPPY__vs__UP_SMOOTH,-0.024109832864879804,0.024109832864879804
L1_1m_price_accel_1b,FLAT_SMOOTH,UP_CHOPPY,FLAT_SMOOTH__vs__UP_CHOPPY,0.018182925517979114,0.018182925517979114
L1_1m_price_accel_1b,FLAT_SMOOTH,UP_SMOOTH,FLAT_SMOOTH__vs__UP_SMOOTH,-0.03491426095430093,0.03491426095430093
L1_1m_price_accel_1b,UP_CHOPPY,UP_SMOOTH,UP_CHOPPY__vs__UP_SMOOTH,-0.04003326539578251,0.04003326539578251
L1_1m_vol_velocity_1b,DOWN_CHOPPY,DOWN_SMOOTH,DOWN_CHOPPY__vs__DOWN_SMOOTH,-0.003619574032479486,0.003619574032479486
L1_1m_vol_velocity_1b,DOWN_CHOPPY,FLAT_CHOPPY,DOWN_CHOPPY__vs__FLAT_CHOPPY,-0.00367416553337203,0.00367416553337203
L1_1m_vol_velocity_1b,DOWN_CHOPPY,FLAT_SMOOTH,DOWN_CHOPPY__vs__FLAT_SMOOTH,-0.008489312349063301,0.008489312349063301
L1_1m_vol_velocity_1b,DOWN_CHOPPY,UP_CHOPPY,DOWN_CHOPPY__vs__UP_CHOPPY,-0.022836991467750856,0.022836991467750856
L1_1m_vol_velocity_1b,DOWN_CHOPPY,UP_SMOOTH,DOWN_CHOPPY__vs__UP_SMOOTH,-0.024214287543677646,0.024214287543677646
L1_1m_vol_velocity_1b,DOWN_SMOOTH,FLAT_CHOPPY,DOWN_SMOOTH__vs__FLAT_CHOPPY,0.0001589202127704652,0.0001589202127704652
L1_1m_vol_velocity_1b,DOWN_SMOOTH,FLAT_SMOOTH,DOWN_SMOOTH__vs__FLAT_SMOOTH,-0.003943414181825755,0.003943414181825755
L1_1m_vol_velocity_1b,DOWN_SMOOTH,UP_CHOPPY,DOWN_SMOOTH__vs__UP_CHOPPY,-0.018821947242663204,0.018821947242663204
L1_1m_vol_velocity_1b,DOWN_SMOOTH,UP_SMOOTH,DOWN_SMOOTH__vs__UP_SMOOTH,-0.019779064477349603,0.019779064477349603
L1_1m_vol_velocity_1b,FLAT_CHOPPY,FLAT_SMOOTH,FLAT_CHOPPY__vs__FLAT_SMOOTH,-0.003979571691339553,0.003979571691339553
L1_1m_vol_velocity_1b,FLAT_CHOPPY,UP_CHOPPY,FLAT_CHOPPY__vs__UP_CHOPPY,-0.01988000862599841,0.01988000862599841
L1_1m_vol_velocity_1b,FLAT_CHOPPY,UP_SMOOTH,FLAT_CHOPPY__vs__UP_SMOOTH,-0.02013970290121836,0.02013970290121836
L1_1m_vol_velocity_1b,FLAT_SMOOTH,UP_CHOPPY,FLAT_SMOOTH__vs__UP_CHOPPY,-0.0184523979537746,0.0184523979537746
L1_1m_vol_velocity_1b,FLAT_SMOOTH,UP_SMOOTH,FLAT_SMOOTH__vs__UP_SMOOTH,-0.018506011692536805,0.018506011692536805
L1_1m_vol_velocity_1b,UP_CHOPPY,UP_SMOOTH,UP_CHOPPY__vs__UP_SMOOTH,0.00020591590458074368,0.00020591590458074368
L1_1m_vol_accel_1b,DOWN_CHOPPY,DOWN_SMOOTH,DOWN_CHOPPY__vs__DOWN_SMOOTH,-0.015282727402862198,0.015282727402862198
L1_1m_vol_accel_1b,DOWN_CHOPPY,FLAT_CHOPPY,DOWN_CHOPPY__vs__FLAT_CHOPPY,-0.015778383040901282,0.015778383040901282
L1_1m_vol_accel_1b,DOWN_CHOPPY,FLAT_SMOOTH,DOWN_CHOPPY__vs__FLAT_SMOOTH,0.003199424883315547,0.003199424883315547
L1_1m_vol_accel_1b,DOWN_CHOPPY,UP_CHOPPY,DOWN_CHOPPY__vs__UP_CHOPPY,-0.022014408909515077,0.022014408909515077
L1_1m_vol_accel_1b,DOWN_CHOPPY,UP_SMOOTH,DOWN_CHOPPY__vs__UP_SMOOTH,-0.021619765790850426,0.021619765790850426
L1_1m_vol_accel_1b,DOWN_SMOOTH,FLAT_CHOPPY,DOWN_SMOOTH__vs__FLAT_CHOPPY,0.0005886488743905675,0.0005886488743905675
L1_1m_vol_accel_1b,DOWN_SMOOTH,FLAT_SMOOTH,DOWN_SMOOTH__vs__FLAT_SMOOTH,0.021210370469390095,0.021210370469390095
L1_1m_vol_accel_1b,DOWN_SMOOTH,UP_CHOPPY,DOWN_SMOOTH__vs__UP_CHOPPY,-0.0056470437430274165,0.0056470437430274165
L1_1m_vol_accel_1b,DOWN_SMOOTH,UP_SMOOTH,DOWN_SMOOTH__vs__UP_SMOOTH,-0.004532652592498261,0.004532652592498261
L1_1m_vol_accel_1b,FLAT_CHOPPY,FLAT_SMOOTH,FLAT_CHOPPY__vs__FLAT_SMOOTH,0.019967911975593423,0.019967911975593423
L1_1m_vol_accel_1b,FLAT_CHOPPY,UP_CHOPPY,FLAT_CHOPPY__vs__UP_CHOPPY,-0.006488091724150337,0.006488091724150337
L1_1m_vol_accel_1b,FLAT_CHOPPY,UP_SMOOTH,FLAT_CHOPPY__vs__UP_SMOOTH,-0.005211097018783397,0.005211097018783397
L1_1m_vol_accel_1b,FLAT_SMOOTH,UP_CHOPPY,FLAT_SMOOTH__vs__UP_CHOPPY,-0.029173711133728568,0.029173711133728568
L1_1m_vol_accel_1b,FLAT_SMOOTH,UP_SMOOTH,FLAT_SMOOTH__vs__UP_SMOOTH,-0.02756803785650135,0.02756803785650135
L1_1m_vol_accel_1b,UP_CHOPPY,UP_SMOOTH,UP_CHOPPY__vs__UP_SMOOTH,0.0014258404822273516,0.0014258404822273516
L1_1m_bar_range,DOWN_CHOPPY,DOWN_SMOOTH,DOWN_CHOPPY__vs__DOWN_SMOOTH,-0.05945282304203058,0.05945282304203058
L1_1m_bar_range,DOWN_CHOPPY,FLAT_CHOPPY,DOWN_CHOPPY__vs__FLAT_CHOPPY,0.04338531896294548,0.04338531896294548
L1_1m_bar_range,DOWN_CHOPPY,FLAT_SMOOTH,DOWN_CHOPPY__vs__FLAT_SMOOTH,0.3946702146856052,0.3946702146856052
L1_1m_bar_range,DOWN_CHOPPY,UP_CHOPPY,DOWN_CHOPPY__vs__UP_CHOPPY,0.013869745724459353,0.013869745724459353
L1_1m_bar_range,DOWN_CHOPPY,UP_SMOOTH,DOWN_CHOPPY__vs__UP_SMOOTH,0.14811205815332795,0.14811205815332795
L1_1m_bar_range,DOWN_SMOOTH,FLAT_CHOPPY,DOWN_SMOOTH__vs__FLAT_CHOPPY,0.10086918105731482,0.10086918105731482
L1_1m_bar_range,DOWN_SMOOTH,FLAT_SMOOTH,DOWN_SMOOTH__vs__FLAT_SMOOTH,0.411745432315588,0.411745432315588
L1_1m_bar_range,DOWN_SMOOTH,UP_CHOPPY,DOWN_SMOOTH__vs__UP_CHOPPY,0.05981696055036007,0.05981696055036007
L1_1m_bar_range,DOWN_SMOOTH,UP_SMOOTH,DOWN_SMOOTH__vs__UP_SMOOTH,0.19262328177950774,0.19262328177950774
L1_1m_bar_range,FLAT_CHOPPY,FLAT_SMOOTH,FLAT_CHOPPY__vs__FLAT_SMOOTH,0.2693600555306234,0.2693600555306234
L1_1m_bar_range,FLAT_CHOPPY,UP_CHOPPY,FLAT_CHOPPY__vs__UP_CHOPPY,-0.022544470150450763,0.022544470150450763
L1_1m_bar_range,FLAT_CHOPPY,UP_SMOOTH,FLAT_CHOPPY__vs__UP_SMOOTH,0.12075191711493212,0.12075191711493212
L1_1m_bar_range,FLAT_SMOOTH,UP_CHOPPY,FLAT_SMOOTH__vs__UP_CHOPPY,-0.2708438691437357,0.2708438691437357
L1_1m_bar_range,FLAT_SMOOTH,UP_SMOOTH,FLAT_SMOOTH__vs__UP_SMOOTH,-0.11374939684629373,0.11374939684629373
L1_1m_bar_range,UP_CHOPPY,UP_SMOOTH,UP_CHOPPY__vs__UP_SMOOTH,0.11422237698704142,0.11422237698704142
L1_1m_body,DOWN_CHOPPY,DOWN_SMOOTH,DOWN_CHOPPY__vs__DOWN_SMOOTH,0.033885983920155106,0.033885983920155106
L1_1m_body,DOWN_CHOPPY,FLAT_CHOPPY,DOWN_CHOPPY__vs__FLAT_CHOPPY,-0.025287173032544956,0.025287173032544956
L1_1m_body,DOWN_CHOPPY,FLAT_SMOOTH,DOWN_CHOPPY__vs__FLAT_SMOOTH,-0.036661607072990994,0.036661607072990994
L1_1m_body,DOWN_CHOPPY,UP_CHOPPY,DOWN_CHOPPY__vs__UP_CHOPPY,-0.03339751112000422,0.03339751112000422
L1_1m_body,DOWN_CHOPPY,UP_SMOOTH,DOWN_CHOPPY__vs__UP_SMOOTH,-0.07709001413750424,0.07709001413750424
L1_1m_body,DOWN_SMOOTH,FLAT_CHOPPY,DOWN_SMOOTH__vs__FLAT_CHOPPY,-0.06002422947319633,0.06002422947319633
L1_1m_body,DOWN_SMOOTH,FLAT_SMOOTH,DOWN_SMOOTH__vs__FLAT_SMOOTH,-0.0744359806360226,0.0744359806360226
L1_1m_body,DOWN_SMOOTH,UP_CHOPPY,DOWN_SMOOTH__vs__UP_CHOPPY,-0.061426343181043196,0.061426343181043196
L1_1m_body,DOWN_SMOOTH,UP_SMOOTH,DOWN_SMOOTH__vs__UP_SMOOTH,-0.10545850257877439,0.10545850257877439
L1_1m_body,FLAT_CHOPPY,FLAT_SMOOTH,FLAT_CHOPPY__vs__FLAT_SMOOTH,-0.0038031683521986687,0.0038031683521986687
L1_1m_body,FLAT_CHOPPY,UP_CHOPPY,FLAT_CHOPPY__vs__UP_CHOPPY,-0.014495887123583065,0.014495887123583065
L1_1m_body,FLAT_CHOPPY,UP_SMOOTH,FLAT_CHOPPY__vs__UP_SMOOTH,-0.058054731121592616,0.058054731121592616
L1_1m_body,FLAT_SMOOTH,UP_CHOPPY,FLAT_SMOOTH__vs__UP_CHOPPY,-0.012758858424826073,0.012758858424826073
L1_1m_body,FLAT_SMOOTH,UP_SMOOTH,FLAT_SMOOTH__vs__UP_SMOOTH,-0.06158583555065252,0.06158583555065252
L1_1m_body,UP_CHOPPY,UP_SMOOTH,UP_CHOPPY__vs__UP_SMOOTH,-0.036297773702868685,0.036297773702868685
L1_15s_price_velocity_1b,DOWN_CHOPPY,DOWN_SMOOTH,DOWN_CHOPPY__vs__DOWN_SMOOTH,-0.003573733934859659,0.003573733934859659
L1_15s_price_velocity_1b,DOWN_CHOPPY,FLAT_CHOPPY,DOWN_CHOPPY__vs__FLAT_CHOPPY,-0.02925255053956192,0.02925255053956192
L1_15s_price_velocity_1b,DOWN_CHOPPY,FLAT_SMOOTH,DOWN_CHOPPY__vs__FLAT_SMOOTH,-0.04190518076050754,0.04190518076050754
L1_15s_price_velocity_1b,DOWN_CHOPPY,UP_CHOPPY,DOWN_CHOPPY__vs__UP_CHOPPY,-0.04675002726272111,0.04675002726272111
L1_15s_price_velocity_1b,DOWN_CHOPPY,UP_SMOOTH,DOWN_CHOPPY__vs__UP_SMOOTH,-0.04303603500129268,0.04303603500129268
L1_15s_price_velocity_1b,DOWN_SMOOTH,FLAT_CHOPPY,DOWN_SMOOTH__vs__FLAT_CHOPPY,-0.02442968255139028,0.02442968255139028
L1_15s_price_velocity_1b,DOWN_SMOOTH,FLAT_SMOOTH,DOWN_SMOOTH__vs__FLAT_SMOOTH,-0.032799869142208976,0.032799869142208976
L1_15s_price_velocity_1b,DOWN_SMOOTH,UP_CHOPPY,DOWN_SMOOTH__vs__UP_CHOPPY,-0.03927766598770272,0.03927766598770272
L1_15s_price_velocity_1b,DOWN_SMOOTH,UP_SMOOTH,DOWN_SMOOTH__vs__UP_SMOOTH,-0.03626814955263153,0.03626814955263153
L1_15s_price_velocity_1b,FLAT_CHOPPY,FLAT_SMOOTH,FLAT_CHOPPY__vs__FLAT_SMOOTH,-0.004165196268821253,0.004165196268821253
L1_15s_price_velocity_1b,FLAT_CHOPPY,UP_CHOPPY,FLAT_CHOPPY__vs__UP_CHOPPY,-0.0182220953032575,0.0182220953032575
L1_15s_price_velocity_1b,FLAT_CHOPPY,UP_SMOOTH,FLAT_CHOPPY__vs__UP_SMOOTH,-0.013188444552343269,0.013188444552343269
L1_15s_price_velocity_1b,FLAT_SMOOTH,UP_CHOPPY,FLAT_SMOOTH__vs__UP_CHOPPY,-0.017431926167953082,0.017431926167953082
L1_15s_price_velocity_1b,FLAT_SMOOTH,UP_SMOOTH,FLAT_SMOOTH__vs__UP_SMOOTH,-0.010998154420821752,0.010998154420821752
L1_15s_price_velocity_1b,UP_CHOPPY,UP_SMOOTH,UP_CHOPPY__vs__UP_SMOOTH,0.0051552920169719895,0.0051552920169719895
L1_15s_price_accel_1b,DOWN_CHOPPY,DOWN_SMOOTH,DOWN_CHOPPY__vs__DOWN_SMOOTH,-0.030364032844175798,0.030364032844175798
L1_15s_price_accel_1b,DOWN_CHOPPY,FLAT_CHOPPY,DOWN_CHOPPY__vs__FLAT_CHOPPY,-0.043726466531057856,0.043726466531057856
L1_15s_price_accel_1b,DOWN_CHOPPY,FLAT_SMOOTH,DOWN_CHOPPY__vs__FLAT_SMOOTH,-0.054093735358387136,0.054093735358387136
L1_15s_price_accel_1b,DOWN_CHOPPY,UP_CHOPPY,DOWN_CHOPPY__vs__UP_CHOPPY,-0.04505812275163433,0.04505812275163433
L1_15s_price_accel_1b,DOWN_CHOPPY,UP_SMOOTH,DOWN_CHOPPY__vs__UP_SMOOTH,-0.004751861916081017,0.004751861916081017
L1_15s_price_accel_1b,DOWN_SMOOTH,FLAT_CHOPPY,DOWN_SMOOTH__vs__FLAT_CHOPPY,-0.010804196074326611,0.010804196074326611
L1_15s_price_accel_1b,DOWN_SMOOTH,FLAT_SMOOTH,DOWN_SMOOTH__vs__FLAT_SMOOTH,-0.011058228955658911,0.011058228955658911
L1_15s_price_accel_1b,DOWN_SMOOTH,UP_CHOPPY,DOWN_SMOOTH__vs__UP_CHOPPY,-0.016454900210368887,0.016454900210368887
L1_15s_price_accel_1b,DOWN_SMOOTH,UP_SMOOTH,DOWN_SMOOTH__vs__UP_SMOOTH,0.02695219658649231,0.02695219658649231
L1_15s_price_accel_1b,FLAT_CHOPPY,FLAT_SMOOTH,FLAT_CHOPPY__vs__FLAT_SMOOTH,0.0017022903658494627,0.0017022903658494627
L1_15s_price_accel_1b,FLAT_CHOPPY,UP_CHOPPY,FLAT_CHOPPY__vs__UP_CHOPPY,-0.008198115104751873,0.008198115104751873
L1_15s_price_accel_1b,FLAT_CHOPPY,UP_SMOOTH,FLAT_CHOPPY__vs__UP_SMOOTH,0.039300329889208986,0.039300329889208986
L1_15s_price_accel_1b,FLAT_SMOOTH,UP_CHOPPY,FLAT_SMOOTH__vs__UP_CHOPPY,-0.011231830226562123,0.011231830226562123
L1_15s_price_accel_1b,FLAT_SMOOTH,UP_SMOOTH,FLAT_SMOOTH__vs__UP_SMOOTH,0.045257423523593236,0.045257423523593236
L1_15s_price_accel_1b,UP_CHOPPY,UP_SMOOTH,UP_CHOPPY__vs__UP_SMOOTH,0.04367598969184031,0.04367598969184031
L1_15s_vol_velocity_1b,DOWN_CHOPPY,DOWN_SMOOTH,DOWN_CHOPPY__vs__DOWN_SMOOTH,0.004337528687258851,0.004337528687258851
L1_15s_vol_velocity_1b,DOWN_CHOPPY,FLAT_CHOPPY,DOWN_CHOPPY__vs__FLAT_CHOPPY,0.0001995137483327643,0.0001995137483327643
L1_15s_vol_velocity_1b,DOWN_CHOPPY,FLAT_SMOOTH,DOWN_CHOPPY__vs__FLAT_SMOOTH,0.007151740120994144,0.007151740120994144
L1_15s_vol_velocity_1b,DOWN_CHOPPY,UP_CHOPPY,DOWN_CHOPPY__vs__UP_CHOPPY,-0.016630418389654,0.016630418389654
L1_15s_vol_velocity_1b,DOWN_CHOPPY,UP_SMOOTH,DOWN_CHOPPY__vs__UP_SMOOTH,-0.007892302124126786,0.007892302124126786
