cell,tier,regime,direction,n,feature,mfe_mean,mfe_mode,mfe_std,mfe_cv,delta_mean,delta_mode,delta_std,coalescence
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L0_time_of_day,0.4681580718729556,0.6208902357611805,0.2577549050892124,0.550572382652754,0.00035498948016888035,0.0007291664679845174,0.0013110040175891942,0.644923133668341
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L1_5s_price_velocity_1b,0.15684253915910965,0.037499999999999645,1.7845859685318537,11.378201208037522,0.3831409727947238,-0.029166666666666785,1.881538663839574,0.08078718249875202
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L1_5s_price_accel_1b,0.2281533388293487,-0.07916666666666661,2.3914903174724955,10.481943107837894,0.15663643858202803,-0.3750000000000018,2.9831194598961437,0.08709327250693065
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L1_5s_vol_velocity_1b,1.5721352019785655,11.39999999999992,52.36800576850033,33.31011588735758,1.7370156636438583,23.499999999999886,73.18184280996489,0.029145923123170648
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L1_5s_vol_accel_1b,-0.9967023907666942,-23.66666666666663,89.11649325923929,89.41133690939392,-2.3957131079967025,5.0499999999999545,119.614901651942,0.011060559816764504
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L1_5s_bar_range,1.618507831821929,0.6458333333333334,2.2003010734510497,1.3594627286876981,0.18590272052761747,0.2583333333333333,1.5809964655265483,0.42382530049804457
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L1_5s_body,0.12056883759274525,0.11666666666666892,1.7199437066609158,14.26524250379276,0.2885408079142622,0.2749999999999986,1.8066038785449416,0.06550829439830666
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L2_5s_price_velocity_9,-0.08392873494091205,0.07638895511627197,0.627075977640392,7.4715290071019105,0.2480763961167151,-0.12222220301628117,0.5537585341510675,0.11804244536749778
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L2_5s_price_accel_9,0.03396079526033317,0.02777779698371885,0.2550916349556205,7.51135634487253,0.013762938489819595,-0.06574080387751269,0.3111054960301889,0.11749008729994331
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L2_5s_vol_velocity_9,0.7044975771971802,0.07777862548828196,5.526197392975399,7.8441680594008405,0.8846752868576769,-0.583332061767571,6.8525372727721,0.11306885998588163
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L2_5s_vol_accel_9,0.17358247942528446,0.3944423675537081,6.657057411292046,38.3509754747884,0.42273519325752645,2.0370413462321153,9.951593482018064,0.025412330645797728
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L2_5s_price_mean_9,22991.26278628658,21816.824023437497,1786.493518769382,0.07770314903429132,0.25566776586974443,-0.29938151041666705,2.2324374471059594,0.9278993022300069
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L2_5s_price_sigma_9,1.7598646121116484,0.601463574419419,1.5457466058276306,0.8783326826334106,0.05236570897027666,-0.3528933525085449,0.9577264351496533,0.5323870522222965
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L2_5s_vol_mean_9,27.43986441188869,6.822222391764323,40.96281493789816,1.492821331877663,-1.1560868270517084,-4.181488800048811,16.41998201423387,0.40115189452698236
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L2_5s_vol_sigma_9,18.471924107131738,6.962738037109375,30.095030860800037,1.6292309716225388,-0.8703222015821924,-1.875464884440099,17.25816652612778,0.3803393504766471
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L2_5s_vwap_9,22991.03589370363,21817.14833984375,1786.5038364172558,0.07770436463484932,0.41077133140972794,0.23997395833333357,2.55812705316505,0.9278982556026137
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L3_5s_z_se_9,0.14640561686806225,0.3168506224950154,0.9057805297218608,6.186788110309537,0.06753764540165884,0.05917786757151289,0.9728472269736114,0.13914421639417582
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L3_5s_z_high_9,0.1520785412636824,0.540402267376582,0.9236986502184829,6.073826343566261,0.07890696041378126,0.0010483662287394946,0.9905949831287443,0.14136620711780878
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L3_5s_z_low_9,0.11330610319054522,0.7208002507686615,0.9162815171225015,8.086779893767984,0.04215348944964727,-0.016421699523925914,0.9586463299029151,0.110049985989628
CASCADE|FLAT_SMOOTH|long,CASCADE,FLAT_SMOOTH,long,1213,L3_5s_SE_high_9,1.0169111420104844,0.758089928328991,0.8168040791174914,0.803220699797456,0.0003904972013519111,0.09050118923187256,0.5950519308499483,0.5545632878506349
