concept,tf,regime_2d,quantile,n,feat_mean,mean_fwd,std_fwd,win_rate
price_velocity_1b,5s,DOWN_CHOPPY,0,485,-2.8742268041237113,-17.030927835051546,74.2365973667985,0.4309278350515464
price_velocity_1b,5s,DOWN_CHOPPY,1,665,-0.8454887218045113,-11.368796992481203,57.48137126256899,0.4255639097744361
price_velocity_1b,5s,DOWN_CHOPPY,2,509,-0.11296660117878192,-10.459233791748527,62.71583937935805,0.4577603143418468
price_velocity_1b,5s,DOWN_CHOPPY,3,666,0.4771021021021021,-13.412912912912914,50.73293185258784,0.4264264264264264
price_velocity_1b,5s,DOWN_CHOPPY,4,663,2.124057315233786,-15.91365007541478,70.39259505101613,0.40874811463046756
price_velocity_1b,5s,FLAT_SMOOTH,0,1867,-1.9385377611140868,0.669121585431173,50.092449564859955,0.5184788430637386
price_velocity_1b,5s,FLAT_SMOOTH,1,1489,-0.6084620550705171,0.41756212222968436,38.17844234441432,0.5251846877098724
price_velocity_1b,5s,FLAT_SMOOTH,2,2182,-0.12076076993583867,0.4173923006416132,38.258992149126684,0.5215398716773603
price_velocity_1b,5s,FLAT_SMOOTH,3,1806,0.36198781838316724,0.9248338870431894,36.20352295111781,0.512735326688815
price_velocity_1b,5s,FLAT_SMOOTH,4,2549,1.601510396233817,-1.8303256178893683,47.83875678400949,0.5154962730482542
price_velocity_1b,5s,FLAT_CHOPPY,0,3402,-2.6732804232804233,1.9733245149911816,80.80309263868804,0.5302763080540859
price_velocity_1b,5s,FLAT_CHOPPY,1,3394,-0.7090453741897466,-1.612183264584561,56.86215493311427,0.5032410135533294
price_velocity_1b,5s,FLAT_CHOPPY,2,3471,-0.11452031114952463,0.5729616825122443,49.47245896407549,0.5108038029386344
price_velocity_1b,5s,FLAT_CHOPPY,3,3927,0.4767634326457856,-2.0121594092182327,54.38773619734961,0.5006366182836771
price_velocity_1b,5s,FLAT_CHOPPY,4,4109,2.2950839620345582,-0.1508274519347773,83.99203311402647,0.5239717692869311
price_velocity_1b,1m,UP_SMOOTH,0,1392,-7.190912356321839,27.708333333333332,102.41207134326322,0.6573275862068966
price_velocity_1b,1m,UP_SMOOTH,1,1390,-1.5203237410071941,10.951079136690648,62.52819694187182,0.6115107913669064
price_velocity_1b,1m,UP_SMOOTH,2,1474,0.12126865671641791,11.441485753052918,40.14631899037214,0.6275440976933514
price_velocity_1b,1m,UP_SMOOTH,3,1380,1.7320652173913043,15.285688405797101,73.66568042646941,0.6123188405797102
price_velocity_1b,1m,UP_SMOOTH,4,1510,8.166887417218543,33.133774834437084,120.44199540076923,0.6622516556291391
price_velocity_1b,1m,UP_CHOPPY,0,748,-9.564839572192513,20.06951871657754,86.08553337385263,0.6109625668449198
price_velocity_1b,1m,UP_CHOPPY,1,723,-1.8568464730290457,4.3578838174273855,43.28842719999292,0.5477178423236515
price_velocity_1b,1m,UP_CHOPPY,2,779,-0.13478818998716302,3.6925545571245184,51.77287805480467,0.5468549422336328
price_velocity_1b,1m,UP_CHOPPY,3,853,1.6611957796014067,6.019929660023447,39.26530623468977,0.5568581477139508
price_velocity_1b,1m,UP_CHOPPY,4,821,9.005176613885505,20.630633373934227,92.83595173989441,0.5980511571254568
price_velocity_1b,1m,DOWN_SMOOTH,0,899,-10.89377085650723,-34.91101223581757,104.7677654005006,0.39377085650723026
price_velocity_1b,1m,DOWN_SMOOTH,1,869,-2.563578826237054,-14.777330264672036,57.60286494617398,0.4142692750287687
price_velocity_1b,1m,DOWN_SMOOTH,2,957,-0.3443051201671891,-15.657784743991641,67.14147033860493,0.4148380355276907
price_velocity_1b,1m,DOWN_SMOOTH,3,969,1.770639834881321,-13.140866873065015,49.979438144743916,0.3973168214654283
price_velocity_1b,1m,DOWN_SMOOTH,4,968,8.403667355371901,-30.764204545454547,98.06873073761886,0.38326446280991733
price_velocity_1b,1m,DOWN_CHOPPY,0,584,-9.886130136986301,-19.67722602739726,78.06957091218028,0.4058219178082192
price_velocity_1b,1m,DOWN_CHOPPY,1,556,-2.3579136690647484,-10.06294964028777,47.90840165484321,0.44244604316546765
price_velocity_1b,1m,DOWN_CHOPPY,2,635,-0.13188976377952755,-8.956299212598426,53.47522348250066,0.4377952755905512
price_velocity_1b,1m,DOWN_CHOPPY,3,613,2.1199021207177813,-10.827079934747145,52.70648850484705,0.4290375203915171
price_velocity_1b,1m,DOWN_CHOPPY,4,600,8.579166666666667,-18.695,76.06922792690655,0.4266666666666667
price_velocity_1b,1m,FLAT_SMOOTH,0,1955,-6.644373401534527,0.18567774936061382,53.63283556894314,0.5365728900255754
price_velocity_1b,1m,FLAT_SMOOTH,1,1756,-1.642369020501139,0.7176822323462415,38.126472534949066,0.5159453302961275
price_velocity_1b,1m,FLAT_SMOOTH,2,2114,-0.11719489120151372,-1.1938268684957427,33.483478715211874,0.49479659413434246
price_velocity_1b,1m,FLAT_SMOOTH,3,2083,1.53516562650024,0.4219875180028805,37.27386474813273,0.5151224195871339
price_velocity_1b,1m,FLAT_SMOOTH,4,1985,6.344710327455919,-0.09672544080604534,49.26101099747783,0.5309823677581864
price_velocity_1b,1m,FLAT_CHOPPY,0,3549,-9.16025641025641,1.4889405466328542,85.65167100136426,0.5235277542969851
price_velocity_1b,1m,FLAT_CHOPPY,1,3607,-1.9832270584973661,-0.41370945383975605,53.97685929464903,0.4998613806487386
price_velocity_1b,1m,FLAT_CHOPPY,2,3345,-0.12369207772795217,-0.6579222720478326,48.68430662995429,0.5189835575485799
price_velocity_1b,1m,FLAT_CHOPPY,3,4015,1.7237858032378581,-2.0250311332503115,50.95624945321812,0.5085927770859278
price_velocity_1b,1m,FLAT_CHOPPY,4,3787,8.459202534988117,0.3295484552416161,85.0592281817299,0.5188803802482176
price_velocity_1b,5m,UP_SMOOTH,0,1427,-16.117554309740715,24.830238262088297,89.98795087537131,0.6503153468815698
price_velocity_1b,5m,UP_SMOOTH,1,1431,-3.1890286512928023,14.169636617749825,66.5819616010004,0.6268343815513627
price_velocity_1b,5m,UP_SMOOTH,2,1413,0.6157112526539278,13.83793347487615,56.08252854795941,0.6454352441613588
price_velocity_1b,5m,UP_SMOOTH,3,1432,4.784392458100559,15.056389664804469,71.43925761809716,0.6180167597765364
price_velocity_1b,5m,UP_SMOOTH,4,1443,21.544178794178794,31.15713790713791,124.58356619695867,0.6327096327096328
price_velocity_1b,5m,UP_CHOPPY,0,781,-21.178937259923174,23.011203585147246,91.95939540452031,0.6094750320102432
price_velocity_1b,5m,UP_CHOPPY,1,766,-3.9546344647519582,5.822127937336814,37.414891698699876,0.556135770234987
price_velocity_1b,5m,UP_CHOPPY,2,787,0.19472681067344347,3.399618805590851,33.27271259098654,0.5336721728081322
price_velocity_1b,5m,UP_CHOPPY,3,791,4.652970922882427,3.9642857142857144,45.42014732474795,0.5562579013906448
price_velocity_1b,5m,UP_CHOPPY,4,799,24.494993742177723,18.60982478097622,94.69779164439447,0.60450563204005
price_velocity_1b,5m,DOWN_SMOOTH,0,918,-28.781318082788673,-29.237200435729847,104.40293275913217,0.42592592592592593
price_velocity_1b,5m,DOWN_SMOOTH,1,931,-6.307465091299678,-14.100161117078411,60.41863005316237,0.4296455424274973
price_velocity_1b,5m,DOWN_SMOOTH,2,941,-0.7624867162592986,-14.769925611052072,56.68945888632425,0.41870350690754515
price_velocity_1b,5m,DOWN_SMOOTH,3,920,4.48179347826087,-17.25951086956522,57.553747688506476,0.37282608695652175
price_velocity_1b,5m,DOWN_SMOOTH,4,952,20.857405462184875,-33.59243697478992,99.36439692348908,0.3560924369747899
price_velocity_1b,5m,DOWN_CHOPPY,0,585,-24.51880341880342,-12.948290598290598,72.16975740612713,0.4495726495726496
price_velocity_1b,5m,DOWN_CHOPPY,1,604,-5.720612582781457,-13.139072847682119,63.56860519915858,0.4503311258278146
price_velocity_1b,5m,DOWN_CHOPPY,2,572,-0.3151223776223776,-11.064248251748252,47.513399370589354,0.4405594405594406
price_velocity_1b,5m,DOWN_CHOPPY,3,621,4.702495974235105,-16.783011272141707,63.57968803854659,0.4025764895330113
price_velocity_1b,5m,DOWN_CHOPPY,4,606,19.890676567656765,-13.805280528052805,65.36288592441015,0.400990099009901
price_velocity_1b,5m,FLAT_SMOOTH,0,1956,-16.8090490797546,1.871676891615542,52.21780529396621,0.5470347648261759
price_velocity_1b,5m,FLAT_SMOOTH,1,1945,-3.802956298200514,-0.5120822622107969,37.01382524535449,0.515681233933162
price_velocity_1b,5m,FLAT_SMOOTH,2,1987,0.1411675893306492,-0.9404881731253145,30.82975252248091,0.49823855057876193
price_velocity_1b,5m,FLAT_SMOOTH,3,2009,3.9961423593827776,0.5599800895968143,36.66152773326086,0.5196615231458437
price_velocity_1b,5m,FLAT_SMOOTH,4,1995,16.00250626566416,-1.0347117794486216,53.25315036150361,0.5117794486215539
price_velocity_1b,5m,FLAT_CHOPPY,0,3639,-22.67855179994504,-1.0190986534762296,88.35229152808526,0.5226710634789777
price_velocity_1b,5m,FLAT_CHOPPY,1,3509,-4.7343972641778285,-0.20397549159304645,49.69402227701995,0.5166714163579368
price_velocity_1b,5m,FLAT_CHOPPY,2,3820,-0.008442408376963351,-1.6645942408376964,47.06865886400533,0.4979057591623037
price_velocity_1b,5m,FLAT_CHOPPY,3,3579,4.808535903883766,-0.767393126571668,52.79736773915784,0.5076837105336687
price_velocity_1b,5m,FLAT_CHOPPY,4,3756,21.575612353567625,2.193357294994675,84.43589467395573,0.5244941427050053
price_velocity_1b,15m,UP_SMOOTH,0,1408,-25.948863636363637,22.808238636363637,83.23866288928586,0.6512784090909091
price_velocity_1b,15m,UP_SMOOTH,1,1415,-4.824204946996466,17.202650176678446,49.44077974661412,0.6614840989399293
price_velocity_1b,15m,UP_SMOOTH,2,1462,1.8433652530779754,12.575923392612859,69.85148551814775,0.63406292749658
price_velocity_1b,15m,UP_SMOOTH,3,1408,9.722301136363637,12.495916193181818,60.61372720841986,0.5916193181818182
price_velocity_1b,15m,UP_SMOOTH,4,1453,42.45887818306951,33.96214728148658,134.8261741028414,0.6345492085340675
price_velocity_1b,15m,UP_CHOPPY,0,780,-35.87083333333333,32.55032051282051,98.84762337821937,0.6358974358974359
price_velocity_1b,15m,UP_CHOPPY,1,761,-6.556504599211563,6.394546649145861,38.65566786024831,0.5834428383705651
price_velocity_1b,15m,UP_CHOPPY,2,798,0.593671679197995,2.9953007518796992,32.83772111959821,0.5388471177944862
price_velocity_1b,15m,UP_CHOPPY,3,794,8.829974811083124,3.9619017632241813,37.2021171723308,0.5025188916876574
price_velocity_1b,15m,UP_CHOPPY,4,791,46.96586599241466,9.254740834386853,90.09067808674186,0.6017699115044248
price_velocity_1b,15m,DOWN_SMOOTH,0,930,-54.89354838709677,-26.656989247311827,107.53479775532013,0.43333333333333335
price_velocity_1b,15m,DOWN_SMOOTH,1,916,-12.935589519650655,-16.55485807860262,71.95358101328644,0.4126637554585153
price_velocity_1b,15m,DOWN_SMOOTH,2,937,-2.2201173959445035,-12.032283884738527,50.45368910758283,0.42689434364994666
price_velocity_1b,15m,DOWN_SMOOTH,3,935,6.908823529411765,-21.891978609625667,59.39982177962626,0.37219251336898396
price_velocity_1b,15m,DOWN_SMOOTH,4,944,33.041313559322035,-31.806938559322035,90.710203038955,0.3580508474576271
price_velocity_1b,15m,DOWN_CHOPPY,0,596,-44.61241610738255,-7.2625838926174495,66.87431495756327,0.4748322147651007
price_velocity_1b,15m,DOWN_CHOPPY,1,586,-10.477389078498293,-16.136945392491466,68.17559746690647,0.43856655290102387
price_velocity_1b,15m,DOWN_CHOPPY,2,582,-0.7323883161512027,-10.76331615120275,43.00238824372521,0.43986254295532645
price_velocity_1b,15m,DOWN_CHOPPY,3,615,7.5894308943089435,-13.76260162601626,60.87424580778617,0.44227642276422763
price_velocity_1b,15m,DOWN_CHOPPY,4,609,31.5931855500821,-19.892857142857142,71.20578552443794,0.34811165845648606
price_velocity_1b,15m,FLAT_SMOOTH,0,1953,-29.867511520737327,1.3659754224270353,53.06043138124821,0.5391705069124424
price_velocity_1b,15m,FLAT_SMOOTH,1,1992,-6.454191767068273,0.7823795180722891,36.76223824092753,0.5240963855421686
price_velocity_1b,15m,FLAT_SMOOTH,2,1963,0.36563932755985734,1.2981406011207335,29.05205704786027,0.5359144167091187
price_velocity_1b,15m,FLAT_SMOOTH,3,1979,7.165234967155129,-0.4650075795856493,39.720555350196854,0.5149065184436584
price_velocity_1b,15m,FLAT_SMOOTH,4,2001,28.913418290854572,-2.7335082458770614,50.932980257256276,0.47976011994003
price_velocity_1b,15m,FLAT_CHOPPY,0,3642,-41.11895936298737,4.027663371773751,86.95791121788115,0.5395387149917628
price_velocity_1b,15m,FLAT_CHOPPY,1,3644,-8.383232711306256,-2.1335071350164654,57.21039877426775,0.4972557628979144
price_velocity_1b,15m,FLAT_CHOPPY,2,3638,0.14527212754260582,-1.6751649257833974,47.14666949823923,0.5159428257284222
price_velocity_1b,15m,FLAT_CHOPPY,3,3691,8.556691953400163,-4.557978867515579,51.457884198750534,0.489027363858033
price_velocity_1b,15m,FLAT_CHOPPY,4,3688,39.69922722342733,2.9100460954446854,82.00996411127073,0.5273861171366594
price_velocity_1b,1h,UP_SMOOTH,0,1403,-42.061653599429796,20.102280826799714,64.45676830658502,0.6735566642908054
price_velocity_1b,1h,UP_SMOOTH,1,1440,-5.336631944444444,18.12065972222222,58.5255090874864,0.6208333333333333
price_velocity_1b,1h,UP_SMOOTH,2,1440,8.232291666666667,6.7815972222222225,33.25218659518404,0.6277777777777778
price_velocity_1b,1h,UP_SMOOTH,3,1417,24.04798870853917,11.882674664784757,49.950516171438046,0.5871559633027523
price_velocity_1b,1h,UP_SMOOTH,4,1446,108.90767634854772,42.10408022130014,156.58191132968906,0.6639004149377593
price_velocity_1b,1h,UP_CHOPPY,0,768,-53.45703125,19.528645833333332,79.5728184444363,0.61328125
price_velocity_1b,1h,UP_CHOPPY,1,782,-9.542199488491049,2.0338874680306906,31.814120367827453,0.571611253196931
price_velocity_1b,1h,UP_CHOPPY,2,790,5.030379746835443,11.169620253164556,43.31732210127312,0.549367088607595
price_velocity_1b,1h,UP_CHOPPY,3,792,22.235164141414142,9.941603535353535,45.87558219024522,0.5606060606060606
price_velocity_1b,1h,UP_CHOPPY,4,792,93.56060606060606,12.40625,104.71701512814569,0.5669191919191919
price_velocity_1b,1h,DOWN_SMOOTH,0,930,-128.95806451612904,-30.710483870967742,119.42120567643057,0.42795698924731185
price_velocity_1b,1h,DOWN_SMOOTH,1,923,-30.778439869989167,-15.966413867822318,54.10432282349179,0.39328277356446373
price_velocity_1b,1h,DOWN_SMOOTH,2,915,-8.347267759562842,-10.755737704918033,58.85698306534883,0.45792349726775955
price_velocity_1b,1h,DOWN_SMOOTH,3,946,9.686310782241014,-19.723837209302324,62.29278062896018,0.3858350951374207
price_velocity_1b,1h,DOWN_SMOOTH,4,948,45.90822784810127,-31.567774261603375,79.96889712174152,0.339662447257384
price_velocity_1b,1h,DOWN_CHOPPY,0,588,-96.71428571428571,-18.473639455782312,98.01875899459667,0.4370748299319728
price_velocity_1b,1h,DOWN_CHOPPY,1,600,-28.4725,-14.404583333333333,57.48087581942365,0.41833333333333333
price_velocity_1b,1h,DOWN_CHOPPY,2,586,-5.45179180887372,-2.8924914675767917,44.57164312515297,0.5307167235494881
price_velocity_1b,1h,DOWN_CHOPPY,3,614,12.81229641693811,-6.109120521172638,43.23060605683103,0.4527687296416938
price_velocity_1b,1h,DOWN_CHOPPY,4,600,60.37,-26.1275,53.77398709627532,0.305
price_velocity_1b,1h,FLAT_SMOOTH,0,1955,-58.30038363171356,4.929156010230179,51.84639538566695,0.6015345268542199
price_velocity_1b,1h,FLAT_SMOOTH,1,1948,-13.596637577002053,0.2774640657084189,32.49340066278059,0.5128336755646817
price_velocity_1b,1h,FLAT_SMOOTH,2,1981,0.5753407370015143,2.6273346794548207,41.15493832026727,0.5270065623422514
price_velocity_1b,1h,FLAT_SMOOTH,3,2007,13.796213253612358,-3.425012456402591,33.80032962618601,0.48679621325361233
price_velocity_1b,1h,FLAT_SMOOTH,4,1979,56.53145528044467,-4.449090449722082,50.121105525431204,0.4648812531581607
price_velocity_1b,1h,FLAT_CHOPPY,0,3650,-84.61260273972603,9.264520547945205,87.37999852565443,0.5704109589041096
price_velocity_1b,1h,FLAT_CHOPPY,1,3634,-16.46615299944964,-2.0095624656026416,54.72777098447686,0.5110071546505228
price_velocity_1b,1h,FLAT_CHOPPY,2,3622,0.9221424627277747,-1.5089039204859194,46.11752851317649,0.5
price_velocity_1b,1h,FLAT_CHOPPY,3,3723,19.07070910556003,-4.5008058017727635,52.17869006171305,0.4893902766586086
price_velocity_1b,1h,FLAT_CHOPPY,4,3674,77.71026129559064,-2.6081246597713665,82.97534208724099,0.4986390854654328
price_velocity_1b,4h,UP_SMOOTH,0,1416,-59.48728813559322,25.156779661016948,58.8120445700755,0.7203389830508474
price_velocity_1b,4h,UP_SMOOTH,1,1404,1.8215811965811965,14.64618945868946,46.942031266653665,0.6296296296296297
price_velocity_1b,4h,UP_SMOOTH,2,1434,27.945432357043234,16.69612970711297,106.65562314138018,0.6255230125523012
price_velocity_1b,4h,UP_SMOOTH,3,1416,73.15889830508475,22.865466101694917,64.74159356479494,0.605225988700565
price_velocity_1b,4h,UP_SMOOTH,4,1476,277.6056910569106,19.836043360433603,122.23847336735618,0.5941734417344173
price_velocity_1b,4h,UP_CHOPPY,0,757,-61.91941875825628,13.580250990752972,59.362910211674716,0.5799207397622193
price_velocity_1b,4h,UP_CHOPPY,1,766,-6.658942558746737,5.286879895561357,30.537473403774086,0.5809399477806788
price_velocity_1b,4h,UP_CHOPPY,2,793,25.490542244640604,10.157313997477932,49.523682129259306,0.592686002522068
price_velocity_1b,4h,UP_CHOPPY,3,780,71.73461538461538,10.874358974358975,46.093530202688925,0.5679487179487179
price_velocity_1b,4h,UP_CHOPPY,4,828,184.7826086956522,14.788949275362318,113.05200022021663,0.5410628019323671
price_velocity_1b,4h,DOWN_SMOOTH,0,900,-285.0966666666667,-44.6125,129.21436226196533,0.36
price_velocity_1b,4h,DOWN_SMOOTH,1,960,-116.25,-13.266927083333334,54.63264046336081,0.4125
price_velocity_1b,4h,DOWN_SMOOTH,2,917,-46.083151581243186,-14.025627044711014,52.23673096557558,0.4078516902944384
price_velocity_1b,4h,DOWN_SMOOTH,3,913,-5.826944140197153,-14.42250821467689,46.80896465529956,0.3910186199342826
price_velocity_1b,4h,DOWN_SMOOTH,4,972,52.92901234567901,-23.464506172839506,79.46978663692508,0.4279835390946502
price_velocity_1b,4h,DOWN_CHOPPY,0,564,-201.54787234042553,-3.8851950354609928,94.47153662594006,0.5195035460992907
price_velocity_1b,4h,DOWN_CHOPPY,1,612,-74.52450980392157,-15.999183006535947,58.19227645153004,0.4117647058823529
price_velocity_1b,4h,DOWN_CHOPPY,2,601,-15.365640599001663,-16.07487520798669,46.35102939553843,0.39933444259567386
price_velocity_1b,4h,DOWN_CHOPPY,3,588,20.525510204081634,-9.361394557823129,49.46746351495955,0.4166666666666667
price_velocity_1b,4h,DOWN_CHOPPY,4,623,94.66252006420545,-21.636436597110755,55.8253229700411,0.4012841091492777
price_velocity_1b,4h,FLAT_SMOOTH,0,1945,-116.69588688946016,4.874678663239075,55.530305675993006,0.5892030848329048
price_velocity_1b,4h,FLAT_SMOOTH,1,1944,-30.933641975308642,-0.5712448559670782,41.10452173978219,0.5303497942386831
price_velocity_1b,4h,FLAT_SMOOTH,2,1968,2.1234756097560976,-1.976244918699187,29.92100535984288,0.5
price_velocity_1b,4h,FLAT_SMOOTH,3,1943,31.553782810087494,-0.3336335563561503,35.87832136756139,0.49047864127637675
price_velocity_1b,4h,FLAT_SMOOTH,4,1986,109.89123867069486,-2.614929506545821,46.97956080489388,0.4738167170191339
price_velocity_1b,4h,FLAT_CHOPPY,0,3661,-161.98361103523627,14.048552308112537,80.835444832983,0.556951652553947
price_velocity_1b,4h,FLAT_CHOPPY,1,3575,-29.97335664335664,-0.12776223776223777,47.27087430316997,0.5309090909090909
price_velocity_1b,4h,FLAT_CHOPPY,2,3711,3.462947992454864,-0.7094448935596874,59.31839092339147,0.5200754513608192
price_velocity_1b,4h,FLAT_CHOPPY,3,3647,36.34446120098711,-5.150945982999726,60.18598843004284,0.49684672333424734
price_velocity_1b,4h,FLAT_CHOPPY,4,3709,134.53909409544352,-9.395524400107846,78.74082991540838,0.4650849285521704
price_accel_1b,5s,UP_SMOOTH,0,1368,-3.2903874269005846,32.10179093567251,127.73315425721543,0.6308479532163743
price_accel_1b,5s,UP_SMOOTH,1,1473,-0.825356415478615,13.264256619144604,48.37742646152315,0.6306856754921928
price_accel_1b,5s,UP_SMOOTH,2,980,-0.12653061224489795,10.886989795918367,42.29497408812683,0.6214285714285714
price_accel_1b,5s,UP_SMOOTH,3,1658,0.5968033775633294,15.241556091676719,66.7841277809876,0.6369119420989143
price_accel_1b,5s,UP_SMOOTH,4,1667,3.072585482903419,25.42876424715057,101.1256713080888,0.6466706658668266
price_accel_1b,5s,UP_CHOPPY,0,669,-4.137144992526158,20.915171898355755,97.94262437732618,0.617339312406577
price_accel_1b,5s,UP_CHOPPY,1,688,-1.067950581395349,6.693677325581396,46.50320660081129,0.559593023255814
price_accel_1b,5s,UP_CHOPPY,2,962,-0.11356548856548856,2.730769230769231,43.00707349596791,0.525987525987526
price_accel_1b,5s,UP_CHOPPY,3,789,0.8409378960709759,7.057667934093789,44.68218106479194,0.5538656527249683
price_accel_1b,5s,UP_CHOPPY,4,816,3.576593137254902,19.998774509803923,86.6572243865082,0.6176470588235294
price_accel_1b,5s,DOWN_SMOOTH,0,860,-4.522383720930232,-29.62732558139535,92.04771474772222,0.3686046511627907
price_accel_1b,5s,DOWN_SMOOTH,1,881,-1.1906923950056754,-20.472190692395007,61.46763000363359,0.39160045402951194
price_accel_1b,5s,DOWN_SMOOTH,2,971,-0.12126673532440782,-18.46292481977343,70.62426199080517,0.39752832131822863
price_accel_1b,5s,DOWN_SMOOTH,3,1007,0.9342105263157895,-12.104270109235353,61.56524183841718,0.44091360476663355
price_accel_1b,5s,DOWN_SMOOTH,4,943,3.9742841993637326,-29.79029692470838,101.34124073648105,0.39766702014846234
price_accel_1b,5s,DOWN_CHOPPY,0,568,-3.990757042253521,-15.664612676056338,76.84331625759806,0.44366197183098594
price_accel_1b,5s,DOWN_CHOPPY,1,552,-1.1897644927536233,-11.12998188405797,51.493100982753,0.427536231884058
price_accel_1b,5s,DOWN_CHOPPY,2,629,-0.12162162162162163,-11.032193958664546,50.67386134725971,0.43879173290937995
price_accel_1b,5s,DOWN_CHOPPY,3,631,0.937797147385103,-12.551109350237718,56.12475706771697,0.4294770206022187
price_accel_1b,5s,DOWN_CHOPPY,4,608,3.5328947368421053,-17.64391447368421,75.30438679988926,0.4029605263157895
price_accel_1b,5s,FLAT_SMOOTH,0,1921,-2.8805309734513274,1.334200937011973,48.76601002063342,0.5320145757418011
price_accel_1b,5s,FLAT_SMOOTH,1,1422,-0.9667721518987342,-2.200773558368495,37.34096871413843,0.47257383966244726
price_accel_1b,5s,FLAT_SMOOTH,2,1955,-0.23785166240409208,0.3565217391304348,38.05903927446547,0.5202046035805626
price_accel_1b,5s,FLAT_SMOOTH,3,2357,0.5931268561731013,0.7399236317352567,37.80292026040949,0.5265167585914298
price_accel_1b,5s,FLAT_SMOOTH,4,2238,2.645107238605898,-0.9329758713136729,49.55686373379073,0.5254691689008043
price_accel_1b,5s,FLAT_CHOPPY,0,3165,-4.225039494470774,0.9951026856240126,85.03215081160282,0.5279620853080569
price_accel_1b,5s,FLAT_CHOPPY,1,3554,-1.17339617332583,-1.276800787844682,56.442445472549686,0.5132245357343838
price_accel_1b,5s,FLAT_CHOPPY,2,4203,-0.12544610992148467,-0.26689269569355223,51.331702965358545,0.5113014513442778
price_accel_1b,5s,FLAT_CHOPPY,3,3308,0.8297309552599759,-0.34356106408706166,54.143150054908695,0.5157194679564692
price_accel_1b,5s,FLAT_CHOPPY,4,4073,3.568745396513626,-0.4038178246992389,81.92368771349827,0.5042965872821017
price_accel_1b,1m,UP_SMOOTH,0,1360,-11.048529411764706,25.060845588235296,94.94850915689348,0.6426470588235295
price_accel_1b,1m,UP_SMOOTH,1,1462,-2.5569425444596443,13.399110807113543,57.86214850722987,0.6183310533515732
price_accel_1b,1m,UP_SMOOTH,2,1444,-0.009522160664819944,9.947368421052632,40.547264370801244,0.6295013850415513
price_accel_1b,1m,UP_SMOOTH,3,1441,2.539555863983345,16.294587092297014,66.60596167312882,0.6377515614156836
price_accel_1b,1m,UP_SMOOTH,4,1439,11.598853370396109,34.93137595552467,134.13774054833638,0.645587213342599
price_accel_1b,1m,UP_CHOPPY,0,771,-14.456874189364461,14.382295719844358,88.67439989022569,0.5953307392996109
price_accel_1b,1m,UP_CHOPPY,1,776,-2.832796391752577,6.321842783505154,45.37198662902346,0.5476804123711341
price_accel_1b,1m,UP_CHOPPY,2,764,-0.23756544502617802,5.408376963350785,39.72921056601141,0.5327225130890052
price_accel_1b,1m,UP_CHOPPY,3,827,2.399637243047158,4.764510278113664,40.26123759743751,0.5634824667472793
price_accel_1b,1m,UP_CHOPPY,4,786,13.126590330788805,24.23059796437659,95.60058908100731,0.6208651399491094
price_accel_1b,1m,DOWN_SMOOTH,0,922,-14.627982646420824,-34.17787418655097,102.07011667133587,0.37418655097613884
price_accel_1b,1m,DOWN_SMOOTH,1,916,-3.60971615720524,-18.64437772925764,68.18887677944957,0.4126637554585153
price_accel_1b,1m,DOWN_SMOOTH,2,933,-0.332529474812433,-14.269560557341908,53.30767273724074,0.4008574490889603
price_accel_1b,1m,DOWN_SMOOTH,3,940,2.847872340425532,-16.17313829787234,59.29498049289539,0.4
