concept,tf,regime_2d,quantile,n,feat_mean,mean_fwd,std_fwd,win_rate
vol_accel_1b,5s,UP_CHOPPY,2,788,1.4949238578680204,2.213515228426396,42.95725711045095,0.4987309644670051
vol_accel_1b,5s,UP_CHOPPY,3,805,9.86832298136646,7.130124223602484,53.284289954495016,0.5440993788819876
vol_accel_1b,5s,UP_CHOPPY,4,812,84.16625615763547,22.976908866995075,81.84092664677937,0.6403940886699507
vol_accel_1b,5s,DOWN_SMOOTH,0,896,-70.39397321428571,-27.763950892857142,96.22454724396455,0.4140625
vol_accel_1b,5s,DOWN_SMOOTH,1,956,-6.9968619246861925,-17.14173640167364,63.3844760233244,0.3901673640167364
vol_accel_1b,5s,DOWN_SMOOTH,2,895,1.4770949720670392,-12.735754189944133,59.38358680040969,0.40893854748603353
vol_accel_1b,5s,DOWN_SMOOTH,3,964,10.00207468879668,-18.480809128630707,67.93397487895506,0.4118257261410788
vol_accel_1b,5s,DOWN_SMOOTH,4,951,90.6677181913775,-32.8562039957939,98.27368817636646,0.3785488958990536
vol_accel_1b,5s,DOWN_CHOPPY,0,595,-67.26890756302521,-22.37731092436975,69.90195055511612,0.36134453781512604
vol_accel_1b,5s,DOWN_CHOPPY,1,552,-6.467391304347826,-10.442028985507246,60.04595404325487,0.45471014492753625
vol_accel_1b,5s,DOWN_CHOPPY,2,595,1.4184873949579833,-7.747058823529412,45.813323131505676,0.4638655462184874
vol_accel_1b,5s,DOWN_CHOPPY,3,636,10.25943396226415,-8.918632075471699,57.896198883972076,0.4638364779874214
vol_accel_1b,5s,DOWN_CHOPPY,4,610,91.83934426229509,-18.471311475409838,75.85779840964274,0.3983606557377049
vol_accel_1b,5s,FLAT_SMOOTH,0,1935,-53.0671834625323,1.8162790697674418,47.50345296984825,0.544702842377261
vol_accel_1b,5s,FLAT_SMOOTH,1,1752,-5.110159817351598,-1.2437214611872147,38.30095088783911,0.502283105022831
vol_accel_1b,5s,FLAT_SMOOTH,2,2037,1.0039273441335297,1.0004909180166912,31.146764642511634,0.5100638193421698
vol_accel_1b,5s,FLAT_SMOOTH,3,2168,7.890682656826568,-0.352859778597786,37.45275018824787,0.5207564575645757
vol_accel_1b,5s,FLAT_SMOOTH,4,2001,61.90704647676162,-1.4102948525737131,56.07626736385918,0.512743628185907
vol_accel_1b,5s,FLAT_CHOPPY,0,3570,-67.48263305322129,0.11946778711484594,80.3554887127315,0.515126050420168
vol_accel_1b,5s,FLAT_CHOPPY,1,3427,-6.148818208345491,-0.2671432740005836,53.00731021172711,0.5065655091917128
vol_accel_1b,5s,FLAT_CHOPPY,2,3558,1.0101180438448567,-1.6012507026419336,43.6789025079591,0.5008431703204047
vol_accel_1b,5s,FLAT_CHOPPY,3,3977,8.56701030927835,0.0662559718380689,60.30200662003106,0.5252703042494342
vol_accel_1b,5s,FLAT_CHOPPY,4,3771,78.57677008750994,0.16746221161495625,86.75850063857688,0.5192256695836648
vol_accel_1b,1m,UP_SMOOTH,0,1426,-1180.1276297335203,23.93408134642356,87.01404878966108,0.6367461430575035
vol_accel_1b,1m,UP_SMOOTH,1,1427,-109.63139453398739,15.093377715487035,79.5985869348145,0.6068675543097407
vol_accel_1b,1m,UP_SMOOTH,2,1435,34.026480836236935,17.60679442508711,103.02673769170964,0.6411149825783972
vol_accel_1b,1m,UP_SMOOTH,3,1425,190.0778947368421,15.834561403508772,61.045593400023634,0.6350877192982456
vol_accel_1b,1m,UP_SMOOTH,4,1433,1217.5589672016747,26.716503838101882,90.99317292513433,0.6531751570132589
vol_accel_1b,1m,UP_CHOPPY,0,785,-1271.7133757961783,15.854458598726115,88.67436187864752,0.6165605095541401
vol_accel_1b,1m,UP_CHOPPY,1,780,-132.3576923076923,6.790064102564102,47.521266579021734,0.5294871794871795
vol_accel_1b,1m,UP_CHOPPY,2,789,34.39670468948035,4.107731305449937,37.02567778968509,0.5437262357414449
vol_accel_1b,1m,UP_CHOPPY,3,785,209.32738853503184,7.8640127388535035,59.216037700902746,0.556687898089172
vol_accel_1b,1m,UP_CHOPPY,4,785,1325.252229299363,20.32579617834395,85.17786099679314,0.6140127388535032
vol_accel_1b,1m,DOWN_SMOOTH,0,933,-1452.438370846731,-29.229367631296892,102.89117972999718,0.40836012861736337
vol_accel_1b,1m,DOWN_SMOOTH,1,932,-155.0804721030043,-15.05793991416309,63.103223206071746,0.4130901287553648
vol_accel_1b,1m,DOWN_SMOOTH,2,928,42.44181034482759,-14.009159482758621,51.76203274212649,0.375
vol_accel_1b,1m,DOWN_SMOOTH,3,936,246.7767094017094,-17.552083333333332,69.76063178463895,0.4198717948717949
vol_accel_1b,1m,DOWN_SMOOTH,4,933,1446.7845659163986,-33.21543408360129,94.09564293336967,0.3858520900321543
vol_accel_1b,1m,DOWN_CHOPPY,0,597,-1531.2395309882747,-15.109296482412061,68.65982409291969,0.40871021775544386
vol_accel_1b,1m,DOWN_CHOPPY,1,597,-159.37018425460636,-10.547738693467336,60.25592112773431,0.47068676716917923
vol_accel_1b,1m,DOWN_CHOPPY,2,598,34.37792642140468,-10.03010033444816,52.165364209458886,0.44481605351170567
vol_accel_1b,1m,DOWN_CHOPPY,3,598,221.9314381270903,-10.591137123745819,55.99717378945679,0.43812709030100333
vol_accel_1b,1m,DOWN_CHOPPY,4,598,1457.1973244147157,-21.704013377926422,74.79167729260406,0.3795986622073579
vol_accel_1b,1m,FLAT_SMOOTH,0,1979,-1116.5962607377464,1.0381505811015665,51.01142834062205,0.5305709954522486
vol_accel_1b,1m,FLAT_SMOOTH,1,1967,-121.26436197254702,-0.15353329944077276,33.674385986811906,0.514489069649212
vol_accel_1b,1m,FLAT_SMOOTH,2,1990,30.488442211055276,0.4462311557788945,32.53830454729167,0.5105527638190954
vol_accel_1b,1m,FLAT_SMOOTH,3,1976,178.6578947368421,0.5397267206477733,38.06572351951978,0.5146761133603239
vol_accel_1b,1m,FLAT_SMOOTH,4,1981,1035.07571933367,-1.9790509843513377,54.574614758774175,0.5214538112064614
vol_accel_1b,1m,FLAT_CHOPPY,0,3663,-1351.5924105924105,-1.3594048594048593,86.056242513923,0.5034125034125034
vol_accel_1b,1m,FLAT_CHOPPY,1,3656,-130.7672319474836,0.8853938730853391,52.43002758033457,0.5270787746170679
vol_accel_1b,1m,FLAT_CHOPPY,2,3652,29.392387732749178,0.23713033953997809,45.56868183832616,0.5147864184008762
vol_accel_1b,1m,FLAT_CHOPPY,3,3664,202.62308951965065,-1.0337063318777293,54.52280912664793,0.506004366812227
vol_accel_1b,1m,FLAT_CHOPPY,4,3668,1373.7197382769903,-0.1710059978189749,85.25121893377238,0.5177208287895311
vol_accel_1b,5m,UP_SMOOTH,0,1429,-5539.416375087474,24.935619314205738,97.76490606105386,0.636109167249825
vol_accel_1b,5m,UP_SMOOTH,1,1429,-556.1518544436669,16.00962211336599,76.30833480637307,0.6368089573128062
vol_accel_1b,5m,UP_SMOOTH,2,1427,117.48913805185704,16.303083391730905,88.01885502786266,0.665031534688157
vol_accel_1b,5m,UP_SMOOTH,3,1431,811.1705101327743,15.02900069881202,52.68361943026908,0.6093640810621943
vol_accel_1b,5m,UP_SMOOTH,4,1430,5158.259440559441,26.92395104895105,103.13868304686369,0.6258741258741258
vol_accel_1b,5m,UP_CHOPPY,0,784,-6577.905612244898,17.896364795918366,88.20398895810882,0.5892857142857143
vol_accel_1b,5m,UP_CHOPPY,1,786,-686.1450381679389,7.945610687022901,61.33689585242555,0.5610687022900763
vol_accel_1b,5m,UP_CHOPPY,2,783,147.35376756066412,4.780970625798212,34.174105459648345,0.5683269476372924
vol_accel_1b,5m,UP_CHOPPY,3,786,950.0928753180661,2.709287531806616,48.620237355558544,0.5318066157760815
vol_accel_1b,5m,UP_CHOPPY,4,785,6162.19872611465,21.60891719745223,84.18234003913052,0.6101910828025477
vol_accel_1b,5m,DOWN_SMOOTH,0,933,-6973.261521972133,-28.04581993569132,91.05365791579914,0.40192926045016075
vol_accel_1b,5m,DOWN_SMOOTH,1,931,-821.8571428571429,-15.956498388829216,74.05815328470315,0.41997851772287864
vol_accel_1b,5m,DOWN_SMOOTH,2,933,173.92604501607718,-15.689442658092176,55.79708772329864,0.3762057877813505
vol_accel_1b,5m,DOWN_SMOOTH,3,931,1099.7701396348014,-16.184747583243823,65.71175733504525,0.40064446831364126
vol_accel_1b,5m,DOWN_SMOOTH,4,934,6501.670235546038,-33.186027837259104,99.03040521845435,0.40364025695931477
vol_accel_1b,5m,DOWN_CHOPPY,0,597,-6601.525963149079,-20.19681742043551,73.65773718059496,0.37185929648241206
vol_accel_1b,5m,DOWN_CHOPPY,1,597,-774.9212730318258,-7.649497487437186,53.595193721223865,0.48911222780569513
vol_accel_1b,5m,DOWN_CHOPPY,2,599,171.8931552587646,-10.435726210350584,55.449812350727875,0.4357262103505843
vol_accel_1b,5m,DOWN_CHOPPY,3,597,1047.8777219430485,-11.053182579564488,60.98403767046298,0.46063651591289784
vol_accel_1b,5m,DOWN_CHOPPY,4,598,6177.2090301003345,-18.65175585284281,68.43392062337719,0.38461538461538464
vol_accel_1b,5m,FLAT_SMOOTH,0,1978,-5030.866531850354,-0.6453488372093024,51.752402084366324,0.5217391304347826
vol_accel_1b,5m,FLAT_SMOOTH,1,1975,-588.7908860759494,0.28620253164556964,32.818589177512244,0.5164556962025316
vol_accel_1b,5m,FLAT_SMOOTH,2,1981,144.48157496214034,1.1304896516910652,32.78673641982609,0.5143866733972741
vol_accel_1b,5m,FLAT_SMOOTH,3,1977,859.855842185129,-0.4706626201315124,38.75920811602528,0.5134041476985332
vol_accel_1b,5m,FLAT_SMOOTH,4,1979,4668.267812026276,-0.2574532592218292,53.666468483745966,0.5265285497726124
vol_accel_1b,5m,FLAT_CHOPPY,0,3662,-6548.473511742217,0.015496996176952485,84.2244021256551,0.5191152375750956
vol_accel_1b,5m,FLAT_CHOPPY,1,3660,-623.6010928961749,0.8708333333333333,52.20269414522889,0.5243169398907104
vol_accel_1b,5m,FLAT_CHOPPY,2,3653,117.17738844785109,-1.0752805912948262,44.18022674296191,0.5020531070353135
vol_accel_1b,5m,FLAT_CHOPPY,3,3665,930.6327421555252,0.4680081855388813,55.72520826672629,0.5181446111869031
vol_accel_1b,5m,FLAT_CHOPPY,4,3663,6129.19656019656,-1.7260442260442261,87.18517966420963,0.5053235053235053
vol_accel_1b,15m,UP_SMOOTH,0,1423,-19559.709768095574,22.555165144061842,90.09949930292994,0.623330990864371
vol_accel_1b,15m,UP_SMOOTH,1,1434,-1441.1352859135286,14.283821478382148,51.60111152057981,0.6541143654114365
vol_accel_1b,15m,UP_SMOOTH,2,1430,440.10769230769233,20.41748251748252,105.36192667836865,0.6482517482517482
vol_accel_1b,15m,UP_SMOOTH,3,1429,2574.174247725682,14.263645906228131,70.702072649705,0.6179146256123164
vol_accel_1b,15m,UP_SMOOTH,4,1430,17854.810489510488,27.709265734265735,98.31799367077464,0.6293706293706294
vol_accel_1b,15m,UP_CHOPPY,0,784,-22296.751275510203,11.159438775510203,77.80477455787245,0.5701530612244898
vol_accel_1b,15m,UP_CHOPPY,1,785,-1754.8063694267516,7.8621019108280255,49.622363897391175,0.5872611464968153
vol_accel_1b,15m,UP_CHOPPY,2,784,531.2716836734694,5.557079081632653,45.24539318379768,0.5395408163265306
vol_accel_1b,15m,UP_CHOPPY,3,784,3284.747448979592,8.61639030612245,57.93719148302494,0.5471938775510204
vol_accel_1b,15m,UP_CHOPPY,4,787,20053.99872935197,21.701715374841168,91.35654426966896,0.6162642947903431
vol_accel_1b,15m,DOWN_SMOOTH,0,932,-22739.722103004293,-21.834495708154506,89.6508707945688,0.4227467811158798
vol_accel_1b,15m,DOWN_SMOOTH,1,933,-2201.9163987138263,-19.805466237942124,58.29938080894349,0.3665594855305466
vol_accel_1b,15m,DOWN_SMOOTH,2,927,603.6677454153182,-10.869741100323624,43.00237742357702,0.38403451995685006
vol_accel_1b,15m,DOWN_SMOOTH,3,936,3454.951923076923,-16.47676282051282,62.460350478650675,0.452991452991453
vol_accel_1b,15m,DOWN_SMOOTH,4,934,20745.058886509636,-40.04014989293362,116.60742253716069,0.3758029978586724
vol_accel_1b,15m,DOWN_CHOPPY,0,597,-23509.97487437186,-19.57328308207705,76.24277781139612,0.4103852596314908
vol_accel_1b,15m,DOWN_CHOPPY,1,595,-2271.1781512605044,-7.598319327731092,46.239870550032,0.4504201680672269
vol_accel_1b,15m,DOWN_CHOPPY,2,599,514.8914858096828,-9.608514190317194,40.4443509162012,0.41736227045075125
vol_accel_1b,15m,DOWN_CHOPPY,3,599,3530.5976627712853,-7.42779632721202,42.002969907958686,0.4524207011686144
vol_accel_1b,15m,DOWN_CHOPPY,4,598,21627.551839464883,-23.773829431438127,91.18728976098646,0.411371237458194
vol_accel_1b,15m,FLAT_SMOOTH,0,1975,-16187.164050632911,-0.9705063291139241,52.25161290246118,0.5169620253164557
vol_accel_1b,15m,FLAT_SMOOTH,1,1977,-1626.8872028325745,1.0270612038442084,33.169317060254976,0.5290844714213455
vol_accel_1b,15m,FLAT_SMOOTH,2,1975,382.4703797468354,0.03620253164556962,31.49131879313399,0.5103797468354431
vol_accel_1b,15m,FLAT_SMOOTH,3,1979,2471.934310257706,1.832743810005053,34.15758559664706,0.5260232440626579
vol_accel_1b,15m,FLAT_SMOOTH,4,1979,14916.5432036382,-1.6068721576553815,56.46723090068103,0.5113693784739768
vol_accel_1b,15m,FLAT_CHOPPY,0,3661,-21217.266047528,0.04643540016388965,82.58992611961318,0.5135208959300738
vol_accel_1b,15m,FLAT_CHOPPY,1,3658,-1821.0844723892837,-0.1933433570256971,53.84493211651785,0.5210497539639147
vol_accel_1b,15m,FLAT_CHOPPY,2,3657,403.25950232430955,-1.0436833470057425,43.98708062046515,0.4974022422750889
vol_accel_1b,15m,FLAT_CHOPPY,3,3662,2841.3459858001092,-2.6462998361551064,61.39882858793128,0.5084653194975424
vol_accel_1b,15m,FLAT_CHOPPY,4,3665,19689.085129604366,2.3884038199181448,83.9271725604131,0.528512960436562
vol_accel_1b,1h,UP_SMOOTH,0,1428,-94937.42857142857,27.230742296918766,100.39297512121189,0.6925770308123249
vol_accel_1b,1h,UP_SMOOTH,1,1425,-5222.524210526316,11.941578947368422,75.83652375297109,0.6105263157894737
vol_accel_1b,1h,UP_SMOOTH,2,1435,3019.823693379791,19.751742160278745,85.89486036260675,0.6236933797909407
vol_accel_1b,1h,UP_SMOOTH,3,1418,13831.996473906911,15.460684062059238,54.746873704411804,0.6403385049365303
vol_accel_1b,1h,UP_SMOOTH,4,1440,83441.125,24.731770833333332,101.19166301795512,0.60625
vol_accel_1b,1h,UP_CHOPPY,0,781,-105408.04609475032,15.404289372599232,66.0236157063264,0.6209987195902689
vol_accel_1b,1h,UP_CHOPPY,1,781,-6749.603072983355,13.414212548015366,59.19498286563193,0.5838668373879642
vol_accel_1b,1h,UP_CHOPPY,2,792,4329.392676767677,11.470959595959595,47.71107977014095,0.6123737373737373
vol_accel_1b,1h,UP_CHOPPY,3,779,18269.87163029525,-2.3141848523748396,36.732368866809125,0.44801026957637996
vol_accel_1b,1h,UP_CHOPPY,4,791,87483.42983565107,16.842604298356513,103.2304807567013,0.5941845764854614
vol_accel_1b,1h,DOWN_SMOOTH,0,925,-128768.75351351351,-11.696486486486487,73.8074862247389,0.4518918918918919
vol_accel_1b,1h,DOWN_SMOOTH,1,936,-8730.75,-23.360042735042736,66.68699767116446,0.358974358974359
vol_accel_1b,1h,DOWN_SMOOTH,2,929,3676.909580193757,-16.34956942949408,56.3615886909809,0.41227125941872983
vol_accel_1b,1h,DOWN_SMOOTH,3,937,15931.338313767343,-12.913553895410885,49.729511391880145,0.41728922091782283
vol_accel_1b,1h,DOWN_SMOOTH,4,935,113633.1935828877,-44.653743315508024,122.46381260673765,0.3625668449197861
vol_accel_1b,1h,DOWN_CHOPPY,0,588,-98326.26530612246,-22.110119047619047,92.72644993950993,0.4302721088435374
vol_accel_1b,1h,DOWN_CHOPPY,1,600,-7202.941666666667,-10.215833333333334,44.055633832987425,0.42
vol_accel_1b,1h,DOWN_CHOPPY,2,599,3725.1235392320536,-7.275876460767947,34.604302222398495,0.44574290484140233
vol_accel_1b,1h,DOWN_CHOPPY,3,601,16404.05823627288,-10.441347753743761,65.76362178297258,0.4442595673876872
vol_accel_1b,1h,DOWN_CHOPPY,4,600,84232.44,-18.106666666666666,61.37766819028196,0.40166666666666667
vol_accel_1b,1h,FLAT_SMOOTH,0,1969,-80151.07618080244,-3.9075672930421534,51.23243453812159,0.48857287963433216
vol_accel_1b,1h,FLAT_SMOOTH,1,1965,-6149.016284987278,0.5466921119592876,31.132235566924265,0.5267175572519084
vol_accel_1b,1h,FLAT_SMOOTH,2,1970,2538.128426395939,0.24771573604060915,27.972997116131882,0.49289340101522844
vol_accel_1b,1h,FLAT_SMOOTH,3,1981,11000.3947501262,-0.620015143866734,38.41831672588318,0.5179202423018677
vol_accel_1b,1h,FLAT_SMOOTH,4,1973,72947.43436391282,3.4126964014191588,57.18668950569054,0.5625950329447542
vol_accel_1b,1h,FLAT_CHOPPY,0,3662,-100250.77143637357,2.283178590933916,74.27849478807278,0.5152921900600764
vol_accel_1b,1h,FLAT_CHOPPY,1,3662,-6634.751228836702,-3.5060759148006553,63.57892726711216,0.4863462588749317
vol_accel_1b,1h,FLAT_CHOPPY,2,3649,2494.218416004385,-1.3127569197040285,41.85855350526356,0.530282269114826
vol_accel_1b,1h,FLAT_CHOPPY,3,3656,14041.467177242888,-3.990016411378556,70.17032144081857,0.49425601750547044
vol_accel_1b,1h,FLAT_CHOPPY,4,3674,89873.50544365814,5.0530076211213935,78.60322157138965,0.542732716385411
vol_accel_1b,4h,UP_SMOOTH,0,1428,-528267.3025210084,8.73967086834734,49.260502244610194,0.5938375350140056
vol_accel_1b,4h,UP_SMOOTH,1,1398,-30194.73032904149,33.5189556509299,116.06783260839475,0.6945636623748211
vol_accel_1b,4h,UP_SMOOTH,2,1416,33392.254237288136,25.971574858757062,63.04461748566507,0.7033898305084746
vol_accel_1b,4h,UP_SMOOTH,3,1451,211711.98621640247,8.888008270158512,46.3124810119103,0.5830461750516885
vol_accel_1b,4h,UP_SMOOTH,4,1453,568448.1706813489,22.554026152787337,119.31338845767796,0.6015141087405368
vol_accel_1b,4h,UP_CHOPPY,0,744,-641291.2580645161,4.374663978494624,38.898150559889146,0.4852150537634409
vol_accel_1b,4h,UP_CHOPPY,1,793,-74243.01513240857,7.525535939470366,66.05805690311121,0.5296343001261034
vol_accel_1b,4h,UP_CHOPPY,2,804,32124.985074626864,19.43594527363184,46.22097993906568,0.6791044776119403
vol_accel_1b,4h,UP_CHOPPY,3,779,234591.7163029525,7.53818998716303,96.4306624262954,0.5558408215661104
vol_accel_1b,4h,UP_CHOPPY,4,804,576222.8208955224,15.411380597014926,69.98062130238212,0.6032338308457711
vol_accel_1b,4h,DOWN_SMOOTH,0,888,-597312.8243243244,-16.21649774774775,102.44774393642855,0.40315315315315314
vol_accel_1b,4h,DOWN_SMOOTH,1,976,-61706.69467213115,-20.396004098360656,57.320788231701535,0.3801229508196721
vol_accel_1b,4h,DOWN_SMOOTH,2,889,59030.0753655793,-22.639482564679415,83.51061208096468,0.43532058492688414
vol_accel_1b,4h,DOWN_SMOOTH,3,960,262115.5375,-21.0515625,69.52622289562153,0.4270833333333333
vol_accel_1b,4h,DOWN_SMOOTH,4,949,640187.894625922,-28.536880927291886,77.76496633171881,0.35932560590094836
vol_accel_1b,4h,DOWN_CHOPPY,0,552,-653892.1521739131,-7.20018115942029,46.90525802569622,0.49094202898550726
vol_accel_1b,4h,DOWN_CHOPPY,1,613,-81052.95432300163,-11.23042414355628,74.15995387213061,0.4893964110929853
vol_accel_1b,4h,DOWN_CHOPPY,2,588,43171.26530612245,-15.149659863945578,74.53950429171412,0.4200680272108844
vol_accel_1b,4h,DOWN_CHOPPY,3,623,249497.0754414125,-16.84028892455859,49.52360846520355,0.3707865168539326
vol_accel_1b,4h,DOWN_CHOPPY,4,612,600972.4901960784,-16.943627450980394,63.49102421384853,0.37745098039215685
vol_accel_1b,4h,FLAT_SMOOTH,0,1920,-516352.7,1.74453125,42.26814152777046,0.53125
vol_accel_1b,4h,FLAT_SMOOTH,1,1956,-48000.83435582822,-0.30253067484662577,26.074342024425682,0.5061349693251533
vol_accel_1b,4h,FLAT_SMOOTH,2,1925,29664.092987012988,-3.522987012987013,52.800911821199065,0.4768831168831169
vol_accel_1b,4h,FLAT_SMOOTH,3,1981,186140.6269560828,-2.497223624432105,33.95914051637759,0.5234729934376577
vol_accel_1b,4h,FLAT_SMOOTH,4,1956,531326.4110429448,3.3294989775051125,52.734711668759616,0.5408997955010225
vol_accel_1b,4h,FLAT_CHOPPY,0,3661,-633886.3102977328,0.013998907402349084,65.99014942439175,0.5252663206774105
vol_accel_1b,4h,FLAT_CHOPPY,1,3646,-46107.76851343938,-2.961601755348327,52.60733393886457,0.48491497531541417
vol_accel_1b,4h,FLAT_CHOPPY,2,3682,32054.637153720803,1.0107278652906029,75.36678302472615,0.5635524171645845
vol_accel_1b,4h,FLAT_CHOPPY,3,3607,210084.67784862767,-2.5616163016357083,46.39637012655025,0.47352370390906573
vol_accel_1b,4h,FLAT_CHOPPY,4,3707,610583.18748314,2.960277852711087,86.16261317362772,0.5206366333962773
bar_range,5s,UP_SMOOTH,1,2816,0.17302911931818182,13.401012073863637,69.92182699085535,0.6328125
bar_range,5s,UP_SMOOTH,2,1240,0.867741935483871,14.164717741935483,58.76194892587171,0.6161290322580645
bar_range,5s,UP_SMOOTH,3,1501,1.570286475682878,14.639073950699533,62.26627246919898,0.619586942038641
bar_range,5s,UP_SMOOTH,4,1589,4.715544367526746,40.59675896790434,131.89225417061832,0.6664568911264946
bar_range,5s,UP_CHOPPY,0,662,0.0,1.1805135951661632,27.23976174098378,0.5241691842900302
bar_range,5s,UP_CHOPPY,1,713,0.3748246844319776,2.1746143057503504,35.54856793048934,0.5217391304347826
bar_range,5s,UP_CHOPPY,2,957,0.9741379310344828,3.1857366771159876,36.68001758687237,0.5444096133751306
bar_range,5s,UP_CHOPPY,3,708,1.823446327683616,10.17620056497175,46.7452651200633,0.5988700564971752
bar_range,5s,UP_CHOPPY,4,884,6.0625,34.53223981900452,119.91919623366647,0.6572398190045249
bar_range,5s,DOWN_SMOOTH,0,693,0.0,-8.887445887445887,34.379861101987274,0.3997113997113997
bar_range,5s,DOWN_SMOOTH,1,1113,0.4995507637017071,-9.307951482479785,38.59438045175072,0.3953279424977538
bar_range,5s,DOWN_SMOOTH,2,920,1.2252717391304349,-17.073641304347827,59.690804909572044,0.4315217391304348
bar_range,5s,DOWN_SMOOTH,3,988,2.27834008097166,-27.726973684210527,81.84211709968763,0.39068825910931176
bar_range,5s,DOWN_SMOOTH,4,948,6.196729957805907,-44.412974683544306,129.8179552292611,0.3871308016877637
bar_range,5s,DOWN_CHOPPY,0,484,0.0,-4.648760330578512,44.42852948741933,0.4834710743801653
bar_range,5s,DOWN_CHOPPY,1,631,0.49920760697305866,-10.905309033280506,52.31336106176843,0.4437400950871632
bar_range,5s,DOWN_CHOPPY,2,592,1.2293074324324325,-11.644847972972974,51.52696740733744,0.42736486486486486
bar_range,5s,DOWN_CHOPPY,3,630,2.16031746031746,-15.06547619047619,66.13698010712473,0.4111111111111111
bar_range,5s,DOWN_CHOPPY,4,651,5.1701228878648235,-23.212749615975422,85.60931189625961,0.3901689708141321
bar_range,5s,FLAT_SMOOTH,1,3145,0.07718600953895072,0.20914149443561209,27.337696938130218,0.5173290937996821
bar_range,5s,FLAT_SMOOTH,2,2721,0.7352076442484381,1.3850606394707827,34.065542175077496,0.5152517456817347
bar_range,5s,FLAT_SMOOTH,3,1708,1.466188524590164,1.5608899297423888,42.67391475887659,0.5234192037470726
bar_range,5s,FLAT_SMOOTH,4,2319,3.655023717119448,-3.150495903406641,64.37116835453388,0.5196205260888314
bar_range,5s,FLAT_CHOPPY,0,3580,0.0,-1.3231843575418993,35.312114520089914,0.4980446927374302
bar_range,5s,FLAT_CHOPPY,1,2979,0.3810842564619,-0.06680093991272239,39.880695702670465,0.5243370258475999
bar_range,5s,FLAT_CHOPPY,2,4030,0.9794665012406948,-3.6307071960297765,51.107297042510815,0.4843672456575682
bar_range,5s,FLAT_CHOPPY,3,4008,2.0113522954091816,1.9739895209580838,69.49444919672266,0.531686626746507
bar_range,5s,FLAT_CHOPPY,4,3706,5.60091743119266,1.7174177010253642,107.90808836191903,0.533189422558014
bar_range,1m,UP_SMOOTH,0,1214,1.9102141680395388,5.100082372322899,21.63185168710321,0.5988467874794069
bar_range,1m,UP_SMOOTH,1,1644,3.4703467153284673,11.590480535279806,44.841649967772646,0.6386861313868614
bar_range,1m,UP_SMOOTH,2,1301,5.1942736356648735,17.18870099923136,75.98132196546064,0.6195234435049961
bar_range,1m,UP_SMOOTH,3,1552,7.809600515463917,18.410921391752577,76.1065421147509,0.6333762886597938
bar_range,1m,UP_SMOOTH,4,1435,20.262369337979095,45.71463414634146,146.20684528866235,0.6752613240418118
bar_range,1m,UP_CHOPPY,0,723,2.0715767634854774,1.2496542185338866,21.331242365361625,0.5269709543568465
bar_range,1m,UP_CHOPPY,1,796,3.7311557788944723,0.4375,31.348985682185745,0.5251256281407035
bar_range,1m,UP_CHOPPY,2,802,5.657730673316708,3.5028054862842892,38.107096704033445,0.5349127182044888
bar_range,1m,UP_CHOPPY,3,809,8.82601977750309,10.122682323856614,46.95609831174829,0.6093943139678616
bar_range,1m,UP_CHOPPY,4,794,25.39955919395466,38.86870277078086,126.61452966892682,0.6599496221662469
bar_range,1m,DOWN_SMOOTH,0,865,2.7239884393063583,-7.008670520231214,30.205276377337846,0.3872832369942196
bar_range,1m,DOWN_SMOOTH,1,935,4.457754010695187,-11.673529411764706,40.82559438262715,0.41711229946524064
bar_range,1m,DOWN_SMOOTH,2,976,6.639088114754099,-19.063268442622952,56.03457980590445,0.39959016393442626
bar_range,1m,DOWN_SMOOTH,3,941,10.540116896918173,-24.938629117959618,79.70446170892927,0.40807651434643993
bar_range,1m,DOWN_SMOOTH,4,945,24.908730158730158,-45.15767195767196,134.01076228709914,0.38941798941798944
bar_range,1m,DOWN_CHOPPY,0,551,2.648820326678766,-3.880671506352087,28.43070816281523,0.4591651542649728
bar_range,1m,DOWN_CHOPPY,1,624,4.565705128205129,-10.75,55.955378777425864,0.44551282051282054
bar_range,1m,DOWN_CHOPPY,2,616,6.9249188311688314,-15.168425324675324,55.356172508150685,0.4172077922077922
bar_range,1m,DOWN_CHOPPY,3,582,10.661941580756015,-13.025773195876289,65.22501583657413,0.42783505154639173
bar_range,1m,DOWN_CHOPPY,4,615,21.708130081300812,-24.15731707317073,90.15039431184819,0.3951219512195122
bar_range,1m,FLAT_SMOOTH,0,1687,1.9337581505631298,-0.9380557202133966,24.154879444172195,0.4961470065204505
bar_range,1m,FLAT_SMOOTH,1,2184,3.3545100732600734,-0.17742673992673993,28.874099781223176,0.5036630036630036
bar_range,1m,FLAT_SMOOTH,2,1909,4.953509690937664,1.4827134625458356,35.00911403904532,0.5248821372446307
bar_range,1m,FLAT_SMOOTH,3,2041,7.265433610975013,2.9432876041156297,41.91261259606155,0.5443410093091622
bar_range,1m,FLAT_SMOOTH,4,2072,15.748914092664092,-3.417591698841699,67.65268152033322,0.5202702702702703
bar_range,1m,FLAT_CHOPPY,0,3441,2.2591543156059286,-1.507846556233653,30.50579988289199,0.5062481836675385
bar_range,1m,FLAT_CHOPPY,1,3854,3.9667228853139593,-1.1604177477944992,39.92132156116694,0.5064867669953296
bar_range,1m,FLAT_CHOPPY,2,3559,6.038915425681371,-1.6997049733071088,52.008276320632206,0.5091317785894914
