p10,p25,p50,p75,p90,predicted_dir,actual_dir,actual_signed_mfe,consensus,ci_width,mean_dist
-89.34999999999998,-20.25,30.375,78.5625,113.625,LONG,SHORT,-13.0,0.64,98.8125,38.73072034149557
-143.9,-35.9375,24.625,78.5625,109.65,LONG,SHORT,-35.0,0.6,114.5,38.10540704520753
-158.85,-24.3125,28.0,77.625,105.80000000000001,LONG,SHORT,-63.0,0.6,101.9375,38.087077463153065
-78.87499999999997,-23.1875,8.625,76.9375,98.72500000000001,LONG,SHORT,-26.0,0.56,100.125,38.43162222925515
-63.949999999999974,-23.0,9.875,71.375,93.625,LONG,SHORT,-34.5,0.54,94.375,38.82747254019448
-54.4,-36.4375,0.625,65.875,83.10000000000001,LONG,SHORT,-17.0,0.5,102.3125,38.46644153701754
-53.8,-36.9375,4.375,41.0625,79.22500000000001,LONG,LONG,13.5,0.56,78.0,38.042021282189914
-83.325,-47.5625,-9.75,28.5,72.15,SHORT,LONG,51.25,0.6,76.0625,37.376590764028585
-86.575,-55.375,-32.625,24.375,44.55,SHORT,LONG,117.0,0.6,79.75,35.882882295541556
-96.3,-53.625,-3.625,30.9375,73.62500000000001,SHORT,LONG,108.0,0.54,84.5625,34.76788894368187
-96.3,-54.125,2.75,31.5,82.7,LONG,LONG,96.0,0.54,85.625,34.834880713876935
-117.44999999999999,-54.125,1.625,28.875,77.65,LONG,LONG,78.5,0.52,83.0,34.82923558623261
-83.775,-38.75,4.0,33.75,81.5,LONG,LONG,86.5,0.56,72.5,34.20503307970758
-60.974999999999994,-36.9375,10.25,33.75,93.525,LONG,LONG,169.5,0.6,70.6875,34.34804605921351
-59.55,-36.9375,1.75,30.25,64.30000000000001,LONG,LONG,136.5,0.56,67.1875,35.841100381481795
-59.575,-33.8125,1.25,28.375,81.275,LONG,LONG,125.5,0.52,62.1875,35.50592642170992
-87.82499999999999,-38.75,-9.0,27.0625,67.0,SHORT,LONG,209.75,0.52,65.8125,35.147376783060864
-83.64999999999999,-30.375,1.5,28.25,82.97500000000005,LONG,LONG,195.75,0.52,58.625,35.332611237271585
-62.249999999999986,-29.4375,9.375,43.125,80.02500000000003,LONG,LONG,201.5,0.56,72.5625,36.46369471146581
-59.55,-24.9375,15.75,58.0,91.70000000000002,LONG,LONG,206.0,0.58,82.9375,36.4702305599417
-82.6,-31.9375,13.375,51.25,82.45000000000002,LONG,LONG,198.75,0.54,83.1875,36.60822688789515
-102.375,-51.125,-12.625,30.875,66.775,SHORT,LONG,190.25,0.54,82.0,36.86435373982272
-103.225,-60.5,-15.375,34.875,79.0,SHORT,LONG,137.25,0.5800000000000001,95.375,36.94919927348408
-130.29999999999998,-80.375,-9.125,46.3125,79.0,SHORT,LONG,115.0,0.56,126.6875,39.25390291268744
-82.05,-46.875,1.875,48.3125,79.22500000000001,LONG,LONG,48.25,0.52,95.1875,40.515503338396044
-92.29999999999998,-39.4375,8.375,62.5625,97.575,LONG,LONG,36.75,0.54,102.0,42.31483734972373
-97.75,-35.0625,16.125,66.875,91.50000000000001,LONG,LONG,76.75,0.58,101.9375,42.077842755602305
-109.9,-14.875,15.625,57.9375,91.72500000000001,LONG,LONG,100.0,0.66,72.8125,42.18705192215271
-118.29999999999997,-24.6875,6.0,58.4375,103.125,LONG,LONG,76.5,0.58,83.125,42.22642695541312
-114.57499999999999,-15.0625,11.625,62.6875,97.575,LONG,LONG,75.0,0.62,77.75,41.978237792376724
-113.24999999999999,-37.9375,8.5,67.1875,105.75,LONG,LONG,76.5,0.54,105.125,40.87302864675112
-68.3,-30.5,1.75,53.1875,79.05000000000001,LONG,LONG,68.75,0.52,83.6875,40.76340270988968
-73.475,-22.9375,0.0,58.1875,80.85000000000004,SHORT,LONG,46.25,0.5,81.125,40.546742156019214
-65.77499999999999,-19.375,0.375,49.8125,64.55000000000003,LONG,LONG,91.25,0.52,69.1875,40.472854964115996
-38.449999999999996,-17.3125,25.0,45.0625,78.325,LONG,LONG,99.75,0.6,62.375,39.85683484036883
-36.65,-5.875,22.75,39.25,61.875,LONG,LONG,100.0,0.7,45.125,38.902291029242384
-42.25,-5.875,17.125,39.4375,63.60000000000001,LONG,LONG,112.25,0.68,45.3125,38.267136128663346
-42.25,-3.5,18.25,33.6875,64.55000000000003,LONG,LONG,93.0,0.7,37.1875,37.34233243510124
-44.575,-28.0,16.0,37.4375,58.72500000000001,LONG,LONG,103.5,0.6,65.4375,36.4921842665381
-45.45,-28.9375,16.0,32.8125,60.525000000000006,LONG,LONG,87.25,0.62,61.75,35.985487632476925
-45.45,-32.75,16.0,33.125,56.900000000000006,LONG,LONG,61.5,0.62,65.875,35.526986367033494
-44.275,-28.6875,15.125,28.125,46.625000000000014,LONG,LONG,91.25,0.66,56.8125,35.31468943640458
-42.25,-21.125,15.125,32.0,46.625000000000014,LONG,LONG,107.75,0.66,53.125,35.598241298806315
-42.25,-14.5,15.375,29.1875,43.92500000000002,LONG,LONG,119.5,0.68,43.6875,35.501396604695834
-44.575,-21.75,14.25,32.0,58.72500000000001,LONG,LONG,98.25,0.64,53.75,35.888029747813114
-42.25,-7.3125,15.375,32.0,74.375,LONG,LONG,73.75,0.7,39.3125,35.71051764839288
-26.174999999999994,3.1875,19.25,33.6875,74.375,LONG,LONG,84.25,0.78,30.5,36.473869254896286
-31.874999999999996,-1.6875,19.25,33.6875,74.375,LONG,LONG,54.5,0.72,35.375,36.67919439752804
-42.225,-12.0,11.125,32.0,53.55000000000001,LONG,LONG,60.25,0.68,44.0,37.006479840293395
-42.25,-19.8125,12.0,28.0,42.525000000000034,LONG,LONG,1.5,0.64,47.8125,37.513600283909845
-42.25,-21.125,6.875,26.5625,41.22500000000001,LONG,SHORT,-5.0,0.64,47.6875,38.38188538827729
-45.45,-25.875,6.625,30.9375,38.8,LONG,LONG,6.5,0.54,56.8125,39.40941389439004
-69.875,-36.25,8.25,33.3125,42.800000000000004,LONG,SHORT,-16.5,0.58,69.5625,39.87199478548775
-69.77499999999999,-40.9375,6.125,34.4375,58.05000000000001,LONG,SHORT,-13.5,0.58,75.375,40.59895830979963
-80.475,-43.875,-0.375,31.0,41.675000000000004,SHORT,SHORT,-21.5,0.5,74.875,40.26273645112549
-71.25,-32.5,3.125,31.4375,46.10000000000001,LONG,SHORT,-31.0,0.52,63.9375,40.06006601474584
