p10,p25,p50,p75,p90,predicted_dir,actual_dir,actual_signed_mfe,consensus,ci_width,mean_dist
-157.825,-83.75,-0.25,40.0,93.95000000000002,SHORT,LONG,2.75,0.5,123.75,17.149976304059088
-167.95,-50.125,6.875,54.5,77.1,LONG,SHORT,-13.0,0.54,104.625,18.645304232405223
-172.15,-46.0,23.125,78.75,124.72500000000001,LONG,SHORT,-35.0,0.64,124.75,18.62439333066353
-173.725,-51.875,14.625,77.625,111.9,LONG,SHORT,-63.0,0.56,129.5,18.346407388487716
-154.0,-55.1875,2.375,77.625,109.5,LONG,SHORT,-26.0,0.5,132.8125,18.247163474413693
-117.05,-52.4375,7.5,65.25,102.55,LONG,SHORT,-34.5,0.52,117.6875,18.681429985067517
-89.325,-53.875,6.125,55.25,82.575,LONG,SHORT,-17.0,0.52,109.125,16.68528581342217
-88.875,-48.75,-27.625,30.0,74.55000000000001,SHORT,LONG,13.5,0.6,78.75,16.38805676609216
-93.55,-60.0625,-17.25,31.5,67.72500000000001,SHORT,LONG,51.25,0.6,91.5625,16.553576765010526
-94.32499999999999,-55.375,17.625,35.9375,77.55000000000001,LONG,LONG,117.0,0.62,91.3125,15.720284323534534
-107.1,-58.6875,21.5,36.125,83.65,LONG,LONG,108.0,0.6,94.8125,15.815027531489369
-89.5,-44.4375,21.5,42.375,63.850000000000016,LONG,LONG,96.0,0.58,86.8125,16.947680885192852
-115.825,-71.4375,9.75,32.4375,55.02500000000002,LONG,LONG,78.5,0.56,103.875,16.24578274790031
-88.6,-56.75,1.125,27.9375,50.425000000000004,LONG,LONG,86.5,0.5,84.6875,15.382696770386548
-109.3,-77.4375,-13.625,20.75,46.60000000000001,SHORT,LONG,169.5,0.6,98.1875,15.517686676211223
-99.75,-57.5625,-17.875,25.875,78.45000000000003,SHORT,LONG,136.5,0.62,83.4375,16.189041319053732
-76.0,-47.4375,-16.125,46.8125,81.9,SHORT,LONG,125.5,0.5800000000000001,94.25,15.555382004460878
-74.525,-56.875,-8.25,34.625,81.75,SHORT,LONG,209.75,0.54,91.5,15.519325884826133
-75.175,-36.875,7.0,36.3125,83.00000000000001,LONG,LONG,195.75,0.56,73.1875,16.21775262240002
-120.4,-59.25,-12.875,17.375,49.575,SHORT,LONG,201.5,0.64,76.625,17.005195371119758
-152.75,-63.5625,-8.625,25.5625,64.55000000000001,SHORT,LONG,206.0,0.5800000000000001,89.125,16.172830453135255
-116.75,-71.125,-19.375,21.0625,51.07500000000001,SHORT,LONG,198.75,0.64,92.1875,16.435238161167387
-126.425,-76.0625,-37.625,25.125,65.67500000000001,SHORT,LONG,190.25,0.6799999999999999,101.1875,18.140732073722774
-142.92499999999998,-71.5,-19.75,43.6875,73.35000000000001,SHORT,LONG,137.25,0.64,115.1875,17.668810542110947
-160.04999999999998,-72.9375,-14.375,57.0,111.5,SHORT,LONG,115.0,0.54,129.9375,19.49910704412663
-155.79999999999998,-41.625,11.375,57.5,97.85000000000001,LONG,LONG,48.25,0.56,99.125,19.16264064928962
-119.07499999999999,-49.0,2.0,78.5,119.37500000000003,LONG,LONG,36.75,0.52,127.5,21.614174838553613
-107.05,-42.1875,30.0,78.9375,136.70000000000002,LONG,LONG,76.75,0.56,121.125,21.297328626495588
-109.9,-57.75,29.75,78.75,107.22500000000005,LONG,LONG,100.0,0.6,136.5,20.86644394824673
-115.15,-78.5,-3.25,67.8125,102.525,SHORT,LONG,76.5,0.5,146.3125,20.78572749068819
-112.99999999999999,-53.0,20.25,74.25,105.12500000000003,LONG,LONG,75.0,0.56,127.25,20.083070899974583
-107.95,-62.5,20.0,93.3125,123.70000000000006,LONG,LONG,76.5,0.62,155.8125,19.79110476014553
-109.9,-67.4375,12.625,77.875,131.65000000000003,LONG,LONG,68.75,0.58,145.3125,18.59446853384052
-80.925,-29.375,1.25,28.375,72.35,LONG,LONG,46.25,0.54,57.75,17.39241134829184
-86.39999999999999,-35.75,11.5,51.8125,78.55,LONG,LONG,91.25,0.54,87.5625,17.765511454179205
-71.8,-6.875,29.5,60.3125,79.1,LONG,LONG,99.75,0.66,67.1875,17.162530134674817
-71.02499999999999,-27.375,28.0,60.3125,97.80000000000001,LONG,LONG,100.0,0.64,87.6875,17.483021309976674
-71.02499999999999,-21.25,29.5,63.0,97.80000000000001,LONG,LONG,112.25,0.62,84.25,17.91291300519017
-71.02499999999999,-22.25,27.875,56.0625,79.1,LONG,LONG,93.0,0.62,78.3125,17.467322266713275
