p10,p25,p50,p75,p90,predicted_dir,actual_dir,actual_signed_mfe,consensus,ci_width,mean_dist
-167.95,-87.6875,9.125,57.125,99.35000000000002,LONG,SHORT,-35.0,0.56,144.8125,17.329812220997372
-192.77499999999998,-96.3125,20.5,61.5625,99.35000000000002,LONG,SHORT,-63.0,0.58,157.875,17.478487128905247
-178.15,-88.875,-8.75,46.375,112.67500000000003,SHORT,SHORT,-26.0,0.52,135.25,17.807223940630667
-151.95,-52.9375,1.75,47.6875,112.40000000000005,LONG,SHORT,-34.5,0.52,100.625,19.031951713352544
-178.67499999999998,-88.875,8.875,63.4375,109.375,LONG,SHORT,-17.0,0.56,152.3125,17.296578978536736
-193.47499999999997,-107.0,8.875,61.125,97.125,LONG,LONG,13.5,0.54,168.125,17.4502233530641
-178.67499999999998,-99.125,5.125,74.5,109.375,LONG,LONG,51.25,0.52,173.625,17.00106751800222
-144.92499999999998,-83.625,14.25,77.5,111.55000000000004,LONG,LONG,117.0,0.58,161.125,17.86560281265017
-164.725,-92.75,-23.5,45.0625,97.125,SHORT,LONG,108.0,0.54,137.8125,17.163898440152046
-143.95,-85.4375,9.125,62.8125,111.22500000000002,LONG,LONG,96.0,0.52,148.25,17.079134168332317
-103.125,-76.9375,-12.875,52.75,99.35000000000002,SHORT,LONG,78.5,0.52,129.6875,17.00853552200565
-96.14999999999999,-82.25,-19.625,36.4375,98.22500000000002,SHORT,LONG,86.5,0.54,118.6875,16.815729924094445
-116.7,-86.375,-34.0,58.4375,96.1,SHORT,LONG,169.5,0.6,144.8125,16.623119274742013
-86.42499999999998,-43.6875,-1.875,45.9375,86.275,SHORT,LONG,136.5,0.5,89.625,16.70754367116132
-78.52499999999999,-33.1875,15.625,56.75,106.025,LONG,LONG,125.5,0.6,89.9375,16.418383151664564
-111.52499999999999,-38.625,7.5,50.6875,90.47500000000001,LONG,LONG,209.75,0.58,89.3125,16.069562107357324
-95.225,-38.375,14.5,46.75,70.40000000000003,LONG,LONG,195.75,0.58,85.125,15.881492405325899
-86.95,-56.5,-14.75,36.6875,94.30000000000001,SHORT,LONG,201.5,0.54,93.1875,17.490100832065202
-70.02499999999999,-20.0625,3.75,48.25,86.60000000000001,LONG,LONG,206.0,0.52,68.3125,16.589133609764087
-94.77499999999999,-49.125,-12.0,31.5625,61.27500000000004,SHORT,LONG,198.75,0.5800000000000001,80.6875,15.988380721750655
