p10,p25,p50,p75,p90,predicted_dir,actual_dir,actual_signed_mfe,consensus,ci_width,mean_dist
-97.02499999999999,-30.3125,18.5,48.4375,107.15,LONG,LONG,10.75,0.62,78.75,22.437683404032885
-48.52499999999999,-14.1875,16.25,38.875,116.82500000000002,LONG,LONG,2.75,0.64,53.0625,21.993119660733946
-100.39999999999999,-39.75,12.875,43.5,99.35000000000002,LONG,SHORT,-13.0,0.58,83.25,20.9713484171346
-56.3,-41.5625,17.625,48.6875,98.5,LONG,SHORT,-35.0,0.6,90.25,19.30320763769938
-56.349999999999994,-25.375,10.125,43.625,91.0,LONG,SHORT,-63.0,0.54,69.0,18.952905564704253
-53.275,-24.6875,20.75,50.0,91.0,LONG,SHORT,-26.0,0.6,74.6875,20.050377332599748
-59.125,-23.6875,4.75,40.5625,89.4,LONG,SHORT,-34.5,0.54,64.25,20.152788247922878
-57.324999999999996,-36.4375,17.5,44.5,83.10000000000001,LONG,SHORT,-17.0,0.6,80.9375,20.53008877956713
-93.3,-52.625,-0.375,30.6875,80.35,SHORT,LONG,13.5,0.5,83.3125,20.581758581557164
-82.35,-47.5,9.875,36.9375,66.775,LONG,LONG,51.25,0.56,84.4375,19.57301537820365
-88.125,-55.25,2.625,33.75,67.50000000000001,LONG,LONG,117.0,0.5,89.0,18.130144329307864
-74.875,-46.875,12.0,30.1875,55.45000000000002,LONG,LONG,108.0,0.54,77.0625,17.40467376249498
-61.92499999999999,-46.3125,-4.0,29.8125,44.5,SHORT,LONG,96.0,0.52,76.125,17.710803195989754
-75.64999999999999,-40.0,-2.875,30.25,79.0,SHORT,LONG,78.5,0.52,70.25,17.699533838228817
-80.825,-50.4375,-17.375,27.6875,48.17500000000001,SHORT,LONG,86.5,0.5800000000000001,78.125,17.632221291258414
-84.175,-51.375,-2.625,30.0,79.80000000000001,SHORT,LONG,169.5,0.52,81.375,18.062839348536805
-90.475,-47.0625,-14.625,25.0625,49.150000000000006,SHORT,LONG,136.5,0.6,72.125,19.717588499989912
-71.55,-39.125,-17.5,32.625,65.72500000000002,SHORT,LONG,125.5,0.6,71.75,20.19287079397772
-87.64999999999999,-52.625,-8.625,32.1875,64.42500000000003,SHORT,LONG,209.75,0.56,84.8125,20.72795448907587
-78.925,-31.8125,-1.0,42.375,102.10000000000002,SHORT,LONG,195.75,0.5,74.1875,20.865041921238262
-100.85,-52.0,-8.875,27.8125,48.27500000000002,SHORT,LONG,201.5,0.54,79.8125,21.50597220421071
-105.175,-40.0,-2.375,25.875,49.550000000000004,SHORT,LONG,206.0,0.52,65.875,21.181524238922034
-85.39999999999999,-42.9375,-0.875,20.0,44.95,SHORT,LONG,198.75,0.52,62.9375,20.65666743868079
-79.225,-41.1875,9.375,30.375,55.625,LONG,LONG,190.25,0.52,71.5625,20.281222036907838
-90.425,-39.625,3.875,35.0,66.325,LONG,LONG,137.25,0.5,74.625,18.995654519791096
-134.89999999999998,-60.5625,14.625,42.9375,93.72500000000001,LONG,LONG,115.0,0.58,103.5,21.944812415261868
-161.4,-55.5,22.125,65.0625,97.52500000000002,LONG,LONG,48.25,0.58,120.5625,22.882056495868948
-129.875,-38.875,24.125,70.1875,105.775,LONG,LONG,36.75,0.6,109.0625,24.961875880006506
-80.57499999999999,-23.3125,24.625,67.375,134.9,LONG,LONG,76.75,0.62,90.6875,24.765118005468356
-118.32499999999999,-21.3125,26.75,75.9375,103.125,LONG,LONG,100.0,0.62,97.25,23.39683720326574
-98.32499999999999,-14.0,14.625,66.0,100.7,LONG,LONG,76.5,0.62,80.0,22.344557533463433
-79.525,-13.0625,13.75,71.3125,104.62500000000001,LONG,LONG,75.0,0.64,84.375,21.072639527754482
-96.44999999999999,-22.8125,17.625,73.375,115.25,LONG,LONG,76.5,0.58,96.1875,20.45090330861616
-75.19999999999999,-16.6875,22.875,78.3125,109.37500000000006,LONG,LONG,68.75,0.62,95.0,20.408342420558117
-172.075,-8.0625,32.0,83.25,101.10000000000001,LONG,LONG,46.25,0.66,91.3125,19.932916128767573
-77.325,-14.75,18.875,62.6875,91.8,LONG,LONG,91.25,0.62,77.4375,19.78750983688913
-77.975,-3.875,30.625,71.3125,82.92500000000001,LONG,LONG,99.75,0.7,75.1875,19.685234492590006
-37.775,-4.9375,23.625,62.6875,89.275,LONG,LONG,100.0,0.68,67.625,19.97748603018091
-38.4,-8.0,21.75,55.375,78.55,LONG,LONG,112.25,0.66,63.375,20.038447969608537
-47.425,-23.75,18.0,38.6875,74.22500000000001,LONG,LONG,93.0,0.6,62.4375,19.944762340948138
-51.87499999999999,-28.3125,16.125,45.0625,79.275,LONG,LONG,103.5,0.58,73.375,19.818956594033114
-47.525,-14.375,15.375,33.875,60.525000000000006,LONG,LONG,87.25,0.64,48.25,19.480568040507475
-49.099999999999994,-31.0625,9.625,32.0,56.900000000000006,LONG,LONG,61.5,0.56,63.0625,19.363266121471483
-49.099999999999994,-30.3125,11.5,31.6875,58.575,LONG,LONG,91.25,0.56,62.0,19.235237780103283
-38.4,-16.4375,15.375,33.9375,58.575,LONG,LONG,107.75,0.64,50.375,19.895948737467325
-45.45,-35.1875,8.125,33.0,56.900000000000006,LONG,LONG,119.5,0.56,68.1875,19.761618790610544
-66.8,-22.8125,5.125,30.5625,58.575,LONG,LONG,98.25,0.58,53.375,20.34374534682031
-50.47499999999999,-33.4375,6.0,30.1875,41.60000000000002,LONG,LONG,73.75,0.54,63.625,20.19688387714636
-42.25,-24.1875,8.875,26.4375,39.87500000000001,LONG,LONG,84.25,0.58,50.625,20.64630399898397
-47.45,-30.3125,11.875,29.5625,47.25000000000001,LONG,LONG,54.5,0.56,59.875,20.889622461629415
-52.475,-35.0625,11.625,38.4375,64.45000000000002,LONG,LONG,60.25,0.6,73.5,20.703726818668407
-56.475,-32.6875,6.875,29.5,40.150000000000006,LONG,LONG,1.5,0.58,62.1875,21.562090825105184
-95.89999999999999,-35.375,6.875,30.9375,51.55,LONG,SHORT,-5.0,0.56,66.3125,21.94661002932061
-137.95,-32.6875,-3.875,19.25,38.45000000000002,SHORT,LONG,6.5,0.6,51.9375,23.11724951805015
-124.6,-52.8125,-0.75,26.5625,42.625,SHORT,SHORT,-16.5,0.5,79.375,22.94378552157615
-128.75,-54.125,-8.0,24.0625,40.025000000000006,SHORT,SHORT,-13.5,0.56,78.1875,23.5247804275894
-139.0,-72.1875,-4.25,24.875,41.275,SHORT,SHORT,-21.5,0.56,97.0625,22.736623116989843
-88.35,-30.0625,9.125,32.3125,40.5,LONG,SHORT,-31.0,0.62,62.375,21.756486524666713
-38.075,-10.3125,13.875,33.625,43.525,LONG,SHORT,-53.5,0.66,43.9375,20.935642019880994
-42.55,-10.75,12.75,29.0625,36.45,LONG,SHORT,-76.5,0.64,39.8125,19.251139434999292
-69.975,-24.25,8.75,30.0,35.075,LONG,SHORT,-79.25,0.58,54.25,21.991692239879352
-72.3,-28.9375,-0.75,25.375,44.27500000000001,SHORT,SHORT,-71.5,0.5,54.3125,22.306126684406514
-71.57499999999999,-36.9375,3.25,32.1875,42.650000000000006,LONG,SHORT,-57.0,0.54,69.125,22.244344057965517
-57.099999999999994,-34.375,11.25,32.1875,42.3,LONG,SHORT,-56.0,0.64,66.5625,23.298383979705978
-43.175,-11.3125,20.875,38.0625,49.475,LONG,SHORT,-54.5,0.7,49.375,22.024681348681177
-46.824999999999996,-10.125,20.875,34.1875,49.40000000000002,LONG,SHORT,-49.5,0.68,44.3125,21.77854742236918
-54.349999999999994,-17.75,16.75,36.0,45.0,LONG,SHORT,-8.75,0.62,53.75,21.51750728569513
-155.2,-42.5,5.625,34.0,45.97500000000001,LONG,SHORT,-19.0,0.56,76.5,21.071926745560518
-168.1,-39.6875,-5.875,34.4375,53.87500000000002,SHORT,LONG,12.75,0.56,74.125,22.293297522253482
-201.6,-93.625,-14.25,39.9375,97.62500000000001,SHORT,LONG,8.75,0.5800000000000001,133.5625,23.13850293705489
-238.1,-139.5,-13.375,31.4375,97.775,SHORT,LONG,17.75,0.56,170.9375,23.303891315305112
-281.95,-113.6875,-16.0,31.3125,110.125,SHORT,LONG,12.75,0.6,145.0,22.567067646293808
-259.7,-132.4375,-27.0,21.1875,67.00000000000001,SHORT,LONG,31.75,0.6599999999999999,153.625,21.130967297013616
-212.24999999999997,-64.5625,-40.25,1.625,31.425000000000004,SHORT,LONG,57.75,0.74,66.1875,20.543193393729055
-209.7,-70.0,-42.75,-6.0,34.650000000000006,SHORT,LONG,43.75,0.76,64.0,20.298390452289837
-249.6,-146.25,-31.375,4.25,34.650000000000006,SHORT,LONG,41.25,0.72,150.5,21.425101341672324
-209.7,-79.0,-17.375,14.0625,38.025000000000006,SHORT,LONG,28.75,0.6599999999999999,93.0625,21.39622880056142
-234.29999999999998,-79.3125,-20.25,20.9375,49.725,SHORT,LONG,37.25,0.7,100.25,21.14543594546205
-259.7,-61.5625,-15.75,27.5,44.2,SHORT,LONG,30.25,0.6799999999999999,89.0625,21.261377861454903
-283.15,-55.4375,-13.875,26.6875,38.775,SHORT,LONG,8.0,0.5800000000000001,82.125,20.58331675210413
-85.52499999999995,-47.4375,-12.625,13.9375,34.10000000000001,SHORT,SHORT,-4.5,0.64,61.375,20.6119547711194
-69.62499999999999,-35.75,-4.5,22.8125,40.400000000000006,SHORT,SHORT,-18.5,0.56,58.5625,21.193572460463937
-39.974999999999994,-24.0,-0.125,25.0,39.52500000000001,SHORT,SHORT,-32.0,0.5,49.0,20.983799582271846
-78.57499999999999,-32.75,1.125,29.8125,48.525,LONG,SHORT,-53.0,0.52,62.5625,20.76225118968994
-55.95,-41.375,-12.25,31.875,39.275000000000006,SHORT,SHORT,-44.0,0.56,73.25,20.302982565871222
-78.52499999999999,-39.125,-2.5,25.0,46.975,SHORT,SHORT,-48.5,0.52,64.125,21.575205330707163
-132.54999999999998,-35.6875,0.5,23.25,42.275,LONG,SHORT,-69.0,0.52,58.9375,22.516360482747423
-88.3,-36.1875,-11.5,32.0625,53.75,SHORT,SHORT,-43.25,0.5800000000000001,68.25,22.651954471505743
-83.94999999999999,-41.9375,-2.875,29.8125,45.2,SHORT,SHORT,-55.5,0.5,71.75,22.586059407673474
-53.699999999999996,-26.75,-4.625,27.1875,38.900000000000006,SHORT,SHORT,-31.0,0.52,53.9375,20.797828264798394
-47.35,-29.5,-8.0,14.6875,31.700000000000003,SHORT,SHORT,-49.0,0.56,44.1875,19.35179996546796
-45.775,-24.8125,1.5,30.75,53.42500000000001,LONG,SHORT,-27.25,0.5,55.5625,19.27099271312366
-94.94999999999997,-35.625,-8.0,11.5,34.425000000000004,SHORT,SHORT,-34.75,0.62,47.125,19.743036069582725
-102.04999999999998,-46.375,-10.75,29.875,39.175000000000004,SHORT,SHORT,-36.75,0.62,76.25,19.90403214612998
-92.52499999999999,-38.8125,-8.75,28.6875,36.325,SHORT,SHORT,-10.0,0.56,67.5,20.081955022247612
-67.725,-39.125,-11.25,32.8125,49.30000000000001,SHORT,SHORT,-19.5,0.56,71.9375,20.082628912156583
-54.175,-26.75,-8.0,25.4375,46.55000000000001,SHORT,LONG,28.0,0.54,52.1875,21.623182826170943
-68.69999999999999,-39.125,-14.5,24.125,38.925000000000004,SHORT,LONG,35.0,0.62,63.25,22.027215458715485
-87.47499999999998,-44.25,-11.25,21.6875,32.650000000000006,SHORT,SHORT,-4.75,0.6599999999999999,65.9375,21.867569755664693
-84.075,-57.6875,-18.125,26.125,58.525000000000034,SHORT,LONG,1.25,0.62,83.8125,21.573361272243083
-91.85,-71.3125,-25.25,5.4375,20.65000000000001,SHORT,SHORT,-60.0,0.7,76.75,20.585395062729077
-83.55,-57.8125,-16.25,25.0,83.40000000000006,SHORT,SHORT,-49.75,0.62,82.8125,20.215285693627106
-75.05,-47.0625,-12.25,28.25,67.72500000000002,SHORT,SHORT,-65.25,0.5800000000000001,75.3125,19.771200359235863
-72.225,-47.125,-17.25,17.0,47.47500000000005,SHORT,SHORT,-32.5,0.64,64.125,20.028992091498512
-48.025,-31.0625,-0.375,28.5,43.55,SHORT,SHORT,-76.75,0.5,59.5625,19.317566192857438
-46.8,-37.875,-11.875,22.0625,34.72500000000001,SHORT,SHORT,-101.75,0.6,59.9375,20.027033401921127
-67.85,-46.75,-17.75,19.4375,36.025,SHORT,SHORT,-111.25,0.7,66.1875,19.69265821061108
-103.77499999999999,-71.3125,-26.75,12.375,43.625,SHORT,SHORT,-134.75,0.6799999999999999,83.6875,19.828959601246204
-86.0,-70.0,-38.375,14.1875,44.600000000000016,SHORT,SHORT,-114.75,0.72,84.1875,20.008557052225616
-92.82499999999999,-65.125,-21.75,20.125,52.97500000000002,SHORT,SHORT,-96.25,0.64,85.25,19.390384399536025
-115.7,-60.4375,-35.0,15.4375,43.525,SHORT,SHORT,-97.25,0.6799999999999999,75.875,19.738956448609695
-86.45,-51.8125,-24.625,10.375,41.525000000000006,SHORT,SHORT,-121.75,0.6599999999999999,62.1875,20.018349768152873
-89.725,-56.9375,-34.75,14.125,49.650000000000006,SHORT,SHORT,-123.75,0.72,71.0625,19.481721155079686
-128.375,-74.1875,-33.375,23.0,66.775,SHORT,SHORT,-133.75,0.6599999999999999,97.1875,19.560725089026604
