p10,p25,p50,p75,p90,predicted_dir,actual_dir,actual_signed_mfe,consensus,ci_width,mean_dist
-164.575,-81.25,4.5,51.0625,108.37500000000003,LONG,LONG,10.75,0.52,132.3125,19.0981397913681
-168.525,-105.125,-41.5,25.25,80.90000000000006,SHORT,LONG,2.75,0.62,130.375,19.02616120374716
-114.525,-13.4375,11.25,46.625,90.37500000000001,LONG,SHORT,-13.0,0.6,60.0625,17.861666595653855
-155.35,-59.875,-7.5,33.25,66.07500000000003,SHORT,SHORT,-35.0,0.5800000000000001,93.125,17.450596384487696
-151.2,-42.8125,1.125,43.8125,101.525,LONG,SHORT,-63.0,0.5,86.625,17.3897858690419
-56.87499999999999,-31.0,-0.25,39.1875,88.575,SHORT,SHORT,-26.0,0.5,70.1875,18.080989174475853
-88.89999999999999,-46.0,4.625,38.4375,88.72500000000001,LONG,SHORT,-34.5,0.52,84.4375,15.751396993777208
-112.45,-72.0625,4.75,22.625,67.75000000000003,LONG,SHORT,-17.0,0.52,94.6875,16.66195364775091
-83.875,-52.0,-2.75,43.625,84.65000000000002,SHORT,LONG,13.5,0.52,95.625,17.65936907463996
-108.65,-61.0625,-7.875,38.1875,77.55000000000001,SHORT,LONG,51.25,0.54,99.25,16.359274904807577
-89.0,-53.875,3.25,35.9375,64.32500000000002,LONG,LONG,117.0,0.5,89.8125,14.68170900694172
-59.849999999999994,-33.125,15.875,35.9375,58.47500000000001,LONG,LONG,108.0,0.62,69.0625,13.933075292896644
-73.82499999999999,-25.125,17.0,36.6875,48.67500000000002,LONG,LONG,96.0,0.58,61.8125,14.098310320050604
-88.0,-47.9375,-9.75,30.1875,40.22500000000001,SHORT,LONG,78.5,0.5800000000000001,78.125,14.032268587416686
-66.775,-39.125,-2.875,29.625,44.800000000000004,SHORT,LONG,86.5,0.52,68.75,13.701470376162531
-89.3,-66.4375,-13.875,26.75,45.925000000000004,SHORT,LONG,169.5,0.56,93.1875,15.854477276969295
-73.69999999999999,-44.25,4.375,40.125,58.475,LONG,LONG,136.5,0.52,84.375,16.946055854722832
-100.875,-60.0,-5.25,43.625,84.57500000000002,SHORT,LONG,125.5,0.54,103.625,16.885645488065716
-122.075,-70.5625,-6.375,47.875,97.075,SHORT,LONG,209.75,0.56,118.4375,17.550040490393936
-154.475,-65.0625,-12.0,28.4375,82.47500000000001,SHORT,LONG,195.75,0.54,93.5,17.441173742919425
-123.75,-63.0625,2.25,38.6875,103.47500000000007,LONG,LONG,201.5,0.54,101.75,17.652666479423814
-157.79999999999998,-57.1875,6.25,43.375,70.72500000000002,LONG,LONG,206.0,0.56,100.5625,17.325924463381817
-114.175,-31.125,7.125,26.375,48.62500000000001,LONG,LONG,198.75,0.56,57.5,17.199337995639677
-123.5,-41.1875,3.125,41.875,81.25000000000001,LONG,LONG,190.25,0.52,83.0625,18.68947432476533
-85.69999999999999,-46.375,10.375,35.875,89.60000000000002,LONG,LONG,137.25,0.54,82.25,17.080151198048426
-117.35,-42.3125,6.0,69.25,119.37500000000003,LONG,LONG,115.0,0.5,111.5625,20.8534685007413
-91.375,-41.375,39.25,77.5,140.75,LONG,LONG,48.25,0.6,118.875,19.438456106102635
-130.7,-68.5625,-5.625,70.0625,115.10000000000004,SHORT,LONG,36.75,0.5,138.625,23.79703823909832
-117.775,-52.8125,-1.875,73.4375,160.525,SHORT,LONG,76.75,0.5,126.25,22.87019009177194
-118.52499999999999,-77.6875,8.375,70.75,182.775,LONG,LONG,100.0,0.58,148.4375,21.316289202467697
-145.27499999999998,-42.75,21.375,72.6875,102.525,LONG,LONG,76.5,0.58,115.4375,18.30798064784222
-111.4,-37.4375,3.5,82.625,144.70000000000002,LONG,LONG,75.0,0.52,120.0625,17.42059483107325
-115.3,-32.9375,0.5,77.9375,105.6,LONG,LONG,76.5,0.5,110.875,16.398658787622264
-81.39999999999999,-50.0,7.625,43.0,87.7,LONG,LONG,68.75,0.56,93.0,16.338791981681926
-121.47499999999997,-61.0,-4.625,49.0625,95.97500000000001,SHORT,LONG,46.25,0.5,110.0625,15.521525834571607
