p10,p25,p50,p75,p90,predicted_dir,actual_dir,actual_signed_mfe,consensus,ci_width,mean_dist
-135.05,-35.9375,15.25,75.625,116.1,LONG,LONG,2.75,0.6,111.5625,31.014550764660086
-161.125,-42.5625,13.0,74.3125,116.1,LONG,SHORT,-13.0,0.6,116.875,31.62029026965976
-105.34999999999998,-28.9375,25.75,74.125,109.65,LONG,SHORT,-35.0,0.62,103.0625,31.27403056001237
-151.05,-44.5625,7.375,48.6875,85.875,LONG,SHORT,-63.0,0.52,93.25,30.954424559837665
-59.64999999999999,-35.9375,-1.0,36.9375,82.05000000000001,SHORT,SHORT,-26.0,0.5,72.875,30.86774340227843
-54.4,-23.6875,9.875,45.4375,89.4,LONG,SHORT,-34.5,0.56,69.125,29.91440689874785
-54.4,-36.4375,9.875,44.0,91.275,LONG,SHORT,-17.0,0.54,80.4375,28.789411479228114
-60.99999999999999,-44.875,3.5,32.0625,81.25,LONG,LONG,13.5,0.52,76.9375,28.62868524701416
-74.1,-46.625,-2.75,33.75,81.275,SHORT,LONG,51.25,0.52,80.375,28.61962762863301
-84.55,-54.125,-12.25,32.0625,77.425,SHORT,LONG,117.0,0.56,86.1875,28.086636219919725
-100.39999999999999,-53.625,-7.25,31.5,81.375,SHORT,LONG,108.0,0.5,85.125,28.020940709936443
-58.375,-37.0,6.0,31.1875,87.67500000000001,LONG,LONG,96.0,0.54,68.1875,28.25118461568492
-54.65,-38.375,10.25,31.1875,81.25,LONG,LONG,78.5,0.58,69.5625,27.350099721952123
-66.5,-38.75,10.25,33.75,79.22500000000001,LONG,LONG,86.5,0.6,72.5,26.190505630437055
-54.199999999999996,-25.375,13.625,32.125,82.05000000000001,LONG,LONG,169.5,0.66,57.5,26.035507852661368
-57.125,-35.9375,1.25,31.1875,68.17500000000001,LONG,LONG,136.5,0.52,67.125,27.888619802459743
-54.849999999999994,-33.8125,-2.0,13.625,81.45,SHORT,LONG,125.5,0.54,47.4375,28.336453280622106
-75.5,-35.9375,-0.375,35.875,81.25,SHORT,LONG,209.75,0.5,71.8125,28.859479847930462
-83.64999999999999,-31.0,0.625,34.5,74.25,LONG,LONG,195.75,0.5,65.5,29.227939906663178
-63.92499999999999,-31.5625,-3.5,28.4375,56.8,SHORT,LONG,201.5,0.54,60.0,30.381240373158334
-101.325,-39.1875,-7.5,27.5,79.0,SHORT,LONG,206.0,0.56,66.6875,30.496160891561935
-120.54999999999998,-54.875,-14.75,28.25,72.47500000000001,SHORT,LONG,198.75,0.6,83.125,30.6993142924003
-133.42499999999998,-51.6875,-20.5,34.0625,66.775,SHORT,LONG,190.25,0.56,85.75,30.589721754815873
-102.425,-48.1875,-7.5,46.25,79.45,SHORT,LONG,137.25,0.54,94.4375,29.75599974442181
-122.075,-70.0625,-26.375,45.9375,81.95000000000002,SHORT,LONG,115.0,0.5800000000000001,116.0,31.934846800810814
-82.95,-33.0,37.25,70.1875,97.52500000000002,LONG,LONG,48.25,0.62,103.1875,32.71128921259228
-65.975,-32.75,25.375,67.1875,146.72500000000002,LONG,LONG,36.75,0.62,99.9375,34.4800469738217
-112.175,-17.25,27.375,67.0,85.80000000000001,LONG,LONG,76.75,0.68,84.25,34.02689664004041
-110.425,-20.3125,18.375,48.0625,72.12500000000001,LONG,LONG,100.0,0.66,68.375,34.23846207875227
-107.05,-41.5,9.375,48.4375,79.10000000000002,LONG,LONG,76.5,0.58,89.9375,34.08513756641709
-113.825,-24.8125,16.25,69.625,110.25,LONG,LONG,75.0,0.64,94.4375,33.89960228241315
-87.5,-19.75,21.0,77.3125,110.7,LONG,LONG,76.5,0.64,97.0625,33.20521489452578
-73.45,-10.6875,16.125,62.6875,78.6,LONG,LONG,68.75,0.6,73.375,31.918401476384204
-42.199999999999996,-17.5625,5.5,48.875,73.775,LONG,LONG,46.25,0.56,66.4375,31.20580218458492
-37.349999999999994,-8.875,16.0,49.8125,69.95000000000002,LONG,LONG,91.25,0.6,58.6875,30.40198493335885
-36.5,-1.375,28.125,55.9375,78.55,LONG,LONG,99.75,0.74,57.3125,29.685410431592253
-36.5,-3.125,20.125,55.375,78.55,LONG,LONG,100.0,0.72,58.5,29.531387154843486
-42.25,-3.875,24.75,56.6875,74.22500000000001,LONG,LONG,112.25,0.7,60.5625,29.035352038853752
-49.224999999999994,-24.5625,15.0,42.5,74.22500000000001,LONG,LONG,93.0,0.62,67.0625,28.797057770754815
-45.45,-22.5625,19.125,45.0625,75.125,LONG,LONG,103.5,0.64,67.625,28.64877831813418
-44.575,-23.6875,18.25,33.9375,60.525000000000006,LONG,LONG,87.25,0.66,57.625,28.54375720641409
-49.02499999999999,-32.75,15.5,32.0,56.900000000000006,LONG,LONG,61.5,0.62,64.75,28.50708758065556
-38.4,-14.4375,17.125,33.125,58.575,LONG,LONG,91.25,0.68,47.5625,28.47668679806663
-38.4,-14.5,19.0,33.6875,46.625000000000014,LONG,LONG,107.75,0.7,48.1875,28.980773138373735
-44.575,-14.5,16.0,33.125,45.05000000000002,LONG,LONG,119.5,0.66,47.625,28.639589293752948
-48.49999999999999,-22.25,14.25,33.6875,58.72500000000001,LONG,LONG,98.25,0.62,55.9375,29.02460773245316
-44.575,-21.5,14.5,34.0625,57.37500000000001,LONG,LONG,73.75,0.64,55.5625,28.769072995501297
