p10,p25,p50,p75,p90,predicted_dir,actual_dir,actual_signed_mfe,consensus,ci_width,mean_dist
-145.0,-44.8125,9.625,60.75,105.17500000000003,LONG,SHORT,-13.0,0.6,105.5625,18.644437547978512
-98.19999999999997,-15.375,33.125,90.375,129.32500000000002,LONG,SHORT,-35.0,0.66,105.75,17.70126899783
-168.1,-35.1875,13.875,80.25,103.62500000000001,LONG,SHORT,-63.0,0.6,115.4375,17.997653965310302
-100.84999999999998,-29.4375,13.375,92.625,133.55,LONG,SHORT,-26.0,0.62,122.0625,18.38967500176216
-139.04999999999998,-27.9375,10.5,90.375,124.72500000000001,LONG,SHORT,-34.5,0.58,118.3125,18.489719852147243
-151.95,-51.3125,12.625,92.625,129.32500000000002,LONG,SHORT,-17.0,0.58,143.9375,18.471062402180756
-155.725,-88.875,5.5,87.1875,129.32500000000002,LONG,LONG,13.5,0.54,176.0625,17.827451038698985
-117.05,-85.5,2.375,77.5,124.72500000000001,LONG,LONG,51.25,0.52,163.0,17.269925364822335
-115.25,-92.4375,-2.625,49.375,97.125,SHORT,LONG,117.0,0.52,141.8125,17.535279264119346
-94.85,-56.125,19.125,66.875,96.1,LONG,LONG,108.0,0.62,123.0,15.880905382830228
-85.75,-63.75,-20.375,50.5625,93.625,SHORT,LONG,96.0,0.56,114.3125,16.49461780571172
-91.375,-71.0,-41.5,30.375,62.925000000000004,SHORT,LONG,78.5,0.62,101.375,16.65365791506489
-105.125,-56.0,3.25,31.875,64.675,LONG,LONG,86.5,0.5,87.875,16.05839179891349
-114.525,-70.75,-14.25,33.375,79.97500000000002,SHORT,LONG,169.5,0.5800000000000001,104.125,16.062193278662306
-77.425,-35.4375,15.625,55.1875,96.2,LONG,LONG,136.5,0.66,90.625,17.145094893522884
-87.25,-52.0,7.25,46.875,69.5,LONG,LONG,125.5,0.54,98.875,16.43619095206026
-115.75,-69.875,-22.75,24.6875,59.225000000000016,SHORT,LONG,209.75,0.6,94.5625,15.648576742112736
-92.35,-59.75,-2.0,34.75,89.65,SHORT,LONG,195.75,0.54,94.5,15.536550841399656
-99.725,-52.875,-16.375,21.6875,38.025,SHORT,LONG,201.5,0.6599999999999999,74.5625,16.431648427849275
-100.85,-55.0,-11.0,40.5,58.7,SHORT,LONG,206.0,0.54,95.5,15.828445324521146
-96.625,-57.125,-25.875,29.9375,58.7,SHORT,LONG,198.75,0.6599999999999999,87.0625,15.916830785754291
-116.15,-88.75,-21.25,30.3125,59.05000000000001,SHORT,LONG,190.25,0.64,119.0625,16.660407467400404
-122.175,-98.875,-31.75,22.3125,58.900000000000006,SHORT,LONG,137.25,0.7,121.1875,16.453170974507533
-143.175,-75.125,-3.125,60.1875,111.5,SHORT,LONG,115.0,0.52,135.3125,18.577399980554798
-143.175,-80.0,-14.0,35.875,85.15,SHORT,LONG,48.25,0.56,115.875,18.874640927306714
-88.575,-57.8125,34.75,95.4375,135.35000000000002,LONG,LONG,36.75,0.58,153.25,20.415941086044306
-113.125,-38.625,41.125,82.8125,123.00000000000004,LONG,LONG,76.75,0.64,121.4375,19.468112933202335
-108.1,-36.3125,46.375,82.8125,152.35,LONG,LONG,100.0,0.66,119.125,18.69039216711822
-100.225,-20.875,54.25,79.1875,114.85,LONG,LONG,76.5,0.72,100.0625,19.107046189389443
-90.95,-52.125,41.75,84.375,119.875,LONG,LONG,75.0,0.64,136.5,19.97606855554449
-100.225,-31.8125,34.5,65.9375,103.05000000000001,LONG,LONG,76.5,0.66,97.75,18.916013890191472
-94.55,-46.125,39.75,71.875,106.65,LONG,LONG,68.75,0.66,118.0,18.953994253166083
-107.95,-53.0,22.75,67.0625,106.65,LONG,LONG,46.25,0.62,120.0625,18.699983726421333
-198.9,-84.125,-13.125,47.6875,84.5,SHORT,LONG,91.25,0.62,131.8125,19.73641159725521
-108.9,-34.0625,4.75,67.5,96.6,LONG,LONG,99.75,0.52,101.5625,19.711363792455835
-94.5,-34.4375,10.625,51.8125,71.95,LONG,LONG,100.0,0.54,86.25,18.958821147139602
-75.8,-37.625,17.125,45.0625,81.65000000000002,LONG,LONG,112.25,0.66,82.6875,18.60361367712357
-66.225,-27.75,17.125,38.4375,80.72500000000001,LONG,LONG,93.0,0.6,66.1875,18.164095687697298
-66.75,-34.8125,17.125,44.75,78.65,LONG,LONG,103.5,0.6,79.5625,17.689466975338274
-75.8,-36.5,16.375,33.875,60.27500000000003,LONG,LONG,87.25,0.6,70.375,17.571207526355174
-71.925,-36.5,11.625,38.5,61.650000000000006,LONG,LONG,61.5,0.6,75.0,17.27973928237463
-82.6,-46.5625,-0.75,30.125,58.575,SHORT,LONG,91.25,0.5,76.6875,16.647768037347902
-67.45,-36.5,15.125,36.25,58.575,LONG,LONG,107.75,0.58,72.75,17.001943549638437
-65.875,-23.0,17.125,34.4375,62.750000000000014,LONG,LONG,119.5,0.66,57.4375,17.10490505746073
-48.1,-29.1875,17.125,38.3125,79.40000000000002,LONG,LONG,98.25,0.6,67.5,16.38298049483843
-34.05,-15.125,22.625,39.125,96.75000000000003,LONG,LONG,73.75,0.66,54.25,15.813945124721691
-47.42499999999999,-24.5,11.875,35.9375,79.97500000000005,LONG,LONG,84.25,0.62,60.4375,17.219749903579576
-92.875,-32.9375,2.875,31.625,69.5,LONG,LONG,54.5,0.5,64.5625,16.915217269406035
-69.875,-31.5,-9.875,21.5625,63.875000000000014,SHORT,LONG,60.25,0.56,53.0625,16.73266197848382
-93.525,-47.875,-14.5,21.5,74.375,SHORT,LONG,1.5,0.62,69.375,17.117990542072295
-130.9,-64.5,-16.375,21.875,62.55,SHORT,SHORT,-5.0,0.64,86.375,17.679552719630575
-140.025,-33.5,4.5,35.125,63.17500000000001,LONG,LONG,6.5,0.54,68.625,18.25316020569463
-154.79999999999998,-60.1875,-1.625,39.9375,96.325,SHORT,SHORT,-16.5,0.52,100.125,17.5565598524903
-120.65,-42.375,5.25,34.6875,44.52500000000001,LONG,SHORT,-13.5,0.56,77.0625,17.932604747065778
-138.6,-56.0,4.375,31.1875,40.575,LONG,SHORT,-21.5,0.58,87.1875,17.806180232256985
-157.64999999999998,-92.375,4.625,30.0625,42.500000000000014,LONG,SHORT,-31.0,0.56,122.4375,18.14965121652813
-137.75,-54.875,-0.375,19.3125,45.12500000000005,SHORT,SHORT,-53.5,0.5,74.1875,18.222267195304248
-125.6,-58.625,-4.125,29.6875,43.60000000000003,SHORT,SHORT,-76.5,0.5,88.3125,18.051552873537638
-125.6,-46.125,-2.25,26.875,47.60000000000007,SHORT,SHORT,-79.25,0.5,73.0,19.568674884719414
-125.6,-54.6875,5.875,30.875,42.500000000000014,LONG,SHORT,-71.5,0.58,85.5625,17.920357678900626
-110.7,-38.3125,7.625,33.3125,41.85000000000001,LONG,SHORT,-57.0,0.54,71.625,17.938545404030915
-22.349999999999998,3.375,14.875,29.8125,46.550000000000026,LONG,SHORT,-56.0,0.82,26.4375,26.755225927989116
-10.224999999999998,5.6875,16.875,33.4375,49.475000000000016,LONG,SHORT,-54.5,0.86,27.75,27.992281075863307
-12.42499999999999,7.0625,16.25,28.125,41.62500000000001,LONG,SHORT,-49.5,0.88,21.0625,28.417941760919494
-40.05,1.6875,14.375,28.125,41.3,LONG,SHORT,-8.75,0.76,26.4375,29.157521644370778
-38.475,3.125,15.625,28.125,36.400000000000006,LONG,SHORT,-19.0,0.8,25.0,29.492349565450553
-58.89999999999999,-9.625,8.75,27.3125,40.0,LONG,LONG,12.75,0.72,36.9375,30.519510377625544
-102.14999999999999,-36.0,8.25,27.3125,40.125,LONG,LONG,8.75,0.66,63.3125,30.336441802822186
-58.89999999999999,-24.25,8.5,27.3125,42.300000000000004,LONG,LONG,17.75,0.66,51.5625,30.08939509313586
-63.62499999999999,-15.9375,10.125,38.0625,64.17500000000001,LONG,LONG,12.75,0.68,54.0,30.98319174586691
-54.55,-23.0,4.5,25.6875,42.300000000000004,LONG,LONG,31.75,0.6,48.6875,28.171833199651214
-54.4,-23.0,4.5,23.5625,42.300000000000004,LONG,LONG,57.75,0.58,46.5625,26.777540310767396
-260.0,-60.5625,-8.75,37.875,112.15000000000002,SHORT,LONG,43.75,0.5800000000000001,98.4375,18.32460521312189
-291.95,-93.375,-6.25,60.5,118.375,SHORT,LONG,41.25,0.52,153.875,18.612155866712076
-291.475,-224.4375,-0.375,66.6875,134.05,SHORT,LONG,28.75,0.5,291.125,17.682495280909247
-297.575,-232.875,-2.0,71.375,154.07500000000002,SHORT,LONG,37.25,0.5,304.25,17.237282371377777
-173.925,-28.75,36.625,117.5625,164.65000000000006,LONG,LONG,30.25,0.66,146.3125,17.50153160258189
-161.125,-27.8125,44.25,85.625,140.40000000000003,LONG,LONG,8.0,0.68,113.4375,18.499700293735284
-235.42499999999998,-64.5625,14.625,43.125,65.65,LONG,SHORT,-4.5,0.56,107.6875,18.197545468273653
-231.875,-64.0,5.875,48.0,106.47500000000002,LONG,SHORT,-18.5,0.56,112.0,18.149662441788593
-233.025,-49.125,5.875,38.625,60.5,LONG,SHORT,-32.0,0.54,87.75,17.242211653375076
-283.15,-82.3125,4.625,46.75,79.17500000000003,LONG,SHORT,-53.0,0.52,129.0625,17.02965095054859
-283.15,-75.25,-2.25,38.625,71.4,SHORT,SHORT,-44.0,0.5,113.875,16.579660684623697
-110.64999999999999,-39.9375,3.75,47.6875,62.10000000000001,LONG,SHORT,-48.5,0.54,87.625,18.372043843581146
-124.275,-34.625,9.375,39.3125,62.95,LONG,SHORT,-69.0,0.64,73.9375,18.32604422905165
-106.25,-37.0,18.625,54.375,61.85,LONG,SHORT,-43.25,0.58,91.375,16.434377378895956
-67.575,-25.5625,32.125,55.5625,65.80000000000001,LONG,SHORT,-55.5,0.62,81.125,16.293700918534338
-73.5,-14.25,40.875,55.6875,69.85,LONG,SHORT,-31.0,0.7,69.9375,16.18610717717672
-95.0,-30.8125,24.25,50.4375,71.4,LONG,SHORT,-49.0,0.6,81.25,16.268933596148877
-72.9,-33.0625,24.5,54.5625,71.25,LONG,SHORT,-27.25,0.68,87.625,16.36544209246759
-117.05,-64.3125,11.75,49.875,62.8,LONG,SHORT,-34.75,0.6,114.1875,16.215604264439072
-43.749999999999986,-13.5,15.625,42.375,60.725,LONG,SHORT,-36.75,0.68,55.875,16.00184283601697
-89.7,-51.0,21.75,48.8125,60.95,LONG,SHORT,-10.0,0.6,99.8125,16.378855605207463
-74.625,-21.5625,28.5,50.8125,68.05000000000001,LONG,SHORT,-19.5,0.66,72.375,16.199510746094955
-90.55,-46.25,3.75,34.0625,55.97500000000001,LONG,LONG,28.0,0.52,80.3125,18.782468078088222
-82.15,-50.8125,-1.125,31.0,45.525000000000006,SHORT,LONG,35.0,0.52,81.8125,17.480015754173976
-74.525,-26.3125,13.625,35.0625,48.62500000000001,LONG,SHORT,-4.75,0.58,61.375,16.923887921510705
-101.64999999999999,-72.375,-21.375,34.5,67.50000000000001,SHORT,LONG,1.25,0.6,106.875,16.213053397684416
-130.725,-81.0625,-33.5,5.8125,35.17500000000001,SHORT,SHORT,-60.0,0.7,86.875,16.500953395195907
-122.35,-77.25,-19.75,11.8125,33.82500000000001,SHORT,SHORT,-49.75,0.64,89.0625,16.14772548688119
-128.27499999999998,-69.25,-22.875,15.125,46.75000000000001,SHORT,SHORT,-65.25,0.62,84.375,16.089771056917346
-89.95,-77.125,-47.625,-1.5,21.575000000000003,SHORT,SHORT,-32.5,0.78,75.625,16.333663888701896
-83.775,-61.5,-22.0,6.125,42.85,SHORT,SHORT,-76.75,0.6599999999999999,67.625,16.185833096120415
-86.95,-57.5,-20.625,13.8125,33.05,SHORT,SHORT,-101.75,0.6599999999999999,71.3125,17.07133012948454
-78.55,-53.375,-20.625,6.9375,51.17500000000002,SHORT,SHORT,-111.25,0.7,60.3125,15.868119262707769
-116.375,-71.1875,-25.0,23.875,55.900000000000006,SHORT,SHORT,-134.75,0.6,95.0625,16.474621272638732
-98.64999999999999,-62.875,-17.375,17.875,79.1,SHORT,SHORT,-114.75,0.64,80.75,15.71109098183952
-122.225,-81.4375,-44.375,0.25,55.72500000000004,SHORT,SHORT,-96.25,0.74,81.6875,15.24686709333572
-97.85,-63.6875,-8.0,33.375,61.85,SHORT,SHORT,-97.25,0.6,97.0625,15.173708180404395
-99.17499999999998,-79.8125,-36.75,19.1875,63.7,SHORT,SHORT,-121.75,0.7,99.0,15.969774455131875
-89.525,-77.125,-43.25,31.6875,63.7,SHORT,SHORT,-123.75,0.7,108.8125,15.053480810613548
-104.6,-77.125,-44.375,33.75,74.55000000000001,SHORT,SHORT,-133.75,0.6599999999999999,110.875,15.382638271024824
-84.225,-64.5625,-32.125,44.75,66.15,SHORT,SHORT,-103.0,0.6599999999999999,109.3125,15.28403611091469
-98.89999999999999,-73.75,-26.0,37.0625,75.45,SHORT,SHORT,-152.5,0.64,110.8125,15.220176547459614
-110.8,-48.375,14.25,60.3125,78.30000000000001,LONG,SHORT,-74.0,0.5,108.6875,15.667161228094546
-88.8,-40.375,19.0,61.0625,89.22500000000001,LONG,SHORT,-108.0,0.6,101.4375,17.53789385365507
-62.05,-39.125,5.25,59.375,89.9,LONG,SHORT,-105.5,0.5,98.5,16.64123759507977
-47.574999999999996,-33.125,13.375,37.5,77.35000000000002,LONG,SHORT,-68.25,0.58,70.625,16.63787645032438
-75.725,-27.3125,15.875,57.1875,110.35000000000001,LONG,LONG,30.25,0.62,84.5,16.43454187469054
-157.6,-95.1875,-5.5,71.6875,117.15000000000002,SHORT,SHORT,-65.75,0.52,166.875,17.281112226022795
-152.775,-87.3125,-26.125,19.375,88.67500000000001,SHORT,SHORT,-79.25,0.62,106.6875,17.35883405053248
-140.1,-48.5625,4.75,42.0625,89.47500000000002,LONG,SHORT,-19.75,0.52,90.625,17.106636743547927
-157.525,-97.6875,-14.25,37.875,100.7,SHORT,LONG,11.5,0.56,135.5625,17.04288554836036
-161.95,-102.3125,-14.25,25.875,86.35,SHORT,SHORT,-69.5,0.5800000000000001,128.1875,17.666482471953906
-138.375,-51.0625,-4.75,37.875,100.97500000000001,SHORT,SHORT,-71.5,0.5,88.9375,17.01333892268137
-138.67499999999998,-56.1875,6.5,42.0625,91.15,LONG,SHORT,-49.5,0.56,98.25,17.369670619614173
-157.325,-75.25,-17.125,43.875,93.05000000000001,SHORT,SHORT,-19.5,0.56,119.125,18.479448549849387
-158.25,-74.625,12.25,67.375,113.5500000000001,LONG,LONG,53.0,0.58,142.0,18.121422486464446
-163.875,-74.9375,2.625,44.75,88.32500000000002,LONG,LONG,67.25,0.52,119.6875,17.227376368090987
-151.04999999999998,-77.5,-4.625,41.375,75.77500000000002,SHORT,LONG,116.75,0.5,118.875,17.727928922201244
-157.325,-74.9375,-12.25,35.9375,64.72500000000001,SHORT,LONG,104.5,0.56,110.875,17.04036994390292
-182.1,-92.0,-11.75,41.875,71.575,SHORT,LONG,73.0,0.52,133.875,17.114308929229654
-160.5,-63.375,5.375,43.375,83.55000000000001,LONG,LONG,111.75,0.56,106.75,17.43810569844938
-160.5,-74.75,3.125,37.4375,59.77500000000002,LONG,LONG,102.75,0.54,112.1875,17.162529448184742
-188.075,-83.9375,-11.375,39.0,62.45000000000006,SHORT,LONG,96.25,0.54,122.9375,16.879191302450664
-158.475,-33.875,5.0,41.3125,70.10000000000002,LONG,LONG,99.25,0.58,75.1875,16.52316085629294
-119.99999999999999,-57.625,-8.5,39.8125,64.72500000000001,SHORT,LONG,90.75,0.52,97.4375,16.399606811399824
-95.6,-40.9375,4.75,43.875,98.275,LONG,LONG,78.75,0.58,84.8125,16.07293264408057
-87.64999999999999,-29.8125,0.375,40.375,105.40000000000002,LONG,LONG,65.25,0.5,70.1875,16.54367142528408
-95.125,-37.0,-0.5,35.3125,59.77500000000002,SHORT,LONG,28.0,0.5,72.3125,16.135317407813222
-110.225,-38.4375,1.125,42.0625,73.17500000000001,LONG,LONG,47.0,0.54,80.5,17.28335019929494
-112.05,-29.625,22.5,49.9375,83.22500000000001,LONG,LONG,65.5,0.64,79.5625,18.05077569724278
-133.64999999999998,-45.1875,19.25,63.6875,101.10000000000001,LONG,LONG,59.5,0.62,108.875,18.277244670391052
-192.1,-34.5,23.5,81.4375,108.30000000000001,LONG,LONG,65.0,0.68,115.9375,17.6327468829589
-146.75,-34.25,25.25,79.0,101.10000000000001,LONG,LONG,55.5,0.7,113.25,17.21719514571298
-77.67499999999998,-2.5625,20.625,64.9375,146.375,LONG,LONG,54.5,0.74,67.5,18.25880478882966
-145.275,-10.5625,20.5,77.8125,136.775,LONG,LONG,23.5,0.7,88.375,17.099751030403745
-147.89999999999998,-51.3125,17.25,58.625,146.60000000000002,LONG,LONG,25.5,0.64,109.9375,17.66118483071733
-139.175,-38.6875,8.0,48.625,88.15,LONG,LONG,39.5,0.6,87.3125,17.4120024230437
-103.5,-38.0,11.5,53.75,97.175,LONG,LONG,32.0,0.62,91.75,17.727572063684615
-74.24999999999999,-49.875,7.75,33.5,57.12500000000001,LONG,LONG,38.0,0.58,83.375,17.13970187130357
-107.1,-46.0625,7.5,29.125,44.375000000000014,LONG,SHORT,-4.5,0.58,75.1875,18.107828776098415
-72.05,-47.3125,11.125,44.125,147.45000000000002,LONG,LONG,11.5,0.56,91.4375,17.436058360116977
