p10,p25,p50,p75,p90,predicted_dir,actual_dir,actual_signed_mfe,consensus,ci_width,mean_dist
-83.64999999999999,-30.4375,5.125,36.0625,123.30000000000004,LONG,SHORT,-13.0,0.54,66.5,34.83604864815484
-55.875,-35.5625,23.875,57.8125,128.975,LONG,SHORT,-35.0,0.58,93.375,35.947853336298124
-74.125,-39.875,4.875,48.0,91.42500000000004,LONG,SHORT,-63.0,0.58,87.875,35.769738840400166
-70.675,-35.5625,3.625,46.625,88.30000000000001,LONG,SHORT,-26.0,0.54,82.1875,36.208755578224014
-94.975,-32.875,5.0,51.6875,94.17500000000001,LONG,SHORT,-34.5,0.54,84.5625,35.25896338604141
-73.35,-53.75,-7.125,41.1875,75.27500000000002,SHORT,SHORT,-17.0,0.52,94.9375,35.723236023999306
-110.39999999999999,-51.5625,3.75,48.375,74.0,LONG,LONG,13.5,0.52,99.9375,35.56807841941402
-128.15,-83.875,-13.375,43.0625,73.40000000000003,SHORT,LONG,51.25,0.5800000000000001,126.9375,35.2925082359043
-115.9,-48.3125,17.75,58.25,106.42500000000001,LONG,LONG,117.0,0.58,106.5625,33.33810764568032
-95.475,-44.5,-1.125,39.375,101.15000000000003,SHORT,LONG,108.0,0.5,83.875,32.36731689984839
-107.64999999999999,-44.4375,3.625,43.125,77.55000000000001,LONG,LONG,96.0,0.54,87.5625,32.30923047889019
-69.75,-38.6875,-4.25,30.1875,75.875,SHORT,LONG,78.5,0.54,68.875,32.673551073529985
-115.32499999999999,-46.0,-4.5,38.4375,67.075,SHORT,LONG,86.5,0.54,84.4375,30.398786170447693
-84.425,-39.5,7.375,33.9375,80.02500000000002,LONG,LONG,169.5,0.58,73.4375,31.700544157730334
-96.14999999999999,-55.125,-3.125,44.6875,74.20000000000009,SHORT,LONG,136.5,0.52,99.8125,32.73958571128308
-102.19999999999999,-59.625,-16.5,39.125,60.80000000000005,SHORT,LONG,125.5,0.62,98.75,33.66827460051293
-137.475,-71.75,-9.0,39.4375,85.05,SHORT,LONG,209.75,0.56,111.1875,33.050479122012746
-103.3,-54.0,4.375,47.0625,76.20000000000006,LONG,LONG,195.75,0.52,101.0625,34.07135414142128
