p10,p25,p50,p75,p90,predicted_dir,actual_dir,actual_signed_mfe,consensus,ci_width,mean_dist
-103.3,-34.5,17.25,34.375,50.800000000000026,LONG,LONG,27.75,0.62,68.875,8.687878878040454
-41.62499999999999,-17.0,34.375,64.875,129.32500000000002,LONG,LONG,10.75,0.72,81.875,8.362047793588951
-89.75,-46.3125,17.125,43.0,80.02500000000002,LONG,LONG,2.75,0.58,89.3125,9.639893579789318
-87.39999999999999,-30.6875,18.75,46.25,79.52500000000002,LONG,SHORT,-13.0,0.6,76.9375,8.779215953009386
-54.275,-31.75,20.875,47.0,104.75,LONG,SHORT,-35.0,0.64,78.75,8.365573176007608
-97.0,-37.625,-3.0,29.125,55.000000000000014,SHORT,SHORT,-63.0,0.54,66.75,9.873054232345893
-121.02499999999999,-27.9375,3.75,36.5,64.175,LONG,SHORT,-26.0,0.56,64.4375,9.945778235562571
-79.075,-50.5625,1.875,49.4375,104.22500000000001,LONG,SHORT,-34.5,0.52,100.0,8.92593549244962
-50.949999999999996,-26.3125,18.0,37.0625,79.2,LONG,SHORT,-17.0,0.6,63.375,8.103244433307873
-67.69999999999999,-33.0,11.625,35.25,83.27500000000003,LONG,LONG,13.5,0.58,68.25,8.111848014695326
-59.699999999999996,-19.5,20.125,37.8125,51.40000000000002,LONG,LONG,51.25,0.64,57.3125,7.565199858421757
-60.2,-45.5,9.0,30.1875,38.87500000000001,LONG,LONG,117.0,0.54,75.6875,7.863241496569656
-88.475,-48.75,4.0,45.25,79.025,LONG,LONG,108.0,0.54,94.0,8.654015109368817
-85.625,-52.6875,-3.75,26.4375,47.275000000000006,SHORT,LONG,96.0,0.52,79.125,8.031573781544362
-84.05,-46.625,-0.875,36.6875,44.75,SHORT,LONG,78.5,0.5,83.3125,7.388535868211492
-97.325,-49.3125,-15.0,34.9375,98.45,SHORT,LONG,86.5,0.52,84.25,8.75378108829781
-133.025,-72.625,-18.375,28.1875,71.72500000000007,SHORT,LONG,169.5,0.6,100.8125,10.209916107711269
-53.74999999999999,-26.25,14.25,44.9375,78.77500000000003,LONG,LONG,136.5,0.62,71.1875,8.959341999107565
-87.8,-47.0,-2.75,27.8125,82.17500000000001,SHORT,LONG,125.5,0.52,74.8125,8.821341704488383
-156.225,-58.8125,17.0,45.75,90.17500000000001,LONG,LONG,209.75,0.58,104.5625,9.266525761349529
-87.8,-38.0625,4.0,29.3125,49.37500000000002,LONG,LONG,195.75,0.52,67.375,10.786264349975268
-84.425,-31.5,15.625,32.875,83.5,LONG,LONG,201.5,0.58,64.375,8.73772805750577
-44.574999999999996,-24.0,7.375,30.25,67.95000000000002,LONG,LONG,206.0,0.58,54.25,8.183633953676155
-164.25,-44.875,20.375,47.0,80.80000000000001,LONG,LONG,198.75,0.58,91.875,8.808297379365909
-143.0,-69.9375,-14.375,23.9375,65.72500000000002,SHORT,LONG,190.25,0.56,93.875,9.10487584335061
-157.225,-82.6875,14.25,81.1875,136.625,LONG,LONG,137.25,0.54,163.875,11.317934757245794
-155.875,-48.125,20.125,62.875,96.77500000000002,LONG,LONG,115.0,0.6,111.0,10.742182318207965
-150.1,-52.625,9.375,85.375,116.22500000000002,LONG,LONG,48.25,0.56,138.0,11.79338171102054
-85.64999999999999,-31.625,20.75,53.3125,102.825,LONG,LONG,36.75,0.58,84.9375,10.387479934018778
-198.7,-67.125,34.25,59.0,99.45,LONG,LONG,76.75,0.6,126.125,9.965310061984672
-211.925,-20.875,31.0,69.875,107.32500000000002,LONG,LONG,100.0,0.64,90.75,9.57591605509623
-119.12499999999999,-46.125,14.75,66.375,103.125,LONG,LONG,76.5,0.6,112.5,9.479486699349001
-144.64999999999998,-25.8125,20.375,84.375,117.87500000000004,LONG,LONG,75.0,0.62,110.1875,8.78584157790512
-195.45,-38.0625,13.875,51.4375,92.95000000000002,LONG,LONG,76.5,0.56,89.5,9.322803705008143
-144.64999999999998,-26.5625,28.625,84.75,114.85,LONG,LONG,68.75,0.64,111.3125,9.068220190118604
-48.35,-4.8125,24.25,51.875,74.72500000000001,LONG,LONG,46.25,0.72,56.6875,9.61867132337257
-34.04999999999998,-1.625,21.125,50.3125,85.72500000000001,LONG,LONG,91.25,0.72,51.9375,8.799709865164496
-107.375,-24.8125,27.75,57.25,80.9,LONG,LONG,99.75,0.6,82.0625,9.952713997255666
-52.499999999999986,-16.75,17.75,60.875,78.6,LONG,LONG,100.0,0.68,77.625,9.355857754878159
-44.575,-23.0,12.0,29.4375,63.875000000000014,LONG,LONG,112.25,0.58,52.4375,9.290077633985302
-48.37499999999999,-27.75,14.5,33.3125,68.325,LONG,LONG,93.0,0.62,61.0625,8.696681557194614
-59.699999999999996,-6.6875,15.375,29.5625,58.72500000000001,LONG,LONG,103.5,0.64,36.25,9.091509212663793
-42.25,-23.625,15.5,37.0625,78.05,LONG,LONG,87.25,0.64,60.6875,9.114875366878389
-71.425,-21.5,6.625,26.5,58.72500000000001,LONG,LONG,61.5,0.6,48.0,9.20765572932688
-46.54999999999999,-25.6875,4.75,32.1875,62.725000000000016,LONG,LONG,91.25,0.54,57.875,9.916058874262847
-44.575,-24.1875,-1.375,33.6875,63.075,SHORT,LONG,107.75,0.52,57.875,8.965943810110387
-90.19999999999999,-22.8125,12.125,39.25,64.97500000000002,LONG,LONG,119.5,0.58,62.0625,10.004987571289561
-44.575,-10.875,14.125,34.0625,63.525000000000006,LONG,LONG,98.25,0.58,44.9375,8.831519956378282
-42.425,-18.0625,9.5,25.25,46.97500000000002,LONG,LONG,73.75,0.64,43.3125,10.127384669208682
-36.9,-24.1875,2.25,31.5,43.95000000000002,LONG,LONG,84.25,0.52,55.6875,9.562273771926387
-71.89999999999999,-31.5625,-12.0,30.75,61.10000000000001,SHORT,LONG,54.5,0.6,62.3125,9.944249887304885
-94.3,-27.75,-3.5,33.4375,51.825,SHORT,LONG,60.25,0.52,61.1875,10.481770405615721
-95.89999999999998,-28.25,-7.375,25.6875,49.025,SHORT,LONG,1.5,0.56,53.9375,10.756094066590844
-137.95,-57.3125,-13.625,21.5625,47.650000000000006,SHORT,SHORT,-5.0,0.56,78.875,10.700892762150486
-124.25,-34.125,-8.0,27.375,41.275000000000006,SHORT,LONG,6.5,0.5800000000000001,61.5,10.38523661464975
-86.65,-36.375,14.5,32.0,56.825,LONG,SHORT,-16.5,0.6,68.375,10.83608737310181
-52.325,-28.5625,-2.875,26.0,34.87500000000001,SHORT,SHORT,-13.5,0.52,54.5625,9.19756054839716
-49.325,-10.9375,16.875,31.625,42.500000000000014,LONG,SHORT,-21.5,0.64,42.5625,8.514931375299895
-42.25,-22.0625,12.125,31.8125,40.5,LONG,SHORT,-31.0,0.62,53.875,8.84136832205129
-43.0,-17.6875,9.875,32.9375,41.000000000000014,LONG,SHORT,-53.5,0.56,50.625,9.254016839152719
-68.625,-26.125,-3.875,26.5,80.775,SHORT,SHORT,-76.5,0.56,52.625,11.538280923414677
-36.05,-24.0,7.25,25.1875,38.7,LONG,SHORT,-79.25,0.54,49.1875,9.80741951390342
-31.9,-24.5625,-1.125,24.5,40.35,SHORT,SHORT,-71.5,0.52,49.0625,9.220868624491695
-87.47499999999998,-27.0625,6.5,31.375,45.20000000000001,LONG,SHORT,-57.0,0.58,58.4375,11.060347370846976
-42.02499999999999,-23.1875,15.0,31.0625,41.975000000000016,LONG,SHORT,-56.0,0.64,54.25,10.33448682590265
-147.05,-36.1875,0.125,34.0,42.975,LONG,SHORT,-54.5,0.5,70.1875,9.542401882908367
-55.44999999999998,-27.375,14.375,32.1875,43.32500000000002,LONG,SHORT,-49.5,0.62,59.5625,8.81458786876844
-180.92499999999998,-51.6875,-8.875,21.6875,39.275000000000006,SHORT,SHORT,-8.75,0.6,73.375,10.673837834715538
-82.0,-20.0,8.75,45.6875,100.87500000000001,LONG,SHORT,-19.0,0.6,65.6875,11.295730184645475
-234.75,-83.0625,-14.375,33.9375,56.55000000000001,SHORT,LONG,12.75,0.56,117.0,10.925348777235666
-183.37499999999997,-44.75,-18.5,1.25,67.07500000000005,SHORT,LONG,8.75,0.74,46.0,9.779291002880937
-231.9,-56.875,-21.625,15.875,39.97500000000002,SHORT,LONG,17.75,0.6599999999999999,72.75,9.705384666230271
-156.625,-53.4375,-18.5,14.0,41.025000000000034,SHORT,LONG,12.75,0.6599999999999999,67.4375,9.363167492904154
-156.625,-41.3125,-3.375,22.25,40.92500000000001,SHORT,LONG,31.75,0.5,63.5625,9.66352819719816
-147.05,-49.625,-9.875,24.9375,41.85,SHORT,LONG,57.75,0.5800000000000001,74.5625,9.087527174498634
-182.24999999999997,-32.125,-5.5,24.4375,49.90000000000001,SHORT,LONG,43.75,0.5800000000000001,56.5625,10.875145369874708
-183.37499999999997,-36.75,1.25,23.75,40.35,LONG,LONG,41.25,0.52,60.5,9.574167401176929
-209.7,-46.5625,-6.0,31.9375,110.37500000000001,SHORT,LONG,28.75,0.54,78.5,9.481323649942242
-209.7,-38.9375,-11.25,34.6875,110.60000000000001,SHORT,LONG,37.25,0.6,73.625,9.150826248970533
-78.37499999999999,-35.6875,-1.0,30.9375,50.125000000000014,SHORT,LONG,30.25,0.52,66.625,9.954670950080278
-68.7,-45.5,-20.25,24.4375,38.025,SHORT,LONG,8.0,0.6,69.9375,9.486498759672195
-79.19999999999999,-36.625,-11.625,19.25,37.525000000000006,SHORT,SHORT,-4.5,0.62,55.875,10.348859019687309
-46.7,-27.8125,-0.75,25.0,40.45,SHORT,SHORT,-18.5,0.52,52.8125,9.01002810754489
-55.199999999999996,-22.1875,-6.5,23.5,40.35000000000001,SHORT,SHORT,-32.0,0.6,45.6875,9.234691359991922
-46.85,-29.875,-1.375,25.1875,38.025,SHORT,SHORT,-53.0,0.52,55.0625,8.834269914602533
-96.425,-36.9375,-6.75,25.625,40.30000000000001,SHORT,SHORT,-44.0,0.56,62.5625,11.409747773679669
-87.79999999999998,-34.4375,7.875,28.25,52.975000000000016,LONG,SHORT,-48.5,0.54,62.6875,10.407068494892957
