p10,p25,p50,p75,p90,predicted_dir,actual_dir,actual_signed_mfe,consensus,ci_width,mean_dist
-116.27499999999999,-56.8125,-18.0,30.625,89.90000000000003,SHORT,SHORT,-35.0,0.62,87.4375,42.37598704552198
-93.225,-60.5,-15.5,30.75,59.62500000000001,SHORT,SHORT,-63.0,0.56,91.25,42.451380887124714
-108.725,-47.9375,-3.375,45.6875,98.07500000000002,SHORT,SHORT,-26.0,0.52,93.625,42.91237668962672
-101.475,-52.5,0.0,37.5625,66.07500000000002,SHORT,SHORT,-34.5,0.5,90.0625,42.016928897538264
-74.07499999999999,-24.0,18.875,60.5625,103.07500000000002,LONG,SHORT,-17.0,0.56,84.5625,42.161625746497
-73.625,-40.1875,20.75,55.5,74.075,LONG,LONG,13.5,0.62,95.6875,42.00956913603008
-93.325,-53.5,11.0,54.1875,99.775,LONG,LONG,51.25,0.52,107.6875,42.268128030987555
-111.25,-49.375,-3.5,55.375,90.05000000000003,SHORT,LONG,117.0,0.54,104.75,41.222828765026605
-86.875,-47.9375,-0.625,65.875,99.25,SHORT,LONG,108.0,0.5,113.8125,40.95034470260276
-75.55,-38.8125,2.75,45.1875,105.57500000000005,LONG,LONG,96.0,0.52,84.0,40.82765884381263
-89.52499999999999,-36.9375,-4.5,30.875,67.10000000000001,SHORT,LONG,78.5,0.54,67.8125,40.57957616827799
-97.475,-47.5,0.375,42.5625,72.25,LONG,LONG,86.5,0.5,90.0625,38.76051700432051
-103.52499999999999,-50.9375,8.0,48.8125,106.40000000000005,LONG,LONG,169.5,0.56,99.75,38.718837636438025
-90.975,-54.5625,-16.25,35.125,80.30000000000003,SHORT,LONG,136.5,0.56,89.6875,40.005934016630896
-79.95,-24.9375,6.25,70.875,144.70000000000002,LONG,LONG,125.5,0.52,95.8125,41.06437346239952
-86.675,-45.1875,-3.75,21.8125,83.85000000000002,SHORT,LONG,209.75,0.54,67.0,39.8376876505051
-115.975,-54.0,-1.25,58.1875,106.45000000000003,SHORT,LONG,195.75,0.5,112.1875,40.869836217343746
-86.77499999999999,-41.8125,5.0,73.9375,125.22500000000005,LONG,LONG,201.5,0.52,115.75,41.139503993102174
-99.875,-44.0625,3.375,66.5625,89.05000000000003,LONG,LONG,206.0,0.56,110.625,42.13324722280594
-89.575,-64.9375,-10.0,19.875,80.9,SHORT,LONG,198.75,0.6599999999999999,84.8125,41.34124487909419
-110.9,-60.9375,-22.75,54.8125,89.77500000000002,SHORT,LONG,190.25,0.56,115.75,42.67152768602306
-102.69999999999999,-74.375,-22.625,28.4375,86.92500000000001,SHORT,LONG,137.25,0.64,102.8125,42.4618605221516
-101.6,-74.3125,-17.25,21.875,77.15000000000002,SHORT,LONG,115.0,0.64,96.1875,44.04838534571808
-102.675,-78.25,-33.375,26.5,66.0,SHORT,LONG,48.25,0.64,104.75,44.02785740355639
-111.19999999999999,-79.25,-37.75,0.25,67.4,SHORT,LONG,36.75,0.74,79.5,48.54706036427754
-108.05,-65.3125,-20.0,13.125,66.62500000000001,SHORT,LONG,76.75,0.6799999999999999,78.4375,48.546586904074374
-98.89999999999999,-67.5625,-35.0,5.4375,41.35000000000001,SHORT,LONG,100.0,0.6799999999999999,73.0,49.476613078757445
-106.2,-72.875,-17.875,39.875,69.02500000000008,SHORT,LONG,76.5,0.56,112.75,48.65317601614132
-101.1,-58.875,-8.375,58.0,110.12500000000001,SHORT,LONG,75.0,0.52,116.875,48.41776632855437
-129.45,-49.4375,-14.75,60.6875,120.97500000000002,SHORT,LONG,76.5,0.56,110.125,47.38803941834019
-112.725,-30.625,1.0,63.5625,118.57500000000006,LONG,LONG,68.75,0.5,94.1875,47.461344166162164
-118.425,-76.9375,-1.375,61.8125,122.27500000000006,SHORT,LONG,46.25,0.52,138.75,45.956906832962616
-143.05,-35.375,2.0,52.1875,111.32500000000002,LONG,LONG,91.25,0.5,87.5625,49.72197176279828
-117.675,-54.125,-8.0,57.625,92.12500000000004,SHORT,LONG,99.75,0.5800000000000001,111.75,48.44008908318851
