**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

atr_lookback,atr_multiplier,min_r_points,max_r_points,max_loss_pts,mfe_cut_bars,mfe_cut_usd,trail_activate_pts,trail_giveback_pct,n_trades,n_wins,n_pivots,pnl_net,pnl_gross,n_days,pos_days,pnl_per_day,win_rate,day_win_rate,rank_train,holdout_n_trades,holdout_n_wins,holdout_n_pivots,holdout_pnl_net,holdout_pnl_gross,holdout_n_days,holdout_pos_days,holdout_pnl_per_day,holdout_win_rate,holdout_day_win_rate,pnl_drop_pct,robust_flag
20,15.0,21.097688674926758,286.8336486816406,150.0,23,16.181167602539062,27.128437042236328,0.05000000074505806,615,375,650,7134.000000000057,8302.5,219,134,32.575342465753685,0.6097560975609756,0.6118721461187214,1,148,80,151,-1146.1999999999994,-865.0,56,25,-20.46785714285713,0.5405405405405406,0.44642857142857145,116.06672273619274,False
20,15.0,29.459096908569336,280.6776428222656,150.0,15,16.441286087036133,27.274415969848633,0.06852873414754868,619,367,654,7114.900000000068,8291.0,219,134,32.488127853881586,0.592891760904685,0.6118721461187214,2,149,71,153,-2201.6000000000104,-1918.5,56,24,-39.3142857142859,0.47651006711409394,0.42857142857142855,130.94351290952773,False
20,15.0,24.77826499938965,279.10711669921875,147.1224822998047,17,17.444549560546875,28.247028350830078,0.26050999760627747,620,367,656,6757.5000000000955,7935.5,219,131,30.85616438356208,0.5919354838709677,0.5981735159817352,3,149,73,153,-2262.1000000000104,-1979.0,56,23,-40.39464285714304,0.4899328859060403,0.4107142857142857,133.47539770625198,False
20,15.0,5.0,277.1803283691406,150.0,29,9.238805770874023,28.378602981567383,0.09516248106956482,620,405,656,6717.500000000127,7895.5,219,135,30.67351598173574,0.6532258064516129,0.6164383561643836,4,149,89,153,-1685.600000000009,-1402.5,56,27,-30.10000000000016,0.5973154362416108,0.48214285714285715,125.09266840342357,False
20,15.0,13.289190292358398,273.216796875,150.0,27,17.754417419433594,24.284849166870117,0.05000000074505806,620,385,656,6722.500000000058,7900.5,219,137,30.696347031963736,0.6209677419354839,0.6255707762557078,5,149,81,153,-2020.6000000000104,-1737.5,56,28,-36.08214285714304,0.5436241610738255,0.5,130.05727036072878,False
