trade_id,side,qty,entry_dt,exit_dt,entry_px,exit_px,entry_name,exit_name,pnl_usd,commission
45,Long,1,2026-03-23 00:07:59+00:00,2026-03-23 00:29:59+00:00,24011.0,24052.75,LongAtLowPivot,PivotExitLong,81.6,1.9
46,Short,1,2026-03-23 00:29:59+00:00,2026-03-23 00:46:59+00:00,24052.75,23989.75,ShortAtHighPivot,PivotExitShort,124.1,1.9
47,Long,1,2026-03-23 00:46:59+00:00,2026-03-23 00:55:59+00:00,23989.75,23952.75,LongAtLowPivot,PivotExitLong,-75.9,1.9
48,Short,1,2026-03-23 00:55:59+00:00,2026-03-23 01:07:59+00:00,23952.75,23990.0,ShortAtHighPivot,PivotExitShort,-76.4,1.9
49,Long,1,2026-03-23 01:07:59+00:00,2026-03-23 01:53:59+00:00,23990.0,24038.75,LongAtLowPivot,PivotExitLong,95.6,1.9
50,Short,1,2026-03-23 01:53:59+00:00,2026-03-23 02:27:59+00:00,24038.75,24063.0,ShortAtHighPivot,PivotExitShort,-50.4,1.9
51,Long,1,2026-03-23 02:27:59+00:00,2026-03-23 02:36:59+00:00,24063.0,24030.5,LongAtLowPivot,PivotExitLong,-66.9,1.9
52,Short,1,2026-03-23 02:36:59+00:00,2026-03-23 03:03:59+00:00,24030.5,24026.5,ShortAtHighPivot,PivotExitShort,6.1,1.9
53,Long,1,2026-03-23 03:03:59+00:00,2026-03-23 03:13:59+00:00,24026.5,23981.5,LongAtLowPivot,PivotExitLong,-91.9,1.9
54,Short,1,2026-03-23 03:13:59+00:00,2026-03-23 04:17:59+00:00,23981.5,23981.0,ShortAtHighPivot,PivotExitShort,-0.8999999999999999,1.9
55,Long,1,2026-03-23 04:17:59+00:00,2026-03-23 05:21:59+00:00,23981.0,23995.75,LongAtLowPivot,PivotExitLong,27.6,1.9
56,Short,1,2026-03-23 05:21:59+00:00,2026-03-23 05:37:59+00:00,23995.75,23982.0,ShortAtHighPivot,PivotExitShort,25.6,1.9
57,Long,1,2026-03-23 05:37:59+00:00,2026-03-23 05:45:59+00:00,23982.0,23965.0,LongAtLowPivot,PivotExitLong,-35.9,1.9
58,Short,1,2026-03-23 05:45:59+00:00,2026-03-23 05:57:59+00:00,23965.0,23978.5,ShortAtHighPivot,PivotExitShort,-28.9,1.9
59,Long,1,2026-03-23 05:57:59+00:00,2026-03-23 06:06:59+00:00,23978.5,23942.75,LongAtLowPivot,PivotExitLong,-73.4,1.9
60,Short,1,2026-03-23 06:06:59+00:00,2026-03-23 07:05:59+00:00,23942.75,23860.75,ShortAtHighPivot,PivotExitShort,162.1,1.9
61,Long,1,2026-03-23 07:05:59+00:00,2026-03-23 07:17:59+00:00,23860.75,23878.0,LongAtLowPivot,PivotExitLong,32.6,1.9
62,Short,1,2026-03-23 07:17:59+00:00,2026-03-23 07:32:59+00:00,23878.0,23826.5,ShortAtHighPivot,PivotExitShort,101.1,1.9
63,Long,1,2026-03-23 07:32:59+00:00,2026-03-23 07:53:59+00:00,23826.5,23840.25,LongAtLowPivot,PivotExitLong,25.6,1.9
64,Short,1,2026-03-23 07:53:59+00:00,2026-03-23 08:01:59+00:00,23840.25,23872.0,ShortAtHighPivot,PivotExitShort,-65.4,1.9
65,Long,1,2026-03-23 08:01:59+00:00,2026-03-23 09:02:59+00:00,23872.0,23912.0,LongAtLowPivot,PivotExitLong,78.1,1.9
66,Short,1,2026-03-23 09:02:59+00:00,2026-03-23 09:08:59+00:00,23912.0,23944.75,ShortAtHighPivot,PivotExitShort,-67.4,1.9
67,Long,1,2026-03-23 09:08:59+00:00,2026-03-23 09:25:59+00:00,23944.75,23932.75,LongAtLowPivot,PivotExitLong,-25.9,1.9
68,Short,1,2026-03-23 09:25:59+00:00,2026-03-23 09:42:59+00:00,23932.75,23886.25,ShortAtHighPivot,PivotExitShort,91.1,1.9
69,Long,1,2026-03-23 09:42:59+00:00,2026-03-23 10:16:59+00:00,23886.25,23891.0,LongAtLowPivot,PivotExitLong,7.6,1.9
70,Short,1,2026-03-23 10:16:59+00:00,2026-03-23 10:37:59+00:00,23891.0,23883.0,ShortAtHighPivot,PivotExitShort,14.1,1.9
71,Long,1,2026-03-23 10:37:59+00:00,2026-03-23 10:40:59+00:00,23883.0,23843.0,LongAtLowPivot,PivotExitLong,-81.9,1.9
72,Short,1,2026-03-23 10:40:59+00:00,2026-03-23 10:51:59+00:00,23843.0,23897.0,ShortAtHighPivot,PivotExitShort,-109.9,1.9
73,Long,1,2026-03-23 10:51:59+00:00,2026-03-23 10:55:59+00:00,23897.0,23865.75,LongAtLowPivot,PivotExitLong,-64.4,1.9
74,Short,1,2026-03-23 10:55:59+00:00,2026-03-23 11:01:59+00:00,23865.75,23900.0,ShortAtHighPivot,PivotExitShort,-70.4,1.9
75,Long,1,2026-03-23 11:01:59+00:00,2026-03-23 11:11:59+00:00,23900.0,24617.0,LongAtLowPivot,PivotExitLong,1432.1,1.9
76,Short,1,2026-03-23 11:11:59+00:00,2026-03-23 11:13:59+00:00,24617.0,24655.25,ShortAtHighPivot,PivotExitShort,-78.4,1.9
77,Long,1,2026-03-23 11:13:59+00:00,2026-03-23 11:16:59+00:00,24655.25,24689.0,LongAtLowPivot,PivotExitLong,65.6,1.9
78,Short,1,2026-03-23 11:16:59+00:00,2026-03-23 11:18:59+00:00,24689.0,24689.0,ShortAtHighPivot,PivotExitShort,-1.9,1.9
79,Long,1,2026-03-23 11:18:59+00:00,2026-03-23 11:20:59+00:00,24689.0,24639.25,LongAtLowPivot,PivotExitLong,-101.4,1.9
80,Short,1,2026-03-23 11:20:59+00:00,2026-03-23 11:23:59+00:00,24639.25,24625.25,ShortAtHighPivot,PivotExitShort,26.1,1.9
81,Long,1,2026-03-23 11:23:59+00:00,2026-03-23 11:24:59+00:00,24625.25,24584.25,LongAtLowPivot,PivotExitLong,-83.9,1.9
82,Short,1,2026-03-23 11:24:59+00:00,2026-03-23 11:31:59+00:00,24584.25,24586.75,ShortAtHighPivot,PivotExitShort,-6.9,1.9
83,Long,1,2026-03-23 11:31:59+00:00,2026-03-23 11:37:59+00:00,24586.75,24631.75,LongAtLowPivot,PivotExitLong,88.1,1.9
84,Short,1,2026-03-23 11:37:59+00:00,2026-03-23 11:49:59+00:00,24631.75,24484.5,ShortAtHighPivot,PivotExitShort,292.6,1.9
85,Long,1,2026-03-23 11:49:59+00:00,2026-03-23 11:51:59+00:00,24484.5,24456.75,LongAtLowPivot,PivotExitLong,-57.4,1.9
86,Short,1,2026-03-23 11:51:59+00:00,2026-03-23 12:04:59+00:00,24456.75,24407.0,ShortAtHighPivot,PivotExitShort,97.6,1.9
87,Long,1,2026-03-23 12:04:59+00:00,2026-03-23 12:06:59+00:00,24407.0,24402.5,LongAtLowPivot,PivotExitLong,-10.9,1.9
88,Short,1,2026-03-23 12:06:59+00:00,2026-03-23 12:09:59+00:00,24402.5,24433.5,ShortAtHighPivot,PivotExitShort,-63.9,1.9
89,Long,1,2026-03-23 12:09:59+00:00,2026-03-23 12:12:59+00:00,24433.5,24440.0,LongAtLowPivot,PivotExitLong,11.1,1.9
90,Short,1,2026-03-23 12:12:59+00:00,2026-03-23 12:17:59+00:00,24440.0,24448.0,ShortAtHighPivot,PivotExitShort,-17.9,1.9
91,Long,1,2026-03-23 12:17:59+00:00,2026-03-23 12:25:59+00:00,24448.0,24488.75,LongAtLowPivot,PivotExitLong,79.6,1.9
92,Short,1,2026-03-23 12:25:59+00:00,2026-03-23 12:43:59+00:00,24488.75,24546.0,ShortAtHighPivot,PivotExitShort,-116.4,1.9
93,Long,1,2026-03-23 12:43:59+00:00,2026-03-23 12:55:59+00:00,24546.0,24589.75,LongAtLowPivot,PivotExitLong,85.6,1.9
94,Short,1,2026-03-23 12:55:59+00:00,2026-03-23 13:01:59+00:00,24589.75,24634.0,ShortAtHighPivot,PivotExitShort,-90.4,1.9
95,Long,1,2026-03-23 13:01:59+00:00,2026-03-23 13:03:59+00:00,24634.0,24592.75,LongAtLowPivot,PivotExitLong,-84.4,1.9
96,Short,1,2026-03-23 13:03:59+00:00,2026-03-23 13:10:59+00:00,24592.75,24582.25,ShortAtHighPivot,PivotExitShort,19.1,1.9
97,Long,1,2026-03-23 13:10:59+00:00,2026-03-23 13:15:59+00:00,24582.25,24552.25,LongAtLowPivot,PivotExitLong,-61.9,1.9
98,Short,1,2026-03-23 13:15:59+00:00,2026-03-23 13:34:59+00:00,24552.25,24493.75,ShortAtHighPivot,PivotExitShort,115.1,1.9
99,Long,1,2026-03-23 13:34:59+00:00,2026-03-23 13:36:59+00:00,24493.75,24451.5,LongAtLowPivot,PivotExitLong,-86.4,1.9
100,Short,1,2026-03-23 13:36:59+00:00,2026-03-23 13:37:59+00:00,24451.5,24493.5,ShortAtHighPivot,PivotExitShort,-85.9,1.9
101,Long,1,2026-03-23 13:37:59+00:00,2026-03-23 13:45:59+00:00,24493.5,24498.0,LongAtLowPivot,PivotExitLong,7.1,1.9
102,Short,1,2026-03-23 13:45:59+00:00,2026-03-23 13:46:59+00:00,24498.0,24541.25,ShortAtHighPivot,PivotExitShort,-88.4,1.9
103,Long,1,2026-03-23 13:46:59+00:00,2026-03-23 13:56:59+00:00,24541.25,24557.0,LongAtLowPivot,PivotExitLong,29.6,1.9
104,Short,1,2026-03-23 13:56:59+00:00,2026-03-23 14:00:59+00:00,24557.0,24600.25,ShortAtHighPivot,PivotExitShort,-88.4,1.9
105,Long,1,2026-03-23 14:00:59+00:00,2026-03-23 14:04:59+00:00,24600.25,24581.5,LongAtLowPivot,PivotExitLong,-39.4,1.9
106,Short,1,2026-03-23 14:04:59+00:00,2026-03-23 14:08:59+00:00,24581.5,24581.25,ShortAtHighPivot,PivotExitShort,-1.4,1.9
107,Long,1,2026-03-23 14:08:59+00:00,2026-03-23 14:27:59+00:00,24581.25,24653.0,LongAtLowPivot,PivotExitLong,141.6,1.9
108,Short,1,2026-03-23 14:27:59+00:00,2026-03-23 14:34:59+00:00,24653.0,24654.75,ShortAtHighPivot,PivotExitShort,-5.4,1.9
109,Long,1,2026-03-23 14:34:59+00:00,2026-03-23 14:37:59+00:00,24654.75,24608.5,LongAtLowPivot,PivotExitLong,-94.4,1.9
110,Short,1,2026-03-23 14:37:59+00:00,2026-03-23 14:48:59+00:00,24608.5,24639.5,ShortAtHighPivot,PivotExitShort,-63.9,1.9
111,Long,1,2026-03-23 14:48:59+00:00,2026-03-23 14:51:59+00:00,24639.5,24598.5,LongAtLowPivot,PivotExitLong,-83.9,1.9
112,Short,1,2026-03-23 14:51:59+00:00,2026-03-23 15:02:59+00:00,24598.5,24646.25,ShortAtHighPivot,PivotExitShort,-97.4,1.9
113,Long,1,2026-03-23 15:02:59+00:00,2026-03-23 15:18:59+00:00,24646.25,24648.75,LongAtLowPivot,PivotExitLong,3.1,1.9
114,Short,1,2026-03-23 15:18:59+00:00,2026-03-23 15:23:59+00:00,24648.75,24650.25,ShortAtHighPivot,PivotExitShort,-4.9,1.9
115,Long,1,2026-03-23 15:23:59+00:00,2026-03-23 15:27:59+00:00,24650.25,24617.25,LongAtLowPivot,PivotExitLong,-67.9,1.9
116,Short,1,2026-03-23 15:27:59+00:00,2026-03-23 16:02:59+00:00,24617.25,24407.75,ShortAtHighPivot,PivotExitShort,417.1,1.9
117,Long,1,2026-03-23 16:02:59+00:00,2026-03-23 16:18:59+00:00,24407.75,24409.0,LongAtLowPivot,PivotExitLong,0.6000000000000001,1.9
118,Short,1,2026-03-23 16:18:59+00:00,2026-03-23 16:32:59+00:00,24409.0,24348.75,ShortAtHighPivot,PivotExitShort,118.6,1.9
119,Long,1,2026-03-23 16:32:59+00:00,2026-03-23 16:52:59+00:00,24348.75,24382.75,LongAtLowPivot,PivotExitLong,66.1,1.9
120,Short,1,2026-03-23 16:52:59+00:00,2026-03-23 17:10:59+00:00,24382.75,24388.0,ShortAtHighPivot,PivotExitShort,-12.4,1.9
121,Long,1,2026-03-23 17:10:59+00:00,2026-03-23 17:15:59+00:00,24388.0,24355.0,LongAtLowPivot,PivotExitLong,-67.9,1.9
122,Short,1,2026-03-23 17:15:59+00:00,2026-03-23 17:26:59+00:00,24355.0,24356.0,ShortAtHighPivot,PivotExitShort,-3.9,1.9
123,Long,1,2026-03-23 17:26:59+00:00,2026-03-23 17:42:59+00:00,24356.0,24430.5,LongAtLowPivot,PivotExitLong,147.1,1.9
124,Short,1,2026-03-23 17:42:59+00:00,2026-03-23 17:54:59+00:00,24430.5,24433.25,ShortAtHighPivot,PivotExitShort,-7.4,1.9
125,Long,1,2026-03-23 17:54:59+00:00,2026-03-23 18:08:59+00:00,24433.25,24424.75,LongAtLowPivot,PivotExitLong,-18.9,1.9
126,Short,1,2026-03-23 18:08:59+00:00,2026-03-23 18:11:59+00:00,24424.75,24462.0,ShortAtHighPivot,PivotExitShort,-76.4,1.9
127,Long,1,2026-03-23 18:11:59+00:00,2026-03-23 18:17:59+00:00,24462.0,24439.0,LongAtLowPivot,PivotExitLong,-47.9,1.9
128,Short,1,2026-03-23 18:17:59+00:00,2026-03-23 18:34:59+00:00,24439.0,24493.5,ShortAtHighPivot,PivotExitShort,-110.9,1.9
129,Long,1,2026-03-23 18:34:59+00:00,2026-03-23 18:42:59+00:00,24493.5,24497.75,LongAtLowPivot,PivotExitLong,6.6,1.9
130,Short,1,2026-03-23 18:42:59+00:00,2026-03-23 19:46:59+00:00,24497.75,24502.5,ShortAtHighPivot,PivotExitShort,-11.4,1.9
131,Long,1,2026-03-23 19:46:59+00:00,2026-03-23 19:51:59+00:00,24502.5,24468.5,LongAtLowPivot,PivotExitLong,-69.9,1.9
132,Short,1,2026-03-23 19:51:59+00:00,2026-03-23 20:10:59+00:00,24468.5,24405.25,ShortAtHighPivot,PivotExitShort,124.6,1.9
133,Long,1,2026-03-23 20:10:59+00:00,2026-03-23 20:55:59+00:00,24405.25,24407.75,LongAtLowPivot,EodExitLong,3.1,1.9
134,Short,1,2026-03-24 00:02:59+00:00,2026-03-24 00:22:59+00:00,24413.75,24349.5,ShortAtHighPivot,PivotExitShort,126.6,1.9
135,Long,1,2026-03-24 00:22:59+00:00,2026-03-24 00:39:59+00:00,24349.5,24325.0,LongAtLowPivot,PivotExitLong,-50.9,1.9
136,Short,1,2026-03-24 00:39:59+00:00,2026-03-24 01:23:59+00:00,24325.0,24298.5,ShortAtHighPivot,PivotExitShort,51.1,1.9
137,Long,1,2026-03-24 01:23:59+00:00,2026-03-24 01:33:59+00:00,24298.5,24276.75,LongAtLowPivot,PivotExitLong,-45.4,1.9
138,Short,1,2026-03-24 01:33:59+00:00,2026-03-24 02:17:59+00:00,24276.75,24254.75,ShortAtHighPivot,PivotExitShort,42.1,1.9
139,Long,1,2026-03-24 02:17:59+00:00,2026-03-24 02:34:59+00:00,24254.75,24262.0,LongAtLowPivot,PivotExitLong,12.6,1.9
140,Short,1,2026-03-24 02:34:59+00:00,2026-03-24 02:47:59+00:00,24262.0,24289.25,ShortAtHighPivot,PivotExitShort,-56.4,1.9
141,Long,1,2026-03-24 02:47:59+00:00,2026-03-24 02:51:59+00:00,24289.25,24251.5,LongAtLowPivot,PivotExitLong,-77.4,1.9
142,Short,1,2026-03-24 02:51:59+00:00,2026-03-24 03:28:59+00:00,24251.5,24272.0,ShortAtHighPivot,PivotExitShort,-42.9,1.9
143,Long,1,2026-03-24 03:28:59+00:00,2026-03-24 03:32:59+00:00,24272.0,24242.0,LongAtLowPivot,PivotExitLong,-61.9,1.9
144,Short,1,2026-03-24 03:32:59+00:00,2026-03-24 03:40:59+00:00,24242.0,24262.0,ShortAtHighPivot,PivotExitShort,-41.9,1.9
145,Long,1,2026-03-24 03:40:59+00:00,2026-03-24 04:23:59+00:00,24262.0,24265.0,LongAtLowPivot,PivotExitLong,4.1,1.9
146,Short,1,2026-03-24 04:23:59+00:00,2026-03-24 05:19:59+00:00,24265.0,24303.0,ShortAtHighPivot,PivotExitShort,-77.9,1.9
147,Long,1,2026-03-24 05:19:59+00:00,2026-03-24 05:20:59+00:00,24303.0,24262.25,LongAtLowPivot,PivotExitLong,-83.4,1.9
148,Short,1,2026-03-24 05:20:59+00:00,2026-03-24 05:38:59+00:00,24262.25,24226.0,ShortAtHighPivot,PivotExitShort,70.6,1.9
149,Long,1,2026-03-24 05:38:59+00:00,2026-03-24 07:26:59+00:00,24226.0,24464.5,LongAtLowPivot,PivotExitLong,475.1,1.9
150,Short,1,2026-03-24 07:26:59+00:00,2026-03-24 07:53:59+00:00,24464.5,24469.0,ShortAtHighPivot,PivotExitShort,-10.9,1.9
151,Long,1,2026-03-24 07:53:59+00:00,2026-03-24 08:19:59+00:00,24469.0,24444.5,LongAtLowPivot,PivotExitLong,-50.9,1.9
152,Short,1,2026-03-24 08:19:59+00:00,2026-03-24 08:37:59+00:00,24444.5,24419.25,ShortAtHighPivot,PivotExitShort,48.6,1.9
153,Long,1,2026-03-24 08:37:59+00:00,2026-03-24 08:51:59+00:00,24419.25,24383.5,LongAtLowPivot,PivotExitLong,-73.4,1.9
154,Short,1,2026-03-24 08:51:59+00:00,2026-03-24 09:05:59+00:00,24383.5,24395.5,ShortAtHighPivot,PivotExitShort,-25.9,1.9
155,Long,1,2026-03-24 09:05:59+00:00,2026-03-24 09:08:59+00:00,24395.5,24362.25,LongAtLowPivot,PivotExitLong,-68.4,1.9
156,Short,1,2026-03-24 09:08:59+00:00,2026-03-24 09:18:59+00:00,24362.25,24343.75,ShortAtHighPivot,PivotExitShort,35.1,1.9
157,Long,1,2026-03-24 09:18:59+00:00,2026-03-24 10:02:59+00:00,24343.75,24389.75,LongAtLowPivot,PivotExitLong,90.1,1.9
158,Short,1,2026-03-24 10:02:59+00:00,2026-03-24 10:08:59+00:00,24389.75,24426.5,ShortAtHighPivot,PivotExitShort,-75.4,1.9
159,Long,1,2026-03-24 10:08:59+00:00,2026-03-24 10:29:59+00:00,24426.5,24393.0,LongAtLowPivot,PivotExitLong,-68.9,1.9
160,Short,1,2026-03-24 10:29:59+00:00,2026-03-24 10:40:59+00:00,24393.0,24414.0,ShortAtHighPivot,PivotExitShort,-43.9,1.9
161,Long,1,2026-03-24 10:40:59+00:00,2026-03-24 10:49:59+00:00,24414.0,24383.0,LongAtLowPivot,PivotExitLong,-63.9,1.9
162,Short,1,2026-03-24 10:49:59+00:00,2026-03-24 11:01:59+00:00,24383.0,24415.25,ShortAtHighPivot,PivotExitShort,-66.4,1.9
163,Long,1,2026-03-24 11:01:59+00:00,2026-03-24 11:02:59+00:00,24415.25,24377.0,LongAtLowPivot,PivotExitLong,-78.4,1.9
164,Short,1,2026-03-24 11:02:59+00:00,2026-03-24 11:08:59+00:00,24377.0,24418.75,ShortAtHighPivot,PivotExitShort,-85.4,1.9
165,Long,1,2026-03-24 11:08:59+00:00,2026-03-24 11:16:59+00:00,24418.75,24390.0,LongAtLowPivot,PivotExitLong,-59.4,1.9
166,Short,1,2026-03-24 11:16:59+00:00,2026-03-24 11:48:59+00:00,24390.0,24409.25,ShortAtHighPivot,PivotExitShort,-40.4,1.9
167,Long,1,2026-03-24 11:48:59+00:00,2026-03-24 11:52:59+00:00,24409.25,24371.0,LongAtLowPivot,PivotExitLong,-78.4,1.9
168,Short,1,2026-03-24 11:52:59+00:00,2026-03-24 11:56:59+00:00,24371.0,24346.0,ShortAtHighPivot,PivotExitShort,48.1,1.9
169,Long,1,2026-03-24 11:56:59+00:00,2026-03-24 12:05:59+00:00,24346.0,24353.75,LongAtLowPivot,PivotExitLong,13.6,1.9
170,Short,1,2026-03-24 12:05:59+00:00,2026-03-24 12:27:59+00:00,24353.75,24366.5,ShortAtHighPivot,PivotExitShort,-27.4,1.9
171,Long,1,2026-03-24 12:27:59+00:00,2026-03-24 12:32:59+00:00,24366.5,24333.75,LongAtLowPivot,PivotExitLong,-67.4,1.9
172,Short,1,2026-03-24 12:32:59+00:00,2026-03-24 12:53:59+00:00,24333.75,24304.0,ShortAtHighPivot,PivotExitShort,57.6,1.9
173,Long,1,2026-03-24 12:53:59+00:00,2026-03-24 13:05:59+00:00,24304.0,24274.25,LongAtLowPivot,PivotExitLong,-61.4,1.9
174,Short,1,2026-03-24 13:05:59+00:00,2026-03-24 13:26:59+00:00,24274.25,24269.25,ShortAtHighPivot,PivotExitShort,8.1,1.9
175,Long,1,2026-03-24 13:26:59+00:00,2026-03-24 13:28:59+00:00,24269.25,24234.5,LongAtLowPivot,PivotExitLong,-71.4,1.9
176,Short,1,2026-03-24 13:28:59+00:00,2026-03-24 13:32:59+00:00,24234.5,24312.5,ShortAtHighPivot,PivotExitShort,-157.9,1.9
177,Long,1,2026-03-24 13:32:59+00:00,2026-03-24 13:36:59+00:00,24312.5,24272.5,LongAtLowPivot,PivotExitLong,-81.9,1.9
178,Short,1,2026-03-24 13:36:59+00:00,2026-03-24 13:43:59+00:00,24272.5,24198.0,ShortAtHighPivot,PivotExitShort,147.1,1.9
179,Long,1,2026-03-24 13:43:59+00:00,2026-03-24 13:49:59+00:00,24198.0,24172.5,LongAtLowPivot,PivotExitLong,-52.9,1.9
180,Short,1,2026-03-24 13:49:59+00:00,2026-03-24 13:53:59+00:00,24172.5,24178.0,ShortAtHighPivot,PivotExitShort,-12.9,1.9
181,Long,1,2026-03-24 13:53:59+00:00,2026-03-24 14:06:59+00:00,24178.0,24211.0,LongAtLowPivot,PivotExitLong,64.1,1.9
182,Short,1,2026-03-24 14:06:59+00:00,2026-03-24 14:08:59+00:00,24211.0,24265.5,ShortAtHighPivot,PivotExitShort,-110.9,1.9
183,Long,1,2026-03-24 14:08:59+00:00,2026-03-24 14:12:59+00:00,24265.5,24244.5,LongAtLowPivot,PivotExitLong,-43.9,1.9
184,Short,1,2026-03-24 14:12:59+00:00,2026-03-24 14:19:59+00:00,24244.5,24223.75,ShortAtHighPivot,PivotExitShort,39.6,1.9
185,Long,1,2026-03-24 14:19:59+00:00,2026-03-24 14:23:59+00:00,24223.75,24187.0,LongAtLowPivot,PivotExitLong,-75.4,1.9
186,Short,1,2026-03-24 14:23:59+00:00,2026-03-24 14:28:59+00:00,24187.0,24237.75,ShortAtHighPivot,PivotExitShort,-103.4,1.9
187,Long,1,2026-03-24 14:28:59+00:00,2026-03-24 14:30:59+00:00,24237.75,24204.5,LongAtLowPivot,PivotExitLong,-68.4,1.9
188,Short,1,2026-03-24 14:30:59+00:00,2026-03-24 14:42:59+00:00,24204.5,24226.25,ShortAtHighPivot,PivotExitShort,-45.4,1.9
189,Long,1,2026-03-24 14:42:59+00:00,2026-03-24 14:46:59+00:00,24226.25,24212.5,LongAtLowPivot,PivotExitLong,-29.4,1.9
190,Short,1,2026-03-24 14:46:59+00:00,2026-03-24 14:47:59+00:00,24212.5,24266.5,ShortAtHighPivot,PivotExitShort,-109.9,1.9
191,Long,1,2026-03-24 14:47:59+00:00,2026-03-24 14:50:59+00:00,24266.5,24220.0,LongAtLowPivot,PivotExitLong,-94.9,1.9
192,Short,1,2026-03-24 14:50:59+00:00,2026-03-24 14:52:59+00:00,24220.0,24290.0,ShortAtHighPivot,PivotExitShort,-141.9,1.9
193,Long,1,2026-03-24 14:52:59+00:00,2026-03-24 14:55:59+00:00,24290.0,24281.25,LongAtLowPivot,PivotExitLong,-19.4,1.9
194,Short,1,2026-03-24 14:55:59+00:00,2026-03-24 14:57:59+00:00,24281.25,24319.5,ShortAtHighPivot,PivotExitShort,-78.4,1.9
195,Long,1,2026-03-24 14:57:59+00:00,2026-03-24 14:59:59+00:00,24319.5,24277.5,LongAtLowPivot,PivotExitLong,-85.9,1.9
196,Short,1,2026-03-24 14:59:59+00:00,2026-03-24 15:01:59+00:00,24277.5,24292.0,ShortAtHighPivot,PivotExitShort,-30.9,1.9
197,Long,1,2026-03-24 15:01:59+00:00,2026-03-24 15:28:59+00:00,24292.0,24353.0,LongAtLowPivot,PivotExitLong,120.1,1.9
198,Short,1,2026-03-24 15:28:59+00:00,2026-03-24 15:37:59+00:00,24353.0,24341.5,ShortAtHighPivot,PivotExitShort,21.1,1.9
199,Long,1,2026-03-24 15:37:59+00:00,2026-03-24 15:56:59+00:00,24341.5,24327.5,LongAtLowPivot,PivotExitLong,-29.9,1.9
200,Short,1,2026-03-24 15:56:59+00:00,2026-03-24 16:17:59+00:00,24327.5,24327.0,ShortAtHighPivot,PivotExitShort,-0.8999999999999999,1.9
201,Long,1,2026-03-24 16:17:59+00:00,2026-03-24 16:35:59+00:00,24327.0,24308.75,LongAtLowPivot,PivotExitLong,-38.4,1.9
202,Short,1,2026-03-24 16:35:59+00:00,2026-03-24 16:44:59+00:00,24308.75,24281.75,ShortAtHighPivot,PivotExitShort,52.1,1.9
203,Long,1,2026-03-24 16:44:59+00:00,2026-03-24 16:56:59+00:00,24281.75,24266.0,LongAtLowPivot,PivotExitLong,-33.4,1.9
204,Short,1,2026-03-24 16:56:59+00:00,2026-03-24 17:29:59+00:00,24266.0,24200.0,ShortAtHighPivot,PivotExitShort,130.1,1.9
205,Long,1,2026-03-24 17:29:59+00:00,2026-03-24 17:34:59+00:00,24200.0,24185.0,LongAtLowPivot,PivotExitLong,-31.9,1.9
206,Short,1,2026-03-24 17:34:59+00:00,2026-03-24 17:55:59+00:00,24185.0,24198.75,ShortAtHighPivot,PivotExitShort,-29.4,1.9
207,Long,1,2026-03-24 17:55:59+00:00,2026-03-24 18:18:59+00:00,24198.75,24219.5,LongAtLowPivot,PivotExitLong,39.6,1.9
208,Short,1,2026-03-24 18:18:59+00:00,2026-03-24 18:26:59+00:00,24219.5,24251.75,ShortAtHighPivot,PivotExitShort,-66.4,1.9
209,Long,1,2026-03-24 18:26:59+00:00,2026-03-24 18:42:59+00:00,24251.75,24299.25,LongAtLowPivot,PivotExitLong,93.1,1.9
210,Short,1,2026-03-24 18:42:59+00:00,2026-03-24 19:01:59+00:00,24299.25,24301.25,ShortAtHighPivot,PivotExitShort,-5.9,1.9
211,Long,1,2026-03-24 19:01:59+00:00,2026-03-24 19:28:59+00:00,24301.25,24281.25,LongAtLowPivot,PivotExitLong,-41.9,1.9
212,Short,1,2026-03-24 19:28:59+00:00,2026-03-24 20:04:59+00:00,24281.25,24226.25,ShortAtHighPivot,PivotExitShort,108.1,1.9
213,Long,1,2026-03-24 20:04:59+00:00,2026-03-24 20:28:59+00:00,24226.25,24483.75,LongAtLowPivot,PivotExitLong,513.1,1.9
214,Short,1,2026-03-24 20:28:59+00:00,2026-03-24 20:55:59+00:00,24483.75,24394.5,ShortAtHighPivot,EodExitShort,176.6,1.9
215,Short,1,2026-03-25 00:02:59+00:00,2026-03-25 00:12:59+00:00,24391.25,24438.0,ShortAtHighPivot,PivotExitShort,-95.4,1.9
216,Long,1,2026-03-25 00:12:59+00:00,2026-03-25 00:22:59+00:00,24438.0,24414.0,LongAtLowPivot,PivotExitLong,-49.9,1.9
217,Short,1,2026-03-25 00:22:59+00:00,2026-03-25 00:33:59+00:00,24414.0,24456.0,ShortAtHighPivot,PivotExitShort,-85.9,1.9
218,Long,1,2026-03-25 00:33:59+00:00,2026-03-25 00:52:59+00:00,24456.0,24450.75,LongAtLowPivot,PivotExitLong,-12.4,1.9
219,Short,1,2026-03-25 00:52:59+00:00,2026-03-25 03:36:59+00:00,24450.75,24356.0,ShortAtHighPivot,PivotExitShort,187.6,1.9
220,Long,1,2026-03-25 03:36:59+00:00,2026-03-25 05:54:59+00:00,24356.0,24389.0,LongAtLowPivot,PivotExitLong,64.1,1.9
221,Short,1,2026-03-25 05:54:59+00:00,2026-03-25 06:48:59+00:00,24389.0,24360.0,ShortAtHighPivot,PivotExitShort,56.1,1.9
222,Long,1,2026-03-25 06:48:59+00:00,2026-03-25 07:03:59+00:00,24360.0,24355.25,LongAtLowPivot,PivotExitLong,-11.4,1.9
