**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,split,seg_idx,shape,skew,r,mean_sigma,start_ts,end_ts,length_min,parent_phrase_idx,shape_class
2025_03_20,IS,1,STEEP_CONVEX_DOWN,BACK_SKEWED,0.9158488591214212,29.39952815299653,1742461800,1742475820,233.7,2,STEEP_CONVEX_DOWN
2025_03_20,IS,2,FLATLINE,NONE,0.4734118498859337,26.197937510979795,1742475905,1742478885,49.7,2,FLATLINE
2025_03_20,IS,3,STEEP_LINEAR_UP,NONE,0.919019259698194,54.828212005529885,1742478900,1742479680,13.0,2,STEEP_LINEAR_UP
2025_03_20,IS,0,STEEP_CONCAVE_UP,FRONT_SKEWED,0.9235347141213516,35.86972225224187,1742479680,1742485610,98.8,3,STEEP_CONCAVE_UP
2025_03_20,IS,1,STEEP_LINEAR_DOWN,NONE,0.9737541651148756,31.56742315592957,1742485610,1742491000,89.8,3,STEEP_LINEAR_DOWN
2025_03_20,IS,0,GENTLE_CONVEX_DOWN,SYMMETRIC,0.9131020279452126,24.08435182353305,1742491000,1742499410,140.2,4,GENTLE_CONVEX_DOWN
2025_03_20,IS,1,STEEP_LINEAR_UP,NONE,0.956843954277284,21.03871205279374,1742499410,1742503775,72.8,4,STEEP_LINEAR_UP
2025_03_20,IS,0,STEEP_CONCAVE_DOWN,BACK_SKEWED,0.9559090482108284,9.915430895974437,1742503775,1742515190,190.2,5,STEEP_CONCAVE_DOWN
2025_03_21,IS,0,NOISE,NONE,-2.0,11.506504191448473,1742515200,1742548745,559.1,0,NOISE
2025_03_21,IS,0,STEEP_CONCAVE_DOWN,BACK_SKEWED,0.9710971054608752,26.05365967684517,1742552345,1742563795,190.8,1,STEEP_CONCAVE_DOWN
2025_04_01,IS,0,NOISE,NONE,-2.0,12.07887168681769,1743465600,1743469475,64.6,0,NOISE
2025_04_01,IS,0,GENTLE_LINEAR_UP,NONE,0.9579770641959888,13.120952471004983,1743471290,1743473700,40.2,1,GENTLE_LINEAR_UP
2025_04_01,IS,0,GENTLE_CONCAVE_UP,BACK_SKEWED,0.876197327714277,8.726340899576934,1743473700,1743480550,114.2,2,GENTLE_CONCAVE_UP
2025_04_01,IS,1,NOISE,NONE,0.6960586112419996,9.827087540275862,1743480550,1743488705,135.9,2,NOISE
2025_04_01,IS,0,GENTLE_CONVEX_UP,BACK_SKEWED,0.8735794023031761,8.876770312041591,1743489000,1743489600,10.0,3,GENTLE_CONVEX_UP
2025_04_01,IS,0,NOISE,NONE,0.7602943509139873,22.80008714019923,1743489900,1743494775,81.2,4,NOISE
2025_04_01,IS,1,STEEP_CONVEX_UP,BACK_SKEWED,0.9564630786642312,13.87340940906998,1743494775,1743497195,40.3,4,STEEP_CONVEX_UP
2025_04_01,IS,2,GENTLE_CONCAVE_UP,BACK_SKEWED,0.8791184877293546,16.175038312583595,1743497195,1743503100,98.4,4,GENTLE_CONCAVE_UP
2025_04_01,IS,3,STEEP_LINEAR_DOWN,NONE,0.9723755437644488,39.40785754205835,1743503100,1743504370,21.2,4,STEEP_LINEAR_DOWN
2025_04_01,IS,0,GENTLE_CONVEX_DOWN,SYMMETRIC,0.9108928148551626,17.241115848052367,1743504370,1743511510,119.0,5,GENTLE_CONVEX_DOWN
2025_04_01,IS,1,GENTLE_CONCAVE_UP,BACK_SKEWED,0.8539419683708588,14.73827531494478,1743511510,1743516900,89.8,5,GENTLE_CONCAVE_UP
2025_04_01,IS,2,NOISE,NONE,0.5252244525403675,49.46413362904983,1743516900,1743519600,45.0,5,NOISE
2025_04_01,IS,0,STEEP_CONCAVE_UP,FRONT_SKEWED,0.9597308575946684,37.41661929032365,1743519600,1743526200,110.0,6,STEEP_CONCAVE_UP
2025_04_01,IS,1,STEEP_CONCAVE_DOWN,BACK_SKEWED,0.981840315956156,30.55837108422509,1743526200,1743532200,100.0,6,STEEP_CONCAVE_DOWN
2025_04_01,IS,0,NOISE,NONE,0.5307082083704723,28.420257405350824,1743532200,1743536100,65.0,7,NOISE
2025_04_01,IS,1,STEEP_LINEAR_UP,NONE,0.9904110565167452,41.98962045736906,1743536100,1743538500,40.0,7,STEEP_LINEAR_UP
2025_04_01,IS,0,STEEP_LINEAR_UP,NONE,0.9212273090872978,15.94419179909327,1743538500,1743551995,224.9,8,STEEP_LINEAR_UP
2025_04_02,IS,0,NOISE,NONE,-2.0,10.856196040967266,1743552000,1743555830,63.8,0,NOISE
2025_04_02,IS,0,GENTLE_CONCAVE_UP,SYMMETRIC,0.9272032737089418,6.869486120954634,1743557950,1743559900,32.5,1,GENTLE_CONCAVE_UP
2025_04_02,IS,0,FLATLINE,NONE,0.0,8.572030991664798,1743559900,1743563700,63.3,2,FLATLINE
2025_04_02,IS,0,NOISE,NONE,0.6004350973201524,4.627267601739135,1743563700,1743570300,110.0,3,NOISE
2025_04_02,IS,1,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.9764995909206522,6.060039420170596,1743570300,1743574205,65.1,3,GENTLE_CONCAVE_DOWN
2025_04_02,IS,2,GENTLE_LINEAR_DOWN,NONE,0.9012716928064936,11.470938438866762,1743574205,1743584245,167.3,3,GENTLE_LINEAR_DOWN
2025_04_02,IS,3,NOISE,NONE,0.8280422441665841,9.189659616008637,1743584245,1743587700,57.6,3,NOISE
2025_04_02,IS,4,STEEP_LINEAR_DOWN,NONE,0.9658716593985908,17.44403228229419,1743587700,1743601500,230.0,3,STEEP_LINEAR_DOWN
2025_04_02,IS,5,STEEP_LINEAR_UP,NONE,0.9858764292165396,89.69802189995134,1743601500,1743603300,30.0,3,STEEP_LINEAR_UP
2025_04_02,IS,0,STEEP_LINEAR_UP,NONE,0.9748022731996776,33.05484170943082,1743603300,1743617100,230.0,4,STEEP_LINEAR_UP
2025_04_02,IS,1,STEEP_CONVEX_DOWN,FRONT_SKEWED,0.9734213867213964,40.67178587381692,1743617100,1743620400,55.0,4,STEEP_CONVEX_DOWN
2025_04_02,IS,0,NOISE,NONE,0.5395429915102053,68.90913940524969,1743620400,1743626700,105.0,5,NOISE
2025_04_02,IS,1,STEEP_CONVEX_DOWN,FRONT_SKEWED,0.942156866139028,105.95983021046304,1743626700,1743638395,194.9,5,STEEP_CONVEX_DOWN
2025_04_03,IS,0,NOISE,NONE,-2.0,33.23069005004269,1743638400,1743642040,60.7,0,NOISE
2025_04_03,IS,0,GENTLE_CONCAVE_UP,SYMMETRIC,0.9697506630756304,17.546801884880015,1743643860,1743653590,162.2,1,GENTLE_CONCAVE_UP
2025_04_03,IS,1,FLATLINE,NONE,0.0,14.135879579497566,1743653590,1743653700,1.8,1,FLATLINE
2025_04_03,IS,2,NOISE,NONE,0.5196189073110654,11.74784406377725,1743653700,1743658500,80.0,1,NOISE
2025_04_03,IS,3,STEEP_LINEAR_DOWN,NONE,0.9716037282405744,24.277807753502053,1743658500,1743660000,25.0,1,STEEP_LINEAR_DOWN
2025_04_03,IS,0,FLATLINE,NONE,0.3371764420633307,15.703834772478489,1743660000,1743666300,105.0,2,FLATLINE
2025_04_03,IS,1,STEEP_CONVEX_UP,BACK_SKEWED,0.8685500032194099,22.244560797728635,1743666340,1743667500,19.3,2,STEEP_CONVEX_UP
2025_04_03,IS,2,STEEP_LINEAR_UP,NONE,0.9673192050220304,22.84018234500876,1743667500,1743669900,40.0,2,STEEP_LINEAR_UP
2025_04_03,IS,0,STEEP_CONCAVE_DOWN,FRONT_SKEWED,0.9686861453873116,22.045038012428726,1743669900,1743675300,90.0,3,STEEP_CONCAVE_DOWN
2025_04_03,IS,0,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.938517015495556,19.70268209649335,1743675300,1743682500,120.0,4,GENTLE_CONVEX_DOWN
2025_04_03,IS,1,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.8607571034111836,23.74947501508141,1743682500,1743684300,30.0,4,GENTLE_CONCAVE_DOWN
2025_04_03,IS,2,NOISE,NONE,0.6255623693063285,50.06555143162656,1743684300,1743688500,70.0,4,NOISE
2025_04_03,IS,3,STEEP_CONCAVE_DOWN,BACK_SKEWED,0.8938793092170393,58.26202671165942,1743688500,1743691200,45.0,4,STEEP_CONCAVE_DOWN
2025_04_03,IS,4,NOISE,NONE,0.7224830652016907,44.46764885585704,1743691200,1743696000,80.0,4,NOISE
2025_04_03,IS,5,STEEP_LINEAR_UP,NONE,0.9824666647895244,29.83236944591732,1743696000,1743697800,30.0,4,STEEP_LINEAR_UP
2025_04_03,IS,0,NOISE,NONE,0.7896756130005856,36.455757051885975,1743697800,1743699600,30.0,5,NOISE
2025_04_03,IS,0,STEEP_LINEAR_DOWN,NONE,0.9824857320558592,26.795487781917377,1743699600,1743705900,105.0,6,STEEP_LINEAR_DOWN
2025_04_03,IS,0,STEEP_LINEAR_DOWN,NONE,0.923493408843332,25.51071347561704,1743705900,1743723900,300.0,7,STEEP_LINEAR_DOWN
2025_04_03,IS,1,STEEP_LINEAR_UP,NONE,0.9386042929498276,18.912360266425843,1743723900,1743724795,14.9,7,STEEP_LINEAR_UP
2025_04_04,IS,0,NOISE,NONE,-2.0,10.56896294745687,1743724800,1743728590,63.2,0,NOISE
2025_04_04,IS,0,STEEP_LINEAR_DOWN,NONE,0.9485612216632888,19.929749070810733,1743730480,1743745500,250.3,1,STEEP_LINEAR_DOWN
2025_04_04,IS,1,STEEP_LINEAR_UP,NONE,0.973565865092255,33.157913551517304,1743745500,1743748280,46.3,1,STEEP_LINEAR_UP
2025_04_04,IS,0,GENTLE_LINEAR_DOWN,NONE,0.9381308993465624,14.328089819969192,1743748280,1743758100,163.7,2,GENTLE_LINEAR_DOWN
2025_04_04,IS,0,STEEP_LINEAR_DOWN,NONE,0.9476571921707424,67.86039175091614,1743758100,1743769800,195.0,3,STEEP_LINEAR_DOWN
2025_04_04,IS,1,NOISE,NONE,0.7818133058623041,73.22839629152581,1743769800,1743781500,195.0,3,NOISE
2025_04_04,IS,2,STEEP_LINEAR_DOWN,NONE,0.9625005960832028,68.51746332090897,1743781500,1743783600,35.0,3,STEEP_LINEAR_DOWN
2025_04_04,IS,3,STEEP_CONVEX_DOWN,FRONT_SKEWED,0.9443249592426578,53.55226082017116,1743783600,1743789600,100.0,3,STEEP_CONVEX_DOWN
2025_04_04,IS,4,STEEP_CONCAVE_DOWN,BACK_SKEWED,0.8759043349709092,71.06779241367502,1743789600,1743792300,45.0,3,STEEP_CONCAVE_DOWN
2025_04_04,IS,5,NOISE,NONE,0.6209525281376893,58.23457196780248,1743792300,1743795900,60.0,3,NOISE
2025_04_04,IS,6,STEEP_CONCAVE_DOWN,BACK_SKEWED,0.9726508132017572,107.54881181626276,1743795900,1743798000,35.0,3,STEEP_CONCAVE_DOWN
2025_04_04,IS,7,STEEP_CONVEX_DOWN,FRONT_SKEWED,0.9597361020565855,70.23847088027385,1743798000,1743800395,39.9,3,STEEP_CONVEX_DOWN
2025_04_06,IS,0,NOISE,NONE,-2.0,20.33301253881717,1743976800,1743980460,61.0,0,NOISE
2025_04_06,IS,0,STEEP_LINEAR_UP,NONE,0.9760844219353048,57.0652165863699,1743982215,1743983995,29.7,1,STEEP_LINEAR_UP
2025_04_07,IS,0,NOISE,NONE,-2.0,68.95135787272896,1743984000,1743987610,60.2,0,NOISE
2025_04_07,IS,0,STEEP_CONCAVE_UP,BACK_SKEWED,0.8751397231163707,52.41153396657136,1743989405,1743995100,94.9,1,STEEP_CONCAVE_UP
2025_04_07,IS,1,STEEP_CONVEX_DOWN,SYMMETRIC,0.9622594326010974,34.38684854346376,1743995100,1744000200,85.0,1,STEEP_CONVEX_DOWN
2025_04_07,IS,0,NOISE,NONE,0.3328711688657655,41.278272504314586,1744000200,1744004120,65.3,2,NOISE
2025_04_07,IS,1,STEEP_CONCAVE_DOWN,BACK_SKEWED,0.9487331085958356,40.08960329146306,1744004120,1744006800,44.7,2,STEEP_CONCAVE_DOWN
2025_04_07,IS,2,STEEP_CONVEX_DOWN,SYMMETRIC,0.8862947299683909,50.71753481173637,1744006800,1744012800,100.0,2,STEEP_CONVEX_DOWN
2025_04_07,IS,3,STEEP_LINEAR_UP,NONE,0.9935846336785076,98.57128185311818,1744012800,1744015500,45.0,2,STEEP_LINEAR_UP
2025_04_07,IS,0,NOISE,NONE,0.634101303860048,45.54156486963847,1744015500,1744020300,80.0,3,NOISE
2025_04_07,IS,1,STEEP_CONCAVE_UP,FRONT_SKEWED,0.9354986846842452,65.12157552491105,1744020300,1744026600,105.0,3,STEEP_CONCAVE_UP
2025_04_07,IS,2,NOISE,NONE,0.4510829228513194,55.97545100094433,1744026600,1744030800,70.0,3,NOISE
2025_04_07,IS,3,STEEP_CONCAVE_DOWN,BACK_SKEWED,0.9825035038965796,62.41182867240394,1744030800,1744033500,45.0,3,STEEP_CONCAVE_DOWN
2025_04_07,IS,0,STEEP_CONVEX_UP,BACK_SKEWED,0.9188816000122114,147.46980795350348,1744033500,1744035300,30.0,4,STEEP_CONVEX_UP
2025_04_07,IS,0,STEEP_CONCAVE_UP,SYMMETRIC,0.8764830394113059,277.2764413113744,1744035300,1744040100,80.0,5,STEEP_CONCAVE_UP
2025_04_07,IS,1,FLATLINE,NONE,0.7976966344023924,106.24035483139328,1744040100,1744045200,85.0,5,FLATLINE
2025_04_07,IS,2,STEEP_CONVEX_UP,BACK_SKEWED,0.9509080743603798,72.17751307615409,1744045200,1744046700,25.0,5,STEEP_CONVEX_UP
2025_04_07,IS,3,STEEP_CONCAVE_UP,FRONT_SKEWED,0.9115461798730328,87.28308900854952,1744046700,1744052700,100.0,5,STEEP_CONCAVE_UP
2025_04_07,IS,4,NOISE,NONE,0.6915673195940495,61.0192463565508,1744052700,1744064265,192.8,5,NOISE
2025_04_07,IS,0,STEEP_LINEAR_UP,NONE,0.9769678610160512,31.877413890736964,1744064265,1744065900,27.2,6,STEEP_LINEAR_UP
2025_04_07,IS,0,STEEP_CONCAVE_UP,FRONT_SKEWED,0.9703355134929011,16.490953485082006,1744065900,1744070395,74.9,7,STEEP_CONCAVE_UP
2025_04_08,IS,0,NOISE,NONE,-2.0,36.11349378815308,1744070400,1744074120,62.0,0,NOISE
2025_04_08,IS,0,STEEP_CONVEX_UP,BACK_SKEWED,0.9534875067883468,51.19459086478828,1744075900,1744077660,29.3,1,STEEP_CONVEX_UP
2025_04_08,IS,0,NOISE,NONE,0.5365423104924447,20.114347193371533,1744077660,1744082400,79.0,2,NOISE
2025_04_08,IS,1,STEEP_LINEAR_DOWN,NONE,0.946550168486372,15.34026755759157,1744082400,1744083360,16.0,2,STEEP_LINEAR_DOWN
2025_04_08,IS,0,STEEP_LINEAR_DOWN,NONE,0.98433585865176,19.775932717945096,1744083360,1744085700,39.0,3,STEEP_LINEAR_DOWN
2025_04_08,IS,0,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.8778183317435666,13.393785291845788,1744085700,1744087505,30.1,4,GENTLE_CONCAVE_DOWN
2025_04_08,IS,0,STEEP_LINEAR_DOWN,NONE,0.883459876922992,20.61893316578996,1744087505,1744088070,9.4,5,STEEP_LINEAR_DOWN
2025_04_08,IS,0,NOISE,NONE,0.6242725375658361,23.890682916486707,1744088400,1744093215,80.2,6,NOISE
2025_04_08,IS,1,STEEP_CONVEX_UP,SYMMETRIC,0.9875578483917932,22.176561818072603,1744093215,1744097400,69.8,6,STEEP_CONVEX_UP
2025_04_08,IS,0,NOISE,NONE,0.4291482452676347,28.752855605470803,1744097400,1744101300,65.0,7,NOISE
2025_04_08,IS,1,FLATLINE,NONE,0.4109123427833328,26.53303320419387,1744101300,1744106400,85.0,7,FLATLINE
2025_04_08,IS,2,STEEP_LINEAR_DOWN,NONE,0.9450154827003308,23.469117741919167,1744106400,1744107300,15.0,7,STEEP_LINEAR_DOWN
2025_04_08,IS,0,STEEP_CONVEX_UP,BACK_SKEWED,0.9604678668459494,23.32591357865569,1744107300,1744112700,90.0,8,STEEP_CONVEX_UP
2025_04_08,IS,0,STEEP_LINEAR_UP,NONE,0.948305512231064,52.76932221369169,1744112700,1744125300,210.0,9,STEEP_LINEAR_UP
2025_04_08,IS,1,STEEP_CONVEX_DOWN,BACK_SKEWED,0.9820701595475498,57.84595553754132,1744125300,1744129800,75.0,9,STEEP_CONVEX_DOWN
2025_04_08,IS,0,STEEP_LINEAR_DOWN,NONE,0.972200368505874,70.8295463563916,1744129800,1744156795,449.9,10,STEEP_LINEAR_DOWN
2025_04_09,IS,0,NOISE,NONE,-2.0,21.973182990589,1744156800,1744160495,61.6,0,NOISE
2025_04_09,IS,0,STEEP_CONCAVE_UP,SYMMETRIC,0.9173907946054636,47.52209755978546,1744162300,1744168895,109.9,1,STEEP_CONCAVE_UP
2025_04_09,IS,1,STEEP_LINEAR_DOWN,NONE,0.995880440420266,37.63472034065009,1744168895,1744173070,69.6,1,STEEP_LINEAR_DOWN
2025_04_09,IS,0,STEEP_CONVEX_DOWN,BACK_SKEWED,0.9422480358622288,38.00410659297842,1744173070,1744178760,94.8,2,STEEP_CONVEX_DOWN
2025_04_09,IS,1,STEEP_LINEAR_UP,NONE,0.9716259209332082,71.77309081012447,1744178760,1744182050,54.8,2,STEEP_LINEAR_UP
2025_04_09,IS,0,STEEP_CONCAVE_UP,FRONT_SKEWED,0.9357847927656666,77.4020797920883,1744182050,1744188300,104.2,3,STEEP_CONCAVE_UP
2025_04_09,IS,1,STEEP_CONVEX_UP,BACK_SKEWED,0.9814220027215396,51.15555658467303,1744188300,1744190710,40.2,3,STEEP_CONVEX_UP
2025_04_09,IS,2,STEEP_CONCAVE_DOWN,BACK_SKEWED,0.9733162369846688,30.663015315521555,1744190710,1744193140,40.5,3,STEEP_CONCAVE_DOWN
2025_04_09,IS,3,STEEP_LINEAR_DOWN,NONE,0.9895464226265897,35.51134298117251,1744193140,1744195525,39.8,3,STEEP_LINEAR_DOWN
2025_04_09,IS,0,STEEP_CONVEX_DOWN,SYMMETRIC,0.9160882820066628,64.92880471541345,1744195525,1744203600,134.6,4,STEEP_CONVEX_DOWN
2025_04_09,IS,1,STEEP_LINEAR_UP,NONE,0.9966127496577324,89.22893302592158,1744203600,1744207200,60.0,4,STEEP_LINEAR_UP
2025_04_09,IS,0,NOISE,NONE,0.5784537579464646,72.29323772962049,1744207200,1744211400,70.0,5,NOISE
2025_04_09,IS,1,FLATLINE,NONE,0.0,64.85923780882663,1744211400,1744215600,70.0,5,FLATLINE
2025_04_09,IS,2,STEEP_CONCAVE_UP,FRONT_SKEWED,0.9617530703260996,97.86968726890348,1744215600,1744243195,459.9,5,STEEP_CONCAVE_UP
2025_04_10,IS,0,NOISE,NONE,-2.0,32.54113668485314,1744243200,1744246835,60.6,0,NOISE
2025_04_10,IS,0,STEEP_LINEAR_DOWN,NONE,0.9369088353599254,23.230640221049352,1744248630,1744260900,204.5,1,STEEP_LINEAR_DOWN
2025_04_10,IS,1,STEEP_CONVEX_UP,BACK_SKEWED,0.9513605625909416,21.83512900838335,1744260900,1744266600,95.0,1,STEEP_CONVEX_UP
2025_04_10,IS,0,STEEP_CONCAVE_DOWN,BACK_SKEWED,0.9705720810064348,37.62395615347295,1744266600,1744272000,90.0,2,STEEP_CONCAVE_DOWN
2025_04_10,IS,0,STEEP_CONVEX_DOWN,FRONT_SKEWED,0.9439376895555446,42.068707010732105,1744272000,1744278930,115.5,3,STEEP_CONVEX_DOWN
2025_04_10,IS,1,NOISE,NONE,0.8200727249335136,35.95332375451034,1744278930,1744284600,94.5,3,NOISE
2025_04_10,IS,0,STEEP_CONCAVE_DOWN,BACK_SKEWED,0.9526551205687752,28.45606714961953,1744284635,1744290005,89.5,4,STEEP_CONCAVE_DOWN
2025_04_10,IS,0,STEEP_LINEAR_DOWN,NONE,0.9562964543935722,70.96792484220416,1744290005,1744306200,269.9,5,STEEP_LINEAR_DOWN
2025_04_10,IS,1,STEEP_LINEAR_UP,NONE,0.9870944176596422,96.02566829663834,1744306200,1744310700,75.0,5,STEEP_LINEAR_UP
2025_04_10,IS,0,NOISE,NONE,0.343255842928523,61.47839592418307,1744310700,1744326900,270.0,6,NOISE
2025_04_10,IS,0,STEEP_LINEAR_DOWN,NONE,0.986442248304288,53.06329280381038,1744326900,1744328700,30.0,7,STEEP_LINEAR_DOWN
2025_04_10,IS,0,STEEP_LINEAR_DOWN,NONE,0.941696932958368,41.85869824702655,1744328700,1744329595,14.9,8,STEEP_LINEAR_DOWN
2025_04_11,IS,0,NOISE,NONE,-2.0,36.0885740924247,1744329600,1744333270,61.2,0,NOISE
2025_04_11,IS,0,STEEP_LINEAR_UP,NONE,0.9590376165543976,47.95609314179386,1744335050,1744336020,16.2,1,STEEP_LINEAR_UP
2025_04_11,IS,0,STEEP_LINEAR_UP,NONE,0.9667784597131848,30.048288941772228,1744336020,1744349305,221.4,2,STEEP_LINEAR_UP
2025_04_11,IS,1,FLATLINE,NONE,0.7697384423239781,36.68402034064541,1744349305,1744349700,6.6,2,FLATLINE
2025_04_11,IS,2,STEEP_CONCAVE_UP,SYMMETRIC,0.9197465529726234,48.57629574709735,1744349700,1744355770,101.2,2,STEEP_CONCAVE_UP
2025_04_11,IS,3,STEEP_CONCAVE_DOWN,BACK_SKEWED,0.9829942725708124,50.39981430617535,1744355770,1744361100,88.8,2,STEEP_CONCAVE_DOWN
2025_04_11,IS,0,NOISE,NONE,0.3514137062959888,41.67854349034471,1744361100,1744365010,65.2,3,NOISE
2025_04_11,IS,1,STEEP_LINEAR_UP,NONE,0.989126111630967,54.32946433232633,1744365010,1744368315,55.1,3,STEEP_LINEAR_UP
2025_04_11,IS,0,GENTLE_LINEAR_DOWN,NONE,0.850374133720824,34.783283835290824,1744368315,1744375220,115.1,4,GENTLE_LINEAR_DOWN
2025_04_11,IS,1,STEEP_CONCAVE_DOWN,BACK_SKEWED,0.9731610256700106,42.23923073745424,1744375220,1744377300,34.7,4,STEEP_CONCAVE_DOWN
2025_04_11,IS,0,NOISE,NONE,0.1061088986408555,73.11919171047633,1744377300,1744382700,90.0,5,NOISE
2025_04_11,IS,1,FLATLINE,NONE,0.0,64.89421910832402,1744382700,1744386900,70.0,5,FLATLINE
2025_04_11,IS,2,STEEP_LINEAR_UP,NONE,0.9710346689781868,73.31459643986172,1744386900,1744388100,20.0,5,STEEP_LINEAR_UP
2025_04_11,IS,0,STEEP_CONCAVE_UP,FRONT_SKEWED,0.9758840685626976,42.05950953169727,1744388100,1744403415,255.2,6,STEEP_CONCAVE_UP
2025_04_11,IS,1,GENTLE_CONVEX_UP,BACK_SKEWED,0.9017338993534104,10.93211720083302,1744403415,1744405195,29.7,6,GENTLE_CONVEX_UP
2025_04_13,IS,0,NOISE,NONE,-2.0,31.930494744551517,1744581600,1744585275,61.2,0,NOISE
2025_04_13,IS,0,STEEP_LINEAR_UP,NONE,0.9605329002759164,29.89589669616545,1744587110,1744588080,16.2,1,STEEP_LINEAR_UP
2025_04_13,IS,0,STEEP_CONCAVE_UP,FRONT_SKEWED,0.9347597306782264,17.124143839377997,1744588080,1744588795,11.9,2,STEEP_CONCAVE_UP
2025_04_14,IS,0,FLATLINE,NONE,0.0,16.559340500109954,1744588800,1744592470,61.2,0,FLATLINE
2025_04_14,IS,0,GENTLE_CONVEX_UP,BACK_SKEWED,0.8721870484395493,18.23437194365514,1744594355,1744598880,75.4,1,GENTLE_CONVEX_UP
2025_04_14,IS,0,GENTLE_LINEAR_UP,NONE,0.9327628470609484,12.804791584820954,1744598880,1744610700,197.0,2,GENTLE_LINEAR_UP
2025_04_14,IS,1,GENTLE_CONVEX_UP,BACK_SKEWED,0.9861286671751156,11.547561481378985,1744610700,1744613400,45.0,2,GENTLE_CONVEX_UP
2025_04_14,IS,2,NOISE,NONE,0.7994391147897326,17.135623350821625,1744613400,1744621820,140.3,2,NOISE
2025_04_14,IS,3,STEEP_LINEAR_DOWN,NONE,0.964032154789336,19.492429801864336,1744621820,1744623900,34.7,2,STEEP_LINEAR_DOWN
2025_04_14,IS,0,NOISE,NONE,0.8233858309804771,21.320084484407417,1744623900,1744633265,156.1,3,NOISE
2025_04_14,IS,1,FLATLINE,NONE,0.0,24.67642736704013,1744633265,1744633800,8.9,3,FLATLINE
2025_04_14,IS,0,GENTLE_CONCAVE_UP,BACK_SKEWED,0.8758149845617216,28.75218970454374,1744633800,1744638900,85.0,4,GENTLE_CONCAVE_UP
2025_04_14,IS,1,STEEP_LINEAR_DOWN,NONE,0.9549033659244748,55.17554712638634,1744638900,1744641000,35.0,4,STEEP_LINEAR_DOWN
2025_04_14,IS,0,STEEP_LINEAR_DOWN,NONE,0.9256222996359752,43.89340140987468,1744641000,1744651500,175.0,5,STEEP_LINEAR_DOWN
2025_04_14,IS,1,STEEP_LINEAR_UP,NONE,0.9834502757522088,34.43150636108506,1744651500,1744657200,95.0,5,STEEP_LINEAR_UP
2025_04_14,IS,0,NOISE,NONE,0.6239067275802274,24.728667893803447,1744657200,1744661100,65.0,6,NOISE
2025_04_14,IS,1,STEEP_CONVEX_DOWN,FRONT_SKEWED,0.9582845959531432,43.96625190509919,1744661100,1744668910,130.2,6,STEEP_CONVEX_DOWN
2025_04_14,IS,0,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.9121119752592796,16.175445601268894,1744668910,1744675195,104.8,7,GENTLE_CONVEX_DOWN
2025_04_15,IS,0,NOISE,NONE,-2.0,12.52111316019267,1744675200,1744683740,142.3,0,NOISE
2025_04_15,IS,1,STEEP_LINEAR_DOWN,NONE,0.8617469412651148,10.9896977664631,1744683740,1744684200,7.7,0,STEEP_LINEAR_DOWN
2025_04_15,IS,0,NOISE,NONE,0.5774506357011732,14.334248158867965,1744684200,1744689280,84.7,1,NOISE
2025_04_15,IS,1,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.8834336870729101,7.036002189715132,1744689280,1744693200,65.3,1,GENTLE_CONCAVE_UP
2025_04_15,IS,0,GENTLE_LINEAR_DOWN,NONE,0.971159185125818,7.97123710046646,1744693385,1744695900,41.9,2,GENTLE_LINEAR_DOWN
2025_04_15,IS,0,STEEP_LINEAR_UP,NONE,0.9225811114956676,17.767512021281963,1744695900,1744706545,177.4,3,STEEP_LINEAR_UP
2025_04_15,IS,1,FLATLINE,NONE,0.3245317275114466,12.765138605579711,1744706545,1744712370,97.1,3,FLATLINE
2025_04_15,IS,2,GENTLE_CONVEX_UP,BACK_SKEWED,0.8881334909640558,10.799343679628684,1744712400,1744713000,10.0,3,GENTLE_CONVEX_UP
2025_04_15,IS,3,FLATLINE,BACK_SKEWED,0.8690973555901828,9.786423705727136,1744713020,1744713600,9.7,3,FLATLINE
2025_04_15,IS,4,GENTLE_LINEAR_DOWN,NONE,0.9544173470074278,10.998020249021405,1744713655,1744714800,19.1,3,GENTLE_LINEAR_DOWN
2025_04_15,IS,0,GENTLE_LINEAR_DOWN,NONE,0.8997362754691064,21.3468731172742,1744714800,1744722900,135.0,4,GENTLE_LINEAR_DOWN
2025_04_15,IS,1,STEEP_LINEAR_UP,NONE,0.9690127346884542,26.144922084247685,1744722900,1744724700,30.0,4,STEEP_LINEAR_UP
2025_04_15,IS,0,NOISE,NONE,0.5785998833642851,49.37126307479139,1744724700,1744728900,70.0,5,NOISE
2025_04_15,IS,1,GENTLE_LINEAR_UP,NONE,0.8734667196802154,27.899675854325217,1744728900,1744731600,45.0,5,GENTLE_LINEAR_UP
2025_04_15,IS,2,FLATLINE,NONE,0.8297063203465993,23.01837869916313,1744731600,1744734600,50.0,5,FLATLINE
2025_04_15,IS,3,STEEP_CONCAVE_DOWN,BACK_SKEWED,0.9095780430346502,17.694507253100113,1744734600,1744736700,35.0,5,STEEP_CONCAVE_DOWN
2025_04_15,IS,4,STEEP_LINEAR_DOWN,NONE,0.8860128044221224,39.57025232210693,1744736700,1744737300,10.0,5,STEEP_LINEAR_DOWN
