**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,split,seg_idx,shape,skew,r,mean_sigma,start_ts,end_ts,length_min,parent_phrase_idx,shape_class
2025_07_15,IS,0,NOISE,NONE,0.7221469067227764,17.50789285821195,1752582600,1752588300,95.0,2,NOISE
2025_07_15,IS,1,STEEP_LINEAR_DOWN,NONE,0.8826722052811936,23.2726072050999,1752588300,1752588900,10.0,2,STEEP_LINEAR_DOWN
2025_07_15,IS,0,NOISE,NONE,0.5601830894957989,20.67291933749434,1752588900,1752595200,105.0,3,NOISE
2025_07_15,IS,1,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.9610047373038628,9.488730689064884,1752595200,1752597900,45.0,3,GENTLE_CONCAVE_DOWN
2025_07_15,IS,2,NOISE,NONE,0.7275604569516276,12.972849117459113,1752597900,1752602400,75.0,3,NOISE
2025_07_15,IS,3,STEEP_LINEAR_UP,NONE,0.9522382663425124,19.811152468205425,1752602400,1752603300,15.0,3,STEEP_LINEAR_UP
2025_07_15,IS,0,NOISE,NONE,0.3983912847359978,11.787533719843967,1752603300,1752606000,45.0,4,NOISE
2025_07_15,IS,0,STEEP_CONVEX_DOWN,SYMMETRIC,0.9755884455345922,15.123539612388614,1752606000,1752623995,299.9,5,STEEP_CONVEX_DOWN
2025_07_16,IS,0,NOISE,NONE,-2.0,7.188909252883688,1752624000,1752628065,67.8,0,NOISE
2025_07_16,IS,0,NOISE,NONE,0.6371969072423037,6.061416816658764,1752629865,1752635625,96.0,1,NOISE
2025_07_16,IS,1,GENTLE_LINEAR_UP,NONE,0.9566998464687864,3.8506420139606337,1752635625,1752639300,61.2,1,GENTLE_LINEAR_UP
2025_07_16,IS,2,GENTLE_CONCAVE_DOWN,SYMMETRIC,0.8874497196448887,4.043288297710614,1752639300,1752642900,60.0,1,GENTLE_CONCAVE_DOWN
2025_07_16,IS,3,GENTLE_LINEAR_DOWN,NONE,0.9361588790049972,3.749261377710541,1752642900,1752643680,13.0,1,GENTLE_LINEAR_DOWN
2025_07_16,IS,0,GENTLE_LINEAR_DOWN,NONE,0.9205596165698884,9.04544727717126,1752643680,1752653350,161.2,2,GENTLE_LINEAR_DOWN
2025_07_16,IS,1,NOISE,NONE,0.7332109828325206,6.428827468251288,1752653350,1752659710,106.0,2,NOISE
2025_07_16,IS,2,FLATLINE,NONE,0.0,5.075701947730928,1752659710,1752660000,4.8,2,FLATLINE
2025_07_16,IS,0,GENTLE_LINEAR_UP,NONE,0.891992664342759,10.055330822419412,1752660000,1752674100,235.0,3,GENTLE_LINEAR_UP
2025_07_16,IS,1,STEEP_LINEAR_DOWN,NONE,0.9762481756495104,33.58288039351389,1752674100,1752676200,35.0,3,STEEP_LINEAR_DOWN
2025_07_16,IS,0,NOISE,NONE,0.6452492665581046,31.362725808491813,1752676200,1752683700,125.0,4,NOISE
2025_07_16,IS,1,STEEP_CONVEX_UP,BACK_SKEWED,0.977731062707147,16.012112093727552,1752683700,1752686105,40.1,4,STEEP_CONVEX_UP
2025_07_16,IS,0,NOISE,NONE,0.3843469912144707,13.266172786119254,1752686105,1752690000,64.9,5,NOISE
2025_07_16,IS,1,GENTLE_LINEAR_UP,NONE,0.9508101413272624,8.212745426495422,1752690000,1752692100,35.0,5,GENTLE_LINEAR_UP
2025_07_16,IS,2,GENTLE_CONCAVE_UP,BACK_SKEWED,0.9192173995198736,10.317229441335488,1752692100,1752698280,103.0,5,GENTLE_CONCAVE_UP
2025_07_16,IS,3,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.970011330656938,5.709397408534209,1752698280,1752706815,142.2,5,GENTLE_CONCAVE_DOWN
2025_07_16,IS,0,NOISE,NONE,0.7774155479344366,3.145603135300891,1752706815,1752710395,59.7,6,NOISE
2025_07_17,IS,0,NOISE,NONE,-2.0,7.894992173832021,1752710400,1752714775,72.9,0,NOISE
2025_07_17,IS,0,STEEP_LINEAR_DOWN,NONE,0.983942866806857,8.371587125263032,1752716700,1752718665,32.8,1,STEEP_LINEAR_DOWN
2025_07_17,IS,0,NOISE,NONE,0.6658583811671203,3.50697012621738,1752718665,1752724500,97.2,2,NOISE
2025_07_17,IS,1,GENTLE_CONVEX_UP,FRONT_SKEWED,0.8751696667692905,4.539652322000367,1752724500,1752730370,97.8,2,GENTLE_CONVEX_UP
2025_07_17,IS,0,STEEP_CONCAVE_UP,BACK_SKEWED,0.9345408829487204,14.632257258697262,1752730370,1752738160,129.8,3,STEEP_CONCAVE_UP
2025_07_17,IS,1,NOISE,NONE,0.7252463008189582,8.554098856444883,1752738160,1752744780,110.3,3,NOISE
2025_07_17,IS,2,STEEP_CONCAVE_UP,FRONT_SKEWED,0.9289639308918984,6.02945291692134,1752744780,1752745500,12.0,3,STEEP_CONCAVE_UP
2025_07_17,IS,0,GENTLE_LINEAR_DOWN,NONE,0.948321832323448,5.429438234335986,1752745500,1752755640,169.0,4,GENTLE_LINEAR_DOWN
2025_07_17,IS,1,STEEP_LINEAR_UP,NONE,0.9870784679365256,15.998724873670737,1752755640,1752758100,41.0,4,STEEP_LINEAR_UP
2025_07_17,IS,0,GENTLE_LINEAR_UP,NONE,0.9373954567106332,13.890414520724171,1752758100,1752777300,320.0,5,GENTLE_LINEAR_UP
2025_07_17,IS,1,FLATLINE,NONE,0.657949446754549,5.90977309884565,1752777300,1752783600,105.0,5,FLATLINE
2025_07_17,IS,2,GENTLE_CONVEX_UP,BACK_SKEWED,0.9773537070758384,8.850649712516793,1752783600,1752785700,35.0,5,GENTLE_CONVEX_UP
2025_07_17,IS,3,GENTLE_LINEAR_UP,NONE,0.8609160647753271,4.807960514051428,1752785700,1752789790,68.2,5,GENTLE_LINEAR_UP
2025_07_17,IS,0,GENTLE_LINEAR_DOWN,NONE,0.9306547353219669,6.609561063923725,1752789790,1752790500,11.8,6,GENTLE_LINEAR_DOWN
2025_07_17,IS,0,GENTLE_CONVEX_UP,SYMMETRIC,0.8835682343900705,5.314675618567473,1752790500,1752796795,104.9,7,GENTLE_CONVEX_UP
2025_07_18,IS,0,NOISE,NONE,-2.0,3.493102897009835,1752796800,1752801545,79.1,0,NOISE
2025_07_18,IS,0,GENTLE_CONVEX_UP,BACK_SKEWED,0.9823262957145852,3.537727772220968,1752803400,1752807600,70.0,1,GENTLE_CONVEX_UP
2025_07_18,IS,0,NOISE,NONE,0.5573853514360984,3.0050357742671467,1752807600,1752814450,114.2,2,NOISE
2025_07_18,IS,1,FLATLINE,NONE,0.0,2.9175370256378184,1752814450,1752814800,5.8,2,FLATLINE
2025_07_18,IS,2,GENTLE_LINEAR_UP,NONE,0.8910616009728728,2.8339505896165065,1752814830,1752815400,9.5,2,GENTLE_LINEAR_UP
2025_07_18,IS,3,FLATLINE,NONE,0.6648450374214705,2.811803798465704,1752815400,1752815700,5.0,2,FLATLINE
2025_07_18,IS,4,NOISE,NONE,0.7954555893325564,5.59082986055158,1752815700,1752822190,108.2,2,NOISE
2025_07_18,IS,5,GENTLE_LINEAR_DOWN,NONE,0.9836088463261567,6.135279129033049,1752822190,1752826020,63.8,2,GENTLE_LINEAR_DOWN
2025_07_18,IS,0,NOISE,NONE,0.7949105951984708,3.631930783056432,1752826020,1752834000,133.0,3,NOISE
2025_07_18,IS,1,GENTLE_CONVEX_DOWN,SYMMETRIC,0.9258475284261332,5.105122304808571,1752834000,1752840300,105.0,3,GENTLE_CONVEX_DOWN
2025_07_18,IS,2,GENTLE_CONVEX_UP,BACK_SKEWED,0.9735079746156332,4.494260579309442,1752840300,1752845460,86.0,3,GENTLE_CONVEX_UP
2025_07_18,IS,0,STEEP_CONCAVE_DOWN,BACK_SKEWED,0.9776754431102423,15.53202548911833,1752845460,1752849000,59.0,4,STEEP_CONCAVE_DOWN
2025_07_18,IS,0,GENTLE_CONVEX_DOWN,BACK_SKEWED,0.8636353234410115,13.824542282263929,1752849000,1752853800,80.0,5,GENTLE_CONVEX_DOWN
2025_07_18,IS,1,NOISE,NONE,0.5539668903976931,10.342317601713091,1752853800,1752867900,235.0,5,NOISE
2025_07_18,IS,2,GENTLE_LINEAR_UP,NONE,0.8774237208745548,7.688792185943989,1752867900,1752868500,10.0,5,GENTLE_LINEAR_UP
2025_07_18,IS,3,FLATLINE,NONE,0.0,8.03591309776613,1752868500,1752868800,5.0,5,FLATLINE
2025_07_18,IS,0,GENTLE_LINEAR_UP,NONE,0.9334980863872172,5.491077473465254,1752868800,1752872395,59.9,6,GENTLE_LINEAR_UP
2025_07_20,IS,0,NOISE,NONE,-2.0,7.56564064036038,1753048800,1753053390,76.5,0,NOISE
2025_07_20,IS,0,GENTLE_CONCAVE_UP,SYMMETRIC,0.8827674575607025,4.1241226870968415,1753055395,1753055995,10.0,1,GENTLE_CONCAVE_UP
2025_07_21,IS,0,NOISE,NONE,-2.0,3.9480433128383887,1753056000,1753073400,290.0,0,NOISE
2025_07_21,IS,1,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9611157255681844,3.650170199788176,1753073400,1753077390,66.5,0,GENTLE_CONCAVE_UP
2025_07_21,IS,0,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9561090189860294,5.060881378298474,1753077390,1753088400,183.5,1,GENTLE_CONCAVE_UP
2025_07_21,IS,1,GENTLE_CONVEX_UP,BACK_SKEWED,0.969966818395247,4.752233293177798,1753088400,1753090200,30.0,1,GENTLE_CONVEX_UP
2025_07_21,IS,2,FLATLINE,NONE,0.0,4.93868656628503,1753090200,1753090295,1.6,1,FLATLINE
2025_07_21,IS,3,NOISE,NONE,0.8155881675726557,3.532895303503284,1753090295,1753093445,52.5,1,NOISE
2025_07_21,IS,4,FLATLINE,NONE,0.0,4.903101496294887,1753093445,1753095600,35.9,1,FLATLINE
2025_07_21,IS,5,GENTLE_LINEAR_DOWN,NONE,0.9570265538868302,4.520297899957608,1753095600,1753096725,18.8,1,GENTLE_LINEAR_DOWN
2025_07_21,IS,0,NOISE,NONE,0.7395492163655336,10.481332045006702,1753096725,1753105800,151.2,2,NOISE
2025_07_21,IS,1,STEEP_LINEAR_UP,NONE,0.8779201672202821,57.53263604246053,1753105800,1753106400,10.0,2,STEEP_LINEAR_UP
2025_07_21,IS,0,STEEP_CONCAVE_UP,FRONT_SKEWED,0.9145610607393913,20.028268896174374,1753106400,1753112100,95.0,3,STEEP_CONCAVE_UP
2025_07_21,IS,1,NOISE,NONE,0.5806756355199509,8.861089911248502,1753112100,1753117800,95.0,3,NOISE
2025_07_21,IS,2,GENTLE_CONCAVE_UP,SYMMETRIC,0.8810283797606565,6.135837800028778,1753117800,1753122905,85.1,3,GENTLE_CONCAVE_UP
2025_07_21,IS,3,STEEP_LINEAR_DOWN,NONE,0.9690919492534128,8.460230651124064,1753122905,1753126200,54.9,3,STEEP_LINEAR_DOWN
2025_07_21,IS,0,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.9623184888050668,5.709454858630136,1753126200,1753141560,256.0,4,GENTLE_CONVEX_DOWN
2025_07_21,IS,1,GENTLE_LINEAR_DOWN,NONE,0.924184855459132,2.875742773856321,1753141560,1753142380,13.7,4,GENTLE_LINEAR_DOWN
2025_07_22,IS,0,NOISE,NONE,-2.0,4.066313054299333,1753142400,1753146680,71.3,0,NOISE
2025_07_22,IS,0,GENTLE_LINEAR_UP,NONE,0.9778547706322288,6.344787070467361,1753148665,1753150595,32.2,1,GENTLE_LINEAR_UP
2025_07_22,IS,0,GENTLE_LINEAR_DOWN,NONE,0.9787240870692584,4.335215692164608,1753150595,1753154100,58.4,2,GENTLE_LINEAR_DOWN
2025_07_22,IS,0,GENTLE_CONVEX_DOWN,BACK_SKEWED,0.9461989784876405,4.968347357615869,1753154100,1753164760,177.7,3,GENTLE_CONVEX_DOWN
2025_07_22,IS,1,GENTLE_CONVEX_UP,SYMMETRIC,0.9791199308781932,4.608893111242512,1753164760,1753169535,79.6,3,GENTLE_CONVEX_UP
2025_07_22,IS,0,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.9531986702467375,12.352652438615756,1753169535,1753173900,72.8,4,GENTLE_CONCAVE_DOWN
2025_07_22,IS,0,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.8751393995625972,5.773639480696823,1753173900,1753179600,95.0,5,GENTLE_CONVEX_DOWN
2025_07_22,IS,1,GENTLE_CONVEX_UP,BACK_SKEWED,0.9587231392425216,7.193885189753898,1753179600,1753185000,90.0,5,GENTLE_CONVEX_UP
2025_07_22,IS,0,GENTLE_CONCAVE_UP,BACK_SKEWED,0.960800365544263,7.1795066967191286,1753185000,1753191600,110.0,6,GENTLE_CONCAVE_UP
2025_07_22,IS,1,STEEP_CONCAVE_DOWN,BACK_SKEWED,0.9651625532340966,40.17465046480612,1753191600,1753192800,20.0,6,STEEP_CONCAVE_DOWN
2025_07_22,IS,0,NOISE,NONE,0.6325409940564454,42.06007321325866,1753192800,1753197300,75.0,7,NOISE
2025_07_22,IS,1,FLATLINE,NONE,0.0,8.10922264697175,1753197300,1753201500,70.0,7,FLATLINE
2025_07_22,IS,2,NOISE,NONE,0.6993190161771144,13.745472865213,1753201500,1753205400,65.0,7,NOISE
2025_07_22,IS,0,GENTLE_LINEAR_UP,NONE,0.8716576515230867,10.690647823588137,1753205400,1753214700,155.0,8,GENTLE_LINEAR_UP
2025_07_22,IS,1,STEEP_LINEAR_DOWN,NONE,0.9916587153859928,15.072089407071486,1753214700,1753217215,41.9,8,STEEP_LINEAR_DOWN
2025_07_22,IS,0,NOISE,NONE,0.6465943822760346,6.599944093699783,1753217215,1753226700,158.1,9,NOISE
2025_07_22,IS,1,STEEP_LINEAR_UP,NONE,0.990006199188462,21.968572876061604,1753226700,1753228795,34.9,9,STEEP_LINEAR_UP
2025_07_23,IS,0,NOISE,NONE,-2.0,10.359224035163,1753228800,1753232640,64.0,0,NOISE
2025_07_23,IS,0,STEEP_CONVEX_UP,BACK_SKEWED,0.8762720208449316,14.935173437303009,1753234510,1753235100,9.8,1,STEEP_CONVEX_UP
2025_07_23,IS,0,NOISE,NONE,0.6646892388104327,6.272338564831776,1753235100,1753245725,177.1,2,NOISE
2025_07_23,IS,1,FLATLINE,NONE,0.0,3.666135172318077,1753245725,1753245900,2.9,2,FLATLINE
2025_07_23,IS,2,GENTLE_LINEAR_UP,NONE,0.986834626866733,3.993732250648116,1753245930,1753247985,34.2,2,GENTLE_LINEAR_UP
2025_07_23,IS,3,NOISE,NONE,0.8156115308936339,4.808092126296029,1753247985,1753257800,163.6,2,NOISE
2025_07_23,IS,4,GENTLE_CONVEX_UP,BACK_SKEWED,0.9494080402392712,6.544725733109444,1753257800,1753259700,31.7,2,GENTLE_CONVEX_UP
2025_07_23,IS,5,NOISE,NONE,0.4586875654686618,5.135328664505752,1753259700,1753264500,80.0,2,NOISE
2025_07_23,IS,6,GENTLE_LINEAR_UP,NONE,0.9381972118923588,3.3710230748523,1753264500,1753268355,64.2,2,GENTLE_LINEAR_UP
2025_07_23,IS,7,NOISE,NONE,0.8461192962209351,5.360355101573411,1753268355,1753269000,10.8,2,NOISE
2025_07_23,IS,8,STEEP_LINEAR_DOWN,NONE,0.9704206643679688,11.435367411457838,1753269000,1753270200,20.0,2,STEEP_LINEAR_DOWN
2025_07_23,IS,0,NOISE,NONE,0.5626872730307406,5.667157245424469,1753270200,1753274100,65.0,3,NOISE
2025_07_23,IS,1,FLATLINE,NONE,0.6648450374214706,8.673964351235286,1753274100,1753274400,5.0,3,FLATLINE
2025_07_23,IS,2,GENTLE_LINEAR_DOWN,NONE,0.9039998049487772,15.934270310960564,1753274400,1753284000,160.0,3,GENTLE_LINEAR_DOWN
2025_07_23,IS,3,GENTLE_CONCAVE_UP,SYMMETRIC,0.8805955932560656,16.4217322953611,1753284000,1753290000,100.0,3,GENTLE_CONCAVE_UP
2025_07_23,IS,0,GENTLE_LINEAR_UP,NONE,0.9491302437669868,9.87980971148858,1753290000,1753299900,165.0,4,GENTLE_LINEAR_UP
2025_07_23,IS,1,STEEP_CONVEX_UP,BACK_SKEWED,0.9429248814895436,12.741883801044674,1753299900,1753301400,25.0,4,STEEP_CONVEX_UP
2025_07_23,IS,2,STEEP_CONCAVE_UP,SYMMETRIC,0.9512314589761052,20.00636574027399,1753301400,1753312080,178.0,4,STEEP_CONCAVE_UP
2025_07_23,IS,3,FLATLINE,SYMMETRIC,0.8723260031987967,4.477213147400964,1753312080,1753312410,5.5,4,FLATLINE
2025_07_23,IS,4,GENTLE_LINEAR_UP,NONE,0.9479684346950218,4.422976465477764,1753312410,1753315195,46.4,4,GENTLE_LINEAR_UP
2025_07_24,IS,0,NOISE,NONE,-2.0,4.712677969301119,1753315200,1753319725,75.4,0,NOISE
2025_07_24,IS,0,GENTLE_CONCAVE_DOWN,FRONT_SKEWED,0.9535361252458372,3.168642664310886,1753321490,1753329190,128.3,1,GENTLE_CONCAVE_DOWN
2025_07_24,IS,0,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.901148418939558,4.0053950211470015,1753329190,1753337545,139.2,2,GENTLE_CONVEX_DOWN
2025_07_24,IS,1,FLATLINE,NONE,0.0,5.047475548187426,1753337545,1753339200,27.6,2,FLATLINE
2025_07_24,IS,2,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.8823763618234036,5.692986758967567,1753339200,1753345200,100.0,2,GENTLE_CONVEX_DOWN
2025_07_24,IS,3,STEEP_LINEAR_UP,NONE,0.9834964137685877,9.28607216036454,1753345200,1753347600,40.0,2,STEEP_LINEAR_UP
2025_07_24,IS,0,NOISE,NONE,0.201634788607711,4.824725798522299,1753347600,1753360460,214.3,3,NOISE
2025_07_24,IS,0,NOISE,NONE,0.81763338099641,11.264794657698031,1753360460,1753365605,85.8,4,NOISE
2025_07_24,IS,1,STEEP_CONCAVE_DOWN,BACK_SKEWED,0.9318648770406812,15.684723410360547,1753365605,1753366500,14.9,4,STEEP_CONCAVE_DOWN
2025_07_24,IS,2,NOISE,NONE,0.5165157650584846,18.14242783739045,1753366500,1753369800,55.0,4,NOISE
2025_07_24,IS,3,STEEP_LINEAR_UP,NONE,0.9655943944943424,12.089454486676992,1753369800,1753371900,35.0,4,STEEP_LINEAR_UP
2025_07_24,IS,0,NOISE,NONE,0.8459535419172124,8.897503854590088,1753371900,1753377300,90.0,5,NOISE
2025_07_24,IS,0,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.944855062054448,10.201235008587574,1753377300,1753386300,150.0,6,GENTLE_CONCAVE_UP
2025_07_24,IS,1,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.8757913376438448,6.232938420425917,1753386300,1753386900,10.0,6,GENTLE_CONCAVE_DOWN
2025_07_24,IS,2,FLATLINE,NONE,0.0,8.17454639300464,1753386900,1753387200,5.0,6,FLATLINE
2025_07_24,IS,3,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.9663074334411372,11.841826969363318,1753387200,1753390065,47.8,6,GENTLE_CONVEX_DOWN
2025_07_24,IS,0,GENTLE_LINEAR_UP,NONE,0.9706043581401697,4.0677765026591866,1753390065,1753398900,147.2,7,GENTLE_LINEAR_UP
2025_07_24,IS,0,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.9194504126884327,4.491555937607419,1753398900,1753401595,44.9,8,GENTLE_CONVEX_DOWN
2025_07_25,IS,0,NOISE,NONE,-2.0,5.734012667159685,1753401600,1753406140,75.7,0,NOISE
2025_07_25,IS,0,GENTLE_LINEAR_UP,NONE,0.9302818520204978,5.542649780564126,1753408210,1753409110,15.0,1,GENTLE_LINEAR_UP
2025_07_25,IS,0,NOISE,NONE,0.8177376975177812,2.729782347942152,1753409110,1753418100,149.8,2,NOISE
2025_07_25,IS,1,STEEP_LINEAR_DOWN,NONE,0.9881484116367196,10.233846980976905,1753418100,1753420140,34.0,2,STEEP_LINEAR_DOWN
2025_07_25,IS,0,NOISE,NONE,0.6567926470381713,3.221156947172338,1753420140,1753425705,92.8,3,NOISE
2025_07_25,IS,1,GENTLE_LINEAR_DOWN,NONE,0.953526908661042,4.689068192442566,1753425705,1753426800,18.2,3,GENTLE_LINEAR_DOWN
2025_07_25,IS,2,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.9388889574161644,7.311677941368493,1753426800,1753433860,117.7,3,GENTLE_CONVEX_DOWN
2025_07_25,IS,3,NOISE,NONE,0.8420376942598593,6.074541484295621,1753433860,1753437255,56.6,3,NOISE
2025_07_25,IS,4,GENTLE_CONVEX_UP,BACK_SKEWED,0.8991695985943923,5.093325707297163,1753437255,1753437900,10.8,3,GENTLE_CONVEX_UP
2025_07_25,IS,5,FLATLINE,NONE,0.0,3.876696197508558,1753437910,1753438205,4.9,3,FLATLINE
2025_07_25,IS,6,GENTLE_LINEAR_UP,NONE,0.91167610771275,3.085743786045634,1753438205,1753439060,14.2,3,GENTLE_LINEAR_UP
2025_07_25,IS,7,FLATLINE,NONE,0.0,3.0809066763821726,1753439060,1753439700,10.7,3,FLATLINE
2025_07_25,IS,8,GENTLE_LINEAR_UP,NONE,0.9861831839560768,5.258009704458167,1753439700,1753441390,28.2,3,GENTLE_LINEAR_UP
2025_07_25,IS,0,GENTLE_LINEAR_DOWN,NONE,0.9464263609268284,5.086795177403884,1753441390,1753447055,94.4,4,GENTLE_LINEAR_DOWN
2025_07_25,IS,0,GENTLE_LINEAR_UP,NONE,0.9657779319819672,7.41430327056108,1753447055,1753448630,26.2,5,GENTLE_LINEAR_UP
2025_07_25,IS,0,NOISE,NONE,0.3669263401637188,7.831058492269917,1753448630,1753452600,66.2,6,NOISE
2025_07_25,IS,1,STEEP_LINEAR_UP,NONE,0.9673498399524164,17.00082385661569,1753452600,1753453800,20.0,6,STEEP_LINEAR_UP
2025_07_25,IS,0,GENTLE_LINEAR_UP,NONE,0.94050043811283,7.962127596581538,1753453800,1753465505,195.1,7,GENTLE_LINEAR_UP
2025_07_25,IS,1,NOISE,NONE,0.5110041957319402,5.542441615071769,1753465505,1753472400,114.9,7,NOISE
2025_07_25,IS,2,FLATLINE,NONE,0.0,4.329496359866832,1753472400,1753472700,5.0,7,FLATLINE
2025_07_25,IS,0,NOISE,NONE,0.7017853430608664,8.110201301768369,1753472700,1753477195,74.9,8,NOISE
2025_07_27,IS,0,NOISE,NONE,-2.0,6.170371953333023,1753653600,1753657855,70.9,0,NOISE
2025_07_27,IS,0,STEEP_LINEAR_UP,NONE,0.9665727690329536,10.33785535882178,1753659765,1753660795,17.2,1,STEEP_LINEAR_UP
2025_07_28,IS,0,NOISE,NONE,-2.0,4.504889616315619,1753660800,1753665295,74.9,0,NOISE
2025_07_28,IS,0,GENTLE_LINEAR_UP,NONE,0.979299822619226,2.1187870469346146,1753667465,1753669370,31.8,1,GENTLE_LINEAR_UP
2025_07_28,IS,0,NOISE,NONE,0.7910587802484123,3.024098873342504,1753669370,1753669800,7.2,2,NOISE
2025_07_28,IS,0,NOISE,NONE,0.4809287095979501,4.271416436441234,1753669800,1753677190,123.2,3,NOISE
2025_07_28,IS,1,GENTLE_CONVEX_UP,BACK_SKEWED,0.9683329308193864,2.8243747455275603,1753677190,1753678805,26.9,3,GENTLE_CONVEX_UP
2025_07_28,IS,2,GENTLE_CONCAVE_UP,BACK_SKEWED,0.9122501689070516,4.797067092846931,1753678805,1753686330,125.4,3,GENTLE_CONCAVE_UP
2025_07_28,IS,3,STEEP_LINEAR_DOWN,NONE,0.9938858448343728,8.507602438628329,1753686330,1753689105,46.2,3,STEEP_LINEAR_DOWN
2025_07_28,IS,0,GENTLE_LINEAR_DOWN,NONE,0.9594347616517284,4.900996658430725,1753689105,1753705650,275.8,4,GENTLE_LINEAR_DOWN
2025_07_28,IS,1,NOISE,NONE,0.4598340379485924,11.11612828390287,1753705650,1753712100,107.5,4,NOISE
2025_07_28,IS,2,GENTLE_LINEAR_UP,NONE,0.9546611623613372,11.203973059872224,1753712100,1753713000,15.0,4,GENTLE_LINEAR_UP
2025_07_28,IS,0,GENTLE_LINEAR_DOWN,NONE,0.9586435480753922,8.55511988652116,1753713000,1753716600,60.0,5,GENTLE_LINEAR_DOWN
2025_07_28,IS,0,NOISE,NONE,0.801136000633165,9.004530872030916,1753716600,1753722000,90.0,6,NOISE
2025_07_28,IS,0,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.9705117316497972,6.555109808349367,1753722000,1753731605,160.1,7,GENTLE_CONVEX_DOWN
2025_07_28,IS,1,STEEP_LINEAR_UP,NONE,0.964304570542217,10.989680880779169,1753731605,1753734600,49.9,7,STEEP_LINEAR_UP
2025_07_28,IS,0,GENTLE_CONCAVE_UP,BACK_SKEWED,0.9765001997411256,4.628071675460298,1753734600,1753747195,209.9,8,GENTLE_CONCAVE_UP
2025_07_29,IS,0,NOISE,NONE,-2.0,3.5816551421052067,1753747200,1753751710,75.2,0,NOISE
2025_07_29,IS,0,GENTLE_CONVEX_DOWN,BACK_SKEWED,0.8876267179546667,3.852041276712003,1753753715,1753758665,82.5,1,GENTLE_CONVEX_DOWN
2025_07_29,IS,0,GENTLE_LINEAR_UP,NONE,0.9334284023913174,4.219777026988331,1753758900,1753781735,380.6,2,GENTLE_LINEAR_UP
2025_07_29,IS,1,GENTLE_CONVEX_UP,BACK_SKEWED,0.964609262137632,2.576833939530852,1753781735,1753783200,24.4,2,GENTLE_CONVEX_UP
2025_07_29,IS,2,GENTLE_CONCAVE_UP,BACK_SKEWED,0.8520889968057646,3.805855645973373,1753783200,1753789200,100.0,2,GENTLE_CONCAVE_UP
2025_07_29,IS,3,GENTLE_CONVEX_UP,BACK_SKEWED,0.90690500627076,6.994116868918316,1753789200,1753792170,49.5,2,GENTLE_CONVEX_UP
2025_07_29,IS,4,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.969090284623895,5.683761578558835,1753792170,1753794000,30.5,2,GENTLE_CONCAVE_DOWN
2025_07_29,IS,5,GENTLE_LINEAR_DOWN,NONE,0.9655867689319448,6.929627849345547,1753794000,1753794900,15.0,2,GENTLE_LINEAR_DOWN
2025_07_29,IS,0,GENTLE_LINEAR_UP,NONE,0.9310077074107792,14.574500044192856,1753794900,1753797620,45.3,3,GENTLE_LINEAR_UP
2025_07_29,IS,0,STEEP_LINEAR_DOWN,NONE,0.9478361256186344,24.621820475285684,1753797620,1753798500,14.7,4,STEEP_LINEAR_DOWN
2025_07_29,IS,0,STEEP_CONVEX_DOWN,SYMMETRIC,0.9598969288179504,17.315268677353743,1753798500,1753809600,185.0,5,STEEP_CONVEX_DOWN
2025_07_29,IS,1,NOISE,NONE,0.7701774707954206,13.998483398658724,1753809600,1753812900,55.0,5,NOISE
2025_07_29,IS,2,FLATLINE,NONE,0.0,9.058754092141282,1753812900,1753815605,45.1,5,FLATLINE
2025_07_29,IS,0,FLATLINE,NONE,0.0,7.385847765532246,1753815605,1753816500,14.9,6,FLATLINE
2025_07_29,IS,0,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.9385689154978296,8.719588207849199,1753816505,1753827160,177.6,7,GENTLE_CONVEX_DOWN
2025_07_29,IS,1,GENTLE_LINEAR_UP,NONE,0.982966162401458,4.035780953055204,1753827160,1753833595,107.2,7,GENTLE_LINEAR_UP
2025_07_30,IS,0,NOISE,NONE,-2.0,3.694548201039923,1753833600,1753838255,77.6,0,NOISE
2025_07_30,IS,0,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.955778200598752,3.527327031209919,1753839855,1753859400,325.8,1,GENTLE_CONCAVE_UP
2025_07_30,IS,1,STEEP_LINEAR_DOWN,NONE,0.93286021127304,9.904330512941964,1753859400,1753860090,11.5,1,STEEP_LINEAR_DOWN
2025_07_30,IS,0,NOISE,NONE,0.4429046724891106,8.582283810356397,1753860090,1753865100,83.5,2,NOISE
