date,session,trade_volume,ohlcv_volume,ratio
2025-11-16,ETH,45385.0,45279.0,1.002341041100731
2025-11-17,ETH,178959.0,178217.0,1.004163463642638
2025-11-17,RTH,570221.0,569468.0,1.0013222867658937
2025-11-18,ETH,196151.0,195503.0,1.003314527142806
2025-11-18,RTH,655161.0,654124.0,1.0015853263295644
2025-11-19,ETH,182219.0,181484.0,1.0040499437966983
2025-11-19,RTH,577884.0,576904.0,1.0016987228377685
2025-11-20,ETH,192306.0,191283.0,1.0053480967989836
2025-11-20,RTH,799927.0,797916.0,1.0025203154216735
2025-11-21,ETH,217128.0,216197.0,1.0043062577186548
2025-11-21,RTH,627262.0,625952.0,1.0020928122284136
2025-11-23,ETH,40529.0,40313.0,1.0053580730781633
2025-11-24,ETH,140905.0,140414.0,1.0034968023131596
2025-11-24,RTH,441217.0,440371.0,1.0019211074298717
2025-11-25,ETH,131047.0,130448.0,1.0045918680240402
2025-11-25,RTH,488253.0,486266.0,1.0040862408640538
2025-11-26,ETH,100353.0,99825.0,1.005289256198347
2025-11-26,RTH,398466.0,397562.0,1.0022738591716511
2025-11-27,ETH,29185.0,28996.0,1.0065181404331631
2025-11-27,RTH,15104.0,15063.0,1.0027219013476731
2025-11-28,ETH,6305.0,6241.0,1.0102547668642845
2025-11-28,RTH,136193.0,135829.0,1.002679840093058
2025-11-30,ETH,63400.0,63116.0,1.0044996514354523
2025-12-01,ETH,115692.0,115094.0,1.0051957530366482
2025-12-01,RTH,417111.0,415985.0,1.0027068283712153
2025-12-02,ETH,93451.0,92894.0,1.005996081555321
2025-12-02,RTH,459286.0,457853.0,1.0031298255116816
2025-12-03,ETH,117395.0,116599.0,1.006826816696541
2025-12-03,RTH,366222.0,363956.0,1.006226027321984
2025-12-04,ETH,89925.0,89373.0,1.00617636198852
2025-12-04,RTH,418218.0,416525.0,1.0040645819578657
2025-12-05,ETH,71722.0,71106.0,1.0086631226619414
2025-12-05,RTH,399497.0,397638.0,1.0046751065039055
2025-12-07,ETH,21029.0,20751.0,1.0133969447255553
2025-12-08,ETH,92618.0,91706.0,1.0099448236756592
2025-12-08,RTH,379497.0,375972.0,1.0093756981902908
2025-12-09,ETH,79879.0,78801.0,1.0136800294412507
2025-12-09,RTH,322269.0,318312.0,1.0124311995777728
2025-12-10,ETH,125798.0,122628.0,1.0258505398440814
2025-12-10,RTH,463245.0,450234.0,1.028898306214102
2025-12-11,ETH,123204.0,116392.0,1.058526359199945
2025-12-11,RTH,489973.0,468409.0,1.0460366901575333
2025-12-12,ETH,86405.0,75336.0,1.1469284273123075
2025-12-12,RTH,664177.0,588311.0,1.1289556034138406
2025-12-14,ETH,37500.0,21061.0,1.7805422344618014
2025-12-15,ETH,150442.0,47081.0,3.1953866740298635
2025-12-15,RTH,600960.0,186872.0,3.2158910912282206
2025-12-16,ETH,167070.0,25759.0,6.485888427345782
2025-12-16,RTH,602719.0,80883.0,7.451738931543093
2025-12-17,ETH,152179.0,13866.0,10.974974758401846
2025-12-17,RTH,612678.0,57961.0,10.570521557599076
2025-12-18,ETH,145831.0,8649.0,16.861024395883916
2025-12-18,RTH,614879.0,49158.0,12.508218397819277
2025-12-19,ETH,89392.0,1650.0,54.1769696969697
2025-12-19,RTH,370131.0,0.0,
2025-12-21,ETH,24820.0,0.0,
2025-12-22,ETH,62018.0,0.0,
2025-12-22,RTH,289972.0,0.0,
2025-12-23,ETH,64446.0,0.0,
2025-12-23,RTH,263139.0,0.0,
2025-12-24,ETH,20248.0,0.0,
2025-12-24,RTH,127645.0,0.0,
2025-12-25,ETH,11918.0,0.0,
2025-12-26,ETH,30143.0,0.0,
2025-12-26,RTH,193867.0,0.0,
2025-12-28,ETH,17653.0,0.0,
2025-12-29,ETH,74608.0,0.0,
2025-12-29,RTH,264108.0,0.0,
2025-12-30,ETH,60311.0,0.0,
2025-12-30,RTH,241693.0,0.0,
2025-12-31,ETH,56182.0,0.0,
2025-12-31,RTH,243670.0,0.0,
2026-01-01,ETH,24895.0,24872.0,1.000924734641364
2026-01-02,ETH,65877.0,65807.0,1.0010637166258909
2026-01-02,RTH,448248.0,447855.0,1.0008775161603645
2026-01-04,ETH,31125.0,31057.0,1.0021895224909039
2026-01-05,ETH,87623.0,87566.0,1.0006509375785122
2026-01-05,RTH,355415.0,355163.0,1.0007095333691853
2026-01-06,ETH,81357.0,81296.0,1.0007503444203898
2026-01-06,RTH,359076.0,358729.0,1.0009673040094333
2026-01-07,ETH,83284.0,83221.0,1.000757020463585
2026-01-07,RTH,387497.0,387270.0,1.0005861543625894
2026-01-08,ETH,96594.0,96464.0,1.0013476530104495
2026-01-08,RTH,405692.0,405449.0,1.0005993355514504
2026-01-09,ETH,79700.0,79625.0,1.0009419152276295
2026-01-09,RTH,401846.0,401608.0,1.0005926176769386
2026-01-11,ETH,49417.0,49334.0,1.0016824096971662
2026-01-12,ETH,110914.0,110805.0,1.0009837101213843
2026-01-12,RTH,315573.0,315366.0,1.0006563802058561
2026-01-13,ETH,99899.0,99782.0,1.001172556172456
2026-01-13,RTH,446087.0,445806.0,1.0006303190176893
2026-01-14,ETH,117469.0,117335.0,1.0011420292325393
2026-01-14,RTH,528419.0,527969.0,1.0008523227689505
2026-01-15,ETH,127231.0,127007.0,1.0017636823167226
2026-01-15,RTH,448171.0,447539.0,1.0014121674312182
2026-01-16,ETH,72850.0,72807.0,1.0005906025519524
2026-01-16,RTH,390930.0,390618.0,1.000798734313319
2026-01-18,ETH,38949.0,38663.0,1.0073972531878024
2026-01-19,ETH,94492.0,94289.0,1.002152955275801
2026-01-19,RTH,66795.0,66728.0,1.0010040762498502
2026-01-20,ETH,184351.0,184035.0,1.001717064688782
2026-01-20,RTH,502200.0,501629.0,1.0011382914464675
2026-01-21,ETH,164188.0,163774.0,1.0025278737772785
2026-01-21,RTH,622093.0,620808.0,1.002069883120063
2026-01-22,ETH,121382.0,121103.0,1.002303824017572
2026-01-22,RTH,405140.0,404719.0,1.0010402279112174
2026-01-23,ETH,90597.0,90442.0,1.0017138055328276
2026-01-23,RTH,386364.0,385983.0,1.0009870901050046
2026-01-25,ETH,49838.0,49697.0,1.0028371933919553
2026-01-26,ETH,100886.0,100543.0,1.0034114756870194
2026-01-26,RTH,315084.0,314630.0,1.0014429647522487
2026-01-27,ETH,100618.0,100289.0,1.0032805192992253
2026-01-27,RTH,324339.0,323578.0,1.0023518286162842
2026-01-28,ETH,168690.0,167984.0,1.0042027812172587
2026-01-28,RTH,357035.0,356156.0,1.0024680196318467
2026-01-29,ETH,100593.0,144587.0,0.6957264484358898
2026-01-29,RTH,556343.0,554838.0,1.0027125034694813
