time_a,time_b,price_a,price_b,delta,prob_up,predicted_dir,actual_dir,correct
2025-01-28 21:45,23:00,21558.5,21554.25,-4.25,0.3233186729959097,DOWN,DOWN,Y
2025-01-28 23:00,23:15,21554.25,21570.0,15.75,0.9694533861253334,UP,UP,Y
2025-01-28 23:15,23:30,21570.0,21557.5,-12.5,0.07802932214080346,DOWN,DOWN,Y
2025-01-28 23:30,23:45,21557.5,21545.5,-12.0,0.0859179375319496,DOWN,DOWN,Y
2025-01-28 23:45,00:00,21545.5,21553.5,8.0,0.8619418499411661,UP,UP,Y
2025-01-29 00:00,00:15,21553.5,21555.75,2.25,0.6513891942647805,UP,UP,Y
2025-01-29 00:15,00:30,21555.75,21556.5,0.75,0.5769946413124388,UP,UP,Y
2025-01-29 00:30,00:45,21556.5,21566.25,9.75,0.9001296878137603,UP,UP,Y
2025-01-29 00:45,01:00,21566.25,21561.25,-5.0,0.28989099176435856,DOWN,DOWN,Y
2025-01-29 01:00,01:15,21561.25,21570.75,9.5,0.8953146351058133,UP,UP,Y
2025-01-29 01:15,01:30,21570.75,21573.0,2.25,0.6513891942647805,UP,UP,Y
2025-01-29 01:30,01:45,21573.0,21566.75,-6.25,0.23900068054864065,DOWN,DOWN,Y
2025-01-29 01:45,02:00,21566.75,21569.25,2.5,0.6632032074479033,UP,UP,Y
2025-01-29 02:00,02:15,21569.25,21565.5,-3.75,0.34668088260513313,DOWN,DOWN,Y
2025-01-29 02:15,02:30,21565.5,21581.25,15.75,0.9694533861253334,UP,UP,Y
2025-01-29 02:30,02:45,21581.25,21579.0,-2.25,0.4209297238945713,DOWN,DOWN,Y
2025-01-29 02:45,03:00,21579.0,21570.25,-8.75,0.15674209056894944,DOWN,DOWN,Y
2025-01-29 03:00,03:15,21570.25,21567.0,-3.25,0.3708061494008603,DOWN,DOWN,Y
2025-01-29 03:15,03:30,21567.0,21569.5,2.5,0.6632032074479033,UP,UP,Y
2025-01-29 03:30,03:45,21569.5,21583.0,13.5,0.9519112704080636,UP,UP,Y
2025-01-29 03:45,04:00,21583.0,21602.0,19.0,0.9843164514682441,UP,UP,Y
2025-01-29 04:00,04:15,21602.0,21605.75,3.75,0.7190702088170796,UP,UP,Y
2025-01-29 04:15,04:30,21605.75,21602.75,-3.0,0.3831239672958204,DOWN,DOWN,Y
2025-01-29 04:30,04:45,21602.75,21596.0,-6.75,0.22044636366065465,DOWN,DOWN,Y
2025-01-29 04:45,05:00,21596.0,21595.25,-0.75,0.49893627410631275,DOWN,DOWN,Y
2025-01-29 05:00,05:15,21595.25,21599.5,4.25,0.739766488296906,UP,UP,Y
2025-01-29 05:15,05:30,21599.5,21583.25,-16.25,0.03710522493406838,DOWN,DOWN,Y
2025-01-29 05:30,05:45,21583.25,21580.25,-3.0,0.3831239672958204,DOWN,DOWN,Y
2025-01-29 05:45,06:00,21580.25,21657.25,77.0,0.9999999172840057,UP,UP,Y
2025-01-29 06:00,06:15,21657.25,21652.25,-5.0,0.28989099176435856,DOWN,DOWN,Y
2025-01-29 06:15,06:30,21652.25,21677.75,25.5,0.9959422002299129,UP,UP,Y
2025-01-29 06:30,06:45,21677.75,21663.0,-14.75,0.050140581523414975,DOWN,DOWN,Y
2025-01-29 06:45,07:00,21663.0,21652.75,-10.25,0.11947889245353123,DOWN,DOWN,Y
2025-01-29 07:00,07:15,21652.75,21653.75,1.0,0.5897419312921105,UP,UP,Y
2025-01-29 07:15,07:30,21653.75,21649.5,-4.25,0.3233186729959097,DOWN,DOWN,Y
