actual_pnl,actual_held,direction,same_early_best,same_early_bar,same_at_exit,same_ext_best,same_ext_bar,same_best,same_best_bar,counter_early_best,counter_early_bar,counter_at_exit,counter_ext_best,counter_ext_bar,counter_best,counter_best_bar,best_action,best_pnl,regret,early_entry_gain,best_early_bars_before,best_early_same_peak,best_early_counter_peak,trade_id,day,entry_tier
0.5,165,long,90.5,143,8.5,261.0,522,261.0,522,12.0,3,-8.5,32.0,388,32.0,388,same_extended,261.0,260.5,259.0,1,259.5,33.5,4,2025_01_03,ABSORPTION
12.0,8,long,28.0,4,12.0,93.0,175,93.0,175,0.0,0,-12.0,61.5,350,61.5,350,same_extended,93.0,81.0,142.5,68,154.5,0.0,5,2025_01_03,ABSORPTION
12.5,28,short,34.5,26,30.5,89.5,346,89.5,346,0.0,0,-30.5,65.0,171,65.0,171,same_extended,89.5,77.0,142.0,72,0.0,154.5,6,2025_01_03,ABSORPTION
27.5,45,long,49.0,19,-42.5,332.5,404,332.5,404,8.5,1,42.5,73.5,264,73.5,264,same_extended,332.5,305.0,213.0,1,240.5,71.5,7,2025_01_03,REGIME_FLIP
-6.5,22,short,5.0,5,-67.5,26.5,215,26.5,215,8.5,3,67.5,405.5,381,405.5,381,counter_extended,405.5,412.0,417.0,2,12.0,417.0,8,2025_01_03,REGIME_FLIP
-1.0,24,short,0.0,0,-70.0,47.0,203,47.0,203,7.0,3,70.0,385.0,369,385.0,369,counter_extended,385.0,386.0,420.0,14,12.0,420.0,9,2025_01_03,REGIME_FLIP
-62.0,36,short,2.5,1,-256.5,50.0,53,50.0,53,62.0,3,256.5,525.0,311,525.0,311,counter_extended,525.0,587.0,660.5,29,0.0,660.5,10,2025_01_03,REGIME_FLIP
190.5,120,long,247.5,119,236.5,458.5,304,458.5,304,0.0,0,-236.5,116.5,46,116.5,46,same_extended,458.5,268.0,481.5,120,672.0,0.0,11,2025_01_03,EXHAUSTION_BAR
-33.0,672,short,179.0,28,-33.0,-33.0,672,179.0,28,36.5,3,0.0,396.0,286,396.0,286,counter_extended,396.0,429.0,660.5,54,0.0,660.5,12,2025_01_03,EXHAUSTION_BAR
-30.0,48,long,253.5,43,237.5,395.5,212,395.5,212,29.5,3,-237.5,30.0,4,30.0,4,same_extended,395.5,425.5,615.5,120,615.5,0.0,13,2025_01_03,EXHAUSTION_BAR
38.5,36,long,62.5,11,33.5,204.5,180,204.5,180,0.0,0,-33.5,23.0,53,23.0,53,same_extended,204.5,166.0,536.5,78,575.0,0.0,14,2025_01_03,REGIME_FLIP
3.0,12,long,24.0,8,20.0,166.0,177,166.0,177,4.5,2,-20.0,61.5,50,61.5,50,same_extended,166.0,163.0,572.0,81,575.0,0.0,15,2025_01_03,REGIME_FLIP
2.0,72,long,21.0,7,-18.0,163.0,176,163.0,176,7.5,1,18.0,64.5,49,64.5,49,same_extended,163.0,161.0,573.0,82,575.0,0.0,16,2025_01_03,REGIME_FLIP
-7.0,36,long,28.0,35,17.5,197.5,141,197.5,141,23.0,1,-17.5,30.0,14,30.0,14,same_extended,197.5,204.5,575.0,117,575.0,0.0,17,2025_01_03,REGIME_FLIP
-31.5,48,short,23.0,11,-28.5,-22.5,50,23.0,11,21.5,3,28.5,204.5,138,204.5,138,counter_extended,204.5,236.0,575.0,120,0.0,575.0,18,2025_01_03,REGIME_FLIP
23.5,60,short,82.5,50,77.5,88.0,61,88.0,61,0.0,0,-77.5,0.0,0,0.0,0,same_extended,88.0,64.5,135.5,50,159.0,0.0,19,2025_01_03,REGIME_FLIP
10.5,60,short,13.5,10,12.0,15.0,61,15.0,61,0.0,0,-12.0,335.5,418,335.5,418,counter_extended,335.5,325.0,327.0,1,13.0,337.5,0,2025_01_06,ABSORPTION
3.5,32,long,22.5,13,5.5,313.5,390,313.5,390,0.0,0,-5.5,1.5,51,1.5,51,same_extended,313.5,310.0,307.0,1,310.5,4.5,1,2025_01_06,ABSORPTION
2.0,18,short,6.0,3,-2.0,9.0,21,9.0,21,1.0,1,2.0,339.5,377,339.5,377,counter_extended,339.5,337.5,333.5,1,6.5,335.5,2,2025_01_06,ABSORPTION
-6.5,8,short,0.0,0,-12.5,-11.0,12,0.0,0,7.0,2,12.5,357.5,360,357.5,360,counter_extended,357.5,364.0,371.0,5,0.0,371.0,3,2025_01_06,ABSORPTION
6.0,83,long,63.5,40,33.0,444.5,407,444.5,407,1.0,2,-33.0,1.0,2,1.0,2,same_extended,444.5,438.5,467.0,35,473.0,0.0,4,2025_01_06,ABSORPTION
-1.0,61,long,49.5,21,13.0,430.5,388,430.5,388,1.0,1,-13.0,6.0,9,6.0,9,same_extended,430.5,431.5,445.5,17,445.5,0.0,5,2025_01_06,ABSORPTION
-32.5,77,short,5.5,46,-30.5,-17.0,104,5.5,46,11.0,2,30.5,413.5,375,413.5,375,counter_extended,413.5,446.0,456.0,67,0.0,456.0,6,2025_01_06,ABSORPTION
4.0,88,short,34.5,37,-7.5,12.0,95,34.5,37,3.0,2,7.5,409.5,435,409.5,435,counter_extended,409.5,405.5,469.0,76,0.0,473.0,7,2025_01_06,ABSORPTION
8.5,105,long,84.0,88,71.5,441.0,399,441.0,399,3.0,1,-71.5,3.0,1,3.0,1,same_extended,441.0,432.5,464.5,112,473.0,0.0,8,2025_01_06,ABSORPTION
26.5,130,long,202.0,127,187.0,622.5,489,622.5,489,3.5,1,-187.0,3.5,1,3.5,1,same_extended,622.5,596.0,585.0,1,611.5,7.5,9,2025_01_06,ABSORPTION
10.5,56,short,16.0,20,-17.5,-17.5,56,16.0,20,3.0,1,17.5,362.0,415,362.0,415,counter_extended,362.0,351.5,433.5,86,0.0,444.0,10,2025_01_06,ABSORPTION
7.0,12,long,50.0,11,48.0,376.0,287,376.0,287,0.0,0,-48.0,0.0,0,0.0,0,same_extended,376.0,369.0,414.5,53,421.5,0.0,11,2025_01_06,ABSORPTION
-22.0,10,short,0.0,0,-47.5,1.5,23,1.5,23,22.0,1,47.5,371.5,284,371.5,284,counter_extended,371.5,393.5,421.5,56,0.0,421.5,12,2025_01_06,REGIME_FLIP
6.5,58,short,47.0,15,-89.0,-89.0,58,47.0,15,6.5,3,89.0,494.5,404,494.5,404,counter_extended,494.5,488.0,538.0,12,0.0,544.5,13,2025_01_06,ABSORPTION
-58.5,348,short,251.0,323,113.0,204.0,372,251.0,323,29.0,3,-113.0,222.5,93,222.5,93,same_early,251.0,309.5,442.5,21,31.0,442.5,14,2025_01_06,EXHAUSTION_BAR
15.0,456,long,200.5,182,15.0,15.0,456,200.5,182,35.5,1,0.0,76.5,60,76.5,60,same_early,200.5,185.5,399.0,112,0.0,414.0,15,2025_01_06,EXHAUSTION_BAR
0.0,10,long,6.5,8,10.0,38.5,25,38.5,25,0.0,0,-10.0,11.0,81,11.0,81,same_extended,38.5,38.5,277.0,97,277.0,0.0,16,2025_01_06,REGIME_FLIP
1.5,21,long,15.5,14,10.0,38.5,24,38.5,24,0.0,0,-10.0,11.0,80,11.0,80,same_extended,38.5,37.0,275.5,98,277.0,0.0,17,2025_01_06,REGIME_FLIP
-2.0,35,short,3.0,18,-19.5,12.5,78,12.5,78,4.0,2,19.5,37.0,22,37.0,22,counter_extended,37.0,39.0,277.0,100,0.0,277.0,18,2025_01_06,REGIME_FLIP
-1.5,22,short,5.0,14,-13.5,14.5,74,14.5,74,6.5,3,13.5,35.0,18,35.0,18,counter_extended,35.0,36.5,277.0,104,0.0,277.0,19,2025_01_06,REGIME_FLIP
2.0,21,short,13.5,10,-6.0,23.0,70,23.0,70,0.5,1,6.0,26.5,14,26.5,14,counter_extended,26.5,24.5,275.0,108,0.0,277.0,20,2025_01_06,ABSORPTION
2.0,8,long,22.0,7,26.5,26.5,8,26.5,8,9.0,3,-26.5,23.0,64,23.0,64,same_at_exit,26.5,24.5,275.0,114,277.0,0.0,21,2025_01_06,REGIME_FLIP
-10.0,12,long,24.5,7,10.0,16.5,18,24.5,7,15.5,3,-10.0,25.0,63,25.0,63,counter_extended,25.0,35.0,277.0,115,277.0,0.0,22,2025_01_06,REGIME_FLIP
12.0,46,long,18.0,10,12.0,12.0,46,18.0,10,0.0,0,0.0,2.5,21,2.5,21,same_early,18.0,6.0,218.0,108,230.0,0.0,23,2025_01_06,ABSORPTION
17.0,107,short,64.5,47,-1.5,211.5,283,211.5,283,0.0,0,1.5,7.0,101,7.0,101,same_extended,211.5,194.5,194.5,1,211.5,7.0,0,2025_01_07,ABSORPTION
-2.5,11,short,0.0,0,-7.5,153.0,230,153.0,230,2.5,1,7.5,65.5,48,65.5,48,same_extended,153.0,155.5,211.5,54,211.5,7.0,1,2025_01_07,REGIME_FLIP
-13.5,95,short,83.0,72,40.0,173.0,216,173.0,216,9.0,3,-40.0,45.5,34,45.5,34,same_extended,173.0,186.5,211.5,68,211.5,7.0,2,2025_01_07,ABSORPTION
5.5,142,short,111.5,44,98.5,201.5,188,201.5,188,2.5,2,-98.5,17.0,6,17.0,6,same_extended,201.5,196.0,206.0,96,211.5,7.0,3,2025_01_07,ABSORPTION
-1.5,57,long,2.0,5,-21.0,24.5,389,24.5,389,6.0,3,21.0,170.0,163,170.0,163,counter_extended,170.0,171.5,218.5,19,0.0,218.5,4,2025_01_07,ABSORPTION
4.5,29,short,99.5,21,64.5,80.0,114,99.5,21,2.5,2,-64.5,95.0,247,95.0,247,same_early,99.5,95.0,151.0,88,155.5,39.0,5,2025_01_07,REGIME_FLIP
-19.0,24,short,0.0,0,-1.5,671.0,348,671.0,348,22.5,3,1.5,133.0,129,133.0,129,same_extended,671.0,690.0,742.0,34,742.0,62.0,6,2025_01_07,REGIME_FLIP
-144.5,324,long,14.0,20,-731.0,-729.0,325,14.0,20,100.0,3,731.0,998.5,364,998.5,364,counter_extended,998.5,1143.0,1021.0,20,0.0,1021.0,7,2025_01_07,EXHAUSTION_BAR
-257.5,360,long,141.5,16,-357.0,-333.0,468,141.5,16,0.0,0,357.0,552.5,326,552.5,326,counter_extended,552.5,810.0,1021.0,58,0.0,1021.0,8,2025_01_07,EXHAUSTION_BAR
-5.0,84,short,74.0,3,27.0,341.0,292,341.0,292,0.0,0,-27.0,230.5,44,230.5,44,same_extended,341.0,346.0,1021.0,92,1021.0,0.0,9,2025_01_07,EXHAUSTION_BAR
-19.5,264,short,303.5,262,317.0,451.0,280,451.0,280,75.5,3,-317.0,120.5,32,120.5,32,same_extended,451.0,470.5,1021.0,104,1021.0,0.0,10,2025_01_07,EXHAUSTION_BAR
-124.5,576,long,102.0,5,-124.5,-124.5,576,102.0,5,14.0,1,0.0,430.5,241,430.5,241,counter_extended,430.5,555.0,1012.5,103,0.0,1012.5,11,2025_01_07,EXHAUSTION_BAR
129.0,240,long,163.0,133,129.0,129.0,240,163.0,133,0.0,0,0.0,0.0,0,0.0,0,same_early,163.0,34.0,237.0,93,0.0,366.0,12,2025_01_07,EXHAUSTION_BAR
16.0,24,long,18.0,3,-13.5,19.0,103,19.0,103,0.0,0,13.5,80.0,52,80.0,52,counter_extended,80.0,64.0,328.5,106,0.0,344.5,13,2025_01_07,REGIME_FLIP
2.0,12,long,2.0,1,-18.5,3.0,101,3.0,101,22.0,3,18.5,96.0,50,96.0,50,counter_extended,96.0,94.0,342.5,108,0.0,344.5,14,2025_01_07,REGIME_FLIP
-24.0,24,long,0.0,0,-32.5,1.0,100,1.0,100,28.0,3,32.5,98.0,49,98.0,49,counter_extended,98.0,122.0,344.5,109,0.0,344.5,15,2025_01_07,REGIME_FLIP
18.5,107,long,38.0,15,18.5,18.5,107,38.0,15,3.0,1,0.0,3.0,1,3.0,1,same_early,38.0,19.5,144.5,118,163.0,0.0,16,2025_01_07,ABSORPTION
2.5,22,short,2.5,1,2.5,2.5,22,2.5,1,0.0,0,0.0,0.0,0,0.0,0,same_early,2.5,0.0,96.5,51,0.0,99.0,17,2025_01_07,ABSORPTION
-2.0,84,short,17.0,6,-14.0,71.0,440,71.0,440,0.0,0,14.0,76.0,125,76.0,125,counter_extended,76.0,78.0,89.5,2,57.5,89.5,0,2025_01_08,ABSORPTION
9.5,11,long,24.0,6,5.5,71.5,72,71.5,72,0.0,0,-5.5,29.5,366,29.5,366,same_extended,71.5,62.0,83.5,47,93.0,1.0,1,2025_01_08,ABSORPTION
5.0,27,short,21.5,7,-28.5,90.5,370,90.5,370,0.0,0,28.5,56.5,55,56.5,55,same_extended,90.5,85.5,94.5,11,99.5,47.5,2,2025_01_08,ABSORPTION
1.0,42,short,61.0,32,48.0,140.0,316,140.0,316,7.0,1,-48.0,7.0,1,7.0,1,same_extended,140.0,139.0,140.5,14,141.5,5.5,3,2025_01_08,ABSORPTION
-4.5,11,long,0.0,0,-14.0,28.5,218,28.5,218,29.5,3,14.0,114.5,291,114.5,291,counter_extended,114.5,119.0,147.0,24,0.0,147.0,4,2025_01_08,ABSORPTION
5.0,15,long,8.5,4,-24.0,83.5,372,83.5,372,0.0,0,24.0,84.0,158,84.0,158,counter_extended,84.0,79.0,121.0,108,17.0,126.0,5,2025_01_08,ABSORPTION
-6.5,11,long,10.5,10,23.0,70.5,327,70.5,327,6.5,1,-23.0,230.5,370,230.5,370,counter_extended,230.5,237.0,190.5,1,67.0,190.5,6,2025_01_08,REGIME_FLIP
-0.5,41,short,4.0,4,-9.5,317.5,399,317.5,399,0.0,0,9.5,48.5,315,48.5,315,same_extended,317.5,318.0,318.5,1,318.5,47.5,7,2025_01_08,ABSORPTION
7.5,17,long,10.0,9,-42.0,47.0,278,47.0,278,0.0,0,42.0,391.5,375,391.5,375,counter_extended,391.5,384.0,389.0,3,40.0,396.5,8,2025_01_08,ABSORPTION
2.0,34,long,42.5,30,27.0,57.0,83,57.0,83,1.5,1,-27.0,381.5,180,381.5,180,counter_extended,381.5,379.5,408.0,23,28.5,410.0,9,2025_01_08,REGIME_FLIP
1.0,23,short,10.5,10,-21.5,383.5,177,383.5,177,8.0,1,21.5,55.0,80,55.0,80,same_extended,383.5,382.5,409.0,26,410.0,28.5,10,2025_01_08,REGIME_FLIP
0.0,24,short,16.0,5,-26.0,389.0,172,389.0,172,0.0,0,26.0,49.5,75,49.5,75,same_extended,389.0,389.0,410.0,31,410.0,28.5,11,2025_01_08,REGIME_FLIP
1.5,11,short,7.0,3,-23.0,380.0,166,380.0,166,0.0,0,23.0,58.5,69,58.5,69,same_extended,380.0,378.5,408.5,37,410.0,28.5,12,2025_01_08,REGIME_FLIP
-5.5,41,short,2.5,1,-16.5,385.5,160,385.5,160,0.5,3,16.5,53.0,63,53.0,63,same_extended,385.5,391.0,410.0,43,410.0,28.5,13,2025_01_08,REGIME_FLIP
-47.5,182,long,1.5,2,-172.5,-41.0,506,1.5,2,2.5,3,172.5,529.0,388,529.0,388,counter_extended,529.0,576.5,530.5,6,0.0,530.5,14,2025_01_08,ABSORPTION
-40.0,252,short,208.0,59,44.5,300.0,356,300.0,356,19.5,1,-44.5,188.0,474,188.0,474,same_extended,300.0,340.0,530.5,38,530.5,0.0,15,2025_01_08,EXHAUSTION_BAR
-4.0,396,short,371.0,246,34.5,126.5,410,371.0,246,39.0,3,-34.5,117.0,364,117.0,364,same_early,371.0,375.0,455.0,120,455.0,33.0,16,2025_01_08,EXHAUSTION_BAR
70.0,36,long,143.5,30,52.0,199.0,295,199.0,295,0.0,0,-52.0,289.0,177,289.0,177,counter_extended,289.0,219.0,340.0,66,78.0,410.0,17,2025_01_08,EXHAUSTION_BAR
-30.0,24,long,0.0,0,-165.5,117.0,261,117.0,261,116.5,3,165.5,371.0,143,371.0,143,counter_extended,371.0,401.0,432.5,4,55.5,432.5,18,2025_01_08,EXHAUSTION_BAR
-91.5,708,short,215.5,131,-91.5,-91.5,708,215.5,131,0.0,0,0.0,272.5,249,272.5,249,counter_extended,272.5,364.0,432.5,16,432.5,55.5,19,2025_01_08,EXHAUSTION_BAR
-10.5,384,long,329.0,126,-10.5,-10.5,384,329.0,126,43.0,1,0.0,159.0,8,159.0,8,same_early,329.0,339.5,466.0,40,22.0,466.0,20,2025_01_08,EXHAUSTION_BAR
0.0,24,short,0.0,0,-159.0,-51.0,57,0.0,0,43.5,3,159.0,315.0,91,315.0,91,counter_extended,315.0,315.0,488.0,27,0.0,488.0,21,2025_01_08,REGIME_FLIP
-55.5,48,short,0.0,0,-123.0,-24.5,53,0.0,0,79.0,3,123.0,288.5,87,288.5,87,counter_extended,288.5,344.0,488.0,31,0.0,488.0,22,2025_01_08,REGIME_FLIP
-19.5,60,short,92.0,43,-47.0,71.5,123,92.0,43,0.0,0,47.0,172.0,77,172.0,77,counter_extended,172.0,191.5,488.0,41,0.0,488.0,23,2025_01_08,REGIME_FLIP
5.0,12,long,72.5,10,90.5,152.5,72,152.5,72,0.0,0,-90.5,111.5,38,111.5,38,same_extended,152.5,147.5,483.0,46,488.0,0.0,24,2025_01_08,REGIME_FLIP
7.5,12,long,85.5,11,65.0,147.5,71,147.5,71,0.0,0,-65.0,116.5,37,116.5,37,same_extended,147.5,140.0,480.5,47,488.0,0.0,25,2025_01_08,REGIME_FLIP
4.0,12,long,78.0,10,26.5,140.0,70,140.0,70,16.0,3,-26.5,124.0,36,124.0,36,same_extended,140.0,136.0,484.0,48,488.0,0.0,26,2025_01_08,REGIME_FLIP
-20.0,24,long,74.0,9,8.5,136.0,69,136.0,69,20.0,2,-8.5,128.0,35,128.0,35,same_extended,136.0,156.0,488.0,49,488.0,0.0,27,2025_01_08,REGIME_FLIP
-67.0,168,short,78.0,68,22.5,55.0,233,78.0,68,95.5,3,-22.5,165.5,22,165.5,22,counter_extended,165.5,232.5,488.0,96,0.0,488.0,28,2025_01_08,EXHAUSTION_BAR
-7.0,105,short,45.5,101,41.5,215.5,346,215.5,346,17.5,2,-41.5,27.0,25,27.0,25,same_extended,215.5,222.5,214.0,1,214.0,28.5,0,2025_01_09,ABSORPTION
-20.5,151,long,6.5,30,-46.0,-20.5,430,6.5,30,5.0,2,46.0,227.0,298,227.0,298,counter_extended,227.0,247.5,242.5,23,0.0,242.5,1,2025_01_09,ABSORPTION
7.0,8,long,15.0,6,7.5,64.0,349,64.0,349,0.0,0,-7.5,142.5,217,142.5,217,counter_extended,142.5,135.5,235.5,104,0.0,242.5,2,2025_01_09,ABSORPTION
-7.0,25,short,6.0,5,-24.5,159.0,204,159.0,204,7.0,3,24.5,47.5,336,47.5,336,same_extended,159.0,166.0,242.5,117,242.5,0.0,3,2025_01_09,REGIME_FLIP
-8.5,32,long,13.0,7,2.0,21.0,234,21.0,234,8.5,2,-2.0,185.5,102,185.5,102,counter_extended,185.5,194.0,203.5,64,3.0,203.5,4,2025_01_09,ABSORPTION
-10.0,8,long,0.0,0,-10.0,22.0,219,22.0,219,14.0,2,10.0,184.5,87,184.5,87,counter_extended,184.5,194.5,203.5,79,3.0,203.5,5,2025_01_09,ABSORPTION
12.0,22,long,26.5,3,-23.0,158.0,348,158.0,348,0.0,0,23.0,55.5,16,55.5,16,same_extended,158.0,146.0,189.5,117,5.0,201.5,6,2025_01_09,REGIME_FLIP
-0.5,57,long,67.5,50,50.0,94.0,148,94.0,148,0.0,0,-50.0,82.0,242,82.0,242,same_extended,94.0,94.5,222.0,120,222.0,0.0,0,2025_01_10,ABSORPTION
15.0,27,short,15.0,3,-29.0,118.5,141,118.5,141,2.5,1,29.0,100.0,386,100.0,386,same_extended,118.5,103.5,134.5,51,149.5,26.5,1,2025_01_10,ABSORPTION
22.0,30,long,50.5,27,41.0,134.5,370,134.5,370,1.0,1,-41.0,125.5,121,125.5,121,same_extended,134.5,112.5,134.5,17,156.5,103.5,2,2025_01_10,ABSORPTION
8.5,74,long,37.5,70,24.5,186.0,285,186.0,285,6.0,1,-24.5,410.0,426,410.0,426,counter_extended,410.0,401.5,431.5,7,156.0,440.0,3,2025_01_10,ABSORPTION
-12.5,134,short,89.5,94,-16.5,836.0,275,836.0,275,17.0,3,16.5,120.5,35,120.5,35,same_extended,836.0,848.5,833.0,1,833.0,123.5,4,2025_01_10,ABSORPTION
-115.0,960,long,157.0,51,-115.0,-115.0,960,157.0,51,0.0,0,0.0,454.5,95,454.5,95,counter_extended,454.5,569.5,930.5,119,0.0,930.5,5,2025_01_10,EXHAUSTION_BAR
-11.0,252,long,418.5,236,218.5,279.0,266,418.5,236,46.5,3,-218.5,150.5,12,150.5,12,same_early,418.5,429.5,867.5,119,0.0,867.5,6,2025_01_10,EXHAUSTION_BAR
-58.5,132,short,215.0,100,76.0,76.0,132,215.0,100,0.0,0,-76.0,342.5,213,342.5,213,counter_extended,342.5,401.0,838.5,117,838.5,0.0,7,2025_01_10,EXHAUSTION_BAR
-72.0,96,short,354.5,85,313.5,334.5,103,354.5,85,18.5,2,-313.5,203.0,198,203.0,198,same_early,354.5,426.5,611.5,70,611.5,0.0,8,2025_01_10,REGIME_FLIP
-86.0,24,long,0.0,0,-271.5,207.5,187,207.5,187,97.5,3,271.5,350.0,74,350.0,74,counter_extended,350.0,436.0,611.5,81,0.0,611.5,9,2025_01_10,REGIME_FLIP
41.0,312,short,152.0,42,-61.5,-44.5,336,152.0,42,0.0,0,61.5,405.5,155,405.5,155,counter_extended,405.5,364.5,570.5,113,611.5,0.0,10,2025_01_10,EXHAUSTION_BAR
-56.5,72,short,185.0,56,113.0,307.5,99,307.5,99,25.0,3,-113.0,63.5,4,63.5,4,same_extended,307.5,364.0,557.5,109,0.0,557.5,11,2025_01_10,REGIME_FLIP
5.0,48,short,71.0,11,26.0,61.0,97,71.0,11,5.0,1,-26.0,41.5,33,41.5,33,same_early,71.0,66.0,366.0,84,371.0,0.0,12,2025_01_10,EXHAUSTION_BAR
56.5,96,long,112.5,22,56.5,56.5,96,112.5,22,0.0,0,0.0,0.0,0,0.0,0,same_early,112.5,56.0,314.5,95,0.0,371.0,13,2025_01_10,EXHAUSTION_BAR
29.5,20,short,50.0,7,23.5,387.0,230,387.0,230,0.0,0,-23.5,63.5,54,63.5,54,same_extended,387.0,357.5,370.0,28,399.5,51.0,0,2025_01_13,REGIME_FLIP
-0.5,10,short,4.0,6,-12.5,377.5,205,377.5,205,8.5,3,12.5,73.0,29,73.0,29,same_extended,377.5,378.0,399.5,53,399.5,51.0,1,2025_01_13,ABSORPTION
-19.5,43,short,0.0,0,-31.0,390.0,195,390.0,195,11.0,2,31.0,60.5,19,60.5,19,same_extended,390.0,409.5,399.5,63,399.5,51.0,2,2025_01_13,REGIME_FLIP
3.0,9,long,3.0,1,-2.0,-2.0,9,3.0,1,10.0,2,2.0,445.5,175,445.5,175,counter_extended,445.5,442.5,447.5,1,0.0,450.5,3,2025_01_13,REGIME_FLIP
-22.5,52,long,0.0,0,-60.5,-33.5,105,0.0,0,13.0,1,60.5,448.5,174,448.5,174,counter_extended,448.5,471.0,450.5,2,0.0,450.5,4,2025_01_13,REGIME_FLIP
15.0,9,short,15.0,1,-10.5,379.0,91,379.0,91,0.0,0,10.5,36.0,22,36.0,22,same_extended,379.0,364.0,435.5,85,450.5,0.0,5,2025_01_13,REGIME_FLIP
36.5,383,short,79.0,7,-36.0,28.0,472,79.0,7,0.0,0,36.0,500.5,738,500.5,738,counter_extended,500.5,464.0,515.0,2,28.0,551.5,6,2025_01_13,EXHAUSTION_BAR
22.5,48,long,36.5,14,36.0,320.5,407,320.5,407,0.0,0,-36.0,124.0,36,124.0,36,same_extended,320.5,298.0,337.0,116,359.5,30.0,7,2025_01_13,EXHAUSTION_BAR
71.0,324,long,355.0,296,293.5,679.5,473,679.5,473,3.0,1,-293.5,57.5,43,57.5,43,same_extended,679.5,608.5,678.5,5,749.5,0.0,8,2025_01_13,EXHAUSTION_BAR
174.5,348,long,477.5,345,465.5,702.0,434,702.0,434,25.0,1,-465.5,35.0,4,35.0,4,same_extended,702.0,527.5,575.0,44,749.5,0.0,9,2025_01_13,EXHAUSTION_BAR
2.0,12,short,17.0,2,-4.0,78.0,34,78.0,34,0.0,0,4.0,623.5,371,623.5,371,counter_extended,623.5,621.5,637.5,1,55.5,639.5,10,2025_01_13,REGIME_FLIP
-70.5,48,short,84.5,30,-130.0,-112.5,72,84.5,30,14.5,3,130.0,639.5,368,639.5,368,counter_extended,639.5,710.0,668.5,5,55.5,668.5,11,2025_01_13,REGIME_FLIP
27.0,33,long,135.5,17,122.0,215.5,44,215.5,44,0.0,0,-122.0,0.0,0,0.0,0,same_extended,215.5,188.5,390.0,84,417.0,0.0,12,2025_01_13,REGIME_FLIP
24.5,52,short,55.5,39,56.0,109.0,82,109.0,82,0.5,3,-56.0,25.0,322,25.0,322,same_extended,109.0,84.5,80.5,1,105.0,29.0,0,2025_01_14,ABSORPTION
0.5,132,long,36.5,101,13.5,227.0,446,227.0,446,1.5,2,-13.5,59.0,48,59.0,48,same_extended,227.0,226.5,224.0,1,224.5,61.5,1,2025_01_14,ABSORPTION
-32.0,106,long,63.5,63,24.0,254.0,408,254.0,408,15.5,3,-24.0,32.0,10,32.0,10,same_extended,254.0,286.0,257.5,2,257.5,28.5,2,2025_01_14,ABSORPTION
-2.0,50,long,50.0,39,46.5,244.5,295,244.5,295,8.5,3,-46.5,10.0,4,10.0,4,same_extended,244.5,246.5,286.0,103,286.0,0.0,3,2025_01_14,ABSORPTION
-1.5,24,short,6.0,5,-22.0,-9.5,186,6.0,5,4.5,1,22.0,242.0,289,242.0,289,counter_extended,242.0,243.5,257.0,89,0.0,257.0,4,2025_01_14,ABSORPTION
