date,n_bigpos,n_bigneg,n_total,regime_2d,tf,actual,pred
2025-11-20,48,60,276,DOWN_SMOOTH,1h,DOWN,DOWN
2025-11-21,72,84,168,FLAT_CHOPPY,1h,FLAT,DOWN
2025-11-23,0,0,108,FLAT_SMOOTH,1h,FLAT,ABSTAIN
2025-11-24,36,12,276,UP_SMOOTH,1h,UP,UP
2025-11-25,48,12,276,FLAT_CHOPPY,1h,FLAT,UP
2025-11-26,24,12,276,FLAT_SMOOTH,1h,FLAT,UP
2025-11-27,0,0,165,FLAT_SMOOTH,1h,FLAT,ABSTAIN
2025-11-28,0,0,57,UP_SMOOTH,1h,UP,ABSTAIN
2025-11-30,0,12,108,DOWN_SMOOTH,1h,DOWN,DOWN
2025-12-01,36,12,276,FLAT_SMOOTH,1h,FLAT,UP
2025-12-02,24,24,276,UP_SMOOTH,1h,UP,ABSTAIN
2025-12-03,12,12,276,FLAT_SMOOTH,1h,FLAT,ABSTAIN
2025-12-04,24,24,276,FLAT_SMOOTH,1h,FLAT,ABSTAIN
2025-12-05,12,36,168,FLAT_SMOOTH,1h,FLAT,DOWN
2025-12-07,0,0,108,FLAT_SMOOTH,1h,FLAT,ABSTAIN
2025-12-08,0,36,276,FLAT_CHOPPY,1h,FLAT,DOWN
2025-12-09,0,0,276,FLAT_SMOOTH,1h,FLAT,ABSTAIN
2025-12-10,24,48,276,FLAT_CHOPPY,1h,FLAT,DOWN
2025-12-11,36,24,276,FLAT_CHOPPY,1h,FLAT,UP
2025-12-12,12,48,168,DOWN_SMOOTH,1h,DOWN,DOWN
2025-12-14,0,12,108,FLAT_SMOOTH,1h,FLAT,DOWN
2025-12-15,12,37,276,DOWN_SMOOTH,1h,DOWN,DOWN
2025-12-16,60,36,276,UP_CHOPPY,1h,UP,UP
2025-12-17,0,48,276,DOWN_CHOPPY,1h,DOWN,DOWN
2025-12-18,48,25,276,UP_CHOPPY,1h,UP,UP
2025-12-19,0,0,78,FLAT_SMOOTH,1h,FLAT,ABSTAIN
2026-01-01,0,0,108,UP_SMOOTH,1h,UP,ABSTAIN
2026-01-02,24,24,168,FLAT_CHOPPY,1h,FLAT,ABSTAIN
2026-01-04,0,0,108,FLAT_SMOOTH,1h,FLAT,ABSTAIN
2026-01-05,24,0,276,UP_CHOPPY,1h,UP,UP
2026-01-06,24,12,276,FLAT_CHOPPY,1h,FLAT,UP
2026-01-07,12,0,276,FLAT_CHOPPY,1h,FLAT,UP
2026-01-08,24,12,276,FLAT_CHOPPY,1h,FLAT,UP
2026-01-09,12,12,168,UP_SMOOTH,1h,UP,ABSTAIN
2026-01-11,0,12,108,DOWN_SMOOTH,1h,DOWN,DOWN
2026-01-12,12,12,276,FLAT_CHOPPY,1h,FLAT,ABSTAIN
2026-01-13,24,36,276,FLAT_SMOOTH,1h,FLAT,DOWN
2026-01-14,24,48,276,FLAT_CHOPPY,1h,FLAT,DOWN
2026-01-15,12,24,276,FLAT_CHOPPY,1h,FLAT,DOWN
2026-01-16,0,24,168,FLAT_CHOPPY,1h,FLAT,DOWN
2026-01-18,0,12,108,DOWN_SMOOTH,1h,DOWN,DOWN
2026-01-19,0,36,228,FLAT_SMOOTH,1h,FLAT,DOWN
2026-01-20,24,48,276,FLAT_CHOPPY,1h,FLAT,DOWN
2026-01-21,60,36,276,UP_CHOPPY,1h,UP,UP
2026-01-22,24,12,276,UP_SMOOTH,1h,UP,UP
2026-01-23,24,24,168,FLAT_CHOPPY,1h,FLAT,ABSTAIN
2026-01-25,0,12,108,FLAT_CHOPPY,1h,FLAT,DOWN
2026-01-26,12,12,276,UP_SMOOTH,1h,UP,ABSTAIN
2026-01-27,12,0,276,UP_SMOOTH,1h,UP,UP
2026-01-28,12,12,276,FLAT_CHOPPY,1h,FLAT,ABSTAIN
2026-01-29,48,60,276,DOWN_SMOOTH,1h,DOWN,DOWN
2026-01-30,60,48,168,FLAT_CHOPPY,1h,FLAT,UP
2026-02-01,36,36,108,FLAT_CHOPPY,1h,FLAT,ABSTAIN
2026-02-02,48,0,276,UP_SMOOTH,1h,UP,UP
2026-02-03,24,60,276,DOWN_SMOOTH,1h,DOWN,DOWN
2026-02-04,48,72,276,DOWN_CHOPPY,1h,DOWN,DOWN
2026-02-05,84,96,276,DOWN_CHOPPY,1h,DOWN,DOWN
2026-02-06,84,0,168,UP_SMOOTH,1h,UP,UP
2026-02-08,12,0,108,FLAT_SMOOTH,1h,FLAT,UP
2026-02-09,24,24,276,FLAT_CHOPPY,1h,FLAT,ABSTAIN
2026-02-10,12,12,276,FLAT_SMOOTH,1h,FLAT,ABSTAIN
2026-02-11,36,24,276,FLAT_CHOPPY,1h,FLAT,UP
2026-02-12,12,72,276,DOWN_SMOOTH,1h,DOWN,DOWN
2026-02-13,36,48,168,FLAT_CHOPPY,1h,FLAT,DOWN
2026-02-15,0,0,108,UP_SMOOTH,1h,UP,ABSTAIN
2026-02-16,0,36,228,DOWN_CHOPPY,1h,DOWN,DOWN
2026-02-17,48,24,276,FLAT_CHOPPY,1h,FLAT,UP
2026-02-18,36,36,276,FLAT_CHOPPY,1h,FLAT,ABSTAIN
2026-02-19,12,36,276,FLAT_SMOOTH,1h,FLAT,DOWN
2026-02-20,36,36,168,FLAT_CHOPPY,1h,FLAT,ABSTAIN
2026-02-22,0,24,108,DOWN_SMOOTH,1h,DOWN,DOWN
2026-02-23,0,36,276,FLAT_CHOPPY,1h,FLAT,DOWN
2026-02-24,12,24,276,FLAT_CHOPPY,1h,FLAT,DOWN
2026-02-25,24,12,276,UP_SMOOTH,1h,UP,UP
2026-02-26,12,36,276,FLAT_CHOPPY,1h,FLAT,DOWN
2026-02-27,36,24,168,FLAT_CHOPPY,1h,FLAT,UP
2026-03-01,24,12,108,FLAT_CHOPPY,1h,FLAT,UP
2026-03-02,60,24,276,FLAT_CHOPPY,1h,FLAT,UP
2026-03-03,60,108,276,FLAT_CHOPPY,1h,FLAT,DOWN
2026-03-04,96,24,276,UP_CHOPPY,1h,UP,UP
2026-03-05,48,48,276,FLAT_CHOPPY,1h,FLAT,ABSTAIN
2026-03-06,48,60,168,DOWN_SMOOTH,1h,DOWN,DOWN
2026-03-08,12,48,108,DOWN_SMOOTH,1h,DOWN,DOWN
2026-03-09,60,48,276,UP_SMOOTH,1h,UP,UP
2026-03-10,36,48,276,FLAT_CHOPPY,1h,FLAT,DOWN
2026-03-11,36,84,276,FLAT_CHOPPY,1h,FLAT,DOWN
2026-03-12,24,48,276,DOWN_CHOPPY,1h,DOWN,DOWN
2026-03-13,24,48,168,FLAT_CHOPPY,1h,FLAT,DOWN
2026-03-15,12,0,108,UP_SMOOTH,1h,UP,UP
2026-03-16,24,24,276,FLAT_CHOPPY,1h,FLAT,ABSTAIN
2026-03-17,24,12,276,UP_SMOOTH,1h,UP,UP
2026-03-18,24,60,276,DOWN_SMOOTH,1h,DOWN,DOWN
2026-03-19,36,36,276,FLAT_CHOPPY,1h,FLAT,ABSTAIN
2026-03-20,12,24,78,DOWN_SMOOTH,1h,DOWN,DOWN
