date,n_bigpos,n_bigneg,n_total,regime_2d,tf,actual,pred
2025-01-01,6,4,108,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-01-02,38,39,276,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-01-03,14,19,168,UP_SMOOTH,5s,UP,DOWN
2025-01-05,1,1,108,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-01-06,30,24,276,FLAT_CHOPPY,5s,FLAT,UP
2025-01-07,28,39,276,DOWN_SMOOTH,5s,DOWN,DOWN
2025-01-08,41,47,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-01-09,6,4,186,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-01-10,32,41,168,DOWN_CHOPPY,5s,DOWN,DOWN
2025-01-12,6,4,108,DOWN_SMOOTH,5s,DOWN,ABSTAIN
2025-01-13,42,43,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-01-14,26,38,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-01-15,23,29,276,UP_SMOOTH,5s,UP,DOWN
2025-01-16,30,28,276,DOWN_CHOPPY,5s,DOWN,ABSTAIN
2025-01-17,24,19,168,UP_SMOOTH,5s,UP,UP
2025-01-19,1,2,108,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-01-20,16,23,228,FLAT_CHOPPY,5s,FLAT,DOWN
2025-01-21,16,22,276,UP_CHOPPY,5s,UP,DOWN
2025-01-22,13,13,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-01-23,17,11,276,FLAT_SMOOTH,5s,FLAT,UP
2025-01-24,10,10,168,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-01-26,9,6,108,DOWN_SMOOTH,5s,DOWN,UP
2025-01-27,59,68,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-01-28,34,22,276,UP_SMOOTH,5s,UP,UP
2025-01-29,43,35,276,FLAT_CHOPPY,5s,FLAT,UP
2025-01-30,29,31,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-01-31,28,26,168,DOWN_CHOPPY,5s,DOWN,ABSTAIN
2025-02-02,21,17,108,FLAT_SMOOTH,5s,FLAT,UP
2025-02-03,51,52,276,UP_CHOPPY,5s,UP,ABSTAIN
2025-02-04,22,24,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-02-05,17,14,276,UP_SMOOTH,5s,UP,UP
2025-02-06,20,19,276,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-02-07,30,24,168,DOWN_SMOOTH,5s,DOWN,UP
2025-02-09,2,2,108,UP_SMOOTH,5s,UP,ABSTAIN
2025-02-10,4,15,276,FLAT_SMOOTH,5s,FLAT,DOWN
2025-02-11,13,9,276,FLAT_SMOOTH,5s,FLAT,UP
2025-02-12,19,27,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-02-13,16,22,276,UP_SMOOTH,5s,UP,DOWN
2025-02-14,11,4,168,FLAT_SMOOTH,5s,FLAT,UP
2025-02-16,0,2,108,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-02-17,2,1,228,UP_SMOOTH,5s,UP,ABSTAIN
2025-02-18,15,13,276,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-02-19,9,14,276,DOWN_SMOOTH,5s,DOWN,DOWN
2025-02-20,15,22,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-02-21,27,20,168,DOWN_SMOOTH,5s,DOWN,UP
2025-02-23,4,3,108,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-02-24,33,30,276,DOWN_SMOOTH,5s,DOWN,UP
2025-02-25,37,41,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-02-26,43,44,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-02-27,46,46,276,DOWN_SMOOTH,5s,DOWN,ABSTAIN
2025-02-28,48,35,168,UP_CHOPPY,5s,UP,UP
2025-03-02,7,11,108,FLAT_SMOOTH,5s,FLAT,DOWN
2025-03-03,54,49,276,DOWN_SMOOTH,5s,DOWN,UP
2025-03-04,54,72,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-03-05,54,48,276,FLAT_CHOPPY,5s,FLAT,UP
2025-03-06,48,59,276,DOWN_CHOPPY,5s,DOWN,DOWN
2025-03-07,46,49,168,FLAT_CHOPPY,5s,FLAT,DOWN
2025-03-09,13,5,108,FLAT_SMOOTH,5s,FLAT,UP
2025-03-10,50,74,276,DOWN_SMOOTH,5s,DOWN,DOWN
2025-03-11,62,51,276,FLAT_CHOPPY,5s,FLAT,UP
2025-03-12,47,48,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-03-13,52,49,276,FLAT_CHOPPY,5s,FLAT,UP
2025-03-14,41,34,168,UP_SMOOTH,5s,UP,UP
2025-03-16,3,4,108,DOWN_SMOOTH,5s,DOWN,ABSTAIN
2025-03-17,29,32,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-03-18,25,29,276,DOWN_CHOPPY,5s,DOWN,DOWN
2025-03-19,24,21,276,UP_SMOOTH,5s,UP,UP
2025-03-20,24,13,276,FLAT_CHOPPY,5s,FLAT,UP
2025-03-21,1,2,78,DOWN_SMOOTH,5s,DOWN,ABSTAIN
2025-03-31,2,0,84,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-04-01,31,46,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-04-02,60,77,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-04-03,72,66,276,DOWN_CHOPPY,5s,DOWN,UP
2025-04-04,73,69,168,DOWN_SMOOTH,5s,DOWN,UP
2025-04-06,45,45,108,DOWN_SMOOTH,5s,DOWN,ABSTAIN
2025-04-07,101,98,276,UP_CHOPPY,5s,UP,UP
2025-04-08,107,111,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-04-09,109,96,276,UP_SMOOTH,5s,UP,UP
2025-04-10,95,110,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-04-11,66,75,168,FLAT_CHOPPY,5s,FLAT,DOWN
2025-04-13,11,10,108,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-04-14,50,57,276,FLAT_SMOOTH,5s,FLAT,DOWN
2025-04-15,44,35,276,DOWN_CHOPPY,5s,DOWN,UP
2025-04-16,46,55,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-04-17,45,47,168,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-04-20,3,5,108,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-04-21,40,36,276,FLAT_SMOOTH,5s,FLAT,UP
2025-04-22,41,45,276,UP_SMOOTH,5s,UP,DOWN
2025-04-23,45,51,276,FLAT_SMOOTH,5s,FLAT,DOWN
2025-04-24,46,43,276,UP_SMOOTH,5s,UP,UP
2025-04-25,34,38,168,FLAT_SMOOTH,5s,FLAT,DOWN
2025-04-27,3,6,108,FLAT_SMOOTH,5s,FLAT,DOWN
2025-04-28,30,27,276,FLAT_SMOOTH,5s,FLAT,UP
2025-04-29,28,34,276,FLAT_SMOOTH,5s,FLAT,DOWN
2025-04-30,38,49,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-05-01,38,43,276,FLAT_SMOOTH,5s,FLAT,DOWN
2025-05-02,27,26,168,UP_SMOOTH,5s,UP,ABSTAIN
2025-05-04,3,3,108,DOWN_SMOOTH,5s,DOWN,ABSTAIN
2025-05-05,25,16,276,FLAT_SMOOTH,5s,FLAT,UP
2025-05-06,32,29,276,FLAT_CHOPPY,5s,FLAT,UP
2025-05-07,38,31,276,FLAT_CHOPPY,5s,FLAT,UP
2025-05-08,34,19,276,FLAT_CHOPPY,5s,FLAT,UP
2025-05-09,32,19,168,FLAT_SMOOTH,5s,FLAT,UP
2025-05-11,6,7,108,UP_SMOOTH,5s,UP,ABSTAIN
2025-05-12,37,28,276,UP_CHOPPY,5s,UP,UP
2025-05-13,23,20,276,UP_SMOOTH,5s,UP,UP
2025-05-14,19,27,276,FLAT_SMOOTH,5s,FLAT,DOWN
2025-05-15,24,28,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-05-16,12,18,168,FLAT_SMOOTH,5s,FLAT,DOWN
2025-05-18,3,5,108,DOWN_SMOOTH,5s,DOWN,ABSTAIN
2025-05-19,21,22,276,UP_CHOPPY,5s,UP,ABSTAIN
2025-05-20,22,12,276,DOWN_SMOOTH,5s,DOWN,UP
2025-05-21,25,32,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-05-22,28,35,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-05-23,28,37,168,FLAT_CHOPPY,5s,FLAT,DOWN
2025-05-25,8,10,108,UP_SMOOTH,5s,UP,ABSTAIN
2025-05-26,3,6,228,FLAT_SMOOTH,5s,FLAT,DOWN
2025-05-27,15,10,276,UP_CHOPPY,5s,UP,UP
2025-05-28,21,20,276,UP_SMOOTH,5s,UP,ABSTAIN
2025-05-29,29,41,276,DOWN_SMOOTH,5s,DOWN,DOWN
2025-05-30,25,32,168,FLAT_CHOPPY,5s,FLAT,DOWN
2025-06-01,2,3,108,DOWN_SMOOTH,5s,DOWN,ABSTAIN
2025-06-02,20,29,276,UP_CHOPPY,5s,UP,DOWN
2025-06-03,11,14,276,UP_CHOPPY,5s,UP,DOWN
2025-06-04,11,13,276,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-06-05,29,38,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-06-06,15,11,168,UP_CHOPPY,5s,UP,UP
2025-06-08,1,2,108,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-06-09,12,13,276,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-06-10,19,13,276,FLAT_CHOPPY,5s,FLAT,UP
2025-06-11,18,32,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-06-12,34,30,276,FLAT_CHOPPY,5s,FLAT,UP
2025-06-13,21,31,168,FLAT_CHOPPY,5s,FLAT,DOWN
2025-06-15,8,4,108,UP_SMOOTH,5s,UP,UP
2025-06-16,14,18,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-06-17,16,17,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-06-18,9,19,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-06-19,8,4,228,FLAT_CHOPPY,5s,FLAT,UP
2025-06-20,4,0,78,UP_SMOOTH,5s,UP,UP
2025-06-30,0,2,84,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-07-01,18,11,276,FLAT_CHOPPY,5s,FLAT,UP
2025-07-02,11,10,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-07-03,10,10,231,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-07-04,2,6,120,DOWN_SMOOTH,5s,DOWN,DOWN
2025-07-06,4,4,108,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-07-07,12,15,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-07-08,7,10,276,FLAT_SMOOTH,5s,FLAT,DOWN
2025-07-09,8,10,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-07-10,11,10,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-07-11,10,12,168,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-07-13,1,1,108,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-07-14,10,14,276,UP_SMOOTH,5s,UP,DOWN
2025-07-15,7,22,276,DOWN_CHOPPY,5s,DOWN,DOWN
2025-07-16,13,21,276,UP_CHOPPY,5s,UP,DOWN
2025-07-17,9,5,276,UP_CHOPPY,5s,UP,UP
2025-07-18,9,6,168,FLAT_SMOOTH,5s,FLAT,UP
2025-07-20,0,1,108,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-07-21,8,2,276,FLAT_CHOPPY,5s,FLAT,UP
2025-07-22,11,6,276,FLAT_CHOPPY,5s,FLAT,UP
2025-07-23,13,10,276,FLAT_CHOPPY,5s,FLAT,UP
2025-07-24,8,6,276,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-07-25,4,5,168,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-07-27,2,1,108,UP_SMOOTH,5s,UP,ABSTAIN
2025-07-28,6,5,276,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-07-29,5,11,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-07-30,12,16,276,UP_SMOOTH,5s,UP,DOWN
2025-07-31,27,26,276,DOWN_SMOOTH,5s,DOWN,ABSTAIN
2025-08-01,31,36,168,DOWN_SMOOTH,5s,DOWN,DOWN
2025-08-03,1,2,108,UP_SMOOTH,5s,UP,ABSTAIN
2025-08-04,17,4,276,UP_SMOOTH,5s,UP,UP
2025-08-05,19,24,276,DOWN_CHOPPY,5s,DOWN,DOWN
2025-08-06,6,12,276,UP_SMOOTH,5s,UP,DOWN
2025-08-07,22,25,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-08-08,9,9,168,UP_SMOOTH,5s,UP,ABSTAIN
2025-08-10,1,0,108,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-08-11,14,7,276,DOWN_CHOPPY,5s,DOWN,UP
2025-08-12,14,15,276,UP_SMOOTH,5s,UP,ABSTAIN
2025-08-13,3,15,276,FLAT_SMOOTH,5s,FLAT,DOWN
2025-08-14,10,12,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-08-15,11,12,168,DOWN_CHOPPY,5s,DOWN,ABSTAIN
2025-08-17,0,3,108,FLAT_SMOOTH,5s,FLAT,DOWN
2025-08-18,12,9,276,FLAT_SMOOTH,5s,FLAT,UP
2025-08-19,12,26,276,DOWN_SMOOTH,5s,DOWN,DOWN
2025-08-20,23,19,276,FLAT_CHOPPY,5s,FLAT,UP
2025-08-21,12,25,276,DOWN_CHOPPY,5s,DOWN,DOWN
2025-08-22,18,17,168,UP_SMOOTH,5s,UP,ABSTAIN
2025-08-24,2,0,108,DOWN_SMOOTH,5s,DOWN,ABSTAIN
2025-08-25,13,8,276,FLAT_CHOPPY,5s,FLAT,UP
2025-08-26,8,6,276,UP_CHOPPY,5s,UP,ABSTAIN
2025-08-27,14,9,276,FLAT_CHOPPY,5s,FLAT,UP
2025-08-28,8,10,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-08-29,13,15,168,DOWN_SMOOTH,5s,DOWN,ABSTAIN
2025-08-31,2,0,108,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-09-01,1,3,228,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-09-02,23,22,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-09-03,11,17,276,UP_CHOPPY,5s,UP,DOWN
2025-09-04,8,17,276,UP_SMOOTH,5s,UP,DOWN
2025-09-05,27,23,168,FLAT_CHOPPY,5s,FLAT,UP
2025-09-07,0,1,108,UP_SMOOTH,5s,UP,ABSTAIN
2025-09-08,11,5,276,UP_SMOOTH,5s,UP,UP
2025-09-09,8,11,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-09-10,13,10,276,FLAT_CHOPPY,5s,FLAT,UP
2025-09-11,10,5,276,UP_CHOPPY,5s,UP,UP
2025-09-12,3,8,168,FLAT_CHOPPY,5s,FLAT,DOWN
2025-09-14,0,0,108,UP_SMOOTH,5s,UP,ABSTAIN
2025-09-15,6,3,276,UP_SMOOTH,5s,UP,UP
2025-09-16,2,5,276,FLAT_SMOOTH,5s,FLAT,DOWN
2025-09-17,12,15,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-09-18,5,6,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-09-19,0,1,78,UP_SMOOTH,5s,UP,ABSTAIN
2025-09-30,0,2,84,DOWN_SMOOTH,5s,DOWN,ABSTAIN
2025-10-01,11,12,276,UP_SMOOTH,5s,UP,ABSTAIN
2025-10-02,9,12,276,UP_CHOPPY,5s,UP,DOWN
2025-10-03,10,12,168,DOWN_SMOOTH,5s,DOWN,ABSTAIN
2025-10-05,0,1,108,UP_SMOOTH,5s,UP,ABSTAIN
2025-10-06,13,10,276,FLAT_CHOPPY,5s,FLAT,UP
2025-10-07,15,11,276,FLAT_CHOPPY,5s,FLAT,UP
2025-10-08,8,3,276,UP_SMOOTH,5s,UP,UP
2025-10-09,15,16,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-10-10,33,34,168,DOWN_SMOOTH,5s,DOWN,ABSTAIN
2025-10-12,10,6,108,UP_SMOOTH,5s,UP,UP
2025-10-13,36,27,276,FLAT_CHOPPY,5s,FLAT,UP
2025-10-14,40,36,276,FLAT_CHOPPY,5s,FLAT,UP
2025-10-15,40,22,276,FLAT_CHOPPY,5s,FLAT,UP
2025-10-16,37,50,276,DOWN_CHOPPY,5s,DOWN,DOWN
2025-10-17,43,49,168,UP_SMOOTH,5s,UP,DOWN
2025-10-19,3,5,108,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-10-20,7,11,276,UP_CHOPPY,5s,UP,DOWN
2025-10-21,9,17,276,FLAT_SMOOTH,5s,FLAT,DOWN
2025-10-22,32,30,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-10-23,17,18,276,UP_SMOOTH,5s,UP,ABSTAIN
2025-10-24,9,11,168,UP_SMOOTH,5s,UP,ABSTAIN
2025-10-26,2,1,108,UP_SMOOTH,5s,UP,ABSTAIN
2025-10-27,8,12,276,UP_SMOOTH,5s,UP,DOWN
2025-10-28,9,13,276,UP_SMOOTH,5s,UP,DOWN
2025-10-29,32,35,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-10-30,37,31,276,FLAT_CHOPPY,5s,FLAT,UP
2025-10-31,15,20,168,FLAT_CHOPPY,5s,FLAT,DOWN
2025-11-02,0,4,108,FLAT_SMOOTH,5s,FLAT,DOWN
2025-11-03,20,20,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-11-04,42,35,276,DOWN_CHOPPY,5s,DOWN,UP
2025-11-05,23,25,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-11-06,36,40,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-11-07,41,37,168,FLAT_CHOPPY,5s,FLAT,UP
2025-11-09,10,3,108,UP_SMOOTH,5s,UP,UP
2025-11-10,30,17,276,UP_CHOPPY,5s,UP,UP
2025-11-11,23,16,276,FLAT_CHOPPY,5s,FLAT,UP
2025-11-12,26,21,276,FLAT_CHOPPY,5s,FLAT,UP
2025-11-13,42,46,276,DOWN_SMOOTH,5s,DOWN,DOWN
2025-11-14,47,57,168,FLAT_CHOPPY,5s,FLAT,DOWN
2025-11-16,6,5,108,UP_SMOOTH,5s,UP,ABSTAIN
2025-11-17,54,56,276,DOWN_SMOOTH,5s,DOWN,ABSTAIN
2025-11-18,64,58,276,FLAT_CHOPPY,5s,FLAT,UP
2025-11-19,52,41,276,UP_SMOOTH,5s,UP,UP
2025-11-20,57,65,276,DOWN_SMOOTH,5s,DOWN,DOWN
2025-11-21,63,65,168,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2025-11-23,8,8,108,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-11-24,28,39,276,UP_SMOOTH,5s,UP,DOWN
2025-11-25,21,28,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-11-26,23,18,276,FLAT_SMOOTH,5s,FLAT,UP
2025-11-27,2,2,165,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-11-28,12,10,57,UP_SMOOTH,5s,UP,ABSTAIN
2025-11-30,8,6,108,DOWN_SMOOTH,5s,DOWN,ABSTAIN
2025-12-01,25,22,276,FLAT_SMOOTH,5s,FLAT,UP
2025-12-02,17,25,276,UP_SMOOTH,5s,UP,DOWN
2025-12-03,13,28,276,FLAT_SMOOTH,5s,FLAT,DOWN
2025-12-04,18,14,276,FLAT_SMOOTH,5s,FLAT,UP
2025-12-05,16,18,168,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-12-07,0,2,108,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-12-08,20,14,276,FLAT_CHOPPY,5s,FLAT,UP
2025-12-09,13,17,276,FLAT_SMOOTH,5s,FLAT,DOWN
2025-12-10,31,40,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-12-11,22,37,276,FLAT_CHOPPY,5s,FLAT,DOWN
2025-12-12,31,34,168,DOWN_SMOOTH,5s,DOWN,DOWN
2025-12-14,1,2,108,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2025-12-15,24,33,276,DOWN_SMOOTH,5s,DOWN,DOWN
2025-12-16,29,27,276,UP_CHOPPY,5s,UP,ABSTAIN
2025-12-17,26,20,276,DOWN_CHOPPY,5s,DOWN,UP
2025-12-18,14,15,276,UP_CHOPPY,5s,UP,ABSTAIN
2025-12-19,2,2,78,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2026-01-01,0,0,108,UP_SMOOTH,5s,UP,ABSTAIN
2026-01-02,36,20,168,FLAT_CHOPPY,5s,FLAT,UP
2026-01-04,3,1,108,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2026-01-05,24,15,276,UP_CHOPPY,5s,UP,UP
2026-01-06,12,13,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2026-01-07,11,10,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2026-01-08,22,22,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2026-01-09,15,18,168,UP_SMOOTH,5s,UP,DOWN
2026-01-11,2,6,108,DOWN_SMOOTH,5s,DOWN,DOWN
2026-01-12,15,13,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2026-01-13,22,20,276,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2026-01-14,31,26,276,FLAT_CHOPPY,5s,FLAT,UP
2026-01-15,23,21,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2026-01-16,20,14,168,FLAT_CHOPPY,5s,FLAT,UP
2026-01-18,6,2,108,DOWN_SMOOTH,5s,DOWN,UP
2026-01-19,13,12,228,FLAT_SMOOTH,5s,FLAT,ABSTAIN
2026-01-20,34,48,276,FLAT_CHOPPY,5s,FLAT,DOWN
2026-01-21,41,50,276,UP_CHOPPY,5s,UP,DOWN
2026-01-22,18,20,276,UP_SMOOTH,5s,UP,ABSTAIN
2026-01-23,25,21,168,FLAT_CHOPPY,5s,FLAT,UP
2026-01-25,3,7,108,FLAT_CHOPPY,5s,FLAT,DOWN
2026-01-26,15,11,276,UP_SMOOTH,5s,UP,UP
2026-01-27,10,7,276,UP_SMOOTH,5s,UP,UP
2026-01-28,22,39,276,FLAT_CHOPPY,5s,FLAT,DOWN
2026-01-29,45,51,276,DOWN_SMOOTH,5s,DOWN,DOWN
2026-01-30,44,62,168,FLAT_CHOPPY,5s,FLAT,DOWN
2026-02-01,22,36,108,FLAT_CHOPPY,5s,FLAT,DOWN
2026-02-02,21,25,276,UP_SMOOTH,5s,UP,DOWN
2026-02-03,54,41,276,DOWN_SMOOTH,5s,DOWN,UP
2026-02-04,69,55,276,DOWN_CHOPPY,5s,DOWN,UP
2026-02-05,66,89,276,DOWN_CHOPPY,5s,DOWN,DOWN
2026-02-06,44,36,168,UP_SMOOTH,5s,UP,UP
2026-02-08,18,15,108,FLAT_SMOOTH,5s,FLAT,UP
2026-02-09,41,28,276,FLAT_CHOPPY,5s,FLAT,UP
2026-02-10,42,23,276,FLAT_SMOOTH,5s,FLAT,UP
2026-02-11,40,52,276,FLAT_CHOPPY,5s,FLAT,DOWN
2026-02-12,62,57,276,DOWN_SMOOTH,5s,DOWN,UP
2026-02-13,51,59,168,FLAT_CHOPPY,5s,FLAT,DOWN
2026-02-15,4,5,108,UP_SMOOTH,5s,UP,ABSTAIN
2026-02-16,16,24,228,DOWN_CHOPPY,5s,DOWN,DOWN
2026-02-17,55,53,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2026-02-18,48,33,276,FLAT_CHOPPY,5s,FLAT,UP
2026-02-19,44,48,276,FLAT_SMOOTH,5s,FLAT,DOWN
2026-02-20,45,42,168,FLAT_CHOPPY,5s,FLAT,UP
2026-02-22,12,15,108,DOWN_SMOOTH,5s,DOWN,DOWN
2026-02-23,35,33,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2026-02-24,32,34,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2026-02-25,20,27,276,UP_SMOOTH,5s,UP,DOWN
2026-02-26,41,29,276,FLAT_CHOPPY,5s,FLAT,UP
2026-02-27,37,52,168,FLAT_CHOPPY,5s,FLAT,DOWN
2026-03-01,23,23,108,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2026-03-02,59,84,276,FLAT_CHOPPY,5s,FLAT,DOWN
2026-03-03,116,97,276,FLAT_CHOPPY,5s,FLAT,UP
2026-03-04,70,69,276,UP_CHOPPY,5s,UP,ABSTAIN
2026-03-05,75,63,276,FLAT_CHOPPY,5s,FLAT,UP
2026-03-06,52,75,168,DOWN_SMOOTH,5s,DOWN,DOWN
2026-03-08,36,31,108,DOWN_SMOOTH,5s,DOWN,UP
2026-03-09,76,86,276,UP_SMOOTH,5s,UP,DOWN
2026-03-10,49,65,276,FLAT_CHOPPY,5s,FLAT,DOWN
2026-03-11,74,66,276,FLAT_CHOPPY,5s,FLAT,UP
2026-03-12,51,66,276,DOWN_CHOPPY,5s,DOWN,DOWN
2026-03-13,55,45,168,FLAT_CHOPPY,5s,FLAT,UP
2026-03-15,14,12,108,UP_SMOOTH,5s,UP,ABSTAIN
2026-03-16,41,43,276,FLAT_CHOPPY,5s,FLAT,ABSTAIN
2026-03-17,31,23,276,UP_SMOOTH,5s,UP,UP
2026-03-18,31,28,276,DOWN_SMOOTH,5s,DOWN,UP
2026-03-19,40,36,276,FLAT_CHOPPY,5s,FLAT,UP
2026-03-20,15,7,78,DOWN_SMOOTH,5s,DOWN,UP
2025-01-01,2,3,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-01-02,40,39,276,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-01-03,16,16,168,UP_SMOOTH,1m,UP,ABSTAIN
2025-01-05,1,0,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-01-06,20,21,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-01-07,24,25,276,DOWN_SMOOTH,1m,DOWN,ABSTAIN
2025-01-08,36,46,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-01-09,2,8,186,FLAT_SMOOTH,1m,FLAT,DOWN
2025-01-10,35,41,168,DOWN_CHOPPY,1m,DOWN,DOWN
2025-01-12,1,4,108,DOWN_SMOOTH,1m,DOWN,DOWN
2025-01-13,36,34,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-01-14,35,35,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-01-15,15,24,276,UP_SMOOTH,1m,UP,DOWN
2025-01-16,21,27,276,DOWN_CHOPPY,1m,DOWN,DOWN
2025-01-17,18,13,168,UP_SMOOTH,1m,UP,UP
2025-01-19,2,1,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-01-20,18,18,228,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-01-21,12,15,276,UP_CHOPPY,1m,UP,DOWN
2025-01-22,8,9,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-01-23,8,2,276,FLAT_SMOOTH,1m,FLAT,UP
2025-01-24,6,12,168,FLAT_CHOPPY,1m,FLAT,DOWN
2025-01-26,3,19,108,DOWN_SMOOTH,1m,DOWN,DOWN
2025-01-27,68,76,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-01-28,21,14,276,UP_SMOOTH,1m,UP,UP
