**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

date,pick_time_utc,direction,price,snap,mfe_dollars,mae_dollars,rr,is_winner,z_15s,z_1m,z_15m,z_1h_high,z_1h_low,z_1h_close,slope_15s_3m,slope_15s_10m,slope_1m_10m,slope_15m_5m,slope_15m_15m,slope_15m_decel,curv_15m,band_width,band_rank_60,sigma_15m_rank_60,slope_15s_flipped_dn,slope_15s_flipped_up,align_up_count,align_down_count,align_state,crm_stack,dist_15s_1m,dist_1m_15m,dist_15s_15m,fan_width,fan_change_10m,bars_since_15s_x_1m_up,bars_since_15s_x_1m_dn,bars_since_1m_x_15m_up,bars_since_1m_x_15m_dn,bars_since_px_x_15m_up,bars_since_px_x_15m_dn,dist_15s_to_Mh_sigma,near_1h_Mh,above_1h_Mh,dist_15s_to_Ml_sigma,near_1h_Ml,below_1h_Ml,bars_since_15s_x_Mh_up,bars_since_15s_x_Mh_dn,bars_since_15s_x_Ml_up,bars_since_15s_x_Ml_dn,dist_15m_to_Mh_sigma,15m_near_1h_Mh,15m_above_1h_Mh,dist_15m_to_Ml_sigma,15m_near_1h_Ml,15m_below_1h_Ml,bars_since_15m_x_Mh_up,bars_since_15m_x_Mh_dn,bars_since_15m_x_Ml_up,bars_since_15m_x_Ml_dn,bars_since_any_cross_up,bars_since_any_cross_dn,align_matches_dir,align_against_dir,v6_fires_short,v6_fires_long,compression_short,compression_long,structural_short,structural_long
2025-01-06,2025-01-08 19:03:00,LONG,21311.75,H,265.0,12.5,21.2,1,-0.572,-0.533,-0.256,-4.129,0.13,-0.968,0.925,-2.8,-4.13,-0.554,-0.185,-0.369,-0.0369,113.17,0.933,0.683,0,1,0,3,FULL_DOWN,15m>1m>15s,-0.256,-0.102,-0.176,0.533,-0.033,22,18,51,1,61,11,-3.921,0,0,0.196,1,0,545,462,3,6,-3.463,0,0,0.34,1,0,468,453,48,93,22,1,0,1,0,0,0,0,0,0
2025-01-06,2025-01-08 19:28:00,SHORT,21415.75,L,234.0,21.5,10.883720930232558,1,3.496,2.396,1.58,0.627,1.626,1.079,3.467,4.319,2.222,0.0,-0.036,0.036,0.0036,113.17,0.517,0.267,0,0,2,0,STRONG_UP,15s>1m>15m,0.85,0.764,1.054,2.668,0.195,8,10,18,26,23,36,-0.743,0,0,1.195,0,0,570,487,28,31,-3.485,0,0,0.333,1,0,493,478,73,118,8,10,0,1,0,0,0,0,1,0
2025-01-06,2025-01-08 19:30:00,SHORT,21418.25,H,214.0,2.5,85.6,1,-1.016,0.127,0.808,-0.928,1.137,0.409,6.208,4.292,2.48,1.367,0.456,0.911,0.0911,113.17,0.483,0.983,0,0,3,0,FULL_UP,15s>1m>15m,0.889,0.767,1.052,2.708,0.146,10,12,20,28,25,38,-0.238,1,0,1.354,0,0,572,489,30,33,-3.21,0,0,0.419,1,0,495,480,75,120,10,12,0,1,0,0,0,0,0,0
2025-01-06,2025-01-08 21:38:00,LONG,21333.0,H,4.0,53.0,0.07547169811320754,0,-1.411,-2.679,-1.205,-3.472,0.421,-0.725,-7.346,-1.442,-0.21,0.0,-0.11,0.11,0.011,124.73,0.35,0.0,0,0,0,3,FULL_DOWN,1m>15m>15s,-0.823,0.094,-0.305,1.222,-0.144,10,2,37,38,14,4,-2.508,0,0,0.788,0,0,700,617,158,161,-2.182,0,0,0.912,0,0,623,608,203,248,10,2,0,1,0,0,0,0,0,0
2025-01-06,2025-01-08 23:33:00,SHORT,21338.0,H,105.5,14.5,7.275862068965517,1,-0.952,-0.961,-0.125,-2.546,1.008,-0.162,-1.238,0.099,0.423,-1.283,-0.428,-0.856,-0.0856,129.38,0.433,0.0,0,0,2,1,DIVERGENT,1m>15s>15m,-0.336,0.073,0.004,0.413,-0.008,21,0,3,53,3,2,-2.466,0,0,1.042,0,0,755,672,213,216,-2.469,0,0,1.041,0,0,678,663,258,303,3,0,0,1,0,0,0,0,0,0
2025-01-06,2025-01-09 00:36:00,LONG,21285.25,L,78.0,29.0,2.689655172413793,1,-0.439,-1.133,-2.094,-4.009,0.483,-1.203,-1.796,-2.435,-0.698,0.0,-0.312,0.312,0.0312,130.33,0.383,0.883,0,0,0,3,FULL_DOWN,15m>1m>15s,-0.996,-1.486,-2.021,4.503,-0.24,14,6,66,51,61,54,-3.95,0,0,0.521,0,0,818,735,276,279,-2.328,0,0,1.569,0,0,741,726,321,366,14,6,0,1,0,0,0,0,0,0
2025-01-06,2025-01-09 00:43:00,LONG,21279.0,L,92.0,5.5,16.727272727272727,1,1.266,-0.366,-2.276,-4.155,0.389,-1.303,-1.508,-1.61,-1.94,0.0,-0.312,0.312,0.0312,130.33,0.267,0.767,0,0,0,3,FULL_DOWN,15m>1m>15s,-1.112,-2.163,-2.508,5.782,-0.162,21,13,73,58,68,61,-4.341,0,0,0.268,1,0,825,742,283,286,-2.328,0,0,1.569,0,0,748,733,328,373,21,13,0,1,0,0,0,0,0,0
2025-01-06,2025-01-09 02:56:00,SHORT,21345.75,H,59.0,9.0,6.555555555555555,1,2.872,1.001,1.702,-1.164,1.768,0.28,0.042,-0.052,0.31,0.0,0.042,-0.042,-0.0042,111.31,0.0,0.5,0,0,1,1,DIVERGENT,1m>15s>15m,-0.157,1.549,1.525,3.232,-0.074,17,2,54,57,55,60,-1.25,0,0,1.696,0,0,958,875,416,419,-1.995,0,0,1.078,0,0,881,866,461,506,17,2,0,0,0,0,0,0,0,0
2025-06-06,2025-06-06 00:15:00,LONG,21570.75,L,4.5,70.5,0.06382978723404255,0,-4.907,-0.839,1.083,-1.488,-0.594,-0.994,-0.329,1.37,1.525,-0.108,-0.036,-0.072,-0.0072,131.77,0.0,0.0,1,0,2,0,STRONG_UP,15s>1m>15m,0.661,1.362,1.582,3.605,0.131,11,,,,,,-1.402,0,0,-0.493,1,1,,,,,-1.673,0,0,-0.812,0,1,,,,,11,,1,0,0,0,0,1,0,1
2025-06-06,2025-06-06 13:48:00,SHORT,21837.75,L,166.5,30.0,5.55,1,0.271,1.062,2.001,3.52,6.468,4.149,4.017,6.036,2.997,2.771,0.924,1.847,0.1847,45.33,0.183,0.933,0,0,3,0,FULL_UP,15s>1m>15m,0.98,1.558,1.967,4.506,0.187,9,13,77,87,78,79,3.477,0,1,6.405,0,0,440,444,609,619,0.993,0,1,2.758,0,0,423,,588,,9,13,0,1,0,0,1,0,1,0
2025-06-06,2025-06-06 13:55:00,SHORT,21818.0,L,148.5,19.5,7.615384615384615,1,-3.493,-2.193,1.591,3.003,5.709,3.584,-1.092,1.309,3.543,0.0,0.924,-0.924,-0.0924,45.33,0.067,0.817,1,0,3,0,FULL_UP,15s>1m>15m,0.335,1.931,1.983,4.249,-0.001,16,20,84,94,85,86,3.497,0,1,6.435,0,0,447,451,616,626,0.993,0,1,2.758,0,0,430,,595,,16,20,0,1,1,0,1,0,1,0
2025-06-06,2025-06-06 17:04:00,SHORT,21751.25,L,53.0,1.5,35.333333333333336,1,-0.829,-0.031,-1.702,0.076,1.584,0.488,3.575,-0.625,-1.23,-1.417,-0.472,-0.944,-0.0944,70.69,0.917,0.917,0,1,0,3,FULL_DOWN,15m>15s>1m,0.278,-1.69,-1.579,3.547,0.072,0,45,62,60,55,49,0.118,1,1,1.656,0,0,2,4,805,815,0.65,0,1,2.574,0,0,619,,784,,0,45,1,0,0,1,0,0,0,0
2025-06-06,2025-06-06 17:07:00,LONG,21736.5,L,211.0,17.5,12.057142857142857,1,-3.782,-1.244,-2.206,-0.094,1.291,0.288,-0.433,1.058,-0.63,0.0,-0.472,0.472,0.0472,70.69,0.867,0.867,1,0,1,2,DIVERGENT,15m>15s>1m,0.488,-1.788,-1.625,3.901,0.252,3,48,65,63,58,52,0.102,1,1,1.63,0,0,5,7,808,818,0.65,0,1,2.574,0,0,622,,787,,3,48,0,1,0,0,0,0,0,0
2025-06-06,2025-06-06 18:35:00,SHORT,21856.5,L,125.0,11.5,10.869565217391305,1,1.619,1.527,2.021,1.252,3.573,1.779,2.975,0.035,-0.133,0.0,0.297,-0.297,-0.0297,76.38,0.4,0.9,0,0,1,1,DIVERGENT,15s>1m>15m,0.515,1.635,1.765,3.914,-0.068,1,8,56,151,65,71,1.154,0,1,3.413,0,0,81,84,896,906,0.481,1,1,2.306,0,0,710,,875,,1,8,0,0,0,0,0,0,1,0
2025-09-08,2025-09-08 04:55:00,LONG,23728.25,L,39.0,8.5,4.588235294117647,1,-2.525,-2.564,-2.038,-2.789,-0.04,-1.852,-0.604,-0.126,-0.483,0.0,-0.218,0.218,0.0218,41.83,0.0,0.0,0,0,0,3,FULL_DOWN,15m>1m>15s,-0.397,-1.395,-1.495,3.288,-0.002,29,17,85,65,75,73,-2.453,0,0,0.088,1,0,192,181,,,-1.531,0,0,0.437,1,0,,,,,29,17,0,1,0,0,0,1,0,0
2025-09-08,2025-09-08 03:33:00,SHORT,23758.75,H,46.0,7.5,6.133333333333334,1,0.381,-0.198,0.002,-1.03,0.63,-0.003,-0.575,-0.045,0.037,-0.446,-0.149,-0.297,-0.0297,45.75,0.0,0.0,0,0,0,1,FLAT,1m>15m>15s,-0.545,0.026,-0.04,0.611,-0.024,9,2,3,90,0,1,-1.062,0,0,0.618,0,0,110,99,,,-1.031,0,0,0.629,0,0,,,,,0,1,0,0,0,0,0,0,0,0
2025-09-08,2025-09-08 07:24:00,SHORT,23768.5,H,50.5,29.5,1.7118644067796611,0,-2.748,-1.472,1.883,0.004,1.147,1.005,-0.367,0.256,0.965,0.0,0.144,-0.144,-0.0144,37.25,0.0,0.833,1,0,3,0,FULL_UP,15s>1m>15m,0.345,2.37,2.484,5.198,-0.107,19,26,72,214,81,124,0.475,1,1,1.366,0,0,12,330,,,-1.475,0,0,0.459,1,0,,,,,19,26,0,1,1,0,1,0,0,0
2025-09-08,2025-09-08 04:58:00,LONG,23733.25,L,30.5,9.5,3.210526315789474,1,0.719,-0.473,-1.622,-2.532,0.058,-1.587,-0.846,-0.439,-0.392,0.0,-0.218,0.218,0.0218,41.83,0.0,0.0,0,0,0,3,FULL_DOWN,15m>1m>15s,-0.932,-1.482,-1.759,4.173,-0.11,32,20,88,68,78,76,-2.616,0,0,0.026,1,0,195,184,,,-1.531,0,0,0.437,1,0,,,,,32,20,0,1,0,0,0,0,0,0
