**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

tf,c1,c2,pearson,category,predicted_sign,hypothesis
15m,reversion_prob_w,swing_noise_w,0.01132178846226071,PREDICTED_UNKNOWN_SIGN,?,reversion_vs_swing_noise
1h,price_velocity_1b,price_accel_1b,0.711016326537443,UNPREDICTED_HIGH,,
1h,price_velocity_1b,body,0.9521073828479844,AGREES_AS_PREDICTED,+,body_is_velocity
1h,price_velocity_1b,price_accel_w,0.7014671485970441,UNPREDICTED_HIGH,,
1h,price_velocity_1b,z_se_w,0.5581011729186135,UNPREDICTED_HIGH,,
1h,price_velocity_1b,z_low_w,0.3103542583747722,UNPREDICTED_HIGH,,
1h,price_accel_1b,body,0.6846091260896402,UNPREDICTED_HIGH,,
1h,price_accel_1b,price_accel_w,0.5071771546744718,UNPREDICTED_HIGH,,
1h,vol_velocity_1b,vol_accel_1b,0.6778055998555155,UNPREDICTED_HIGH,,
1h,vol_velocity_1b,vol_accel_w,0.7108576512063862,UNPREDICTED_HIGH,,
1h,vol_velocity_1b,reversion_prob_w,-0.33456497046343053,UNPREDICTED_HIGH,,
1h,vol_accel_1b,vol_accel_w,0.4764971315084905,UNPREDICTED_HIGH,,
1h,bar_range,vol_velocity_w,0.5073846227251971,AGREES_AS_PREDICTED,+,abs_vol_velocity_vs_range
1h,bar_range,price_mean_w,-0.43070594898929304,UNPREDICTED_HIGH,,
1h,bar_range,price_sigma_w,0.4011440357979032,UNPREDICTED_HIGH,,
1h,bar_range,vol_mean_w,0.3225625365283884,AGREES_AS_PREDICTED,+,range_tracks_volume
1h,bar_range,vol_sigma_w,0.3366915785522666,UNPREDICTED_HIGH,,
1h,bar_range,vwap_w,-0.43077717150986067,UNPREDICTED_HIGH,,
1h,bar_range,SE_high_w,0.408415430180043,UNPREDICTED_HIGH,,
1h,bar_range,SE_low_w,0.40372936140292065,UNPREDICTED_HIGH,,
1h,bar_range,reversion_prob_w,-0.38553725584245185,UNPREDICTED_HIGH,,
1h,bar_range,swing_noise_w,0.532000537121949,AGREES_AS_PREDICTED,+,swing_noise_vs_range
1h,body,price_accel_w,0.6713228907724903,UNPREDICTED_HIGH,,
1h,body,z_se_w,0.5654900497763535,UNPREDICTED_HIGH,,
1h,body,z_low_w,0.300730989613554,UNPREDICTED_HIGH,,
1h,price_velocity_w,price_accel_w,0.1950764614674141,PREDICTED_UNKNOWN_SIGN,?,accel_vs_velocity
1h,price_velocity_w,vol_velocity_w,-0.04729332397896635,PREDICTED_UNKNOWN_SIGN,?,vol_kinetic_drives_price
1h,price_velocity_w,price_sigma_w,0.10978125345695618,PREDICTED_UNKNOWN_SIGN,?,velocity_kills_variation
1h,price_velocity_w,vol_mean_w,-0.10907586504956335,PREDICTED_SIGN_WRONG,+,velocity_needs_volume
1h,price_accel_w,z_se_w,0.3986041791039584,UNPREDICTED_HIGH,,
1h,vol_velocity_w,vol_accel_w,0.2944900174979945,PREDICTED_UNKNOWN_SIGN,?,vol_accel_vs_vol_velocity
1h,vol_accel_w,vol_mean_w,-0.33438598541563075,UNPREDICTED_HIGH,,
1h,price_mean_w,price_sigma_w,-0.43517832395846046,UNPREDICTED_HIGH,,
1h,price_mean_w,vol_mean_w,-0.35652867733338317,UNPREDICTED_HIGH,,
1h,price_mean_w,vwap_w,0.999450205919362,AGREES_AS_PREDICTED,+,vwap_vs_price_mean
1h,price_mean_w,SE_high_w,-0.47766563986288574,UNPREDICTED_HIGH,,
1h,price_mean_w,SE_low_w,-0.45222216140910726,UNPREDICTED_HIGH,,
1h,price_mean_w,swing_noise_w,-0.6033709788512654,UNPREDICTED_HIGH,,
1h,price_sigma_w,vol_mean_w,0.5383345728191199,UNPREDICTED_HIGH,,
1h,price_sigma_w,vol_sigma_w,0.4211440539639131,UNPREDICTED_HIGH,,
1h,price_sigma_w,vwap_w,-0.43001178368534504,UNPREDICTED_HIGH,,
1h,price_sigma_w,SE_high_w,0.8706911521254592,UNPREDICTED_HIGH,,
1h,price_sigma_w,SE_low_w,0.8629144093899932,UNPREDICTED_HIGH,,
1h,price_sigma_w,swing_noise_w,0.7153911295956421,UNPREDICTED_HIGH,,
1h,vol_mean_w,vol_sigma_w,0.9045243236798673,AGREES_AS_PREDICTED,+,vol_mean_vs_sigma
1h,vol_mean_w,vwap_w,-0.3587842014514774,UNPREDICTED_HIGH,,
1h,vol_mean_w,SE_high_w,0.5245029210444585,UNPREDICTED_HIGH,,
1h,vol_mean_w,SE_low_w,0.5526532060655523,UNPREDICTED_HIGH,,
1h,vol_mean_w,swing_noise_w,0.45627234612595413,UNPREDICTED_HIGH,,
1h,vol_sigma_w,SE_high_w,0.4192129555945322,UNPREDICTED_HIGH,,
1h,vol_sigma_w,SE_low_w,0.44637738824045686,UNPREDICTED_HIGH,,
1h,vol_sigma_w,swing_noise_w,0.34973765071154983,UNPREDICTED_HIGH,,
1h,vwap_w,SE_high_w,-0.4705116832143224,UNPREDICTED_HIGH,,
1h,vwap_w,SE_low_w,-0.44914180458886577,UNPREDICTED_HIGH,,
1h,vwap_w,swing_noise_w,-0.6012748091714543,UNPREDICTED_HIGH,,
1h,z_se_w,z_high_w,0.7898067674085361,UNPREDICTED_HIGH,,
1h,z_se_w,z_low_w,0.8067898132187618,UNPREDICTED_HIGH,,
1h,z_high_w,z_low_w,0.7119505451636856,AGREES_AS_PREDICTED,+,z_high_low_symmetry
1h,SE_high_w,SE_low_w,0.8971188907131493,AGREES_AS_PREDICTED,+,SE_symmetry
1h,SE_high_w,swing_noise_w,0.7046196912506201,UNPREDICTED_HIGH,,
1h,SE_low_w,swing_noise_w,0.7126425467318172,UNPREDICTED_HIGH,,
1h,hurst_w,reversion_prob_w,0.06425787770762324,PREDICTED_SIGN_WRONG,-,chop_vs_trend
1h,hurst_w,swing_noise_w,0.20946828517555485,PREDICTED_SIGN_WRONG,-,hurst_vs_swing_noise
1h,reversion_prob_w,swing_noise_w,0.001423317635150645,PREDICTED_UNKNOWN_SIGN,?,reversion_vs_swing_noise
4h,price_velocity_1b,price_accel_1b,0.6951116228319923,UNPREDICTED_HIGH,,
4h,price_velocity_1b,body,0.9476125925142863,AGREES_AS_PREDICTED,+,body_is_velocity
4h,price_velocity_1b,price_accel_w,0.7305029688362635,UNPREDICTED_HIGH,,
4h,price_velocity_1b,z_se_w,0.5253646361309934,UNPREDICTED_HIGH,,
4h,price_accel_1b,body,0.6652816681582631,UNPREDICTED_HIGH,,
4h,price_accel_1b,price_accel_w,0.4496975338138899,UNPREDICTED_HIGH,,
4h,vol_velocity_1b,vol_accel_1b,0.7263028940297902,UNPREDICTED_HIGH,,
4h,vol_velocity_1b,bar_range,0.3507738692023705,UNPREDICTED_HIGH,,
4h,vol_velocity_1b,vol_accel_w,0.547584361318027,UNPREDICTED_HIGH,,
4h,vol_accel_1b,vol_accel_w,0.3181332877087443,UNPREDICTED_HIGH,,
4h,bar_range,vol_velocity_w,0.3133353986365005,AGREES_AS_PREDICTED,+,abs_vol_velocity_vs_range
4h,bar_range,price_mean_w,-0.4387099481282788,UNPREDICTED_HIGH,,
4h,bar_range,price_sigma_w,0.45751613764551063,UNPREDICTED_HIGH,,
4h,bar_range,vol_mean_w,0.43954516388442016,AGREES_AS_PREDICTED,+,range_tracks_volume
4h,bar_range,vol_sigma_w,0.3920197208345583,UNPREDICTED_HIGH,,
4h,bar_range,vwap_w,-0.43896852318349294,UNPREDICTED_HIGH,,
4h,bar_range,z_se_w,-0.051342959499036306,PREDICTED_SIGN_WRONG,+,z_extreme_wide_bars
4h,bar_range,SE_high_w,0.4444710270821752,UNPREDICTED_HIGH,,
4h,bar_range,SE_low_w,0.42712986186518376,UNPREDICTED_HIGH,,
4h,bar_range,swing_noise_w,0.4975713047655394,AGREES_AS_PREDICTED,+,swing_noise_vs_range
4h,body,price_accel_w,0.6908502439169929,UNPREDICTED_HIGH,,
4h,body,z_se_w,0.504742176738016,UNPREDICTED_HIGH,,
4h,price_velocity_w,price_accel_w,0.16560216934195304,PREDICTED_UNKNOWN_SIGN,?,accel_vs_velocity
4h,price_velocity_w,vol_velocity_w,-0.13694458603431076,PREDICTED_UNKNOWN_SIGN,?,vol_kinetic_drives_price
4h,price_velocity_w,price_sigma_w,-0.057210596930325264,PREDICTED_UNKNOWN_SIGN,?,velocity_kills_variation
4h,price_velocity_w,vol_mean_w,-0.26960585903158046,PREDICTED_SIGN_WRONG,+,velocity_needs_volume
4h,price_accel_w,z_se_w,0.3537951749811444,UNPREDICTED_HIGH,,
4h,vol_velocity_w,vol_accel_w,0.6375062962894352,PREDICTED_UNKNOWN_SIGN,?,vol_accel_vs_vol_velocity
4h,price_mean_w,price_sigma_w,-0.5586823340038956,UNPREDICTED_HIGH,,
4h,price_mean_w,vol_mean_w,-0.6283989098517659,UNPREDICTED_HIGH,,
4h,price_mean_w,vol_sigma_w,-0.5766631249533087,UNPREDICTED_HIGH,,
4h,price_mean_w,vwap_w,0.9992267759966179,AGREES_AS_PREDICTED,+,vwap_vs_price_mean
4h,price_mean_w,SE_high_w,-0.567020766850302,UNPREDICTED_HIGH,,
4h,price_mean_w,SE_low_w,-0.5680573609759362,UNPREDICTED_HIGH,,
4h,price_mean_w,swing_noise_w,-0.6739607663779758,UNPREDICTED_HIGH,,
4h,price_sigma_w,vol_mean_w,0.5935448439231121,UNPREDICTED_HIGH,,
4h,price_sigma_w,vol_sigma_w,0.5213940392236819,UNPREDICTED_HIGH,,
4h,price_sigma_w,vwap_w,-0.5513955074816799,UNPREDICTED_HIGH,,
4h,price_sigma_w,SE_high_w,0.8790737151298472,UNPREDICTED_HIGH,,
4h,price_sigma_w,SE_low_w,0.8629073427774384,UNPREDICTED_HIGH,,
4h,price_sigma_w,swing_noise_w,0.8390939597927727,UNPREDICTED_HIGH,,
4h,vol_mean_w,vol_sigma_w,0.9357686014811624,AGREES_AS_PREDICTED,+,vol_mean_vs_sigma
4h,vol_mean_w,vwap_w,-0.6375959030258754,UNPREDICTED_HIGH,,
4h,vol_mean_w,SE_high_w,0.5885175097137983,UNPREDICTED_HIGH,,
4h,vol_mean_w,SE_low_w,0.6189840318569022,UNPREDICTED_HIGH,,
4h,vol_mean_w,swing_noise_w,0.699049721113785,UNPREDICTED_HIGH,,
4h,vol_sigma_w,vwap_w,-0.5854184187188722,UNPREDICTED_HIGH,,
4h,vol_sigma_w,SE_high_w,0.5089988166662246,UNPREDICTED_HIGH,,
4h,vol_sigma_w,SE_low_w,0.5395095196409985,UNPREDICTED_HIGH,,
4h,vol_sigma_w,swing_noise_w,0.6280618862491923,UNPREDICTED_HIGH,,
4h,vwap_w,SE_high_w,-0.5588176635992094,UNPREDICTED_HIGH,,
4h,vwap_w,SE_low_w,-0.5629661687039427,UNPREDICTED_HIGH,,
4h,vwap_w,swing_noise_w,-0.6723616695960255,UNPREDICTED_HIGH,,
4h,z_se_w,z_high_w,0.8451168826323503,UNPREDICTED_HIGH,,
4h,z_se_w,z_low_w,0.8665531229904262,UNPREDICTED_HIGH,,
4h,z_high_w,z_low_w,0.7528942479368033,AGREES_AS_PREDICTED,+,z_high_low_symmetry
4h,SE_high_w,SE_low_w,0.9673645882071,AGREES_AS_PREDICTED,+,SE_symmetry
4h,SE_high_w,swing_noise_w,0.7937625905758089,UNPREDICTED_HIGH,,
4h,SE_low_w,swing_noise_w,0.8101597640306915,UNPREDICTED_HIGH,,
4h,hurst_w,swing_noise_w,-0.1213157852070788,AGREES_AS_PREDICTED,-,hurst_vs_swing_noise
4h,reversion_prob_w,swing_noise_w,0.007569629327884897,PREDICTED_UNKNOWN_SIGN,?,reversion_vs_swing_noise
1D,price_velocity_1b,price_accel_1b,0.8107261084359166,UNPREDICTED_HIGH,,
1D,price_velocity_1b,body,0.9540877845627693,AGREES_AS_PREDICTED,+,body_is_velocity
1D,price_velocity_1b,price_velocity_w,0.3509954709533261,UNPREDICTED_HIGH,,
1D,price_velocity_1b,price_accel_w,0.6320245927479186,UNPREDICTED_HIGH,,
1D,price_velocity_1b,z_se_w,0.583893123197323,UNPREDICTED_HIGH,,
1D,price_accel_1b,body,0.821878228037122,UNPREDICTED_HIGH,,
1D,price_accel_1b,price_accel_w,0.41990021596333216,UNPREDICTED_HIGH,,
1D,price_accel_1b,z_se_w,0.43068247908864493,UNPREDICTED_HIGH,,
1D,vol_velocity_1b,vol_accel_1b,0.8359350686311882,UNPREDICTED_HIGH,,
1D,vol_velocity_1b,bar_range,0.3301209840492166,UNPREDICTED_HIGH,,
1D,vol_velocity_1b,vol_velocity_w,0.4750824576336425,UNPREDICTED_HIGH,,
1D,vol_velocity_1b,vol_accel_w,0.8414163562028598,UNPREDICTED_HIGH,,
1D,vol_velocity_1b,z_high_w,0.39861899151843366,UNPREDICTED_HIGH,,
1D,vol_velocity_1b,z_low_w,-0.3211567919433179,UNPREDICTED_HIGH,,
1D,vol_accel_1b,vol_accel_w,0.6039870530105623,UNPREDICTED_HIGH,,
1D,vol_accel_1b,z_high_w,0.3078258610938229,UNPREDICTED_HIGH,,
1D,bar_range,price_accel_w,0.3122161731636495,UNPREDICTED_HIGH,,
1D,bar_range,vol_velocity_w,0.38685036436576825,AGREES_AS_PREDICTED,+,abs_vol_velocity_vs_range
1D,bar_range,price_mean_w,-0.5757970968606126,UNPREDICTED_HIGH,,
1D,bar_range,price_sigma_w,0.6622843866372925,UNPREDICTED_HIGH,,
1D,bar_range,vol_mean_w,0.5815550506525711,AGREES_AS_PREDICTED,+,range_tracks_volume
1D,bar_range,vol_sigma_w,0.6026928197103886,UNPREDICTED_HIGH,,
1D,bar_range,vwap_w,-0.5669148167079132,UNPREDICTED_HIGH,,
1D,bar_range,z_se_w,0.10376371158965418,AGREES_AS_PREDICTED,+,z_extreme_wide_bars
1D,bar_range,SE_high_w,0.6964439591369682,UNPREDICTED_HIGH,,
1D,bar_range,SE_low_w,0.5644669472301331,UNPREDICTED_HIGH,,
1D,bar_range,swing_noise_w,0.5080407554274677,AGREES_AS_PREDICTED,+,swing_noise_vs_range
1D,body,price_accel_w,0.6126881465827352,UNPREDICTED_HIGH,,
1D,body,z_se_w,0.5589584717495364,UNPREDICTED_HIGH,,
1D,price_velocity_w,price_accel_w,0.2644473867522026,PREDICTED_UNKNOWN_SIGN,?,accel_vs_velocity
1D,price_velocity_w,vol_velocity_w,-0.3050209455724692,PREDICTED_UNKNOWN_SIGN,?,vol_kinetic_drives_price
1D,price_velocity_w,price_sigma_w,-0.16186343749104204,PREDICTED_UNKNOWN_SIGN,?,velocity_kills_variation
1D,price_velocity_w,vol_mean_w,-0.3058918888195659,PREDICTED_SIGN_WRONG,+,velocity_needs_volume
1D,price_velocity_w,vol_sigma_w,-0.3456717108753558,UNPREDICTED_HIGH,,
1D,price_accel_w,z_se_w,0.45871868108371006,UNPREDICTED_HIGH,,
1D,vol_velocity_w,vol_accel_w,0.6458894153172463,PREDICTED_UNKNOWN_SIGN,?,vol_accel_vs_vol_velocity
1D,vol_accel_w,z_high_w,0.3490276870663109,UNPREDICTED_HIGH,,
1D,vol_accel_w,z_low_w,-0.3012631585809903,UNPREDICTED_HIGH,,
1D,price_mean_w,price_sigma_w,-0.5674996328063796,UNPREDICTED_HIGH,,
1D,price_mean_w,vol_mean_w,-0.6676561688297636,UNPREDICTED_HIGH,,
1D,price_mean_w,vol_sigma_w,-0.6997493263634138,UNPREDICTED_HIGH,,
1D,price_mean_w,vwap_w,0.9987066942373385,AGREES_AS_PREDICTED,+,vwap_vs_price_mean
1D,price_mean_w,SE_high_w,-0.49403414677817475,UNPREDICTED_HIGH,,
1D,price_mean_w,SE_low_w,-0.6434066680555093,UNPREDICTED_HIGH,,
1D,price_mean_w,swing_noise_w,-0.8414355539211332,UNPREDICTED_HIGH,,
1D,price_sigma_w,vol_mean_w,0.6377019139423572,UNPREDICTED_HIGH,,
1D,price_sigma_w,vol_sigma_w,0.6257290135624523,UNPREDICTED_HIGH,,
1D,price_sigma_w,vwap_w,-0.5500345710904546,UNPREDICTED_HIGH,,
1D,price_sigma_w,SE_high_w,0.806556838941756,UNPREDICTED_HIGH,,
1D,price_sigma_w,SE_low_w,0.6326238304894988,UNPREDICTED_HIGH,,
1D,price_sigma_w,swing_noise_w,0.566462678208071,UNPREDICTED_HIGH,,
1D,vol_mean_w,vol_sigma_w,0.8485032609680434,AGREES_AS_PREDICTED,+,vol_mean_vs_sigma
1D,vol_mean_w,vwap_w,-0.6739567892580243,UNPREDICTED_HIGH,,
1D,vol_mean_w,SE_high_w,0.5394924019618227,UNPREDICTED_HIGH,,
1D,vol_mean_w,SE_low_w,0.6591843361949928,UNPREDICTED_HIGH,,
1D,vol_mean_w,swing_noise_w,0.5546010275158767,UNPREDICTED_HIGH,,
1D,vol_sigma_w,vwap_w,-0.7064431619264905,UNPREDICTED_HIGH,,
1D,vol_sigma_w,SE_high_w,0.5510186675268199,UNPREDICTED_HIGH,,
1D,vol_sigma_w,SE_low_w,0.6572969589810072,UNPREDICTED_HIGH,,
1D,vol_sigma_w,swing_noise_w,0.5330737404707455,UNPREDICTED_HIGH,,
1D,vwap_w,SE_high_w,-0.4733939841169753,UNPREDICTED_HIGH,,
1D,vwap_w,SE_low_w,-0.62976018202939,UNPREDICTED_HIGH,,
1D,vwap_w,swing_noise_w,-0.837313621268307,UNPREDICTED_HIGH,,
1D,z_se_w,z_high_w,0.527525407458792,UNPREDICTED_HIGH,,
1D,z_se_w,z_low_w,0.46223448557343755,UNPREDICTED_HIGH,,
1D,z_high_w,z_low_w,0.2782454393435798,AGREES_AS_PREDICTED,+,z_high_low_symmetry
1D,SE_high_w,SE_low_w,0.7091522180077436,AGREES_AS_PREDICTED,+,SE_symmetry
1D,SE_high_w,swing_noise_w,0.4537418083079284,UNPREDICTED_HIGH,,
1D,SE_low_w,swing_noise_w,0.516804014850003,UNPREDICTED_HIGH,,
1D,hurst_w,reversion_prob_w,0.13100908503991254,PREDICTED_SIGN_WRONG,-,chop_vs_trend
1D,hurst_w,swing_noise_w,0.13100000745340631,PREDICTED_SIGN_WRONG,-,hurst_vs_swing_noise
1D,reversion_prob_w,swing_noise_w,-0.09866225283010323,PREDICTED_UNKNOWN_SIGN,?,reversion_vs_swing_noise
