**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

,price_velocity_1b,price_accel_1b,vol_velocity_1b,vol_accel_1b,bar_range,body,price_velocity_w,price_accel_w,vol_velocity_w,vol_accel_w,price_mean_w,price_sigma_w,vol_mean_w,vol_sigma_w,vwap_w,z_se_w,z_high_w,z_low_w,SE_high_w,SE_low_w,hurst_w,reversion_prob_w,swing_noise_w
price_velocity_1b,1.0,0.7128750781565866,-0.05169345019639817,-0.041066205176176325,-0.06126304485352304,0.9098114264135586,0.2924233540892793,0.6488033236991624,-0.04704695341522307,-0.047649781663968105,0.008641597910905597,-0.03909865340996134,-0.03263914163275952,-0.040601029131661096,0.008746043667775889,0.5576113982854218,0.34004004163526935,0.3488661557344514,0.02280026802150626,-0.0586049538661618,-0.005259833056450265,0.030097184558432584,-0.023363874385714536
price_accel_1b,0.7128750781565866,1.0,-0.04165296383947947,-0.0483217736698351,-0.0140005962633159,0.6271845034696073,0.0437544820114709,0.4543589470958435,-0.025807972488091965,-0.03364740681362267,0.004794112493226459,-0.009269895562076467,-0.02213478020191931,-0.023408822206422025,0.004783653811665334,0.23173661934575732,-0.003673720166287909,0.0031283414227674267,0.01298246602588722,-0.012815320383962455,-0.000378999890032431,0.01416758476027961,0.0018994244209917523
vol_velocity_1b,-0.05169345019639817,-0.04165296383947947,1.0,0.9174438316807711,0.2735069440750602,-0.058154785905422675,-0.02695260450172919,-0.031412040032962954,0.9152862209577716,0.9164904185206499,-0.003734601273426547,0.07377502957838858,0.6386805373437399,0.7533420672239876,-0.0037558089062008737,-0.008899682038941325,0.05836162972275598,-0.05911128445649417,0.057714602236054444,0.07548478337164576,0.010783774363222207,-0.08370052028776448,0.04880652126618199
vol_accel_1b,-0.041066205176176325,-0.0483217736698351,0.9174438316807711,1.0,0.21841621728399802,-0.04688710091120589,-0.026933376182007394,-0.021440467925758745,0.7610285530602473,0.8484968955308972,-0.0041499902933061035,0.05079909418879231,0.5216164002256318,0.6126588447514087,-0.004157040040358516,-0.002746688290453463,0.06582609534215621,-0.054456528928062735,0.03647397541734693,0.051403841428698076,0.007404401616395097,-0.07353903495732887,0.03361400150259857
bar_range,-0.06126304485352304,-0.0140005962633159,0.2735069440750602,0.21841621728399802,1.0,-0.06002070090395159,-0.08101612530848447,-0.023407522501546624,0.2427027968468097,0.25401281621482424,-0.32679137080297477,0.7038610472259762,0.560010445206676,0.4356762071739272,-0.3268620802734289,-0.008344623311952829,0.09204967444421165,-0.09766587592947193,0.6823278138601542,0.6950776485276517,0.06036531463364813,-0.1677380431440952,0.743160923976919
body,0.9098114264135586,0.6271845034696073,-0.058154785905422675,-0.04688710091120589,-0.06002070090395159,1.0,0.28521639979512015,0.5906262258305324,-0.05243296307427723,-0.054115248461919827,0.0057916681628644075,-0.028632699145293886,-0.032940022099222026,-0.04345735100250158,0.005896411381398599,0.45921297046428616,0.22987233455763328,0.24038028506303422,0.035269785344981895,-0.04968265673145006,-0.007470655037666719,0.030238441073993594,-0.012472066741214203
price_velocity_w,0.2924233540892793,0.0437544820114709,-0.02695260450172919,-0.026933376182007394,-0.08101612530848447,0.28521639979512015,1.0,0.19986469244539268,-0.03335498956056652,-0.03088689952595338,0.0071632541150906,-0.06530418178560546,-0.019554346481109163,-0.026051000858257813,0.007438292506138776,-0.03386779812022747,-0.05144909814462808,-0.04577187977140091,0.0024114810539148748,-0.10684247726576934,-0.011452301030256832,0.009346256456097496,-0.03690156725784688
price_accel_w,0.6488033236991624,0.4543589470958435,-0.031412040032962954,-0.021440467925758745,-0.023407522501546624,0.5906262258305324,0.19986469244539268,1.0,-0.025871765029631278,-0.02223165872548168,0.00886625562880934,-0.026406107538746285,-0.019273550143421834,-0.02902121073564616,0.008894814156638018,0.35092598648606654,0.21363488712996648,0.21534572898044638,0.015836922638935533,-0.025531320021037304,-0.009226369893160372,0.01614828702902019,-0.006758489073634908
vol_velocity_w,-0.04704695341522307,-0.025807972488091965,0.9152862209577716,0.7610285530602473,0.2427027968468097,-0.05243296307427723,-0.03335498956056652,-0.025871765029631278,1.0,0.8976008776553099,0.007515845421910767,0.1017987942300268,0.6467892041601758,0.7814413501156925,0.00747799317150757,-0.008382709685554171,0.029711086150756745,-0.03382530004537742,0.067330335024833,0.08305215327157586,0.0009536441570439806,-0.06893550930217811,0.018083662494095758
vol_accel_w,-0.047649781663968105,-0.03364740681362267,0.9164904185206499,0.8484968955308972,0.25401281621482424,-0.054115248461919827,-0.03088689952595338,-0.02223165872548168,0.8976008776553099,1.0,-0.007157582437213608,0.06649217544538343,0.566572725504729,0.6647485664514914,-0.007180795424973752,-0.007987012326475546,0.05371365964648724,-0.05500075694359755,0.049296305352946976,0.06401288058207302,0.015196650279029434,-0.0742051772445093,0.05167868228973273
