day,idx5s,ts,price,kind,prev_idx,next_idx,leg_in_pt,leg_out_pt
2026_02_18,14970,1771448080,24997.75,T,14505,15686,141.75,71.5
2026_02_18,15686,1771451680,24926.25,B,14970,15901,71.5,68.5
2026_02_19,305,1771460725,24916.25,B,7,897,57.75,78.5
2026_02_19,897,1771463685,24994.75,T,305,1191,78.5,57.0
2026_02_19,1191,1771465160,24937.75,B,897,2514,57.0,61.75
2026_02_19,2514,1771471860,24999.5,T,1191,3655,61.75,59.0
2026_02_19,3655,1771477665,24940.5,B,2514,5428,59.0,107.5
2026_02_19,5428,1771486651,25048.0,T,3655,5706,107.5,35.75
2026_02_19,5706,1771488085,25012.25,B,5428,5949,35.75,42.0
2026_02_19,5949,1771489300,25054.25,T,5706,6471,42.0,113.25
2026_02_19,6471,1771491915,24941.0,B,5949,6530,113.25,31.25
2026_02_19,6530,1771492210,24972.25,T,6471,6603,31.25,30.25
2026_02_19,6603,1771492575,24942.0,B,6530,6695,30.25,30.0
2026_02_19,6695,1771493035,24972.0,T,6603,7002,30.0,121.5
2026_02_19,7002,1771494570,24850.5,B,6695,7164,121.5,52.25
2026_02_19,7164,1771495380,24902.75,T,7002,7298,52.25,67.0
2026_02_19,7298,1771496050,24835.75,B,7164,7351,67.0,33.0
2026_02_19,7351,1771496315,24868.75,T,7298,7495,33.0,43.5
2026_02_19,7495,1771497035,24825.25,B,7351,7548,43.5,33.75
2026_02_19,7548,1771497300,24859.0,T,7495,7582,33.75,33.75
2026_02_19,7582,1771497470,24825.25,B,7548,7702,33.75,45.5
2026_02_19,7702,1771498070,24870.75,T,7582,7872,45.5,34.5
2026_02_19,7872,1771498920,24836.25,B,7702,8234,34.5,49.5
2026_02_19,8234,1771500730,24885.75,T,7872,8471,49.5,42.5
2026_02_19,8471,1771501915,24843.25,B,8234,8565,42.5,37.75
2026_02_19,8565,1771502385,24881.0,T,8471,8598,37.75,67.0
2026_02_19,8598,1771502550,24814.0,B,8565,8882,67.0,83.5
2026_02_19,8882,1771503970,24897.5,T,8598,9020,83.5,32.0
2026_02_19,9020,1771504660,24865.5,B,8882,9095,32.0,30.5
2026_02_19,9095,1771505035,24896.0,T,9020,9587,30.5,85.25
2026_02_19,9587,1771507500,24810.75,B,9095,9647,85.25,32.0
2026_02_19,9647,1771507800,24842.75,T,9587,9653,32.0,46.5
2026_02_19,9653,1771507830,24796.25,B,9647,9732,46.5,84.75
2026_02_19,9732,1771508225,24881.0,T,9653,9833,84.75,44.75
2026_02_19,9833,1771508730,24836.25,B,9732,9934,44.75,44.5
2026_02_19,9934,1771509235,24880.75,T,9833,10119,44.5,52.75
2026_02_19,10119,1771510160,24828.0,B,9934,10267,52.75,46.0
2026_02_19,10267,1771510900,24874.0,T,10119,10367,46.0,60.5
2026_02_19,10367,1771511400,24813.5,B,10267,10380,60.5,69.75
2026_02_19,10380,1771511465,24883.25,T,10367,10386,69.75,48.25
2026_02_19,10386,1771511495,24835.0,B,10380,10393,48.25,41.25
2026_02_19,10393,1771511530,24876.25,T,10386,10403,41.25,45.75
2026_02_19,10403,1771511580,24830.5,B,10393,10407,45.75,36.0
2026_02_19,10407,1771511600,24866.5,T,10403,10443,36.0,104.0
2026_02_19,10443,1771511780,24762.5,B,10407,10457,104.0,59.5
2026_02_19,10457,1771511850,24822.0,T,10443,10460,59.5,30.75
2026_02_19,10460,1771511865,24791.25,B,10457,10464,30.75,30.0
2026_02_19,10464,1771511885,24821.25,T,10460,10471,30.0,36.0
2026_02_19,10471,1771511920,24785.25,B,10464,10476,36.0,52.5
2026_02_19,10476,1771511945,24837.75,T,10471,10511,52.5,64.25
2026_02_19,10511,1771512120,24773.5,B,10476,10541,64.25,85.0
2026_02_19,10541,1771512270,24858.5,T,10511,10559,85.0,81.5
2026_02_19,10559,1771512360,24777.0,B,10541,10583,81.5,49.0
2026_02_19,10583,1771512480,24826.0,T,10559,10587,49.0,31.75
2026_02_19,10587,1771512500,24794.25,B,10583,10595,31.75,52.5
2026_02_19,10595,1771512540,24846.75,T,10587,10601,52.5,34.75
2026_02_19,10601,1771512570,24812.0,B,10595,10653,34.75,76.0
2026_02_19,10653,1771512830,24888.0,T,10601,10660,76.0,31.5
2026_02_19,10660,1771512865,24856.5,B,10653,10691,31.5,63.5
2026_02_19,10691,1771513020,24920.0,T,10660,10727,63.5,77.75
2026_02_19,10727,1771513200,24842.25,B,10691,10727,77.75,39.5
2026_02_19,10727,1771513200,24881.75,T,10727,10732,39.5,33.5
2026_02_19,10732,1771513225,24848.25,B,10727,10771,33.5,102.25
2026_02_19,10771,1771513420,24950.5,T,10732,10880,102.25,88.75
2026_02_19,10880,1771513965,24861.75,B,10771,10943,88.75,69.0
2026_02_19,10943,1771514280,24930.75,T,10880,10954,69.0,51.75
2026_02_19,10954,1771514335,24879.0,B,10943,10977,51.75,39.75
2026_02_19,10977,1771514450,24918.75,T,10954,10991,39.75,61.75
2026_02_19,10991,1771514520,24857.0,B,10977,11024,61.75,63.5
2026_02_19,11024,1771514685,24920.5,T,10991,11087,63.5,71.0
2026_02_19,11087,1771515000,24849.5,B,11024,11147,71.0,95.0
2026_02_19,11147,1771515300,24944.5,T,11087,11176,95.0,41.75
2026_02_19,11176,1771515445,24902.75,B,11147,11192,41.75,35.5
2026_02_19,11192,1771515525,24938.25,T,11176,11379,35.5,76.25
2026_02_19,11379,1771516460,24862.0,B,11192,11467,76.25,72.0
2026_02_19,11467,1771516900,24934.0,T,11379,11536,72.0,82.0
2026_02_19,11536,1771517245,24852.0,B,11467,11569,82.0,56.5
2026_02_19,11569,1771517410,24908.5,T,11536,11586,56.5,35.0
2026_02_19,11586,1771517495,24873.5,B,11569,11727,35.0,88.25
2026_02_19,11727,1771518200,24961.75,T,11586,11790,88.25,89.0
2026_02_19,11790,1771518515,24872.75,B,11727,11840,89.0,47.25
2026_02_19,11840,1771518765,24920.0,T,11790,11846,47.25,33.0
2026_02_19,11846,1771518795,24887.0,B,11840,11866,33.0,34.0
2026_02_19,11866,1771518895,24921.0,T,11846,12071,34.0,119.25
2026_02_19,12071,1771519920,24801.75,B,11866,12111,119.25,70.75
2026_02_19,12111,1771520120,24872.5,T,12071,12239,70.75,62.25
2026_02_19,12239,1771520760,24810.25,B,12111,12265,62.25,42.75
2026_02_19,12265,1771520890,24853.0,T,12239,12292,42.75,30.0
2026_02_19,12292,1771521025,24823.0,B,12265,12458,30.0,82.0
2026_02_19,12458,1771521855,24905.0,T,12292,12615,82.0,69.0
2026_02_19,12615,1771522640,24836.0,B,12458,12681,69.0,30.0
2026_02_19,12681,1771522970,24866.0,T,12615,12758,30.0,83.25
2026_02_19,12758,1771523355,24782.75,B,12681,12782,83.25,40.5
2026_02_19,12782,1771523475,24823.25,T,12758,12805,40.5,53.0
2026_02_19,12805,1771523590,24770.25,B,12782,12840,53.0,39.25
2026_02_19,12840,1771523765,24809.5,T,12805,12872,39.25,44.5
2026_02_19,12872,1771523925,24765.0,B,12840,13063,44.5,74.25
2026_02_19,13063,1771524880,24839.25,T,12872,13129,74.25,91.25
2026_02_19,13129,1771525210,24748.0,B,13063,13191,91.25,50.0
2026_02_19,13191,1771525520,24798.0,T,13129,13201,50.0,31.75
2026_02_19,13201,1771525570,24766.25,B,13191,13274,31.75,37.75
2026_02_19,13274,1771525935,24804.0,T,13201,13348,37.75,37.75
2026_02_19,13348,1771526305,24766.25,B,13274,13596,37.75,82.75
2026_02_19,13596,1771527545,24849.0,T,13348,13777,82.75,35.5
2026_02_19,13777,1771528450,24813.5,B,13596,13905,35.5,36.5
2026_02_19,13905,1771529090,24850.0,T,13777,13961,36.5,55.25
2026_02_19,13961,1771529370,24794.75,B,13905,14002,55.25,30.75
2026_02_19,14002,1771529575,24825.5,T,13961,14089,30.75,69.75
2026_02_19,14089,1771530010,24755.75,B,14002,14110,69.75,31.5
2026_02_19,14110,1771530115,24787.25,T,14089,14179,31.5,35.75
2026_02_19,14179,1771530460,24751.5,B,14110,14371,35.75,69.75
2026_02_19,14371,1771531420,24821.25,T,14179,14549,69.75,44.25
2026_02_19,14549,1771532310,24777.0,B,14371,15083,44.25,95.0
2026_02_19,15083,1771534980,24872.0,T,14549,15289,95.0,41.5
2026_02_19,15289,1771536011,24830.5,B,15083,15319,41.5,38.0
2026_02_19,15319,1771536160,24868.5,T,15289,15796,38.0,43.25
2026_02_20,134,1771546270,24893.5,T,12,275,35.5,34.75
2026_02_20,275,1771546975,24858.75,B,134,893,34.75,77.25
2026_02_20,893,1771550085,24936.0,T,275,1327,77.25,45.0
2026_02_20,1327,1771552260,24891.0,B,893,1494,45.0,43.0
2026_02_20,1494,1771553100,24934.0,T,1327,2017,43.0,57.0
2026_02_20,2017,1771555725,24877.0,B,1494,4411,57.0,83.0
2026_02_20,4411,1771568095,24960.0,T,2017,5927,83.0,63.75
2026_02_20,5927,1771575770,24896.25,B,4411,6015,63.75,35.75
2026_02_20,6015,1771576210,24932.0,T,5927,6075,35.75,34.25
2026_02_20,6075,1771576510,24897.75,B,6015,6647,34.25,87.5
2026_02_20,6647,1771579390,24985.25,T,6075,7863,87.5,142.25
2026_02_20,7863,1771585490,24843.0,B,6647,8241,142.25,45.25
2026_02_20,8241,1771587380,24888.25,T,7863,8549,45.25,83.25
2026_02_20,8549,1771588920,24805.0,B,8241,8713,83.25,45.0
2026_02_20,8713,1771589740,24850.0,T,8549,8901,45.0,59.5
2026_02_20,8901,1771590680,24790.5,B,8713,9485,59.5,64.5
2026_02_20,9485,1771593600,24855.0,T,8901,9547,64.5,30.0
2026_02_20,9547,1771593910,24825.0,B,9485,9601,30.0,39.0
2026_02_20,9601,1771594180,24864.0,T,9547,9644,39.0,105.5
2026_02_20,9644,1771594395,24758.5,B,9601,9672,105.5,36.5
2026_02_20,9672,1771594535,24795.0,T,9644,9750,36.5,70.25
2026_02_20,9750,1771594925,24724.75,B,9672,9788,70.25,34.0
2026_02_20,9788,1771595115,24758.75,T,9750,9810,34.0,37.0
2026_02_20,9810,1771595225,24721.75,B,9788,10003,37.0,62.25
2026_02_20,10003,1771596190,24784.0,T,9810,10220,62.25,87.75
2026_02_20,10220,1771597275,24696.25,B,10003,10273,87.75,38.75
2026_02_20,10273,1771597540,24735.0,T,10220,10318,38.75,33.75
2026_02_20,10318,1771597765,24701.25,B,10273,10326,33.75,31.75
2026_02_20,10326,1771597805,24733.0,T,10318,10328,31.75,56.0
2026_02_20,10328,1771597815,24677.0,B,10326,10414,56.0,213.75
2026_02_20,10414,1771598245,24890.75,T,10328,10439,213.75,66.75
2026_02_20,10439,1771598370,24824.0,B,10414,10470,66.75,95.25
2026_02_20,10470,1771598525,24919.25,T,10439,10470,95.25,34.75
2026_02_20,10470,1771598525,24884.5,B,10470,10479,34.75,64.25
2026_02_20,10479,1771598570,24948.75,T,10470,10496,64.25,45.25
2026_02_20,10496,1771598655,24903.5,B,10479,10525,45.25,54.5
2026_02_20,10525,1771598800,24958.0,T,10496,10601,54.5,107.25
2026_02_20,10601,1771599180,24850.75,B,10525,10605,107.25,43.75
2026_02_20,10605,1771599200,24894.5,T,10601,10654,43.75,40.25
2026_02_20,10654,1771599445,24854.25,B,10605,10679,40.25,53.25
2026_02_20,10679,1771599570,24907.5,T,10654,10683,53.25,62.0
2026_02_20,10683,1771599590,24845.5,B,10679,10699,62.0,191.5
2026_02_20,10699,1771599670,25037.0,T,10683,10699,191.5,131.5
2026_02_20,10699,1771599670,24905.5,B,10699,10701,131.5,140.25
2026_02_20,10701,1771599680,25045.75,T,10699,10701,140.25,38.5
2026_02_20,10701,1771599680,25007.25,B,10701,10702,38.5,38.75
2026_02_20,10702,1771599685,25046.0,T,10701,10704,38.75,39.75
2026_02_20,10704,1771599695,25006.25,B,10702,10705,39.75,65.5
2026_02_20,10705,1771599700,25071.75,T,10704,10705,65.5,49.25
2026_02_20,10705,1771599700,25022.5,B,10705,10709,49.25,59.75
2026_02_20,10709,1771599720,25082.25,T,10705,10712,59.75,59.25
2026_02_20,10712,1771599735,25023.0,B,10709,10712,59.25,38.5
2026_02_20,10712,1771599735,25061.5,T,10712,10722,38.5,98.5
2026_02_20,10722,1771599785,24963.0,B,10712,10724,98.5,45.75
2026_02_20,10724,1771599795,25008.75,T,10722,10730,45.75,64.0
2026_02_20,10730,1771599825,24944.75,B,10724,10737,64.0,62.0
2026_02_20,10737,1771599860,25006.75,T,10730,10749,62.0,111.25
2026_02_20,10749,1771599920,24895.5,B,10737,10749,111.25,34.25
2026_02_20,10749,1771599920,24929.75,T,10749,10751,34.25,48.75
2026_02_20,10751,1771599930,24881.0,B,10749,10753,48.75,42.5
2026_02_20,10753,1771599940,24923.5,T,10751,10757,42.5,34.5
2026_02_20,10757,1771599960,24889.0,B,10753,10759,34.5,40.0
2026_02_20,10759,1771599970,24929.0,T,10757,10767,40.0,60.5
2026_02_20,10767,1771600010,24868.5,B,10759,10767,60.5,32.25
2026_02_20,10767,1771600010,24900.75,T,10767,10768,32.25,42.5
2026_02_20,10768,1771600015,24858.25,B,10767,10783,42.5,77.5
2026_02_20,10783,1771600090,24935.75,T,10768,10783,77.5,35.25
2026_02_20,10783,1771600090,24900.5,B,10783,10793,35.25,81.75
2026_02_20,10793,1771600140,24982.25,T,10783,10799,81.75,41.75
2026_02_20,10799,1771600170,24940.5,B,10793,10816,41.75,86.75
2026_02_20,10816,1771600255,25027.25,T,10799,10837,86.75,67.25
2026_02_20,10837,1771600360,24960.0,B,10816,10843,67.25,37.5
2026_02_20,10843,1771600390,24997.5,T,10837,10887,37.5,137.0
2026_02_20,10887,1771600610,24860.5,B,10843,10914,137.0,139.5
2026_02_20,10914,1771600745,25000.0,T,10887,10924,139.5,43.75
2026_02_20,10924,1771600795,24956.25,B,10914,10959,43.75,76.5
2026_02_20,10959,1771600970,25032.75,T,10924,10966,76.5,38.25
2026_02_20,10966,1771601005,24994.5,B,10959,10975,38.25,37.25
2026_02_20,10975,1771601050,25031.75,T,10966,10996,37.25,52.0
2026_02_20,10996,1771601155,24979.75,B,10975,11007,52.0,58.25
2026_02_20,11007,1771601210,25038.0,T,10996,11027,58.25,77.0
2026_02_20,11027,1771601310,24961.0,B,11007,11037,77.0,32.25
2026_02_20,11037,1771601360,24993.25,T,11027,11041,32.25,38.5
2026_02_20,11041,1771601380,24954.75,B,11037,11048,38.5,38.25
2026_02_20,11048,1771601415,24993.0,T,11041,11055,38.25,44.0
2026_02_20,11055,1771601450,24949.0,B,11048,11066,44.0,46.5
2026_02_20,11066,1771601505,24995.5,T,11055,11090,46.5,87.5
2026_02_20,11090,1771601625,24908.0,B,11066,11101,87.5,53.75
2026_02_20,11101,1771601680,24961.75,T,11090,11119,53.75,38.5
2026_02_20,11119,1771601770,24923.25,B,11101,11161,38.5,92.5
2026_02_20,11161,1771601980,25015.75,T,11119,11178,92.5,64.25
2026_02_20,11178,1771602065,24951.5,B,11161,11230,64.25,120.25
2026_02_20,11230,1771602325,25071.75,T,11178,11242,120.25,46.0
2026_02_20,11242,1771602385,25025.75,B,11230,11274,46.0,72.25
2026_02_20,11274,1771602545,25098.0,T,11242,11295,72.25,42.5
2026_02_20,11295,1771602650,25055.5,B,11274,11456,42.5,84.25
2026_02_20,11456,1771603455,25139.75,T,11295,11537,84.25,50.75
2026_02_20,11537,1771603860,25089.0,B,11456,11559,50.75,30.5
2026_02_20,11559,1771603970,25119.5,T,11537,11617,30.5,99.75
2026_02_20,11617,1771604260,25019.75,B,11559,11639,99.75,32.0
2026_02_20,11639,1771604370,25051.75,T,11617,11682,32.0,56.0
2026_02_20,11682,1771604585,24995.75,B,11639,11693,56.0,31.5
2026_02_20,11693,1771604640,25027.25,T,11682,11711,31.5,48.75
2026_02_20,11711,1771604730,24978.5,B,11693,11749,48.75,38.75
2026_02_20,11749,1771604920,25017.25,T,11711,11766,38.75,50.25
2026_02_20,11766,1771605005,24967.0,B,11749,11805,50.25,79.75
2026_02_20,11805,1771605200,25046.75,T,11766,11830,79.75,32.0
2026_02_20,11830,1771605325,25014.75,B,11805,12053,32.0,115.25
2026_02_20,12053,1771606440,25130.0,T,11830,12264,115.25,143.0
2026_02_20,12264,1771607495,24987.0,B,12053,12288,143.0,33.5
2026_02_20,12288,1771607615,25020.5,T,12264,12323,33.5,86.5
2026_02_20,12323,1771607790,24934.0,B,12288,12335,86.5,32.5
2026_02_20,12335,1771607850,24966.5,T,12323,12425,32.5,87.25
2026_02_20,12425,1771608300,24879.25,B,12335,12494,87.25,76.0
2026_02_20,12494,1771608645,24955.25,T,12425,12509,76.0,32.25
2026_02_20,12509,1771608720,24923.0,B,12494,12530,32.25,50.25
2026_02_20,12530,1771608825,24973.25,T,12509,12565,50.25,61.0
2026_02_20,12565,1771609000,24912.25,B,12530,12641,61.0,59.0
2026_02_20,12641,1771609380,24971.25,T,12565,12644,59.0,41.75
2026_02_20,12644,1771609395,24929.5,B,12641,12677,41.75,71.5
2026_02_20,12677,1771609560,25001.0,T,12644,12699,71.5,54.25
2026_02_20,12699,1771609670,24946.75,B,12677,12777,54.25,93.25
2026_02_20,12777,1771610060,25040.0,T,12699,12786,93.25,74.0
2026_02_20,12786,1771610105,24966.0,B,12777,12851,74.0,79.75
2026_02_20,12851,1771610430,25045.75,T,12786,12890,79.75,44.75
2026_02_20,12890,1771610625,25001.0,B,12851,12933,44.75,42.25
2026_02_20,12933,1771610840,25043.25,T,12890,13109,42.25,100.0
2026_02_20,13109,1771611720,24943.25,B,12933,13124,100.0,55.25
2026_02_20,13124,1771611795,24998.5,T,13109,13134,55.25,69.5
2026_02_20,13134,1771611845,24929.0,B,13124,13163,69.5,60.75
2026_02_20,13163,1771611990,24989.75,T,13134,13176,60.75,45.75
2026_02_20,13176,1771612055,24944.0,B,13163,13194,45.75,43.0
2026_02_20,13194,1771612145,24987.0,T,13176,13206,43.0,57.5
2026_02_20,13206,1771612205,24929.5,B,13194,13247,57.5,136.25
2026_02_20,13247,1771612410,25065.75,T,13206,13262,136.25,60.5
2026_02_20,13262,1771612485,25005.25,B,13247,13262,60.5,41.25
2026_02_20,13262,1771612485,25046.5,T,13262,13268,41.25,59.5
2026_02_20,13268,1771612515,24987.0,B,13262,13268,59.5,39.5
2026_02_20,13268,1771612515,25026.5,T,13268,13273,39.5,61.5
2026_02_20,13273,1771612540,24965.0,B,13268,13302,61.5,90.75
2026_02_20,13302,1771612685,25055.75,T,13273,13322,90.75,45.25
2026_02_20,13322,1771612785,25010.5,B,13302,13353,45.25,66.5
2026_02_20,13353,1771612940,25077.0,T,13322,13365,66.5,46.25
2026_02_20,13365,1771613000,25030.75,B,13353,13420,46.25,91.75
2026_02_20,13420,1771613275,25122.5,T,13365,13447,91.75,75.5
2026_02_20,13447,1771613410,25047.0,B,13420,13447,75.5,38.75
2026_02_20,13447,1771613410,25085.75,T,13447,13448,38.75,37.25
2026_02_20,13448,1771613415,25048.5,B,13447,13610,37.25,71.5
2026_02_20,13610,1771614225,25120.0,T,13448,13814,71.5,68.5
2026_02_20,13814,1771615245,25051.5,B,13610,13832,68.5,33.25
2026_02_20,13832,1771615335,25084.75,T,13814,13914,33.25,48.0
2026_02_20,13914,1771615745,25036.75,B,13832,13957,48.0,42.0
2026_02_20,13957,1771615960,25078.75,T,13914,14146,42.0,50.75
2026_02_20,14146,1771616905,25028.0,B,13957,14180,50.75,36.0
2026_02_20,14180,1771617075,25064.0,T,14146,14290,36.0,48.0
2026_02_20,14290,1771617625,25016.0,B,14180,14378,48.0,61.25
2026_02_20,14378,1771618065,25077.25,T,14290,14625,61.25,63.5
2026_02_20,14625,1771619300,25013.75,B,14378,14841,63.5,51.25
2026_02_20,14841,1771620380,25065.0,T,14625,14899,51.25,30.25
2026_02_22,9,1771801245,25059.25,T,0,19,45.25,32.25
2026_02_22,19,1771801295,25027.0,B,9,39,32.25,30.75
2026_02_22,39,1771801395,25057.75,T,19,536,30.75,122.0
2026_02_23,723,1771808415,24839.0,B,0,999,132.75,43.75
2026_02_23,999,1771809795,24882.75,T,723,1126,43.75,40.5
2026_02_23,1126,1771810430,24842.25,B,999,1263,40.5,39.5
2026_02_23,1263,1771811115,24881.75,T,1126,1376,39.5,50.75
2026_02_23,1376,1771811680,24831.0,B,1263,1404,50.75,30.5
2026_02_23,1404,1771811820,24861.5,T,1376,1626,30.5,50.75
2026_02_23,1626,1771812930,24810.75,B,1404,2252,50.75,52.5
2026_02_23,2252,1771816070,24863.25,T,1626,2579,52.5,50.0
2026_02_23,2579,1771817710,24813.25,B,2252,3019,50.0,39.75
2026_02_23,3019,1771819915,24853.0,T,2579,3818,39.75,46.0
2026_02_23,3818,1771823960,24807.0,B,3019,5168,46.0,107.5
2026_02_23,5168,1771830775,24914.5,T,3818,5830,107.5,37.25
2026_02_23,5830,1771834105,24877.25,B,5168,5893,37.25,34.25
2026_02_23,5893,1771834420,24911.5,T,5830,6241,34.25,33.75
2026_02_23,6241,1771836160,24877.75,B,5893,6953,33.75,126.5
2026_02_23,6953,1771839725,25004.25,T,6241,7482,126.5,58.75
2026_02_23,7482,1771842375,24945.5,B,6953,8089,58.75,42.75
2026_02_23,8089,1771845420,24988.25,T,7482,8564,42.75,80.5
2026_02_23,8564,1771847810,24907.75,B,8089,8686,80.5,35.0
2026_02_23,8686,1771848420,24942.75,T,8564,8990,35.0,59.0
2026_02_23,8990,1771849940,24883.75,B,8686,9161,59.0,42.75
2026_02_23,9161,1771850795,24926.5,T,8990,9324,42.75,40.0
2026_02_23,9324,1771851610,24886.5,B,9161,9703,40.0,55.75
2026_02_23,9703,1771853505,24942.25,T,9324,9743,55.75,32.0
2026_02_23,9743,1771853705,24910.25,B,9703,10408,32.0,125.75
2026_02_23,10408,1771857030,25036.0,T,9743,10424,125.75,65.75
2026_02_23,10424,1771857110,24970.25,B,10408,10435,65.75,69.75
2026_02_23,10435,1771857165,25040.0,T,10424,10448,69.75,44.75
2026_02_23,10448,1771857230,24995.25,B,10435,10454,44.75,38.5
2026_02_23,10454,1771857260,25033.75,T,10448,10477,38.5,65.5
2026_02_23,10477,1771857375,24968.25,B,10454,10484,65.5,31.75
2026_02_23,10484,1771857410,25000.0,T,10477,10493,31.75,34.25
2026_02_23,10493,1771857455,24965.75,B,10484,10498,34.25,63.0
2026_02_23,10498,1771857480,25028.75,T,10493,10534,63.0,110.0
2026_02_23,10534,1771857660,24918.75,B,10498,10537,110.0,30.5
2026_02_23,10537,1771857675,24949.25,T,10534,10548,30.5,65.0
2026_02_23,10548,1771857730,24884.25,B,10537,10572,65.0,32.75
2026_02_23,10572,1771857850,24917.0,T,10548,10594,32.75,59.5
2026_02_23,10594,1771857960,24857.5,B,10572,10614,59.5,66.25
2026_02_23,10614,1771858060,24923.75,T,10594,10640,66.25,40.5
2026_02_23,10640,1771858190,24883.25,B,10614,10663,40.5,82.25
2026_02_23,10663,1771858305,24965.5,T,10640,10708,82.25,64.25
2026_02_23,10708,1771858530,24901.25,B,10663,10728,64.25,42.75
2026_02_23,10728,1771858630,24944.0,T,10708,10764,42.75,53.0
2026_02_23,10764,1771858810,24891.0,B,10728,10781,53.0,61.75
2026_02_23,10781,1771858895,24952.75,T,10764,10812,61.75,77.75
2026_02_23,10812,1771859050,24875.0,B,10781,10812,77.75,39.0
2026_02_23,10812,1771859050,24914.0,T,10812,10832,39.0,68.25
2026_02_23,10832,1771859150,24845.75,B,10812,10857,68.25,46.25
2026_02_23,10857,1771859275,24892.0,T,10832,10876,46.25,52.5
2026_02_23,10876,1771859370,24839.5,B,10857,10893,52.5,62.75
2026_02_23,10893,1771859455,24902.25,T,10876,10955,62.75,44.75
2026_02_23,10955,1771859765,24857.5,B,10893,11022,44.75,72.25
2026_02_23,11022,1771860100,24929.75,T,10955,11052,72.25,51.75
2026_02_23,11052,1771860250,24878.0,B,11022,11057,51.75,38.0
2026_02_23,11057,1771860275,24916.0,T,11052,11153,38.0,62.0
2026_02_23,11153,1771860755,24854.0,B,11057,11163,62.0,46.75
2026_02_23,11163,1771860805,24900.75,T,11153,11198,46.75,70.25
2026_02_23,11198,1771860980,24830.5,B,11163,11216,70.25,41.25
2026_02_23,11216,1771861070,24871.75,T,11198,11320,41.25,58.75
2026_02_23,11320,1771861590,24813.0,B,11216,11328,58.75,39.25
2026_02_23,11328,1771861630,24852.25,T,11320,11593,39.25,180.75
2026_02_23,11593,1771862955,24671.5,B,11328,11611,180.75,36.0
2026_02_23,11611,1771863045,24707.5,T,11593,11639,36.0,39.75
2026_02_23,11639,1771863185,24667.75,B,11611,11741,39.75,74.0
2026_02_23,11741,1771863695,24741.75,T,11639,11771,74.0,30.75
2026_02_23,11771,1771863845,24711.0,B,11741,11859,30.75,78.5
2026_02_23,11859,1771864285,24789.5,T,11771,11917,78.5,39.75
2026_02_23,11917,1771864575,24749.75,B,11859,12008,39.75,33.25
2026_02_23,12008,1771865030,24783.0,T,11917,12070,33.25,49.75
2026_02_23,12070,1771865340,24733.25,B,12008,12104,49.75,36.5
2026_02_23,12104,1771865510,24769.75,T,12070,12190,36.5,42.25
2026_02_23,12190,1771865940,24727.5,B,12104,12283,42.25,36.5
2026_02_23,12283,1771866405,24764.0,T,12190,12377,36.5,39.0
2026_02_23,12377,1771866875,24725.0,B,12283,12483,39.0,36.5
2026_02_23,12483,1771867405,24761.5,T,12377,12685,36.5,84.0
2026_02_23,12685,1771868415,24677.5,B,12483,12729,84.0,50.25
2026_02_23,12729,1771868635,24727.75,T,12685,12778,50.25,33.75
2026_02_23,12778,1771868880,24694.0,B,12729,13207,33.75,126.5
2026_02_23,13207,1771871025,24820.5,T,12778,13626,126.5,100.25
2026_02_23,13626,1771873120,24720.25,B,13207,13736,100.25,34.5
2026_02_23,13736,1771873670,24754.75,T,13626,14175,34.5,71.25
2026_02_23,14175,1771875865,24683.5,B,13736,14327,71.25,33.25
2026_02_23,14327,1771876625,24716.75,T,14175,14523,33.25,38.25
2026_02_23,14523,1771877605,24678.5,B,14327,14767,38.25,73.0
2026_02_23,14767,1771878825,24751.5,T,14523,14876,73.0,40.75
2026_02_23,14876,1771879370,24710.75,B,14767,14962,40.75,47.0
2026_02_23,14962,1771879800,24757.75,T,14876,15023,47.0,47.25
2026_02_23,15023,1771880105,24710.5,B,14962,15798,47.25,92.75
2026_02_23,15798,1771887610,24803.25,T,15023,15858,92.75,34.0
2026_02_23,15858,1771887910,24769.25,B,15798,15939,34.0,45.75
2026_02_23,15939,1771888315,24815.0,T,15858,16024,45.75,30.5
2026_02_23,16024,1771888740,24784.5,B,15939,16178,30.5,40.25
2026_02_24,22,1771891310,24812.25,T,6,118,30.75,30.25
2026_02_24,118,1771891790,24782.0,B,22,247,30.25,36.0
2026_02_24,247,1771892435,24818.0,T,118,322,36.0,45.25
2026_02_24,322,1771892810,24772.75,B,247,1007,45.25,57.0
2026_02_24,1007,1771896235,24829.75,T,322,1100,57.0,31.0
2026_02_24,1100,1771896700,24798.75,B,1007,3602,31.0,91.5
2026_02_24,3602,1771909470,24890.25,T,1100,4603,91.5,67.5
2026_02_24,4603,1771914540,24822.75,B,3602,5362,67.5,46.25
2026_02_24,5362,1771918375,24869.0,T,4603,5879,46.25,91.0
2026_02_24,5879,1771920970,24778.0,B,5362,5889,91.0,31.5
2026_02_24,5889,1771921020,24809.5,T,5879,5907,31.5,35.25
2026_02_24,5907,1771921110,24774.25,B,5889,6060,35.25,47.0
2026_02_24,6060,1771921875,24821.25,T,5907,6311,47.0,60.25
2026_02_24,6311,1771923130,24761.0,B,6060,6607,60.25,82.0
2026_02_24,6607,1771924610,24843.0,T,6311,6836,82.0,48.75
2026_02_24,6836,1771925755,24794.25,B,6607,7183,48.75,71.5
2026_02_24,7183,1771927500,24865.75,T,6836,8265,71.5,57.0
