day,idx5s,ts,price,kind,prev_idx,next_idx,leg_in_pt,leg_out_pt
2025_10_21,1434,1761013830,25368.0,T,58,4876,57.25,115.0
2025_10_21,4876,1761034840,25253.0,B,1434,5583,115.0,43.0
2025_10_21,5583,1761039165,25296.0,T,4876,6079,43.0,37.25
2025_10_21,6079,1761042235,25258.75,B,5583,7384,37.25,56.5
2025_10_21,7384,1761049420,25315.25,T,6079,7966,56.5,43.75
2025_10_21,7966,1761052415,25271.5,B,7384,8163,43.75,33.0
2025_10_21,8163,1761053400,25304.5,T,7966,8199,33.0,48.5
2025_10_21,8199,1761053580,25256.0,B,8163,8237,48.5,38.0
2025_10_21,8237,1761053770,25294.0,T,8199,8322,38.0,61.0
2025_10_21,8322,1761054195,25233.0,B,8237,8336,61.0,32.25
2025_10_21,8336,1761054265,25265.25,T,8322,8356,32.25,37.25
2025_10_21,8356,1761054365,25228.0,B,8336,8363,37.25,34.5
2025_10_21,8363,1761054400,25262.5,T,8356,8390,34.5,44.5
2025_10_21,8390,1761054535,25218.0,B,8363,8446,44.5,52.75
2025_10_21,8446,1761054815,25270.75,T,8390,8489,52.75,59.25
2025_10_21,8489,1761055030,25211.5,B,8446,8523,59.25,31.0
2025_10_21,8523,1761055200,25242.5,T,8489,8556,31.0,30.5
2025_10_21,8556,1761055365,25212.0,B,8523,8609,30.5,40.75
2025_10_21,8609,1761055630,25252.75,T,8556,8646,40.75,35.25
2025_10_21,8646,1761055815,25217.5,B,8609,8769,35.25,68.5
2025_10_21,8769,1761056430,25286.0,T,8646,8918,68.5,82.75
2025_10_21,8918,1761057175,25203.25,B,8769,9011,82.75,63.75
2025_10_21,9011,1761057640,25267.0,T,8918,9067,63.75,36.75
2025_10_21,9067,1761057920,25230.25,B,9011,9244,36.75,73.5
2025_10_21,9244,1761058805,25303.75,T,9067,9307,73.5,34.25
2025_10_21,9307,1761059120,25269.5,B,9244,9389,34.25,31.0
2025_10_21,9389,1761059530,25300.5,T,9307,9449,31.0,58.75
2025_10_21,9449,1761059830,25241.75,B,9389,9641,58.75,52.0
2025_10_21,9641,1761060790,25293.75,T,9449,9698,52.0,36.25
2025_10_21,9698,1761061075,25257.5,B,9641,10566,36.25,91.0
2025_10_21,10566,1761065415,25348.5,T,9698,10731,91.0,98.5
2025_10_21,10731,1761066240,25250.0,B,10566,10834,98.5,59.75
2025_10_21,10834,1761066755,25309.75,T,10731,10997,59.75,51.75
2025_10_21,10997,1761067570,25258.0,B,10834,11724,51.75,69.0
2025_10_21,11724,1761071205,25327.0,T,10997,11943,69.0,30.0
2025_10_21,11943,1761072300,25297.0,B,11724,12774,30.0,37.25
2025_10_21,12774,1761076455,25334.25,T,11943,12976,37.25,105.5
2025_10_21,12976,1761077465,25228.75,B,12774,13538,105.5,56.75
2025_10_22,664,1761094875,25214.5,B,37,1496,41.25,67.75
2025_10_22,1496,1761100110,25282.25,T,664,2035,67.75,38.25
2025_10_22,2035,1761104105,25244.0,B,1496,2493,38.25,89.0
2025_10_22,2493,1761106810,25333.0,T,2035,3365,89.0,39.0
2025_10_22,3365,1761112845,25294.0,B,2493,3841,39.0,44.25
2025_10_22,3841,1761115625,25338.25,T,3365,4163,44.25,68.25
2025_10_22,4163,1761117370,25270.0,B,3841,4427,68.25,36.25
2025_10_22,4427,1761118825,25306.25,T,4163,5483,36.25,74.75
2025_10_22,5483,1761124685,25231.5,B,4427,6374,74.75,74.0
2025_10_22,6374,1761129890,25305.5,T,5483,6664,74.0,78.0
2025_10_22,6664,1761131420,25227.5,B,6374,6831,78.0,33.5
2025_10_22,6831,1761132295,25261.0,T,6664,7108,33.5,54.5
2025_10_22,7108,1761133710,25206.5,B,6831,7264,54.5,45.75
2025_10_22,7264,1761134505,25252.25,T,7108,7264,45.75,30.5
2025_10_22,7264,1761134505,25221.75,B,7264,8133,30.5,56.75
2025_10_22,8133,1761139120,25278.5,T,7264,8333,56.75,106.25
2025_10_22,8333,1761140120,25172.25,B,8133,8560,106.25,117.0
2025_10_22,8560,1761141255,25289.25,T,8333,8809,117.0,99.25
2025_10_22,8809,1761142500,25190.0,B,8560,8861,99.25,55.0
2025_10_22,8861,1761142760,25245.0,T,8809,9018,55.0,156.25
2025_10_22,9018,1761143545,25088.75,B,8861,9030,156.25,40.5
2025_10_22,9030,1761143605,25129.25,T,9018,9054,40.5,42.5
2025_10_22,9054,1761143725,25086.75,B,9030,9071,42.5,44.5
2025_10_22,9071,1761143810,25131.25,T,9054,9111,44.5,46.25
2025_10_22,9111,1761144010,25085.0,B,9071,9119,46.25,33.75
2025_10_22,9119,1761144050,25118.75,T,9111,9191,33.75,68.25
2025_10_22,9191,1761144410,25050.5,B,9119,9370,68.25,141.75
2025_10_22,9370,1761145305,25192.25,T,9191,9501,141.75,71.5
2025_10_22,9501,1761145960,25120.75,B,9370,9533,71.5,33.5
2025_10_22,9533,1761146120,25154.25,T,9501,9639,33.5,126.5
2025_10_22,9639,1761146650,25027.75,B,9533,9668,126.5,44.0
2025_10_22,9668,1761146795,25071.75,T,9639,9718,44.0,68.5
2025_10_22,9718,1761147045,25003.25,B,9668,9757,68.5,55.75
2025_10_22,9757,1761147240,25059.0,T,9718,9776,55.75,50.0
2025_10_22,9776,1761147335,25009.0,B,9757,10015,50.0,122.75
2025_10_22,10015,1761148530,25131.75,T,9776,10107,122.75,74.75
2025_10_22,10107,1761148990,25057.0,B,10015,10148,74.75,39.5
2025_10_22,10148,1761149195,25096.5,T,10107,10202,39.5,51.25
2025_10_22,10202,1761149465,25045.25,B,10148,10274,51.25,45.0
2025_10_22,10274,1761149825,25090.25,T,10202,10358,45.0,83.0
2025_10_22,10358,1761150245,25007.25,B,10274,10432,83.0,45.25
2025_10_22,10432,1761150615,25052.5,T,10358,10437,45.25,129.25
2025_10_22,10437,1761150640,24923.25,B,10432,10437,129.25,43.0
2025_10_22,10437,1761150640,24966.25,T,10437,10439,43.0,56.25
2025_10_22,10439,1761150650,24910.0,B,10437,10440,56.25,41.75
2025_10_22,10440,1761150655,24951.75,T,10439,10441,41.75,42.75
2025_10_22,10441,1761150660,24909.0,B,10440,10444,42.75,58.0
2025_10_22,10444,1761150675,24967.0,T,10441,10455,58.0,88.75
2025_10_22,10455,1761150730,24878.25,B,10444,10459,88.75,38.75
2025_10_22,10459,1761150750,24917.0,T,10455,10465,38.75,50.0
2025_10_22,10465,1761150780,24867.0,B,10459,10491,50.0,145.0
2025_10_22,10491,1761150910,25012.0,T,10465,10506,145.0,38.75
2025_10_22,10506,1761150985,24973.25,B,10491,10515,38.75,41.25
2025_10_22,10515,1761151030,25014.5,T,10506,10522,41.25,40.5
2025_10_22,10522,1761151065,24974.0,B,10515,10543,40.5,42.75
2025_10_22,10543,1761151170,25016.75,T,10522,10553,42.75,34.25
2025_10_22,10553,1761151220,24982.5,B,10543,10571,34.25,39.0
2025_10_22,10571,1761151310,25021.5,T,10553,10586,39.0,51.75
2025_10_22,10586,1761151385,24969.75,B,10571,10616,51.75,54.0
2025_10_22,10616,1761151535,25023.75,T,10586,10671,54.0,72.25
2025_10_22,10671,1761151810,24951.5,B,10616,10680,72.25,36.0
2025_10_22,10680,1761151855,24987.5,T,10671,10687,36.0,32.5
2025_10_22,10687,1761151890,24955.0,B,10680,10732,32.5,81.5
2025_10_22,10732,1761152115,25036.5,T,10687,10747,81.5,43.5
2025_10_22,10747,1761152190,24993.0,B,10732,10767,43.5,36.0
2025_10_22,10767,1761152290,25029.0,T,10747,10790,36.0,50.0
2025_10_22,10790,1761152405,24979.0,B,10767,10802,50.0,32.25
2025_10_22,10802,1761152465,25011.25,T,10790,10901,32.25,64.0
2025_10_22,10901,1761152960,24947.25,B,10802,10909,64.0,42.25
2025_10_22,10909,1761153000,24989.5,T,10901,11105,42.25,113.75
2025_10_22,11105,1761153980,24875.75,B,10909,11211,113.75,51.75
2025_10_22,11211,1761154510,24927.5,T,11105,11322,51.75,107.0
2025_10_22,11322,1761155065,24820.5,B,11211,11375,107.0,52.5
2025_10_22,11375,1761155330,24873.0,T,11322,11445,52.5,68.25
2025_10_22,11445,1761155680,24804.75,B,11375,11547,68.25,106.5
2025_10_22,11547,1761156190,24911.25,T,11445,11557,106.5,34.5
2025_10_22,11557,1761156240,24876.75,B,11547,11596,34.5,31.75
2025_10_22,11596,1761156435,24908.5,T,11557,11729,31.75,81.5
2025_10_22,11729,1761157100,24827.0,B,11596,11810,81.5,117.0
2025_10_22,11810,1761157505,24944.0,T,11729,11900,117.0,54.75
2025_10_22,11900,1761157955,24889.25,B,11810,11975,54.75,44.75
2025_10_22,11975,1761158330,24934.0,T,11900,12006,44.75,38.75
2025_10_22,12006,1761158485,24895.25,B,11975,12029,38.75,52.0
2025_10_22,12029,1761158600,24947.25,T,12006,12127,52.0,44.25
2025_10_22,12127,1761159090,24903.0,B,12029,12235,44.25,65.5
2025_10_22,12235,1761159630,24968.5,T,12127,12248,65.5,45.25
2025_10_22,12248,1761159695,24923.25,B,12235,12252,45.25,33.5
2025_10_22,12252,1761159715,24956.75,T,12248,12261,33.5,32.5
2025_10_22,12261,1761159760,24924.25,B,12252,12369,32.5,85.5
2025_10_22,12369,1761160300,25009.75,T,12261,12407,85.5,34.75
2025_10_22,12407,1761160490,24975.0,B,12369,12489,34.75,41.0
2025_10_22,12489,1761160900,25016.0,T,12407,12518,41.0,32.0
2025_10_22,12518,1761161045,24984.0,B,12489,12709,32.0,74.25
2025_10_22,12709,1761162000,25058.25,T,12518,12784,74.25,47.75
2025_10_22,12784,1761162375,25010.5,B,12709,12829,47.75,37.25
2025_10_22,12829,1761162600,25047.75,T,12784,12838,37.25,30.5
2025_10_22,12838,1761162645,25017.25,B,12829,12980,30.5,56.5
2025_10_22,12980,1761163355,25073.75,T,12838,13005,56.5,31.75
2025_10_22,13005,1761163480,25042.0,B,12980,13055,31.75,34.5
2025_10_22,13055,1761163730,25076.5,T,13005,13648,34.5,76.25
2025_10_22,13648,1761170405,25000.25,B,13055,14323,76.25,64.25
2025_10_23,50,1761177850,24951.25,B,0,372,45.25,94.25
2025_10_23,372,1761179515,25045.5,T,50,489,94.25,31.5
2025_10_23,489,1761180160,25014.0,B,372,2028,31.5,99.25
2025_10_23,2028,1761189305,25113.25,T,489,3228,99.25,59.75
2025_10_23,3228,1761197215,25053.5,B,2028,4302,59.75,74.5
2025_10_23,4302,1761203550,25128.0,T,3228,4473,74.5,59.0
2025_10_23,4473,1761204415,25069.0,B,4302,4920,59.0,46.5
2025_10_23,4920,1761206840,25115.5,T,4473,5963,46.5,90.25
2025_10_23,5963,1761212790,25025.25,B,4920,6121,90.25,42.25
2025_10_23,6121,1761213625,25067.5,T,5963,6870,42.25,79.75
2025_10_23,6870,1761217920,24987.75,B,6121,7029,79.75,31.75
2025_10_23,7029,1761218745,25019.5,T,6870,7670,31.75,79.5
2025_10_23,7670,1761222020,24940.0,B,7029,7769,79.5,35.25
2025_10_23,7769,1761222520,24975.25,T,7670,7811,35.25,38.25
2025_10_23,7811,1761222730,24937.0,B,7769,8149,38.25,76.5
2025_10_23,8149,1761224425,25013.5,T,7811,8266,76.5,72.75
2025_10_23,8266,1761225010,24940.75,B,8149,8509,72.75,94.5
2025_10_23,8509,1761226225,25035.25,T,8266,8524,94.5,36.25
2025_10_23,8524,1761226300,24999.0,B,8509,8819,36.25,180.75
2025_10_23,8819,1761227775,25179.75,T,8524,8876,180.75,42.25
2025_10_23,8876,1761228060,25137.5,B,8819,8914,42.25,31.75
2025_10_23,8914,1761228250,25169.25,T,8876,9000,31.75,67.25
2025_10_23,9000,1761228680,25102.0,B,8914,9026,67.25,44.25
2025_10_23,9026,1761228810,25146.25,T,9000,9118,44.25,62.25
2025_10_23,9118,1761229270,25084.0,B,9026,9160,62.25,74.25
2025_10_23,9160,1761229480,25158.25,T,9118,9160,74.25,30.5
2025_10_23,9160,1761229480,25127.75,B,9160,9184,30.5,41.0
2025_10_23,9184,1761229600,25168.75,T,9160,9224,41.0,35.0
2025_10_23,9224,1761229800,25133.75,B,9184,9338,35.0,56.5
2025_10_23,9338,1761230370,25190.25,T,9224,9407,56.5,47.5
2025_10_23,9407,1761230715,25142.75,B,9338,9459,47.5,55.75
2025_10_23,9459,1761230975,25198.5,T,9407,9550,55.75,51.25
2025_10_23,9550,1761231430,25147.25,B,9459,9595,51.25,47.0
2025_10_23,9595,1761231655,25194.25,T,9550,9852,47.0,53.75
2025_10_23,9852,1761232940,25140.5,B,9595,9964,53.75,64.75
2025_10_23,9964,1761233500,25205.25,T,9852,10116,64.75,85.75
2025_10_23,10116,1761234260,25119.5,B,9964,10265,85.75,97.0
2025_10_23,10265,1761235005,25216.5,T,10116,10301,97.0,30.0
2025_10_23,10301,1761235185,25186.5,B,10265,10489,30.0,40.25
2025_10_23,10489,1761236125,25226.75,T,10301,10640,40.25,43.0
2025_10_23,10640,1761236880,25183.75,B,10489,11036,43.0,64.75
2025_10_23,11036,1761238860,25248.5,T,10640,11133,64.75,59.0
2025_10_23,11133,1761239345,25189.5,B,11036,11193,59.0,56.25
2025_10_23,11193,1761239645,25245.75,T,11133,11343,56.25,46.75
2025_10_23,11343,1761240395,25199.0,B,11193,11713,46.75,84.25
2025_10_23,11713,1761242245,25283.25,T,11343,11935,84.25,37.75
2025_10_23,11935,1761243355,25245.5,B,11713,12108,37.75,42.5
2025_10_23,12108,1761244220,25288.0,T,11935,13067,42.5,57.5
2025_10_23,13067,1761249015,25230.5,B,12108,13571,57.5,65.5
2025_10_23,13571,1761251645,25296.0,T,13067,13763,65.5,30.75
2025_10_24,3452,1761287250,25381.5,T,116,4500,96.75,57.5
2025_10_24,4500,1761293210,25324.0,B,3452,5481,57.5,69.5
2025_10_24,5481,1761298850,25393.5,T,4500,7250,69.5,49.5
2025_10_24,7250,1761309000,25344.0,B,5481,7251,49.5,155.0
2025_10_24,7251,1761309005,25499.0,T,7250,7251,155.0,64.25
2025_10_24,7251,1761309005,25434.75,B,7251,7253,64.25,73.0
2025_10_24,7253,1761309015,25507.75,T,7251,7253,73.0,31.5
2025_10_24,7253,1761309015,25476.25,B,7253,7267,31.5,47.0
2025_10_24,7267,1761309085,25523.25,T,7253,7319,47.0,51.25
2025_10_24,7319,1761309345,25472.0,B,7267,7335,51.25,35.0
2025_10_24,7335,1761309425,25507.0,T,7319,7391,35.0,53.25
2025_10_24,7391,1761309705,25453.75,B,7335,7443,53.25,33.75
2025_10_24,7443,1761309965,25487.5,T,7391,7589,33.75,41.25
2025_10_24,7589,1761310695,25446.25,B,7443,7884,41.25,47.25
2025_10_24,7884,1761312170,25493.5,T,7589,7990,47.25,63.75
2025_10_24,7990,1761312700,25429.75,B,7884,8078,63.75,100.75
2025_10_24,8078,1761313140,25530.5,T,7990,8134,100.75,38.0
2025_10_24,8134,1761313420,25492.5,B,8078,8150,38.0,42.5
2025_10_24,8150,1761313500,25535.0,T,8134,8214,42.5,71.0
2025_10_24,8214,1761313820,25464.0,B,8150,8300,71.0,47.75
2025_10_24,8300,1761314250,25511.75,T,8214,8302,47.75,31.0
2025_10_24,8302,1761314260,25480.75,B,8300,8406,31.0,68.0
2025_10_24,8406,1761314780,25548.75,T,8302,8702,68.0,79.75
2025_10_24,8702,1761316260,25469.0,B,8406,8859,79.75,67.0
2025_10_24,8859,1761317045,25536.0,T,8702,9012,67.0,104.5
2025_10_24,9012,1761317810,25431.5,B,8859,9428,104.5,115.0
2025_10_24,9428,1761319890,25546.5,T,9012,9592,115.0,45.75
2025_10_24,9592,1761320710,25500.75,B,9428,9657,45.75,35.5
2025_10_24,9657,1761321035,25536.25,T,9592,9721,35.5,33.75
2025_10_24,9721,1761321355,25502.5,B,9657,10014,33.75,60.5
2025_10_24,10014,1761322820,25563.0,T,9721,10284,60.5,43.0
2025_10_24,10284,1761324170,25520.0,B,10014,11064,43.0,50.75
2025_10_24,11064,1761328070,25570.75,T,10284,11826,50.75,42.5
2025_10_24,11826,1761331880,25528.25,B,11064,12264,42.5,38.5
2025_10_26,1,1761516005,25756.75,T,0,19,37.25,53.0
2025_10_26,19,1761516095,25703.75,B,1,49,53.0,44.5
2025_10_26,49,1761516245,25748.25,T,19,218,44.5,48.25
2025_10_26,218,1761517095,25700.0,B,49,415,48.25,52.5
2025_10_27,171,1761524095,25743.75,T,11,806,37.0,32.75
2025_10_27,806,1761527705,25711.0,B,171,4333,32.75,105.5
2025_10_27,4333,1761550090,25816.5,T,806,5048,105.5,48.0
2025_10_27,5048,1761553880,25768.5,B,4333,6529,48.0,84.0
2025_10_27,6529,1761562040,25852.5,T,5048,7262,84.0,41.5
2025_10_27,7262,1761565950,25811.0,B,6529,7637,41.5,34.75
2025_10_27,7637,1761567890,25845.75,T,7262,8385,34.75,31.75
2025_10_27,8385,1761571800,25814.0,B,7637,8399,31.75,45.5
2025_10_27,8399,1761571870,25859.5,T,8385,8453,45.5,63.0
2025_10_27,8453,1761572140,25796.5,B,8399,8490,63.0,50.5
2025_10_27,8490,1761572325,25847.0,T,8453,8529,50.5,34.75
2025_10_27,8529,1761572520,25812.25,B,8490,8602,34.75,35.75
2025_10_27,8602,1761572885,25848.0,T,8529,8640,35.75,39.5
2025_10_27,8640,1761573075,25808.5,B,8602,8794,39.5,67.25
2025_10_27,8794,1761573845,25875.75,T,8640,8987,67.25,52.75
2025_10_27,8987,1761574810,25823.0,B,8794,9298,52.75,69.0
2025_10_27,9298,1761576365,25892.0,T,8987,9455,69.0,40.75
2025_10_28,2865,1761628475,25946.5,B,1,3597,49.0,39.0
2025_10_28,3597,1761633200,25985.5,T,2865,4560,39.0,42.5
2025_10_28,4560,1761639215,25943.0,B,3597,7937,42.5,151.75
2025_10_28,7937,1761658380,26094.75,T,4560,7973,151.75,53.25
2025_10_28,7973,1761658560,26041.5,B,7937,8056,53.25,40.25
2025_10_28,8056,1761658975,26081.75,T,7973,8194,40.25,52.25
2025_10_28,8194,1761659665,26029.5,B,8056,8214,52.25,56.0
2025_10_28,8214,1761659765,26085.5,T,8194,8811,56.0,76.75
2025_10_28,8811,1761662750,26008.75,B,8214,9079,76.75,48.0
2025_10_28,9079,1761664090,26056.75,T,8811,9408,48.0,50.75
2025_10_28,9408,1761665735,26006.0,B,9079,10070,50.75,136.5
2025_10_28,10070,1761669045,26142.5,T,9408,10070,136.5,38.25
2025_10_28,10070,1761669045,26104.25,B,10070,10071,38.25,42.5
2025_10_28,10071,1761669050,26146.75,T,10070,10084,42.5,71.0
2025_10_28,10084,1761669115,26075.75,B,10071,10294,71.0,57.25
2025_10_28,10294,1761670165,26133.0,T,10084,10544,57.25,30.25
2025_10_28,10544,1761671415,26102.75,B,10294,12270,30.25,128.75
2025_10_28,12270,1761680045,26231.5,T,10544,12586,128.75,81.0
2025_10_29,1576,1761704970,26252.75,T,113,2604,86.75,31.75
2025_10_29,2604,1761711180,26221.0,B,1576,3902,31.75,70.0
2025_10_29,3902,1761719705,26291.0,T,2604,4371,70.0,30.0
2025_10_29,4371,1761722545,26261.0,B,3902,5020,30.0,48.75
2025_10_29,5020,1761726025,26309.75,T,4371,6024,48.75,83.25
2025_10_29,6024,1761731175,26226.5,B,5020,7309,83.25,70.25
2025_10_29,7309,1761737900,26296.75,T,6024,8024,70.25,52.75
2025_10_29,8024,1761741765,26244.0,B,7309,8616,52.75,48.75
2025_10_29,8616,1761744780,26292.75,T,8024,8677,48.75,38.0
2025_10_29,8677,1761745085,26254.75,B,8616,8959,38.0,71.75
2025_10_29,8959,1761746495,26326.5,T,8677,9085,71.75,61.25
2025_10_29,9085,1761747125,26265.25,B,8959,9362,61.25,43.25
2025_10_29,9362,1761748510,26308.5,T,9085,9546,43.25,65.0
2025_10_29,9546,1761749430,26243.5,B,9362,9566,65.0,38.75
2025_10_29,9566,1761749530,26282.25,T,9546,9848,38.75,44.25
2025_10_29,9848,1761750940,26238.0,B,9566,9952,44.25,38.75
2025_10_29,9952,1761751460,26276.75,T,9848,10237,38.75,58.25
2025_10_29,10237,1761752885,26218.5,B,9952,10298,58.25,31.0
2025_10_29,10298,1761753190,26249.5,T,10237,10510,31.0,46.25
2025_10_29,10510,1761754250,26203.25,B,10298,11299,46.25,65.0
2025_10_29,11299,1761758195,26268.25,T,10510,11432,65.0,49.25
2025_10_29,11432,1761758860,26219.0,B,11299,11824,49.25,71.0
2025_10_29,11824,1761760820,26290.0,T,11432,11884,71.0,85.25
2025_10_29,11884,1761761120,26204.75,B,11824,11922,85.25,54.75
2025_10_29,11922,1761761310,26259.5,T,11884,12002,54.75,46.75
2025_10_29,12002,1761761710,26212.75,B,11922,12046,46.75,44.25
2025_10_29,12046,1761761930,26257.0,T,12002,12104,44.25,36.5
2025_10_29,12104,1761762220,26220.5,B,12046,12228,36.5,63.0
2025_10_29,12228,1761762840,26283.5,T,12104,12245,63.0,103.75
2025_10_29,12245,1761762925,26179.75,B,12228,12245,103.75,63.0
2025_10_29,12245,1761762925,26242.75,T,12245,12246,63.0,92.75
2025_10_29,12246,1761762930,26150.0,B,12245,12248,92.75,49.5
2025_10_29,12248,1761762940,26199.5,T,12246,12251,49.5,47.0
2025_10_29,12251,1761762955,26152.5,B,12248,12251,47.0,30.75
2025_10_29,12251,1761762955,26183.25,T,12251,12252,30.75,47.25
2025_10_29,12252,1761762960,26136.0,B,12251,12258,47.25,42.5
2025_10_29,12258,1761762990,26178.5,T,12252,12261,42.5,60.75
2025_10_29,12261,1761763005,26117.75,B,12258,12263,60.75,49.25
2025_10_29,12263,1761763015,26167.0,T,12261,12272,49.25,61.0
2025_10_29,12272,1761763060,26106.0,B,12263,12275,61.0,38.5
2025_10_29,12275,1761763075,26144.5,T,12272,12279,38.5,37.0
2025_10_29,12279,1761763095,26107.5,B,12275,12285,37.0,40.25
2025_10_29,12285,1761763125,26147.75,T,12279,12299,40.25,70.5
2025_10_29,12299,1761763195,26077.25,B,12285,12302,70.5,31.5
2025_10_29,12302,1761763210,26108.75,T,12299,12305,31.5,48.75
2025_10_29,12305,1761763225,26060.0,B,12302,12308,48.75,48.0
2025_10_29,12308,1761763240,26108.0,T,12305,12317,48.0,58.75
2025_10_29,12317,1761763285,26049.25,B,12308,12319,58.75,40.0
2025_10_29,12319,1761763295,26089.25,T,12317,12339,40.0,37.25
2025_10_29,12339,1761763395,26052.0,B,12319,12345,37.25,84.75
2025_10_29,12345,1761763425,26136.75,T,12339,12352,84.75,69.0
2025_10_29,12352,1761763460,26067.75,B,12345,12352,69.0,33.5
2025_10_29,12352,1761763460,26101.25,T,12352,12360,33.5,40.25
2025_10_29,12360,1761763500,26061.0,B,12352,12364,40.25,78.75
2025_10_29,12364,1761763520,26139.75,T,12360,12374,78.75,47.75
2025_10_29,12374,1761763570,26092.0,B,12364,12383,47.75,49.0
2025_10_29,12383,1761763615,26141.0,T,12374,12397,49.0,63.0
2025_10_29,12397,1761763685,26078.0,B,12383,12411,63.0,62.25
2025_10_29,12411,1761763755,26140.25,T,12397,12413,62.25,31.5
2025_10_29,12413,1761763765,26108.75,B,12411,12423,31.5,69.25
2025_10_29,12423,1761763815,26178.0,T,12413,12423,69.25,34.0
2025_10_29,12423,1761763815,26144.0,B,12423,12429,34.0,34.25
2025_10_29,12429,1761763845,26178.25,T,12423,12439,34.25,31.25
2025_10_29,12439,1761763895,26147.0,B,12429,12446,31.25,54.25
2025_10_29,12446,1761763930,26201.25,T,12439,12468,54.25,30.75
2025_10_29,12468,1761764040,26170.5,B,12446,12473,30.75,42.5
2025_10_29,12473,1761764065,26213.0,T,12468,12477,42.5,32.25
2025_10_29,12477,1761764085,26180.75,B,12473,12487,32.25,47.25
2025_10_29,12487,1761764135,26228.0,T,12477,12504,47.25,57.25
2025_10_29,12504,1761764220,26170.75,B,12487,12514,57.25,49.25
2025_10_29,12514,1761764270,26220.0,T,12504,12523,49.25,55.25
2025_10_29,12523,1761764315,26164.75,B,12514,12530,55.25,37.0
2025_10_29,12530,1761764350,26201.75,T,12523,12534,37.0,31.75
2025_10_29,12534,1761764370,26170.0,B,12530,12545,31.75,44.0
2025_10_29,12545,1761764425,26214.0,T,12534,12567,44.0,69.75
2025_10_29,12567,1761764535,26144.25,B,12545,12578,69.75,45.75
2025_10_29,12578,1761764590,26190.0,T,12567,12594,45.75,78.25
2025_10_29,12594,1761764670,26111.75,B,12578,12628,78.25,105.5
2025_10_29,12628,1761764840,26217.25,T,12594,12660,105.5,36.75
2025_10_29,12660,1761765000,26180.5,B,12628,12686,36.75,43.5
2025_10_29,12686,1761765130,26224.0,T,12660,12761,43.5,71.0
2025_10_29,12761,1761765505,26153.0,B,12686,12774,71.0,53.0
2025_10_29,12774,1761765570,26206.0,T,12761,12787,53.0,30.0
2025_10_29,12787,1761765635,26176.0,B,12774,12806,30.0,59.25
2025_10_29,12806,1761765730,26235.25,T,12787,12833,59.25,42.5
2025_10_29,12833,1761765865,26192.75,B,12806,12850,42.5,48.5
2025_10_29,12850,1761765950,26241.25,T,12833,12903,48.5,62.25
2025_10_29,12903,1761766215,26179.0,B,12850,12908,62.25,31.5
2025_10_29,12908,1761766240,26210.5,T,12903,12978,31.5,60.75
2025_10_29,12978,1761766590,26149.75,B,12908,13021,60.75,69.75
2025_10_29,13021,1761766805,26219.5,T,12978,13053,69.75,51.25
2025_10_29,13053,1761766965,26168.25,B,13021,13091,51.25,60.75
2025_10_29,13091,1761767155,26229.0,T,13053,13106,60.75,36.5
2025_10_29,13106,1761767230,26192.5,B,13091,13140,36.5,69.0
2025_10_29,13140,1761767400,26261.5,T,13106,13140,69.0,37.0
2025_10_29,13140,1761767400,26224.5,B,13140,13149,37.0,62.5
2025_10_29,13149,1761767445,26287.0,T,13140,13234,62.5,45.5
2025_10_29,13234,1761767870,26241.5,B,13149,13270,45.5,108.5
2025_10_29,13270,1761768050,26350.0,T,13234,13272,108.5,52.25
2025_10_29,13272,1761768060,26297.75,B,13270,13279,52.25,57.25
2025_10_29,13279,1761768095,26355.0,T,13272,13284,57.25,40.5
2025_10_29,13284,1761768120,26314.5,B,13279,13287,40.5,65.25
2025_10_29,13287,1761768135,26379.75,T,13284,13287,65.25,33.25
2025_10_29,13287,1761768135,26346.5,B,13287,13292,33.25,32.5
2025_10_29,13292,1761768160,26379.0,T,13287,13294,32.5,69.0
2025_10_29,13294,1761768170,26310.0,B,13292,13294,69.0,45.75
2025_10_29,13294,1761768170,26355.75,T,13294,13295,45.75,55.75
2025_10_29,13295,1761768175,26300.0,B,13294,13296,55.75,35.25
2025_10_29,13296,1761768180,26335.25,T,13295,13297,35.25,86.75
2025_10_29,13297,1761768185,26248.5,B,13296,13299,86.75,112.5
2025_10_29,13299,1761768195,26361.0,T,13297,13299,112.5,33.5
2025_10_29,13299,1761768195,26327.5,B,13299,13300,33.5,32.0
2025_10_29,13300,1761768200,26359.5,T,13299,13307,32.0,100.5
2025_10_29,13307,1761768235,26259.0,B,13300,13313,100.5,53.0
2025_10_29,13313,1761768265,26312.0,T,13307,13313,53.0,34.0
2025_10_29,13313,1761768265,26278.0,B,13313,13315,34.0,43.75
2025_10_29,13315,1761768275,26321.75,T,13313,13315,43.75,30.0
2025_10_29,13315,1761768275,26291.75,B,13315,13319,30.0,64.0
2025_10_29,13319,1761768295,26355.75,T,13315,13320,64.0,55.75
2025_10_29,13320,1761768300,26300.0,B,13319,13320,55.75,50.0
2025_10_29,13320,1761768300,26350.0,T,13320,13322,50.0,64.0
2025_10_29,13322,1761768310,26286.0,B,13320,13322,64.0,34.0
2025_10_29,13322,1761768310,26320.0,T,13322,13324,34.0,70.0
2025_10_29,13324,1761768320,26250.0,B,13322,13324,70.0,32.5
2025_10_29,13324,1761768320,26282.5,T,13324,13330,32.5,56.0
2025_10_29,13330,1761768350,26226.5,B,13324,13330,56.0,31.25
