regime_2d,n_bars,n_days,accuracy_bar,mean_pred,mean_actual
DOWN_CHOPPY,1332,5,0.4391891891891892,27.84457031590862,-375.10360360360363
DOWN_SMOOTH,1782,10,0.7267115600448933,-130.49206685813292,-456.25084175084174
FLAT_CHOPPY,7740,33,0.5813953488372093,51.26609906822299,4.453875968992248
FLAT_SMOOTH,1350,7,0.422962962962963,92.53614999885386,-54.31444444444445
UP_CHOPPY,1104,4,0.7454710144927537,137.23393454197202,318.5625
UP_SMOOTH,2592,12,0.8761574074074074,193.13736395248128,375.1724537037037
