split,side,anchor,axis,bin,n,threshold_min,p_continue,cilo,cihi,med_duration,mean_duration,p10_duration,p90_duration,mean_max_z
OOS,below,low,curvature_q,1,27,3,0.6897,0.5133,0.8412,4.8,8.6,1.5,21.2,4.41
OOS,below,low,curvature_q,1,27,5,0.4828,0.3065,0.6613,4.8,8.6,1.5,21.2,4.41
OOS,below,low,curvature_q,1,27,10,0.2759,0.1322,0.4487,4.8,8.6,1.5,21.2,4.41
OOS,below,low,curvature_q,1,27,20,0.1379,0.0403,0.2823,4.8,8.6,1.5,21.2,4.41
OOS,below,low,curvature_q,1,27,30,0.069,0.0088,0.1835,4.8,8.6,1.5,21.2,4.41
IS,above,high,z_close_q,3,67,3,0.5072,0.3903,0.6238,3.2,6.1,1.3,14.6,3.11
IS,above,high,z_close_q,3,67,5,0.3188,0.2151,0.4326,3.2,6.1,1.3,14.6,3.11
IS,above,high,z_close_q,3,67,10,0.1739,0.0947,0.271,3.2,6.1,1.3,14.6,3.11
IS,above,high,z_close_q,3,67,20,0.087,0.0331,0.1633,3.2,6.1,1.3,14.6,3.11
IS,above,high,z_close_q,3,67,30,0.0435,0.0092,0.1022,3.2,6.1,1.3,14.6,3.11
IS,above,high,z_close_q,4,408,3,0.5659,0.5177,0.6134,3.8,9.4,1.2,27.2,3.07
IS,above,high,z_close_q,4,408,5,0.4463,0.3986,0.4946,3.8,9.4,1.2,27.2,3.07
IS,above,high,z_close_q,4,408,10,0.2829,0.2404,0.3274,3.8,9.4,1.2,27.2,3.07
IS,above,high,z_close_q,4,408,20,0.1512,0.1182,0.1874,3.8,9.4,1.2,27.2,3.07
IS,above,high,z_close_q,4,408,30,0.0805,0.0562,0.1087,3.8,9.4,1.2,27.2,3.07
IS,above,low,z_close_q,1,51,3,0.6792,0.549,0.7967,5.4,22.8,1.2,90.8,3.15
IS,above,low,z_close_q,1,51,5,0.5283,0.3947,0.6599,5.4,22.8,1.2,90.8,3.15
IS,above,low,z_close_q,1,51,10,0.3962,0.2701,0.5298,5.4,22.8,1.2,90.8,3.15
IS,above,low,z_close_q,1,51,20,0.2264,0.1253,0.347,5.4,22.8,1.2,90.8,3.15
IS,above,low,z_close_q,1,51,30,0.2075,0.1106,0.3253,5.4,22.8,1.2,90.8,3.15
IS,above,low,z_close_q,2,476,3,0.5816,0.5371,0.6254,4.2,16.7,1.2,49.0,3.08
IS,above,low,z_close_q,2,476,5,0.4561,0.4117,0.5008,4.2,16.7,1.2,49.0,3.08
IS,above,low,z_close_q,2,476,10,0.3096,0.269,0.3518,4.2,16.7,1.2,49.0,3.08
IS,above,low,z_close_q,2,476,20,0.1967,0.1623,0.2334,4.2,16.7,1.2,49.0,3.08
IS,above,low,z_close_q,2,476,30,0.1569,0.1257,0.1908,4.2,16.7,1.2,49.0,3.08
IS,above,low,z_close_q,3,913,3,0.6066,0.5747,0.638,4.3,17.5,1.2,58.0,3.1
IS,above,low,z_close_q,3,913,5,0.4754,0.4431,0.5078,4.3,17.5,1.2,58.0,3.1
IS,above,low,z_close_q,3,913,10,0.3071,0.2776,0.3374,4.3,17.5,1.2,58.0,3.1
IS,above,low,z_close_q,3,913,20,0.2109,0.1851,0.2379,4.3,17.5,1.2,58.0,3.1
IS,above,low,z_close_q,3,913,30,0.165,0.1417,0.1897,4.3,17.5,1.2,58.0,3.1
IS,above,low,z_close_q,4,646,3,0.625,0.5874,0.6619,4.9,22.4,1.2,72.1,3.33
IS,above,low,z_close_q,4,646,5,0.4969,0.4585,0.5354,4.9,22.4,1.2,72.1,3.33
IS,above,low,z_close_q,4,646,10,0.3688,0.3321,0.4063,4.9,22.4,1.2,72.1,3.33
IS,above,low,z_close_q,4,646,20,0.2778,0.244,0.3129,4.9,22.4,1.2,72.1,3.33
IS,above,low,z_close_q,4,646,30,0.2238,0.1925,0.2566,4.9,22.4,1.2,72.1,3.33
IS,below,high,z_close_q,0,634,3,0.6116,0.5735,0.6491,4.4,22.9,1.2,77.0,4.89
IS,below,high,z_close_q,0,634,5,0.4701,0.4315,0.509,4.4,22.9,1.2,77.0,4.89
IS,below,high,z_close_q,0,634,10,0.3333,0.2972,0.3704,4.4,22.9,1.2,77.0,4.89
IS,below,high,z_close_q,0,634,20,0.2327,0.2007,0.2663,4.4,22.9,1.2,77.0,4.89
IS,below,high,z_close_q,0,634,30,0.2075,0.1769,0.2399,4.4,22.9,1.2,77.0,4.89
IS,below,high,z_close_q,1,974,3,0.5656,0.5344,0.5965,3.8,16.4,1.2,54.5,4.79
IS,below,high,z_close_q,1,974,5,0.4324,0.4015,0.4636,3.8,16.4,1.2,54.5,4.79
IS,below,high,z_close_q,1,974,10,0.3012,0.2729,0.3304,3.8,16.4,1.2,54.5,4.79
IS,below,high,z_close_q,1,974,20,0.209,0.1841,0.2351,3.8,16.4,1.2,54.5,4.79
IS,below,high,z_close_q,1,974,30,0.1609,0.1385,0.1845,3.8,16.4,1.2,54.5,4.79
IS,below,high,z_close_q,2,619,3,0.5797,0.5407,0.6182,3.7,16.6,1.2,48.4,5.09
IS,below,high,z_close_q,2,619,5,0.4444,0.4056,0.4837,3.7,16.6,1.2,48.4,5.09
IS,below,high,z_close_q,2,619,10,0.2979,0.2626,0.3344,3.7,16.6,1.2,48.4,5.09
IS,below,high,z_close_q,2,619,20,0.1916,0.1617,0.2235,3.7,16.6,1.2,48.4,5.09
IS,below,high,z_close_q,2,619,30,0.1498,0.1228,0.1788,3.7,16.6,1.2,48.4,5.09
IS,below,high,z_close_q,3,70,3,0.6111,0.4967,0.7197,4.5,24.0,1.4,76.9,8.33
IS,below,high,z_close_q,3,70,5,0.4861,0.3722,0.6008,4.5,24.0,1.4,76.9,8.33
IS,below,high,z_close_q,3,70,10,0.3333,0.23,0.4455,4.5,24.0,1.4,76.9,8.33
IS,below,high,z_close_q,3,70,20,0.2361,0.1461,0.34,4.5,24.0,1.4,76.9,8.33
IS,below,high,z_close_q,3,70,30,0.2083,0.1233,0.3086,4.5,24.0,1.4,76.9,8.33
IS,below,low,z_close_q,0,408,3,0.5756,0.5275,0.623,4.0,9.5,1.2,28.1,4.86
IS,below,low,z_close_q,0,408,5,0.4439,0.3962,0.4922,4.0,9.5,1.2,28.1,4.86
IS,below,low,z_close_q,0,408,10,0.3049,0.2613,0.3503,4.0,9.5,1.2,28.1,4.86
IS,below,low,z_close_q,0,408,20,0.1512,0.1182,0.1874,4.0,9.5,1.2,28.1,4.86
IS,below,low,z_close_q,0,408,30,0.078,0.0541,0.1059,4.0,9.5,1.2,28.1,4.86
IS,below,low,z_close_q,1,69,3,0.493,0.378,0.6083,2.8,6.3,1.2,17.6,3.87
IS,below,low,z_close_q,1,69,5,0.3944,0.2847,0.5097,2.8,6.3,1.2,17.6,3.87
IS,below,low,z_close_q,1,69,10,0.2113,0.1252,0.3127,2.8,6.3,1.2,17.6,3.87
IS,below,low,z_close_q,1,69,20,0.0986,0.0412,0.1773,2.8,6.3,1.2,17.6,3.87
IS,below,low,z_close_q,1,69,30,0.0141,0.0004,0.0513,2.8,6.3,1.2,17.6,3.87
OOS,above,high,z_close_q,3,22,3,0.5417,0.3449,0.7318,3.9,5.5,1.6,11.5,3.03
OOS,above,high,z_close_q,3,22,5,0.4167,0.2319,0.6146,3.9,5.5,1.6,11.5,3.03
OOS,above,high,z_close_q,3,22,10,0.2083,0.0746,0.3878,3.9,5.5,1.6,11.5,3.03
OOS,above,high,z_close_q,3,22,20,0.0417,0.0011,0.1482,3.9,5.5,1.6,11.5,3.03
OOS,above,high,z_close_q,3,22,30,0.0417,0.0011,0.1482,3.9,5.5,1.6,11.5,3.03
OOS,above,high,z_close_q,4,94,3,0.4896,0.3905,0.589,2.9,8.0,1.2,23.6,3.05
OOS,above,high,z_close_q,4,94,5,0.3646,0.2717,0.4628,2.9,8.0,1.2,23.6,3.05
OOS,above,high,z_close_q,4,94,10,0.2083,0.1336,0.2946,2.9,8.0,1.2,23.6,3.05
OOS,above,high,z_close_q,4,94,20,0.1354,0.0749,0.2103,2.9,8.0,1.2,23.6,3.05
OOS,above,high,z_close_q,4,94,30,0.0625,0.0235,0.1186,2.9,8.0,1.2,23.6,3.05
OOS,above,low,z_close_q,2,101,3,0.5922,0.4963,0.6848,3.8,17.6,1.2,46.9,3.08
OOS,above,low,z_close_q,2,101,5,0.4563,0.3616,0.5526,3.8,17.6,1.2,46.9,3.08
OOS,above,low,z_close_q,2,101,10,0.2816,0.1994,0.3718,3.8,17.6,1.2,46.9,3.08
OOS,above,low,z_close_q,2,101,20,0.1845,0.116,0.2645,3.8,17.6,1.2,46.9,3.08
OOS,above,low,z_close_q,2,101,30,0.1553,0.0924,0.2309,3.8,17.6,1.2,46.9,3.08
OOS,above,low,z_close_q,3,224,3,0.5752,0.5103,0.6388,3.8,14.9,1.2,42.9,3.19
OOS,above,low,z_close_q,3,224,5,0.4336,0.3698,0.4986,3.8,14.9,1.2,42.9,3.19
OOS,above,low,z_close_q,3,224,10,0.292,0.2347,0.3529,3.8,14.9,1.2,42.9,3.19
OOS,above,low,z_close_q,3,224,20,0.2212,0.1697,0.2775,3.8,14.9,1.2,42.9,3.19
OOS,above,low,z_close_q,3,224,30,0.1814,0.1341,0.2341,3.8,14.9,1.2,42.9,3.19
OOS,above,low,z_close_q,4,149,3,0.596,0.5169,0.6727,4.0,23.5,1.2,90.3,3.03
OOS,above,low,z_close_q,4,149,5,0.4503,0.372,0.5299,4.0,23.5,1.2,90.3,3.03
OOS,above,low,z_close_q,4,149,10,0.3974,0.321,0.4763,4.0,23.5,1.2,90.3,3.03
OOS,above,low,z_close_q,4,149,20,0.2848,0.2159,0.3591,4.0,23.5,1.2,90.3,3.03
OOS,above,low,z_close_q,4,149,30,0.2318,0.1682,0.3021,4.0,23.5,1.2,90.3,3.03
OOS,below,high,z_close_q,0,147,3,0.5705,0.4905,0.6487,4.1,24.3,1.2,84.5,6.5
OOS,below,high,z_close_q,0,147,5,0.4362,0.3578,0.5163,4.1,24.3,1.2,84.5,6.5
OOS,below,high,z_close_q,0,147,10,0.3356,0.2622,0.4131,4.1,24.3,1.2,84.5,6.5
OOS,below,high,z_close_q,0,147,20,0.2349,0.1706,0.306,4.1,24.3,1.2,84.5,6.5
OOS,below,high,z_close_q,0,147,30,0.1946,0.1353,0.2617,4.1,24.3,1.2,84.5,6.5
OOS,below,high,z_close_q,1,192,3,0.6495,0.5811,0.7149,5.1,22.9,1.2,66.5,4.47
OOS,below,high,z_close_q,1,192,5,0.5155,0.4452,0.5854,5.1,22.9,1.2,66.5,4.47
OOS,below,high,z_close_q,1,192,10,0.3505,0.2851,0.4189,5.1,22.9,1.2,66.5,4.47
OOS,below,high,z_close_q,1,192,20,0.2887,0.2272,0.3542,5.1,22.9,1.2,66.5,4.47
OOS,below,high,z_close_q,1,192,30,0.2216,0.1662,0.2826,5.1,22.9,1.2,66.5,4.47
OOS,below,high,z_close_q,2,103,3,0.6381,0.5443,0.7269,4.9,15.1,1.2,45.5,5.71
OOS,below,high,z_close_q,2,103,5,0.4952,0.4003,0.5903,4.9,15.1,1.2,45.5,5.71
OOS,below,high,z_close_q,2,103,10,0.2952,0.2123,0.3855,4.9,15.1,1.2,45.5,5.71
OOS,below,high,z_close_q,2,103,20,0.1905,0.1216,0.2705,4.9,15.1,1.2,45.5,5.71
OOS,below,high,z_close_q,2,103,30,0.1429,0.083,0.2155,4.9,15.1,1.2,45.5,5.71
OOS,below,low,z_close_q,0,107,3,0.578,0.4845,0.6687,3.8,8.7,1.3,21.5,4.17
OOS,below,low,z_close_q,0,107,5,0.3761,0.288,0.4686,3.8,8.7,1.3,21.5,4.17
OOS,below,low,z_close_q,0,107,10,0.2202,0.1479,0.3022,3.8,8.7,1.3,21.5,4.17
OOS,below,low,z_close_q,0,107,20,0.1101,0.0587,0.1749,3.8,8.7,1.3,21.5,4.17
OOS,below,low,z_close_q,0,107,30,0.0734,0.0325,0.129,3.8,8.7,1.3,21.5,4.17
IS,above,high,sigma_rank_q,0,26,3,0.5357,0.3533,0.7133,3.2,8.4,1.5,25.5,3.12
IS,above,high,sigma_rank_q,0,26,5,0.3929,0.2239,0.5763,3.2,8.4,1.5,25.5,3.12
IS,above,high,sigma_rank_q,0,26,10,0.25,0.1111,0.4226,3.2,8.4,1.5,25.5,3.12
IS,above,high,sigma_rank_q,0,26,20,0.1786,0.063,0.3373,3.2,8.4,1.5,25.5,3.12
IS,above,high,sigma_rank_q,0,26,30,0.1429,0.0419,0.2916,3.2,8.4,1.5,25.5,3.12
IS,above,high,sigma_rank_q,1,60,3,0.6129,0.4896,0.7293,4.5,8.8,1.2,21.8,3.11
IS,above,high,sigma_rank_q,1,60,5,0.4839,0.3614,0.6073,4.5,8.8,1.2,21.8,3.11
IS,above,high,sigma_rank_q,1,60,10,0.2581,0.158,0.3729,4.5,8.8,1.2,21.8,3.11
IS,above,high,sigma_rank_q,1,60,20,0.1452,0.0698,0.2422,4.5,8.8,1.2,21.8,3.11
IS,above,high,sigma_rank_q,1,60,30,0.0645,0.0182,0.1371,4.5,8.8,1.2,21.8,3.11
IS,above,high,sigma_rank_q,2,78,3,0.4875,0.3792,0.5964,2.9,9.9,1.2,30.5,3.12
IS,above,high,sigma_rank_q,2,78,5,0.35,0.25,0.4571,2.9,9.9,1.2,30.5,3.12
IS,above,high,sigma_rank_q,2,78,10,0.2125,0.1306,0.308,2.9,9.9,1.2,30.5,3.12
IS,above,high,sigma_rank_q,2,78,20,0.1625,0.0906,0.2503,2.9,9.9,1.2,30.5,3.12
IS,above,high,sigma_rank_q,2,78,30,0.125,0.0624,0.2053,2.9,9.9,1.2,30.5,3.12
IS,above,high,sigma_rank_q,3,155,3,0.5287,0.4506,0.606,3.7,8.0,1.2,21.9,3.05
IS,above,high,sigma_rank_q,3,155,5,0.4013,0.3261,0.4788,3.7,8.0,1.2,21.9,3.05
IS,above,high,sigma_rank_q,3,155,10,0.2357,0.1728,0.3049,3.7,8.0,1.2,21.9,3.05
IS,above,high,sigma_rank_q,3,155,20,0.1274,0.0801,0.1836,3.7,8.0,1.2,21.9,3.05
IS,above,high,sigma_rank_q,3,155,30,0.0637,0.0312,0.1067,3.7,8.0,1.2,21.9,3.05
IS,above,high,sigma_rank_q,4,156,3,0.6013,0.5241,0.676,4.4,9.6,1.2,26.7,3.06
IS,above,high,sigma_rank_q,4,156,5,0.481,0.4037,0.5588,4.4,9.6,1.2,26.7,3.06
IS,above,high,sigma_rank_q,4,156,10,0.3418,0.2701,0.4173,4.4,9.6,1.2,26.7,3.06
IS,above,high,sigma_rank_q,4,156,20,0.1519,0.1005,0.2117,4.4,9.6,1.2,26.7,3.06
IS,above,high,sigma_rank_q,4,156,30,0.0696,0.0355,0.114,4.4,9.6,1.2,26.7,3.06
IS,above,low,sigma_rank_q,0,482,3,0.6095,0.5657,0.6525,4.5,16.2,1.2,49.2,3.06
IS,above,low,sigma_rank_q,0,482,5,0.4773,0.4329,0.5218,4.5,16.2,1.2,49.2,3.06
IS,above,low,sigma_rank_q,0,482,10,0.3161,0.2755,0.3582,4.5,16.2,1.2,49.2,3.06
IS,above,low,sigma_rank_q,0,482,20,0.2149,0.1795,0.2525,4.5,16.2,1.2,49.2,3.06
IS,above,low,sigma_rank_q,0,482,30,0.1612,0.1298,0.1952,4.5,16.2,1.2,49.2,3.06
IS,above,low,sigma_rank_q,1,443,3,0.5933,0.5473,0.6384,4.0,19.4,1.2,60.1,3.07
IS,above,low,sigma_rank_q,1,443,5,0.4472,0.4013,0.4935,4.0,19.4,1.2,60.1,3.07
IS,above,low,sigma_rank_q,1,443,10,0.3213,0.2788,0.3654,4.0,19.4,1.2,60.1,3.07
IS,above,low,sigma_rank_q,1,443,20,0.2247,0.1872,0.2646,4.0,19.4,1.2,60.1,3.07
IS,above,low,sigma_rank_q,1,443,30,0.182,0.1476,0.2192,4.0,19.4,1.2,60.1,3.07
IS,above,low,sigma_rank_q,2,418,3,0.619,0.5721,0.6649,4.9,20.6,1.2,72.9,3.07
IS,above,low,sigma_rank_q,2,418,5,0.4976,0.4499,0.5454,4.9,20.6,1.2,72.9,3.07
IS,above,low,sigma_rank_q,2,418,10,0.3357,0.2914,0.3815,4.9,20.6,1.2,72.9,3.07
IS,above,low,sigma_rank_q,2,418,20,0.2286,0.1897,0.2699,4.9,20.6,1.2,72.9,3.07
IS,above,low,sigma_rank_q,2,418,30,0.1881,0.1522,0.2268,4.9,20.6,1.2,72.9,3.07
IS,above,low,sigma_rank_q,3,350,3,0.571,0.519,0.6222,3.9,17.8,1.2,49.5,3.03
IS,above,low,sigma_rank_q,3,350,5,0.4347,0.3833,0.4867,3.9,17.8,1.2,49.5,3.03
IS,above,low,sigma_rank_q,3,350,10,0.2955,0.249,0.3441,3.9,17.8,1.2,49.5,3.03
IS,above,low,sigma_rank_q,3,350,20,0.2017,0.1615,0.2451,3.9,17.8,1.2,49.5,3.03
IS,above,low,sigma_rank_q,3,350,30,0.1591,0.1228,0.199,3.9,17.8,1.2,49.5,3.03
IS,above,low,sigma_rank_q,4,396,3,0.6407,0.593,0.6871,5.6,21.1,1.2,60.0,3.65
IS,above,low,sigma_rank_q,4,396,5,0.5327,0.4836,0.5814,5.6,21.1,1.2,60.0,3.65
IS,above,low,sigma_rank_q,4,396,10,0.3744,0.3275,0.4224,5.6,21.1,1.2,60.0,3.65
IS,above,low,sigma_rank_q,4,396,20,0.2739,0.2312,0.3187,5.6,21.1,1.2,60.0,3.65
IS,above,low,sigma_rank_q,4,396,30,0.2236,0.1841,0.2658,5.6,21.1,1.2,60.0,3.65
IS,below,high,sigma_rank_q,0,569,3,0.5692,0.5284,0.6095,3.8,17.6,1.2,58.6,4.69
IS,below,high,sigma_rank_q,0,569,5,0.4326,0.3922,0.4734,3.8,17.6,1.2,58.6,4.69
IS,below,high,sigma_rank_q,0,569,10,0.3012,0.2643,0.3395,3.8,17.6,1.2,58.6,4.69
IS,below,high,sigma_rank_q,0,569,20,0.1874,0.1565,0.2204,3.8,17.6,1.2,58.6,4.69
IS,below,high,sigma_rank_q,0,569,30,0.1541,0.1257,0.1848,3.8,17.6,1.2,58.6,4.69
IS,below,high,sigma_rank_q,1,556,3,0.5789,0.5377,0.6195,3.7,19.5,1.2,60.2,5.46
IS,below,high,sigma_rank_q,1,556,5,0.4337,0.3929,0.475,3.7,19.5,1.2,60.2,5.46
IS,below,high,sigma_rank_q,1,556,10,0.2993,0.262,0.3379,3.7,19.5,1.2,60.2,5.46
IS,below,high,sigma_rank_q,1,556,20,0.2186,0.1854,0.2538,3.7,19.5,1.2,60.2,5.46
IS,below,high,sigma_rank_q,1,556,30,0.1846,0.1535,0.2178,3.7,19.5,1.2,60.2,5.46
IS,below,high,sigma_rank_q,2,484,3,0.5947,0.5507,0.6379,4.2,19.9,1.2,61.4,5.03
IS,below,high,sigma_rank_q,2,484,5,0.4671,0.4229,0.5115,4.2,19.9,1.2,61.4,5.03
IS,below,high,sigma_rank_q,2,484,10,0.3292,0.2882,0.3716,4.2,19.9,1.2,61.4,5.03
IS,below,high,sigma_rank_q,2,484,20,0.2222,0.1864,0.2602,4.2,19.9,1.2,61.4,5.03
IS,below,high,sigma_rank_q,2,484,30,0.1852,0.1519,0.2209,4.2,19.9,1.2,61.4,5.03
IS,below,high,sigma_rank_q,3,370,3,0.5538,0.5031,0.6039,3.5,13.9,1.2,35.8,4.17
IS,below,high,sigma_rank_q,3,370,5,0.4113,0.3618,0.4616,3.5,13.9,1.2,35.8,4.17
IS,below,high,sigma_rank_q,3,370,10,0.2715,0.2276,0.3178,3.5,13.9,1.2,35.8,4.17
IS,below,high,sigma_rank_q,3,370,20,0.1909,0.1526,0.2323,3.5,13.9,1.2,35.8,4.17
IS,below,high,sigma_rank_q,3,370,30,0.1317,0.0993,0.1679,3.5,13.9,1.2,35.8,4.17
IS,below,high,sigma_rank_q,4,320,3,0.6366,0.5834,0.6883,5.5,21.4,1.2,60.0,5.95
IS,below,high,sigma_rank_q,4,320,5,0.5155,0.461,0.5699,5.5,21.4,1.2,60.0,5.95
IS,below,high,sigma_rank_q,4,320,10,0.3634,0.3117,0.4166,5.5,21.4,1.2,60.0,5.95
IS,below,high,sigma_rank_q,4,320,20,0.2547,0.2086,0.3036,5.5,21.4,1.2,60.0,5.95
IS,below,high,sigma_rank_q,4,320,30,0.2143,0.1713,0.2607,5.5,21.4,1.2,60.0,5.95
IS,below,low,sigma_rank_q,0,18,3,0.55,0.335,0.7555,4.0,10.6,1.1,29.7,4.76
IS,below,low,sigma_rank_q,0,18,5,0.4,0.2025,0.6164,4.0,10.6,1.1,29.7,4.76
IS,below,low,sigma_rank_q,0,18,10,0.35,0.1629,0.5655,4.0,10.6,1.1,29.7,4.76
IS,below,low,sigma_rank_q,0,18,20,0.2,0.0605,0.3958,4.0,10.6,1.1,29.7,4.76
IS,below,low,sigma_rank_q,0,18,30,0.15,0.0338,0.3314,4.0,10.6,1.1,29.7,4.76
IS,below,low,sigma_rank_q,1,40,3,0.4524,0.3066,0.6025,2.8,9.1,1.3,19.7,5.01
IS,below,low,sigma_rank_q,1,40,5,0.381,0.242,0.5306,2.8,9.1,1.3,19.7,5.01
IS,below,low,sigma_rank_q,1,40,10,0.2381,0.1236,0.3761,2.8,9.1,1.3,19.7,5.01
IS,below,low,sigma_rank_q,1,40,20,0.119,0.0408,0.2313,2.8,9.1,1.3,19.7,5.01
IS,below,low,sigma_rank_q,1,40,30,0.0952,0.0272,0.1992,2.8,9.1,1.3,19.7,5.01
IS,below,low,sigma_rank_q,2,84,3,0.4767,0.3726,0.5819,2.3,7.4,1.2,17.8,5.33
IS,below,low,sigma_rank_q,2,84,5,0.3488,0.2523,0.452,2.3,7.4,1.2,17.8,5.33
IS,below,low,sigma_rank_q,2,84,10,0.2558,0.1699,0.3525,2.3,7.4,1.2,17.8,5.33
IS,below,low,sigma_rank_q,2,84,20,0.0814,0.0338,0.1473,2.3,7.4,1.2,17.8,5.33
IS,below,low,sigma_rank_q,2,84,30,0.0698,0.0263,0.132,2.3,7.4,1.2,17.8,5.33
IS,below,low,sigma_rank_q,3,170,3,0.6163,0.5426,0.6874,4.0,8.4,1.2,22.6,4.31
IS,below,low,sigma_rank_q,3,170,5,0.4477,0.3742,0.5223,4.0,8.4,1.2,22.6,4.31
IS,below,low,sigma_rank_q,3,170,10,0.2442,0.1831,0.3109,4.0,8.4,1.2,22.6,4.31
IS,below,low,sigma_rank_q,3,170,20,0.1337,0.0872,0.1883,4.0,8.4,1.2,22.6,4.31
IS,below,low,sigma_rank_q,3,170,30,0.064,0.0325,0.1049,4.0,8.4,1.2,22.6,4.31
IS,below,low,sigma_rank_q,4,165,3,0.5808,0.5054,0.6544,4.8,10.2,1.2,28.5,4.74
IS,below,low,sigma_rank_q,4,165,5,0.491,0.4156,0.5666,4.8,10.2,1.2,28.5,4.74
IS,below,low,sigma_rank_q,4,165,10,0.3713,0.2998,0.4457,4.8,10.2,1.2,28.5,4.74
IS,below,low,sigma_rank_q,4,165,20,0.1976,0.141,0.2611,4.8,10.2,1.2,28.5,4.74
IS,below,low,sigma_rank_q,4,165,30,0.0719,0.0379,0.1155,4.8,10.2,1.2,28.5,4.74
OOS,above,high,sigma_rank_q,2,15,3,0.4706,0.2465,0.7012,2.1,7.2,1.1,19.1,3.06
OOS,above,high,sigma_rank_q,2,15,5,0.4118,0.1975,0.6457,2.1,7.2,1.1,19.1,3.06
OOS,above,high,sigma_rank_q,2,15,10,0.2941,0.1102,0.5238,2.1,7.2,1.1,19.1,3.06
OOS,above,high,sigma_rank_q,2,15,20,0.1765,0.0405,0.3835,2.1,7.2,1.1,19.1,3.06
OOS,above,high,sigma_rank_q,2,15,30,0.0588,0.0016,0.2059,2.1,7.2,1.1,19.1,3.06
OOS,above,high,sigma_rank_q,3,46,3,0.5,0.3606,0.6394,3.0,7.6,1.4,17.5,3.04
OOS,above,high,sigma_rank_q,3,46,5,0.2917,0.1734,0.4264,3.0,7.6,1.4,17.5,3.04
OOS,above,high,sigma_rank_q,3,46,10,0.1458,0.062,0.2574,3.0,7.6,1.4,17.5,3.04
OOS,above,high,sigma_rank_q,3,46,20,0.1042,0.0355,0.2038,3.0,7.6,1.4,17.5,3.04
OOS,above,high,sigma_rank_q,3,46,30,0.1042,0.0355,0.2038,3.0,7.6,1.4,17.5,3.04
OOS,above,high,sigma_rank_q,4,44,3,0.5,0.3577,0.6423,2.8,6.9,1.1,15.4,3.04
OOS,above,high,sigma_rank_q,4,44,5,0.4348,0.2964,0.5785,2.8,6.9,1.1,15.4,3.04
OOS,above,high,sigma_rank_q,4,44,10,0.2391,0.1288,0.3709,2.8,6.9,1.1,15.4,3.04
OOS,above,high,sigma_rank_q,4,44,20,0.087,0.0248,0.1827,2.8,6.9,1.1,15.4,3.04
OOS,above,high,sigma_rank_q,4,44,30,0.0435,0.0054,0.1177,2.8,6.9,1.1,15.4,3.04
OOS,above,low,sigma_rank_q,0,96,3,0.5918,0.4935,0.6867,3.8,15.4,1.2,46.0,3.06
OOS,above,low,sigma_rank_q,0,96,5,0.4286,0.3327,0.5272,3.8,15.4,1.2,46.0,3.06
OOS,above,low,sigma_rank_q,0,96,10,0.2347,0.1566,0.323,3.8,15.4,1.2,46.0,3.06
OOS,above,low,sigma_rank_q,0,96,20,0.1633,0.0973,0.2422,3.8,15.4,1.2,46.0,3.06
OOS,above,low,sigma_rank_q,0,96,30,0.1429,0.0812,0.2183,3.8,15.4,1.2,46.0,3.06
OOS,above,low,sigma_rank_q,1,103,3,0.5333,0.438,0.6275,3.2,14.8,1.2,39.0,3.05
OOS,above,low,sigma_rank_q,1,103,5,0.381,0.2909,0.4753,3.2,14.8,1.2,39.0,3.05
OOS,above,low,sigma_rank_q,1,103,10,0.2762,0.1954,0.3651,3.2,14.8,1.2,39.0,3.05
OOS,above,low,sigma_rank_q,1,103,20,0.181,0.1137,0.2597,3.2,14.8,1.2,39.0,3.05
OOS,above,low,sigma_rank_q,1,103,30,0.1429,0.083,0.2155,3.2,14.8,1.2,39.0,3.05
OOS,above,low,sigma_rank_q,2,96,3,0.6122,0.5143,0.7058,5.6,21.1,1.5,72.0,3.27
OOS,above,low,sigma_rank_q,2,96,5,0.5102,0.4118,0.6083,5.6,21.1,1.5,72.0,3.27
OOS,above,low,sigma_rank_q,2,96,10,0.3776,0.2847,0.4752,5.6,21.1,1.5,72.0,3.27
OOS,above,low,sigma_rank_q,2,96,20,0.2551,0.1742,0.3454,5.6,21.1,1.5,72.0,3.27
OOS,above,low,sigma_rank_q,2,96,30,0.2041,0.1307,0.2889,5.6,21.1,1.5,72.0,3.27
OOS,above,low,sigma_rank_q,3,88,3,0.6,0.4975,0.6983,3.9,16.0,1.2,47.4,3.03
OOS,above,low,sigma_rank_q,3,88,5,0.3778,0.281,0.4797,3.9,16.0,1.2,47.4,3.03
OOS,above,low,sigma_rank_q,3,88,10,0.3111,0.2203,0.4099,3.9,16.0,1.2,47.4,3.03
OOS,above,low,sigma_rank_q,3,88,20,0.2333,0.1524,0.3255,3.9,16.0,1.2,47.4,3.03
OOS,above,low,sigma_rank_q,3,88,30,0.2111,0.1337,0.3007,3.9,16.0,1.2,47.4,3.03
OOS,above,low,sigma_rank_q,4,101,3,0.5631,0.4668,0.6571,3.9,22.4,1.2,63.8,3.17
OOS,above,low,sigma_rank_q,4,101,5,0.4854,0.3899,0.5816,3.9,22.4,1.2,63.8,3.17
OOS,above,low,sigma_rank_q,4,101,10,0.3981,0.3061,0.4938,3.9,22.4,1.2,63.8,3.17
OOS,above,low,sigma_rank_q,4,101,20,0.3301,0.2431,0.4234,3.9,22.4,1.2,63.8,3.17
OOS,above,low,sigma_rank_q,4,101,30,0.2621,0.1822,0.3508,3.9,22.4,1.2,63.8,3.17
