leaf_id,n_trades,strategy,strategy_pct,actual_pnl,optimal_pnl,recoverable,avg_regret,exit_bar_same,exit_bar_counter,long_pct,wr
68,2506,same_extended,52.59377494014365,5918.5,124846.5,118928.0,47.45730247406225,16.81803671189146,16.366320830007982,51.23703112529928,64.72466081404629
60,1187,counter_extended,51.390058972198815,-2853.0,72571.0,75424.0,63.54170176916597,16.784330244313395,16.585509688289807,99.91575400168492,47.51474304970514
16,334,counter_extended,60.17964071856288,-4446.0,46455.0,50901.0,152.39820359281438,17.305389221556887,16.868263473053894,100.0,40.41916167664671
70,538,counter_extended,52.23048327137546,-232.0,27742.0,27974.0,51.99628252788104,14.464684014869889,18.304832713754646,3.903345724907063,57.249070631970255
76,271,same_extended,57.564575645756456,2811.0,25177.0,22366.0,82.53136531365314,16.782287822878228,17.066420664206642,0.0,74.16974169741697
83,275,same_extended,64.0,2093.0,21817.0,19724.0,71.72363636363636,17.123636363636365,16.185454545454544,0.0,74.18181818181819
143,146,counter_extended,84.93150684931507,-4982.5,21324.5,26307.0,180.18493150684932,12.801369863013699,19.993150684931507,0.0,34.24657534246575
19,189,counter_extended,74.60317460317461,-3485.0,19470.0,22955.0,121.45502645502646,16.132275132275133,18.132275132275133,97.35449735449735,24.33862433862434
38,222,same_extended,58.108108108108105,924.5,18495.0,17570.5,79.1463963963964,17.38738738738739,14.423423423423424,100.0,74.32432432432432
17,151,same_extended,52.980132450331126,429.0,16610.0,16181.0,107.15894039735099,19.04635761589404,14.76158940397351,100.0,56.29139072847682
126,211,counter_extended,77.72511848341233,-3568.0,16326.0,19894.0,94.28436018957346,15.085308056872037,19.971563981042653,0.0,26.540284360189574
39,183,same_extended,75.95628415300546,1554.5,15723.0,14168.5,77.42349726775956,18.65573770491803,13.71584699453552,100.0,75.40983606557377
80,225,same_extended,53.77777777777778,158.5,14838.0,14679.5,65.24222222222222,17.391111111111112,15.715555555555556,0.0,64.44444444444444
48,185,same_extended,61.62162162162163,1908.0,14599.5,12691.5,68.6027027027027,18.183783783783785,17.491891891891893,100.0,76.21621621621621
20,120,counter_extended,55.833333333333336,-1509.5,14425.5,15935.0,132.79166666666666,19.45,15.466666666666667,90.0,33.33333333333333
140,110,counter_extended,51.81818181818182,-2639.0,13099.5,15738.5,143.0772727272727,15.481818181818182,15.89090909090909,0.0,34.54545454545455
84,93,same_extended,81.72043010752688,2428.0,11984.5,9556.5,102.75806451612904,21.322580645161292,13.720430107526882,0.0,88.17204301075269
96,51,counter_extended,52.94117647058824,222.0,10281.5,10059.5,197.2450980392157,11.901960784313726,20.176470588235293,49.01960784313725,58.82352941176471
