trade_id,time,timestamp,dir,entry_price,exit_price,pnl,exit,held,peak,entry_z,entry_vr,entry_dmi,entry_vol,entry_hurst,exit_z,exit_vr,exit_dmi,exit_z_5m,exit_z_15m,exit_z_1h,exit_dmi_1h,path_length,day
8,13:21,1735910460.0,long,21256.25,21249.5,-13.5,mean_reached,9,2.0,-2.000274419784546,0.2496057152748108,7.1661810874938965,0.0242261104285717,0.6078531742095947,-0.37083789706230164,0.24937723577022552,-7.13039493560791,0.2090519517660141,0.44381895661354065,0.0,0.0,10,2025_01_03
9,14:41,1735915260.0,short,21412.75,21406.75,12.0,mean_reached,2,12.0,2.0575122833251953,0.7485913038253784,40.5075798034668,0.3111044466495514,0.6718773245811462,0.21577930450439453,0.6914563179016113,34.295528411865234,2.0368692874908447,3.4759390354156494,0.0,0.0,3,2025_01_03
10,15:31,1735918260.0,short,21322.25,21323.25,-2.0,mean_reached,7,0.0,2.202227830886841,0.4668150544166565,-10.926959991455078,0.021105417981743813,0.7803871035575867,0.415976881980896,0.26571330428123474,-14.69405460357666,-1.3148797750473022,-0.3804679214954376,0.0,0.0,8,2025_01_03
11,18:05,1735927500.0,long,21452.25,21466.0,27.5,mean_reached,4,27.5,-2.0459072589874268,0.7617805004119873,-5.724191188812256,0.014229570515453815,0.7100729942321777,0.17179828882217407,0.7157517075538635,-0.6019324660301208,0.2028314769268036,-0.8246628642082214,0.0,0.0,5,2025_01_03
12,19:01,1735930860.0,long,21508.75,21514.75,12.0,mean_reached,2,13.5,-2.287431478500366,0.3334507346153259,-13.407991409301758,0.3377670645713806,0.8507964611053467,-0.20206159353256226,0.2515665590763092,-11.142477989196777,-0.8607099652290344,-0.49853113293647766,0.0,0.0,3,2025_01_03
13,19:29,1735932540.0,long,21530.75,21537.5,13.5,mean_reached,4,13.5,-2.0122427940368652,0.3489496409893036,-3.1382246017456055,0.012428977526724339,0.6996203660964966,0.2692958116531372,0.3412841558456421,2.351881980895996,-1.0377148389816284,-0.05254477635025978,0.0,0.0,5,2025_01_03
14,19:54,1735934040.0,long,21551.25,21537.75,-27.0,mean_reached,11,1.5,-2.0069375038146973,0.3674182593822479,8.519824028015137,0.01054555643349886,0.7672203183174133,0.1811235547065735,0.5189191699028015,-11.667902946472168,-1.658969759941101,-0.9264998435974121,0.0,0.0,12,2025_01_03
15,20:56,1735937760.0,short,21503.75,21513.75,-20.0,regime_flip,2,0.0,2.1366138458251953,0.6496303081512451,4.767880439758301,0.7173556089401245,0.7446550130844116,1.503861904144287,1.0300445556640625,5.00723934173584,1.27493155002594,-1.4322181940078735,0.6961647868156433,23.23472785949707,3,2025_01_03
0,00:41,1736124060.0,short,21504.75,21485.75,38.0,mean_reached,18,46.0,2.0048062801361084,0.3199031352996826,-21.511629104614258,0.11409012973308563,0.5,-0.16983169317245483,0.17236405611038208,-31.485149383544922,0.0,0.0,0.0,0.0,19,2025_01_06
1,03:28,1736134080.0,long,21505.5,21507.25,3.5,mean_reached,3,3.5,-2.3926947116851807,0.9637327194213867,-20.443050384521484,1.4814814329147339,0.8031291961669922,-0.250338613986969,0.7881611585617065,-13.193357467651367,-0.7483264207839966,0.0,0.0,0.0,4,2025_01_06
2,03:46,1736135160.0,long,21510.5,21507.75,-5.5,regime_flip,4,4.0,-2.040710210800171,0.7448666095733643,-3.4069933891296387,0.18677042424678802,0.7699634432792664,-1.6528756618499756,1.2092278003692627,-7.198277950286865,-0.6576201319694519,0.0,0.0,0.0,5,2025_01_06
3,05:02,1736139720.0,short,21522.75,21524.0,-2.5,mean_reached,5,0.0,2.2928318977355957,0.28591904044151306,4.240550518035889,0.16460905969142914,0.8069790005683899,-0.13292060792446136,0.39532846212387085,10.375726699829102,0.5758634805679321,0.6687468886375427,0.0,0.0,6,2025_01_06
4,07:08,1736147280.0,long,21544.75,21546.75,4.0,mean_reached,2,4.0,-2.317441701889038,0.4113166928291321,-17.46233367919922,0.07827788591384888,0.6341274380683899,-0.2442941516637802,0.4364394545555115,-8.547173500061035,-0.2349260449409485,-0.4339277744293213,0.0,0.0,3,2025_01_06
5,08:12,1736151120.0,short,21579.0,21589.75,-21.5,mean_reached,8,6.0,2.551683187484741,0.6574423909187317,23.299163818359375,1.5663716793060303,0.652343213558197,0.18929360806941986,0.6669736504554749,22.9365291595459,1.3592357635498047,2.2746424674987793,0.0,0.0,9,2025_01_06
6,08:22,1736151720.0,long,21578.25,21583.75,11.0,mean_reached,4,11.0,-2.048097610473633,0.5658413171768188,1.5587314367294312,0.008633093908429146,0.7875901460647583,-0.16517719626426697,0.7851874828338623,3.633674144744873,-0.5061658620834351,0.36502644419670105,0.0,0.0,5,2025_01_06
7,10:05,1736157900.0,long,21661.25,21663.75,5.0,mean_reached,4,5.0,-2.096503496170044,0.3085121214389801,19.998451232910156,0.008610792458057404,0.8597082495689392,0.10838305950164795,0.3844258189201355,16.350744247436523,-1.084271788597107,0.7013394236564636,0.0,0.0,5,2025_01_06
8,13:32,1736170320.0,short,21727.75,21733.5,-11.5,mean_reached,9,0.0,2.0161380767822266,0.24811364710330963,-4.208658218383789,0.3558793067932129,0.6017643809318542,-0.45565930008888245,0.48688146471977234,1.7734286785125732,-0.28085508942604065,-1.5855215787887573,0.0,0.0,10,2025_01_06
9,14:09,1736172540.0,long,21737.5,21733.25,-8.5,mean_reached,5,0.0,-2.18468976020813,0.6134435534477234,-7.981717586517334,0.5617517828941345,0.8131035566329956,-0.38514071702957153,0.7743597030639648,-10.941235542297363,-0.4425969123840332,-1.5381864309310913,0.0,0.0,6,2025_01_06
10,16:18,1736180280.0,long,21867.5,21867.75,0.5,regime_flip,1,0.5,-2.1699118614196777,0.933749258518219,-5.3657732009887695,0.04810022562742233,0.620299756526947,-1.5470508337020874,1.019623875617981,-5.679508686065674,-1.6630496978759766,-0.041427645832300186,0.0,0.0,2,2025_01_06
11,21:59,1736200740.0,long,21778.0,21781.0,6.0,mean_reached,3,6.0,-2.274980306625366,0.28603413701057434,2.156351327896118,0.05309734493494034,0.6164183020591736,0.007750134449452162,0.5487385988235474,2.248363971710205,-0.887431800365448,1.265064001083374,-0.7990339994430542,16.801908493041992,4,2025_01_06
0,00:55,1736211300.0,long,21771.75,21755.25,-33.0,regime_flip,1,0.0,-2.100961208343506,0.5468190908432007,-14.084710121154785,0.11202389746904373,0.6958509087562561,-2.3022453784942627,1.67864990234375,-43.82244873046875,0.0,0.0,0.0,0.0,2,2025_01_07
1,02:35,1736217300.0,long,21772.5,21774.75,4.5,mean_reached,4,4.5,-2.0550928115844727,0.3497731387615204,-2.5955312252044678,0.06198346987366676,0.7367835640907288,-0.19813556969165802,0.3737829625606537,1.6965482234954834,-0.5073815584182739,0.0,0.0,0.0,5,2025_01_07
2,04:35,1736224500.0,long,21732.75,21726.25,-13.0,regime_flip,2,0.0,-2.003066062927246,0.800139307975769,-13.25484848022461,0.04979253187775612,0.6692506074905396,-1.8811795711517334,1.36106276512146,-25.011030197143555,-1.9519847631454468,0.0,0.0,0.0,3,2025_01_07
3,05:10,1736226600.0,long,21712.5,21716.0,7.0,mean_reached,3,7.0,-2.1168923377990723,0.5614777207374573,-18.333200454711914,0.07994670420885086,0.6054608821868896,0.03263406455516815,0.5801979899406433,-16.109739303588867,-0.3982350528240204,-0.893378734588623,0.0,0.0,4,2025_01_07
4,07:20,1736234400.0,long,21713.0,21720.75,15.5,mean_reached,5,15.5,-2.082322359085083,0.4561005234718323,11.689459800720215,0.045231811702251434,0.8468385338783264,-0.49732735753059387,0.40640610456466675,13.935792922973633,0.8493165969848633,1.6493622064590454,0.0,0.0,6,2025_01_07
5,08:03,1736236980.0,long,21724.5,21731.0,13.0,mean_reached,3,13.0,-2.3607091903686523,0.4151545464992523,-2.901339530944824,0.2772197723388672,0.7648131251335144,-0.2709077298641205,0.3196965754032135,-0.08010155707597733,0.5290006399154663,1.5122456550598145,0.0,0.0,4,2025_01_07
6,08:16,1736237760.0,long,21714.25,21720.0,11.5,mean_reached,2,11.5,-2.177987813949585,0.8776187896728516,-17.058116912841797,0.2757352888584137,0.7591719031333923,-0.0728144496679306,0.805141031742096,-13.291275024414062,-1.1372514963150024,0.9491556286811829,0.0,0.0,3,2025_01_07
7,08:57,1736240220.0,long,21757.5,21750.75,-13.5,mean_reached,10,16.0,-2.105175495147705,0.4495497941970825,22.313629150390625,0.0076511092483997345,0.7044918537139893,-0.23328222334384918,0.41429048776626587,3.6991257667541504,0.4184443950653076,1.5150254964828491,0.0,0.0,11,2025_01_07
8,10:30,1736245800.0,long,21763.0,21762.25,-1.5,mean_reached,6,0.0,-2.0746681690216064,0.36140888929367065,17.00433349609375,0.09635036438703537,0.8228980302810669,-0.18652081489562988,0.2503637373447418,10.746641159057617,1.009338617324829,-0.15414263308048248,0.0,0.0,7,2025_01_07
9,11:32,1736249520.0,long,21747.5,21746.25,-2.5,regime_flip,1,0.0,-2.0563056468963623,0.8868534564971924,-16.812633514404297,0.01059696264564991,0.6875944137573242,-1.7849613428115845,1.0247039794921875,-17.651077270507812,-1.4857759475708008,-1.5426870584487915,0.0,0.0,2,2025_01_07
10,12:00,1736251200.0,short,21736.0,21724.25,23.5,mean_reached,1,23.5,2.045682430267334,0.4596252739429474,0.3256082534790039,0.4034229815006256,0.594775378704071,-0.496465265750885,0.37986621260643005,-11.108376502990723,-0.8128291368484497,-1.7852637767791748,0.0,0.0,2,2025_01_07
11,14:32,1736260320.0,short,21791.5,21783.75,15.5,mean_reached,3,15.5,2.431325674057007,0.4806370139122009,19.97072410583496,1.41288161277771,0.816483736038208,0.20021730661392212,0.26758021116256714,7.926178932189941,-0.6599494218826294,0.8486723303794861,0.0,0.0,4,2025_01_07
12,15:17,1736263020.0,short,21602.5,21535.25,134.5,mean_reached,5,134.5,2.135463237762451,0.27129313349723816,-17.23223304748535,0.020166605710983276,0.7021802663803101,0.06950750946998596,0.23052138090133667,-22.740671157836914,-1.6764929294586182,-2.6956002712249756,0.0,0.0,6,2025_01_07
13,16:15,1736266500.0,long,21517.0,21510.25,-13.5,mean_reached,10,51.5,-2.1286110877990723,0.2183392494916916,-0.7431113123893738,0.015453075990080833,0.9054841995239258,-0.488296240568161,0.23731015622615814,-6.294950485229492,0.9722694158554077,-0.7091677188873291,0.0,0.0,11,2025_01_07
14,18:39,1736275140.0,long,21488.5,21466.0,-45.0,mean_reached,9,6.0,-2.296342134475708,0.24264070391654968,2.5597381591796875,0.10074509680271149,0.6237145662307739,-0.29459601640701294,0.3026352524757385,-14.891383171081543,-0.7589128613471985,1.162043571472168,0.0,0.0,10,2025_01_07
15,18:57,1736276220.0,short,21448.25,21436.75,23.0,mean_reached,10,36.0,2.273513078689575,0.2075655460357666,-19.30063819885254,0.04235578700900078,0.8005157709121704,0.07753606140613556,0.2238665670156479,-17.830917358398438,-1.15195894241333,0.8848650455474854,0.0,0.0,11,2025_01_07
16,20:44,1736282640.0,short,21348.25,21320.25,56.0,mean_reached,4,56.0,2.1395931243896484,0.5438844561576843,7.68869686126709,0.03864847496151924,0.8090522885322571,0.022516483440995216,0.5943272709846497,-1.825265645980835,0.07528674602508545,-1.3122682571411133,-1.5524134635925293,-32.61371994018555,5,2025_01_07
17,21:23,1736284980.0,long,21381.75,21385.75,8.0,mean_reached,3,8.0,-2.461540460586548,0.14795973896980286,1.7059547901153564,0.04251968488097191,0.5746771097183228,-0.4018420875072479,0.16331428289413452,4.792217254638672,1.0162111520767212,0.6796393990516663,-0.5501455068588257,-31.52896499633789,4,2025_01_07
18,21:56,1736286960.0,short,21380.0,21373.5,13.0,mean_reached,12,21.0,2.2625796794891357,0.14998511970043182,1.020280122756958,0.5746427774429321,0.6789730787277222,0.005114846397191286,0.7515023946762085,-6.729804039001465,-1.0093934535980225,0.36372238397598267,-0.6600897312164307,-31.52896499633789,13,2025_01_07
0,00:48,1736297280.0,short,21411.75,21412.75,-2.0,mean_reached,9,9.5,2.0935192108154297,0.669056236743927,18.9715633392334,0.12301383912563324,0.8129740953445435,0.13375972211360931,0.33795732259750366,16.14962387084961,0.0,0.0,0.0,0.0,10,2025_01_08
1,02:33,1736303580.0,long,21418.0,21409.5,-17.0,regime_flip,1,0.0,-2.1243674755096436,0.659633994102478,-24.312583923339844,0.8399269580841064,0.6424568295478821,-2.0107924938201904,1.0120093822479248,-31.983964920043945,-2.6117589473724365,0.0,0.0,0.0,2,2025_01_08
2,06:32,1736317920.0,long,21418.0,21411.75,-12.5,regime_flip,2,0.0,-2.282209873199463,0.5825928449630737,-24.431848526000977,0.024057738482952118,0.5676971077919006,-1.8691750764846802,1.002145528793335,-28.889265060424805,-2.7996506690979004,-0.12546823918819427,0.0,0.0,3,2025_01_08
3,07:04,1736319840.0,long,21396.5,21391.0,-11.0,mean_reached,4,0.0,-2.315779685974121,0.31975820660591125,-27.10518455505371,0.9645232558250427,0.7822195887565613,0.11661211401224136,0.40419912338256836,-34.09272384643555,-1.5950114727020264,-1.481787085533142,0.0,0.0,5,2025_01_08
4,07:48,1736322480.0,long,21377.75,21380.25,5.0,mean_reached,6,9.0,-2.298753023147583,0.30603086948394775,-6.188333988189697,0.1811472624540329,0.8400657773017883,-0.4404977858066559,0.24625392258167267,-2.2676148414611816,1.5392518043518066,-0.9478716850280762,0.0,0.0,7,2025_01_08
5,08:10,1736323800.0,long,21390.75,21393.0,4.5,mean_reached,11,11.5,-2.4154956340789795,0.4422689974308014,-7.0965986251831055,1.6694214344024658,0.503939151763916,0.49237069487571716,0.31394773721694946,-3.9341986179351807,1.3720142841339111,-0.11964230239391327,0.0,0.0,12,2025_01_08
6,10:37,1736332620.0,long,21428.5,21431.5,6.0,mean_reached,5,6.0,-2.0602357387542725,0.515500545501709,-0.6972061395645142,0.1945137083530426,0.7131714224815369,-0.16578541696071625,0.591204047203064,-0.5894584655761719,-0.3521099388599396,0.4636095464229584,0.0,0.0,6,2025_01_08
7,11:03,1736334180.0,long,21444.5,21446.25,3.5,mean_reached,3,3.5,-2.2040581703186035,0.32768911123275757,9.239479064941406,0.15588095784187317,0.7027087211608887,-0.42124831676483154,0.22563044726848602,11.82669734954834,0.6496878266334534,0.5606334805488586,0.0,0.0,4,2025_01_08
8,11:14,1736334840.0,long,21435.75,21432.5,-6.5,mean_reached,3,0.0,-2.068948984146118,0.6492621898651123,-14.061996459960938,0.041455551981925964,0.6338936686515808,-0.42831364274024963,0.876815676689148,-15.801847457885742,-2.2747910022735596,-0.09581700712442398,0.0,0.0,4,2025_01_08
9,12:41,1736340060.0,short,21253.75,21270.0,-32.5,mean_reached,6,0.0,2.250544786453247,0.30559948086738586,-9.543421745300293,0.01392572931945324,0.8004695177078247,0.24199028313159943,0.5017536282539368,-0.2967183291912079,0.9475156664848328,-1.4364936351776123,0.0,0.0,7,2025_01_08
10,13:01,1736341260.0,short,21311.25,21339.5,-56.5,regime_flip,1,0.0,2.4843955039978027,0.7348870635032654,16.266481399536133,0.07625826448202133,0.8037270307540894,2.1562726497650146,1.123936414718628,27.34307861328125,2.4408090114593506,0.6709957122802734,0.0,0.0,2,2025_01_08
11,17:22,1736356920.0,short,21284.25,21261.0,46.5,mean_reached,3,46.5,2.224884033203125,0.280593603849411,-22.937923431396484,0.0950547456741333,0.7697646617889404,-0.1667889505624771,0.26255595684051514,-26.335758209228516,-1.8772644996643066,-1.7202672958374023,0.0,0.0,4,2025_01_08
12,19:37,1736365020.0,long,21374.0,21369.75,-8.5,mean_reached,6,0.0,-2.0248258113861084,0.6067607998847961,-0.4733630120754242,0.010449840687215328,0.6633141040802002,-0.20112238824367523,0.5776234269142151,-6.572356700897217,-0.27637699246406555,0.3554004728794098,0.0,0.0,7,2025_01_08
13,21:35,1736372100.0,long,21336.5,21323.5,-26.0,regime_flip,1,0.0,-2.6471235752105713,0.7473644018173218,-26.195127487182617,0.4193848967552185,0.7202566862106323,-2.065782070159912,1.067674160003662,-37.293338775634766,-1.8566389083862305,-0.5332850217819214,0.1277756690979004,-11.73787784576416,2,2025_01_08
14,23:14,1736378040.0,short,21335.0,21337.0,-4.0,mean_reached,4,0.0,2.2081000804901123,0.2271938920021057,-4.1455254554748535,0.010327022522687912,0.7312403321266174,0.41275283694267273,0.40094229578971863,3.328009843826294,0.23889043927192688,-0.6065617799758911,0.49965590238571167,-11.443373680114746,5,2025_01_08
0,01:31,1736386260.0,short,21324.5,21319.25,10.5,mean_reached,2,10.5,2.207761526107788,0.3032006025314331,22.164064407348633,0.031628888100385666,0.7820431590080261,-0.014158375561237335,0.2850751578807831,13.885920524597168,0.0,0.0,0.0,0.0,3,2025_01_09
1,06:30,1736404200.0,short,21325.0,21323.25,3.5,regime_flip,1,3.5,2.0045769214630127,0.8639178276062012,10.301321983337402,0.49450549483299255,0.7140871286392212,1.5441581010818481,1.0106046199798584,10.002535820007324,0.04855382442474365,0.7275100946426392,0.0,0.0,2,2025_01_09
2,07:55,1736409300.0,short,21259.5,21253.0,13.0,mean_reached,5,13.0,2.024874210357666,0.20511168241500854,-12.625919342041016,0.10161542147397995,0.6793177127838135,-0.12605541944503784,0.20511221885681152,-11.072968482971191,-0.39384886622428894,-1.8048689365386963,0.0,0.0,6,2025_01_09
3,11:24,1736421840.0,short,21301.25,21304.75,-7.0,mean_reached,9,12.5,2.0968260765075684,0.4643070101737976,-9.42042064666748,0.019986676052212715,0.8388622999191284,-0.11614804714918137,0.3189620077610016,-1.6957767009735107,-0.3623586893081665,-0.18027371168136597,0.0,0.0,10,2025_01_09
4,12:21,1736425260.0,long,21303.5,21292.75,-21.5,regime_flip,3,2.0,-2.1422970294952393,0.4756901264190674,-8.438770294189453,0.0276497695595026,0.6553057432174683,-1.8907642364501953,1.0947868824005127,-19.895715713500977,-0.47778257727622986,-1.355534553527832,0.0,0.0,4,2025_01_09
5,14:00,1736431200.0,long,21301.25,21288.25,-26.0,regime_flip,2,6.0,-2.0850391387939453,0.8615260124206543,-22.063495635986328,0.3465476632118225,0.8877832889556885,-1.9709129333496094,1.0779842138290405,-25.74620819091797,-2.688732862472534,-1.3772789239883423,0.0,0.0,3,2025_01_09
6,23:07,1736464020.0,long,21289.0,21290.5,3.0,mean_reached,3,3.0,-2.2251698970794678,0.42196011543273926,-21.154878616333008,0.4113980531692505,0.7127542495727539,-0.42040586471557617,0.5948192477226257,-18.579587936401367,0.20446865260601044,-0.6889432668685913,0.0,0.0,4,2025_01_09
0,01:01,1736470860.0,long,21198.25,21212.25,28.0,mean_reached,3,28.0,-2.351776361465454,0.5005315542221069,-10.153714179992676,0.03664495050907135,0.8210747838020325,-0.08391853421926498,0.5755317211151123,1.751030445098877,0.0,0.0,0.0,0.0,4,2025_01_10
1,05:32,1736487120.0,short,21315.0,21318.5,-7.0,mean_reached,4,0.0,2.1149978637695312,0.5204379558563232,22.411828994750977,0.022271715104579926,0.6356530785560608,0.19252103567123413,0.7430223822593689,22.703805923461914,1.272330403327942,-0.5630003213882446,0.0,0.0,5,2025_01_10
2,07:16,1736493360.0,short,21254.5,21261.0,-13.0,mean_reached,4,0.0,2.1775553226470947,0.40229955315589905,6.7066264152526855,0.041768185794353485,0.8268968462944031,0.3662029802799225,0.7443869709968567,17.529870986938477,2.165386915206909,-0.8912309408187866,0.0,0.0,5,2025_01_10
3,07:30,1736494200.0,long,21271.25,21276.5,10.5,mean_reached,5,10.5,-2.1078178882598877,0.39720019698143005,13.510489463806152,0.008307947777211666,0.8116455674171448,-0.33410266041755676,0.3154052793979645,1.3731849193572998,1.3487153053283691,-0.032210156321525574,0.0,0.0,6,2025_01_10
4,09:02,1736499720.0,short,21281.25,21275.5,11.5,mean_reached,4,11.5,2.0226755142211914,0.4158654808998108,0.06821934133768082,0.02616659365594387,0.753378689289093,-0.123277947306633,0.4957074224948883,-3.391512632369995,-1.3917410373687744,0.053172577172517776,0.0,0.0,5,2025_01_10
5,09:48,1736502480.0,long,21269.0,21274.5,11.0,mean_reached,4,12.0,-2.132141351699829,0.7737444043159485,-6.901819229125977,0.0864553302526474,0.6736684441566467,-0.18988843262195587,0.9245354533195496,-15.159296989440918,0.1595759093761444,0.20558620989322662,0.0,0.0,5,2025_01_10
6,10:57,1736506620.0,long,21311.5,21315.25,7.5,mean_reached,7,13.5,-2.019326686859131,0.1346316635608673,18.261112213134766,0.024000000208616257,0.744085967540741,-0.042940761893987656,0.15904885530471802,10.531213760375977,0.6792043447494507,1.4228975772857666,0.0,0.0,8,2025_01_10
7,12:11,1736511060.0,long,21281.75,21277.0,-9.5,mean_reached,6,8.0,-2.2777957916259766,0.7741491794586182,-37.78141403198242,0.05080440267920494,0.5728464126586914,-0.20036286115646362,0.527423620223999,-29.80142593383789,-1.8147443532943726,-2.1212382316589355,0.0,0.0,7,2025_01_10
