trade_id,time,timestamp,dir,entry_price,exit_price,pnl,exit,held,peak,entry_z,entry_vr,entry_dmi,entry_vol,entry_hurst,exit_z,exit_vr,exit_dmi,exit_z_5m,exit_z_15m,exit_z_1h,exit_dmi_1h,path_length,day
0,02:30,1735785000.0,short,21319.0,21315.25,7.5,mean_reached,3,7.5,2.264902114868164,0.8151158094406128,23.908449172973633,0.32735776901245117,0.6700631380081177,0.0038972694892436266,0.8020128607749939,19.400264739990234,-0.3251960277557373,0.0,0.0,0.0,4,2025_01_02
1,03:29,1735788540.0,short,21324.25,21330.25,-12.0,mean_reached,6,0.0,2.165428400039673,0.8519607186317444,13.64043140411377,1.603818655014038,0.6868260502815247,-0.21168266236782074,0.7461017370223999,13.984209060668945,0.22394178807735443,0.0,0.0,0.0,7,2025_01_02
2,03:42,1735789320.0,long,21326.25,21313.25,-26.0,mean_reached,11,0.0,-2.0871944427490234,0.5887151956558228,6.259217262268066,0.011346444487571716,0.7194978594779968,-0.48577332496643066,0.7400054931640625,-13.358914375305176,-1.6108466386795044,0.0,0.0,0.0,12,2025_01_02
3,03:56,1735790160.0,short,21307.25,21307.5,-0.5,mean_reached,6,0.0,2.143357515335083,0.5465856790542603,-11.920432090759277,0.00958466436713934,0.8619596362113953,0.4478773772716522,0.3486262857913971,-10.912332534790039,-0.995206356048584,0.0,0.0,0.0,7,2025_01_02
4,05:39,1735796340.0,short,21358.75,21353.5,10.5,mean_reached,2,11.0,2.0602235794067383,0.4571549594402313,27.648868560791016,0.009865175932645798,0.911980926990509,0.46392229199409485,0.41645723581314087,18.940937042236328,0.3296060264110565,0.13075146079063416,0.0,0.0,3,2025_01_02
5,06:21,1735798860.0,short,21381.5,21376.5,10.0,mean_reached,2,10.0,2.0582175254821777,0.47290879487991333,26.122211456298828,0.16304348409175873,0.5331717729568481,0.43692445755004883,0.43056103587150574,19.501209259033203,-0.9023898839950562,0.9709860682487488,0.0,0.0,3,2025_01_02
6,06:31,1735799460.0,long,21358.5,21370.0,23.0,mean_reached,3,23.0,-2.1396148204803467,0.8313551545143127,-13.673665046691895,0.0139860138297081,0.7778087258338928,0.3067774474620819,0.8347329497337341,-3.8462841510772705,-1.5241186618804932,0.42585423588752747,0.0,0.0,4,2025_01_02
7,07:08,1735801680.0,long,21383.75,21392.25,17.0,mean_reached,4,17.0,-2.0340795516967773,0.4104936718940735,1.1953548192977905,0.012631579302251339,0.5617849826812744,0.20998015999794006,0.44144344329833984,7.493249893188477,-0.09384860843420029,0.7356274724006653,0.0,0.0,5,2025_01_02
8,13:24,1735824240.0,short,21434.5,21424.25,20.5,mean_reached,2,20.5,2.1692256927490234,0.32128891348838806,-4.904166221618652,0.05547337234020233,0.84137362241745,-0.23675085604190826,0.2805914580821991,-7.5854692459106445,-0.7960607409477234,-1.6082513332366943,0.0,0.0,3,2025_01_02
9,13:50,1735825800.0,long,21444.5,21420.0,-49.0,regime_flip,5,0.0,-2.248356342315674,0.5605905055999756,1.777290940284729,0.10450450330972672,0.6416253447532654,-1.8162424564361572,1.184935450553894,-12.075716018676758,-0.2880707085132599,-1.523676872253418,0.0,0.0,6,2025_01_02
10,14:36,1735828560.0,long,21285.25,21218.25,-134.0,regime_flip,3,0.0,-2.379000425338745,0.6468355059623718,-25.633214950561523,0.09224248677492142,0.6687575578689575,-1.4378795623779297,1.019820213317871,-35.75126266479492,-2.5846309661865234,-3.0341689586639404,0.0,0.0,4,2025_01_02
11,18:05,1735841100.0,short,21052.75,21022.5,60.5,mean_reached,14,89.0,2.1199116706848145,0.14346279203891754,-22.52629852294922,0.056106727570295334,0.7119032144546509,-0.47419628500938416,0.21175982058048248,-14.660055160522461,0.1467825174331665,-1.3052688837051392,0.0,0.0,15,2025_01_02
12,19:37,1735846620.0,long,21069.25,21094.0,49.5,mean_reached,2,49.5,-2.004767656326294,0.4849242568016052,-8.598658561706543,0.0753706768155098,0.7064089179039001,-0.45810723304748535,0.3647378981113434,-2.551302433013916,0.2064959555864334,0.820971667766571,0.0,0.0,3,2025_01_02
13,20:33,1735849980.0,short,21186.75,21168.5,36.5,mean_reached,2,36.5,2.086249589920044,0.44819679856300354,9.739916801452637,0.046685341745615005,0.7394183278083801,-0.1174549087882042,0.3964196443557739,5.750338554382324,0.07493685185909271,1.330440878868103,-0.45136600732803345,-6.84849739074707,3,2025_01_02
14,20:55,1735851300.0,long,21157.0,21170.25,26.5,mean_reached,1,26.5,-2.4463770389556885,0.33518242835998535,-2.5655665397644043,0.3535664677619934,0.6383386850357056,-0.44754981994628906,0.25206565856933594,-2.709219217300415,0.10786972939968109,1.255216121673584,-0.43716517090797424,-6.84849739074707,2,2025_01_02
0,01:46,1735868760.0,short,21230.5,21217.5,26.0,mean_reached,12,48.5,2.0540614128112793,0.6252193450927734,4.294100284576416,0.256668359041214,0.8537336587905884,-0.47791987657546997,0.8069493174552917,-18.864959716796875,-1.504464030265808,0.0,0.0,0.0,13,2025_01_03
1,02:36,1735871760.0,long,21234.0,21232.5,-3.0,mean_reached,5,0.0,-2.1361236572265625,0.5371079444885254,-4.894505500793457,0.04905968904495239,0.9305576086044312,-0.18959935009479523,0.591663658618927,-12.166475296020508,-0.04288054630160332,0.0,0.0,0.0,6,2025_01_03
2,06:45,1735886700.0,long,21248.25,21245.75,-5.0,mean_reached,9,0.0,-2.2518393993377686,0.5358073711395264,10.228797912597656,1.3644633293151855,0.8045461773872375,-0.26108330488204956,0.10028938949108124,9.349345207214355,-0.026227790862321854,1.0596476793289185,0.0,0.0,10,2025_01_03
3,07:18,1735888680.0,short,21230.5,21239.5,-18.0,regime_flip,3,0.0,2.2328007221221924,0.5984097719192505,1.3994874954223633,0.08656224608421326,0.7215884327888489,1.5903226137161255,1.0147895812988281,12.320491790771484,0.2492697387933731,1.2052385807037354,0.0,0.0,4,2025_01_03
4,08:31,1735893060.0,long,21257.75,21225.75,-64.0,mean_reached,14,13.0,-2.0173494815826416,0.36663269996643066,-2.836918592453003,0.08169250190258026,0.5962222814559937,-0.17578116059303284,0.7995577454566956,-24.331785202026367,-2.056307792663574,-0.8202546834945679,0.0,0.0,15,2025_01_03
5,10:33,1735900380.0,long,21250.25,21247.25,-6.0,mean_reached,11,9.5,-2.230952739715576,0.5708967447280884,-20.751405715942383,0.24884793162345886,0.7909982800483704,-0.12762407958507538,0.3949972689151764,-16.895517349243164,-1.1595127582550049,-1.1869404315948486,0.0,0.0,12,2025_01_03
6,11:35,1735904100.0,long,21243.5,21246.0,5.0,mean_reached,5,5.0,-2.4305756092071533,0.3667939305305481,10.288580894470215,0.16129031777381897,0.782741367816925,-0.06274942308664322,0.30595096945762634,10.09078311920166,1.582162857055664,-0.5094101428985596,0.0,0.0,6,2025_01_03
7,12:05,1735905900.0,long,21234.75,21223.25,-23.0,regime_flip,5,7.5,-2.172619104385376,0.5833896994590759,-16.46608543395996,0.11764705926179886,0.6448741555213928,-1.614162802696228,1.053094744682312,-28.450571060180664,-1.3113162517547607,-1.3894927501678467,0.0,0.0,6,2025_01_03
