py_time,nt8_time,bar_ts,reason
06:57:21,13:57:20,1774015040.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-179.0 fm=-230.3)
06:57:36,13:57:35,1774015055.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=240.0 fm=66.6)
06:57:45,13:57:30,1774015050.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=240.0 fm=66.6)
06:58:21,13:58:20,1774015100.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-60.0 fm=-17.1)
07:01:00,14:00:45,1774015245.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=57.0 fm=38.7)
07:01:15,14:01:00,1774015260.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-87.0 fm=-10.2)
07:02:36,14:02:35,1774015355.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=19.0 fm=8.3)
07:04:21,14:04:20,1774015460.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=33.0 fm=5.0)
07:54:23,15:27:30,1771428450.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-117.0 fm=-204.0)
07:54:23,15:27:45,1771428465.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-117.0 fm=-204.0)
07:54:25,15:30:00,1771428600.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-142.0 fm=-283.3)
07:54:26,15:30:30,1771428630.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-142.0 fm=-283.3)
07:54:26,15:31:15,1771428675.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-250.0 fm=-142.6)
07:54:26,15:31:30,1771428690.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-250.0 fm=-142.6)
07:54:27,15:32:34,1771428754.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-281.0 fm=-357.9)
07:54:28,15:33:30,1771428810.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=374.0 fm=137.3)
07:54:29,15:34:00,1771428840.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-123.0 fm=-23.2)
07:54:32,15:36:15,1771428975.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=143.0 fm=64.2)
07:54:33,15:39:15,1771429155.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=144.0 fm=28.3)
07:54:34,15:40:15,1771429215.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-223.0 fm=-455.4)
07:54:35,15:41:30,1771429290.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=146.0 fm=25.0)
07:54:37,15:43:00,1771429380.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=244.0 fm=255.8)
07:54:38,15:43:30,1771429410.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=244.0 fm=255.8)
07:54:38,15:44:15,1771429455.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=244.0 fm=255.8)
07:54:38,15:44:30,1771429470.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-162.0 fm=-59.7)
07:54:39,15:45:00,1771429500.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-162.0 fm=-59.7)
07:54:39,15:47:15,1771429635.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-163.0 fm=-180.1)
07:54:41,15:48:30,1771429710.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-808.0 fm=-2804.9)
07:54:41,15:48:45,1771429725.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-808.0 fm=-2804.9)
07:54:44,15:52:00,1771429920.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=824.0 fm=358.0)
07:54:44,15:52:15,1771429935.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=824.0 fm=358.0)
07:54:44,15:53:15,1771429995.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=407.0 fm=187.6)
07:54:46,15:55:15,1771430115.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-150.0 fm=-61.2)
07:54:48,15:58:06,1771430286.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=156.0 fm=41.7)
07:54:49,15:58:45,1771430325.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-156.0 fm=-17.3)
07:54:51,15:59:45,1771430385.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=100.0 fm=32.5)
07:54:51,16:01:06,1771430466.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=100.0 fm=32.5)
07:54:55,16:07:30,1771430850.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-151.0 fm=-111.8)
07:54:56,16:08:00,1771430880.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-151.0 fm=-111.8)
07:54:58,16:10:00,1771431000.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-238.0 fm=-67.8)
07:54:59,16:10:45,1771431045.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-238.0 fm=-67.8)
07:54:59,16:11:30,1771431090.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=200.0 fm=199.5)
07:55:00,16:12:30,1771431150.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=200.0 fm=199.5)
07:55:01,16:16:45,1771431405.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=202.0 fm=99.9)
07:55:02,16:17:00,1771431420.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=202.0 fm=99.9)
07:55:05,16:21:45,1771431705.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-78.0 fm=-7.5)
07:55:06,16:24:00,1771431840.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-207.0 fm=-78.2)
07:55:06,16:26:00,1771431960.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=89.0 fm=98.2)
07:55:07,16:27:00,1771432020.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=89.0 fm=98.2)
07:55:07,16:28:15,1771432095.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=243.0 fm=331.5)
07:55:08,16:29:45,1771432185.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-108.0 fm=-50.4)
07:55:11,16:32:00,1771432320.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=64.0 fm=15.4)
07:55:11,16:32:30,1771432350.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=150.0 fm=185.0)
07:55:12,16:33:30,1771432410.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=150.0 fm=185.0)
07:55:13,16:35:56,1771432556.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=258.0 fm=228.6)
07:55:14,16:36:00,1771432560.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=311.0 fm=311.7)
07:55:14,16:36:30,1771432590.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=311.0 fm=311.7)
07:55:15,16:38:45,1771432725.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=181.0 fm=56.9)
07:55:15,16:40:15,1771432815.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=181.0 fm=56.9)
07:55:17,16:47:00,1771433220.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=200.0 fm=107.9)
07:55:18,16:48:00,1771433280.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=373.0 fm=546.2)
07:55:21,16:54:00,1771433640.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=113.0 fm=13.0)
07:55:24,16:57:45,1771433865.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-108.0 fm=-43.6)
07:55:25,17:00:15,1771434015.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=129.0 fm=78.9)
07:55:25,17:00:45,1771434045.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=129.0 fm=78.9)
07:55:26,17:02:15,1771434135.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=173.0 fm=107.4)
07:55:27,17:02:30,1771434150.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=173.0 fm=107.4)
07:55:27,17:03:15,1771434195.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=149.0 fm=79.2)
07:55:28,17:04:34,1771434274.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=149.0 fm=79.2)
07:55:29,17:06:00,1771434360.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=76.0 fm=4.1)
07:55:29,17:06:15,1771434375.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=76.0 fm=4.1)
07:55:33,17:11:15,1771434675.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-154.0 fm=-41.1)
07:55:34,17:12:45,1771434765.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=54.0 fm=11.3)
07:55:35,17:14:38,1771434878.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=255.0 fm=353.8)
07:55:35,17:14:15,1771434855.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=255.0 fm=353.8)
07:55:38,17:18:00,1771435080.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=400.0 fm=411.5)
07:55:38,17:18:15,1771435095.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=400.0 fm=411.5)
07:55:39,17:20:00,1771435200.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-290.0 fm=-21.2)
07:55:39,17:23:14,1771435394.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-290.0 fm=-21.2)
07:55:42,17:31:00,1771435860.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=170.0 fm=49.5)
07:55:42,17:32:45,1771435965.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=170.0 fm=49.5)
07:55:43,17:36:00,1771436160.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=261.0 fm=276.7)
07:55:43,17:37:20,1771436240.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=261.0 fm=276.7)
07:55:45,17:42:00,1771436520.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-175.0 fm=-102.4)
07:55:47,17:55:45,1771437345.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-100.0 fm=-87.7)
07:55:47,17:56:00,1771437360.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-100.0 fm=-87.7)
07:55:48,18:01:30,1771437690.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=135.0 fm=203.6)
07:55:52,18:11:00,1771438260.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-81.0 fm=-12.0)
07:55:53,18:13:15,1771438395.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=64.0 fm=28.2)
07:55:54,18:21:00,1771438860.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=289.0 fm=327.7)
07:55:55,18:23:30,1771439010.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=289.0 fm=327.7)
07:55:55,18:26:15,1771439175.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-169.0 fm=-65.0)
07:56:02,18:39:00,1771439940.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=117.0 fm=104.3)
07:56:04,18:44:15,1771440255.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=290.0 fm=287.3)
07:56:04,18:44:30,1771440270.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=290.0 fm=287.3)
07:56:07,18:47:15,1771440435.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-164.0 fm=-120.3)
07:56:14,18:56:15,1771440975.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-205.0 fm=-68.0)
07:56:15,18:57:15,1771441035.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-205.0 fm=-68.0)
07:56:15,18:57:46,1771441066.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=129.0 fm=79.4)
07:56:16,18:59:30,1771441170.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=129.0 fm=79.4)
07:56:17,19:01:00,1771441260.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-90.0 fm=-82.3)
07:56:20,19:09:15,1771441755.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=156.0 fm=210.0)
07:56:23,19:17:00,1771442220.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=152.0 fm=78.0)
07:56:23,19:18:00,1771442280.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=152.0 fm=78.0)
07:56:24,19:18:30,1771442310.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=152.0 fm=78.0)
07:56:27,19:23:24,1771442604.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-193.0 fm=-194.2)
07:56:27,19:23:30,1771442610.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=83.0 fm=66.0)
07:56:30,19:30:45,1771443045.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-65.0 fm=-50.2)
07:56:30,19:31:00,1771443060.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=83.0 fm=24.1)
07:56:32,19:32:00,1771443120.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=83.0 fm=24.1)
07:56:34,19:34:00,1771443240.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-41.0 fm=-12.8)
07:56:34,19:34:15,1771443255.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-41.0 fm=-12.8)
07:56:37,19:38:00,1771443480.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-83.0 fm=-27.4)
07:56:40,19:40:00,1771443600.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-63.0 fm=-14.6)
07:56:43,19:43:15,1771443795.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=100.0 fm=23.4)
07:56:47,19:47:00,1771444020.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-64.0 fm=-34.2)
07:56:50,19:51:30,1771444290.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=105.0 fm=19.5)
07:56:51,19:53:15,1771444395.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-120.0 fm=-60.0)
07:56:51,19:53:26,1771444406.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-120.0 fm=-60.0)
07:56:53,19:53:45,1771444425.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-120.0 fm=-60.0)
07:56:54,19:56:30,1771444590.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-73.0 fm=-73.4)
07:57:00,20:02:15,1771444935.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-86.0 fm=-128.9)
07:57:02,20:03:00,1771444980.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-109.0 fm=-72.8)
07:57:03,20:06:15,1771445175.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=63.0 fm=31.2)
07:57:04,20:07:30,1771445250.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-58.0 fm=-11.0)
07:57:04,20:07:45,1771445265.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-58.0 fm=-11.0)
07:57:05,20:08:15,1771445295.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=43.0 fm=4.6)
07:57:08,20:12:15,1771445535.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-31.0 fm=-16.5)
07:57:09,20:13:45,1771445625.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-34.0 fm=-3.9)
07:57:10,20:14:45,1771445685.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-148.0 fm=-301.8)
07:57:10,20:15:15,1771445715.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-148.0 fm=-301.8)
07:57:11,20:15:30,1771445730.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-148.0 fm=-301.8)
07:57:15,20:19:15,1771445955.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=63.0 fm=93.8)
07:57:18,20:24:45,1771446285.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=29.0 fm=7.0)
07:57:20,20:27:15,1771446435.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=35.0 fm=12.5)
07:57:21,20:28:45,1771446525.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=151.0 fm=144.2)
07:57:28,20:38:45,1771447125.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-134.0 fm=-19.2)
07:57:29,20:39:15,1771447155.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=167.0 fm=102.4)
07:57:29,20:39:45,1771447185.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=167.0 fm=102.4)
07:57:31,20:43:45,1771447425.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-92.0 fm=-17.4)
07:57:37,20:48:45,1771447725.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=112.0 fm=110.8)
07:57:41,20:52:30,1771447950.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-54.0 fm=-51.9)
07:57:43,20:55:30,1771448130.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=162.0 fm=135.5)
07:57:49,21:08:15,1771448895.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-48.0 fm=-4.7)
07:57:50,21:11:57,1771449117.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-48.0 fm=-4.7)
07:57:53,21:18:15,1771449495.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=64.0 fm=15.4)
07:57:55,21:29:15,1771450155.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-34.0 fm=-14.8)
07:57:55,21:29:45,1771450185.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=31.0 fm=16.0)
07:57:56,21:37:15,1771450635.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=31.0 fm=16.0)
07:57:59,21:50:00,1771451400.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-134.0 fm=-204.4)
07:58:00,21:54:30,1771451670.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-51.0 fm=-36.5)
07:58:03,23:07:15,1771456035.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=124.0 fm=191.1)
07:58:04,23:10:45,1771456245.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=124.0 fm=191.1)
07:58:07,23:15:11,1771456511.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=38.0 fm=16.0)
07:58:07,23:15:15,1771456515.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=38.0 fm=16.0)
07:58:08,23:16:00,1771456560.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=38.0 fm=16.0)
07:58:09,23:16:15,1771456575.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-81.0 fm=-82.3)
07:58:10,23:27:00,1771457220.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=82.0 fm=50.7)
07:58:12,23:35:00,1771457700.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-87.0 fm=-151.5)
07:58:13,23:38:15,1771457895.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-87.0 fm=-151.5)
07:58:20,01:05:45,1771463145.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=104.0 fm=143.4)
07:58:20,01:06:00,1771463160.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-59.0 fm=-40.6)
07:58:21,01:07:52,1771463272.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-59.0 fm=-40.6)
07:58:23,01:15:00,1771463700.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=73.0 fm=49.0)
07:58:31,02:00:30,1771466430.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-55.0 fm=-28.0)
07:58:31,02:01:15,1771466475.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=132.0 fm=53.1)
07:58:33,02:07:15,1771466835.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-18.0 fm=-7.2)
07:58:33,02:09:00,1771466940.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=53.0 fm=31.3)
07:58:34,02:09:45,1771466985.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=53.0 fm=31.3)
07:58:34,02:10:00,1771467000.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=53.0 fm=31.3)
07:58:36,02:28:15,1771468095.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=129.0 fm=295.1)
07:58:36,02:28:51,1771468131.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-55.0 fm=-29.9)
07:58:46,04:34:15,1771475655.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=290.0 fm=490.1)
07:58:47,04:46:00,1771476360.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=157.0 fm=28.1)
07:58:49,04:59:00,1771477140.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-91.0 fm=-109.4)
07:58:50,05:03:45,1771477425.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=86.0 fm=75.4)
07:58:51,05:06:00,1771477560.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-104.0 fm=-210.0)
07:58:56,05:37:45,1771479465.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-42.0 fm=-18.5)
07:59:00,05:56:00,1771480560.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-132.0 fm=-36.5)
07:59:01,05:59:15,1771480755.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-132.0 fm=-36.5)
07:59:03,06:07:15,1771481235.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-96.0 fm=-62.8)
07:59:04,06:22:00,1771482120.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-97.0 fm=-46.5)
07:59:09,06:59:00,1771484340.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=70.0 fm=49.3)
07:59:19,07:44:45,1771487085.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=83.0 fm=32.3)
07:59:23,08:21:45,1771489305.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=74.0 fm=3.3)
07:59:27,08:31:15,1771489875.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=67.0 fm=24.6)
07:59:29,08:37:45,1771490265.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=48.0 fm=9.3)
07:59:30,08:47:00,1771490820.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-45.0 fm=-31.2)
07:59:30,08:47:15,1771490835.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-45.0 fm=-31.2)
07:59:31,08:50:15,1771491015.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=196.0 fm=328.9)
07:59:33,08:51:45,1771491105.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=104.0 fm=24.1)
07:59:34,08:53:45,1771491225.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-93.0 fm=-69.0)
07:59:36,08:56:30,1771491390.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-81.0 fm=-124.6)
07:59:36,08:56:48,1771491408.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-81.0 fm=-124.6)
07:59:37,08:58:00,1771491480.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-81.0 fm=-124.6)
07:59:37,08:59:30,1771491570.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-100.0 fm=-144.6)
07:59:40,09:03:00,1771491780.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=76.0 fm=105.5)
07:59:41,09:05:15,1771491915.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=31.0 fm=19.7)
07:59:43,09:08:30,1771492110.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=83.0 fm=30.3)
07:59:43,09:09:30,1771492170.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=83.0 fm=30.3)
07:59:44,09:12:15,1771492335.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-42.0 fm=-23.1)
07:59:46,09:26:30,1771493190.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=32.0 fm=29.3)
07:59:49,09:35:45,1771493745.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-60.0 fm=-107.9)
07:59:50,09:37:30,1771493850.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-90.0 fm=-42.6)
07:59:52,09:43:15,1771494195.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-41.0 fm=-21.3)
07:59:53,09:43:30,1771494210.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-41.0 fm=-21.3)
07:59:54,09:45:15,1771494315.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-67.0 fm=-62.7)
07:59:56,09:48:00,1771494480.0,1m_sensor: SHORT blocked (vol=Y fm=Y vol=112.0 fm=177.9)
07:59:58,09:51:45,1771494705.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-104.0 fm=-99.4)
07:59:58,09:52:00,1771494720.0,1m_sensor: LONG blocked (vol=Y fm=Y vol=-104.0 fm=-99.4)
