fill_time,order_id,side,entry_price,exit_price,pnl,qty,is_chain
1776236098,Close,BUY,25976.00,25994.00,36.00,1,0
1776254765,CHEXIT_S_005,BUY,26021.25,25977.00,-88.50,1,1
1776259631,Close,BUY,26021.25,26016.50,-9.50,1,0
1776259707,Close,SELL,26024.50,26024.50,0.00,1,0
1776259900,Close,SELL,26018.75,26006.75,24.00,1,0
